"recordnum_license","license_no","business_name","address","city","state","postal_code","latitude","longitude","phone_number","license_status","recordnum_insp","insp_type","insp_subtype","action_date","action_sequence","action_status","code","violation_description","violation_comments","violation_key","last_table_update","neighborhood","community_council_neighborhood"
"H201000226","FSO-018276-C3S","""STARBUCKS CCM - 4TH FL""","2701 BEARCAT WY","CINCINNATI","OH","45221","39.13110621898366","-84.5175747546627","513-556-1210","LICENSE","CFSI223260","ROUTINE","STANDARD INSPECTION","2022-06-15T00:00:00.000",,"CLOS-NO  - No Violations Found",,,,,"2022-06-28T00:00:00.000","CUF",
"H201300065","FSO-019717-C4S","""THE BASE CAMP""","3400 VINE ST","CINCINNATI","OH","45220","39.14274024879595","-84.5091623280725","513-475-6160","LICENSE","CFSI221719","ROUTINE","STANDARD INSPECTION","2022-06-28T00:00:00.000","A025750218","Not Abated","3717-1-02.3(A)","""3717-1-02.3(A) - Violation - Food contamination-eating

Employees were eating, drinking or using tobacco in non-designated areas.""","""Store personal items away from/below food and food contact surfaces. 

Observed employee drink stored above food items in the cooler.""","HF18060085","2022-06-28T00:00:00.000","AVONDALE",
"H201300065","FSO-019717-C4S","""THE BASE CAMP""","3400 VINE ST","CINCINNATI","OH","45220","39.14274024879595","-84.5091623280725","513-475-6160","LICENSE","CFSI221719","ROUTINE","STANDARD INSPECTION","2022-06-28T00:00:00.000","A025750296","Abated On-Site","3717-1-02.3(A)","""3717-1-02.3(A) - Violation - Food contamination-eating

Employees were eating, drinking or using tobacco in non-designated areas.""","""Store personal items away from/below food and food contact surfaces. 

Observed employee drink stored above food items in the cooler.""","HF18060085","2022-06-28T00:00:00.000","AVONDALE",
"H200801657","FSO-015297-C4S","""FIFTH THIRD BANK - MOC""","5050 KINGSLEY DR","CINCINNATI","OH","45227","39.16951647639921","-84.407368062036","513 358-0570","RENEWAL","CFSI162296","ROUTINE","STANDARD INSPECTION","2017-02-01T00:00:00.000","A017729425","Abated","3717-1-04.5(A)(1)(2)","""3717-1-04.5(A)(1)&(2) - Violation - Equipment cleanliness-food contact



Food-contact surfaces were dirty.""","""Violation has been abated""","HLE161460V","2017-02-02T00:00:00.000","MADISONVILLE",
"H200801657","FSO-015297-C4S","""FIFTH THIRD BANK - MOC""","5050 KINGSLEY DR","CINCINNATI","OH","45227","39.16951647639921","-84.407368062036","513 358-0570","RENEWAL","CFSI162296","ROUTINE","STANDARD INSPECTION","2017-02-01T00:00:00.000","A017729421","Abated","3717-1-04.5(A)(3)","""3717-1-04.5(A)(3) - Violation - Equipment cleanliness-Nonfood-contact



Non-food contact surfaces are dirty.""","""Violation has been abated""","HLE161465V","2017-02-02T00:00:00.000","MADISONVILLE",
"H202100016","FSO-024548-C4S","""KANJI""","1739 ELM ST","CINCINNATI","OH","45202","39.115028427214654","-84.5199796524161","5138738350","LICENSE","CFSI222898","ROUTINE","STANDARD INSPECTION","2022-06-27T00:00:00.000","A025751636","Abated On-Site","3717-1-05.1(O)(2)","""3717-1-05.1(O)(2) - Violation - Using handwashing facility-Other purposes

Handwashing facility is being used for purposes other than handwashing. ""","""OBSERVATION: dishwashing/quick rinsing of utensils observed in 3 comp sink
CORRECTIVE ACTION: restrict use of handsink for handwashing purposes only""","HF18101930","2022-06-28T00:00:00.000","OVER-THE-RHINE",
"H202100016","FSO-024548-C4S","""KANJI""","1739 ELM ST","CINCINNATI","OH","45202","39.115028427214654","-84.5199796524161","5138738350","LICENSE","CFSI222898","ROUTINE","STANDARD INSPECTION","2022-06-27T00:00:00.000","A025751631","Not Abated","3717-1-03.2(D)","""3717-1-03.2(D) - Violation - Food Storage containers-common name ID

Working containers of food are not properly labeled.""","""label all working containers legibly for identification""","HF18440495","2022-06-28T00:00:00.000","OVER-THE-RHINE",
"H200801349","FSO-011410-C4S","""MR GENE'S DOG HOUSE""","3703 BEEKMAN ST","CINCINNATI","OH","45223","39.15364852481513","-84.5507434366924","513-598-1146","LICENSE","CFSI220874","ROUTINE","STANDARD INSPECTION","2022-08-01T00:00:00.000","A025912017","Not Abated","3717-1-07.0(B)","""3717-1-07.0(B) - Violation - Poisonous/toxic material-working containers

Working containers of poisonous/toxic materials are not labeled.""","""OBSERVATION: Unlabled chemical stored on hand washing sink. 

Working containers of poisonous/toxic materials are not labeled.
CORRECTIVE ACTION: Working containers of poisonous/toxic materials MUST BE properly labeled.""","HF18282680","2022-08-02T00:00:00.000","SOUTH CUMMINSVILLE",
"H200801488","FSO-013375-C4S","""MCDONALD'S #7949""","413 E MARTIN LUTHER KING JR DR","CINCINNATI","OH","45219","39.13485123738945","-84.5000399787493","513-221-1288","LICENSE","CFSI224146","ROUTINE","STANDARD INSPECTION","2022-08-15T00:00:00.000","A025967477","Not Abated","3717-1-02.4(B)(2)(k)","""3717-1-02.4(B)(2)(k)  - Violation - PIC Knowledge-cleaning and sanitizing

The person in charge could not explain the correct procedures for cleaning and sanitizing.""","""OBSERVATION:  PIC Knowledge-cleaning and sanitizing

The person in charge could not explain the correct procedures for cleaning and sanitizing.

Observed mold on ice dispensing nozzles and out side ice bin above pop machine. 
CORRECTIVE ACTION: PIC must ensure frequency and thorough cleaning and sanitization of ice machine and other food and non food contact surfaces.""","HF18010169","2022-08-15T00:00:00.000","AVONDALE",
"H202100016","FSO-024548-C4S","""KANJI""","1739 ELM ST","CINCINNATI","OH","45202","39.115028427214654","-84.5199796524161","5138738350","LICENSE","CFSI222898","ROUTINE","STANDARD INSPECTION","2022-06-27T00:00:00.000","A025751632","Not Abated","3717-1-03.2(M)(2)(a)","""3717-1-03.2(M)(2)(a)  - Violation - Wiping cloths-use limitation

Wet wiping cloth was not maintained in a sanitizer solution between uses.""","""store wet wiping cloths in sanitizing solution in between uses""","HF18480550","2022-06-28T00:00:00.000","OVER-THE-RHINE",
"H200900218","FSO-017692-C3S","""ISLAND FRYDAYS""","2826 SHORT VINE ST","CINCINNATI","OH","45219","39.132646366291446","-84.508909171527","513-498-0680","LICENSE","CFSI221370","ROUTINE","STANDARD INSPECTION","2022-07-25T00:00:00.000","A025877554","Abated","3717-1-07.1(C)(1)","""3717-1-07.1(C)(1) - Violation - Poisonous/toxic material-use as to law and label

The operator is using a poisonous/toxic substance that is not approved for use in a food facility and/ or the substance is not being used according to law, conditions of licensing or to the manufacturers directions. ""","""Violation has been abated""","HF18282695","2022-07-25T00:00:00.000","CORRYVILLE",
"H200900218","FSO-017692-C3S","""ISLAND FRYDAYS""","2826 SHORT VINE ST","CINCINNATI","OH","45219","39.132646366291446","-84.508909171527","513-498-0680","LICENSE","CFSI221370","ROUTINE","STANDARD INSPECTION","2022-07-25T00:00:00.000","A025877547","Abated","3717-1-03.4(F)(1)(b)","""3717-1-03.4(F)(1)(b) - Violation - TCS-cold holding

TCS foods were being held at temperatures >41° F.""","""Violation has been abated""","HF18220815","2022-07-25T00:00:00.000","CORRYVILLE",
"H200900218","FSO-017692-C3S","""ISLAND FRYDAYS""","2826 SHORT VINE ST","CINCINNATI","OH","45219","39.132646366291446","-84.508909171527","513-498-0680","LICENSE","CFSI221370","ROUTINE","STANDARD INSPECTION","2022-07-25T00:00:00.000","A025877546","Abated","3717-1-03.4(F)(1)(a)","""3717-1-03.4(F)(1)(a) - Violation - TCS-Hot Holding

TCS foods were being hot held at temperatures <135° F or a roast <130° F.""","""Violation has been abated""","HF18210810","2022-07-25T00:00:00.000","CORRYVILLE",
"H200801348","FSO-011393-C4S","""BACALLS CAFE""","6118 HAMILTON AV","CINCINNATI","OH","45224","39.20246615607971","-84.5474069848142","513-541-8804","LICENSE","CFSI220872","ROUTINE","STANDARD INSPECTION","2022-08-02T00:00:00.000","A025957527","Not Abated","3717-1-02.4(B)","""3717-1-02.4(B) - Violation - PIC Demonstration of Knowledge

The person in charge was unable to demonstrate the necessary food safety knowledge.""","""OBSERVATION: Person in charge not using techniques to serve safe food and not following food safety codes. 

The person in charge was unable to demonstrate the necessary food safety knowledge.
CORRECTIVE ACTION: Must practice serving safe food to consumers and train kitchen staff to do the same.""","HF18010115","2022-08-12T00:00:00.000","COLLEGE HILL",
"H200900218","FSO-017692-C3S","""ISLAND FRYDAYS""","2826 SHORT VINE ST","CINCINNATI","OH","45219","39.132646366291446","-84.508909171527","513-498-0680","LICENSE","CFSI221370","ROUTINE","STANDARD INSPECTION","2022-07-25T00:00:00.000","A025877552","Abated","3717-1-06.2(E)","""3717-1-06.2(E) - Violation - Facilities-handwashing signage

A handwashing sign was not posted at all handwashing lavatories.""","""Violation has been abated""","HF18102495","2022-07-25T00:00:00.000","CORRYVILLE",
"H200900218","FSO-017692-C3S","""ISLAND FRYDAYS""","2826 SHORT VINE ST","CINCINNATI","OH","45219","39.132646366291446","-84.508909171527","513-498-0680","LICENSE","CFSI221370","ROUTINE","STANDARD INSPECTION","2022-07-25T00:00:00.000","A025877557","Abated","3717-1-02.2(D)","""3717-1-02.2(D) - Violation - Hands and arms-where to wash (handwashing)

Food employee(s) were not washing hands in a handwashing sink.""","""Violation has been abated""","HF18080050","2022-07-25T00:00:00.000","CORRYVILLE",
"H200900218","FSO-017692-C3S","""ISLAND FRYDAYS""","2826 SHORT VINE ST","CINCINNATI","OH","45219","39.132646366291446","-84.508909171527","513-498-0680","LICENSE","CFSI221370","ROUTINE","STANDARD INSPECTION","2022-07-25T00:00:00.000","A025877545","Abated","3717-1-02.4(C)(17)","""3717-1-02.4(C)(17) - Violation - PIC Duties -response plan for vomiting/diarrhea

No/inadequate written procedures for response to vomiting/diarrheal events.""","""Violation has been abated""","HF18010253","2022-07-25T00:00:00.000","CORRYVILLE",
"H201500482","FSO-021486-C2S","""LOW SPARK""","15 W 14TH ST","CINCINNATI","OH","45202","39.11036386022237","-84.5162677051138","513-371-5722","LICENSE","CFSI221830","ROUTINE","STANDARD INSPECTION","2022-07-25T00:00:00.000","A025877693","Not Abated","3717-1-04.5(A)(1)","""3717-1-04.5(A)(1)(2) - Violation - Equipment cleanliness-food contact

Food-contact surfaces were dirty.""","""OBSERVATION: Black residue on interior surfaces of ice machine.
CORRECTIVE ACTION: Ice machine cleaning service will be called today.""","HF18161460","2022-07-25T00:00:00.000","OVER-THE-RHINE",
"H200800879","FSO-007793-C4S","""ALLYN'S CAFÉ""","3538 COLUMBIA PKWY","CINCINNATI","OH","45226","39.11668345915846","-84.4375223708094","513-871-5779","LICENSE","CFSI220681","ROUTINE","STANDARD INSPECTION","2022-07-21T00:00:00.000","A025864180","Not Abated","3717-1-05.1(C)(1)","""3717-1-05.1(C)(1) - Violation - Handwashing facility-installation.

Handwashing sink does not provide water at a temperature =100° F.""","""Observed hot water knob of handwashing sink in kitchen which was not working properly so that hot water was not provided.""","HF18101835","2022-07-22T00:00:00.000","COLUMBIA TUSCULUM",
"H200800879","FSO-007793-C4S","""ALLYN'S CAFÉ""","3538 COLUMBIA PKWY","CINCINNATI","OH","45226","39.11668345915846","-84.4375223708094","513-871-5779","LICENSE","CFSI220681","ROUTINE","STANDARD INSPECTION","2022-07-21T00:00:00.000","A025864187","Not Abated","3717-1-03.2(N)(1)","""3717-1-03.2(N)(1) - Violation - Gloves-use limitation, task specific

Single use gloves were used for more than one task or were not changed when contaminated.""","""Observed food employee wash single use gloves in between tasks. Food employee discarded single use gloves and washed hands.""","HF18150570","2022-07-22T00:00:00.000","COLUMBIA TUSCULUM",
"H202100016","FSO-024548-C4S","""KANJI""","1739 ELM ST","CINCINNATI","OH","45202","39.115028427214654","-84.5199796524161","5138738350","LICENSE","CFSI222898","ROUTINE","STANDARD INSPECTION","2022-06-27T00:00:00.000","A025751633","Not Abated","3717-1-04.3(B)(2)","""3717-1-04.3(B)(2) - Violation - Fixed equipment installation-spacing or sealing

Equipment is not sealed to the surface or allow for ease of cleaning.""","""clean all molded cracks and crevices and recaulk as necessary""","HF18541327","2022-06-28T00:00:00.000","OVER-THE-RHINE",
"H200800879","FSO-007793-C4S","""ALLYN'S CAFÉ""","3538 COLUMBIA PKWY","CINCINNATI","OH","45226","39.11668345915846","-84.4375223708094","513-871-5779","LICENSE","CFSI220681","ROUTINE","STANDARD INSPECTION","2022-07-21T00:00:00.000","A025864196","Abated On-Site","3717-1-03.2(N)(1)","""3717-1-03.2(N)(1) - Violation - Gloves-use limitation, task specific

Single use gloves were used for more than one task or were not changed when contaminated.""","""Observed food employee wash single use gloves in between tasks. Food employee discarded single use gloves and washed hands.""","HF18150570","2022-07-22T00:00:00.000","COLUMBIA TUSCULUM",
"H200800879","FSO-007793-C4S","""ALLYN'S CAFÉ""","3538 COLUMBIA PKWY","CINCINNATI","OH","45226","39.11668345915846","-84.4375223708094","513-871-5779","LICENSE","CFSI220681","ROUTINE","STANDARD INSPECTION","2022-07-21T00:00:00.000","A025864188","Not Abated","3717-1-03.5(E)","""3717-1-03.5(E) - Violation - Food Labels-consumer advisory

The consumer was not properly advised of the risk of consuming raw or undercooked animal foods.""","""OBSERVATION: Observed no proper disclosure of items that are offered raw or undercooked. 
CORRECTIVE ACTION: PIC planned to put disclosure on table tents.""","HF18250930","2022-07-22T00:00:00.000","COLUMBIA TUSCULUM",
"H200800934","FSO-008239-C4S","""FIRST WOK""","3870 PAXTON AV","CINCINNATI","OH","45209","39.14564373151755","-84.42561341650341","513-321-8388","LICENSE","CFSI200789","ROUTINE","STANDARD INSPECTION","2022-07-22T00:00:00.000","A025864970","Abated","3717-1-03.4(D)(2)","""3717-1-03.4(D)(2) - Violation - Cooling TCS, temperature / time control

TCS food prepared from ingredients at ambient temperature was not cooled within 4 hours to =41° F.""","""Violation has been abated""","HF18200785","2022-07-22T00:00:00.000","OAKLEY",
"H200800934","FSO-008239-C4S","""FIRST WOK""","3870 PAXTON AV","CINCINNATI","OH","45209","39.14564373151755","-84.42561341650341","513-321-8388","LICENSE","CFSI200789","ROUTINE","STANDARD INSPECTION","2022-07-22T00:00:00.000","A025864971","Abated","3717-1-03.4(F)(1)(a)","""3717-1-03.4(F)(1)(a) - Violation - TCS-Hot Holding

TCS foods were being hot held at temperatures <135° F or a roast <130° F.""","""Violation has been abated""","HF18210810","2022-07-22T00:00:00.000","OAKLEY",
"H200800088","RFE-000440-C1S","""FAMILY DOLLAR STORE #25330""","1521 QUEEN CITY AV","CINCINNATI","OH","45214","39.126058835853854","-84.546377669559","513-471-0261","LICENSE","CFSI220211","ROUTINE","STANDARD INSPECTION","2022-07-19T00:00:00.000",,"CLOS-NO  - No Violations Found",,,,,"2022-07-22T00:00:00.000","SOUTH FAIRMOUNT",
"H200801348","FSO-011393-C4S","""BACALLS CAFE""","6118 HAMILTON AV","CINCINNATI","OH","45224","39.20246615607971","-84.5474069848142","513-541-8804","LICENSE","CFSI220872","ROUTINE","STANDARD INSPECTION","2022-08-02T00:00:00.000","A025957526","Not Abated","3717-1-02.2(B)","""3717-1-02.2(B) - Violation - Hands and Arms-cleaning procedures, handwashing

Food employee(s) are not using proper procedures when washing hands.""","""OBSERVATION: Person in charge did not wash hands properly before put on gloves. 

Food employee(s) are not using proper procedures when washing hands.
CORRECTIVE ACTION: Must wash hands for 20 seconds rubbing hands vigorously for 10-15 seconds.""","HF18080040","2022-08-12T00:00:00.000","COLLEGE HILL",
"H202200315","FSO-H202200315-C3S","""G2 COFFEE LOUNGE AND BISTRO""","151 W 4TH ST","CINCINNATI","OH","45202","39.099375616146176","-84.5156426091917","(513) 324-4025","LICENSE","CFSI224118","ROUTINE","STANDARD INSPECTION","2022-08-08T00:00:00.000","A025944691","Not Abated","3717-1-03.2(M)(2)(a)","""3717-1-03.2(M)(2)(a)  - Violation - Wiping cloths-use limitation

Wet wiping cloth was not maintained in a sanitizer solution between uses.""","""Wiping cloths-use limitation

Wet wiping cloth was not maintained in a sanitizer solution between uses.

Observed numerous wet wiping cloths improperly stored throughout kitchen and production/storage area.

Discontinue practice.

PIC to ensure wet wiping cloths are properly maintained in appropriately concentrated sanitizer solution between uses.""","HF18480550","2022-08-10T00:00:00.000","DOWNTOWN",
