"account","description","fund","department","function","object","approved","actual","fiscal_year","account_id"
"1100-450-45100-4300-0000","R & M PLAYGRNDS","OPERATING FUND","RECREATION DEPARTMENT","CULTURE & RECREATION","R&M SERVICES","22000.00","21053.74","2016","1100-450-45100-4300-0000_2016"
"1100-410-41100-4310-0000","MAINT/IMPROVE BLDG","OPERATING FUND","GENERAL GOVERNMENT","GENERAL GOVERNMENT","MAINT/IMPROVE BLDG","269124.00","125241.42","2016","1100-410-41100-4310-0000_2016"
"1100-430-43000-4310-0000","MAINT/IMPROVE BLDG","OPERATING FUND","PUBLIC SERVICES","PUBLIC SERVICES","MAINT/IMPROVE BLDG","161250.00","155631.75","2016","1100-430-43000-4310-0000_2016"
"1100-450-45100-4310-0000","MAINT/IMPROVE BLDG","OPERATING FUND","RECREATION DEPARTMENT","CULTURE & RECREATION","MAINT/IMPROVE BLDG","86089.00","83503.04","2016","1100-450-45100-4310-0000_2016"
"1100-410-41900-4312-0000","IMPROVE BLDG-ADA COMPLIANCE","OPERATING FUND","NONDEPARTMENTAL","GENERAL GOVERNMENT","IMPROV BLDG-ADA COMPLIANC","50000.00","50000.00","2016","1100-410-41900-4312-0000_2016"
"1100-410-41900-4320-0000","REPAIRS-MACH/EQUIP","OPERATING FUND","NONDEPARTMENTAL","GENERAL GOVERNMENT","REPAIRS MACH & EQUIP","281000.00","280926.97","2016","1100-410-41900-4320-0000_2016"
"1100-420-42100-4320-0000","REPAIRS-MACH/EQUIP","OPERATING FUND","POLICE DEPARTMENT","PUBLIC SAFETY","REPAIRS MACH & EQUIP","20500.00","15397.91","2016","1100-420-42100-4320-0000_2016"
"1100-420-42200-4320-0000","REPAIRS-MACH/EQUIP","OPERATING FUND","FIRE DEPARTMENT","PUBLIC SAFETY","REPAIRS MACH & EQUIP","35050.00","26204.23","2016","1100-420-42200-4320-0000_2016"
"1100-430-43000-4320-0000","REPAIRS-MACH/EQUIP","OPERATING FUND","PUBLIC SERVICES","PUBLIC SERVICES","REPAIRS MACH & EQUIP","6150.00","1665.63","2016","1100-430-43000-4320-0000_2016"
"1100-450-45100-4320-0000","REPAIRS-MACH/EQUIP","OPERATING FUND","RECREATION DEPARTMENT","CULTURE & RECREATION","REPAIRS MACH & EQUIP","33740.00","33479.73","2016","1100-450-45100-4320-0000_2016"
"1100-410-41900-4321-0000","REPAIRS TO VEHICLES","OPERATING FUND","NONDEPARTMENTAL","GENERAL GOVERNMENT","REPAIRS TO VEHICLES","265000.00","252742.07","2016","1100-410-41900-4321-0000_2016"
"1100-410-41510-4330-0000","REPAIRS-OFFICE EQUIP","OPERATING FUND","FINANCIAL SERVICES","GENERAL GOVERNMENT","REPAIRS-OFFICE EQUIP","1000.00","679.00","2016","1100-410-41510-4330-0000_2016"
"1100-410-41550-4330-0000","REPAIRS-OFFICE EQUIP","OPERATING FUND","HUMAN RESOURCES","GENERAL GOVERNMENT","REPAIRS-OFFICE EQUIP","1522.00","1125.83","2016","1100-410-41550-4330-0000_2016"
"1100-412-41600-4330-0000","REPAIRS-OFFICE EQUIP","OPERATING FUND","MUNICIPAL COURT","JUDICIAL SERVICES","REPAIRS-OFFICE EQUIP","3275.00","2918.00","2016","1100-412-41600-4330-0000_2016"
"1100-412-41700-4330-0000","REPAIRS-OFFICE EQUIP","OPERATING FUND","LEGAL DEPARTMENT","JUDICIAL SERVICES","REPAIRS-OFFICE EQUIP","5735.00","6000.80","2016","1100-412-41700-4330-0000_2016"
"1100-420-42100-4330-0000","REPAIRS-OFFICE EQUIP","OPERATING FUND","POLICE DEPARTMENT","PUBLIC SAFETY","REPAIRS-OFFICE EQUIP","9000.00","3258.83","2016","1100-420-42100-4330-0000_2016"
"1100-430-43000-4330-0000","REPAIRS-OFFICE EQUIP","OPERATING FUND","PUBLIC SERVICES","PUBLIC SERVICES","REPAIRS-OFFICE EQUIP","3000.00","1504.76","2016","1100-430-43000-4330-0000_2016"
"1100-431-43100-4330-0000","REPAIRS-OFFICE EQUIP","OPERATING FUND","TRANSPORTATION DEPARTMENT","ROADS & TRANSPORTATION","REPAIRS-OFFICE EQUIP","100.00","20.60","2016","1100-431-43100-4330-0000_2016"
"1100-450-45100-4330-0000","REPAIRS-OFFICE EQUIP","OPERATING FUND","RECREATION DEPARTMENT","CULTURE & RECREATION","REPAIRS-OFFICE EQUIP","2000.00","282.75","2016","1100-450-45100-4330-0000_2016"
"1100-420-42100-4340-0000","REPAIRS TO RADIOS","OPERATING FUND","POLICE DEPARTMENT","PUBLIC SAFETY","REPAIRS TO RADIOS","229000.00","194758.68","2016","1100-420-42100-4340-0000_2016"
"1100-420-42200-4340-0000","REPAIRS TO RADIOS","OPERATING FUND","FIRE DEPARTMENT","PUBLIC SAFETY","REPAIRS TO RADIOS","79140.00","73315.88","2016","1100-420-42200-4340-0000_2016"
"1100-430-43000-4340-0000","REPAIRS TO RADIOS","OPERATING FUND","PUBLIC SERVICES","PUBLIC SERVICES","REPAIRS TO RADIOS","57655.00","55603.39","2016","1100-430-43000-4340-0000_2016"
"1100-431-43100-4360-0000","TRAFFIC LIGHT MAINT","OPERATING FUND","TRANSPORTATION DEPARTMENT","ROADS & TRANSPORTATION","TRAFFIC LIGHT MAINTENANCE","117241.00","116886.23","2016","1100-431-43100-4360-0000_2016"
"1100-450-45100-4410-0000","FACILITIES RENTAL EXP","OPERATING FUND","RECREATION DEPARTMENT","CULTURE & RECREATION","FACILITIES RENTAL","8000.00","7750.22","2016","1100-450-45100-4410-0000_2016"
"1100-410-41900-5200-0000","PROP, CASU, SECU INS","OPERATING FUND","NONDEPARTMENTAL","GENERAL GOVERNMENT","PROPERTY, CASUALTY INS","775273.00","727196.11","2016","1100-410-41900-5200-0000_2016"
"1100-410-41900-5210-0000","PROP, CASU INS DEDUC","OPERATING FUND","NONDEPARTMENTAL","GENERAL GOVERNMENT","PROP, CASU INS DEDUC","296247.00","218153.90","2016","1100-410-41900-5210-0000_2016"
"1100-410-41100-5300-0000","TELEPHONE UTIL EXP","OPERATING FUND","GENERAL GOVERNMENT","GENERAL GOVERNMENT","TELEPHONE UTILITIES EXPEN","47000.00","44768.29","2016","1100-410-41100-5300-0000_2016"
"1100-412-41600-5300-0000","TELEPHONE UTIL EXP","OPERATING FUND","MUNICIPAL COURT","JUDICIAL SERVICES","TELEPHONE UTILITIES EXPEN","1400.00","1191.67","2016","1100-412-41600-5300-0000_2016"
"1100-412-41700-5300-0000","TELEPHONE UTIL EXP","OPERATING FUND","LEGAL DEPARTMENT","JUDICIAL SERVICES","TELEPHONE UTILITIES EXPEN","700.00","444.14","2016","1100-412-41700-5300-0000_2016"
"1100-418-41800-5300-0000","TELEPHONE UTIL EXP","OPERATING FUND","PLANNING AND DEVELOPMENT","PLANNING & DEVELOPMENT","TELEPHONE UTILITIES EXPEN","14246.00","13467.84","2016","1100-418-41800-5300-0000_2016"
"1100-420-42100-5300-0000","TELEPHONE UTIL EXP","OPERATING FUND","POLICE DEPARTMENT","PUBLIC SAFETY","TELEPHONE UTILITIES EXPEN","86225.00","82697.59","2016","1100-420-42100-5300-0000_2016"
"1100-420-42200-5300-0000","TELEPHONE UTIL EXP","OPERATING FUND","FIRE DEPARTMENT","PUBLIC SAFETY","TELEPHONE UTILITIES EXPEN","33500.00","23379.44","2016","1100-420-42200-5300-0000_2016"
"1100-430-43000-5300-0000","TELEPHONE UTIL EXP","OPERATING FUND","PUBLIC SERVICES","PUBLIC SERVICES","TELEPHONE UTILITIES EXPEN","33195.00","26475.10","2016","1100-430-43000-5300-0000_2016"
"1100-431-43100-5300-0000","TELEPHONE/UTIL EXP","OPERATING FUND","TRANSPORTATION DEPARTMENT","ROADS & TRANSPORTATION","TELEPHONE UTILITIES EXPEN","7400.00","7438.62","2016","1100-431-43100-5300-0000_2016"
"1100-450-45100-5300-0000","TELEPHONE UTIL EXP","OPERATING FUND","RECREATION DEPARTMENT","CULTURE & RECREATION","TELEPHONE UTILITIES EXPEN","38200.00","40033.26","2016","1100-450-45100-5300-0000_2016"
"1100-410-41100-5400-0000","ADVERTISING","OPERATING FUND","GENERAL GOVERNMENT","GENERAL GOVERNMENT","ADVERTISING","5400.00","4675.91","2016","1100-410-41100-5400-0000_2016"
"1100-410-41515-5400-0000","ADVERTISING","OPERATING FUND","BUSINESS LICENSE","GENERAL GOVERNMENT","ADVERTISING","1500.00","0.00","2016","1100-410-41515-5400-0000_2016"
"1100-410-41518-5400-0000","ADVERTISING","OPERATING FUND","PURCHASING","GENERAL GOVERNMENT","ADVERTISING","64500.00","51631.29","2016","1100-410-41518-5400-0000_2016"
"1100-410-41550-5400-0000","ADVERTISING","OPERATING FUND","HUMAN RESOURCES","GENERAL GOVERNMENT","ADVERTISING","1269.00","0.00","2016","1100-410-41550-5400-0000_2016"
"1100-410-41100-5410-0000","MARKETING","OPERATING FUND","GENERAL GOVERNMENT","GENERAL GOVERNMENT","MARKETING","7000.00","7517.22","2016","1100-410-41100-5410-0000_2016"
"1100-410-41100-5500-0000","PRINTING","OPERATING FUND","GENERAL GOVERNMENT","GENERAL GOVERNMENT","PRINTING","27900.00","23056.03","2016","1100-410-41100-5500-0000_2016"
"1100-410-41510-5500-0000","PRINTING","OPERATING FUND","FINANCIAL SERVICES","GENERAL GOVERNMENT","PRINTING","5100.00","4960.18","2016","1100-410-41510-5500-0000_2016"
"1100-410-41515-5500-0000","PRINTING","OPERATING FUND","BUSINESS LICENSE","GENERAL GOVERNMENT","PRINTING","8930.00","6421.64","2016","1100-410-41515-5500-0000_2016"
"1100-410-41550-5500-0000","PRINTING","OPERATING FUND","HUMAN RESOURCES","GENERAL GOVERNMENT","PRINTING","4850.00","1816.27","2016","1100-410-41550-5500-0000_2016"
"1100-410-41565-5500-9110","PRINTING","OPERATING FUND","CULT AFFAIRS & TOURISM","GENERAL GOVERNMENT","PRINTING","4000.00","2170.82","2016","1100-410-41565-5500-9110_2016"
"1100-412-41600-5500-0000","PRINTING","OPERATING FUND","MUNICIPAL COURT","JUDICIAL SERVICES","PRINTING","5000.00","4414.56","2016","1100-412-41600-5500-0000_2016"
"1100-412-41700-5500-0000","PRINTING","OPERATING FUND","LEGAL DEPARTMENT","JUDICIAL SERVICES","PRINTING","700.00","427.18","2016","1100-412-41700-5500-0000_2016"
"1100-418-41800-5500-0000","PRINTING","OPERATING FUND","PLANNING AND DEVELOPMENT","PLANNING & DEVELOPMENT","PRINTING","6350.00","4621.77","2016","1100-418-41800-5500-0000_2016"
"1100-420-42100-5500-0000","PRINTING","OPERATING FUND","POLICE DEPARTMENT","PUBLIC SAFETY","PRINTING","9425.00","9284.92","2016","1100-420-42100-5500-0000_2016"
"1100-420-42200-5500-0000","PRINTING","OPERATING FUND","FIRE DEPARTMENT","PUBLIC SAFETY","PRINTING","1000.00","977.13","2016","1100-420-42200-5500-0000_2016"
"1100-430-43000-5500-0000","PRINTING","OPERATING FUND","PUBLIC SERVICES","PUBLIC SERVICES","PRINTING","675.00","336.82","2016","1100-430-43000-5500-0000_2016"
"1100-431-43100-5500-0000","PRINTING","OPERATING FUND","TRANSPORTATION DEPARTMENT","ROADS & TRANSPORTATION","PRINTING","4165.38","4148.62","2016","1100-431-43100-5500-0000_2016"
"1100-450-45100-5500-0000","PRINTING","OPERATING FUND","RECREATION DEPARTMENT","CULTURE & RECREATION","PRINTING","31500.00","31600.92","2016","1100-450-45100-5500-0000_2016"
"1100-410-41100-5700-0000","MEMBERSHIP AND DUES","OPERATING FUND","GENERAL GOVERNMENT","GENERAL GOVERNMENT","MEMBERSHIP AND DUES","61548.00","60642.83","2016","1100-410-41100-5700-0000_2016"
"1100-410-41100-6102-0000","POSTAGE","OPERATING FUND","GENERAL GOVERNMENT","GENERAL GOVERNMENT","POSTAGE","30781.00","19105.45","2016","1100-410-41100-6102-0000_2016"
"1100-410-41510-5700-0000","MEMBERSHIP AND DUES","OPERATING FUND","FINANCIAL SERVICES","GENERAL GOVERNMENT","MEMBERSHIP AND DUES","4630.00","4015.42","2016","1100-410-41510-5700-0000_2016"
"1100-410-41512-5700-0000","MEMBERSHIP AND DUES","OPERATING FUND","INFORMATION TECHNOLOGY","GENERAL GOVERNMENT","MEMBERSHIP AND DUES","525.00","47.98","2016","1100-410-41512-5700-0000_2016"
"1100-410-41515-5700-0000","MEMBERSHIP AND DUES","OPERATING FUND","BUSINESS LICENSE","GENERAL GOVERNMENT","MEMBERSHIP AND DUES","80.00","70.00","2016","1100-410-41515-5700-0000_2016"
"1100-410-41518-5700-0000","MEMBERSHIP AND DUES","OPERATING FUND","PURCHASING","GENERAL GOVERNMENT","MEMBERSHIP AND DUES","1150.00","910.00","2016","1100-410-41518-5700-0000_2016"
"1100-410-41550-5700-0000","MEMBERSHIP AND DUES","OPERATING FUND","HUMAN RESOURCES","GENERAL GOVERNMENT","MEMBERSHIP AND DUES","1070.00","1050.00","2016","1100-410-41550-5700-0000_2016"
"1100-410-41565-5700-0000","MEMBERSHIP AND DUES","OPERATING FUND","CULT AFFAIRS & TOURISM","GENERAL GOVERNMENT","MEMBERSHIP AND DUES","2512.00","1890.55","2016","1100-410-41565-5700-0000_2016"
"1100-412-41600-5700-0000","MEMBERSHIP AND DUES","OPERATING FUND","MUNICIPAL COURT","JUDICIAL SERVICES","MEMBERSHIP AND DUES","555.00","545.00","2016","1100-412-41600-5700-0000_2016"
"1100-412-41700-5700-0000","MEMBERSHIP AND DUES","OPERATING FUND","LEGAL DEPARTMENT","JUDICIAL SERVICES","MEMBERSHIP AND DUES","1526.00","460.00","2016","1100-412-41700-5700-0000_2016"
"1100-418-41800-5700-0000","MEMBERSHIP AND DUES","OPERATING FUND","PLANNING AND DEVELOPMENT","PLANNING & DEVELOPMENT","MEMBERSHIP AND DUES","7041.00","4820.00","2016","1100-418-41800-5700-0000_2016"
"1100-420-42100-5700-0000","MEMBERSHIP AND DUES","OPERATING FUND","POLICE DEPARTMENT","PUBLIC SAFETY","MEMBERSHIP AND DUES","7075.00","6187.00","2016","1100-420-42100-5700-0000_2016"
"1100-420-42200-5700-0000","MEMBERSHIP AND DUES","OPERATING FUND","FIRE DEPARTMENT","PUBLIC SAFETY","MEMBERSHIP AND DUES","1992.00","1242.00","2016","1100-420-42200-5700-0000_2016"
"1100-430-43000-5700-0000","MEMBERSHIP AND DUES","OPERATING FUND","PUBLIC SERVICES","PUBLIC SERVICES","MEMBERSHIP AND DUES","1670.00","1635.50","2016","1100-430-43000-5700-0000_2016"
"1100-431-43100-5700-0000","MEMBERSHIP AND DUES","OPERATING FUND","TRANSPORTATION DEPARTMENT","ROADS & TRANSPORTATION","MEMBERSHIP AND DUES","960.00","870.00","2016","1100-431-43100-5700-0000_2016"
"1100-450-45100-5700-0000","MEMBERSHIP AND DUES","OPERATING FUND","RECREATION DEPARTMENT","CULTURE & RECREATION","MEMBERSHIP AND DUES","5130.00","3210.55","2016","1100-450-45100-5700-0000_2016"
"1100-410-41100-5800-0000","TRAVEL EXPENSE","OPERATING FUND","GENERAL GOVERNMENT","GENERAL GOVERNMENT","TRAVEL EXPENSE","31990.00","32043.01","2016","1100-410-41100-5800-0000_2016"
"1100-410-41510-5800-0000","TRAVEL EXPENSE","OPERATING FUND","FINANCIAL SERVICES","GENERAL GOVERNMENT","TRAVEL EXPENSE","3150.00","3143.84","2016","1100-410-41510-5800-0000_2016"
"1100-410-41512-5800-0000","TRAVEL EXPENSE","OPERATING FUND","INFORMATION TECHNOLOGY","GENERAL GOVERNMENT","TRAVEL EXPENSE","300.00","133.57","2016","1100-410-41512-5800-0000_2016"
"1100-410-41515-5800-0000","TRAVEL EXPENSE","OPERATING FUND","BUSINESS LICENSE","GENERAL GOVERNMENT","TRAVEL EXPENSE","1800.00","816.70","2016","1100-410-41515-5800-0000_2016"
"1100-410-41518-5800-0000","TRAVEL EXPENSE","OPERATING FUND","PURCHASING","GENERAL GOVERNMENT","TRAVEL EXPENSE","8230.00","2770.96","2016","1100-410-41518-5800-0000_2016"
"1100-410-41550-5800-0000","TRAVEL EXPENSE","OPERATING FUND","HUMAN RESOURCES","GENERAL GOVERNMENT","TRAVEL EXPENSE","8125.00","4050.59","2016","1100-410-41550-5800-0000_2016"
"1100-410-41565-5800-0000","TRAVEL EXPENSE","OPERATING FUND","CULT AFFAIRS & TOURISM","GENERAL GOVERNMENT","TRAVEL EXPENSE","6365.00","3269.71","2016","1100-410-41565-5800-0000_2016"
"1100-412-41600-5800-0000","TRAVEL EXPENSE","OPERATING FUND","MUNICIPAL COURT","JUDICIAL SERVICES","TRAVEL EXPENSE","4480.00","2969.56","2016","1100-412-41600-5800-0000_2016"
"1100-418-41800-5800-0000","TRAVEL EXPENSE","OPERATING FUND","PLANNING AND DEVELOPMENT","PLANNING & DEVELOPMENT","TRAVEL EXPENSE","13535.00","10421.43","2016","1100-418-41800-5800-0000_2016"
"1100-420-42100-5800-0000","TRAVEL EXPENSE","OPERATING FUND","POLICE DEPARTMENT","PUBLIC SAFETY","TRAVEL EXPENSE","33500.00","26752.06","2016","1100-420-42100-5800-0000_2016"
"1100-420-42200-5800-0000","FIRE TRAVEL EXPENSE","OPERATING FUND","FIRE DEPARTMENT","PUBLIC SAFETY","TRAVEL EXPENSE","26232.00","21341.19","2016","1100-420-42200-5800-0000_2016"
"1100-430-43000-5800-0000","TRAVEL EXPENSE","OPERATING FUND","PUBLIC SERVICES","PUBLIC SERVICES","TRAVEL EXPENSE","5150.00","3167.04","2016","1100-430-43000-5800-0000_2016"
"1100-431-43100-5800-0000","TRAVEL EXPENSE","OPERATING FUND","TRANSPORTATION DEPARTMENT","ROADS & TRANSPORTATION","TRAVEL EXPENSE","5150.00","4572.97","2016","1100-431-43100-5800-0000_2016"
"1100-450-45100-5800-0000","TRAVEL EXPENSE","OPERATING FUND","RECREATION DEPARTMENT","CULTURE & RECREATION","TRAVEL EXPENSE","21450.00","17450.37","2016","1100-450-45100-5800-0000_2016"
"1100-420-42200-5801-0000","MEDICAL TRAVEL","OPERATING FUND","FIRE DEPARTMENT","PUBLIC SAFETY","MEDICAL TRAVEL","1252.00","1091.37","2016","1100-420-42200-5801-0000_2016"
"1100-410-41100-5810-0000","TRAV ALLOW-COUNCIL","OPERATING FUND","GENERAL GOVERNMENT","GENERAL GOVERNMENT","TRAVEL ALLOWANCE COUNCIL","11000.00","5294.02","2016","1100-410-41100-5810-0000_2016"
"1100-410-41100-5820-0000","MISC EXPENSE-COUNCIL","OPERATING FUND","GENERAL GOVERNMENT","GENERAL GOVERNMENT","MISC EXPENSE-COUNCIL","13600.00","15174.19","2016","1100-410-41100-5820-0000_2016"
"1100-410-41100-5900-0000","EMPLOYEE TRAINING","OPERATING FUND","GENERAL GOVERNMENT","GENERAL GOVERNMENT","EMPLOYEE TRAINING","14040.00","14402.59","2016","1100-410-41100-5900-0000_2016"
"1100-410-41510-5900-0000","EMPLOYEE TRAINING","OPERATING FUND","FINANCIAL SERVICES","GENERAL GOVERNMENT","EMPLOYEE TRAINING","8270.00","7947.38","2016","1100-410-41510-5900-0000_2016"
"1100-410-41512-5900-0000","EMPLOYEE TRAINING","OPERATING FUND","INFORMATION TECHNOLOGY","GENERAL GOVERNMENT","EMPLOYEE TRAINING","14000.00","100.00","2016","1100-410-41512-5900-0000_2016"
"1100-410-41515-5900-0000","EMPLOYEE TRAINING","OPERATING FUND","BUSINESS LICENSE","GENERAL GOVERNMENT","EMPLOYEE TRAINING","860.00","680.00","2016","1100-410-41515-5900-0000_2016"
"1100-410-41518-5900-0000","EMPLOYEE TRAINING","OPERATING FUND","PURCHASING","GENERAL GOVERNMENT","EMPLOYEE TRAINING","5915.00","2640.00","2016","1100-410-41518-5900-0000_2016"
"1100-410-41550-5900-0000","EMPLOYEE TRAINING","OPERATING FUND","HUMAN RESOURCES","GENERAL GOVERNMENT","EMPLOYEE TRAINING","5310.00","4366.00","2016","1100-410-41550-5900-0000_2016"
"1100-410-41565-5900-0000","EMPLOYEE TRAINING","OPERATING FUND","CULT AFFAIRS & TOURISM","GENERAL GOVERNMENT","EMPLOYEE TRAINING","5920.00","5887.05","2016","1100-410-41565-5900-0000_2016"
"1100-412-41600-5900-0000","EMPLOYEE TRAINING","OPERATING FUND","MUNICIPAL COURT","JUDICIAL SERVICES","EMPLOYEE TRAINING","6590.00","2418.25","2016","1100-412-41600-5900-0000_2016"
"1100-412-41700-5900-0000","EMPLOYEE TRAINING","OPERATING FUND","LEGAL DEPARTMENT","JUDICIAL SERVICES","EMPLOYEE TRAINING","2000.00","530.00","2016","1100-412-41700-5900-0000_2016"
"1100-418-41800-5900-0000","EMPLOYEE TRAINING","OPERATING FUND","PLANNING AND DEVELOPMENT","PLANNING & DEVELOPMENT","EMPLOYEE TRAINING","10225.00","6738.18","2016","1100-418-41800-5900-0000_2016"
"1100-420-42100-5900-0000","EMPLOYEE TRAINING","OPERATING FUND","POLICE DEPARTMENT","PUBLIC SAFETY","EMPLOYEE TRAINING","27000.00","25146.16","2016","1100-420-42100-5900-0000_2016"
"1100-420-42200-5900-0000","FIRE TRAINING EXPENSE","OPERATING FUND","FIRE DEPARTMENT","PUBLIC SAFETY","EMPLOYEE TRAINING","19835.00","16522.10","2016","1100-420-42200-5900-0000_2016"
"1100-430-43000-5900-0000","EMPLOYEE TRAINING","OPERATING FUND","PUBLIC SERVICES","PUBLIC SERVICES","EMPLOYEE TRAINING","7505.00","4057.33","2016","1100-430-43000-5900-0000_2016"
"1100-431-43100-5900-0000","EMPLOYEE TRAINING","OPERATING FUND","TRANSPORTATION DEPARTMENT","ROADS & TRANSPORTATION","EMPLOYEE TRAINING","3954.00","4102.57","2016","1100-431-43100-5900-0000_2016"
"1100-450-45100-5900-0000","EMPLOYEE TRAINING","OPERATING FUND","RECREATION DEPARTMENT","CULTURE & RECREATION","EMPLOYEE TRAINING","20150.00","14530.79","2016","1100-450-45100-5900-0000_2016"
"1100-420-42200-5901-0000","MEDICAL TRAINING","OPERATING FUND","FIRE DEPARTMENT","PUBLIC SAFETY","MEDICAL TRAINING","9515.00","9451.32","2016","1100-420-42200-5901-0000_2016"
"1100-410-41100-6100-0000","GENERAL SUPPLIES","OPERATING FUND","GENERAL GOVERNMENT","GENERAL GOVERNMENT","GENERAL SUPPLIES","44600.00","31012.76","2016","1100-410-41100-6100-0000_2016"
"1100-410-41565-6100-0000","GENERAL SUPPLIES","OPERATING FUND","CULT AFFAIRS & TOURISM","GENERAL GOVERNMENT","GENERAL SUPPLIES","14540.00","9201.60","2016","1100-410-41565-6100-0000_2016"
"1100-410-41900-6100-0000","GENERAL SUPPLIES","OPERATING FUND","NONDEPARTMENTAL","GENERAL GOVERNMENT","GENERAL SUPPLIES","1475.00","1237.60","2016","1100-410-41900-6100-0000_2016"
"1100-412-41600-6100-0000","GENERAL SUPPLIES","OPERATING FUND","MUNICIPAL COURT","JUDICIAL SERVICES","GENERAL SUPPLIES","9000.00","5819.02","2016","1100-412-41600-6100-0000_2016"
"1100-412-41700-6100-0000","GENERAL SUPPLIES","OPERATING FUND","LEGAL DEPARTMENT","JUDICIAL SERVICES","GENERAL SUPPLIES","1700.00","1338.91","2016","1100-412-41700-6100-0000_2016"
"1100-418-41800-6100-0000","GENERAL SUPPLIES","OPERATING FUND","PLANNING AND DEVELOPMENT","PLANNING & DEVELOPMENT","GENERAL SUPPLIES","11750.00","8200.31","2016","1100-418-41800-6100-0000_2016"
"1100-420-42100-6100-0000","GENERAL SUPPLIES","OPERATING FUND","POLICE DEPARTMENT","PUBLIC SAFETY","GENERAL SUPPLIES","75669.00","72534.93","2016","1100-420-42100-6100-0000_2016"
"1100-420-42200-6100-0000","GENERAL SUPPLIES","OPERATING FUND","FIRE DEPARTMENT","PUBLIC SAFETY","GENERAL SUPPLIES","16000.00","15140.45","2016","1100-420-42200-6100-0000_2016"
"1100-430-43000-6100-0000","GENERAL SUPPLIES","OPERATING FUND","PUBLIC SERVICES","PUBLIC SERVICES","GENERAL SUPPLIES","14625.00","12701.88","2016","1100-430-43000-6100-0000_2016"
"1100-431-43100-6100-0000","GENERAL SUPPLIES","OPERATING FUND","TRANSPORTATION DEPARTMENT","ROADS & TRANSPORTATION","GENERAL SUPPLIES","3300.00","2978.33","2016","1100-431-43100-6100-0000_2016"
"1100-450-45100-6100-0000","GENERAL SUPPLIES","OPERATING FUND","RECREATION DEPARTMENT","CULTURE & RECREATION","GENERAL SUPPLIES","25000.00","20311.85","2016","1100-450-45100-6100-0000_2016"
"1100-412-41600-6102-0000","POSTAGE","OPERATING FUND","MUNICIPAL COURT","JUDICIAL SERVICES","POSTAGE","15400.00","13506.98","2016","1100-412-41600-6102-0000_2016"
"1100-412-41700-6102-0000","POSTAGE","OPERATING FUND","LEGAL DEPARTMENT","JUDICIAL SERVICES","POSTAGE","2000.00","1223.97","2016","1100-412-41700-6102-0000_2016"
