"fiscal_year","fund","department","unit","revenue_source","revenue_type","adopted_amount","amended_amount","actual_amount"
"2013","Revenue Note 2011A Capital Proj Fund","Non-Departmental","Capital Projects","Gain/Loss On Investments","Miscellaneous Revenues","0","0","-4263"
"2013","Revenue Note Series 2011A","Non-Departmental","Debt Service","Unrealized Gain/Loss","Miscellaneous Revenues","0","0","-2353"
"2013","Revenue Note Series 2011A","Non-Departmental","Debt Service","Interest On Investments","Miscellaneous Revenues","0","0","6201.43"
"2013","Revenue Note Series 2011A","Non-Departmental","Debt Service","Gain/Loss On Investments","Miscellaneous Revenues","0","0","-460"
"2013","Revenue Note Series 2011A","Non-Departmental","Debt Service","Transfer From General Fund","Non-Revenues","429234","429234","429234"
"2013","Revenue Refunding Note 2011","Non-Departmental","Debt Service","Interest On Investments","Miscellaneous Revenues","0","0","4736.73"
"2013","Revenue Refunding Note 2011","Non-Departmental","Debt Service","Transfer From General Fund","Non-Revenues","693724","693724","693724"
"2013","Revenue Refunding Note 2011","Non-Departmental","Debt Service","Unrealized Gain/Loss","Miscellaneous Revenues","0","0","-932"
"2013","Revenue Refunding Note 2011","Non-Departmental","Debt Service","Gain/Loss On Investments","Miscellaneous Revenues","0","0","-618"
"2013","Road Construction 1996","Non-Departmental","Capital Projects","Gain/Loss On Investments","Miscellaneous Revenues","0","0","-123"
"2013","Road Construction 1996","Non-Departmental","Capital Projects","Unrealized Gain/Loss","Miscellaneous Revenues","0","0","-4729"
"2013","Road Construction 1996","Non-Departmental","Capital Projects","Interest On Investments","Miscellaneous Revenues","0","0","1503.67"
"2013","Roth IRA","Non-Departmental","Trust Funds","Employee Contributions","Non-Revenues","0","0","717953.52"
"2013","School Crossing Guard Trust","Police","Office Of The Chief Of Police","Gain/Loss On Investments","Miscellaneous Revenues","0","0","-132"
"2013","School Crossing Guard Trust","Police","Office Of The Chief Of Police","Parking Fines","Fines & Forfeitures","26500","26500","23031"
"2013","School Crossing Guard Trust","Police","Office Of The Chief Of Police","Unrealized Gain/Loss","Miscellaneous Revenues","0","0","-4750"
"2013","School Crossing Guard Trust","Police","Office Of The Chief Of Police","Interest On Investments","Miscellaneous Revenues","0","0","1552.55"
"2013","Senior Recreation Center","Parks, Recreation & Cultural Affairs","Sc Site Work-City Funded","Unrealized Gain/Loss","Miscellaneous Revenues","0","0","-10409"
"2013","Senior Recreation Center","Parks, Recreation & Cultural Affairs","Sc Site Work-City Funded","Interest On Investments","Miscellaneous Revenues","0","0","3264.08"
"2013","Senior Recreation Center","Parks, Recreation & Cultural Affairs","Sc Site Work-City Funded","Gain/Loss On Investments","Miscellaneous Revenues","0","0","-268"
"2013","Senior Recreation Center","Parks, Recreation & Cultural Affairs","Sc Site Work-Grantfunded","State Grants - Capital Proj.","Intergovernmental Revenues","616944.39","616944.39","0"
"2013","SHIP Grant Fund","Neighborhood Improvement","Ship Program Fy13","Principal- Mic","Miscellaneous Revenues","0","4379","4379"
"2013","SHIP Grant Fund","Neighborhood Improvement","Ship Program Fy14","Interest On Investments","Miscellaneous Revenues","1230.04","1230.04","1957.04"
"2013","SHIP Grant Fund","Neighborhood Improvement","Ship Program Fy14","Other Miscellaneous Revenues","Miscellaneous Revenues","96.04","96.04","96.04"
"2013","SHIP Grant Fund","Neighborhood Improvement","Ship Program Fy14","St Grant-Physical Environment","Intergovernmental Revenues","0","228596","228596"
"2013","SHIP Grant Fund","Neighborhood Improvement","Ship Program Fy13","St Grant-Physical Environment","Intergovernmental Revenues","0","49413","49413"
"2013","SHIP Grant Fund","Neighborhood Improvement","Ship Program Fy14","Gain/Loss On Investments","Miscellaneous Revenues","0","0","-727"
"2013","SHIP Grant Fund","Neighborhood Improvement","Ship Program Fy14","Principal- Mic","Miscellaneous Revenues","9295","9347","9373"
"2013","SHIP Grant Fund","Neighborhood Improvement","Ship Program Fy13","Interest On Investments","Miscellaneous Revenues","0","5035.84","7582.69"
"2013","SHIP Grant Fund","Neighborhood Improvement","Ship Program Fy12","Interest On Investments","Miscellaneous Revenues","0","0","-314.64"
"2013","SHIP Grant Fund","Neighborhood Improvement","Ship Program Fy13","Gain/Loss On Investments","Miscellaneous Revenues","0","61","61"
"2013","Solid Waste Enterprise Fund","Public Works","Refuse Collection","Refuse Collections","Charges for Services","7312279","7312279","7459638.79"
"2013","Solid Waste Enterprise Fund","Public Works","Refuse Collection","Penalties-Franchise Fees","Taxes","0","0","186.49"
"2013","Solid Waste Enterprise Fund","Public Works","Refuse Collection","Transfer From General Fund","Non-Revenues","6400","6400","6400"
"2013","Solid Waste Enterprise Fund","Public Works","Refuse Collection","Recycling","Charges for Services","79170","79170","81698.23"
"2013","Solid Waste Enterprise Fund","Public Works","Refuse Collection","Gain/Loss On Investments","Miscellaneous Revenues","33000","33000","-5802.05"
"2013","Solid Waste Enterprise Fund","Public Works","Pw Administrative Services","T/F-2001 Fleet Acq. Fund","Non-Revenues","0","287.72","287.72"
"2013","Solid Waste Enterprise Fund","Public Works","Refuse Collection","Unrealized Gain/Loss","Miscellaneous Revenues","0","0","-209995"
"2013","Solid Waste Enterprise Fund","Public Works","Refuse Collection","Franchise Fees-Solid Waste","Taxes","1110423","1110423","1043041.77"
"2013","Solid Waste Enterprise Fund","Public Works","Refuse Collection","Interest On Investments","Miscellaneous Revenues","0","0","59226.66"
"2013","Solid Waste Enterprise Fund","Public Works","Refuse Collection","Sale Of Garbage Bags","Charges for Services","55714","55714","59783.25"
"2013","State-Law Enf. Cont. Forfeit.","Police","Office Of The Chief Of Police","Interest On Investments","Miscellaneous Revenues","0","0","2187.63"
"2013","State-Law Enf. Cont. Forfeit.","Police","Office Of The Chief Of Police","Proceeds-Surplus Equip.","Miscellaneous Revenues","0","0","15509"
"2013","State-Law Enf. Cont. Forfeit.","Police","Office Of The Chief Of Police","State-Confiscated Property","Fines & Forfeitures","0","0","17629"
"2013","State-Law Enf. Cont. Forfeit.","Police","Office Of The Chief Of Police","Unrealized Gain/Loss","Miscellaneous Revenues","0","0","-5714"
"2013","State-Law Enf. Cont. Forfeit.","Police","Special Investigations","State-Confiscated Property","Fines & Forfeitures","0","0","16113.77"
"2013","State-Law Enf. Cont. Forfeit.","Police","Office Of The Chief Of Police","Gain/Loss On Investments","Miscellaneous Revenues","0","0","-197"
"2013","Stormwater Management Surcharge Capital Projects Fund","Public Works","Pw Administrative Services","Gain/Loss On Investments","Miscellaneous Revenues","262500","262500","0"
"2013","Stormwater Management Surcharge Capital Projects Fund","Public Works","Pw Administrative Services","Unrealized Gain/Loss","Miscellaneous Revenues","0","0","-642570"
"2013","Stormwater Management Surcharge Capital Projects Fund","Public Works","Pw Administrative Services","Stormwater Mgmt.Fees","Charges for Services","1573169","1573169","980086.73"
"2013","Stormwater Management Surcharge Capital Projects Fund","Public Works","Pw Administrative Services","Trans Fr Stormwater Mgmt.","Non-Revenues","528007","528007","528007"
"2013","Stormwater Management Surcharge Capital Projects Fund","Public Works","Duval Regional Stormwater Park","Trans From Misc Gifts & Grants","Non-Revenues","0","32274.53","32274.53"
"2013","Stormwater Management Surcharge Capital Projects Fund","Public Works","Depot Park Improvements-Match For Hud-Edi Grant","City Contributions/Grant Match","Non-Revenues","694629","694629","0"
"2013","Stormwater Management Utility","Public Works","Pw Administrative Services","Other Miscellaneous Revenues","Miscellaneous Revenues","35700","35700","31576.22"
"2013","Stormwater Management Utility","Public Works","Pw Administrative Services","Interest On Investments","Miscellaneous Revenues","0","0","204921.55"
"2013","Stormwater Management Utility","Public Works","N.P.D.E.S. Project-Enhanced Mapping","County Contribution","Intergovernmental Revenues","86400","0","0"
"2013","Stormwater Management Utility","Public Works","N.P.D.E.S. Project-Operations Bmp","County Contribution","Intergovernmental Revenues","172000","0","0"
"2013","Stormwater Management Utility","Public Works","Engineering Services","T/F-2001 Fleet Acq. Fund","Non-Revenues","0","1430.47","1430.47"
"2013","Stormwater Management Utility","Public Works","N.P.D.E.S. Project-Enhanced Mapping","County Contribution","Intergovernmental Revenues","0","7495.21","0"
"2013","Stormwater Management Utility","Public Works","Pw Administrative Services","T/F-2001 Fleet Acq. Fund","Non-Revenues","0","322.31","322.31"
"2013","Stormwater Management Utility","Public Works","Paynes Prairie Treatment Wetland Project","Sjrwmd Contributions","Intergovernmental Revenues","0","0","-582278.1"
"2013","Stormwater Management Utility","Public Works","N.P.D.E.S. Project-Illicit Discharge","County Contribution","Intergovernmental Revenues","0","0","31775"
"2013","Stormwater Management Utility","Public Works","Pw Administrative Services","Trans From Misc Gifts & Grants","Non-Revenues","0","17561.59","0"
"2013","Stormwater Management Utility","Public Works","N.P.D.E.S. Project-Permit Fees","County Contribution","Intergovernmental Revenues","12000","0","0"
"2013","Stormwater Management Utility","Public Works","N.P.D.E.S. Project-Stream Gages Program","County Contribution","Intergovernmental Revenues","0","21240.04","0"
"2013","Stormwater Management Utility","Public Works","N.P.D.E.S. Project-Operations Bmp","County Contribution","Intergovernmental Revenues","0","21727.04","0"
"2013","Stormwater Management Utility","Public Works","Pw Administrative Services","Stormwater Mgmt.Fees","Charges for Services","6447741","6601301.16","5452089.14"
"2013","Stormwater Management Utility","Public Works","N.P.D.E.S. Project-Public Outreach","County Contribution","Intergovernmental Revenues","0","25686.45","0"
"2013","Stormwater Management Utility","Public Works","N.P.D.E.S. Project-Illicit Discharge","County Contribution","Intergovernmental Revenues","0","27392.25","0"
"2013","Stormwater Management Utility","Public Works","N.P.D.E.S. Project-Public Outreach","St Grant-Physical Environment","Intergovernmental Revenues","0","36144.02","35700"
"2013","Stormwater Management Utility","Public Works","Smu-Depreciation","Gain/Loss:Disposition Of F/A","Miscellaneous Revenues","0","0","1538378"
"2013","Stormwater Management Utility","Public Works","N.P.D.E.S. Project-Illicit Discharge","St Grant-Physical Environment","Intergovernmental Revenues","0","37955.98","38400"
"2013","Stormwater Management Utility","Public Works","Pw Administrative Services","Gain/Loss On Investments","Miscellaneous Revenues","0","0","-23264.77"
"2013","Stormwater Management Utility","Public Works","Smu-Depreciation","Capital Contributions","Non-Revenues","0","0","988152.9"
"2013","Stormwater Management Utility","Public Works","N.P.D.E.S. Project-Public Outreach","County Contribution","Intergovernmental Revenues","84000","0","0"
"2013","Stormwater Management Utility","Public Works","Pw Administrative Services","Unrealized Gain/Loss","Miscellaneous Revenues","0","0","-15371"
"2013","Stormwater Management Utility","Public Works","N.P.D.E.S. Project-Public Outreach","St Grant-Physical Environment","Intergovernmental Revenues","15282","0","0"
"2013","Street,Sidewalk&Ditch Imp.","Public Works","Pw Administrative Services","Interest On Special Assessment","Miscellaneous Revenues","400","400","0"
"2013","Street,Sidewalk&Ditch Imp.","Public Works","Pw Administrative Services","Unrealized Gain/Loss","Miscellaneous Revenues","0","0","-12279"
"2013","Street,Sidewalk&Ditch Imp.","Public Works","Pw Administrative Services","Special Assessments","Miscellaneous Revenues","2500","2500","455.28"
"2013","Street,Sidewalk&Ditch Imp.","Public Works","Pw Administrative Services","Gain/Loss On Investments","Miscellaneous Revenues","2900","2900","-303"
"2013","Street,Sidewalk&Ditch Imp.","Public Works","Pw Administrative Services","Interest On Investments","Miscellaneous Revenues","0","0","3723.98"
"2013","Tax Increment - 5th Ave/P.St.","Community Redevelopment Agency","Model Block Program-I","Other Building Sales","Miscellaneous Revenues","0","0","19697.03"
"2013","Tax Increment - 5th Ave/P.St.","Community Redevelopment Agency","Cra - 5Th Ave./Pleasant St.","Recapture Of Sales Proceeds","Miscellaneous Revenues","0","0","25000"
"2013","Tax Increment - 5th Ave/P.St.","Community Redevelopment Agency","Cra - 5Th Ave./Pleasant St.","Gain/Loss On Investments","Miscellaneous Revenues","0","0","-2073"
"2013","Tax Increment - 5th Ave/P.St.","Community Redevelopment Agency","Cra - 5Th Ave./Pleasant St.","Transfer From General Fund","Non-Revenues","172408","172315","172315"
"2013","Tax Increment - 5th Ave/P.St.","Community Redevelopment Agency","Cra - 5Th Ave./Pleasant St.","Transfer From Cra  (#111)","Non-Revenues","103631","0","0"
"2013","Tax Increment - 5th Ave/P.St.","Community Redevelopment Agency","Cra - 5Th Ave./Pleasant St.","Unrealized Gain/Loss","Miscellaneous Revenues","0","0","-58683"
"2013","Tax Increment - 5th Ave/P.St.","Community Redevelopment Agency","Cra Office Commercial Space Rent & Maint","Rental Of City Property","Charges for Services","0","14935.5","14059.52"
"2013","Tax Increment - 5th Ave/P.St.","Community Redevelopment Agency","Cra - 5Th Ave./Pleasant St.","Property Tax Inc.-County","Taxes","350629","329541","329541"
"2013","Tax Increment - 5th Ave/P.St.","Community Redevelopment Agency","Cra - 5Th Ave./Pleasant St.","Interest On Investments","Miscellaneous Revenues","0","0","20696.54"
"2013","Tax Increment - 5th Ave/P.St.","Community Redevelopment Agency","Model Block Program-G","Other Building Sales","Miscellaneous Revenues","0","0","6523.59"
"2013","Tax Increment - College Pk./Uh","Community Redevelopment Agency","Cra - College Park/Univ Height","Property Tax Inc.-County","Taxes","1822768","1766166","1766166"
"2013","Tax Increment - College Pk./Uh","Community Redevelopment Agency","Cra - College Park/Univ Height","Gain/Loss On Investments","Miscellaneous Revenues","0","0","-16511"
"2013","Tax Increment - College Pk./Uh","Community Redevelopment Agency","Cra - College Park/Univ Height","Transfer From General Fund","Non-Revenues","925118","923520","923520"
"2013","Tax Increment - College Pk./Uh","Community Redevelopment Agency","Cpuh Project-Related Professional Services","Transformational Projects Incentive Application Fees","Charges for Services","0","0","15000"
"2013","Tax Increment - College Pk./Uh","Community Redevelopment Agency","Cra - College Park/Univ Height","Unrealized Gain/Loss","Miscellaneous Revenues","0","0","-616567"
"2013","Tax Increment - College Pk./Uh","Community Redevelopment Agency","Cra - College Park/Univ Height","Interest On Investments","Miscellaneous Revenues","0","0","192046.79"
"2013","Tax Increment - Downtown","Community Redevelopment Agency","Cra-Downtown","Gain/Loss On Investments","Miscellaneous Revenues","0","0","-6080"
"2013","Tax Increment - Downtown","Community Redevelopment Agency","Power District Redevelopment","Trans From Gru","Non-Revenues","11267","11267","0"
"2013","Tax Increment - Downtown","Community Redevelopment Agency","Cra-Downtown","Interest On Investments","Miscellaneous Revenues","0","0","63179.26"
"2013","Tax Increment - Downtown","Community Redevelopment Agency","Depot Building Rehabilitation","Rental Of City Property","Charges for Services","0","0","140"
"2013","Tax Increment - Downtown","Community Redevelopment Agency","Cra-Downtown","Unrealized Gain/Loss","Miscellaneous Revenues","0","0","-188424"
"2013","Tax Increment - Downtown","Community Redevelopment Agency","Cra-Downtown","Property Tax Inc.-County","Taxes","1068373","1182168","1182169"
"2013","Tax Increment - Downtown","Community Redevelopment Agency","Cra-Downtown","Transfer From General Fund","Non-Revenues","642540","618151","618151"
"2013","Tax Increment - Downtown","Community Redevelopment Agency","Cra-Downtown","Rental Of City Property","Charges for Services","0","0","10811.28"
"2013","Tax Increment - Eastside","Community Redevelopment Agency","Cra - Eastside District","Interest On Investments","Miscellaneous Revenues","0","0","39324.2"
"2013","Tax Increment - Eastside","Community Redevelopment Agency","Cra - Eastside District","Property Tax Inc.-County","Taxes","389867","353169","356801"
"2013","Tax Increment - Eastside","Community Redevelopment Agency","Cra - Eastside District","Rental Of City Property","Charges for Services","0","0","10500"
"2013","Tax Increment - Eastside","Community Redevelopment Agency","Cra - Eastside District","Transfer From General Fund","Non-Revenues","188831","186570","186570"
"2013","Tax Increment - Eastside","Community Redevelopment Agency","Cra - Eastside District","Unrealized Gain/Loss","Miscellaneous Revenues","0","0","-129901"
"2013","Tax Increment - Eastside","Community Redevelopment Agency","Cra - Eastside District","Gain/Loss On Investments","Miscellaneous Revenues","0","0","-3393"
"2013","The General Fund","Budget & Finance Department","Treasury","Communications Svc Tax","Taxes","5100899","5100899","4676956.01"
"2013","The General Fund","Budget & Finance Department","Treasury","S.R.S.-Sales Tax","Intergovernmental Revenues","1953776","1953776","2076512.33"
"2013","The General Fund","Budget & Finance Department","Accounting","Trans From Art In Public Place","Non-Revenues","9000","9000","9000"
"2013","The General Fund","Budget & Finance Department","Treasury","Telecommunications Tower Renta","Miscellaneous Revenues","8657","8657","0"
"2013","The General Fund","Budget & Finance Department","Budget","Utility Indirect Services","Charges for Services","1988027","1988027","1988027"
"2013","The General Fund","Budget & Finance Department","Budget","N.H.D.C. Indirect Services","Charges for Services","7281","7281","7281"
"2013","The General Fund","Budget & Finance Department","Treasury","Parking Decals & Permits","Charges for Services","5596","5596","8505.68"
"2013","The General Fund","Budget & Finance Department","Treasury","Mobile Home Licenses","Intergovernmental Revenues","33991","33991","30265.59"
"2013","The General Fund","Budget & Finance Department","Treasury","Proceeds-Surplus Equip.","Miscellaneous Revenues","3980","3980","10979.84"
"2013","The General Fund","Budget & Finance Department","Accounting","Trans.-Gas Utility","Non-Revenues","2169844","2169844","2539680.96"
"2013","The General Fund","Budget & Finance Department","Purchasing","Rebate 6.7 Cts Gas Tax","Intergovernmental Revenues","36155","36155","34849.77"
"2013","The General Fund","Budget & Finance Department","Accounting","Trans-From School X Grds. Trt.","Non-Revenues","43472","43472","43472"
"2013","The General Fund","Budget & Finance Department","Treasury","Proceeds-Sale Of Surplus Land","Miscellaneous Revenues","2229","2229","-2500"
"2013","The General Fund","Budget & Finance Department","Treasury","Document Reprod. Fees","Charges for Services","1200","1200","421.86"
"2013","The General Fund","Budget & Finance Department","Treasury","Rental Of City Property","Charges for Services","630","630","0"
"2013","The General Fund","Budget & Finance Department","Treasury","Utility Svc Tax-Fuel Oil","Taxes","608","608","258.44"
"2013","The General Fund","Budget & Finance Department","Accounting","Transfer From Rts","Non-Revenues","58602","58602","58602"
"2013","The General Fund","Budget & Finance Department","Treasury","Utility Svc Tax-U.F. Phy Plant","Taxes","68460","68460","73152.55"
"2013","The General Fund","Budget & Finance Department","Treasury","Firefighters Supplemental Comp","Intergovernmental Revenues","69820","69820","75760.77"
"2013","The General Fund","Budget & Finance Department","Treasury","Occupation Tax Ez Crdt Zone 1","Permits, Fees & Special Assessments","0","0","-96351.46"
"2013","The General Fund","Budget & Finance Department","Budget","Cdbg-Indirect Services","Charges for Services","76724","76724","76724"
"2013","The General Fund","Budget & Finance Department","Treasury","Utility Svc Tax-Propane Gas","Taxes","81565","81565","80873.59"
"2013","The General Fund","Budget & Finance Department","Treasury","Other Miscellaneous Revenues","Miscellaneous Revenues","82971","82971","13243.59"
"2013","The General Fund","Budget & Finance Department","Budget","Health Ins. Ind. Services","Charges for Services","83164","83164","83300"
"2013","The General Fund","Budget & Finance Department","Treasury","Loc Govt-Half Cent Sales Tax","Intergovernmental Revenues","6227000","6227000","6441997.94"
"2013","The General Fund","Budget & Finance Department","Accounting","Trans.-Water","Non-Revenues","6629342","6629342","5824749"
"2013","The General Fund","Budget & Finance Department","Budget","General Pension-Indirect Services","Charges for Services","96669","96669","96669"
"2013","The General Fund","Budget & Finance Department","Accounting","Trans.-Wastewater","Non-Revenues","7643203","7643203","7770189"
"2013","The General Fund","Budget & Finance Department","Treasury","Public Service Taxes-Electric","Taxes","8631388","8631388","8406995.67"
"2013","The General Fund","Budget & Finance Department","Treasury","Beverage Licenses","Intergovernmental Revenues","101112","101112","107145.37"
"2013","The General Fund","Budget & Finance Department","Budget","Cra-Indirect Services","Charges for Services","107977","107977","107978"
"2013","The General Fund","Budget & Finance Department","Treasury","Interest - Mic","Miscellaneous Revenues","111230","113730.54","2920.19"
"2013","The General Fund","Budget & Finance Department","Accounting","Trans-From Evergreen Cemetery","Non-Revenues","119186","119186","119186"
"2013","The General Fund","Budget & Finance Department","Treasury","Interest On Investments","Miscellaneous Revenues","0","0","653942.59"
"2013","The General Fund","Budget & Finance Department","Budget","Solid Waste Indirect Svcs.","Charges for Services","160141","160141","160141"
"2013","The General Fund","Budget & Finance Department","Treasury","Rental Lease-Prioria","Miscellaneous Revenues","0","0","221473.18"
"2013","The General Fund","Budget & Finance Department","Treasury","Occupational Tax-Ez Rev Zone 1","Permits, Fees & Special Assessments","0","0","193727.82"
"2013","The General Fund","Budget & Finance Department","Accounting","T/F-Gru Wtr Connect. Srchg.","Non-Revenues","183327","183327","0"
"2013","The General Fund","Budget & Finance Department","Budget","Gen. Ins. Ind. Services","Charges for Services","188052","188052","188052"
"2013","The General Fund","Budget & Finance Department","Budget","Golf Course Ind. Services","Charges for Services","194077","194077","194077"
"2013","The General Fund","Budget & Finance Department","Treasury","Pymts In Lieu Of Taxes-Gha","Taxes","0","0","35453.76"
"2013","The General Fund","Budget & Finance Department","Accounting","T/F-Gru Wwtr Connect. Srchg.","Non-Revenues","224067","224067","0"
"2013","The General Fund","Budget & Finance Department","Treasury","Football Game Day Services-Uaa","Charges for Services","0","0","6379.48"
"2013","The General Fund","Budget & Finance Department","Budget","Fl Bldg Codes Enforcement-Indirect Services","Charges for Services","261263","261263","261263"
"2013","The General Fund","Budget & Finance Department","Accounting","Trans Fr Gen Ins Fund","Non-Revenues","300000","300000","300000"
"2013","The General Fund","Budget & Finance Department","Accounting","Trans From Solid Waste","Non-Revenues","300000","300000","300000"
"2013","The General Fund","Budget & Finance Department","Treasury","Gain/Loss On Investments","Miscellaneous Revenues","348741","348741","-76744.24"
"2013","The General Fund","Budget & Finance Department","Treasury","Unrealized Gain/Loss","Miscellaneous Revenues","0","0","-1209310"
"2013","The General Fund","Budget & Finance Department","Budget","Fleet Mgmt. Ind. Services","Charges for Services","352329","352329","352329"
"2013","The General Fund","Budget & Finance Department","Budget","S.M.U. Indirect Svcs.","Charges for Services","352953","352953","352953"
"2013","The General Fund","Budget & Finance Department","Accounting","Trans.-Grucomm.","Non-Revenues","381119","381119","387804"
"2013","The General Fund","Budget & Finance Department","Purchasing","Document Reprod. Fees","Charges for Services","0","0","270.04"
"2013","The General Fund","Budget & Finance Department","Billings & Collections","Refund Of Prior Year Expenditures","Miscellaneous Revenues","0","0","46.19"
"2013","The General Fund","Budget & Finance Department","Accounting","Trans.-Electric","Non-Revenues","19435647","19435647","20134034.96"
"2013","The General Fund","Budget & Finance Department","Treasury","Utility Service Tax-Gas","Taxes","651153","651153","672179.52"
"2013","The General Fund","Budget & Finance Department","Treasury","Current Taxes-Real Property","Taxes","22417175","22417175","22407757.05"
"2013","The General Fund","Budget & Finance Department","Treasury","S.R.S.-Mtr. Fuel Tax","Intergovernmental Revenues","717703","717703","606344.92"
"2013","The General Fund","Budget & Finance Department","Treasury","Local Option Gax Tax","Taxes","778970","778970","719682"
"2013","The General Fund","Budget & Finance Department","Treasury","Landlord License Fee","Permits, Fees & Special Assessments","833769","833769","881126.84"
"2013","The General Fund","Budget & Finance Department","Treasury","Occupational Licenses-Dir Levy","Permits, Fees & Special Assessments","855838","855838","715867.29"
"2013","The General Fund","Budget & Finance Department","Budget","Rts-Indirect Services","Charges for Services","1050740","1050740","1050740"
"2013","The General Fund","Budget & Finance Department","Treasury","Insurance Tax Revenue","Non-Revenues","1233165","1170024.48","1170024.48"
"2013","The General Fund","Budget & Finance Department","Treasury","Utility Svc Tax-Water","Taxes","1645599","1645599","1530622.08"
"2013","The General Fund","Budget & Finance Department","Treasury","Utility Svc Tax-U Of F Housing","Taxes","23970","23970","16348.5"
"2013","The General Fund","Budget & Finance Department","Treasury","Home Occupational Permits","Permits, Fees & Special Assessments","19716","19716","26710"
"2013","The General Fund","Budget & Finance Department","Budget","Police Pension-Indirect Services","Charges for Services","25112","25112","25113"
"2013","The General Fund","Budget & Finance Department","Budget","Fire Pension-Indirect Services","Charges for Services","25112","25112","25113"
"2013","The General Fund","City Attorney","City Attorney","Other Contributions&Donations","Miscellaneous Revenues","0","0","14"
"2013","The General Fund","City Attorney","City Attorney","Document Reprod. Fees","Charges for Services","2500","2500","1575.4"
"2013","The General Fund","City Attorney","City Attorney","Refund Of Prior Year Expenditures","Miscellaneous Revenues","0","0","775"
"2013","The General Fund","City Attorney","Municipal Court Costs","Municipal Ordinance Fines","Fines & Forfeitures","20380","20380","5419.45"
"2013","The General Fund","City Attorney","City Attorney","Asst City Attorney-Gru Share","Charges for Services","154266","154266","154266"
"2013","The General Fund","City Attorney","City Attorney","Contributions From Gru","Non-Revenues","0","10000","10000"
"2013","The General Fund","Clerk Of The City Commission","Clerk Of Commission","Domestic Partnership Registration Fee","Charges for Services","0","0","629.05"
"2013","The General Fund","Communications Office","Broadcast Engineering Unit","Broadcast Services","Charges for Services","0","0","600"
"2013","The General Fund","Community Redevelopment Agency","Cra - 5Th Ave./Pleasant St.","Interest - 5Th Avenue Note","Miscellaneous Revenues","19889","19889","19889.28"
"2013","The General Fund","Community Redevelopment Agency","Cra-Downtown","Interest - Commerce Note","Miscellaneous Revenues","18638","18638","18637.55"
"2013","The General Fund","Community Redevelopment Agency","Cra-Downtown","Interest - Arlington Note","Miscellaneous Revenues","1521","1521","1520.57"
"2013","The General Fund","Community Redevelopment Agency","Cra - College Park/Univ Height","Interest - 2Nd Avenue Note (Cp/Uh)","Miscellaneous Revenues","22969","22969","22969.32"
"2013","The General Fund","Community Redevelopment Agency","Cra - 5Th Ave./Pleasant St.","Interest - Cra Office Building (Cp/Uh)","Miscellaneous Revenues","21060","21060","0"
"2013","The General Fund","Community Redevelopment Agency","Cra - College Park/Univ Height","Interest - W Univ Ave Lofts Note","Miscellaneous Revenues","14288","14288","14287.84"
"2013","The General Fund","Community Redevelopment Agency","Cra - Eastside District","Interest - Eastside Note","Miscellaneous Revenues","8614","8614","8613.5"
"2013","The General Fund","Community Redevelopment Agency","Cra-Downtown","Interest - Sw 2Nd St Parking Garage Note","Miscellaneous Revenues","48527","48527","48527.36"
"2013","The General Fund","Equal Opportunity Department","Equal Opportunity","Registration Fees","Charges for Services","0","0","7342.5"
"2013","The General Fund","Fire Rescue","Emergency Operations","Other Miscellaneous Revenues","Miscellaneous Revenues","0","0","290"
"2013","The General Fund","Fire Rescue","Special Operations","Hazmat Gross Receipts Tax","Taxes","198884","198884","160771.65"
"2013","The General Fund","Fire Rescue","Aircraft Rescue/Fire Fighting","Airport Fire Station","Charges for Services","484395","484395","479691.96"
"2013","The General Fund","Fire Rescue","Office Of The Fire Chief","Document Reprod. Fees","Charges for Services","0","0","38"
"2013","The General Fund","Fire Rescue","Emergency Operations","Trans-From Fire Assessment (135)","Non-Revenues","5055078","5022901.55","5022901.55"
"2013","The General Fund","Fire Rescue","Emergency Operations","False Alarm Penalties","Fines & Forfeitures","75748","75748","82483.4"
"2013","The General Fund","Fire Rescue","Emergency Operations","Gfr-Billable Overtime","Charges for Services","35535","35535","33930.98"
"2013","The General Fund","Fire Rescue","Risk Reduction Bureau","Miscellaneous Revenues","Non-Revenues","0","0","75"
"2013","The General Fund","Fire Rescue","Emergency Operations","Fire Inspection Fees","Charges for Services","70065","70065","59829.5"
"2013","The General Fund","Fire Rescue","Special Operations","Hazmat Costs","Charges for Services","0","0","1587.29"
"2013","The General Fund","Fire Rescue","Emergency Operations","Open Burn Permit","Permits, Fees & Special Assessments","405","405","105"
"2013","The General Fund","General Services","General Services Administration","Reimbursement For Incurred Exp","Miscellaneous Revenues","0","0","299.24"
"2013","The General Fund","Human Resources","Employee Relations","Document Reprod. Fees","Charges for Services","0","0","679.74"
"2013","The General Fund","Neighborhood Improvement","Code Enforcement","Code Enforcement-Citation","Fines & Forfeitures","78839","78839","43689.54"
"2013","The General Fund","Neighborhood Improvement","Demolitions/Lot Clearings","Other Miscellaneous Revenues","Miscellaneous Revenues","45000","45000","54562.53"
"2013","The General Fund","Neighborhood Improvement","Code Enforcement","Code Enforcement - Prosecution Costs","Fines & Forfeitures","10021","10021","7949.48"
"2013","The General Fund","Neighborhood Improvement","Code Enforcement","Code Enf Citation-$2 Training","Fines & Forfeitures","972","972","546"
"2013","The General Fund","Neighborhood Improvement","Code Enforcement","Code Enforcement Penalties","Fines & Forfeitures","677","677","13907.07"
