"fiscal_year","revenue_source","revenue_type","department","unit","fund","fund_type","adopted_amount","uniqueid"
"2021","Unrealized Gain/loss","Miscellaneous Revenues","Public Works","Pw Administrative Services","Street,sidewalk&ditch Imp.","Special Revenue Funds","0","20216008368008010113r"
"2021","Interest Spec Assess-Gru","Miscellaneous Revenues","Public Works","Pw Administrative Services","Street,sidewalk&ditch Imp.","Special Revenue Funds","0","20216014368008010113r"
"2021","Fed Grant-Physical Environment","Intergovernmental Revenues","Public Works","Dep Grant (G0312) Payne Prairie Sheetflow Restoration, Phase","Misc. Grants Fund","Special Revenue Funds","0","2021163533800x299115r"
"2021","Refund Of Prior Year Expenditures","Miscellaneous Revenues","Public Works","Fdot-Trip Grant","Misc. Grants Fund","Special Revenue Funds","0","2021727736800x270115r"
"2021","Transfer From General Fund (001)","Non-Revenues","Public Works","Nucfg-Cog Tree Inventory Data Collection Improvement Grant","Misc. Grants Fund","Special Revenue Funds","0","2021740838800x320115r"
"2021","Trans Fr Stormwater Mgmt. (413)","Non-Revenues","Public Works","Usda - Sediment Removal And Ditch Repair","Misc. Grants Fund","Special Revenue Funds","0","2021743738800x774115r"
"2021","Trans From New Smu Capital Project Fund (414)","Non-Revenues","Public Works","Dep Grant (G0312) Payne Prairie Sheetflow Restoration, Phase","Misc. Grants Fund","Special Revenue Funds","0","2021749438800x299115r"
"2021","Trans From New Smu Capital Project Fund (414)","Non-Revenues","Public Works","Usda - Sediment Removal And Ditch Repair","Misc. Grants Fund","Special Revenue Funds","0","2021749438800x774115r"
"2021","Transportation Mobility Program Area Fees (Tmpa)","Charges For Services","Public Works","Village Of Sabal Oaks, Pet #Db-16-191 Sup","Trans. Concurrency Exc. Area","Special Revenue Funds","0","2021406534800c407116r"
"2021","Transportation Mobility Program Area Fees (Tmpa)","Charges For Services","Public Works","Grove Street, Pet #Ad-17-89","Trans. Concurrency Exc. Area","Special Revenue Funds","0","2021406534800p335116r"
"2021","Transportation Mobility Program Area Fees (Tmpa)","Charges For Services","Public Works","Qsr Thornebrook, Pet #Ad-18-21","Trans. Concurrency Exc. Area","Special Revenue Funds","0","2021406534800p338116r"
"2021","Transportation Mobility Program Area Fees (Tmpa)","Charges For Services","Public Works","Kanapaha Wrf-Dewatering Prjt, Pet #Ad-14-6 Spa","Trans. Concurrency Exc. Area","Special Revenue Funds","0","2021406534800vd11116r"
"2021","Transportation Mobility Program Area Fees (Tmpa)","Charges For Services","Public Works","Finley Woods Phase 1c (Db-17-63)","Trans. Concurrency Exc. Area","Special Revenue Funds","0","2021406534800vd13116r"
"2021","Gain/loss On Investments","Miscellaneous Revenues","Public Works","Pw Administrative Services","Trans. Concurrency Exc. Area","Special Revenue Funds","0","20216006368008010116r"
"2021","State Contribution","Intergovernmental Revenues","Public Works","Dept. Of Health Emergency Zika Funding","Misc. Special Revenues","Special Revenue Funds","0","2021241633800g860123r"
"2021","Other Contributions&donations","Miscellaneous Revenues","Public Works","Sidewalk Construction","General Capital Projects Fund","Capital Projects Funds","0","2021700236800m187302c"
"2021","Trans From Misc Gifts & Grants (115)","Non-Revenues","Public Works","Sidewalk Construction","General Capital Projects Fund","Capital Projects Funds","0","2021741738800m187302c"
"2021","T/f Fy2019 Proposed Bond (360)","Non-Revenues","Public Works","Pwd Radios","General Capital Projects Fund","Capital Projects Funds","0","2021744038800m229302c"
"2021","Property Sales","Charges For Services","Public Works","Se 4th St Reconstruction","Additional 5 Cents Logt Capital Projects Fund","Capital Projects Funds","0","2021420134800m751341c"
"2021","Property Rentals","Charges For Services","Public Works","Se 4th St Reconstruction","Additional 5 Cents Logt Capital Projects Fund","Capital Projects Funds","0","2021420234800m751341c"
"2021","Transfer From General Fund (001)","Non-Revenues","Public Works","Sw 62nd Blvd Reconstruction (N Of Sw 20th Ave)","Additional 5 Cents Logt Capital Projects Fund","Capital Projects Funds","0","2021740838800m341341c"
"2021","Trans-From Gen Cap Proj Fund (302)","Non-Revenues","Public Works","New Roadway Resurfacing Program","Roadway Resurfacing Program (Rrp) Fund","Capital Projects Funds","0","2021740538800r401353c"
"2021","Sjrwmd Contributions","Intergovernmental Revenues","Public Works","Depot Ave Stormwater Facility","Stormwater Management Utility","Enterprise Funds","0","2021281733800k207413e"
"2021","Interest On Investments","Miscellaneous Revenues","Public Works","Pw Administrative Services","Stormwater Management Utility","Enterprise Funds","0","20216001368008010413e"
"2021","Gain/loss On Investments","Miscellaneous Revenues","Public Works","Pw Administrative Services","Stormwater Management Utility","Enterprise Funds","0","20216006368008010413e"
"2021","Unrealized Gain/loss","Miscellaneous Revenues","Public Works","Pw Administrative Services","Stormwater Management Utility","Enterprise Funds","0","20216008368008010413e"
"2021","Parking Decals & Permits","Charges For Services","Transportation & Mobility","Parking Operations","The General Fund","The General Fund","219087.37","20214003348058058001g"
"2021","Parking App","Charges For Services","Transportation & Mobility","Parking Operations","The General Fund","The General Fund","173861","20214005348058058001g"
"2021","Traffic Eng Projects Reimb.","Charges For Services","Transportation & Mobility","Transportation & Strategic  Planning","The General Fund","The General Fund","112801","20214045348058050001g"
"2021","Parking Garage Revenues - Contracts","Charges For Services","Transportation & Mobility","Parking Garage","The General Fund","The General Fund","52904","20214046348058056001g"
"2021","Traffic Review Fees","Charges For Services","Transportation & Mobility","Traffic Signals","The General Fund","The General Fund","5887","20214061348058051001g"
"2021","Vending Machine Revenue","Charges For Services","Transportation & Mobility","Parking Garage","The General Fund","The General Fund","1517","20214623348058056001g"
"2021","Parking Fines","Fines And Forfeits","Transportation & Mobility","Parking Enforcement","The General Fund","The General Fund","257490","20215801358058057001g"
"2021","Rental Of City Property","Charges For Services","Transportation & Mobility","Parking Garage","The General Fund","The General Fund","74750.88","20216201348058056001g"
"2021","Escort Services Licenses","Permits, Fees & Special Assessments","Police","Office Of The Chief Of Police","The General Fund","The General Fund","422","20211110328108110001g"
"2021","Taxi Licenses","Permits, Fees & Special Assessments","Police","Office Of The Chief Of Police","The General Fund","The General Fund","2814","20211404328108110001g"
"2021","Misc Fees - Gpd","Charges For Services","Police","Office Of The Chief Of Police","The General Fund","The General Fund","32071","20213403348108110001g"
"2021","Document Reprod. Fees","Charges For Services","Police","Office Of The Chief Of Police","The General Fund","The General Fund","11044","20213405348108110001g"
"2021","Trespass Towing Application Fee","Charges For Services","Police","Office Of The Chief Of Police","The General Fund","The General Fund","46302","20213421348108110001g"
"2021","Background Checks","Charges For Services","Police","District 2","The General Fund","The General Fund","1234","20213423348108140001g"
"2021","Towing Applications Program","Charges For Services","Police","Office Of The Chief Of Police","The General Fund","The General Fund","4377","20213425348108110001g"
"2021","Gha Hud Contract","Charges For Services","Police","District 2","The General Fund","The General Fund","60000","20213605348108140001g"
"2021","S.r.o. Contract-S.b.a.c.","Charges For Services","Police","School Resource Officers","The General Fund","The General Fund","1200000","20213606348108156001g"
"2021","Law Enforcement Services","Charges For Services","Police","District 2","The General Fund","The General Fund","389727","20214212348108140001g"
"2021","Court Fines & Forfeitures","Fines And Forfeits","Police","Office Of The Chief Of Police","The General Fund","The General Fund","194434","20215001358108110001g"
"2021","Municipal Ordinance Fines","Fines And Forfeits","Police","Office Of The Chief Of Police","The General Fund","The General Fund","2382","20215005358108110001g"
"2021","Parking Fines","Fines And Forfeits","Police","Office Of The Chief Of Police","The General Fund","The General Fund","31641","20215801358108110001g"
"2021","False Alarm Penalties","Fines And Forfeits","Police","Office Of The Chief Of Police","The General Fund","The General Fund","283070","20215802358108110001g"
"2021","Rental Of City Property","Charges For Services","Police","Office Of The Chief Of Police","The General Fund","The General Fund","2101.31","20216201348108110001g"
"2021","Other Miscellaneous Revenues","Miscellaneous Revenues","Police","Court Restitution Account","The General Fund","The General Fund","8508.45","20217201368108102001g"
"2021","Other Miscellaneous Revenues","Miscellaneous Revenues","Police","Office Of The Chief Of Police","The General Fund","The General Fund","18001.72","20217201368108110001g"
"2021","T/f Fy2019 Proposed Bond (360)","Non-Revenues","Police","Office Of The Chief Of Police","The General Fund","The General Fund","154286","20217440388108110001g"
"2021","Airport Security","Charges For Services","Police","Airport Security","The General Fund","The General Fund","314800","20219902348108141001g"
"2021","Gpd-Billable Overtime","Charges For Services","Police","Billable Ot-City Events","Gpd-Billable Overtime","Special Revenue Funds","105000","20213414348108139110r"
"2021","Gpd-Billable Overtime","Charges For Services","Police","Billable Overtime","Gpd-Billable Overtime","Special Revenue Funds","553632","20213414348108149110r"
"2021","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Fy20 Uafg 5307 Grant-Oci (Maint)-Fl-2019-091-00","Regional Transit System Fund","Enterprise Funds","0","2021160233680uk06450e"
"2021","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Fy20 Uafg 5307 Grant-Sef (Adp Software)-Fl-2019-091-00","Regional Transit System Fund","Enterprise Funds","0","2021160233680uk09450e"
"2021","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Fy20 Uafg 5307 Grant-Sef (Security Equip)-Fl-2019-091-00","Regional Transit System Fund","Enterprise Funds","0","2021160233680uk10450e"
"2021","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Fy20 Uafg 5307 Grant-Sef (Support Equip)-Fl-2019-091-00","Regional Transit System Fund","Enterprise Funds","0","2021160233680uk11450e"
"2021","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Fy20 Uafg 5307 Grant-Sef (Support Vehicle)-Fl-2019-091-00","Regional Transit System Fund","Enterprise Funds","0","2021160233680uk12450e"
"2021","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Fy20 5339 Grant Sef (Eng/design)-Fl-2020-005-00","Regional Transit System Fund","Enterprise Funds","0","2021160233680uk14450e"
"2021","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Fy20 5339 Grant Sef (Adp Hardware)-Fl-2020-005-00","Regional Transit System Fund","Enterprise Funds","0","2021160233680uk15450e"
"2021","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Fy20 5339 Grant Sef (Fare Coll Equip)-Fl-2020-005-00","Regional Transit System Fund","Enterprise Funds","0","2021160233680uk16450e"
"2021","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Fy20 5339 Grant Sef (Charging Equip)-Fl-2020-005-00","Regional Transit System Fund","Enterprise Funds","0","2021160233680uk17450e"
"2021","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Fy20 5339 Grant Sef (Install Charging Equip)-Fl-2020-005-00","Regional Transit System Fund","Enterprise Funds","0","2021160233680uk18450e"
"2021","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Fy20 5339 Grant Oci (Buy America Audit)-Fl-2020-005-00","Regional Transit System Fund","Enterprise Funds","0","2021160233680uk19450e"
"2021","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Fy20 Cares Act 5307 Fl-2020-030-00 Rs Bus Replacement","Regional Transit System Fund","Enterprise Funds","0","2021160233680uk25450e"
"2021","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Fy20 Cares Act 5307 Fl-2020-030-00 Rs Vehicle Maint","Regional Transit System Fund","Enterprise Funds","0","2021160233680uk26450e"
"2021","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Fy20 Cares Act 5307 Fl-2020-030-00 Sef Adp Hardware","Regional Transit System Fund","Enterprise Funds","0","2021160233680uk27450e"
"2021","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Fy20 Cares Act 5307 Fl-2020-030-00 Sef Mobile Surv/sec Equip","Regional Transit System Fund","Enterprise Funds","0","2021160233680uk28450e"
