"fund","department","unit","vendor","expenditure_type","expenditure_detail","transaction_amount","transaction_date","month_name","fiscal_month_number","fiscal_year","pmt_method"
"Community Dev Block Grant","Public Works","Duval Neighborhood Project","Vulcan Materials Company","Other Human Services","Materials And Supplies","447.00","2011-10-16T00:00:00.000","October","1","2012","Payables"
"Community Redevelopment Agency","Community Redevelopment Agency","Cra - 5th Ave./Pleasant St.","Temp Force Inc","Industry Development","Professional Services","2.51","2011-10-16T00:00:00.000","October","1","2012","Payables"
"Community Redevelopment Agency","Community Redevelopment Agency","Cra - Eastside District","Temp Force Inc","Industry Development","Professional Services","3.44","2011-10-16T00:00:00.000","October","1","2012","Payables"
"Community Redevelopment Agency","Community Redevelopment Agency","CRA-Downtown","Temp Force Inc","Industry Development","Professional Services","8.15","2011-10-16T00:00:00.000","October","1","2012","Payables"
"Community Redevelopment Agency","Community Redevelopment Agency","Cra - College Park/Univ Height","Temp Force Inc","Industry Development","Professional Services","17.24","2011-10-16T00:00:00.000","October","1","2012","Payables"
"Cultural Affairs Projects Fund","Parks, Recreation & Cultural Affairs","Downtown Festival & Art Show","Katherine V Milner","Cultural Services","Advertising","750.00","2011-10-16T00:00:00.000","October","1","2012","Payables"
"Economic Development Fund","Community Redevelopment Agency","Gainesville Technological Incubator","Gainesville Regional Utilities","Other Economic Environment","Utilities-Elect,Sewer,Water","51.75","2011-10-16T00:00:00.000","October","1","2012","Payables"
"Economic Development Fund","Community Redevelopment Agency","Gainesville Technological Incubator","Atlas Carpet Care","Other Economic Environment","Janitorial Services","150.00","2011-10-16T00:00:00.000","October","1","2012","Payables"
"Economic Development Fund","Community Redevelopment Agency","Gainesville Technological Incubator","B & B Office Systems Inc","Other Economic Environment","Rental-Equipment","223.90","2011-10-16T00:00:00.000","October","1","2012","Payables"
"Economic Development Fund","Community Redevelopment Agency","Gainesville Technological Incubator","Patrick Mitchell Landscaping Inc","Other Economic Environment","Maintenance-Bldg/Grounds","1223.75","2011-10-16T00:00:00.000","October","1","2012","Payables"
"Economic Development Fund","Community Redevelopment Agency","Gainesville Technological Incubator","Gainesville Area Chamber Of Commerce","Other Economic Environment","Other Contractual Services","7898.80","2011-10-16T00:00:00.000","October","1","2012","Payables"
"Economic Development Fund","Community Redevelopment Agency","Gainesville Technological Incubator","Gainesville Regional Utilities","Other Economic Environment","Utilities-Elect,Sewer,Water","19162.30","2011-10-16T00:00:00.000","October","1","2012","Payables"
"Employees Health & Accident Fd","Risk Management","Risk Management","Judith A Mcdaniel","Other General Government","Other Contractual Services","2400.00","2011-10-16T00:00:00.000","October","1","2012","Payables"
"Employees Health & Accident Fd","Risk Management","Risk Management","Target Copy Of Gainesville Inc","Other General Government","Printing And Binding","2497.00","2011-10-16T00:00:00.000","October","1","2012","Payables"
"Federal Law Enf. Cont.Forfeit.","Police","Mounted Unit","Gatorland Bubbles Llc","Law Enforcement","Materials And Supplies","9.96","2011-10-16T00:00:00.000","October","1","2012","Payables"
"Federal Law Enf. Cont.Forfeit.","Police","Mounted Unit","Gatorland Bubbles Llc","Law Enforcement","Other Contractual Services","22.80","2011-10-16T00:00:00.000","October","1","2012","Payables"
"Federal Law Enf. Cont.Forfeit.","Police","Mounted Unit","Dane P Conway","Law Enforcement","Other Contractual Services","415.00","2011-10-16T00:00:00.000","October","1","2012","Payables"
"Federal Law Enf. Cont.Forfeit.","Police","Mounted Unit","Alachua Conservation Trust Inc","Law Enforcement","Other Contractual Services","1400.00","2011-10-16T00:00:00.000","October","1","2012","Payables"
"Federal Law Enf. Cont.Forfeit.","Police","Joint Aviation Unit","Alachua County Sheriffs Office","Law Enforcement","Other Contractual Services","3411.13","2011-10-16T00:00:00.000","October","1","2012","Payables"
"Firefighters Retirement","Non-Departmental","Trust Funds","Acs Human Resources Solutions Inc","Fire Control","Actuarial Fees","301.00","2011-10-16T00:00:00.000","October","1","2012","Payables"
"Fleet Management Services Fund","General Services","Fleet Operations","Ghx Industrial Llc","Internal Services","Inventory Purchases","-76.88","2011-10-16T00:00:00.000","October","1","2012","Payables"
"Fleet Management Services Fund","General Services","Fleet Operations","Greensouth Equipment Inc","Internal Services","Parts-Motor Equipment","-42.06","2011-10-16T00:00:00.000","October","1","2012","Payables"
"Fleet Management Services Fund","General Services","Fleet Operations","Carquest Auto Parts Of Gainesville Florida","Internal Services","Parts-Motor Equipment","-4.99","2011-10-16T00:00:00.000","October","1","2012","Payables"
"Fleet Management Services Fund","General Services","Fleet Operations","Raneys Truck Parts Inc","Internal Services","Hardware - Fleet","3.88","2011-10-16T00:00:00.000","October","1","2012","Payables"
"Fleet Management Services Fund","General Services","Fleet Operations","Carquest Auto Parts Of Gainesville Florida","Internal Services","Parts-Motor Equipment","4.99","2011-10-16T00:00:00.000","October","1","2012","Payables"
"Fleet Management Services Fund","General Services","Fleet Operations","Gainesville Automotive","Internal Services","Parts-Motor Equipment","6.24","2011-10-16T00:00:00.000","October","1","2012","Payables"
"Fleet Management Services Fund","General Services","Fleet Operations","Dana Safety Supply Inc","Internal Services","Parts-Motor Equipment","7.49","2011-10-16T00:00:00.000","October","1","2012","Payables"
"Fleet Management Services Fund","General Services","Fleet Operations","Cei Group Inc","Internal Services","Outside Labor","10.00","2011-10-16T00:00:00.000","October","1","2012","Payables"
"Fleet Management Services Fund","General Services","Fleet Operations","Rogers Welding & Repairs Inc","Internal Services","Parts-Motor Equipment","15.00","2011-10-16T00:00:00.000","October","1","2012","Payables"
"Fleet Management Services Fund","General Services","Fleet Operations","Gainesville Automotive","Internal Services","Parts-Motor Equipment","20.12","2011-10-16T00:00:00.000","October","1","2012","Payables"
"Fleet Management Services Fund","General Services","Fleet Operations","Palm Chevrolet Of Gainesville, Llc","Internal Services","Parts-Motor Equipment","20.88","2011-10-16T00:00:00.000","October","1","2012","Payables"
"Fleet Management Services Fund","General Services","Fleet Operations","Dana Safety Supply Inc","Internal Services","Parts-Motor Equipment","22.52","2011-10-16T00:00:00.000","October","1","2012","Payables"
"Fleet Management Services Fund","General Services","Fleet Operations","Lewis Oil Company Inc","Internal Services","Inventory Purchases","23.44","2011-10-16T00:00:00.000","October","1","2012","Payables"
"Fleet Management Services Fund","General Services","Fleet Operations","Raneys Truck Parts Inc","Internal Services","Parts-Motor Equipment","24.58","2011-10-16T00:00:00.000","October","1","2012","Payables"
"Fleet Management Services Fund","General Services","Fleet Operations","Gainesville Regional Utilities","Internal Services","Utilities-Elect,Sewer,Water","25.58","2011-10-16T00:00:00.000","October","1","2012","Payables"
"Fleet Management Services Fund","General Services","Fleet Operations","Gainesville Automotive","Internal Services","Parts-Motor Equipment","26.47","2011-10-16T00:00:00.000","October","1","2012","Payables"
"Fleet Management Services Fund","General Services","Fleet Operations","Unifirst Corporation","Internal Services","Uniform Purchase Price","26.51","2011-10-16T00:00:00.000","October","1","2012","Payables"
"Fleet Management Services Fund","General Services","Fleet Operations","Unifirst Corporation","Internal Services","Uniform Purchase Price","26.51","2011-10-16T00:00:00.000","October","1","2012","Payables"
"Fleet Management Services Fund","General Services","Fleet Operations","University Towing & Transport Inc","Internal Services","Outside Labor","28.00","2011-10-16T00:00:00.000","October","1","2012","Payables"
"Fleet Management Services Fund","General Services","Fleet Operations","University Towing & Transport Inc","Internal Services","Outside Labor","28.00","2011-10-16T00:00:00.000","October","1","2012","Payables"
"Fleet Management Services Fund","General Services","Fleet Operations","University Towing & Transport Inc","Internal Services","Outside Labor","28.00","2011-10-16T00:00:00.000","October","1","2012","Payables"
"Fleet Management Services Fund","General Services","Fleet Operations","University Towing & Transport Inc","Internal Services","Outside Labor","28.00","2011-10-16T00:00:00.000","October","1","2012","Payables"
"Fleet Management Services Fund","General Services","Fleet Operations","Palm Chevrolet Of Gainesville, Llc","Internal Services","Parts-Motor Equipment","30.55","2011-10-16T00:00:00.000","October","1","2012","Payables"
"Fleet Management Services Fund","General Services","Fleet Operations","Gainesville Automotive","Internal Services","Parts-Motor Equipment","31.89","2011-10-16T00:00:00.000","October","1","2012","Payables"
"Fleet Management Services Fund","General Services","Fleet Operations","Alachua Tractor And Equipment Company Inc","Internal Services","Parts-Motor Equipment","34.39","2011-10-16T00:00:00.000","October","1","2012","Payables"
"Fleet Management Services Fund","General Services","Fleet Operations","Comet Industries Llc","Internal Services","Hardware - Fleet","38.28","2011-10-16T00:00:00.000","October","1","2012","Payables"
"Fleet Management Services Fund","General Services","Fleet Operations","Rogers Welding & Repairs Inc","Internal Services","Parts-Motor Equipment","44.79","2011-10-16T00:00:00.000","October","1","2012","Payables"
"Fleet Management Services Fund","General Services","Fleet Operations","Palm Chevrolet Of Gainesville, Llc","Internal Services","Parts-Motor Equipment","45.35","2011-10-16T00:00:00.000","October","1","2012","Payables"
"Fleet Management Services Fund","General Services","Fleet Operations","Gainesville Automotive","Internal Services","Parts-Motor Equipment","46.95","2011-10-16T00:00:00.000","October","1","2012","Payables"
"Fleet Management Services Fund","General Services","Fleet Operations","Advanced Tire Recycling Inc","Internal Services","Outside Labor","49.50","2011-10-16T00:00:00.000","October","1","2012","Payables"
"Fleet Management Services Fund","General Services","Fleet Operations","Comet Industries Llc","Internal Services","Inventory Purchases","50.88","2011-10-16T00:00:00.000","October","1","2012","Payables"
"Fleet Management Services Fund","General Services","Fleet Operations","Gainesville Automotive","Internal Services","Parts-Motor Equipment","51.61","2011-10-16T00:00:00.000","October","1","2012","Payables"
"Fleet Management Services Fund","General Services","Fleet Operations","Greensouth Equipment Inc","Internal Services","Parts-Motor Equipment","54.02","2011-10-16T00:00:00.000","October","1","2012","Payables"
"Fleet Management Services Fund","General Services","Fleet Operations","Gainesville Motors Inc","Internal Services","Hardware - Fleet","55.60","2011-10-16T00:00:00.000","October","1","2012","Payables"
"Fleet Management Services Fund","General Services","Fleet Operations","Gainesville Regional Utilities","Internal Services","Utilities-Elect,Sewer,Water","60.16","2011-10-16T00:00:00.000","October","1","2012","Payables"
"Fleet Management Services Fund","General Services","Fleet Operations","Gainesville Automotive","Internal Services","Hardware - Fleet","62.40","2011-10-16T00:00:00.000","October","1","2012","Payables"
"Fleet Management Services Fund","General Services","Fleet Operations","Raneys Truck Parts Inc","Internal Services","Parts-Motor Equipment","63.09","2011-10-16T00:00:00.000","October","1","2012","Payables"
