"fiscal_year","revenue_source","revenue_type","department","unit","fund","fund_type","proposed_amount","adopted_amount","amended_amount","actual_amount","unique_id"
"2021","Other Miscellaneous Revenues","Miscellaneous Revenues","Public Works","Operations-Maintenance/construct.","The General Fund","The General Fund",,"0","0","481.05","20217201368008021001G"
"2021","Other Miscellaneous Revenues","Miscellaneous Revenues","Public Works","Traffic Signs And Markings","The General Fund","The General Fund",,"0","0","200","20217201368008053001G"
"2021","Other Miscellaneous Revenues","Miscellaneous Revenues","Parks, Recreation & Cultural Affairs","Parks, Recreation & Cultural Affairs Administration","The General Fund","The General Fund",,"0","0","225.88","20217201368508510001G"
"2021","Traffic Review Fees","Charges For Services","Transportation & Mobility","Transportation & Strategic  Planning","The General Fund","The General Fund",,"0","0","2553","20214061348058050001G"
"2021","Traffic Eng Projects Reimb.","Charges For Services","Public Works","Traffic Signs And Markings","The General Fund","The General Fund",,"0","0","91.77","20214045348008053001G"
"2021","Damaged Property Restitution","Miscellaneous Revenues","Transportation & Mobility","Parking Garage","The General Fund","The General Fund",,"0","0","489.81","20216802368058056001G"
"2021","Damaged Property Restitution","Miscellaneous Revenues","Parks, Recreation & Cultural Affairs","Park Maintenance","The General Fund","The General Fund",,"0","0","127","20216802368508588001G"
"2021","Cash Overage/shortage","Miscellaneous Revenues","Parks, Recreation & Cultural Affairs","Aquatics","The General Fund","The General Fund",,"0","0","-95","20213490368508520001G"
"2021","Cash Overage/shortage","Miscellaneous Revenues","Parks, Recreation & Cultural Affairs","Sports","The General Fund","The General Fund",,"0","0","-0.25","20213490368508530001G"
"2021","Document Reprod. Fees","Charges For Services","Public Works","Pw Administrative Services","The General Fund","The General Fund",,"0","0","18.09","20213405348008010001G"
"2021","Micromobility Ride Fee Share","Charges For Services","Transportation & Mobility","Micromobility","The General Fund","The General Fund",,"0","0","24000","20214027348058062001G"
"2021","T/f-Fl Bldg Codes Enforcement Fund (416)","Non-Revenues","Budget & Finance Department","Budget","The General Fund","The General Fund",,"0","17541","0","20217477387707785001G"
"2021","T/f-Campus Dev. Ag. Fund (339)","Non-Revenues","Budget & Finance Department","Treasury","The General Fund","The General Fund",,"0","168570","0","20217462387707770001G"
"2021","T/f Fleet Fund (502)","Non-Revenues","Police","District 2","The General Fund","The General Fund",,"0","75843.85","75843.85","20217435388108140001G"
"2021","T/f Stormwater Mgmt. (413)","Non-Revenues","Budget & Finance Department","Budget","The General Fund","The General Fund",,"0","21049","0","20217437387707785001G"
"2021","T/f Rts (450)","Non-Revenues","Budget & Finance Department","Budget","The General Fund","The General Fund",,"0","22803","0","20217423387707785001G"
"2021","T/f Solid Waste (420)","Non-Revenues","Budget & Finance Department","Budget","The General Fund","The General Fund",,"0","19295","0","20217420387707785001G"
"2021","T/f-W/ww Infrastructure Fund (117)","Non-Revenues","Office Of Housing & Community Development","Housing Program Delivery Costs","The General Fund","The General Fund",,"0","190317.23","190317.23","20217414386206270001G"
"2021","Home Investment Grant","Intergovernmental Revenues","Office Of Housing & Community Development","Block Grant Administration","Home Grant Fund","Special Revenue Funds",,"0","0","24319","20211605336206210104R"
"2021","Rental Of City Property","Charges For Services","Parks, Recreation & Cultural Affairs","Mobile Stage Rental","Cultural Affairs Projects Fund","Special Revenue Funds",,"0","0","2559.33","20216201348501652107R"
"2021","Interest On Investments","Miscellaneous Revenues","Parks, Recreation & Cultural Affairs","Hoggetowne Medieval Faire","Cultural Affairs Projects Fund","Special Revenue Funds",,"0","0","57","20216001368501650107R"
"2021","Interest On Investments","Miscellaneous Revenues","Police","Office Of The Chief Of Police","State-Law Enf. Cont. Forfeit.","Special Revenue Funds",,"0","0","154","20216001368108110108R"
"2021","Proceeds-Surplus Equip.","Miscellaneous Revenues","Police","Office Of The Chief Of Police","State-Law Enf. Cont. Forfeit.","Special Revenue Funds",,"0","0","271.33","20216801368108110108R"
"2021","Interest On Investments","Miscellaneous Revenues","Public Works","Pw Administrative Services","Street,sidewalk&ditch Imp.","Special Revenue Funds",,"0","0","70","20216001368008010113R"
"2021","Interest On Investments","Miscellaneous Revenues","Gainesville Community Redevelopement Agency","Gainesville Technological Incubator","Economic Development Fund","Special Revenue Funds",,"0","0","38","20216001367906560114R"
"2021","T/f Small Business Loan Fund (121)","Non-Revenues","Non-Departmental","Electric Service Reimbursement","Economic Development Fund","Special Revenue Funds",,"0","75000","0","2021745138990M640114R"
"2021","St Grant-Public Safety","Intergovernmental Revenues","Police","Fy21 Motor/scooter Safety And Education Program","Misc. Grants Fund","Special Revenue Funds",,"0","50000","0","2021223033810X800115R"
"2021","St Grant-Public Safety","Intergovernmental Revenues","Police","Fy21 Safe Gator","Misc. Grants Fund","Special Revenue Funds",,"0","65000","0","2021223033810X799115R"
"2021","St Grant-Public Safety","Intergovernmental Revenues","Police","Fy21 Distracted Driver","Misc. Grants Fund","Special Revenue Funds",,"0","25000","0","2021223033810X801115R"
"2021","Grants-Other Local Units","Intergovernmental Revenues","Police","Childrens Trust Heroes Program","Misc. Grants Fund","Special Revenue Funds",,"0","8450","0","2021190033810X794115R"
"2021","Fed Grant-Public Safety","Intergovernmental Revenues","Police","2020 Byrne Grant","Misc. Grants Fund","Special Revenue Funds",,"0","64073","0","2021163033810X797115R"
"2021","Fed Grant-Public Safety","Intergovernmental Revenues","Police","Fibrs Implementation","Misc. Grants Fund","Special Revenue Funds",,"44944.1","80064.1","0","2021163033810X798115R"
"2021","Fed Grant-Public Safety","Intergovernmental Revenues","Police","2013 Pedestrian High Visibility Enforcement Program","Misc. Grants Fund","Special Revenue Funds",,"0","35084","0","2021163033810X654115R"
"2021","Fed Grant-Public Safety","Intergovernmental Revenues","Police","2020 Pals Grant","Misc. Grants Fund","Special Revenue Funds",,"0","12600","0","2021163033810X796115R"
"2021","Fed Grant-Public Safety","Intergovernmental Revenues","Police","2020 Bold Grant","Misc. Grants Fund","Special Revenue Funds",,"0","8797","0","2021163033810X795115R"
"2021","Transportation Mobility Program Area Fees (Tmpa)","Charges For Services","Transportation & Mobility","Waypoint 4300 Blk Sw 20th Ave Ad-20-00033","Trans. Concurrency Exc. Area","Special Revenue Funds",,"0","0","66693","2021406534805P355116R"
"2021","Transportation Mobility Program Area Fees (Tmpa)","Charges For Services","Transportation & Mobility","Fresh Kitchen, 700 Nw 62nd Street, Ad-20-00031","Trans. Concurrency Exc. Area","Special Revenue Funds",,"0","0","86677.25","2021406534805P360116R"
"2021","Transportation Mobility Program Area Fees (Tmpa)","Charges For Services","Transportation & Mobility","Oaks Preserve Phase 1 Pet Cd-19-00039","Trans. Concurrency Exc. Area","Special Revenue Funds",,"0","169570.5","169570.5","2021406534805VD25116R"
"2021","Transportation Mobility Program Area Fees (Tmpa)","Charges For Services","Transportation & Mobility","Sw 24th Ave Mixed Use 4100 Blk Of Sw 24th Ave Ad-18-00164","Trans. Concurrency Exc. Area","Special Revenue Funds",,"0","0","73907.44","2021406534805VM92116R"
"2021","Transportation Mobility Program Area Fees (Tmpa)","Charges For Services","Transportation & Mobility","The Rise At 34th, 3600 Sw 34th Street, Db-21-00050","Trans. Concurrency Exc. Area","Special Revenue Funds",,"0","0","175241.56","2021406534805C209116R"
"2021","Transportation Mobility Program Area Fees (Tmpa)","Charges For Services","Transportation & Mobility","Dollar Tree, 6200 Blk Nw 23rd Street, Db-20-00118","Trans. Concurrency Exc. Area","Special Revenue Funds",,"0","41624","41624","2021406534805P368116R"
"2021","Transportation Mobility Program Area Fees (Tmpa)","Charges For Services","Transportation & Mobility","Tower Road Commercial, 209 Nw 75th Street, Ad-20-00114","Trans. Concurrency Exc. Area","Special Revenue Funds",,"0","0","83366.25","2021406534805P369116R"
"2021","Transportation Mobility Program Area Fees (Tmpa)","Charges For Services","Transportation & Mobility","Novo Apts, 7300 Blk Sw 13th Rd, Db-20-00112 (D)","Trans. Concurrency Exc. Area","Special Revenue Funds",,"0","224675","224675","2021406534805VD28116R"
"2021","Transportation Mobility Program Area Fees (Tmpa)","Charges For Services","Transportation & Mobility","Sw 20th Ave Laundromat 4200 Blk Sw 20th Ave Ad-21-00017","Trans. Concurrency Exc. Area","Special Revenue Funds",,"0","0","57870.92","2021406534805VM93116R"
"2021","Transportation Mobility Program Area Fees (Tmpa)","Charges For Services","Transportation & Mobility","Firehouse Subs, 2815 Nw 13th Street, Db-20-00116","Trans. Concurrency Exc. Area","Special Revenue Funds",,"0","74734","74734","2021406534805P365116R"
"2021","Transportation Mobility Program Area Fees (Tmpa)","Charges For Services","Transportation & Mobility","Fast Track Markets West 1600 Blk Sw 75th Street Db-20-00110","Trans. Concurrency Exc. Area","Special Revenue Funds",,"0","0","232243","2021406534805VD29116R"
"2021","Transportation Mobility Program Area Fees (Tmpa)","Charges For Services","Transportation & Mobility","34th Blvd Liquor Store, 4917 Nw 34th Blvd, Ad-21-00041","Trans. Concurrency Exc. Area","Special Revenue Funds",,"0","0","17382.75","2021406534805P370116R"
"2021","Trans Concurrency Dev. Fees","Charges For Services","Regional Transit System","Emerson Village @ 2521 Sw Williston Rd. (Pet Db-18-00152)","Trans. Concurrency Exc. Area","Special Revenue Funds",,"0","0","6553","2021406034680VT89116R"
"2021","Trans Concurrency Dev. Fees","Charges For Services","Regional Transit System","Craftsman Ii, 323 Nw 19th Street, Pet Db-20-00048","Trans. Concurrency Exc. Area","Special Revenue Funds",,"0","883","883","2021406034680VU03116R"
"2021","Trans Concurrency Dev. Fees","Charges For Services","Regional Transit System","Waypoint, 4300 Blk Sw 20th Ave., Pet Ad-20-00033","Trans. Concurrency Exc. Area","Special Revenue Funds",,"0","0","21357","2021406034680VU01116R"
"2021","Trans Concurrency Dev. Fees","Charges For Services","Regional Transit System","Alpha Phi, 505 Sw 10th Street, Db-21-00062","Trans. Concurrency Exc. Area","Special Revenue Funds",,"0","0","1507","2021406034680VU09116R"
"2021","Trans Concurrency Dev. Fees","Charges For Services","Regional Transit System","Haven, 2200 Blk Sw 13th Street, Db-20-00138","Trans. Concurrency Exc. Area","Special Revenue Funds",,"0","0","8919","2021406034680VU10116R"
"2021","Trans Concurrency Dev. Fees","Charges For Services","Regional Transit System","Sw 4th Avenue Apts, 1200 Block Of Sw 4th Ave Db-20-00097","Trans. Concurrency Exc. Area","Special Revenue Funds",,"0","0","10976","2021406034680VU05116R"
"2021","Trans Concurrency Dev. Fees","Charges For Services","Regional Transit System","Novo Apts, 7300 Blk Sw 13th Rd, Db-20-00112 (Uf)","Trans. Concurrency Exc. Area","Special Revenue Funds",,"0","28396","28396","2021406034680VU06116R"
"2021","Trans Concurrency Dev. Fees","Charges For Services","Regional Transit System","The Rise At 34th, 3600 Sw 34th Street, Db-21-00050","Trans. Concurrency Exc. Area","Special Revenue Funds",,"0","0","39395","2021406034680VU08116R"
"2021","Interest On Investments","Miscellaneous Revenues","Office Of Housing & Community Development","Water/waste Water Surcharge Fee Projects","Water/waste Water Surcharge Infrastructure Fund","Special Revenue Funds",,"0","0","1022","2021600136620S100117R"
"2021","Interest On Investments","Miscellaneous Revenues","Office Of Housing & Community Development","Ship Program Fy20/21","Ship Grant Fund","Special Revenue Funds",,"0","0","227","2021600136620X489119R"
"2021","Fed Grant-Fema","Intergovernmental Revenues","Budget & Finance Department","Accounting","Emergency Disaster Fund","Special Revenue Funds",,"0","0","987775.09","20211651337707780120R"
"2021","Transfer From General Fund (001)","Non-Revenues","Sustainable Development","Gnvcares","Small Business Loan Fund","Special Revenue Funds",,"0","6646.95","0","2021740838660D679121R"
"2021","T/f Kennedy Homes Acquisition/demolition Fund (336)","Non-Revenues","Office Of Housing & Community Development","Heartwood Development Affordable Housing Units","Misc. Special Revenues","Special Revenue Funds",,"0","32798","32798","2021745338620G174123R"
"2021","T/f Kennedy Homes Acquisition/demolition Fund (336)","Non-Revenues","Office Of Housing & Community Development","Dignity Village Management","Misc. Special Revenues","Special Revenue Funds",,"0","32910","32910","2021745338620G139123R"
"2021","T/f Gen Cap Proj Fund (302)","Non-Revenues","Office Of Housing & Community Development","Dignity Village Management","Misc. Special Revenues","Special Revenue Funds",,"0","4190.65","0","2021740538620G139123R"
"2021","Other Contributions&donations","Miscellaneous Revenues","Police","Junior Academy (Donated)","Misc. Special Revenues","Special Revenue Funds",,"0","0","100","2021700236810G398123R"
"2021","Other Contributions&donations","Miscellaneous Revenues","Parks, Recreation & Cultural Affairs","Sponsorships/parks & Rec","Misc. Special Revenues","Special Revenue Funds",,"0","0","300","2021700236850G853123R"
"2021","Grants-Other Local Units","Intergovernmental Revenues","Fire Rescue","Fm Global Foundation Grant","Misc. Special Revenues","Special Revenue Funds",,"0","5134","5134","2021190033820G434123R"
"2021","T/f Small Business Loan Fund (121)","Non-Revenues","Non-Departmental","Qti Payments","Misc. Special Revenues","Special Revenue Funds",,"0","72691.22","0","2021745138990G164123R"
