"outcome_or_indicator","group_by_variable","percentage","confidence_interval","title","description","year","first_or_second_half","year_and_months"
"Receipt of influenza vaccination","Not in MSA","47.2","44.6, 49.8","Percentage of receipt of influenza vaccination in the past 12 months for adults aged 18 and over (95% confidence intervals), United States","Adults were asked if they had a flu vaccination in the past 12 months. Prevalence of influenza vaccination during the past 12 months is different from season-specific coverage.","2019","1","2019, Jan-Jun"
"Did not get needed medical care due to cost","Total","7.6","7.1, 8.2","Percentage of adults aged 18 and over who did not get needed medical care due to cost in the past 12 months (95% confidence intervals), United States","Adults were asked if there was any time when they did not get needed medical care because of the cost during the past 12 months.","2019","1","2019, Jan-Jun"
"Did not get needed medical care due to cost","Male","6.4","5.8, 7.1","Percentage of adults aged 18 and over who did not get needed medical care due to cost in the past 12 months (95% confidence intervals), United States","Adults were asked if there was any time when they did not get needed medical care because of the cost during the past 12 months.","2019","1","2019, Jan-Jun"
"Did not get needed medical care due to cost","Female","8.8","8.0, 9.6","Percentage of adults aged 18 and over who did not get needed medical care due to cost in the past 12 months (95% confidence intervals), United States","Adults were asked if there was any time when they did not get needed medical care because of the cost during the past 12 months.","2019","1","2019, Jan-Jun"
"Did not get needed medical care due to cost","18-34","8.3","7.4, 9.4","Percentage of adults aged 18 and over who did not get needed medical care due to cost in the past 12 months (95% confidence intervals), United States","Adults were asked if there was any time when they did not get needed medical care because of the cost during the past 12 months.","2019","1","2019, Jan-Jun"
"Did not get needed medical care due to cost","35-49","9.1","7.9, 10.3","Percentage of adults aged 18 and over who did not get needed medical care due to cost in the past 12 months (95% confidence intervals), United States","Adults were asked if there was any time when they did not get needed medical care because of the cost during the past 12 months.","2019","1","2019, Jan-Jun"
"Did not get needed medical care due to cost","50-64","9","7.8, 10.2","Percentage of adults aged 18 and over who did not get needed medical care due to cost in the past 12 months (95% confidence intervals), United States","Adults were asked if there was any time when they did not get needed medical care because of the cost during the past 12 months.","2019","1","2019, Jan-Jun"
"Did not get needed medical care due to cost","65 and over","3.5","2.7, 4.4","Percentage of adults aged 18 and over who did not get needed medical care due to cost in the past 12 months (95% confidence intervals), United States","Adults were asked if there was any time when they did not get needed medical care because of the cost during the past 12 months.","2019","1","2019, Jan-Jun"
"Did not get needed medical care due to cost","Hispanic","10.4","9.0, 12.0","Percentage of adults aged 18 and over who did not get needed medical care due to cost in the past 12 months (95% confidence intervals), United States","Adults were asked if there was any time when they did not get needed medical care because of the cost during the past 12 months.","2019","1","2019, Jan-Jun"
"Did not get needed medical care due to cost","White, non-Hispanic","6.8","6.2, 7.5","Percentage of adults aged 18 and over who did not get needed medical care due to cost in the past 12 months (95% confidence intervals), United States","Adults were asked if there was any time when they did not get needed medical care because of the cost during the past 12 months.","2019","1","2019, Jan-Jun"
"Did not get needed medical care due to cost","Black, non-Hispanic","9.7","8.0, 11.5","Percentage of adults aged 18 and over who did not get needed medical care due to cost in the past 12 months (95% confidence intervals), United States","Adults were asked if there was any time when they did not get needed medical care because of the cost during the past 12 months.","2019","1","2019, Jan-Jun"
"Did not get needed medical care due to cost","Other, non-Hispanic","5.5","4.1, 7.1","Percentage of adults aged 18 and over who did not get needed medical care due to cost in the past 12 months (95% confidence intervals), United States","Adults were asked if there was any time when they did not get needed medical care because of the cost during the past 12 months.","2019","1","2019, Jan-Jun"
"Did not get needed medical care due to cost","High school diploma or lower","10","9.0, 11.1","Percentage of adults aged 18 and over who did not get needed medical care due to cost in the past 12 months (95% confidence intervals), United States","Adults were asked if there was any time when they did not get needed medical care because of the cost during the past 12 months.","2019","1","2019, Jan-Jun"
"Did not get needed medical care due to cost","Some college","8.8","7.8, 9.8","Percentage of adults aged 18 and over who did not get needed medical care due to cost in the past 12 months (95% confidence intervals), United States","Adults were asked if there was any time when they did not get needed medical care because of the cost during the past 12 months.","2019","1","2019, Jan-Jun"
"Did not get needed medical care due to cost","College degree or higher","4.1","3.5, 4.8","Percentage of adults aged 18 and over who did not get needed medical care due to cost in the past 12 months (95% confidence intervals), United States","Adults were asked if there was any time when they did not get needed medical care because of the cost during the past 12 months.","2019","1","2019, Jan-Jun"
"Did not get needed medical care due to cost","Large MSA","7.1","6.5, 7.9","Percentage of adults aged 18 and over who did not get needed medical care due to cost in the past 12 months (95% confidence intervals), United States","Adults were asked if there was any time when they did not get needed medical care because of the cost during the past 12 months.","2019","1","2019, Jan-Jun"
