"data_as_of","start_week","end_week","mmwryear","mmwrweek","week_ending_date","group","indicator","jurisdiction","age_group","covid_19_deaths","total_deaths","pneumonia_deaths","influenza_deaths","pneumonia_or_influenza","pneumonia_influenza_or_covid","footnote"
"09/08/2022","12/29/2019","01/04/2020","2020","1","2020-01-04T00:00:00.000","By Week","Week-ending","New Mexico","0-17 years","0",,"0","0","0","0","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","12/29/2019","01/04/2020","2020","1","2020-01-04T00:00:00.000","By Week","Week-ending","New Mexico","18-64 years","0","125",,,"14","14","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","12/29/2019","01/04/2020","2020","1","2020-01-04T00:00:00.000","By Week","Week-ending","New Mexico","65 years and over","0","305","24",,"28","28","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","12/29/2019","01/04/2020","2020","1","2020-01-04T00:00:00.000","By Week","Week-ending","New York","All Ages","0","2202","204","14","218","218",
"09/08/2022","12/29/2019","01/04/2020","2020","1","2020-01-04T00:00:00.000","By Week","Week-ending","New York","0-17 years","0","13",,"0",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","12/29/2019","01/04/2020","2020","1","2020-01-04T00:00:00.000","By Week","Week-ending","New York","18-64 years","0","450","19",,"24","24","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","12/29/2019","01/04/2020","2020","1","2020-01-04T00:00:00.000","By Week","Week-ending","New York","65 years and over","0","1739","184",,"193","193","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","12/29/2019","01/04/2020","2020","1","2020-01-04T00:00:00.000","By Week","Week-ending","New York City","All Ages","0","1117","85","16","101","101",
"09/08/2022","12/29/2019","01/04/2020","2020","1","2020-01-04T00:00:00.000","By Week","Week-ending","New York City","0-17 years","0","15","0","0","0","0",
"09/08/2022","12/29/2019","01/04/2020","2020","1","2020-01-04T00:00:00.000","By Week","Week-ending","New York City","18-64 years","0","271","13",,"21","21","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","12/29/2019","01/04/2020","2020","1","2020-01-04T00:00:00.000","By Week","Week-ending","New York City","65 years and over","0","831","72",,"80","80","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","12/29/2019","01/04/2020","2020","1","2020-01-04T00:00:00.000","By Week","Week-ending","North Carolina","All Ages","0","1980","125",,"134","134","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","12/29/2019","01/04/2020","2020","1","2020-01-04T00:00:00.000","By Week","Week-ending","North Carolina","0-17 years","0","16","0",,,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","12/29/2019","01/04/2020","2020","1","2020-01-04T00:00:00.000","By Week","Week-ending","North Carolina","18-64 years","0","493","20",,"24","24","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","12/29/2019","01/04/2020","2020","1","2020-01-04T00:00:00.000","By Week","Week-ending","North Carolina","65 years and over","0","1471","105",,"109","109","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","12/29/2019","01/04/2020","2020","1","2020-01-04T00:00:00.000","By Week","Week-ending","North Dakota","All Ages","0","142",,,,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","12/29/2019","01/04/2020","2020","1","2020-01-04T00:00:00.000","By Week","Week-ending","North Dakota","0-17 years","0","0","0","0","0","0",
"09/08/2022","12/29/2019","01/04/2020","2020","1","2020-01-04T00:00:00.000","By Week","Week-ending","North Dakota","18-64 years","0","32",,"0",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","12/29/2019","01/04/2020","2020","1","2020-01-04T00:00:00.000","By Week","Week-ending","North Dakota","65 years and over","0","110",,,,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","12/29/2019","01/04/2020","2020","1","2020-01-04T00:00:00.000","By Week","Week-ending","Ohio","All Ages","0","2558","138","15","153","153",
"09/08/2022","12/29/2019","01/04/2020","2020","1","2020-01-04T00:00:00.000","By Week","Week-ending","Ohio","0-17 years","0","45",,,,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","12/29/2019","01/04/2020","2020","1","2020-01-04T00:00:00.000","By Week","Week-ending","Ohio","18-64 years","0","596","24",,"30","30","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","12/29/2019","01/04/2020","2020","1","2020-01-04T00:00:00.000","By Week","Week-ending","Ohio","65 years and over","0","1917","111",,"118","118","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","12/29/2019","01/04/2020","2020","1","2020-01-04T00:00:00.000","By Week","Week-ending","Oklahoma","All Ages","0","929","82",,"89","89","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","12/29/2019","01/04/2020","2020","1","2020-01-04T00:00:00.000","By Week","Week-ending","Oklahoma","0-17 years","0","12",,"0",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","12/29/2019","01/04/2020","2020","1","2020-01-04T00:00:00.000","By Week","Week-ending","Oklahoma","18-64 years","0","244","16",,"21","21","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","12/29/2019","01/04/2020","2020","1","2020-01-04T00:00:00.000","By Week","Week-ending","Oklahoma","65 years and over","0","673","64",,"66","66","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","12/29/2019","01/04/2020","2020","1","2020-01-04T00:00:00.000","By Week","Week-ending","Oregon","All Ages","0","741","42","11","53","53",
"09/08/2022","12/29/2019","01/04/2020","2020","1","2020-01-04T00:00:00.000","By Week","Week-ending","Oregon","0-17 years","0",,"0","0","0","0","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","12/29/2019","01/04/2020","2020","1","2020-01-04T00:00:00.000","By Week","Week-ending","Oregon","18-64 years","0","155",,,"11","11","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","12/29/2019","01/04/2020","2020","1","2020-01-04T00:00:00.000","By Week","Week-ending","Oregon","65 years and over","0","577","36",,"42","42","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","12/29/2019","01/04/2020","2020","1","2020-01-04T00:00:00.000","By Week","Week-ending","Pennsylvania","All Ages","0","2772","168","17","185","185",
"09/08/2022","12/29/2019","01/04/2020","2020","1","2020-01-04T00:00:00.000","By Week","Week-ending","Pennsylvania","0-17 years","0","22",,"0",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","12/29/2019","01/04/2020","2020","1","2020-01-04T00:00:00.000","By Week","Week-ending","Pennsylvania","18-64 years","0","610","26",,"30","30","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","12/29/2019","01/04/2020","2020","1","2020-01-04T00:00:00.000","By Week","Week-ending","Pennsylvania","65 years and over","0","2140","140","13","153","153",
"09/08/2022","12/29/2019","01/04/2020","2020","1","2020-01-04T00:00:00.000","By Week","Week-ending","Rhode Island","All Ages","0","225","15",,"16","16","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","12/29/2019","01/04/2020","2020","1","2020-01-04T00:00:00.000","By Week","Week-ending","Rhode Island","0-17 years","0",,"0","0","0","0","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","12/29/2019","01/04/2020","2020","1","2020-01-04T00:00:00.000","By Week","Week-ending","Rhode Island","18-64 years","0","45",,"0",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","12/29/2019","01/04/2020","2020","1","2020-01-04T00:00:00.000","By Week","Week-ending","Rhode Island","65 years and over","0","177","13",,"14","14","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","12/29/2019","01/04/2020","2020","1","2020-01-04T00:00:00.000","By Week","Week-ending","South Carolina","All Ages","0","1103","87","15","102","102",
"09/08/2022","12/29/2019","01/04/2020","2020","1","2020-01-04T00:00:00.000","By Week","Week-ending","South Carolina","0-17 years","0","15","0",,,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","12/29/2019","01/04/2020","2020","1","2020-01-04T00:00:00.000","By Week","Week-ending","South Carolina","18-64 years","0","305","23",,"30","30","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","12/29/2019","01/04/2020","2020","1","2020-01-04T00:00:00.000","By Week","Week-ending","South Carolina","65 years and over","0","783","64",,"71","71","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","12/29/2019","01/04/2020","2020","1","2020-01-04T00:00:00.000","By Week","Week-ending","South Dakota","All Ages","0","176","17",,"18","18","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","12/29/2019","01/04/2020","2020","1","2020-01-04T00:00:00.000","By Week","Week-ending","South Dakota","0-17 years","0",,"0","0","0","0","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","12/29/2019","01/04/2020","2020","1","2020-01-04T00:00:00.000","By Week","Week-ending","South Dakota","18-64 years","0","46","0",,,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","12/29/2019","01/04/2020","2020","1","2020-01-04T00:00:00.000","By Week","Week-ending","South Dakota","65 years and over","0","128","17","0","17","17",
"09/08/2022","12/29/2019","01/04/2020","2020","1","2020-01-04T00:00:00.000","By Week","Week-ending","Tennessee","All Ages","0","1558","121","23","144","144",
"09/08/2022","12/29/2019","01/04/2020","2020","1","2020-01-04T00:00:00.000","By Week","Week-ending","Tennessee","0-17 years","0","24",,,,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","12/29/2019","01/04/2020","2020","1","2020-01-04T00:00:00.000","By Week","Week-ending","Tennessee","18-64 years","0","452","26","11","37","37",
"09/08/2022","12/29/2019","01/04/2020","2020","1","2020-01-04T00:00:00.000","By Week","Week-ending","Tennessee","65 years and over","0","1082","93","11","104","104",
"09/08/2022","12/29/2019","01/04/2020","2020","1","2020-01-04T00:00:00.000","By Week","Week-ending","Texas","All Ages","0","4239","306","42","348","348",
"09/08/2022","12/29/2019","01/04/2020","2020","1","2020-01-04T00:00:00.000","By Week","Week-ending","Texas","0-17 years","0","69","0",,,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
