"indicator","panel","panel_num","unit","unit_num","stub_name","stub_name_num","stub_label_num","stub_label","year","year_num","age","age_num","estimate","se","flag"
"Obesity among children and adolescents aged 2-19 years","2-19 years","1","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.213","Female: Not Hispanic or Latino: Asian only","2007-2010","6","2-19 years","0",,,"-"
"Obesity among children and adolescents aged 2-19 years","2-19 years","1","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.213","Female: Not Hispanic or Latino: Asian only","2009-2012","7","2-19 years","0",,,"-"
"Obesity among children and adolescents aged 2-19 years","2-19 years","1","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.213","Female: Not Hispanic or Latino: Asian only","2011-2014","8","2-19 years","0","5.3","1.3","*"
"Obesity among children and adolescents aged 2-19 years","2-19 years","1","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.213","Female: Not Hispanic or Latino: Asian only","2013-2016","9","2-19 years","0","7.4","1.2",
"Obesity among children and adolescents aged 2-19 years","2-19 years","1","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.213","Female: Not Hispanic or Latino: Asian only","2015-2018","10","2-19 years","0","7.4","1.4",
"Obesity among children and adolescents aged 2-19 years","2-19 years","1","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.221","Female: Hispanic or Latino: All races","1988-1994","1","2-19 years","0",,,"-"
"Obesity among children and adolescents aged 2-19 years","2-19 years","1","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.221","Female: Hispanic or Latino: All races","1999-2002","2","2-19 years","0",,,"-"
"Obesity among children and adolescents aged 2-19 years","2-19 years","1","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.221","Female: Hispanic or Latino: All races","2001-2004","3","2-19 years","0",,,"-"
"Obesity among children and adolescents aged 2-19 years","2-19 years","1","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.221","Female: Hispanic or Latino: All races","2003-2006","4","2-19 years","0",,,"-"
"Obesity among children and adolescents aged 2-19 years","2-19 years","1","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.221","Female: Hispanic or Latino: All races","2005-2008","5","2-19 years","0",,,"-"
"Obesity among children and adolescents aged 2-19 years","2-19 years","1","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.221","Female: Hispanic or Latino: All races","2007-2010","6","2-19 years","0","18.1","1.2",
"Obesity among children and adolescents aged 2-19 years","2-19 years","1","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.221","Female: Hispanic or Latino: All races","2009-2012","7","2-19 years","0","19.8","1.1",
"Obesity among children and adolescents aged 2-19 years","2-19 years","1","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.221","Female: Hispanic or Latino: All races","2011-2014","8","2-19 years","0","21.4","1.3",
"Obesity among children and adolescents aged 2-19 years","2-19 years","1","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.221","Female: Hispanic or Latino: All races","2013-2016","9","2-19 years","0","22.9","1.4",
"Obesity among children and adolescents aged 2-19 years","2-19 years","1","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.221","Female: Hispanic or Latino: All races","2015-2018","10","2-19 years","0","23.3","1.6",
"Obesity among children and adolescents aged 2-19 years","2-19 years","1","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.222","Female: Hispanic or Latino: Mexican: All races","1988-1994","1","2-19 years","0","13.8","1.9",
"Obesity among children and adolescents aged 2-19 years","2-19 years","1","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.222","Female: Hispanic or Latino: Mexican: All races","1999-2002","2","2-19 years","0","16.9","1.3",
"Obesity among children and adolescents aged 2-19 years","2-19 years","1","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.222","Female: Hispanic or Latino: Mexican: All races","2001-2004","3","2-19 years","0","16.5","1.5",
"Obesity among children and adolescents aged 2-19 years","2-19 years","1","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.222","Female: Hispanic or Latino: Mexican: All races","2003-2006","4","2-19 years","0","18.4","1.5",
"Obesity among children and adolescents aged 2-19 years","2-19 years","1","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.222","Female: Hispanic or Latino: Mexican: All races","2005-2008","5","2-19 years","0","18.5","1.4",
"Obesity among children and adolescents aged 2-19 years","2-19 years","1","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.222","Female: Hispanic or Latino: Mexican: All races","2007-2010","6","2-19 years","0","17.4","1.8",
"Obesity among children and adolescents aged 2-19 years","2-19 years","1","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.222","Female: Hispanic or Latino: Mexican: All races","2009-2012","7","2-19 years","0","19.6","1.5",
"Obesity among children and adolescents aged 2-19 years","2-19 years","1","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.222","Female: Hispanic or Latino: Mexican: All races","2011-2014","8","2-19 years","0","22.7","1.7",
"Obesity among children and adolescents aged 2-19 years","2-19 years","1","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.222","Female: Hispanic or Latino: Mexican: All races","2013-2016","9","2-19 years","0","24.2","1.9",
"Obesity among children and adolescents aged 2-19 years","2-19 years","1","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.222","Female: Hispanic or Latino: Mexican: All races","2015-2018","10","2-19 years","0","24.6","2",
"Obesity among children and adolescents aged 2-19 years","2-19 years","1","Percent of population, crude","1","Percent of poverty level","5","5.1","Below 100%","1988-1994","1","2-19 years","0","12.6","1.2",
"Obesity among children and adolescents aged 2-19 years","2-19 years","1","Percent of population, crude","1","Percent of poverty level","5","5.1","Below 100%","1999-2002","2","2-19 years","0","17.6","1.1",
"Obesity among children and adolescents aged 2-19 years","2-19 years","1","Percent of population, crude","1","Percent of poverty level","5","5.1","Below 100%","2001-2004","3","2-19 years","0","17.9","1.3",
"Obesity among children and adolescents aged 2-19 years","2-19 years","1","Percent of population, crude","1","Percent of poverty level","5","5.1","Below 100%","2003-2006","4","2-19 years","0","18.9","1.4",
"Obesity among children and adolescents aged 2-19 years","2-19 years","1","Percent of population, crude","1","Percent of poverty level","5","5.1","Below 100%","2005-2008","5","2-19 years","0","19.9","1.4",
"Obesity among children and adolescents aged 2-19 years","2-19 years","1","Percent of population, crude","1","Percent of poverty level","5","5.1","Below 100%","2007-2010","6","2-19 years","0","20.8","1.1",
"Obesity among children and adolescents aged 2-19 years","2-19 years","1","Percent of population, crude","1","Percent of poverty level","5","5.1","Below 100%","2009-2012","7","2-19 years","0","20.9","0.9",
"Obesity among children and adolescents aged 2-19 years","2-19 years","1","Percent of population, crude","1","Percent of poverty level","5","5.1","Below 100%","2011-2014","8","2-19 years","0","19.4","0.9",
"Obesity among children and adolescents aged 2-19 years","2-19 years","1","Percent of population, crude","1","Percent of poverty level","5","5.1","Below 100%","2013-2016","9","2-19 years","0","21","1.1",
"Obesity among children and adolescents aged 2-19 years","2-19 years","1","Percent of population, crude","1","Percent of poverty level","5","5.1","Below 100%","2015-2018","10","2-19 years","0","23.9","1.3",
"Obesity among children and adolescents aged 2-19 years","2-19 years","1","Percent of population, crude","1","Percent of poverty level","5","5.2","100%-199%","1988-1994","1","2-19 years","0","10.2","1",
"Obesity among children and adolescents aged 2-19 years","2-19 years","1","Percent of population, crude","1","Percent of poverty level","5","5.2","100%-199%","1999-2002","2","2-19 years","0","15.3","1.3",
"Obesity among children and adolescents aged 2-19 years","2-19 years","1","Percent of population, crude","1","Percent of poverty level","5","5.2","100%-199%","2001-2004","3","2-19 years","0","16.7","1.2",
"Obesity among children and adolescents aged 2-19 years","2-19 years","1","Percent of population, crude","1","Percent of poverty level","5","5.2","100%-199%","2003-2006","4","2-19 years","0","17.4","1.3",
"Obesity among children and adolescents aged 2-19 years","2-19 years","1","Percent of population, crude","1","Percent of poverty level","5","5.2","100%-199%","2005-2008","5","2-19 years","0","18.2","1.4",
"Obesity among children and adolescents aged 2-19 years","2-19 years","1","Percent of population, crude","1","Percent of poverty level","5","5.2","100%-199%","2007-2010","6","2-19 years","0","18.3","1.3",
"Obesity among children and adolescents aged 2-19 years","2-19 years","1","Percent of population, crude","1","Percent of poverty level","5","5.2","100%-199%","2009-2012","7","2-19 years","0","18.5","1.3",
"Obesity among children and adolescents aged 2-19 years","2-19 years","1","Percent of population, crude","1","Percent of poverty level","5","5.2","100%-199%","2011-2014","8","2-19 years","0","20.3","1.4",
"Obesity among children and adolescents aged 2-19 years","2-19 years","1","Percent of population, crude","1","Percent of poverty level","5","5.2","100%-199%","2013-2016","9","2-19 years","0","20.7","1.1",
"Obesity among children and adolescents aged 2-19 years","2-19 years","1","Percent of population, crude","1","Percent of poverty level","5","5.2","100%-199%","2015-2018","10","2-19 years","0","21.7","1.3",
"Obesity among children and adolescents aged 2-19 years","2-19 years","1","Percent of population, crude","1","Percent of poverty level","5","5.3","200%-399%","1988-1994","1","2-19 years","0","9.4","1",
"Obesity among children and adolescents aged 2-19 years","2-19 years","1","Percent of population, crude","1","Percent of poverty level","5","5.3","200%-399%","1999-2002","2","2-19 years","0","14","1",
"Obesity among children and adolescents aged 2-19 years","2-19 years","1","Percent of population, crude","1","Percent of poverty level","5","5.3","200%-399%","2001-2004","3","2-19 years","0","17.8","1.2",
"Obesity among children and adolescents aged 2-19 years","2-19 years","1","Percent of population, crude","1","Percent of poverty level","5","5.3","200%-399%","2003-2006","4","2-19 years","0","17.1","1.5",
"Obesity among children and adolescents aged 2-19 years","2-19 years","1","Percent of population, crude","1","Percent of poverty level","5","5.3","200%-399%","2005-2008","5","2-19 years","0","16","1.4",
"Obesity among children and adolescents aged 2-19 years","2-19 years","1","Percent of population, crude","1","Percent of poverty level","5","5.3","200%-399%","2007-2010","6","2-19 years","0","16.7","1.1",
"Obesity among children and adolescents aged 2-19 years","2-19 years","1","Percent of population, crude","1","Percent of poverty level","5","5.3","200%-399%","2009-2012","7","2-19 years","0","15.9","1.4",
"Obesity among children and adolescents aged 2-19 years","2-19 years","1","Percent of population, crude","1","Percent of poverty level","5","5.3","200%-399%","2011-2014","8","2-19 years","0","16.4","1.7",
