"indicator","unit","unit_num","stub_name","stub_name_num","stub_label","stub_label_num","year","year_num","age","age_num","estimate","se","flag"
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Hispanic origin and race","5","Hispanic or Latino: Puerto Rican: All races","5.12","1994","3","Under 65 years","4","37.7","3.9",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Hispanic origin and race","5","Hispanic or Latino: Cuban: All races","5.13","1994","3","Under 65 years","4","9.5","2","*"
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Hispanic origin and race","5","Hispanic or Latino: Other: All races","5.14","1994","3","Under 65 years","4","16.6","1.3",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Hispanic origin and race","5","Not Hispanic or Latino: All races","5.2","1994","3","Under 65 years","4","10","0.3",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Hispanic origin and race","5","Not Hispanic or Latino: Black or African American only","5.21","1994","3","Under 65 years","4","28.7","0.9",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Hispanic origin and race","5","Not Hispanic or Latino: White only","5.22","1994","3","Under 65 years","4","6.6","0.2",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","Under 65 years: Below 100%","6.11","1994","3","Under 65 years","4","47.1","0.9",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","Under 65 years: 100%-199%","6.12","1994","3","Under 65 years","4","11.8","0.4",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","Under 65 years: 100%-133%","6.121","1994","3","Under 65 years","4","19.6","0.8",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","Under 65 years: 134%-199%","6.122","1994","3","Under 65 years","4","7.9","0.4",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","Under 65 years: 200%-399%","6.13","1994","3","Under 65 years","4","2","0.1",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","Under 65 years: 400% or more","6.14","1994","3","Under 65 years","4","0.6","0.1",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","Under 19 years: Below 100%","6.21","1994","3","Under 19 years","1","62.1","1.1",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","Under 19 years: 100%-199%","6.22","1994","3","Under 19 years","1","17.1","0.6",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","Under 19 years: 100%-133%","6.221","1994","3","Under 19 years","1","27.6","1.2",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","Under 19 years: 134%-199%","6.222","1994","3","Under 19 years","1","11.6","0.7",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","Under 19 years: 200%-399%","6.23","1994","3","Under 19 years","1","3","0.2",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","Under 19 years: 400% or more","6.24","1994","3","Under 19 years","1","2","0.4",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","Under 18 years: Below 100%","6.31","1994","3","Under 18 years","2","64.3","1.1",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","Under 18 years: 100%-199%","6.32","1994","3","Under 18 years","2","17.4","0.7",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","Under 18 years: 100%-133%","6.321","1994","3","Under 18 years","2","28","1.2",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","Under 18 years: 134%-199%","6.322","1994","3","Under 18 years","2","11.8","0.7",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","Under 18 years: 200%-399%","6.33","1994","3","Under 18 years","2","2.9","0.2",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","Under 18 years: 400% or more","6.34","1994","3","Under 18 years","2","2.2","0.4",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","18-64 years: Below 100%","6.41","1994","3","18-64 years","3","33.4","0.9",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","18-64 years: 100%-199%","6.42","1994","3","18-64 years","3","8.5","0.3",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","18-64 years: 100%-133%","6.421","1994","3","18-64 years","3","14.4","0.7",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","18-64 years: 134%-199%","6.422","1994","3","18-64 years","3","5.7","0.3",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","18-64 years: 200%-399%","6.43","1994","3","18-64 years","3","1.5","0.1",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","18-64 years: 400% or more","6.44","1994","3","18-64 years","3","0.4","0.1",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Level of difficulty (18-64 years)","7","A lot of difficulty or cannot do at all","7.1","1994","3","18-64 years","3",,,"---"
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Level of difficulty (18-64 years)","7","No difficulty","7.2","1994","3","18-64 years","3",,,"---"
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Level of difficulty (18-64 years)","7","Some difficulty","7.3","1994","3","18-64 years","3",,,"---"
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Geographic region","8","Northeast","8.1","1994","3","Under 65 years","4","11.5","0.7",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Geographic region","8","Midwest","8.2","1994","3","Under 65 years","4","10.5","0.6",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Geographic region","8","South","8.3","1994","3","Under 65 years","4","10.8","0.4",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Geographic region","8","West","8.4","1994","3","Under 65 years","4","12.5","0.7",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Location of residence","9","Within MSA","9.1","1994","3","Under 65 years","4","11.4","0.3",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Location of residence","9","Outside MSA","9.2","1994","3","Under 65 years","4","10.5","0.6",
