"gender","ethnicity","eeo4_description","eeop_job_group_description","department","eeo_function","age","employment_status"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified Probationary"
"Female","Not Applicable","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Unclassified Extra Help"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified Probationary"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Unclassified Extra Help"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Unclassified Extra Help"
"Female","Hispanic/Latino","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Unclassified Extra Help"
"Male","White","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified Probationary"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Unclassified  Exempt"
"Male","Asian","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Unclassified Extra Help"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified Probationary"
"Female","White","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified Probationary"
"Female","Not Applicable","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified Probationary"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified Probationary"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified Probationary"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Unclassified Extra Help"
"Male","Asian","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified Probationary"
"Female","White","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified Probationary"
"Male","Black/African American","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Unclassified  Exempt"
"Male","Not Applicable","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Unclassified  Exempt"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Unclassified  Exempt"
"Male","Two or More Races","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Unclassified  Exempt"
"Female","White","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Unclassified  Exempt"
"Male","Asian","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Unclassified  Exempt"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified Probationary"
"Female","Not Applicable","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Unclassified Extra Help"
"Male","Asian","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Unclassified Extra Help"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Unclassified Extra Help"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Unclassified  Exempt"
"Male","Asian","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified Probationary"
"Female","Asian","Service Maintenance","Service Maintenance","VECTOR CONTROL DISTRICT","Natural Resources","20 - 29","Classified Probationary"
"Male","Not Applicable","Administrative Support","Technicians","AGRICULTURE & ENVIRON MGMT","Natural Resources","20 - 29","Classified Probationary"
"Male","Not Applicable","Professionals","Officials and Adminstrators","AGRICULTURE & ENVIRON MGMT","Natural Resources","20 - 29","Unclassified Extra Help"
"Male","Two or More Races","Service Maintenance","Service Maintenance","ROADS AND AIRPORTS","Utilities & Transportation","20 - 29","Classified Probationary"
"Female","Hispanic/Latino","Administrative Support","Administrative Support","BEHAVIORAL HEALTH SERVICES","Health","20 - 29","Classified Probationary"
"Female","Hispanic/Latino","Service Maintenance","Service Maintenance","BEHAVIORAL HEALTH SERVICES","Health","20 - 29","Classified  Permanent"
"Female","Asian","Paraprofessionals","Administrative Support","BEHAVIORAL HEALTH SERVICES","Health","20 - 29","Classified  Permanent"
"Female","Hispanic/Latino","Paraprofessionals","Administrative Support","BEHAVIORAL HEALTH SERVICES","Health","20 - 29","Classified  Permanent"
"Female","Black/African American","Professionals","Professionals","BEHAVIORAL HEALTH SERVICES","Health","20 - 29","Classified  Permanent"
"Female","Hispanic/Latino","Professionals","Professionals","BEHAVIORAL HEALTH SERVICES","Health","20 - 29","Classified  Permanent"
"Female","Hispanic/Latino","Professionals","Professionals","BEHAVIORAL HEALTH SERVICES","Health","20 - 29","Unclassified Extra Help"
"Female","Black/African American","Administrative Support","Administrative Support","CLERK OF THE BOARD","Financial Administration","20 - 29","Classified  Permanent"
"Female","Hispanic/Latino","Administrative Support","Administrative Support","COMMUNICATIONS","Police Protection","20 - 29","Classified  Permanent"
"Male","Not Applicable","Service Maintenance","Service Maintenance","COMMUNICATIONS","Police Protection","20 - 29","Unclassified Extra Help"
"Male","White","Professionals","Professionals","CONTROLLER TREASURER","Financial Administration","20 - 29","Classified Probationary"
"Female","Asian","Professionals","Officials and Adminstrators","COUNTY EXECUTIVE","Financial Administration","20 - 29","Classified Temp Provisional"
"Female","White","Professionals","Officials and Adminstrators","COUNTY EXECUTIVE","Financial Administration","20 - 29","Unclassified Extra Help"
"Male","Not Applicable","Administrative Support","Administrative Support","COUNTY LIBRARY","Other","20 - 29","Classified  Permanent"
"Female","White","Administrative Support","Administrative Support","COUNTY LIBRARY","Other","20 - 29","Unclassified Extra Help"
"Male","Not Applicable","Administrative Support","Administrative Support","COUNTY LIBRARY","Other","20 - 29","Unclassified Extra Help"
"Male","Not Applicable","Administrative Support","Administrative Support","COUNTY LIBRARY","Other","20 - 29","Unclassified Extra Help"
"Female","Not Applicable","Paraprofessionals","Administrative Support","COUNTY LIBRARY","Other","20 - 29","Classified Probationary"
"Male","Not Applicable","Protective Service Workers","Protective Services-Non Sworn","COUNTY LIBRARY","Other","20 - 29","Classified Probationary"
"Male","White","Administrative Support","Administrative Support","PARKS & RECREATION","Natural Resources","20 - 29","Unclassified Extra Help"
"Male","White","Administrative Support","Administrative Support","PARKS & RECREATION","Natural Resources","20 - 29","Classified  Permanent"
"Male","Hispanic/Latino","Administrative Support","Administrative Support","PARKS & RECREATION","Natural Resources","20 - 29","Classified Probationary"
"Female","White","Administrative Support","Administrative Support","PARKS & RECREATION","Natural Resources","20 - 29","Unclassified Extra Help"
"Male","Hispanic/Latino","Service Maintenance","Service Maintenance","PARKS & RECREATION","Natural Resources","20 - 29","Classified Probationary"
"Male","White","Protective Service Workers","Protective Services - Sworn","PARKS & RECREATION","Natural Resources","20 - 29","Classified  Permanent"
"Male","Asian","Protective Service Workers","Protective Services - Sworn","PARKS & RECREATION","Natural Resources","20 - 29","Classified  Permanent"
"Male","Two or More Races","Professionals","Professionals","PARKS & RECREATION","Natural Resources","20 - 29","Unclassified Extra Help"
"Female","Hispanic/Latino","Administrative Support","Administrative Support","COUNTY CLERK-RECORDER","Other","20 - 29","Classified Probationary"
"Male","Asian","Professionals","Professionals","CUSTODY HEALTH SERVICES","Health","20 - 29","Unclassified Extra Help"
"Male","Asian","Professionals","Professionals","CUSTODY HEALTH SERVICES","Health","20 - 29","Unclassified Extra Help"
"Male","Asian","Administrative Support","Administrative Support","DEPARTMENT OF CORRECTION","Corrections","20 - 29","Classified  Permanent"
"Female","Two or More Races","Service Maintenance","Service Maintenance","DEPARTMENT OF CORRECTION","Corrections","20 - 29","Classified  Permanent"
"Female","Hispanic/Latino","Service Maintenance","Service Maintenance","DEPARTMENT OF CORRECTION","Corrections","20 - 29","Classified Probationary"
"Male","Hispanic/Latino","Protective Service Workers","Protective Services-Non Sworn","DEPARTMENT OF CORRECTION","Corrections","20 - 29","Unclassified  Exempt"
"Female","Black/African American","Professionals","Professionals","DEPARTMENT OF CORRECTION","Corrections","20 - 29","Classified Probationary"
"Female","Hispanic/Latino","Administrative Support","Administrative Support","DEPT OF CHILD SUPPORT SERVICES","Other","20 - 29","Classified  Permanent"
"Male","Not Applicable","Professionals","Officials and Adminstrators","DEPT OF ENVIRONMENTAL HEALTH","Natural Resources","20 - 29","Classified  Permanent"
"Female","Asian","Professionals","Officials and Adminstrators","DEPT OF ENVIRONMENTAL HEALTH","Natural Resources","20 - 29","Classified Probationary"
"Male","Asian","Administrative Support","Administrative Support","REGISTRAR OF VOTERS","Other","20 - 29","Unclassified Extra Help"
"Male","Not Applicable","Administrative Support","Administrative Support","DEPT OF TAX AND COLLECTIONS","Financial Administration","20 - 29","Classified Probationary"
"Female","Hispanic/Latino","Administrative Support","Administrative Support","DISTRICT ATTORNEY","Financial Administration","20 - 29","Classified  Permanent"
"Female","Asian","Paraprofessionals","Administrative Support","DISTRICT ATTORNEY","Financial Administration","20 - 29","Classified  Permanent"
"Male","White","Paraprofessionals","Administrative Support","DISTRICT ATTORNEY","Financial Administration","20 - 29","Classified  Permanent"
"Female","White","Professionals","Professionals","DISTRICT ATTORNEY","Financial Administration","20 - 29","Classified  Permanent"
"Female","White","Professionals","Professionals","DISTRICT ATTORNEY","Financial Administration","20 - 29","Classified Probationary"
"Female","White","Professionals","Professionals","DISTRICT ATTORNEY","Financial Administration","20 - 29","Classified Probationary"
"Female","White","Professionals","Professionals","DISTRICT ATTORNEY","Financial Administration","20 - 29","Classified  Permanent"
"Male","Two or More Races","Professionals","Professionals","DISTRICT ATTORNEY","Financial Administration","20 - 29","Classified Probationary"
"Female","White","Professionals","Professionals","DISTRICT ATTORNEY","Financial Administration","20 - 29","Classified Probationary"
"Female","White","Professionals","Professionals","DISTRICT ATTORNEY","Financial Administration","20 - 29","Unclassified Extra Help"
"Female","Hispanic/Latino","Administrative Support","Administrative Support","EMPLOYEE SERVICES AGENCY","Financial Administration","20 - 29","Classified Probationary"
"Male","Asian","Administrative Support","Administrative Support","EMPLOYEE SERVICES AGENCY","Financial Administration","20 - 29","Classified Probationary"
"Female","Not Applicable","Administrative Support","Administrative Support","EMPLOYEE SERVICES AGENCY","Financial Administration","20 - 29","Classified Probationary"
"Male","Asian","Professionals","Professionals","EMPLOYEE SERVICES AGENCY","Financial Administration","20 - 29","Classified  Permanent"
"Male","Asian","Professionals","Officials and Adminstrators","EMPLOYEE SERVICES AGENCY","Financial Administration","20 - 29","Classified  Permanent"
"Male","Asian","Service Maintenance","Service Maintenance","FACILITIES AND FLEET","Financial Administration","20 - 29","Classified  Permanent"
"Female","Two or More Races","Service Maintenance","Service Maintenance","FACILITIES AND FLEET","Financial Administration","20 - 29","Classified Probationary"
"Male","White","Service Maintenance","Service Maintenance","FACILITIES AND FLEET","Financial Administration","20 - 29","Classified  Permanent"
"Male","Not Applicable","Service Maintenance","Service Maintenance","FACILITIES AND FLEET","Financial Administration","20 - 29","Classified  Permanent"
"Female","Not Applicable","Professionals","Professionals","PRE-TRIAL SERVICES","Corrections","20 - 29","Unclassified Extra Help"
"Male","Hispanic/Latino","Administrative Support","Administrative Support","PROBATION","Corrections","20 - 29","Classified  Permanent"
"Female","Hispanic/Latino","Administrative Support","Administrative Support","PROBATION","Corrections","20 - 29","Classified Probationary"
"Female","Hispanic/Latino","Administrative Support","Administrative Support","PROBATION","Corrections","20 - 29","Classified  Permanent"
"Female","Not Applicable","Protective Service Workers","Protective Services - Sworn","PROBATION","Corrections","20 - 29","Classified Probationary"
"Female","Two or More Races","Protective Service Workers","Protective Services - Sworn","PROBATION","Corrections","20 - 29","Unclassified Extra Help"
"Female","Hispanic/Latino","Protective Service Workers","Protective Services - Sworn","PROBATION","Corrections","20 - 29","Classified  Permanent"
"Female","Hispanic/Latino","Protective Service Workers","Protective Services - Sworn","PROBATION","Corrections","20 - 29","Unclassified Extra Help"
"Female","White","Protective Service Workers","Protective Services - Sworn","PROBATION","Corrections","20 - 29","Classified  Permanent"
"Female","Hispanic/Latino","Protective Service Workers","Protective Services - Sworn","PROBATION","Corrections","20 - 29","Classified  Permanent"
"Female","White","Protective Service Workers","Protective Services - Sworn","PROBATION","Corrections","20 - 29","Classified Probationary"
"Female","Hispanic/Latino","Protective Service Workers","Protective Services - Sworn","PROBATION","Corrections","20 - 29","Classified Probationary"
"Female","Black/African American","Protective Service Workers","Protective Services - Sworn","PROBATION","Corrections","20 - 29","Unclassified Extra Help"
"Male","Not Applicable","Protective Service Workers","Protective Services - Sworn","PROBATION","Corrections","20 - 29","Classified Probationary"
"Female","Hispanic/Latino","Protective Service Workers","Protective Services - Sworn","PROBATION","Corrections","20 - 29","Classified Probationary"
"Female","Not Applicable","Administrative Support","Administrative Support","PROCUREMENT","Financial Administration","20 - 29","Unclassified Extra Help"
"Female","Not Applicable","Administrative Support","Administrative Support","PROCUREMENT","Financial Administration","20 - 29","Unclassified Extra Help"
"Male","Not Applicable","Professionals","Professionals","PUBLIC DEFENDER","Financial Administration","20 - 29","Unclassified Extra Help"
"Female","Hispanic/Latino","Administrative Support","Administrative Support","PUBLIC HEALTH","Health","20 - 29","Classified  Permanent"
"Female","Hispanic/Latino","Professionals","Officials and Adminstrators","PUBLIC HEALTH","Health","20 - 29","Classified Probationary"
"Male","Not Applicable","Administrative Support","Administrative Support","REGISTRAR OF VOTERS","Other","20 - 29","Unclassified Extra Help"
"Male","Not Applicable","Administrative Support","Administrative Support","REGISTRAR OF VOTERS","Other","20 - 29","Unclassified Extra Help"
"Male","White","Protective Service Workers","Protective Services - Sworn","SHERIFF SERVICES","Police Protection","20 - 29","Classified Probationary"
"Male","Asian","Protective Service Workers","Protective Services - Sworn","SHERIFF SERVICES","Police Protection","20 - 29","Classified  Permanent"
"Male","Black/African American","Protective Service Workers","Protective Services - Sworn","SHERIFF SERVICES","Police Protection","20 - 29","Classified  Permanent"
"Male","White","Protective Service Workers","Protective Services-Non Sworn","SHERIFF SERVICES","Police Protection","20 - 29","Classified  Permanent"
"Male","Hispanic/Latino","Protective Service Workers","Protective Services - Sworn","SHERIFF SERVICES","Police Protection","20 - 29","Classified  Permanent"
"Male","Hispanic/Latino","Protective Service Workers","Protective Services - Sworn","SHERIFF SERVICES","Police Protection","20 - 29","Classified Probationary"
"Male","Hispanic/Latino","Protective Service Workers","Protective Services - Sworn","SHERIFF SERVICES","Police Protection","20 - 29","Classified  Permanent"
"Male","Two or More Races","Protective Service Workers","Protective Services - Sworn","SHERIFF SERVICES","Police Protection","20 - 29","Classified Probationary"
"Male","Two or More Races","Protective Service Workers","Protective Services - Sworn","SHERIFF SERVICES","Police Protection","20 - 29","Classified Probationary"
"Male","Hispanic/Latino","Protective Service Workers","Protective Services - Sworn","SHERIFF SERVICES","Police Protection","20 - 29","Classified  Permanent"
"Male","Asian","Protective Service Workers","Protective Services - Sworn","SHERIFF SERVICES","Police Protection","20 - 29","Classified  Permanent"
"Male","Hispanic/Latino","Protective Service Workers","Protective Services-Non Sworn","SHERIFF SERVICES","Police Protection","20 - 29","Unclassified  Exempt"
"Male","Asian","Protective Service Workers","Protective Services-Non Sworn","SHERIFF SERVICES","Police Protection","20 - 29","Unclassified  Exempt"
"Male","Hispanic/Latino","Protective Service Workers","Protective Services-Non Sworn","SHERIFF SERVICES","Police Protection","20 - 29","Unclassified  Exempt"
"Female","Black/African American","Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT","Corrections","20 - 29","Classified Probationary"
"Male","White","Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT","Corrections","20 - 29","Classified Probationary"
"Male","Two or More Races","Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT","Corrections","20 - 29","Classified Probationary"
"Male","Two or More Races","Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT","Corrections","20 - 29","Classified Probationary"
"Male","Hispanic/Latino","Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT","Corrections","20 - 29","Classified Probationary"
"Male","White","Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT","Corrections","20 - 29","Classified  Permanent"
"Male","Hispanic/Latino","Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT","Corrections","20 - 29","Classified  Permanent"
"Female","Asian","Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT","Corrections","20 - 29","Classified  Permanent"
"Male","White","Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT","Corrections","20 - 29","Classified Probationary"
"Male","Hispanic/Latino","Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT","Corrections","20 - 29","Classified Probationary"
"Male","White","Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT","Corrections","20 - 29","Classified Probationary"
"Male","Native Hawaiian/Oth Pac Island","Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT","Corrections","20 - 29","Classified  Permanent"
"Male","Hispanic/Latino","Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT","Corrections","20 - 29","Classified  Permanent"
"Female","White","Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT","Corrections","20 - 29","Classified  Permanent"
"Male","White","Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT","Corrections","20 - 29","Classified  Permanent"
"Female","Hispanic/Latino","Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT","Corrections","20 - 29","Classified  Permanent"
"Male","Asian","Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT","Corrections","20 - 29","Classified  Permanent"
"Male","Hispanic/Latino","Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT","Corrections","20 - 29","Classified  Permanent"
"Male","Hispanic/Latino","Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT","Corrections","20 - 29","Classified  Permanent"
"Male","Hispanic/Latino","Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT","Corrections","20 - 29","Classified  Permanent"
"Female","Hispanic/Latino","Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT","Corrections","20 - 29","Classified  Permanent"
"Female","White","Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT","Corrections","20 - 29","Classified  Permanent"
"Female","Hispanic/Latino","Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT","Corrections","20 - 29","Classified Probationary"
"Male","White","Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT","Corrections","20 - 29","Classified  Permanent"
"Male","Hispanic/Latino","Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT","Corrections","20 - 29","Classified  Permanent"
"Male","White","Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT","Corrections","20 - 29","Classified  Permanent"
"Female","Hispanic/Latino","Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT","Corrections","20 - 29","Classified  Permanent"
"Male","Two or More Races","Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT","Corrections","20 - 29","Classified  Permanent"
"Male","Hispanic/Latino","Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT","Corrections","20 - 29","Classified  Permanent"
"Male","Asian","Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT","Corrections","20 - 29","Classified  Permanent"
"Female","White","Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT","Corrections","20 - 29","Classified  Permanent"
"Male","Asian","Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT","Corrections","20 - 29","Classified  Permanent"
"Male","Black/African American","Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT","Corrections","20 - 29","Classified Probationary"
"Female","Hispanic/Latino","Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT","Corrections","20 - 29","Classified Probationary"
"Male","Hispanic/Latino","Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT","Corrections","20 - 29","Classified Probationary"
"Male","Asian","Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT","Corrections","20 - 29","Classified  Permanent"
"Male","Hispanic/Latino","Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT","Corrections","20 - 29","Classified Probationary"
"Male","Not Applicable","Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT","Corrections","20 - 29","Classified Probationary"
"Female","Not Applicable","Administrative Support","Administrative Support","SOCIAL SERVICES AGENCY","Public Welfare","20 - 29","Classified Probationary"
"Female","Hispanic/Latino","Administrative Support","Administrative Support","SOCIAL SERVICES AGENCY","Public Welfare","20 - 29","Unclassified  Benefits"
"Female","Not Applicable","Administrative Support","Administrative Support","SOCIAL SERVICES AGENCY","Public Welfare","20 - 29","Classified  Permanent"
"Male","Asian","Administrative Support","Administrative Support","SOCIAL SERVICES AGENCY","Public Welfare","20 - 29","Classified  Permanent"
"Female","Two or More Races","Administrative Support","Administrative Support","SOCIAL SERVICES AGENCY","Public Welfare","20 - 29","Classified  Permanent"
"Female","White","Administrative Support","Administrative Support","SOCIAL SERVICES AGENCY","Public Welfare","20 - 29","Classified Probationary"
"Female","Hispanic/Latino","Administrative Support","Administrative Support","SOCIAL SERVICES AGENCY","Public Welfare","20 - 29","Classified Probationary"
"Male","Asian","Administrative Support","Administrative Support","SOCIAL SERVICES AGENCY","Public Welfare","20 - 29","Classified  Permanent"
"Female","Not Applicable","Administrative Support","Administrative Support","SOCIAL SERVICES AGENCY","Public Welfare","20 - 29","Classified  Permanent"
