"order","date","subject_s","color","negatives","prints","slides","department","remarks"
"6502A","22318","Expressways Bond Drive - Chairman Frank B. Pfeiffer, 18931 Graystone Lane, San Jose & Elections","B&W","3 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"6502B","22318","Expressways Bond Drive - William B. Clayton: Atkerison, Clayton, and Atkerison Insurance and Bonding, 2881 El Camino Real, Redwood City & Elections","B&W","2 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"6505","22319","Expressways Bond Drive - Chairman Emmette Gatewood: Gatewood Realty and Insurance, 242 N. Santa Cruz Avenue, Los Gatos & Elections","B&W","2 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"6515","22320","Exterior of Communications Center","B&W","4 (Size: 4x5)","1 (Size: 4x5)","0 (Size: N/A)","Communications Department","None"
"6524","22321","Expressways Bond Drive - \""Tired of Turtle Ways, Vote Yes on Expressways\"" sign and Expressway Program maps & Elections","B&W","6 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"G0280","22322","Howard Campen, County Executive - family","B&W","2 (Size: 35mm)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"6532","22326","Expressways Bond Drive - \""Tired of Turtle Ways, Vote Yes on Expressways\"" sign & Elections","B&W","2 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"6533","22327","Expressways Bond Drive - Chairman Lawrence Anderson: House Mover, 499 Bayshore Highway, Mountain View & Elections","B&W","4 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"6563","22332","Expressways Bond Drive - Supervisor Wesley L. Hubbard and Lawrence Anderson in Rupes Restaurant, 390 Moffett Boulevard, Mt. View & Elections","B&W","2 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"6569","22332","Construction progress of San Jose-Alviso Municipal Court building","B&W","1 (Size: 4x5)","1 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"6570","22332","Construction progress of Administration Building","B&W","2 (Size: 4x5)","2 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"6576","22333","Expressways Bond Drive Headquarters - Merc Meran, H. J. Nelson, and Mr. Riggio & Elections","B&W","5 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"6582","22336","Expressways Bond Drive -  Paul Mariani: Fruit Packer and Grower, 10930 Saratoga-Sunnyvale Road, Cupertino & Elections","B&W","2 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"6583","22336","Expressways Bond Drive - F. M. De Meza: Rancher, Flint Avenue, San Jose & Elections","B&W","6 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"6605","22340","Expressways Bond Drive - Organization meeting at Live Oak School, Morgan Hill & Elections","B&W","12 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"G0022","22341","Judge John D. Foley and Ed Bean, Bailiff & Superior Courts","B&W","2 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","N/A","None"
"6622","22342","Expressways Bond Drive - Chairman Peter Pasetta: Pasetta Construction, 15011 S. Padre Boulevard & Elections","B&W","2 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"6635","22342","Division of Weights and Measures store displays and scales","B&W","0 (Size: N/A)","8 (Size: 8x10)","0 (Size: N/A)","Division of Weights and Measures","Prints stored in Box 1"
"6413","22346","Construction progress of North County Office Building, Palo Alto & Courts","B&W","1 (Size: 4x5)","1 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"6645","22346","Expressways Bond Drive - San Jose Steering Committee in Board of Supervisors auditorium (for press release) & Elections","B&W","3 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"6654","22346","Expressways Bond Drive - Map of \""25 Year Plan\"" & Elections","B&W","2 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"6656","22346","Construction progress of North County Office Building, Palo Alto & Courts","B&W","3 (Size: 4x5)","3 (Size: 4x5)","0 (Size: N/A)","N/A","See order number G0366 for additional prints"
"6657","22346","Construction progress of San Jose-Alviso Municipal Court building","B&W","1 (Size: 4x5)","1 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"6658","22346","Construction progress of Administration Building","B&W","1 (Size: 4x5)","1 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"6670","22347","Expressways Bond Drive - Rotary Club luncheon at Chez Yvonne in Mt. View with Dr. Wayne Shaffer, Myron Jose, and Dr. Tanquary & Elections","B&W","2 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"6671","22347","Expressways Bond Drive - Rotary Club luncheon at Lyndon Hotel in Los Gatos with Robert Sturgess and Emmette Gatewood & Elections","B&W","3 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"6680","22348","Expressways Bond Drive - Lion's Club Dinner at The Villa Restaurant in Morgan Hill with Supervisor Howard Weichert and Jerry Haughey & Elections","B&W","3 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"6685","22348","Expressways Bond Drive - Luncheon at Mariane's in Santa Clara with Al Alves, Howard Campen, and Supervisor Ralph Mehrkens & Elections","B&W","3 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"6684","22349","Expressways Bond Drive - Rotary Club luncheon at The Chariot in Cupertino with Mr. Scott, Jerry Haughey, and Donald Bruggeman & Elections","B&W","4 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"6686","22349","Expressways Bond Drive - Dinner at Vahl's in Alviso with mayors and Supervisors Edward R. Levin and Wesley L. Hubbard & Elections","B&W","6 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"6702","22350","Expressways Bond Drive - Luncheon at De Anza Hotel with Howard Campen, County Executive, Mr. Rundige, and others & Elections","B&W","5 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"6706","22353","Expressways Bond Drive - Rendering of Oregon Pagemill Expressway & Elections","B&W","2 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"6707","22353","Expressways Bond Drive - Traffic scenes at Bayshore Highway and Story Road, San Jose & Elections","B&W","33 (Size: 35mm; 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"6708","22353","Aerial photograph of Calero Dam and Reservoir","B&W","1 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Counsel","Copy of photograph"
"6714","22353","Expressways Bond Drive - Ribbon cutting ceremony with Miss Santa Clara, Mayors, and Supervisors Levin and Weichert & Elections","B&W","16 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"6725","22355","Aerial photographs of residential development (houses)","B&W","5 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Planning Department","Copies of photographs"
"6726","22355","Expressways Bond Drive - Traffic scenes at Mountain View-Alviso Road and Evelyn Avenue & Elections","B&W","6 (Size: 35mm)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"6727","22355","Expressways Bond Drive - Traffic scenes at Lawrence Station Road and El Camino Real & Elections","B&W","17 (Size: 35mm)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"6728","22356","Expressways Bond Drive - Male Quartet recording Bond Drive song at KEEN radio station & Elections","B&W","2 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"6731","22356","Judge Marse G. Del Mutolo in office & Superior Courts","B&W","1 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","N/A","Copy of photograph"
"6733","22356","Aerial photographs of Calero Dam and Ed Fellows Ranch","B&W","3 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Counsel","Copies of photographs"
"6738","22356","Expressways Bond Drive - Sigma Nu house at San Jose State University & Elections","B&W","10 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"G0024","22356","Judge John D. Foley at door of chambers & Superior Courts","B&W","2 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","N/A","None"
"6739","22357","Expressways Bond Drive - Traffic scenes at Loyola Corners and Fremont Avenue, Los Altos & Elections","B&W","4 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"6743","22357","Expressways Bond Drive - Traffic scenes at El Camino Real and Pagemill Road, Palo Alto & Elections","B&W","12 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"6749","22357","Expressways Bond Drive - Chamber of Commerce with Chairman Al Alves & Elections","B&W","4 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"6752","22357","Construction progress of San Jose-Alviso Municipal Court building","B&W","1 (Size: 4x5)","1 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"6753","22357","Construction progress of Administration Building","B&W","1 (Size: 4x5)","1 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"6754","22357","Expressways Bond Drive Headquarters - Veterans group & Elections","B&W","4 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"6756","22357","Swearing in of Mr. Hofuendahl","B&W","0 (Size: N/A)","4 (Size: 8x10)","0 (Size: N/A)","N/A","Prints stored in Box 1"
"6757","22357","Expressways Bond Drive - Rotary luncheon at Firemen's Hall in Saratoga with Howard Campen, Warren Heid (Rotary Club), and Peter Pasetta & Elections","B&W","2 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"6763","22360","Expressways Bond Drive - Construction workers & Elections","B&W","2 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","Copy of newspaper clipping stored in Box 1"
"6765","22361","Expressways Bond Drive - Precinct workers & Elections","B&W","2 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"6766","22361","Expressways Bond Drive Headquarters - Mr. Wine, Director of Civil Defense, and others & Elections","B&W","3 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"6767","22361","Expressways Bond Drive - Man in the street radio broadcast, Mr. Forbes and others & Elections","B&W","7 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"6770","22361","Expressways Bond Drive - Chairmen Peter Pasetta and Emmette Gatewood putting bumper sticker on car and looking at map & Elections","B&W","4 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"6775","22362","Expressways Bond Drive - Mr. J. Enochs, Supervisor Howard Weichert, and Robert Johnson showing slides in Gilroy & Elections","B&W","3 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"6776","22362","Expressways Bond Drive Headquarters - People putting bumper sticker on a car & Elections","B&W","4 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"6780","22362","Expressways Bond Drive - Santa Clara City Hall and residential area & Elections","B&W","4 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"6783","22362","Expressways Bond Drive - Telephone committee - Emma Alligrini, Judge Byri R. Salsman, and others & Elections","B&W","2 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"6791","22364","Expressways Bond Drive - Motorist in convertible sports car pointing to road signs (taken in West Yard) & Elections","B&W","6 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"6797","22367","Expressways Bond Drive - Santa Clara Chamber of Commerce meeting of Bond Drive workers & Elections","B&W","2 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"6800","22367","Drunk tanks at County Jail","B&W","18 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Sheriff's Department","None"
"6801","22368","Expressways Bond Drive Bond Drive Headquarters - Staff workers & Elections","B&W","9 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"6802","22368","Expressways Bond Drive - Breakfast at City Hall & Elections","B&W","23 (Size: 120; 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"6814","22370","Construction progress of Administration Building","B&W","2 (Size: 4x5)","2 (Size: 4x5)","0 (Size: N/A)","N/A","See order number G0343 for additional prints"
"6824","22371","Expressways Bond Drive - Aerial photographs of congested traffic patterns & Elections; Roads","B&W","28 (Size: 4x5)","30 (Size: 4x5)","0 (Size: N/A)","Office of the County Executive","None"
"6837","22376","Expressways Bond Drive - Election night & Elections","B&W","104 (Size: 35mm; 120)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"6849","22377","Construction progress of San Jose-Alviso Municipal Court building","B&W","1 (Size: 4x5)","1 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"6869","22383","Construction progress of San Jose-Alviso Municipal Court building","B&W","1 (Size: 4x5)","1 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"6882","22385","Data processing equipment being installed in the Administration Building","B&W","0 (Size: N/A)","4 (Size: 8x10)","0 (Size: N/A)","Office of the County Executive","Prints stored in Box 1"
"6951","22395","Construction progress of North County Office Building, Palo Alto & Courts","B&W","3 (Size: 4x5)","3 (Size: 4x5)","0 (Size: N/A)","N/A","See order number G0366 for additional prints"
"6985","22402","Construction progress of San Jose-Alviso Municipal Court building","B&W","3 (Size: 4x5)","3 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"6991","22402","Expressways Bond Drive - Almaden Expressway & Elections","B&W","2 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"7060","22416","Aerial photographs of Neary Quarry, Los Altos Hills","B&W","7 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the District Attorney","None"
"7071A","22417","Aerial photographs of Stanford Industrial Park","B&W","14 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"7071B","22417","Aerial photographs of Stanford Industrial Park","B&W","0 (Size: N/A)","17 (Size: 4x5)","0 (Size: N/A)","Office of the County Executive","Prints of #7071A"
"7071C","22417","Aerial photographs of new pavilion building at County Fairgrounds","B&W","2 (Size: 4x5)","2 (Size: 4x5)","0 (Size: N/A)","Office of the County Executive","None"
"7097","22423","Construction progress of San Jose-Alviso Municipal Court building","B&W","1 (Size: 4x5)","1 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"7106","22424","Ceiling lights of Board of Supervisors auditorium in Administration Building","B&W; color","3 (Size: 4x5)","0 (Size: N/A)","1 (Size: 35mm)","Office of the County Executive","Slide is not mounted"
"7192","22444","Construction progress of San Jose-Alviso Municipal Court building","B&W","1 (Size: 4x5)","1 (Size: 4x5)","0 (Size: N/A)","N/A","See order number G0347 for additional prints"
"7202","22446","Construction progress of San Jose-Alviso Municipal Court building","B&W","2 (Size: 4x5)","1 (Size: 4x5)","0 (Size: N/A)","N/A","See order number G0347 for additional prints"
"7264","22458","Construction progress of North County Office Building, Palo Alto & Courts","B&W","3 (Size: 4x5)","3 (Size: 4x5)","0 (Size: N/A)","N/A","See order number G0366 for additional prints"
"7265","22458","Construction progress of San Jose-Alviso Municipal Court building","B&W","2 (Size: 4x5)","1 (Size: 4x5)","0 (Size: N/A)","N/A","See order number G0347 for additional prints"
"7297","22465","Exterior of Administration Building","B&W","2 (Size: 4x5)","1 (Size: 4x5)","0 (Size: N/A)","Office of the County Executive","See order number G0343 for additional prints"
"G0210","22465","Exterior of Administration Building and County Government Center","B&W","2 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","N/A","None"
"7306","22467","Construction progress of San Jose-Alviso Municipal Court building","B&W","1 (Size: 4x5)","1 (Size: 4x5)","0 (Size: N/A)","N/A","See order number G0347 for additional prints"
"7348","22473","Demolition of women's unit at County Hospital & Valley Medical Center","B&W","3 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"7445","22489","Construction progress of San Jose-Alviso Municipal Court building","B&W","4 (Size: 4x5)","4 (Size: 4x5)","0 (Size: N/A)","N/A","See order number G0347 for additional prints"
"7453","22490","Administration Building at night (for press release)","B&W","4 (Size: 4x5)","1 (Size: 4x5)","0 (Size: N/A)","Office of the County Executive","None"
"G0344","22514","Various activities at Administration Building","B&W","0 (Size: N/A)","14 (Size: 5x7; 8x10)","0 (Size: N/A)","N/A","Prints stored in Box 2"
"7588","22516","Exterior of County Hospital & Valley Medical Center","Color","0 (Size: N/A)","0 (Size: N/A)","1 (Size: 35mm)","Personnel Department","Slide is not mounted"
"5160","22517","Portrait of Pat Sullivan, Registrar of Voters","B&W","0 (Size: N/A)","2 (Size: 5x7)","0 (Size: N/A)","N/A","Prints stored in Box 1"
"7597A","22517","Portrait of Harold Rosen, Personnel Director","B&W","6 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Personnel Department","See order number G0352 for additional prints"
"7597B","22517","Portrait of Harold Rosen, Personnel Director","B&W","6 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Personnel Department","None"
"7620","22522","Portrait of Frank E. Holt, Civil Defense Director","B&W","2 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"7623","22522","Construction progress of San Jose-Alviso Municipal Court building","B&W","2 (Size: 4x5)","2 (Size: 4x5)","0 (Size: N/A)","N/A","See order number G0347 for additional prints"
"7624","22522","Construction progress of North County Office Building, Palo Alto & Courts","B&W","4 (Size: 4x5)","4 (Size: 4x5)","0 (Size: N/A)","N/A","See order number G0366 for additional prints"
"7642","22523","Dedication of Administration Building; Board of Supervisors auditorium; Children in library","B&W","0 (Size: N/A)","9 (Size: 8x10)","0 (Size: N/A)","Office of the County Executive","Prints stored in Box 1"
"7716","22536","Exterior of County Hospital & Valley Medical Center","Color","0 (Size: N/A)","0 (Size: N/A)","2 (Size: 35mm)","Personnel Department","Slides are not mounted"
"7725","22538","Portrait of Olivia Thebus","B&W","2 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Agricultural Cooperative Extension","None"
"7728","22539","Construction progress of new addition to Health Department building","B&W","9 (Size: 4x5)","17 (Size: 4x5; 8x10)","0 (Size: N/A)","Health Department","Prints stored in Box 1"
"7738","22539","Construction progress of North County Office Building, Palo Alto & Courts","B&W","4 (Size: 4x5)","4 (Size: 4x5)","0 (Size: N/A)","N/A","See order number G0366 for additional prints"
"7759","22544","Exterior of Administration Building and Department of Public Works","B&W","1 (Size: 35mm)","0 (Size: N/A)","0 (Size: N/A)","N/A","None"
"7772","22546","Judges - Byri R. Salsman, Robert F. Peckham, and Robert E. Cassin (for press release) & Superior Courts","B&W","6 (Size: 4x5)","1 (Size: 4x5)","0 (Size: N/A)","Jury Commissioner","None"
"7774","22546","Construction progress of Welfare Department building - digging of foundation","B&W","2 (Size: 4x5)","2 (Size: 4x5)","0 (Size: N/A)","Welfare Department","None"
"7825","22558","John Joseph Montgomery","B&W","4 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","Copies of photographs"
"7847","22563","William F. James / Harold Holden Boys Ranch (ranch #2)","B&W; color","11 (Size: 4x5)","2 (Size: 4x5)","16 (Size: 35mm)","N/A","Slides are not mounted"
"7879","22565","Construction progress of Welfare Department building","B&W","5 (Size: 4x5)","5 (Size: 4x5)","0 (Size: N/A)","Welfare Department","None"
"7893A","22570","Aerial photographs of Gilroy","B&W","16 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Photography Department","None"
"7893B","22570","Aerial photographs of Gilroy","B&W","0 (Size: N/A)","17 (Size: 4x5)","0 (Size: N/A)","Photography Department","Prints of #7893A"
"7893C","22570","Aerial photographs County Government Center","B&W","6 (Size: 4x5)","7 (Size: 4x5)","0 (Size: N/A)","Photography Department","None"
"7945","22579","Aerial photograph of Calaveras Dam and Reservoir (Milpitas)","B&W","3 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Flood Control","Copies of photographs"
"7964","22584","Portrait of Newton R. Holcomb, Director of Welfare Department","B&W","4 (Size: 4x5)","7 (Size: 4x5; 8x10)","0 (Size: N/A)","Office of the County Executive","Prints stored in Box 1"
"7972","22585","William F. James / Harold Holden Boys Ranch (ranch #2)","B&W; color","3 (Size: 4x5)","19 (Size: 4x5; 5x7; 8x10)","6 (Size: 35mm)","Office of the County Executive","Slides are not mounted; Prints stored in Box 1"
"7973","22585","Evergreen District - old aircraft landing and antique car (regarding John Joseph Montgomery)","B&W","21 (Size: 120; 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"7989","22586","Construction progress of Welfare Department building","B&W","1 (Size: 4x5)","1 (Size: 4x5)","0 (Size: N/A)","Welfare Department","None"
"7992","22587","Exterior of Administration Building and parking lot","B&W","2 (Size: 4x5)","2 (Size: 4x5)","0 (Size: N/A)","N/A","See order number G0343 for additional prints"
"7993","22587","Construction progress of Children's Shelter","B&W","1 (Size: 4x5)","1 (Size: 4x5)","0 (Size: N/A)","Juvenile Probation Department","See order number G0350 for additional prints"
"8014","22593","Portrait of George B. Noll, Assessor","B&W","1 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the Assessor","Copy of photograph"
"8053","22600","Aerial photographs of Reid-Hillview Airfield & Reid-Hillview Airport","B&W","13 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","Photographer note: \""Extremely smoggy\"""
"8064A","22602","Aerial photographs of Reid-Hillview Airfield & Reid-Hillview Airport","B&W","11 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"8064B","22602","Aerial photographs of Reid-Hillview Airfield & Reid-Hillview Airport","B&W","12 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"8064C","22602","Aerial photographs of Reid-Hillview Airfield & Reid-Hillview Airport","B&W","0 (Size: N/A)","12 (Size: 4x5)","0 (Size: N/A)","Office of the County Executive","None"
"8080","22605","Expressways Bond Drive - Composites of Bond Drive material & Elections","B&W","5 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Chamber of Commerce","None"
"8081","22605","Santa Clara County Seal","B&W","2 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Chamber of Commerce","None"
"8142","22616","Construction progress of Welfare Department building","B&W","4 (Size: 4x5)","2 (Size: 4x5)","0 (Size: N/A)","Welfare Department","None"
"8149","22616","Exterior of Administration Building","B&W","1 (Size: 4x5)","1 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"8162A","22622","Interior of North County Office Building with Supervisor Wesley L. Hubbard, Mayor of Palo Alto, and architect & Courts","B&W; color","6 (Size: 4x5)","3 (Size: 4x5)","4 (Size: 35mm)","Office of the County Executive","See order number G0367 for additional prints"
"8162B","22622","Exterior of North County Office Building, Palo Alto & Courts","B&W","4 (Size: 4x5)","4 (Size: 4x5)","0 (Size: N/A)","Office of the County Executive","None"
"8163A","22622","Exterior of North County Office Building, Palo Alto & Courts","B&W; color","7 (Size: 4x5)","4 (Size: 4x5)","6 (Size: 35mm)","Office of the County Executive","See order number G0367 for additional prints"
"8163B","22622","Interior of North County Office Building, Palo Alto & Courts","B&W; color","5 (Size: 4x5)","3 (Size: 4x5)","1 (Size: 35mm)","Office of the County Executive","See order number G0367 for additional prints"
"8226","22635","Construction progress of Welfare Department building","B&W","2 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Welfare Department","None"
"8240","22642","Swearing in of Pat Sullivan as Registrar of Voters","B&W; color","5 (Size: 4x5)","0 (Size: N/A)","7 (Size: 35mm)","Office of the County Executive","Slides are not mounted"
"8248","22643","Dedication of North County Office Building, Palo Alto & Courts","B&W","23 (Size: 4x5)","23 (Size: 4x5)","0 (Size: N/A)","Office of the County Executive","None"
"8261","22648","Construction progress of Welfare Department building","B&W","1 (Size: 4x5)","1 (Size: 4x5)","0 (Size: N/A)","Welfare Department","None"
"8299","22654","Construction progress of Welfare Department building","B&W","3 (Size: 35mm)","1 (Size: 4x5)","0 (Size: N/A)","Welfare Department","None"
"8312","22656","Exterior of Administration Building","B&W","2 (Size: 4x5)","2 (Size: 4x5)","0 (Size: N/A)","N/A","See order number G0343 for additional prints"
"8334","22658","1961 Grand Jury meeting in Board of Supervisors auditorium & Courts","B&W","3 (Size: 4x5)","2 (Size: 8x10)","0 (Size: N/A)","Jury Commissioner","Prints stored in Box 1"
"8411","22672","Architectural rendering of South County Office Building (Health Department)","B&W","3 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","Copies"
"8429","22677","Statue at 80 W. Rosa Street","B&W","8 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"8445","22682","Interior of barracks at Elmwood (County Jail Farm)","B&W","16 (Size: 4x5)","13 (Size: 4x5)","0 (Size: N/A)","Sheriff's Department","None"
"8496","22690","Exterior of Administration Building and parking lot","B&W","1 (Size: 4x5)","2 (Size: 4x5)","0 (Size: N/A)","N/A","See order number G0343 for additional prints"
"8498","22691","Construction progress of Welfare Department building","B&W","3 (Size: 4x5)","3 (Size: 4x5)","0 (Size: N/A)","Welfare Department","None"
"8499B","22691","Auditors and Tax Collectors at Hyatt House","B&W","0 (Size: N/A)","6 (Size: 5x7; 8x10)","0 (Size: N/A)","N/A","Prints stored in Box 1"
"8520A","22696","Interior of San Jose-Alviso Municipal Court building","B&W","3 (Size: 4x5)","2 (Size: 4x5)","0 (Size: N/A)","Office of the County Executive","See order number G0347 for additional prints"
"8520B","22696","Exterior of San Jose-Alviso Municipal Court building","B&W","3 (Size: 4x5)","1 (Size: 4x5)","0 (Size: N/A)","Office of the County Executive","None"
"8529","22697","Exterior of San Jose-Alviso Municipal Court building","B&W","5 (Size: 4x5)","5 (Size: 4x5)","0 (Size: N/A)","Office of the County Executive","None"
"8580","22705","Construction progress of Welfare Department building","B&W","2 (Size: 4x5)","2 (Size: 4x5)","0 (Size: N/A)","Welfare Department","None"
"8586C","22705","Aerial photographs County Government Center","B&W","0 (Size: N/A)","2 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"8583","22706","Aerial photographs County Government Center","B&W","2 (Size: 4x5)","1 (Size: 4x5)","0 (Size: N/A)","Photography Department","None"
"8586A","22706","Aerial photographs of Sunnyvale","B&W","33 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the District Attorney","None"
"8586B","22706","Aerial photographs of Sunnyvale","B&W","0 (Size: N/A)","20 (Size: 4x5)","0 (Size: N/A)","Office of the District Attorney","Prints of 8586A"
"8600","22707","Dr. C. Russell Timpany, Superintendent of Schools & Schools - Administration","B&W","0 (Size: N/A)","1 (Size: 4x5)","0 (Size: N/A)","School Department","None"
"8610","22710","Identification photographs of 1962 Grand Jury members & Courts","B&W","37 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Jury Commissioner","None"
"8623","22712","New addition to Health Department building","B&W","4 (Size: 4x5)","7 (Size: 4x5; 8x10)","0 (Size: N/A)","Office of the County Executive","Prints stored in Box 1"
"8643A","22714","Swearing in of 1962 Grand Jury in Judge William F. James's court room (department #3) & Courts","B&W","8 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Jury Commissioner","None"
"8643B","22714","Swearing in of 1962 Grand Jury in Judge William F. James's court room (department #3) & Courts","B&W","0 (Size: N/A)","8 (Size: 4x5)","0 (Size: N/A)","Jury Commissioner","None"
