Meeting Title,Short Description,Start Date & Time,End Date & Time,Meeting Location,City,State,Details,Public Comment Accepted,Contact Name,Phone Number,Contact Email,Web Link (optional),Map Link,Calendar Link,ADA Contact,ADA Contact Phone,ADA Contact Email,Webinar/Webcast?,Webinar/Webcast Link,Public Call-In Number,Call-in Access Code,Agenda URL,Owner,Agenda Upload,Map Location,2010 House Districts,2010 Senate Districts,Counties
February 2023 Commission Meeting,,02/02/2023 08:00:00 AM,02/03/2023 12:15:00 PM,TBD,Salem,OR,,,Heidi Reinhardt,,Heidi.Reinhardt@tspc.oregon.gov,,,,,,,,,,,,,,,,,
Clover Commission Meeting,Regular Scheduled Commission Meeting ,02/01/2023 07:00:00 AM,02/01/2023 09:00:00 AM,Wilsonville Holiday Inn,Wilsonville,OR,,,Jenny Woellmer,5033642944,jenny@ostlund.com,,,,,,,,,,,,,,,,,
Resource Allocation Advisory Committee,,01/26/2023 03:00:00 PM,01/26/2023 05:00:00 PM,https://www.zoomgov.com/j/1611494514?pwd=b0I4MFBmTjBUK1JBRHhFQ3R2VG5SUT09,Portland,OR,,,Lisa Bui,,OHAResourceallocation@dhsoha.state.or.us,,,,,,,true,,,,,,,,,,
Oregon Investment Council,OIC Regular Meeting,01/25/2023 09:00:00 AM,01/25/2023 01:00:00 PM,16290 SW Upper Boones Ferry Road,Portland,OR,,,Aadrial Phillips,503-431-7956,aadrial.phillips@ost.state.or.us,,"https://www.google.com/maps/place/Oregon+State+Treasury/@45.4022289,-122.7544666,17z/data=!3m1!4b1!4m5!3m4!1s0x549572c33f67c577:0x25b9a158a656ce9a!8m2!3d45.4022289!4d-122.7522779",https://www.oregon.gov/treasury/news-data/pages/treasury-calendar.aspx,,,,,,,,,,,,,,
Board of Directors Regular Session,,01/18/2023 06:00:00 PM,01/18/2023 07:00:00 PM,13455 SE 97th Ave,Clackamas,OR,,,Laurel Roth,5036754003,lroth@clackesd.org,,,,,,,,,,,,,,,,,
Board of Directors Regular Meeting,,01/18/2023 06:00:00 PM,01/18/2023 08:00:00 PM,101 North Grape Street,Medford,OR,,,Jessica Bach,541-776-8590,jessica_bach@soesd.k12.or.us,,,,,,,,,,,http://www.soesd.k12.or.us/agendas-minutes/,,,,,,
Oregon Alliance to Prevent Suicide - Schools Committee Meeting,,01/18/2023 08:30:00 AM,01/18/2023 10:00:00 AM,Virtual,Salem,OR,,Yes,Annette Marcus,,amarcus@aocmhp.org,,,,,,,true,https://us02web.zoom.us/j/89796541408?pwd=OGpPRVArcDhTS1MzWml3YUhaZHV3dz09,,,https://oregonalliancetopreventsuicide.org/schools-committee/,,,,,,
988 CSAW Workgroup Steering Committee,,01/17/2023 11:00:00 AM,01/17/2023 11:00:00 AM,Zoom Call,Salem,OR,"Join ZoomGov Meeting
https://www.zoomgov.com/j/1617651259?pwd=VUlkT2NoWVVYUm4zQm9wN0VFakkzdz09

Meeting ID: 161 765 1259
Passcode: 733420
One tap mobile
+16692545252,,1617651259# US (San Jose)
+16468287666,,1617651259# US (New York
",,Gina Schulze,,gina.b.schulze@dhsoha.state.or.us,,,,,,,,,,,,,,,,,
Oregon Alliance to Prevent Suicide - Workforce Committee Meeting,,01/13/2023 09:00:00 AM,01/13/2023 10:30:00 AM,Virtual,Salem,OR,,Yes,Annette Marcus,,amarcus@aocmhp.org,,,,,,,true,https://us02web.zoom.us/j/89796541408?pwd=OGpPRVArcDhTS1MzWml3YUhaZHV3dz09,,,https://oregonalliancetopreventsuicide.org/workforce-committee/,,,,,,
Oregon Alliance to Prevent Suicide - Transitions of Care Committee Meeting,,01/12/2023 01:00:00 PM,01/12/2023 02:30:00 PM,Virtual,Salem,OR,,Yes,Jenn Fraga,,jfraga@aocmhp.org,,,,,,,true,https://us02web.zoom.us/j/89796541408?pwd=OGpPRVArcDhTS1MzWml3YUhaZHV3dz09,,,https://oregonalliancetopreventsuicide.org/transitions-of-care-committee/,,,,,,
Mint Commission Meeting,Regular Scheduled Commission Meeting ,01/11/2023 01:00:00 PM,01/11/2023 03:00:00 PM,Salishan Lodge,Gleneden Beach,OR,,,Jenny Woellmer,5033642944,jenny@ostlund.com,,,,,,,,,,,,,,,,,
Regular Board Meeting,,01/10/2023 06:00:00 PM,01/10/2023 08:00:00 PM,1350 Teakwood Ave,Coos Bay,OR,,Yes,Barbara Buckley,5412663951,barbarab@scesd.k12.or.us,,,,,,,true,https://sces-k12-or-us.zoom.us/j/87072392821,1-669-900-9128,870 7239 2821,https://www.scesd.k12.or.us/board-of-directors/,,,,,,
Oregon Alliance to Prevent Suicide - Data & Evaluation Committee Meeting,,01/05/2023 09:30:00 AM,01/05/2023 11:00:00 AM,Virtual,Salem,OR,,Yes,Jenn Fraga,,jfraga@aocmhp.org,,,,,,,true,	https://us02web.zoom.us/j/89796541408?pwd=OGpPRVArcDhTS1MzWml3YUhaZHV3dz09 (https://us02web.zoom.us/j/89796541408?pwd=OGpPRVArcDhTS1MzWml3YUhaZHV3dz09),,,https://oregonalliancetopreventsuicide.org/data-evaluation-committee/,,,,,,
Blueberry Commission Meeting,Regular Scheduled Commission Meeting ,01/04/2023 12:30:00 PM,01/04/2023 02:30:00 PM,"Roth's ""Oregon"" Meeting Room, West Salem",Salem,OR,,,Jenny Woellmer,,jenny@ostlund.com,,,,,,,,,,,,,,,,,
Oregon Alliance to Prevent Suicide - Executive Committee Meeting,,01/02/2023 02:30:00 PM,01/02/2023 04:00:00 PM,Virtual,Salem,OR,,Yes,Jenn Fraga,,jfraga@aocmhp.org,,,,,,,true,https://us02web.zoom.us/j/89796541408?pwd=OGpPRVArcDhTS1MzWml3YUhaZHV3dz09,,,https://oregonalliancetopreventsuicide.org/executive-committee/,,,,,,
Safety and Mobility Policy Advisory Committee,,12/28/2022 10:00:00 AM,12/28/2022 11:30:00 PM,Virtual,Salem,OR,"The purpose of the Safety and Mobility Policy Advisory Committee is to advise ODOT through collaboration amongst diverse stakeholders united to enhance work zone safety and mobility policy. Stakeholder involvement in project development and implementation is an important part of ODOT’s commitment to provide a safe and reliable multimodal transportation system that connects people and helps Oregon's communities and economy thrive.
Committee priorities:
-Advise ODOT in pursuit of its mission to provide a safe and reliable multimodal transportation system that connects people and helps Oregon's communities and economy thrive.
-Provide policy oversight for the Mobility Advisory Committee (MAC).
Ensure stakeholder involvement in high-level policy development to better coordinate and advance project management practices across the agency.
-Ensure development, construction, and maintenance activities enhance work zone safety and mobility in a balanced and comprehensive fashion, advancing ODOT’s safety goal of zero fatalities and injuries, while efficiently moving people and goods.",,Bill Gross,503-934-1624,william.p.gross@odot.oregon.gov,,,,Bill Gross,503-934-1624,william.p.gross@odot.oregon.gov,,,,,https://www.oregon.gov/odot/Get-Involved/Pages/SMPAC.aspx,,,,,,
Public Meeting,,12/27/2022 01:30:00 PM,12/27/2022 04:30:00 PM,Video Conference,Salem,OR,,,Kristi,9712181189,Kristi.collins@puc.oregon.gov,,,,,,,,,,,,,,,,,
Oregon Alliance to Prevent Suicide - Schools Committee Meeting,,12/21/2022 08:30:00 AM,12/21/2022 10:00:00 AM,Virtual,Salem,OR,,Yes,Annette Marcus,,amarcus@aocmhp.org,,,,,,,true,https://us02web.zoom.us/j/89796541408?pwd=OGpPRVArcDhTS1MzWml3YUhaZHV3dz09,,,https://oregonalliancetopreventsuicide.org/schools-committee/,,,,,,
Special Public Meeting  UW 192 Lakeshore Water Company Request for a General Rate Revision Evidentiary Hearing,,12/20/2022 01:30:00 PM,12/20/2022 03:30:00 PM,Video Conference,Salem,OR,,,Kristi,9712181189,Kristi.collins@puc.oregon.gov,,,,,,,,,,,,,,,,,
Community Information Exchange (CIE) Workgroup,,12/20/2022 12:30:00 PM,12/20/2022 03:00:00 PM,Virtual: Zoom Gov Meeting,N/A,OR,"The CIE Workgroup brings together individuals representing Oregon's diverse landscape of community, health care, and social services partners whose aligned work is essential to address these issues and achieve the goal of eliminating health inequities. The CIE Workgroup's role is to provide recommendations to HITOC and the Oregon Health Authority (OHA) on strategies to accelerate, support, and improve CIE across the state. 

OHA needs to hear from people providing and seeking social supports for individuals, as we consider how CIE may benefit from potential new statewide efforts such as funding, technical assistance, incentives, or other efforts.",Yes,Hope Peskin-Shepherd,,hope.peskin-shepherd@dhsoha.state.or.us,,,https://www.oregon.gov/oha/HPA/OHIT-HITOC/Pages/CIEworkgroup.aspx,,,,true,https://www.oregon.gov/oha/HPA/OHIT-HITOC/Pages/CIEworkgroup.aspx,,,https://www.oregon.gov/oha/HPA/OHIT-HITOC/Pages/CIEworkgroup.aspx,,,,,,
988 CSAW Workgroup Steering Committee,,12/20/2022 11:00:00 AM,12/20/2022 01:00:00 PM,Zoom Call,Salem,OR,"Join ZoomGov Meeting
https://www.zoomgov.com/j/1617651259?pwd=VUlkT2NoWVVYUm4zQm9wN0VFakkzdz09

Meeting ID: 161 765 1259
Passcode: 733420
One tap mobile
+16692545252,,1617651259# US (San Jose)
+16468287666,,1617651259# US (New York
",,Gina Schulze,,gina.b.schulze@dhsoha.state.or.us,,,,,,,,,,,,,,,,,
Oregon State Lottery Commission Meeting,Monthly commission meeting,12/16/2022 10:00:00 AM,12/16/2022 12:00:00 PM,Live stream,Live stream,OR,"Commissioners will attend the Dec. 16, 2022 OSL Commission Meeting via web meeting/telephone.

Written public comment will be accepted and provided to the commissioners. Comments under three minutes will be read. Comments longer than three minutes will be summarized during the meeting to be entered into the record. All submitted public comments will also be posted in their entirety on the meeting webpage and will become part of the permanent record.

Public comment can be submitted via email to Lottery.Commissioners@lottery.oregon.gov or mailed to OSL Commission-Public Comment, PO Box 12649, Salem, OR 97309. Please include your name.  If you mail public comment, please allow ample delivery time and have your comment to the office by 5 pm on Wed., Dec. 14.  Comments received after this date will be provided to the commissioners but may not be included in the public comment portion of the meeting.
","Yes, written comment only",Alisa Zavala,5035401490,alisa.zavala@lottery.oregon.gov,,,,Alisa Zavala,5035401490,alisa.zavala@lottery.oregon.gov,,https://www.oregonlottery.org/about/how-we-operate/commission-and-director-info/,,,https://www.oregonlottery.org/about/how-we-operate/commission-and-director-info/,,,,,,
"Transfer Council Meeting December 16, 2022",,12/16/2022 10:00:00 AM,12/16/2022 12:30:00 PM,https://bluecc.zoom.us/j/93173545455,Salem ,OR,,yes,Jennifer Markey,503-979-5162,jennifer.markey@hecc.oregon.gov,,,https://bluecc.zoom.us/j/93173545455,Jennifer Markey,503-979-5162,jennifer.markey@hecc.oregon.gov,,https://bluecc.zoom.us/j/93173545455,1 253 215 8782,931 7354 5455 ,https://www.oregon.gov/highered/about/Pages/current-materials.aspx,,,,,,
Commission Meeting,Regular Meeting,12/16/2022 09:00:00 AM,12/16/2022 12:00:00 PM,TBD,Portland,OR,,,Sage Geiselman,(503) 910-6932,sage.geiselman@biz.oregon.gov,,,,,,,,,,,https://www.oregon.gov/biz/aboutus/boards/obddc/Pages/schedule.aspx,,,,,,
Tall Fescue Commission Meeting,Regular Scheduled Commission Meeting ,12/15/2022 06:00:00 PM,12/15/2022 08:00:00 PM,Cascade Grill,Albany,OR,,,Jenny Woellmer,5033642944,jenny@ostlund.com,,,,,,,,,,,,,,,,,
Special Public Meeting AR 631 Rulemaking Final Decision Meeting,,12/15/2022 01:30:00 PM,12/15/2022 03:30:00 PM,Video Conference,Salem,OR,,,Kristi,9712181189,Kristi.collins@puc.oregon.gov,,,,,,,,,,,,,,,,,
Oregon Disabilities Commission Executive Committee,ODC Executive,12/15/2022 01:30:00 PM,12/15/2022 03:00:00 PM,Virtual Only,Salem,OR,This meeting will be conducted by phone or Zoom only. Click https://www.zoomgov.com/j/1602090878?pwd=Mm81OUV2N0ZYdlFjTFpzektSYnFEQT09 to join via your computer. Call In Telephone Number: 669-254-5252; Meeting ID: 1602090878#; Password: 659882#. CART Streaming Link – https://www.streamtext.net/player?event=ODC,Yes,Ryan Kibby,503-510-3988,ryan.e.kibby@dhsoha.state.or.us,,,,Melinda Meeds,503-568-5247,melinda.a.meeds@dhsoha.state.or.us,true,https://www.zoomgov.com/j/1602090878?pwd=Mm81OUV2N0ZYdlFjTFpzektSYnFEQT09,669-254-5252,Meeting ID: 160 209 0878; Password: 659882,https://www.oregon.gov/dhs/SENIORS-DISABILITIES/ADVISORY/ODC/Pages/Meetings.aspx,,,,,,
State Plumbing Board,,12/15/2022 09:30:00 AM,12/15/2022 11:00:00 AM,Building Codes Division - Conference Room A and Virtual,Salem,OR,,,Debi Barnes-Woods,,debra.j.woods@dcbs.oregon.gov,,,,,,,,,,,,,,,,,
Resource Allocation Advisory Committee,,12/15/2022 09:00:00 AM,12/15/2022 11:00:00 AM,https://www.zoomgov.com/j/1614503850?pwd=MEZ6N29MUWpaMkU3THJlZXRhcEtQQT09,Portland,OR,,,Lisa Bui,,OHAResourceallocation@dhsoha.state.or.us,,,,,,,,,,,https://www.oregon.gov/oha/Pages/Resource-Allocation-Advisory-Committee.aspx,,,,,,
Board of Accountancy meeting,,12/15/2022 08:30:00 AM,12/15/2022 04:00:00 PM,Board office or Zoom (virtual), Salem,OR,,,Julie Nadeau,503-378-4181,julie.nadeau@boa.oregon.gov,,,,,,,,,,,https://www.oregon.gov/boa/Pages/Agendas-and-Minutes.aspx,,,,,,
Board of Directors Regular Session,,12/14/2022 06:00:00 PM,12/14/2022 07:00:00 PM,13455 SE 97th Ave,Clackamas,OR,,,Laurel Roth,5036754003,lroth@clackesd.org,,,,,,,,,,,,,,,,,
ADMINISTRATIVE AFFAIRS COMMITTEE,,12/14/2022 05:00:00 PM,12/14/2022 08:00:00 PM,"1500 SW 1st Ave, Suite 620 ", Portland,OR,"The 6-member Administrative Affairs Committee reviews administrative issues such as application files with derogatory information and proposed administrative rule amendments. The Committee then makes recommendations to the Board on these administrative issues and other policy issues. Note: This Committee meets after regular business hours. Building security requires that visitors who arrive after 6:00 p.m. must provide ID to a building security guard. To expedite entry, please notify Board staff if you plan to attend this meeting.",Yes,Gretchen Kingham,971-673-2700,Gretchen.Kingham@omb.oregon.gov,,,,,,,,,,,http://www.oregon.gov/omb/board/Pages/Meeting-Notices.aspx,,,,,,
Oregon State Board of Nursing Board Meeting,The Board will meet for the purpose of discussing and taking action on disciplinary cases. ,12/14/2022 04:30:00 PM,12/14/2022 06:00:00 PM,17938 SW Upper Boones Ferry Road, Portland,OR,The Board meeting will be held utilizing electronic media.,,Ginger Simmons,971-673-0638,ginger.simmons@osbn.oregon.gov,,,,Oregon Relay System,"TTY, dial 1-800-735-2900. If initiating the call by telephone, dial 1-800-735-1232. The Oregon Relay Service also can be reached by dialing 711 on your TTY or telephone within Oregon.",,,,"Call-in number and access code will be included in the Board meeting materials, posted on the OSBN website.",,https://www.oregon.gov/osbn/Pages/board-meetings.aspx,,,,,,
Task Force on Resolution of Adverse Healthcare Events,,12/14/2022 02:30:00 PM,12/14/2022 04:30:00 PM,Microsoft Teams Audio Conference,Portland,OR,,This meeting is listen-only. Public comments should be submitted in writing prior to the meeting to Oregon Patient Safety Commission at beth.kaye@oregonpatientsafety.org.,Beth Kaye,,beth.kaye@oregonpatientsafety.org,,,,,,,,,,,,,,,,,
CIAC-Continuous Improvement Advisory Committee  ,,12/14/2022 01:00:00 PM,12/14/2022 02:30:00 PM,Virtual - Zoom , Salem,OR,,,CIAC Admin ,,CIACadmin@odot.oregon.gov,,,,,,,true,https://www.youtube.com/c/OregonDOT,,,,,,,,,
Oregon Prescription Drug Affordability Board,Monthly Meeting,12/14/2022 09:30:00 AM,12/14/2022 11:30:00 AM,https://www.zoomgov.com/meeting/register/vJItd--trDwuHT0_Ed5loSmoxN7728EWIu0 ,Salem,OR,Please register in advance for this virtual meeting. Please send public comment requests to pdab@dcbs.oregon.gov at least 24 hours before the meeting. Thank you!,Yes,Prescription Drug Affordability Board,,pdab@dcbs.oregon.gov,,,,pdab@dcbs.oregon.gov,,pdab@dcbs.oregon.gov,,,,,,,,,,,
Oregon Transportation Safety Committee (OTSC),"Under ORS 802.300: (1) The Transportation Safety Committee is created within the Department of Transportation to advise the department and the Oregon Transportation Commission concerning the functions described under ORS 802.310 and to perform any other functions related to transportation safety that the commission delegates. The committee established under this section shall consist of five members appointed by the Governor on the recommendation of the commission. The term of office of each member is four years. Before the expiration of the term of a member, the Governor shall appoint a successor. A member is eligible for reappointment. In case of a vacancy for any cause, the Governor shall appoint a person to fill the office for the unexpired term.",12/14/2022 09:30:00 AM,12/14/2022 12:00:00 PM,ODOT TLC in Salem or Virtually,Salem,OR,Please see weblink for more information.,,Alycen Ozawa,503-986-3883,alycen.ozawa@odot.oregon.gov,,,,,,,true,,,,,,,,,,
Board Meeting ,December 2022,12/14/2022 08:30:00 AM,12/15/2022 04:30:00 PM,To be determined,Portland,OR,"Meetings start at 8:30 each day unless otherwise listed and end time is dependent on conclusion of Board business. Day 1 is usually an all day Executive Session - PUBLIC MAY NOT ATTEND, pursuant to ORS 676.175, ORS 192.660(1)(2)(3)(f)(k). Day 2 is open to the public unless otherwise noted on agenda.","Yes, at the the completion of regular board business.",Rachel Melvin,9716730001,pharmacy.board@bop.oregon.gov,,,,,9716730001,pharmacy.board@bop.oregon.gov,,,,,https://www.oregon.gov/pharmacy/Pages/Board-Minutes.aspx,,,,,,
Regular Board Meeting,,12/13/2022 06:00:00 PM,12/13/2022 08:00:00 PM,1350 Teakwood Ave,Coos Bay,OR,,Yes,Barbara Buckley,5412663951,barbarab@scesd.k12.or.us,,,,,,,true,https://sces-k12-or-us.zoom.us/j/87072392821,1-669-900-9128,870 7239 2821,https://www.scesd.k12.or.us/board-of-directors/,,,,,,
Board of Directors ,,12/13/2022 12:30:00 PM,12/13/2022 03:30:00 PM,Microsoft Teams Audio Conference,Portland,OR,,Members of the public are encouraged to listen to board or committee meetings. Public comments must be submitted in writing to info@oregonpatientsafety.org by 12:00 p.m. the day prior to the meeting. Requests for interpretation and accommodation must be made by 12:00 p.m. the Friday prior to the meeting.,Stephanie Warren,,stephanie.warren@oregonpatientsafety.org,,,,,,,,,,,,,,,,,
Board of Directors ,,12/13/2022 12:30:00 PM,12/13/2022 03:30:00 PM,Microsoft Teams Audio Conference,Portland,OR,,Members of the public are encouraged to listen to board or committee meetings. Public comments must be submitted in writing to info@oregonpatientsafety.org by 12:00 p.m. the day prior to the meeting. Requests for interpretation and accommodation must be made by 12:00 p.m. the Friday prior to the meeting.,Stephanie Warren,,stephanie.warren@oregonpatientsafety.org,,,,,,,,,,,,,,,,,
Executive Committee of the Board of Directors,,12/13/2022 11:30:00 AM,12/13/2022 12:00:00 PM,Microsoft Teams Audio Conference,Portland,OR,,Members of the public are encouraged to listen to board or committee meetings. Public comments must be submitted in writing to info@oregonpatientsafety.org by 12:00 p.m. the day prior to the meeting. Requests for interpretation and accommodation must be made by 12:00 p.m. the Friday prior to the meeting.,Stephanie Warren,9713463615,stephanie.warren@oregonpatientsafety.org,,,,,,,,,,,,,,,,,
Public Meeting,,12/13/2022 09:30:00 AM,12/13/2022 11:30:00 AM,Video Conference,Salem,OR,,,Kristi,9712181189,Kristi.collins@puc.oregon.gov,,,,,,,,,,,,,,,,,
Local Officials Advisory Committee meeting,,12/12/2022 02:00:00 PM,12/12/2022 04:00:00 PM,Microsoft Teams,Salem,OR,,,Ingrid Caudel,,Ingrid.CAUDEL@dlcd.oregon.gov,,,,,,,,,,,,,,,,,
Oregon Commission for Hispanic Affairs,OCHA PMN,12/12/2022 11:00:00 AM,12/12/2022 01:00:00 PM,Virtual Meeting,Portland,OR,,,Ava Stevens,15039103090,ava.stevens@oac.oregon.gov,,,,,,,,,,,,,,,,,
Quarterly Council Meeting ,"The meeting will include committee reports, general agency operations and oversight issues, possible discussion and vote on agency contracts requiring Council approval",12/12/2022 09:30:00 AM,12/12/2022 02:30:00 PM,"TIC Offices, 1500 Liberty St. SE , Suite 150 ",Salem,OR,,,Jessica Carbone,5033730155,jessica.carbone@tic.oregon.gov,,,,,,,,,,,,,,,,,
Council on Court Procedures Promulgation Meeting,Vote on Promulgation of Amendments to Oregon Rules of Civil Procedure,12/10/2022 09:30:00 AM,12/10/2022 12:00:00 PM,Zoom Meeting Only, Portland,OR,,Yes,Shari Nilsson,503-768-6505,ccp@lclark.edu,,,,,,,true,https://us02web.zoom.us/j/85255042943?pwd=WSthcVhFSHlJeGRZWkFMeHFId0oyQT09,1-253-215-8782 ,664052,https://counciloncourtprocedures.org/current-biennium/,,,,,,
Oregon Psilocybin Advisory Board Meeting,,12/09/2022 01:00:00 PM,12/09/2022 04:00:00 PM,Zoom,Portland,OR,"Established by Ballot Measure 109 (2020), the Oregon Psilocybin Advisory Board makes recommendations to OHA on available scientific studies and research on the safety and efficacy of psilocybin in treating mental health conditions, and makes recommendations on the requirements, specifications and guidelines for providing psilocybin services in Oregon. The Board will also develop a long-term strategic plan for ensuring that psilocybin services will become and remain a safe, accessible and affordable therapeutic option for all persons 21 years of age and older in this state for whom psilocybin may be appropriate and monitor and study federal laws, regulations and policies regarding psilocybin.",,Meredith Rider,,meredith.rider@dhsoha.state.or.us,,,,,,,,,,,,,,,,,
Oregon Alliance to Prevent Suicide - Workforce Committee Meeting,,12/09/2022 09:00:00 AM,12/09/2022 10:30:00 AM,Virtual,Salem,OR,,Yes,Annette Marcus,,amarcus@aocmhp.org,,,,,,,true,https://us02web.zoom.us/j/89796541408?pwd=OGpPRVArcDhTS1MzWml3YUhaZHV3dz09,,,https://oregonalliancetopreventsuicide.org/workforce-committee/,,,,,,
Oregon Alliance to Prevent Suicide - Quarterly Meeting,,12/09/2022 08:45:00 AM,12/09/2022 12:30:00 PM,Virtual,Salem,OR,,Yes,Annette Marcus,,amarcus@aocmhp.org,,,,,,,true,,,,https://oregonalliancetopreventsuicide.org/about-us/quarterly-meetings/,,,,,,
Regular Board Meeting Public Session,,12/09/2022 08:30:00 AM,12/09/2022 12:30:00 PM,TBD, Portland,OR,,,Gayla Goodwin,971-673-0201,physical.therapy@oregon.gov,,,,,,,,,,,,,,,,,
Board Meeting Executive Session,Executive sessions are closed to the public,12/08/2022 04:00:00 PM,12/08/2022 08:00:00 PM,PSOB Suite 407 Webconference,Portland,OR,,,Gayla Goodwin,971-673-0201,physical.therapy@oregon.gov,,,,,,,,,,,,,,,,,
Special Public Meeting AR 631 Rulemaking Deliberation Meeting,,12/08/2022 01:30:00 PM,12/08/2022 03:30:00 PM,Video Conference,Salem,OR,,,Kristi,9712181189,Kristi.collins@puc.oregon.gov,,,,,,,,,,,,,,,,,
Oregon Alliance to Prevent Suicide - Transitions of Care Committee Meeting,,12/08/2022 01:00:00 PM,12/08/2022 02:30:00 PM,Virtual,Salem,OR,,Yes,Jenn Fraga,,jfraga@aocmhp.org,,,,,,,true,https://us02web.zoom.us/j/89796541408?pwd=OGpPRVArcDhTS1MzWml3YUhaZHV3dz09,,,https://oregonalliancetopreventsuicide.org/transitions-of-care-committee/,,,,,,
Mobility Advisory Committee,,12/08/2022 01:00:00 PM,12/08/2022 04:00:00 PM,Virtual,Salem,OR,"The purpose of the Mobility Advisory Committee (MAC) is to review and provide feedback on agency projects through the lens of mobility and work zone safety as it applies to both temporary and permanent impacts. The MAC provides a platform for stakeholders to inform balanced and transparent decision-making by the Oregon Department of Transportation on designs in planning, project development and construction that impact permanent or temporary height, width, length, or weight restrictions, or impose traffic delays. The committee’s purpose is also focused on upholding the agency’s work zone safety goal of zero fatalities and injuries, including ODOT employees, contractors, public safety professionals and the traveling public while efficiently moving people and goods.",,Bill Gross,503-934-1624,william.p.gross@odot.oregon.gov,,,,Katie Scott,971-372-0791,Katie.SCOTT@odot.oregon.gov,,,,,https://www.oregon.gov/odot/Get-Involved/Pages/MobilityRecords.aspx,,,,,,
