"agency","short_description","start_date_time","end_date_time","meeting_location","city","state","details","public_comment_accepted","contact_name","phone_number","contact_email","web_link","map_link","calendar_link","ada_contact","ada_contact_phone","ada_contact_email","webinar","call_in_phone_number","call_in_access_code","agenda"
"Accountancy State Board","review enforcement cases","2016-01-15T08:30:00.000","2016-01-15T16:00:00.000","3218 Pringle Rd SE ","Salem","OR",,,"Joel Parks","503-378-2262","joel.parks@oregon.gov",,,,,,,,,,
"Accountancy State Board","review compliance cases, new license applications and general business","2015-12-07T08:30:00.000","2015-12-07T17:00:00.000","3218 Pringle Rd SE - Large Conference Room"," Salem","OR",,,"Kimberly Fast","503-378-2268","kimberly.fast@oregon.gov",,,,,,,,,,
"Accountancy State Board","BOA Complaints Committee Meeting","2012-11-12T09:00:00.000","2012-11-26T15:00:00.000","3218 Pringle Road SE, #110"," Salem","OR","The Oregon State Board of Accountancy's Complaints Committee will hold a regular meeting on November 26, 2012 at 8:30 a.m. at the Board office, located at 3218 Pringle Rd SE, Salem, Oregon 97302. (second floor conference room)

Principal subjects to be discussed at the meeting include, but are not limited to, complaints filed with the Board.

A request for an interpreter for the hearing impaired or any other accommodations for persons with disabilities should be made to the Board office at least 48 hours prior to the meeting.","Yes, public session","Cathy Orias","503-378-2270","cathy.orias@state.or.us",,,,"Cathy Orias","503-378-2270","cathy.orias@state.or.us",,"877-326-2337","9901145150",
"Accountancy State Board","Review Planning Material","2014-10-19T12:00:00.000","2014-10-20T18:00:00.000","Oregon State University - Austin Hall 4th Floor Board Room"," Corvallis","OR",,,"Kimberly Fast",,"kimberly.fast@oregon.gov",,,,,,,,,,
"Accountancy State Board","Review Proposed Administrative Rules","2015-09-30T09:00:00.000","2015-09-30T11:00:00.000","3218 Pringle Rd SE "," Salem","OR",,,"Kimberly Fast","503-378-2268","kimberly.fast@oregon.gov",,,,,,,,"877-326-2337","269 342 3387",
"Accountancy State Board","Review applications for CPA license","2013-01-09T09:00:00.000","2013-01-07T12:00:00.000","Telephone Conference"," Salem","OR","The committee will review applications for the CPA license submitted by applicants who gained experience in either government or industry.",,"Kimberly Sisk","503-378-2268","kimberly.sisk@state.or.us",,,,,,,,,,
"Accountancy State Board","Review applications for licensure","2015-11-18T10:00:00.000","2015-11-18T14:00:00.000","3218 Pringle Rd SE   Large Conference Room"," Salem","OR","Most members will call in via conference call

DIAL-IN NUMBER: 1-877-326-2337
CONFERENCE ID: 269 342 3387",,"Kimberly Fast","503-378-2268","kimberly.fast@oregon.gov",,,,,,,,,,
"Accountancy State Board","Review applications from applicants applying with experience in industry","2014-11-14T11:00:00.000","2014-11-14T16:00:00.000","2nd Floor Conference Room, 3218 Pringle Rd SE ","Salem","OR",,,"Kristen Adamson","503-378-2264","kristen.m.adamson@oregon.gov",,,,,,,,,,
"Accountancy State Board","review committee recommendations, approval of license applications","2013-08-12T08:30:00.000",,"3218 Pringle Rd SE 2nd Floor Conference Room"," Salem","OR",,,"Kimberly Fast",,"kimberly.fast@state.or.us",,,,,,,,,,
"Accountancy State Board","Regular Board Meeting  - Public Session","2012-12-17T10:45:00.000","2012-12-17T17:00:00.000","Board of Accountancy Office"," Salem","OR","NOTICE OF PUBLIC BOARD MEETING AND EXECUTIVE SESSION
OREGON BOARD OF ACCOUNTANCY

The Oregon Board of Accountancy will meet at the Morrow Crane Building, 2nd Floor Conference Room, 3218 Pringle Rd SE, Salem, Oregon, at the following dates and times.


**Times are staff estimates only – actual agenda item times are subject to change by Chair**


Purpose of Meeting:
Discuss disciplinary matters and activities of the Board and Committees.  Board planning for the upcoming year and updates on current matters.

Monday, December 17, 2012

8:30 – 10:30 a.m.	Executive Session
Call to Order pursuant to ORS 192.660(2)(f)(h), documents that are exempt by law from public inspection and exemption related to the right to consult with legal counsel regarding current litigation or litigation likely to be filed.

10:45 – 5:00 p.m.	Public Board Meeting
Approval of Minutes
Report of OAIA
Report of OSCPA
CPE / Complaint / Qualification Committee Actions
Report of Chair / Vice-Chair / Executive Director
Board Planning

A request for an interpreter for the hearing impaired or any other accommodations for persons with disabilities should be made to the Board office at least two working days prior to the meeting.  For further information, please call the Board office.","Yes - Public Session","Kimberly Sisk","503-378-2268","kimberly.sisk@state.or.us",,,,"Kimberly Sisk","503-378-2268","kimberly.sisk@state.or.us",,,,
"Accountancy State Board",,"2015-06-29T08:30:00.000","2015-06-29T15:00:00.000","3218 Pringle Rd SE","Salem","OR",,,"Bethany Reeves","503-378-2270","bethany.reeves@oregon.gov",,,,,,,,,,
"Accountancy State Board","Complaints Committee reviews complaints to make recommedations to the Board","2012-09-24T08:30:00.000","2012-09-24T13:30:00.000","3218 Pringle Rd, SE, 2nd Floor Conf Rm"," Salem","OR","Principal subjects to be discussed at the meeting include, but are not limited to, complaints filed with the Board.","yes","Cathy Orias","503-378-22070","cathy.orias@state.or.us",,,,"503-378-2270","Cathy Orias","cathy.orias@state.or.us",,"877-326-2337","3785",
"Accountancy State Board",,"2015-07-27T10:00:00.000","2015-07-27T14:00:00.000","3218 Pringle Rd SE 2nd Floor Conference Room "," Salem","OR",,,"Kimberly  Fast","503-378-2268","kimberly.fast@oregon.gov",,,,,,,,,,
"Accountancy State Board","Review Current PR topics","2016-11-07T10:00:00.000","2016-11-07T13:00:00.000","3218 Pringle Rd SE - 2nd Floor Conference Room"," Salem","OR",,,"Kimberly","503-378-2268","kimberly.fast@oregon.gov",,,,,,,,,,
"Accountancy State Board",,"2018-09-28T08:30:00.000","2018-09-28T16:30:00.000","3218 Pringle Rd SE - Large Conference Room","Salem ","OR",,,"Joel Parks","503-378-2270","joel.parks@oregon.gov",,,,,,,,,,"https://www.oregon.gov/boa/docs/BOACC%20PUB%20AGENDA%20DRAFT%20for%20September%2028.pdf (https://www.oregon.gov/boa/docs/BOACC%20PUB%20AGENDA%20DRAFT%20for%20September%2028.pdf)"
"Accountancy State Board","Review Applicants with experience in Industry/Goverment Setting","2017-04-05T10:00:00.000","2017-04-05T15:00:00.000","3218 Pringle Rd SE"," Salem","OR",,"Yes","Julie Nadeau","503-378-2270","julie.nadeau@oregon.gov",,,,,,,,"1877 326 2337","269 342 3387",
"Accountancy State Board","Review investigation reports, licensing and general board business","2017-02-02T08:30:00.000","2017-02-02T16:30:00.000","3218 Pringle Rd SE 2nd Floor Conference Room"," Salem","OR",,"yes","Kimberly Fast","503-378-2268","kimberly.fast@oregon.gov",,,,,,,,,,
"Accountancy State Board","review investigation files, discuss board business, approve applications for licensure","2018-10-26T08:30:00.000","2018-10-26T17:00:00.000","3218 Pringle Rd SE - Large Conference Room","Salem","OR",,,"Joel Parks","503-378-2270","joel.parks@oregon.gov",,,,,"5033782270",,,,,"https://www.oregon.gov/boa/docs/2018.10.26%20PUBLIC%20SESSION%20AGENDA%20Draft%201.pdf (https://www.oregon.gov/boa/docs/2018.10.26%20PUBLIC%20SESSION%20AGENDA%20Draft%201.pdf)"
"Accountancy State Board","Review applicants for licensure","2016-09-28T10:00:00.000","2016-09-28T15:00:00.000","3218 Pringle Rd SE - 2nd Floor Conference Room"," Salem","OR",,,"Julie Nadeau","503-378-2270","julie.nadeau@oregon.gov",,,,,,,,,,
"Accountancy State Board","review investigation reports","2017-01-13T08:30:00.000","2017-01-13T16:30:00.000","2nd Floor Conference Room 3218 Pringle Rd SE","Salem","OR",,,"Joel Parks","503-378-2262","joel.parks@oregon.gov",,,,,,,,,,
"Accountancy State Board",,"2016-07-20T09:00:00.000","2016-07-19T12:00:00.000","3218 Pringle Rd SE"," Salem","OR",,,"Julie Nadeau",,"julie.nadeau@oregon.gov",,,,,,,,,,
"Accountancy State Board",,"2018-05-10T08:30:00.000","2018-05-11T16:00:00.000","Oregon Board of Accountancy 3218 Pringle Rd SE Ste 110"," Salem","OR",,,"Julie Nadeau","503-378-2270","julie.nadeau@oregon.gov",,,,,,,,,,
"Accountancy State Board","review applications from industry, government or other","2019-01-23T10:00:00.000","2019-01-23T14:00:00.000","3218 Pringle Rd SE - Training Center"," Salem","OR",,,"Stacey Janes","503-378-2264","stacey.janes@oregon.gov",,,,,,,,,,"https://www.oregon.gov/boa/docs/012319%20QC%20Agenda.pdf (https://www.oregon.gov/boa/docs/012319%20QC%20Agenda.pdf)"
"Accountancy State Board",,"2018-02-15T16:30:00.000","2018-02-15T17:00:00.000","3218 Pringle Rd SE Ste 110","Salem ","OR",,,"Kimberly Fast","503-378-2280","kimberly.fast@oregon.gov",,,,,,,,"1-877-326-2337","269 342 3387",
"Accountancy State Board",,"2017-05-16T14:00:00.000","2017-05-16T17:00:00.000","3218 Pringle Rd SE  2nd Floor Conference Room"," Salem","OR",,,"Kimberly Fast","503-378-2268","kimberly.fast@oregon.gov",,,,,,,,,,
"Accountancy State Board","Interveiws for Executive Director Position","2017-11-15T13:00:00.000","2017-11-15T17:00:00.000","3218 Pringle Rd SE, 2nd Floor Conference Room"," Salem","OR",,,"Kimberly Fast","503-378-2268","kimberly.fast@oregon.gov",,,,,,,,,,
"Accountancy State Board",,"2018-01-08T08:30:00.000","2018-01-08T15:00:00.000","3218 Pringle Rd SE - 2nd Floor Conference Room"," Salem","OR",,,"Joel Parks","503-378-2262","joel.parks@oregon.gov",,,,,,,,,,
"Accountancy State Board",,"2019-01-22T16:30:00.000","2019-01-22T17:30:00.000","Conference Call"," Salem","OR",,,"Kimberly Fast","503-378-2280","kimberly.fast@oregon.gov",,,,,,,,,,
"Accountancy State Board","Review proposed rule amendments","2016-06-13T09:00:00.000","2016-06-13T13:00:00.000","3218 Pringle Rd SE 2nd Floor Conference Room"," Salem","OR",,,"Kimberly Fast","503-378-2268","kimberly.fast@oregon.gov",,,,,,,,,,
"Accountancy State Board","Review investigation reports for potential violation of Board rules","2016-09-23T08:15:00.000","2016-09-23T16:00:00.000","3218 Pringle Rd SE - Morrow Training Center"," Salem","OR",,,"Joel Parks","503-378-2262","joel.parks@oregon.gov",,,,,,,,,,
"Accountancy State Board","Discuss licensing and compliance issues","2016-12-05T08:30:00.000","2016-12-05T17:00:00.000","3218 Pringle Rd SE","Salem ","OR",,"Yes","Kimberly Fast","503-378-2268","kimberly.fast@oregon.gov",,,,,,,,,,
"Accountancy State Board","Review license applications, investigation reports and various other topics","2018-08-24T08:30:00.000","2018-08-24T17:00:00.000","3218 Pringle Rd SE 2nd Floor Conference Room","Salem","OR",,,"Joel Parks","503-378-2262","joel.parks@oregon.gov",,,,,,,,,,
"Accountancy State Board","Review license applications","2017-01-18T09:00:00.000","2017-01-18T14:00:00.000","Conference Call"," Salem","OR",,,"Julie Nadeau","503-378-2270","julie.nadeau@oregon.gov",,,,,,,,,,
"Accountancy State Board",,"2017-10-19T08:30:00.000","2017-10-20T16:30:00.000","3218 Pringle Rd SE, Morrow Training Center"," Salem","OR",,,"Joel Parks","503-378-2262","joel.parks@oregon.gov",,,,,,,,,,
"Accountancy State Board",,"2017-06-07T10:00:00.000","2017-06-07T15:00:00.000","1st Floor Conference Room, 3218 Pringle Rd SE #110","Salem ","OR",,,"Julie Nadeau","503-378-2270","julie.nadeau@oregon.gov",,,,,,,,,,
"Accountancy State Board","Review of Industry, Government Licensing Applications","2018-09-19T10:00:00.000","2018-09-19T15:00:00.000","3218 Pringle Rd SE - Large Conference Room"," Salem","OR",,,"Stacey Janes","503-378-2264","stacey.janes@oregon.gov",,,,,,,,,,"https://www.oregon.gov/boa/docs/091918%20QC%20Agenda.pdf (https://www.oregon.gov/boa/docs/091918%20QC%20Agenda.pdf)"
"Accountancy State Board",,"2017-06-01T09:30:00.000","2017-06-01T01:30:00.000","3218 Pringle Rd SE 2nd Floor Large Conference Rooms"," Salem","OR",,,"Angel Legler","503-378-2264","angel.m.legler@oregon.gov",,,,,,,,,,
"Accountancy State Board","reveiw complaint cases, licensing applicants and other board business","2018-01-22T08:30:00.000","2018-01-22T15:30:00.000","3218 Pringle Rd SE - 2nd floor conference room","Salem","OR",,,"Kimberly Fast","503-378-2280","kimberly.fast@oregon.gov",,,,,,,,,,
"Accountancy State Board","Review applications for licensure","2016-04-27T10:00:00.000","2016-04-27T15:00:00.000","3218 Pringle Rd SE - 2nd Floor Conference Room"," Salem","OR",,,"Julie Nadeau","503-378-2270","julie.nadeau@oregon.gov",,,,,,,,,,
"Accountancy State Board",,"2017-05-15T08:30:00.000","2017-05-15T17:00:00.000","3218 Pringle Rd SE 2nd Floor Conference Room"," Salem","OR",,"yes","Kimberly Fast","503-378-2268","kimberly.fast@oregon.gov",,,,,,,,,,
"Accountancy State Board",,"2017-08-25T08:30:00.000","2017-08-25T09:30:00.000","3218 Pringle Rd SE"," Salem","OR",,,"Kimberly Fast","503-378-2268","kimberly.fast@oregon.gov",,,,,,,,,,
"Accountancy State Board",,"2019-02-01T08:30:00.000","2019-02-01T16:00:00.000","3218 Pringle Rd SE"," Salem","OR",,,"Julie Nadeau","503-378-2270","julie.nadeau@oregon.gov",,,,,,,,,,"https://www.oregon.gov/boa/docs/2019-2-1%20PUBLIC%20SESSION%20AGENDA.pdf (https://www.oregon.gov/boa/docs/2019-2-1%20PUBLIC%20SESSION%20AGENDA.pdf)"
"Accountancy State Board","Recruitment of Executive Director","2017-10-16T08:30:00.000","2017-10-16T14:00:00.000","3218 Pringle Rd SE, Small Conference Room","Salem","OR",,,"Kimberly Fast","503-378-2280","kimberly.fast@oregon.gov",,,,,,,,,,
"Accountancy State Board","Recruitment of Executive Director","2017-11-21T11:00:00.000","2017-11-21T12:00:00.000","3218 Pringle Rd SE ","Salem","OR",,,"Kimberly Fast","503-378-2268","kimberly.fast@oregon.gov",,,,,,,,,,
"Accountancy State Board","Review investigation reports","2017-05-16T08:30:00.000","2017-05-16T15:30:00.000","3218 Pringle Rd SE 2nd Floor Conference Room","Salem ","OR",,,"Joel Parks","503-378-2262","joel.parks@oregon.gov",,,,,,,,,,
"Accountancy State Board","Executive Director Recruitment","2017-12-01T09:30:00.000","2017-12-01T11:00:00.000","3218 Pringle Rd SE","Salem","OR",,,"Joel Parks","503-378-2262","joel.parks@oregon.gov",,,,,,,,,,
"Accountancy State Board",,"2017-12-11T08:30:00.000","2017-12-11T16:30:00.000","3218 Pringle Rd SE - 2nd Floor Conference Room"," Salem","OR",,,"Joel Parks","503-378-2262","joel.parks@oregon.gov",,,,,,,,,,
"Accountancy State Board","Review of Investigation Reports","2017-09-22T08:30:00.000","2017-09-22T17:00:00.000","3218 Pringle Rd SE 2nd Floor Conference Room"," Salem","OR",,,"Joel Parks","503-378-2262","joel.parks@oregon.gov",,,,,,,,,,
"Accountancy State Board","Reveiw  initial applications for licensure with experience in Industry, Governement and Other","2018-04-18T10:00:00.000","2018-04-18T14:00:00.000","3218 Pringle Rd SE 2nd Floor Conference Room"," Salem","OR",,,"Julie Nadeau","503-378-2270","julie.nadeau@oregon.gov",,,,,,,,"877-326-2337","269 342 3387",
"Accountancy State Board","Review disciplinary cases","2017-04-28T08:30:00.000","2017-04-28T16:00:00.000","3218 Pringle Rd SE 2nd Floor Conference Room"," Salem","OR","Review disciplinary cases",,"Joel Parks","503-378-2262","joel.parks@oregon.gov",,,,,,,,,,
"Accountancy State Board","Review current board cases, recommendations from committees, discuss proposed rules and other board of accountancy matters","2016-10-20T08:30:00.000","2016-10-21T16:00:00.000","3218 Pringle Rd SE 1st Floor Conference Room"," Salem","OR",,"yes","Kimberly Fast","503-378-2268","kimberly.fast@oregon.gov",,,,,,,,,,
"Accountancy State Board","Review investigation reports, licensing matters and regular board business","2018-12-07T08:30:00.000","2018-12-07T16:15:00.000","3218 Pringle Rd SE, Training Center","Salem","OR",,,"Julie Nadeau","503-378-2270","julie.nadeau@oregon.gov",,,,,,,,,,"https://www.oregon.gov/boa/Pages/public_mtgs.aspx (https://www.oregon.gov/boa/Pages/public_mtgs.aspx)"
"Accountancy State Board",,"2017-12-21T13:15:00.000","2017-12-21T14:30:00.000","3218 Pringle Rd SE","Salem","OR",,,"Kimberly Fast","503-378-2280","kimberly.fast@oregon.gov",,,,,,,,,,
"Accountancy State Board",,"2017-02-08T09:00:00.000","2017-02-08T12:00:00.000","3218 Pringle Rd SE"," Salem","OR",,"Yes","Angel Legler","503-378-2264","angel.m.legler@oregon.gov",,,,,,,,,,
