"reference_no_","status","date_open","date_closed","respondent","address_1","address_2","city","state","zip","contactflagonaddr1","business_type","complaint_description","closing_description","location_by_zip","geo_data_location"
"FF6297-19","Closed","2019-12-19T00:00:00.000","2019-12-19T00:00:00.000","ROOF TECH SPECIALITIES, LLC","1750 NW PHILLIPS RD.",,"GASTON","OR","97119",,"Construction Contractors, Roofing, Siding & Sheet Metal","Failed to properly install goods","Referred Complainant Elsewhere","
,  97119
(45.465361, -123.250327)",
"FF6308-19","Closed","2019-12-19T00:00:00.000","2019-12-19T00:00:00.000","VIABOX*","1812 N COLUMBIA BLVD GATE C15",,"PORTLAND","OR","97217",,"Mail: Private Mail Drops, boxes, etc.","Failed to fulfill contract","DOJ has No Jurisdiction","
,  97217
(45.577751, -122.686065)",
"FF6312-19","Closed","2019-12-19T00:00:00.000","2019-12-19T00:00:00.000","PEQUOT LLC","63090 WAUGH RD",,"BEND","OR","97701",,"Credit/Lending: Mortgage Loan Servicing","Acted unconscionably","Referred Complainant Elsewhere","
,  97701
(44.109551, -121.302315)",
"FF6327-19","Closed","2019-12-19T00:00:00.000","2019-12-19T00:00:00.000","VIMLY BENEFIT SOLUTIONS, INC DATA BREACH","12121 HARBOUR REACH DRIVE, SUITE 105",,"MUKILTEO","WA","98725",,"Insurance: Health and Medical","Lost or mishandled consumer's personal data","Information Only","
,  98725",
"FF6323-19","Closed","2019-12-19T00:00:00.000","2019-12-31T00:00:00.000","CENTURYLINK, INC*","ATTN: DONNA POWELL","100 CENTURYTEL DRIVE","MONROE","LA","71203",,"Telecommunications: local service","Inaccurately calculated a bill or debt, a portion of which the complainant does owe","Referred Complainant Elsewhere","
,  71203
(32.566031, -92.030977)",
"FF6279-19","Closed","2019-12-18T00:00:00.000","2019-12-23T00:00:00.000","CONSUMER CELLULAR INC*","7204 SW DURHAM RD","SUITE 300","PORTLAND","OR","97224",,"Telecommunications: Cellular & Other Wireless","Service quality lower than what the complainant ordered or expected","Reviewed and Closed","
,  97224
(45.407281, -122.793534)",
"FF6290-19","Closed","2019-12-18T00:00:00.000","2019-12-18T00:00:00.000","CRAIGSLIST BUYER SCAM",,,,,,,"Private Party - No Jurisdiction","General allegation of unlawful conduct","Information Only",,
"FF6264-19","Closed","2019-12-18T00:00:00.000","2019-12-18T00:00:00.000","IBI CONSTRUCTION LLC","15240 SE 82ND DR",,"CLACKAMAS","OR","97015",,"Construction Contractors, Building, Developing, & General Contracting","Failed to fulfill contract","Referred Complainant Elsewhere","
,  97015
(45.417556, -122.538225)",
"FF6291-19","Closed","2019-12-18T00:00:00.000","2019-12-18T00:00:00.000","LANE COUNTY DISTRICT ATTORNEY","125 E 8TH AVE",,"EUGENE","OR","97401",,"Justice, Public Order & Safety Activities","General allegation of unlawful conduct","DOJ has No Jurisdiction","
,  97401
(44.0665, -123.080966)",
"FF6280-19","Closed","2019-12-18T00:00:00.000","2019-12-18T00:00:00.000","ALLSTATE INSURANCE*","HOME OFFICE","2775 SANDERS RD","NORTHBROOK","IL","60062",,"Insurance: Carriers","Failed to fulfill contract","Referred Complainant Elsewhere","
,  60062
(42.127486, -87.843314)",
"FF6267-19","Closed","2019-12-18T00:00:00.000","2019-12-24T00:00:00.000","CARE MED CHOICE, LLC","2218 SW MARIGOLD ST",,"PORTLAND","OR","97219",,"Health: Medical products","Failed to deliver goods, services or refund despite demand by complainant","Voluntarily Resolved","
,  97219
(45.456622, -122.705771)",
"FF6285-19","Closed","2019-12-18T00:00:00.000","2019-12-18T00:00:00.000","COOLEST COOLER*","2663 NW SAINT HELENS RD",,"PORTLAND","OR","97210",,"Investments: Miscellaneous Financial Investment Activities","Failed to fulfill contract","Information Only","
,  97210
(45.539466, -122.718669)",
"FF6287-19","Closed","2019-12-18T00:00:00.000","2019-12-18T00:00:00.000","BENEFITS SUSPENSION UNIT","4207 SE WOODSTOCK BLVD 2",,,"OR",,,"Fraudulent Entity","General allegation of unlawful conduct","Information Only",,
"FF6247-19","Closed","2019-12-18T00:00:00.000","2019-12-18T00:00:00.000","NORTHWEST ANALYTICAL INC","630 SW WALNUT ST, STE 146",,"HILLSBORO","OR","97123",,"Marijuana Related","General allegation of unlawful conduct","Referred Complainant Elsewhere","
,  97123
(45.467493, -122.968778)",
"FF6283-19","Closed","2019-12-18T00:00:00.000","2019-12-18T00:00:00.000","CHARTER COMMUNICATIONS*","REGULATORY COMPLAINTS","6399 S FIDDLERS GREEN CIRCLE","GREENWOOD VILLAGE","CO","80111",,"Broadcasting: TV via cable","Inaccurately calculated a bill or debt, a portion of which the complainant does owe","Referred Complainant Elsewhere","
,  80111
(39.612472, -104.881366)",
"FF6255-19","Closed","2019-12-18T00:00:00.000","2019-12-18T00:00:00.000","JCM, INC",,,,,,,"Construction Contractors, Generally","Failed to deliver goods, services or refund despite demand by complainant","Private Lawsuit (UTPA)",,
"FF6261-19","Closed","2019-12-18T00:00:00.000","2019-12-31T00:00:00.000","UNKNOWN*",,,,,,,"Credit/Lending: Debt Buyers","Under 30","Complainant Did Not Maintain Contact with DOJ",,
"FF6268-19","Closed","2019-12-18T00:00:00.000","2019-12-23T00:00:00.000","PWCC MARKETPLACE, LLC","3 MONROE PKWY, STE P, #601",,"LAKE OSWEGO","OR","97035",,"Internet Auctions","General allegation of unlawful conduct","Information Only","
,  97035
(45.414576, -122.725679)",
"FF6266-19","Closed","2019-12-18T00:00:00.000","2019-12-18T00:00:00.000","CARRIAGE HOUSE APARTMENTS","8376 SW PFAFFLE RD",,"TIGARD","OR","97223",,"Real Estate: Residential Property Managers","Failed to deliver goods, services or refund despite demand by complainant","Consumer Did Not Request Action","
,  97223
(45.44045, -122.780269)",
"FF6253-19","Closed","2019-12-18T00:00:00.000","2019-12-18T00:00:00.000","COMPUTER HACKERS",,,,,,,"Fraudulent Entity","General allegation of unlawful conduct","Information Only",,
"FF6289-19","Closed","2019-12-18T00:00:00.000","2019-12-18T00:00:00.000","WALNUT PLACE APARTMENTS","9815 SW WALNUT PL",,"TIGARD","OR","97223",,"Real Estate: Residential Property Managers","Failed to deliver goods, services or refund despite demand by complainant","DOJ has No Jurisdiction","
,  97223
(45.44045, -122.780269)",
"FF6273-19","Closed","2019-12-18T00:00:00.000","2019-12-18T00:00:00.000","WAVE BROADBAND*","401 KIRKLAND PARKPLACE STE 500",,"KIRKLAND","WA","98033",,"Telecommunications: Internet Service Provider (ISP)","Service quality lower than what the complainant ordered or expected","Referred Complainant Elsewhere","
,  98033
(47.678406, -122.188994)",
"FF6260-19","Closed","2019-12-18T00:00:00.000","2019-12-18T00:00:00.000","TRACFONE WIRELESS, INC.*","ATTN MELISSA RAKE","9700 NW 112TH AVE","MIAMI","FL","33178",,"Telecommunications: Cellular & Other Wireless","Failed to fulfill contract","Referred Complainant Elsewhere","
,  33178
(25.843659, -80.386363)",
"FF6270-19","Closed","2019-12-18T00:00:00.000","2019-12-19T00:00:00.000","VACASA*","P O BOX 10130",,"PORTLAND","OR","97296",,"Real Estate: Other Activities Related to Real Estate","Failed to deliver goods, services or refund despite demand by complainant","Voluntarily Resolved","
,  97296
(45.516018, -122.681425)",
"FF6256-19","Closed","2019-12-18T00:00:00.000","2019-12-30T00:00:00.000","BANK OF AMERICA IMPOSTER",,,,,,,"Credit/Lending: Commercial Banking","Not Assigned","Information Only",,
"FF6249-19","Closed","2019-12-18T00:00:00.000","2019-12-18T00:00:00.000","CATHERINE A WRIGHT","TANKERSLEY & WRIGHT LLC","PO BOX 625","MCMINNVILLE","OR","97128",,"Legal: Lawyers","General allegation of unlawful conduct","DOJ has No Jurisdiction","
,  97128
(45.204068, -123.237142)",
"FF6252-19","Closed","2019-12-18T00:00:00.000","2019-12-18T00:00:00.000","SWEEPSTAKES SCAM",,,,,,,"Gambling: Gambling, inc. raffles, except bingo, lotteries, sweeps","General allegation of unlawful conduct","Information Only",,
"FF6254-19","Closed","2019-12-18T00:00:00.000","2019-12-18T00:00:00.000","OVERPAYMENT SCAM*",,,,,,,"Private Party - No Jurisdiction","General allegation of unlawful conduct","Information Only",,
"FF6271-19","Closed","2019-12-18T00:00:00.000","2019-12-18T00:00:00.000","CARSON OIL COMPANY","10115 PACIFIC AVE",,"TILLAMOOK","OR","97141",,"Fuel: Heating Oil Dealers","False or misleading representation of a particular standard, quality, grade, model or style","Referred Complainant Elsewhere","
,  97141
(45.467575, -123.69847)",
"FF6231-19","Closed","2019-12-17T00:00:00.000","2019-12-17T00:00:00.000","DRUG DEOPT, INC.",,,,,,,"Fraudulent Entity","Private Class Action","Class Action Fairness Act Notice",,
"FF6224-19","Closed","2019-12-17T00:00:00.000","2019-12-17T00:00:00.000","MARRIOTT INTERNATIONAL, INC.,",,,,,,,"Not Assigned","Private Class Action","Class Action Fairness Act Notice",,
"FF6236-19","Closed","2019-12-17T00:00:00.000","2019-12-17T00:00:00.000","COMCAST*","CINDY COOK/GOV'T. RELATIONS LIAISON","14243 SW TERMAN RD","BEAVERTON","OR","97005",,"Telecommunications: Cellular & Other Wireless","Inaccurately calculated a bill or debt, a portion of which the complainant does owe","Referred Complainant Elsewhere","
,  97005
(45.49181, -122.804932)",
"FF6235-19","Closed","2019-12-17T00:00:00.000","2019-12-17T00:00:00.000","COOLEST COOLER*","2663 NW SAINT HELENS RD",,"PORTLAND","OR","97210",,"Investments: Miscellaneous Financial Investment Activities","Failed to fulfill contract","Information Only","
,  97210
(45.539466, -122.718669)",
"FF6230-19","Closed","2019-12-17T00:00:00.000","2019-12-17T00:00:00.000","TAMPA BAY SPORTS AND ENTERTAINMENT",,,,,,,"Not Assigned","Private Class Action","Class Action Fairness Act Notice",,
"FF6232-19","Closed","2019-12-17T00:00:00.000","2019-12-17T00:00:00.000","THE FILLING STATION DELI, LLC",,,,,,,"Not Assigned","Private Class Action","Class Action Fairness Act Notice",,
"FF6244-19","Closed","2019-12-17T00:00:00.000","2019-12-17T00:00:00.000","THE CITY OF NEW YORK",,,,,,,"Not Assigned","Private Class Action","Class Action Fairness Act Notice",,
"FF6238-19","Closed","2019-12-17T00:00:00.000","2019-12-17T00:00:00.000","ADEPTUS HEALTH INC.",,,,,,,"Not Assigned","Private Class Action","Class Action Fairness Act Notice",,
"FF6243-19","Closed","2019-12-17T00:00:00.000","2019-12-17T00:00:00.000","FORTERRA, INC.  SECURITIES LITIGATION",,,,,,,"Not Assigned","Lost or mishandled consumer's personal data","Class Action Fairness Act Notice",,
"FF6229-19","Closed","2019-12-17T00:00:00.000","2019-12-17T00:00:00.000","U.S. BANK N.A., WILMINGTON TRUST",,,,,,,"Not Assigned","Private Class Action","Class Action Fairness Act Notice",,
"FF6227-19","Closed","2019-12-17T00:00:00.000","2019-12-17T00:00:00.000","JAMBAV INC DATA BREACH","1000 NORTHWEST STREET, SUITE 1200",,"WILMINGTON","DE","19801",,"Not Assigned","Lost or mishandled consumer's personal data","Information Only","
,  19801
(39.734816, -75.547929)",
"FF6241-19","Closed","2019-12-17T00:00:00.000","2019-12-17T00:00:00.000","ALLINA HEALTH SYSTEM",,,,,,,"Not Assigned","Private Class Action","Class Action Fairness Act Notice",,
"FF6225-19","Closed","2019-12-17T00:00:00.000","2019-12-17T00:00:00.000","MASSAGE ENVY FRANCHISING LLC",,,,,,,"Not Assigned","Private Class Action","Class Action Fairness Act Notice",,
"FF6234-19","Closed","2019-12-17T00:00:00.000","2019-12-17T00:00:00.000","COOLEST COOLER*","2663 NW SAINT HELENS RD",,"PORTLAND","OR","97210",,"Investments: Miscellaneous Financial Investment Activities","Failed to fulfill contract","Information Only","
,  97210
(45.539466, -122.718669)",
"FF6226-19","Closed","2019-12-17T00:00:00.000","2019-12-17T00:00:00.000","HARVARD UNIVERSITY",,,,,,,"Not Assigned","Private Class Action","Class Action Fairness Act Notice",,
"FF6222-19","Closed","2019-12-17T00:00:00.000","2019-12-17T00:00:00.000","FIRST TRANSIT, INC",,,,,,,"Not Assigned","Private Class Action","Class Action Fairness Act Notice",,
"FF6233-19","Closed","2019-12-17T00:00:00.000","2019-12-17T00:00:00.000","COOLEST COOLER*","2663 NW SAINT HELENS RD",,"PORTLAND","OR","97210",,"Investments: Miscellaneous Financial Investment Activities","Failed to fulfill contract","Information Only","
,  97210
(45.539466, -122.718669)",
"FF6219-19","Closed","2019-12-16T00:00:00.000","2019-12-31T00:00:00.000","DEPARTMENT OF HUMAN SERVICES*","OFFICE OF THE DIRECTOR","500 SUMMER ST. NE, E-15","SALEM","OR","97301",,"General Government","Not Assigned","Complainant Did Not Maintain Contact with DOJ","
,  97301
(44.948512, -123.006732)",
"FF6197-19","Closed","2019-12-16T00:00:00.000","2019-12-16T00:00:00.000","GLAXOSMITHKLINE PLC",,,,,,,"Not Assigned","Private Class Action","Class Action Fairness Act Notice",,
"FF6185-19","Closed","2019-12-16T00:00:00.000","2019-12-31T00:00:00.000","MUV FITNESS","10414 SE WASHINGTON ST",,"PORTLAND","OR","97216",,"Recreation: Health club facilities, physical fitness","Acted unconscionably during collection activity","Reviewed and Closed","
,  97216
(45.514865, -122.560159)",
"FF6218-19","Closed","2019-12-16T00:00:00.000","2019-12-16T00:00:00.000","SUBARU OF BEND","2060 NE HIGHWAY 20",,"BEND","OR","97701",,"Autos: New car dealer selling USED cars","General allegation of unlawful conduct","DOJ has No Jurisdiction","
,  97701
(44.109551, -121.302315)",
"FF6184-19","Closed","2019-12-16T00:00:00.000","2019-12-16T00:00:00.000","PUBLISHERS CLEARING HOUSE IMPOSTER VICTIM",,,,,,,"Fraudulent Entity","Senior Citizen","Information Only",,
"FF6205-19","Closed","2019-12-16T00:00:00.000","2019-12-16T00:00:00.000","STOP SPANKING","623 NE TILLAMOOK STREET",,"PORTLAND","OR","97212",,"Nature of the Business Not Identified","General allegation of unlawful conduct","Referred Complainant Elsewhere","
,  97212
(45.544114, -122.643657)",
"FF6216-19","Closed","2019-12-16T00:00:00.000","2019-12-16T00:00:00.000","SCAM CALLER",,,,,,,"Telemarketing Company","Veteran","Unable to locate Respondent",,
"FF6186-19","Closed","2019-12-16T00:00:00.000","2019-12-16T00:00:00.000","TIMESHARE RESELLER VICTIM",,,,"FL",,,"Fraudulent Entity","Senior Citizen","Information Only",,
"FF6211-19","Closed","2019-12-16T00:00:00.000","2019-12-16T00:00:00.000","SPIRIT OF FAITH, LLC","1240 W 8TH ST",,"MEDFORD","OR","97501",,"Fraudulent Entity","Elder Financial Exploitation","Information Only","
,  97501
(42.302682, -122.886931)",
"FF6215-19","Closed","2019-12-16T00:00:00.000","2019-12-16T00:00:00.000","SCAM VICTIM",,,,,,,"Fraudulent Entity","Acted unconscionably by exploiting vulnerable victim","Unable to locate Respondent",,
"FF6201-19","Closed","2019-12-16T00:00:00.000","2019-12-24T00:00:00.000","DIRECTV, INC*","OFFICE OF THE PRESIDENT","308 S AKARD ST, ROOM 1110","DALLAS","TX","75202",,"Telecommunications: Satellite","Inaccurately calculated a bill or debt, a portion of which the complainant does owe","Voluntarily Resolved","
,  75202
(32.779989, -96.803609)",
"FF6217-19","Closed","2019-12-16T00:00:00.000","2019-12-16T00:00:00.000","BERNARDS AND ASSOCIATES","441 NW HILL ROAD",,"MCMINNVILLE","OR","97128",,"Real Estate: Residential Property Managers","General allegation of unlawful conduct","Referred Complainant Elsewhere","
,  97128
(45.204068, -123.237142)",
"FF6202-19","Closed","2019-12-16T00:00:00.000","2019-12-16T00:00:00.000","OR CERTIFICATE SERVICES","2755 COMMERCIAL ST SE, SUITE 101-211",,"SALEM","OR","97302",,"All Other Support Services","False or misleading ""invoice""","Information Only","
,  97302
(44.903639, -123.051956)",
"FF6190-19","Closed","2019-12-16T00:00:00.000","2019-12-23T00:00:00.000","THE GOOD FEET STORE","1063 VALLEY RIVER WAY",,"EUGENE","OR","97401",,"Health: Medical products","False or misleading description of quality, quantity, or nature of goods or services","Voluntarily Resolved","
,  97401
(44.0665, -123.080966)",
"FF6209-19","Closed","2019-12-16T00:00:00.000","2019-12-27T00:00:00.000","BETTER BUILT BARNS","3867 37TH AVE SE",,"SALEM","OR","97317",,"Construction Contractors, Generally","English is not first language","Voluntarily Resolved","
,  97317
(44.901183, -122.932058)",
"FF6189-19","Closed","2019-12-16T00:00:00.000","2019-12-17T00:00:00.000","NORTHWEST WILD PRODUCTS","1335 MARINE DR",,"ASTORIA","OR","97103",,"Food: Food Service Contractors","General allegation of unlawful conduct","Voluntarily Resolved","
,  97103
(46.140518, -123.719357)",
"FF6194-19","Closed","2019-12-16T00:00:00.000","2019-12-16T00:00:00.000","MAXED OUT MOTORS, LLC","2811 BROADMORE ST.",,"KLAMATH FALLS","OR","97603",,"Repair: Automotive Mechanical & Electrical","Complainant suffered damage/injury beyond the original transaction - ""consequential"" damages","Complainant Pursued Private Lawsuit","
,  97603
(42.148344, -121.711749)",
"FF6187-19","Closed","2019-12-16T00:00:00.000","2019-12-16T00:00:00.000","BEST BUY IMPOSTER",,,,,,,"Fraudulent Entity","Senior Citizen","Unable to locate Respondent",,
"FF6204-19","Closed","2019-12-16T00:00:00.000","2019-12-31T00:00:00.000","MARKET SOURCE","1298 OLIVE ST, 1411",,"EUGENE","OR","97401",,"Real Estate: Residential Property Managers","Under 30","Complainant Did Not Maintain Contact with DOJ","
,  97401
(44.0665, -123.080966)",
"FF6191-19","Closed","2019-12-16T00:00:00.000","2019-12-16T00:00:00.000","JUICE+ARO","UNKNOWN",,,"TN",,,"Food: Food & Beverage Stores","Senior Citizen","Information Only",,
"FF6203-19","Closed","2019-12-16T00:00:00.000","2019-12-16T00:00:00.000","SCAM CALLER",,,,,,,"Fraudulent Entity","False or misleading representation of source by caller ID spoofing","Information Only",,
"FF6180-19","Closed","2019-12-13T00:00:00.000","2019-12-13T00:00:00.000","GEICO INDEMNITY COMPANY",,,,,,,"Not Assigned","Private Class Action","Class Action Fairness Act Notice",,
"FF6178-19","Closed","2019-12-13T00:00:00.000","2019-12-13T00:00:00.000","ACCOUNTS RECEIVABLE MANAGEMENT, INC.",,,,,,,"Not Assigned","Private Class Action","Class Action Fairness Act Notice",,
"FF6176-19","Closed","2019-12-13T00:00:00.000","2019-12-13T00:00:00.000","CHASE BANK, USA N.A.",,,,,,,"Not Assigned","Private Class Action","Class Action Fairness Act Notice",,
"FF6181-19","Closed","2019-12-13T00:00:00.000","2019-12-13T00:00:00.000","HIGHMARK HEALTH",,,,,,,"Not Assigned","Private Class Action","Class Action Fairness Act Notice",,
"FF6179-19","Closed","2019-12-13T00:00:00.000","2019-12-13T00:00:00.000","CASEY'S GENERAL STORES, INC.",,,,,,,"Not Assigned","Private Class Action","Class Action Fairness Act Notice",,
