"county","project_name","address","city","management","contact_phone","total_units","single_room_occupancy","studio","_1_bedroom","_2_bedrooms","_3_bedrooms","_4_bedrooms"
"Multnomah","Myers Court","2600 N Williams Ave","Portland","Quad Inc.","503-287-4260","19",,"19",,,,
"Multnomah","Nawikka Court Apts","5110 SE 76th Ave","Portland","Cascadia Behavioral Healthcare","503-774-4335","16",,,"15","1",,
"Multnomah","NAYA Generations","5205 SE 86th Ave","Portland","Guardian Real Estate Services","503-802-3600","40",,,"22","8","4","6"
"Multnomah","Nelson Court","7622 N Gloucester","Portland","Income Property Management","503-247-7222","7",,,"2","5",,
"Multnomah","New Columbia","4605 N Trenton St","Portland","Income Property Management","503-943-5600","539",,,"97","192","132","118"
"Multnomah","New Meadows","8710 N Dana Ave","Portland","Bridge Meadows","503-953-1100","15",,"10","5",,,
"Multnomah","North Oswego House","10036 N Oswego Ave","Portland","NARA NW","503-224-1044","5","5",,,,,
"Multnomah","Northwest Tower","335 NW 19th Ave","Portland","Home Forward","503-280-3880","174",,"63","81","27","3",
"Multnomah","Orchard of 82nd","8118 SE Division St","Portland","Rose Community Development Corp.","503-777-8845","48",,,,,,
"Multnomah","Otesha Place","1484 NE Alberta St","Portland","Sabin Community Development Corp.","503-287-3496","11",,,,"11",,
"Multnomah","Outside In","1132 SW 13th Ave","Portland","Outside In","503-535-3800","10","10",,,,,
"Multnomah","Pacific Tower Apts","333 NW 4th Ave","Portland","Pinnacle Realty Management","503-224-9393","156",,"34","111","11",,
"Multnomah","Park 132 Apartments","13130 SE Powell Blvd","Portland","PHC Northwest","503-760-7359","19",,,,"19",,
"Multnomah","Park Terrace","315 N Alberta St","Portland","Cascade Management Inc.","503-282-6111","88",,,"88",,,
"Multnomah","Park Tower Apts","731 SW Salmon St","Portland","Harsch Investment Corp.","503-227-3367","162",,"140","22",,,
"Multnomah","Park Vista","10918 SE Stark St","Portland","Human Solutions","844-277-5320","59",,"7","17","8","17","10"
"Multnomah","Patton Home","4619 N Michigan Ave","Portland","Income Property Management","503-281-1844","63","63",,,,,
"Multnomah","Patton Park Apts","5272 N Interstate Ave","Portland","REACH Community Development Inc.","971-255-4444","47",,"2","31","3","11",
"Multnomah","PCRI Scattered Site Project","37 NE 127th Ave","Portland","PCRI","503-288-2923","11",,,,,"11",
"Multnomah","Peaceful Villa","2835 SE 47th Ave","Portland","Home Forward","503-280-3750","69",,"8","53","8",,
"Multnomah","Pearl Court Apts","920 NW Kearney St","Portland","Income Property Management","503-222-1999","199",,"112","59","28",,
"Multnomah","Peter Paulson Apts","1530 SW 13th Ave","Portland","Cascade Management Inc.","503-294-2091","93","92",,"1",,,
"Multnomah","Peyton Plaza","12713 SE Powell Blvd","Portland","ColumbiaCare Services Inc.","541-858-8170","22",,,"8","14",,
"Multnomah","Pier Park Apts","8734 N Columbia Blvd","Portland","Steadfast Management","503-283-7747","164",,,"44","88","32",
"Multnomah","Pine Point Apts","12025 SE Pine St","Portland","Cascade Management Inc.","971-270-6949","24",,"10","12","2",,
"Multnomah","The Pines","140 SE 188th Ave","Portland","Human Solutions","503-666-5310","66",,,"4","50","12",
"Multnomah","Pioneer Abodes","220 SE 106th Ave","Portland","PHC Northwest","503-261-1266","10",,,"6","4",,
"Multnomah","Plaza de Cedro","10801 NE Fremont St","Portland","Cascade Management Inc.","503-335-9603","6",,,,,"4","2"
"Multnomah","Plaza Townhomes","5802 N Michigan Ave","Portland","Home Forward","503-280-3860","68",,,,"34","34",
"Multnomah","Powell Blvd. Apts","2105 SE Powell Blvd","Portland","REACH Community Development Inc.","503-231-3055","19",,"3","14","2",,
"Multnomah","Powell Court Villa","12540 SE Powell Ct","Portland","Affinity Property Management","503-761-6068","68",,,,"46","22",
"Multnomah","Powell Plaza","13320 SE Powell Blvd","Portland","Heartland Realty","503-761-7650","67",,"24","43",,,
"Multnomah","Powellhurst Woods","11200 SE Holgate Blvd","Portland","Home Forward","503-280-3750","34",,,,"23","11",
"Multnomah","Prescott Place","5802 NE Prescott St","Portland","REACH Community Development Inc.","503-288-4487","20",,,"20",,,
"Multnomah","Prescott Terrace","5725 NE Prescott St","Portland","Cascadia Behavioral Healthcare","503-232-6971","50",,,,,,
"Multnomah","Providence House","5921 E Burnside","Portland","Providence Supportive Housing","503-215-2234","39",,,,,,
"Multnomah","Queahpama Heights","6244 N Columbia Way","Portland","Low Income Housing for Native Americans","503-247-7222","32",,,"14","18",,
"Multnomah","Ramona Apts","1550 NW 14th Ave","Portland","Pinnacle Realty Management","503-688-6008","139",,,"9","60","70",
"Multnomah","Reedway Place","8940 SE Reedway St","Portland","Rose Community Development Corp.","503-777-8845","24",,,,,,
"Multnomah","Rex Arms","1230 SE Morrison St","Portland","REACH Community Development Inc.","503-238-2915","62",,"21","41",,,
"Multnomah","Richard L. Harris Building","8 NW 8th Ave","Portland","Central City Concern","503-525-8483","180",,"180",,,,
"Multnomah","Richmond Place","4147 SE Division St","Portland","Impact Northwest","503-988-6000","20","20",,,,,
"Multnomah","Ridgecrest Timbers Apts","8870 N Columbia Blvd","Portland","GSL Properties","503-286-0102","97",,,"21","51","25",
"Multnomah","Ritzdorf Court","1225 SE Belmont St","Portland","REACH Community Development Inc.","503-233-8985","85",,"82","3",,,
"Multnomah","Rockwood Building","124 NE 181st Ave","Portland","Human Solutions","844-230-1495","47",,"16","16","15",,
"Multnomah","Rockwood Landing","19045 SE Yamhill","Portland","Home Forward","503-661-3327","37",,,,"12","17","8"
"Multnomah","Rose City Condos","scattered sites","Portland","ColumbiaCare Services Inc.","541-858-8170","4",,,,,,
"Multnomah","Rose Schnitzer Tower","1430 SW 12th Ave","Portland","Harsch Investment Properties","503-222-7467","233",,,,,,
"Multnomah","Rosewood Plaza","18173 NE Couch St","Portland","Human Solutions","844-232-1495","45",,,,,,
"Multnomah","Roselyn Apts","424 NW 21st Ave","Portland","Cascade Management Inc.","503-288-4220","31",,"30","1",,,
"Multnomah","Rosemont Court","597 North Dekum St","Portland","Income Property Management","503-240-8087","100",,"8","88","4",,
"Multnomah","Rosemont Townhomes","621 N Saratoga St","Portland","Income Property Management","503-240-8087","18",,,,"4","12","2"
"Multnomah","Rosenbaum Plaza","1218 SW Washington St","Portland","Quantum Residential","503-228-5355","76","76",,,,,
"Multnomah","Royal Palm","310 NW Flanders St","Portland","Cascadia Behavioral Healthcare","503-827-3949","30","30",,,,,
"Multnomah","Ruth Haefner Plaza","6005 SW Beaverton-Hillsdale Hwy","Portland","Home Forward","503-280-3750","73",,,"73",,,
"Multnomah","Sacred Heart Villa","3911 SE Milwaukie Ave","Portland","Cascade Management Inc.","503-232-1466","68",,"6","45","17",,
"Multnomah","Safehaven Shelter","4610 N Maryland Ave","Portland","YWCA of Greater Portland","503-535-3270","13","10",,,"3",,
"Multnomah","Sally McCracken","532 NW Everett St","Portland","Central City Concern","503-525-8483","95","95",,,,,
"Multnomah","Sandy Apts","11401 NE Sandy Blvd","Portland","Luke-Dorf Inc.","503-726-3690","14",,,,,,
