"Agency, Board, Commission, Branch",Meeting Title,Short Description,Start Date & Time,End Date & Time,Meeting Location,City,State,Details,Public Comment Accepted,Contact Name,Phone Number,Contact Email,Web Link (optional),Map Link,Calendar Link,ADA Contact,ADA Contact Phone,ADA Contact Email,Webinar/Webcast?,Public Call-In Number,Call-in Access Code,Agenda URL,Map Location,Webinar/Webcast Link,Owner,Agenda Upload,Weblink to Meeting Minutes/Summaries,2010 House Districts,2010 Senate Districts,Counties
Accountancy State Board,Board of Accountancy Board Meeting,Board Meeting to discuss time sensitive issues,08/27/2012 03:00:00 PM,08/27/2012 04:00:00 PM,3218 Pringle Rd SE. #110, Salem,OR,"Board of Accountancy will meet for the purpose of Executive Director recruitment process update, budget update and bldg. lease update.",Yes; Public Session Portion,Cathy Orias,503-378-2270,cathy.orias@state.or.us,,,,Kimberly Sisk,503-378-2268,kimberly.sisk@state.or.us,,877-326-2337,9901145150,,,,cathy.orias@state.or.us,,,,,
Accountancy State Board,Complaints Committee,Review disciplinary cases,07/30/2014 08:30:00 AM,,3218 Pringle Rd SE, Salem,OR,,,Bethany Reeves,,bethany.reeves@oregon.gov,,,,,,,,,,,,,kimberly.sisk@state.or.us,https://data.oregon.gov/views/a7ie-xy2g/files/db7H7ek3DWH4Elu9OTqh-kYxkrepO1XzGJmmXXZvK_M?filename=application%2Fpdf%3B+charset%3Dbinary,,,,
Accountancy State Board,Board Meeting + Work Session,Regularly scheduled Meeting to discuss current investigations and applications,05/18/2015 09:00:00 AM,05/19/2015 02:00:00 PM,3218 Pringle Rd SE 2nd Floor Conference Room,Salem,OR,"The board will discuss the current legislative session outcomes, licensing applications, current topics and make determinations on disciplinary actions.",,Kimberly Fast,503-378-2268,kimberly.fast@oregon.gov,,,,,,,,,,,,,,,,,,
Accountancy State Board,Work Session Meeting,Planning,02/04/2013 08:30:00 AM,02/04/2013 04:00:00 PM,2nd Floor Conference Room, Salem,OR,"Meeting will be held at the Board office:

3218 Pringle Rd SE
2nd Floor Conference Room",Yes,Kimberly Sisk,503-378-4181,kimberly.sisk@state.or.us,,,,,,,,,,,,,kimberly.sisk@state.or.us,,,,,
Accountancy State Board,Board Meeting,"Review disciplinary, licensing and updates",10/20/2014 08:00:00 AM,10/20/2014 05:00:00 PM,"Oregon State University - Austin Hall, 1st Floor Event Room",Corvallis,OR,,,Kimberly Fast,,kimberly.fast@oregon.gov,,,,,,,,,,,,,kimberly.sisk@state.or.us,,,,,
Accountancy State Board,Laws and Rules Committee Meeting,,10/15/2015 10:00:00 AM,10/15/2015 02:00:00 PM,3218 Pringle Rd SE  Downstairs Large Conf Room,Salem,OR,,,Kimberly Fast,503-378-2268,kimberly.fast@oregon.gov,,,,,,,,,,,,,,,,,,
Accountancy State Board,Peer Review Oversight Committee,Monitor Peer Review Activities,05/16/2013 10:00:00 AM,,3218 Pringle Rd SE - Small Conference Room, Salem,OR,,,Kimberly Fast,,kimberly.fast@state.or.us,,,,,,,,,,,,,kimberly.sisk@state.or.us,,,,,
Accountancy State Board,Qualifications Committee Meeting,Review applicants for licensure,01/06/2016 09:00:00 AM,01/06/2016 12:00:00 PM,3218 Pringle Rd SE, Salem,OR,,yes,Julie Nadeau,503-378-2270,julie.nadeau@oregon.gov,,,,,,,,,,,,,,,,,,
Accountancy State Board,CPE Committee Meeting,Review applications for Municipal Auditor License,01/05/2016 01:00:00 PM,01/05/2016 01:45:00 PM,3218 Pringle Rd SE , Salem,OR,,,Julie Nadeau,503-378-2270,julie.nadeau@oregon.gov,,,,,,,,,,,,,,,,,,
Accountancy State Board,Board Meeting,Review compliance and licensing files,10/19/2015 08:00:00 AM,10/19/2015 05:00:00 PM,3218 Pringle Rd SE  Large Conference Room, Salem,OR,,Yes,Kimberly Fast,503-378-2268,kimberly.fast@oregon.gov,,,,,,,,,,,,,,,,,,
Accountancy State Board,Administrative Rule Hearing,Receive comments on proposed rule changes,09/17/2015 02:00:00 PM,09/17/2015 04:00:00 PM,3219 Pringle Rd SE Large Conference Room,Salem,OR,,yes,Kimberly Fast,503-378-2268,kimberly.fast@oregon.gov,,,,,,,,,,,,,,,,,,
Accountancy State Board,CPE Meeting,review municipal auditor applications,11/17/2015 01:00:00 PM,11/17/2015 02:00:00 PM,3218 Pringle Rd SE,Salem ,OR,"Most members will attend via conference call

1-877-326-2337
CONFERENCE ID: 269 342 3387",,Julie Nadeau,503-378-2270,julie.nadeau@oregon.gov,,,,,,,,1-877-326-2337,269 342 3387,,,,,,,,,
Accountancy State Board,Qualifications Committee,review of licensing applications,07/24/2013 09:00:00 AM,,Telephone Conference, Salem,OR,,,Kimberly Fast,,kimberly.fast@state.or.us,,,,,,,,,,,,,kimberly.sisk@state.or.us,,,,,
Accountancy State Board,Board Meeting,Review files for licensing and disciplinary action,08/12/2014 09:00:00 AM,08/12/2014 02:00:00 PM,3218 Pringle Rd SE, Salem,OR,,,Kimberly Fast,,kimberly.fast@state.or.us,,,,,,,,,,,,,kimberly.sisk@state.or.us,,,,,
Accountancy State Board,Peer Review Oversight Committee,,07/29/2015 10:00:00 AM,07/29/2015 02:00:00 PM,3218 Pringle Rd SE 2nd Floor Conference Room, Salem,OR,,,Kimberly Fast,503-378-2268,kimberly.fast@oregon.gov,,,,,,,,,,,,,,,,,,
Accountancy State Board,CPE Committee,Review applications for the municipal roster ,09/22/2015 01:00:00 PM,09/22/2015 03:00:00 PM,3218 Pringle Rd SE  Large Conference Room, Salem,OR,,,Kimberly Fast,503-378-2268,kimberly.fast@oregon.gov,,,,,,,,,,,,,,,,,,
Accountancy State Board,Work Session,discuss various planning items,08/11/2013 08:30:00 AM,,3218 Pringle Rd SE 2nd Floor Conference Room, Salem,OR,,,Kimberly Fast,,kimberly.fast@state.or.us,,,,,,,,,,,,,kimberly.sisk@state.or.us,,,,,
Accountancy State Board,Board Meeting,Consideration of Oral and Written Comments on Proposed Administrative Rules,12/11/2014 02:00:00 PM,12/11/2014 04:00:00 PM,3218 Pringle Rd SE - Telephone Conference, Salem,OR,Consideration of Oral and Written Comments on Proposed Administrative Rules,,Kimberly Fast,503-378-2268,kimberly.fast@oregon.gov,,,,,,,,1-877-326-2337,2693423387,,,,,,,,,
Accountancy State Board,Board Meeting,"Review cases, applications for licensure, currrent events, budget",05/18/2015 09:00:00 AM,05/19/2015 04:00:00 PM,"3218 Pringle Rd SE, Large Conference Room, Salem OR 97302", Salem,OR,,,Kimberly Fast,503-378-2268,kimberly.fast@oregon.gov,,,,,,,,,,,,,,,,,,
Accountancy State Board,Public Board Meeting,Regular scheduled board meeting,06/14/2013 10:00:00 AM,06/04/2013 04:00:00 PM,3218 Pringle Rd SE Large Conference Room, Salem,OR,The public portion of the meeting will convene immediately following Executive session.  The start time of 10:00 a.m. is approximate.,,Kimberly Fast,,kimberly.fast@state.or.us,,,,,,,,,,,,,kimberly.sisk@state.or.us,,,,,
Accountancy State Board,Laws and Rules Committee,Review possible amendments to OAR's,09/30/2015 10:00:00 AM,09/30/2015 03:00:00 PM,3218 Pringle Rd SE,Salem,OR,,,Kimberly Fast,503-378-2268,kimberly.fast@oregon.gov,,,,,,,,,,,,,,,,,,
Accountancy State Board,Special Board Meeting,Consideration of Settlement Proposal,03/09/2015 05:00:00 PM,03/09/2015 05:30:00 PM,Phone Conference, Salem,OR,,,Kimberly Fast,503-378-2268,kimberly.fast@oregon.gov,,,,,,,,1-877-326-2337,269 342 3387,,,,,,,,,
Accountancy State Board,CPE Committee,Continuing Professional Education Committee Meeting,04/23/2013 01:30:00 PM,,Board of Accountancy Office, Salem,OR,,,Heather Shepherd,503-378-2262,heather.shepherd@state.or.us,,,,,,,,,,,,,kimberly.sisk@state.or.us,,,,,
Accountancy State Board,Board Meeting - Work Session,"Discuss current topics, disciplinary action review, applications",02/02/2015 08:30:00 AM,02/03/2015 05:00:00 PM,3218 Pringle Rd SE  -  2nd Floor Conference Room, Salem,OR,,Yes,Kimberly Fast,503-378-2268,kimberly.fast@oregon.gov,,,,,,,,,,,,,,,,,,
Accountancy State Board,Complaints Committee Meeting,Review Discipinary Cases ,11/13/2015 08:00:00 AM,11/13/2015 04:00:00 PM,3218 Pringle Rd SE  -  Large Conference Room, Salem,OR,,,Kimberly Fast,503-378-2268,kimberly.fast@oregon.gov,,,,,,,,,,,,,,,,,,
Accountancy State Board,Complaints Committee,review enforcement cases,01/15/2016 08:30:00 AM,01/15/2016 04:00:00 PM,3218 Pringle Rd SE ,Salem,OR,,,Joel Parks,503-378-2262,joel.parks@oregon.gov,,,,,,,,,,,,,,,,,,
Accountancy State Board,Board Meeting,"review compliance cases, new license applications and general business",12/07/2015 08:30:00 AM,12/07/2015 05:00:00 PM,3218 Pringle Rd SE - Large Conference Room, Salem,OR,,,Kimberly Fast,503-378-2268,kimberly.fast@oregon.gov,,,,,,,,,,,,,,,,,,
Accountancy State Board,Complaints Committee Meeting,BOA Complaints Committee Meeting,11/12/2012 09:00:00 AM,11/26/2012 03:00:00 PM,"3218 Pringle Road SE, #110", Salem,OR,"The Oregon State Board of Accountancy's Complaints Committee will hold a regular meeting on November 26, 2012 at 8:30 a.m. at the Board office, located at 3218 Pringle Rd SE, Salem, Oregon 97302. (second floor conference room)

Principal subjects to be discussed at the meeting include, but are not limited to, complaints filed with the Board.

A request for an interpreter for the hearing impaired or any other accommodations for persons with disabilities should be made to the Board office at least 48 hours prior to the meeting.","Yes, public session",Cathy Orias,503-378-2270,cathy.orias@state.or.us,,,,Cathy Orias,503-378-2270,cathy.orias@state.or.us,,877-326-2337,9901145150,,,,cathy.orias@state.or.us,,,,,
Accountancy State Board,Board Work Session,Review Planning Material,10/19/2014 12:00:00 PM,10/20/2014 06:00:00 PM,Oregon State University - Austin Hall 4th Floor Board Room, Corvallis,OR,,,Kimberly Fast,,kimberly.fast@oregon.gov,,,,,,,,,,,,,kimberly.sisk@state.or.us,,,,,
Accountancy State Board,Special Board Meeting,Review Proposed Administrative Rules,09/30/2015 09:00:00 AM,09/30/2015 11:00:00 AM,3218 Pringle Rd SE , Salem,OR,,,Kimberly Fast,503-378-2268,kimberly.fast@oregon.gov,,,,,,,,877-326-2337,269 342 3387,,,,,,,,,
Accountancy State Board,Qualifications Committee Meeting,Review applications for CPA license,01/09/2013 09:00:00 AM,01/07/2013 12:00:00 PM,Telephone Conference, Salem,OR,The committee will review applications for the CPA license submitted by applicants who gained experience in either government or industry.,,Kimberly Sisk,503-378-2268,kimberly.sisk@state.or.us,,,,,,,,,,,,,kimberly.sisk@state.or.us,,,,,
Accountancy State Board,Qualifications Committee,Review applications for licensure,11/18/2015 10:00:00 AM,11/18/2015 02:00:00 PM,3218 Pringle Rd SE   Large Conference Room, Salem,OR,"Most members will call in via conference call

DIAL-IN NUMBER: 1-877-326-2337
CONFERENCE ID: 269 342 3387",,Kimberly Fast,503-378-2268,kimberly.fast@oregon.gov,,,,,,,,,,,,,,,,,,
Accountancy State Board,Qualfications Committee,Review applications from applicants applying with experience in industry,11/14/2014 11:00:00 AM,11/14/2014 04:00:00 PM,"2nd Floor Conference Room, 3218 Pringle Rd SE ",Salem,OR,,,Kristen Adamson,503-378-2264,kristen.m.adamson@oregon.gov,,,,,,,,,,,,,,,,,,
Accountancy State Board,Board Meeting,"review committee recommendations, approval of license applications",08/12/2013 08:30:00 AM,,3218 Pringle Rd SE 2nd Floor Conference Room, Salem,OR,,,Kimberly Fast,,kimberly.fast@state.or.us,,,,,,,,,,,,,kimberly.sisk@state.or.us,,,,,
Accountancy State Board,Board of Accountancy Meeting,Regular Board Meeting  - Public Session,12/17/2012 10:45:00 AM,12/17/2012 05:00:00 PM,Board of Accountancy Office, Salem,OR,"NOTICE OF PUBLIC BOARD MEETING AND EXECUTIVE SESSION
OREGON BOARD OF ACCOUNTANCY

The Oregon Board of Accountancy will meet at the Morrow Crane Building, 2nd Floor Conference Room, 3218 Pringle Rd SE, Salem, Oregon, at the following dates and times.


**Times are staff estimates only – actual agenda item times are subject to change by Chair**


Purpose of Meeting:
Discuss disciplinary matters and activities of the Board and Committees.  Board planning for the upcoming year and updates on current matters.

Monday, December 17, 2012

8:30 – 10:30 a.m.	Executive Session
Call to Order pursuant to ORS 192.660(2)(f)(h), documents that are exempt by law from public inspection and exemption related to the right to consult with legal counsel regarding current litigation or litigation likely to be filed.

10:45 – 5:00 p.m.	Public Board Meeting
Approval of Minutes
Report of OAIA
Report of OSCPA
CPE / Complaint / Qualification Committee Actions
Report of Chair / Vice-Chair / Executive Director
Board Planning

A request for an interpreter for the hearing impaired or any other accommodations for persons with disabilities should be made to the Board office at least two working days prior to the meeting.  For further information, please call the Board office.",Yes - Public Session,Kimberly Sisk,503-378-2268,kimberly.sisk@state.or.us,,,,Kimberly Sisk,503-378-2268,kimberly.sisk@state.or.us,,,,,,,cathy.orias@state.or.us,,,,,
Accountancy State Board,Special Public Meting,,06/29/2015 08:30:00 AM,06/29/2015 03:00:00 PM,3218 Pringle Rd SE,Salem,OR,,,Bethany Reeves,503-378-2270,bethany.reeves@oregon.gov,,,,,,,,,,,,,,,,,,
Accountancy State Board,Complaints Committee Meeting,Complaints Committee reviews complaints to make recommedations to the Board,09/24/2012 08:30:00 AM,09/24/2012 01:30:00 PM,"3218 Pringle Rd, SE, 2nd Floor Conf Rm", Salem,OR,"Principal subjects to be discussed at the meeting include, but are not limited to, complaints filed with the Board.",yes,Cathy Orias,503-378-22070,cathy.orias@state.or.us,,,,503-378-2270,Cathy Orias,cathy.orias@state.or.us,,877-326-2337,3785,,,,cathy.orias@state.or.us,,,,,
Accountancy State Board,Laws and Rules Committee,,07/27/2015 10:00:00 AM,07/27/2015 02:00:00 PM,3218 Pringle Rd SE 2nd Floor Conference Room , Salem,OR,,,Kimberly  Fast,503-378-2268,kimberly.fast@oregon.gov,,,,,,,,,,,,,,,,,,
Accountancy State Board,Peer Review Oversight Committee,Review Current PR topics,11/07/2016 10:00:00 AM,11/07/2016 01:00:00 PM,3218 Pringle Rd SE - 2nd Floor Conference Room, Salem,OR,,,Kimberly,503-378-2268,kimberly.fast@oregon.gov,,,,,,,,,,,,,,,,,,
Accountancy State Board,Complaints Committee (BOACC),,09/28/2018 08:30:00 AM,09/28/2018 04:30:00 PM,3218 Pringle Rd SE - Large Conference Room,Salem ,OR,,,Joel Parks,503-378-2270,joel.parks@oregon.gov,,,,,,,,,,https://www.oregon.gov/boa/docs/BOACC%20PUB%20AGENDA%20DRAFT%20for%20September%2028.pdf,,,,,,,,
Accountancy State Board,Qualifications Committee Meeting,Review Applicants with experience in Industry/Goverment Setting,04/05/2017 10:00:00 AM,04/05/2017 03:00:00 PM,3218 Pringle Rd SE, Salem,OR,,Yes,Julie Nadeau,503-378-2270,julie.nadeau@oregon.gov,,,,,,,,1877 326 2337,269 342 3387,,,,,,,,,
Accountancy State Board,Board Meeting,"Review investigation reports, licensing and general board business",02/02/2017 08:30:00 AM,02/02/2017 04:30:00 PM,3218 Pringle Rd SE 2nd Floor Conference Room, Salem,OR,,yes,Kimberly Fast,503-378-2268,kimberly.fast@oregon.gov,,,,,,,,,,,,,,,,,,
Accountancy State Board,Board Meeting,"review investigation files, discuss board business, approve applications for licensure",10/26/2018 08:30:00 AM,10/26/2018 05:00:00 PM,3218 Pringle Rd SE - Large Conference Room,Salem,OR,,,Joel Parks,503-378-2270,joel.parks@oregon.gov,,,,,5033782270,,,,,https://www.oregon.gov/boa/docs/2018.10.26%20PUBLIC%20SESSION%20AGENDA%20Draft%201.pdf,,,,,,,,
Accountancy State Board,Qualifications Committee,Review applicants for licensure,09/28/2016 10:00:00 AM,09/28/2016 03:00:00 PM,3218 Pringle Rd SE - 2nd Floor Conference Room, Salem,OR,,,Julie Nadeau,503-378-2270,julie.nadeau@oregon.gov,,,,,,,,,,,,,,,,,,
Accountancy State Board,Complaints Committee Meeting (BOACC),review investigation reports,01/13/2017 08:30:00 AM,01/13/2017 04:30:00 PM,2nd Floor Conference Room 3218 Pringle Rd SE,Salem,OR,,,Joel Parks,503-378-2262,joel.parks@oregon.gov,,,,,,,,,,,,,,,,,,
Accountancy State Board,Qualifications Committee,,07/20/2016 09:00:00 AM,07/19/2016 12:00:00 PM,3218 Pringle Rd SE, Salem,OR,,,Julie Nadeau,,julie.nadeau@oregon.gov,,,,,,,,,,,,,,,,,,
Accountancy State Board,Board Work Session and Board Meeting,,05/10/2018 08:30:00 AM,05/11/2018 04:00:00 PM,Oregon Board of Accountancy 3218 Pringle Rd SE Ste 110, Salem,OR,,,Julie Nadeau,503-378-2270,julie.nadeau@oregon.gov,,,,,,,,,,,,,,,,,,
Accountancy State Board,Qualifications Committee Meeting,"review applications from industry, government or other",01/23/2019 10:00:00 AM,01/23/2019 02:00:00 PM,3218 Pringle Rd SE - Training Center, Salem,OR,,,Stacey Janes,503-378-2264,stacey.janes@oregon.gov,,,,,,,,,,https://www.oregon.gov/boa/docs/012319%20QC%20Agenda.pdf,,,,,,,,
Accountancy State Board,Special Board Meeting,,02/15/2018 04:30:00 PM,02/15/2018 05:00:00 PM,3218 Pringle Rd SE Ste 110,Salem ,OR,,,Kimberly Fast,503-378-2280,kimberly.fast@oregon.gov,,,,,,,,1-877-326-2337,269 342 3387,,,,,,,,,
Accountancy State Board,Board of Accountancy Public Session,,05/16/2017 02:00:00 PM,05/16/2017 05:00:00 PM,3218 Pringle Rd SE  2nd Floor Conference Room, Salem,OR,,,Kimberly Fast,503-378-2268,kimberly.fast@oregon.gov,,,,,,,,,,,,,,,,,,
Accountancy State Board,Special Board meeting,Interveiws for Executive Director Position,11/15/2017 01:00:00 PM,11/15/2017 05:00:00 PM,"3218 Pringle Rd SE, 2nd Floor Conference Room", Salem,OR,,,Kimberly Fast,503-378-2268,kimberly.fast@oregon.gov,,,,,,,,,,,,,,,,,,
Accountancy State Board,Complaints Committee Meeting,,01/08/2018 08:30:00 AM,01/08/2018 03:00:00 PM,3218 Pringle Rd SE - 2nd Floor Conference Room, Salem,OR,,,Joel Parks,503-378-2262,joel.parks@oregon.gov,,,,,,,,,,,,,,,,,,
Accountancy State Board,Special Board Meeting,,01/22/2019 04:30:00 PM,01/22/2019 05:30:00 PM,Conference Call, Salem,OR,,,Kimberly Fast,503-378-2280,kimberly.fast@oregon.gov,,,,,,,,,,,,,,,,,,
Accountancy State Board,Laws and Rules Committee,Review proposed rule amendments,06/13/2016 09:00:00 AM,06/13/2016 01:00:00 PM,3218 Pringle Rd SE 2nd Floor Conference Room, Salem,OR,,,Kimberly Fast,503-378-2268,kimberly.fast@oregon.gov,,,,,,,,,,,,,,,,,,
Accountancy State Board,Complaints Committee (BOACC),Review investigation reports for potential violation of Board rules,09/23/2016 08:15:00 AM,09/23/2016 04:00:00 PM,3218 Pringle Rd SE - Morrow Training Center, Salem,OR,,,Joel Parks,503-378-2262,joel.parks@oregon.gov,,,,,,,,,,,,,,,,,,
Accountancy State Board,Board Meeting,Discuss licensing and compliance issues,12/05/2016 08:30:00 AM,12/05/2016 05:00:00 PM,3218 Pringle Rd SE,Salem ,OR,,Yes,Kimberly Fast,503-378-2268,kimberly.fast@oregon.gov,,,,,,,,,,,,,,,http://www.oregon.gov/boa/Pages/public_mtgs.aspx,,,
Accountancy State Board,Board of Accountancy Meeting,"Review license applications, investigation reports and various other topics",08/24/2018 08:30:00 AM,08/24/2018 05:00:00 PM,3218 Pringle Rd SE 2nd Floor Conference Room,Salem,OR,,,Joel Parks,503-378-2262,joel.parks@oregon.gov,,,,,,,,,,,,,,,,,,
Accountancy State Board,Qualifications Committee Meeting,Review license applications,01/18/2017 09:00:00 AM,01/18/2017 02:00:00 PM,Conference Call, Salem,OR,,,Julie Nadeau,503-378-2270,julie.nadeau@oregon.gov,,,,,,,,,,,,,,,,,,
Accountancy State Board,Public Board Meeting,,10/19/2017 08:30:00 AM,10/20/2017 04:30:00 PM,"3218 Pringle Rd SE, Morrow Training Center", Salem,OR,,,Joel Parks,503-378-2262,joel.parks@oregon.gov,,,,,,,,,,,,,,,,,,
Accountancy State Board,Qualifications Committee,,06/07/2017 10:00:00 AM,06/07/2017 03:00:00 PM,"1st Floor Conference Room, 3218 Pringle Rd SE #110",Salem ,OR,,,Julie Nadeau,503-378-2270,julie.nadeau@oregon.gov,,,,,,,,,,,,,,,,,,
