"Agency, Board, Commission, Branch",Meeting Title,Short Description,Start Date & Time,End Date & Time,Meeting Location,City,Details,Public Comment Accepted,Contact Name,Phone Number,Contact Email,Web Link (optional),Map Link,Calendar Link,ADA Contact,ADA Contact Phone,ADA Contact Email,Webinar/Webcast?,Public Call-In Number,Call-in Access Code,Agenda URL,Webinar/Webcast Link,Map Location,Owner,Agenda Upload,Weblink to Meeting Minutes/Summaries
Transportation Department,Region 4 Super ACT Meeting,"COACT, SCOACT and LJDACT joint meeting",09/27/2013 10:30:00 AM,09/27/2013 01:30:00 PM,"Deschutes County Services Bldg, DeArmond Room", Bend,"COACT, SCOACT and LJDACT joint meeting re: 100% Enhance list",,Gary Farnsworth,,Gary.C.Farnsworth@odot.state.or.us,,,,,,,,,,,,,katie.m.parlette@odot.state.or.us,,
Transportation Department,Rogue Valley Area Commission on Transportation,RVACT Meeting,10/03/2013 09:00:00 AM,,"Grants Pass Courtyard Conference Room, 101 NW ‘A’ Street", Grants Pass,,,Sue,,scasavan@rvcog.org,,,,,,,,,,http://www.oregon.gov/ODOT/COMM/pages/act_rvact.aspx,,,kevin.r.beckstrom@odot.state.or.us,,http://www.oregon.gov/ODOT/COMM/pages/act_rvact.aspx
Transportation Department,Winter Recreation Advisory Committee,Regular meeting of the WRAC,10/09/2013 08:30:00 AM,,800 Airport Road, Salem,The WRAC meets throughout the year to advise the Department of Transportation on matters related to the winter recreation parking (Sno-Park) program.,,Karen Morrison,,karen.j.morrison@state.or.us,,,,,,,,,,,,,karen.j.morrison@state.or.us,,
Transportation Department,Public Transportation Advisory Committee (PTAC) at OPTC,This is a special meeting. PTAC meetings are typically held the second Monday of every other month from 1:00 p.m. to 4:30 p.m.,10/09/2013 09:00:00 AM,10/09/2013 11:00:00 AM,Riverhouse Convention Center, Bend,"PTAC provides a forum for public and special-needs transportation providers within Oregon and provides input regarding significant transportation issues to the Oregon Transportation Commission and the Public Transit Division. This meeting is part of the Oregon Public Transportation Conference in Bend, OR.",Yes,Martha Smith,503-986-3416,PTAC@odot.state.or.us,http://www.oregon.gov/ODOT/PT/Pages/about/ptac.aspx,,,Martha Smith,503-986-3416,PTAC@odot.state.or.us,,,,,,,jenny.erickson@odot.state.or.us,,http://www.oregon.gov/ODOT/PT/Pages/about/ptac.aspx
Transportation Department,Corvallis Metro Planning Org,CAMPO,10/09/2013 05:00:00 PM,10/09/2013 07:00:00 PM,301 SW 4th Street, Corvallis,,,Kassy Bricco,,kassy.m.bricco@odot.state.or.us,,,,,,,,,,,,,kassy.m.bricco@odot.state.or.us,,
Transportation Department,Oregon Dealer Advisory Committee,Quarterly Meeting,10/24/2013 09:00:00 AM,10/24/2013 12:00:00 PM,1905 Lana Ave. NE, Salem,,,Charles B. Hoffman,,Charles.B.Hoffman@odot.state.or.us,,,,,,,,,,,,,charles.b.hoffman@odot.state.or.us,,
Transportation Department,Cascades West Area ,CWACT,10/24/2013 05:00:00 PM,10/24/2013 07:00:00 PM,COG Office, Albany,,,Kassy Bricco,,kassy.m.bricco@odot.state.or.us,,,,,,,,,,,,,kassy.m.bricco@odot.state.or.us,,
Transportation Department,South Central Oregon Area Commission On Transportation,Full Board ACT Meeting,11/08/2013 12:30:00 PM,11/08/2013 02:00:00 PM,"Pacific Crest Federal Credit Union, 2972 Washburn Way", Klamath Falls,,Y,Butch Hansen,,Norman.C.Hansen@odot.state.or.us,,,,,,,,,,,,,katie.m.parlette@odot.state.or.us,,
Transportation Department,Lane Area Commission on Transportation,LaneACT,11/13/2013 05:30:00 PM,11/13/2013 07:30:00 PM,644 A Street, Springfield,,,Kathi,,KWIEDERHOLD@lcog.org,http://www.oregon.gov/ODOT/COMM/pages/act_lanecounty.aspx,,,,,,,,,http://www.oregon.gov/ODOT/COMM/pages/act_lanecounty.aspx,,,kevin.r.beckstrom@odot.state.or.us,,http://www.oregon.gov/ODOT/COMM/pages/act_lanecounty.aspx
Transportation Department,Speed Zone Review Panel Hearing,Hear contested speed zone cases,11/14/2013 01:30:00 PM,11/14/2013 03:30:00 PM,"ODOT TLC Building, 4040 Fairview Industrial Drive", Salem,The City of Bend is contesting recent speed zone investigation recommendations for speeds on 27th Street and on Eagle Road within the city limits of Bend.,yes,Kathleen McConnell,503-986-3609,kathleen.e.mcconnell@odot.state.or.us,,http://transnet.odot.state.or.us/hwy/techserv/Web%20Pages/TLC.aspx,,Kathleen McConnell,503-986-3609,kathleen.e.mcconnell@odot.state.or.us,,,,,,,kathleen.e.mcconnell@odot.state.or.us,,
Transportation Department,Central Oregon Area Commission on Transportation,November Board Meeting,11/14/2013 03:00:00 PM,11/14/2013 05:00:00 PM,Redmond Public Works Training Room: 243 E Antler Ave, Redmond,,Y,Gary Farnsworth,,Gary.C.Farnsworth@odot.state.or.us,,,,,,,,,,http://newcoic.files.wordpress.com/2012/08/coact-final-agenda-11-14-13.pdf,,,katie.m.parlette@odot.state.or.us,,
Transportation Department,Public Transportation Advisory Committee (PTAC),PTAC meetings are typically held the second Monday of every other month from 1:00 p.m. to 4:30 p.m.,11/18/2013 01:00:00 PM,11/18/2013 04:30:00 PM,"ODOT TLC Building, 4040 Fairview Industrial Dr.", Salem,PTAC provides a forum for public and special-needs transportation providers within Oregon and provides input regarding significant transportation issues to the Oregon Transportation Commission and the Public Transit Division.,Yes,Martha Smith,503-986-3416,PTAC@odot.state.or.us,http://www.oregon.gov/ODOT/PT/Pages/about/ptac.aspx,http://www.oregon.gov/ODOT/COMM/PublishingImages/fairview,,Martha Smith,503-986-3416,PTAC@odot.state.or.us,,,,,,,jenny.erickson@odot.state.or.us,,http://www.oregon.gov/ODOT/PT/Pages/about/ptac.aspx
Transportation Department,Albany Metro Planning Org,AAMPO,11/20/2013 02:30:00 PM,11/20/2013 04:30:00 PM,COG, Albany,,,Kassy Bricco,,kassy.m.bricco@odot.state.or.us,,,,,,,,,,,,,kassy.m.bricco@odot.state.or.us,,
Transportation Department,Cascades West Area Commission,CWACT,11/29/2013 05:00:00 PM,11/29/2013 07:00:00 PM,COG Office, Albany,,,Kassy Bricco,,kassy.m.bricco@odot.state.or.us,,,,,,,,,,,,,kassy.m.bricco@odot.state.or.us,,
Transportation Department,Mid Willamette Valley Area Commission on Transportation,MWACT meeting,12/05/2013 03:00:00 PM,11/27/2013 04:34:07 PM,"MWVCOG, 100 High Street",Salem,,,Lori,,lomoore@mwmvcog.org,MWACT website (http://www.oregon.gov/ODOT/COMM/pages/act_mwvact.aspx),,,,,,,,,MWACT website (http://www.oregon.gov/ODOT/COMM/pages/act_mwvact.aspx),MWACT website (http://www.oregon.gov/ODOT/COMM/pages/act_mwvact.aspx),,,,MWACT website (http://www.oregon.gov/ODOT/COMM/pages/act_mwvact.aspx)
Transportation Department,CAMPO & AAMPO,combined mtg,12/12/2013 08:15:00 AM,12/12/2013 11:00:00 AM,COG, Albany,,,Kassy Bricco,,kassy.m.bricco@odot.state.or.us,,,,,,,,,,,,,kassy.m.bricco@odot.state.or.us,,
Transportation Department,Lower John Day Area Commission on Transportation,LJDACT ,01/06/2014 10:00:00 AM,,1113 Kelly Avenue, The Dalles,,,Brad,,bradley.k.dehart@odot.state.or.us,http://www.oregon.gov/ODOT/COMM/pages/act_ljdact.aspx,,,,,,,,,http://www.oregon.gov/ODOT/COMM/pages/act_ljdact.aspx,,,kevin.r.beckstrom@odot.state.or.us,,http://www.oregon.gov/ODOT/COMM/pages/act_ljdact.aspx
Transportation Department,Lane Area Commission on Transportation,LaneACT,01/08/2014 05:30:00 PM,01/08/2014 07:30:00 PM,"ODOT Area 5, 644 A Street", Springfield,,yes,Mary,,mmcgowan@lcog.org,http://www.oregon.gov/ODOT/COMM/pages/act_lanecounty.aspx,,,,,,,,,http://www.oregon.gov/ODOT/COMM/pages/act_lanecounty.aspx,,,kevin.r.beckstrom@odot.state.or.us,,http://www.oregon.gov/ODOT/COMM/pages/act_lanecounty.aspx
Transportation Department,COACT,Central Oregon Area Commission on Transportation,01/09/2014 03:00:00 PM,01/09/2014 05:00:00 PM,243 E. Antler Avenue, Redmond,,,Gary Farnsowrth,,Gary.C.Farnsworth@odot.state.or.us,,,,,,,,,,http://coic2.org/community-development/central-oregon-area-commission-on-transportation/,,,katie.m.parlette@odot.state.or.us,,
Transportation Department,COACT,Central Oregon Area Commission on Transportation,01/09/2014 03:00:00 PM,01/09/2014 05:00:00 PM,243 E. Antler Avenue, Redmond,,,Gary Farnsowrth,,Gary.C.Farnsworth@odot.state.or.us,,,,,,,,,,http://coic2.org/community-development/central-oregon-area-commission-on-transportation/,,,katie.m.parlette@odot.state.or.us,,
Transportation Department,South West Area Commission on Transportation,SWACT Meeting,01/10/2014 10:00:00 AM,,"Coos County Annex, 201 N. Adams", Coquille,,,Lajuana,,lajuana.winger@odot.state.or.us,http://www.oregon.gov/ODOT/COMM/pages/act_swact.aspx,,,,,,,,,http://www.oregon.gov/ODOT/COMM/pages/act_swact.aspx,,,kevin.r.beckstrom@odot.state.or.us,,http://www.oregon.gov/ODOT/COMM/pages/act_swact.aspx
Transportation Department,SCOACT,South Central Oregon ACT Executive Board Meeting,01/10/2014 10:00:00 AM,01/10/2014 12:00:00 PM,61100 Hwy 140 E, Klamath Falls,Meeting will be held at the Forest Service Conference Room in Bly,,Butch Hansen,,Norman.C.Hansen@odot.state.or.us,,,,,,,,,,,,,katie.m.parlette@odot.state.or.us,,
Transportation Department,Public Transportation Advisory Committee (PTAC),PTAC meetings are typically held the second Monday of every other month from 1:00 p.m. to 4:30 p.m.,01/13/2014 01:30:00 PM,01/13/2014 04:00:00 PM,"ODOT Region 2/District 3 facility, 885 Airport Rd. SE, Building X", Salem,PTAC provides a forum for public and special-needs transportation providers within Oregon and provides input regarding significant transportation issues to the Oregon Transportation Commission (OTC) and the ODOT Rail and Public Transit Division (RPTD).,Yes,Casandra Mance,503-986-3669,Casandra.Mance@odot.state.or.us,http://www.oregon.gov/ODOT/PT/Pages/stakeholders/ptac.aspx,http://www.oregon.gov/odot/pt/stakeholders/ptac/maps/odot-facilities.pdf,,Casandra Mance,503-986-3669,Casandra.Mance@odot.state.or.us,,,,http://www.oregon.gov/ODOT/PT/Pages/stakeholders/ptac.aspx,,,jenny.erickson@odot.state.or.us,,http://www.oregon.gov/ODOT/PT/Pages/stakeholders/ptac.aspx
Transportation Department,Oregon Traffic Control Devices Committee,Bi-monthly meeting,01/17/2014 09:00:00 AM,01/17/2014 12:00:00 PM,"ODOT TLC Bldg., Alsea Conf. Room, 4040 Fairview Industrial Dr.", Salem,"Select Chair/Vice Chair for 2014; Specialized Single Unit Truck Weight Limit Signs Update, All Roads Transportation Safety Program Update; Sign Police and Guidelines Update; Presentation on January NCUTCD Meeting; Update on 2070 Signal Timing Software and ODOT's Comments on MUTCD Long Range Strategic Plan.",Yes,kathleen mcconnell,503-986-3609,kathleen.e.mcconnell@odot.state.or.us,,,,kathleen mcconnell,503-986-3609,kathleen.e.mcconnell@odot.state.or.us,,215-861-0692,500038,,,,kathleen.e.mcconnell@odot.state.or.us,,http://www.oregon.gov/ODOT/HWY/TRAFFIC-ROADWAY/Pages/traffic_control_devices_committee.aspx
Transportation Department,Oregon Dealer Advisory Committee,Quarterly Meeting,01/23/2014 09:00:00 AM,,Room 382 DMV Headquarters, Salem,,,Chuck,,charles.b.hoffman@odot.state.or.us,,,,,,,,,,,,,charles.b.hoffman@odot.state.or.us,,
Transportation Department,CWACT,Cascades West,01/23/2014 05:00:00 PM,01/23/2014 07:00:00 PM,Benton County Office, Corvallis,,,Kassy Bricco,,kassy.m.bricco@odot.state.or.us,,,,,,,,,,,,,kassy.m.bricco@odot.state.or.us,,
Transportation Department,North East Area Commission on Transportation,NEACT Meeting,02/06/2014 09:00:00 AM,,"Oregon Department of Transportation, 3012 Island Avenue", La Grande,,,Lisa,,lisa.a.hill@odot.state.or.us,http://www.oregon.gov/ODOT/COMM/pages/act_neact.aspx,,,,,,,,,http://www.oregon.gov/ODOT/COMM/pages/act_neact.aspx,,,kevin.r.beckstrom@odot.state.or.us,,http://www.oregon.gov/ODOT/COMM/pages/act_neact.aspx
Transportation Department,Mid-Willamette Valley Area Commission on Transportation,MWACT meeting,02/06/2014 02:45:00 PM,,"MWVCOG, 100 High St SE, Suite 200", Salem,,,Lori,,lomoore@mwvcog.org,http://www.oregon.gov/ODOT/COMM/pages/act_mwvact.aspx,,,,,,,,,http://www.oregon.gov/ODOT/COMM/pages/act_mwvact.aspx,,,kevin.r.beckstrom@odot.state.or.us,,http://www.oregon.gov/ODOT/COMM/pages/act_mwvact.aspx
Transportation Department,"Public Transportation Advisory Committee (PTAC), ConnectOregon V Applications",Special meeting to review and rank applications for ConnectOregon V,02/10/2014 09:00:00 AM,02/10/2014 05:00:00 PM,"ODOT Region 2/District 3 facility, 885 Airport Rd. SE, Building X", Salem,"<em>Connect</em>Oregon is a lottery bond based initiative to invest in air, rail, marine, transit, and bicycle/pedestrian infrastructure to ensure Oregon’s transportation system is strong, diverse, and efficient. Complete information regarding transit-specific applications is available at http://www.oregon.gov/ODOT/PT/Pages/stakeholders/ptac.aspx or by calling Casandra Mance at 503-986-3669.

Complete information regarding other <em>Connect</em>Oregon projects is available at http://www.oregon.gov/ODOT/TD/TP/Pages/connector.aspx or by calling Chris Cummings at 503-986-3703.",Yes,Casandra Mance,503-986-3669,Casandra.Mance@odot.state.or.us,http://www.oregon.gov/ODOT/PT/Pages/stakeholders/ptac.aspx,http://www.oregon.gov/odot/pt/stakeholders/ptac/maps/odot-facilities.pdf,,Casandra Mance,503-986-3669,Casandra.Mance@odot.state.or.us,,,,http://www.oregon.gov/ODOT/PT/Pages/stakeholders/ptac.aspx,,,jenny.erickson@odot.state.or.us,,http://www.oregon.gov/ODOT/PT/Pages/stakeholders/ptac.aspx
Transportation Department,CAMPO & AAMPO,Joint Metro Planning Mtg,02/11/2014 01:30:00 PM,02/11/2014 03:30:00 PM,TBD, Albany,,,Kassy Bricco,,kassy.m.bricco@odot.state.or.us,,,,,,,,,,,,,kassy.m.bricco@odot.state.or.us,,
Transportation Department,CAMPO,Corvallis Planning,02/12/2014 05:00:00 PM,02/12/2014 07:00:00 PM,Benton County Office, Corvallis,,,Kassy Bricco,,kassy.m.bricco@odot.state.or.us,,,,,,,,,,,,,kassy.m.bricco@odot.state.or.us,,
Transportation Department,Motor Carrier Transportation Advisory Committee Meeting,Panel of state government and industry representatives,02/13/2014 08:30:00 AM,02/13/2014 12:00:00 PM,Natural Resource Center; 3415 Commercial St SE, Salem,"This committee is made up of representative from the Oregon Department of Transportation, Oregon State Police, the trucking industry, and related industries.",,Tara L. Caton,,tara.l.caton@odot.state.or.us,http://egov.oregon.gov/ODOT/MCT/pages/mctac.aspx,,,,,,,,,,,,tara.l.caton@odot.state.or.us,https://data.oregon.gov/views/8dkb-d59r/files/TGczIwRlar7P4F21i-o6btu5KcbvtTvYOzrV9jN-yac?filename=application%2Fpdf%3B+charset%3Dbinary,
Transportation Department,South Central Oregon ACT,Area Commission on Transportation,02/14/2014 10:00:00 AM,02/14/2014 12:00:00 PM,1301 South G Street, Lakeview,"Meeting held at the BLM Interagency Building

Call In code: 6213140",Yes,Butch Hansen,,Norman.C.Hansen@odot.state.or.us,,,,,,,,877-298-8255,,,,,katie.m.parlette@odot.state.or.us,https://data.oregon.gov/views/8dkb-d59r/files/yKmWZwO35bFNBbbkTaud9s3Pg72ASHBKoyeuqoL8ZnI?filename=application%2Fzip%3B+charset%3Dbinary,
Transportation Department,Winter Recreation Advisory Committee,Regular meeting of the WRAC,02/19/2014 08:30:00 AM,,800 Airport Road SE, Salem,The WRAC is required to meet meets throughout the year to advise the Department of Transportation on matters related to the winter recreation parking (Sno-Park) program.,,Karen Morrison,,karen.j.morrison@state.or.us,,,,,,,,,,,,,karen.j.morrison@state.or.us,,
Transportation Department,AAMPO,Albany Planning,02/26/2014 02:00:00 PM,02/26/2014 05:00:00 PM,COG Office, Albany,,,Kassy Bricco,,kassy.m.bricco@odot.state.or.us,,,,,,,,,,,,,kassy.m.bricco@odot.state.or.us,,
Transportation Department,CWACT,Cascades West,02/28/2014 05:00:00 PM,02/28/2014 07:00:00 PM,Benton County Office, Corvallis,,,Kassy Bricco,,kassy.m.bricco@odot.state.or.us,,,,,,,,,,,,,kassy.m.bricco@odot.state.or.us,,
Transportation Department,Public Transportation Advisory Committee (PTAC),PTAC meetings are typically held the second Monday of every other month from 1:00 p.m. to 4:30 p.m.,03/10/2014 01:00:00 PM,03/10/2014 04:30:00 PM,"ODOT Region 2/District 3 facility, 885 Airport Rd. SE, Building X", Salem,PTAC provides a forum for public and special-needs transportation providers within Oregon and provides input regarding significant transportation issues to the Oregon Transportation Commission (OTC) and the ODOT Rail and Public Transit Division (RPTD).,Yes,Casandra Mance,503-986-3669,Casandra.Mance@odot.state.or.us,http://www.oregon.gov/ODOT/PT/Pages/stakeholders/ptac.aspx,http://www.oregon.gov/odot/pt/stakeholders/ptac/maps/odot-facilities.pdf,,Casandra Mance,503-986-3669,Casandra.Mance@odot.state.or.us,,,,http://www.oregon.gov/ODOT/PT/Pages/stakeholders/ptac.aspx,,,jenny.erickson@odot.state.or.us,,http://www.oregon.gov/ODOT/PT/Pages/stakeholders/ptac.aspx
Transportation Department,CAMPO,Corvallis Planning Mtg,03/12/2014 05:00:00 PM,03/28/2014 07:00:00 PM,Benton County Office, Corvallis,,,Kassy Bricco,,kassy.m.bricco@odot.state.or.us,,,,,,,,,,,,,kassy.m.bricco@odot.state.or.us,,
Transportation Department,Central Oregon Area Commission on Transportation,COACT Meeting,03/13/2014 03:00:00 PM,,"Redmond City Hall Conference Room, 716 SW Evergreen Ave", Redmond,,,Scott,,scotta@coic.org,http://coic2.org/community-development/central-oregon-area-commission-on-transportation/,,,,,,,,,http://coic2.org/community-development/central-oregon-area-commission-on-transportation/,,,kevin.r.beckstrom@odot.state.or.us,,
Transportation Department,COACT,Central Oregon Area Commission on Transportation,03/13/2014 03:00:00 PM,03/13/2014 05:00:00 PM,716 SW Evergreen Avenue, Redmond,Meeting held at the Redmond City Hall Conference Room,Yes,Gary Farnsworth,,Gary.C.Farnsworth@odot.state.or.us,,,,,,,,,,http://coic2.org/community-development/central-oregon-area-commission-on-transportation/,,,katie.m.parlette@odot.state.or.us,,
Transportation Department,AAMPO,Albany Planning Mtg,03/26/2014 02:00:00 PM,03/26/2014 05:00:00 PM,COG Office, Albany,,,Kassy Bricco,,kassy.m.bricco@odot.state.or.us,,,,,,,,,,,,,kassy.m.bricco@odot.state.or.us,,
Transportation Department,Mid-Willamette Valley Area Commission on Transportation,MWVACT,04/03/2014 03:30:00 PM,,"100 High St SE, Suite 200", Salem,,,Lori,,lomoore@mwvcog.org,http://www.oregon.gov/ODOT/COMM/pages/act_mwvact.aspx,,,,,,,,,http://www.oregon.gov/ODOT/COMM/pages/act_mwvact.aspx,,,kevin.r.beckstrom@odot.state.or.us,,http://www.oregon.gov/ODOT/COMM/pages/act_mwvact.aspx
Transportation Department,CWACT,Cascades West,04/09/2014 01:00:00 PM,,CWACT, Corvallis,,,Kassy Bricco,,kassy.m.bricco@odot.state.or.us,,,,,,,,,,,,,kassy.m.bricco@odot.state.or.us,,
Transportation Department,Lane Area Commission on Transportation,LaneACT,04/09/2014 05:30:00 PM,,"ODOT Offices, 644 A Street", Springfield,,,Mary,,mmcgowan@lcog.org,,,,,,,,,,http://www.oregon.gov/ODOT/COMM/pages/act_lanecounty.aspx,,,kevin.r.beckstrom@odot.state.or.us,,http://www.oregon.gov/ODOT/COMM/pages/act_lanecounty.aspx
Transportation Department,Winter Recreation Advisory Committee,Regular meeting of the WRAC,04/16/2014 08:30:00 AM,,800 Airport Road, Salem,The WRAC meets thorughout the year to advise the Department of Transportation on matters related to the winter recreation parking (Sno-Park) program.,,Karen Morrison,,karen.j.morrison@state.or.us,,,,,,,,,,,,,karen.j.morrison@state.or.us,,
Transportation Department,AAMPO,Albany Metro Planning Org,04/23/2014 02:00:00 PM,,COG Office, Albany,,,Kassy Bricco,,kassy.m.bricco@odot.state.or.us,,,,,,,,,,,,,kassy.m.bricco@odot.state.or.us,,
Transportation Department,Oregon Dealer Advisory Committee,Quarterly Meeting,04/24/2014 09:00:00 AM,04/24/2014 12:00:00 PM,DMV Headquarters Room 382, Salem,,,Chuck,,charles.b.hoffman@odot.state.or.us,,,,,,,,,,,,,charles.b.hoffman@odot.state.or.us,,
