"division","classification","position","title","_07_31_17","_08_31_17","_09_30_17","_10_31_17","_11_30_17","_12_31_17","_01_31_18","_02_28_18","_03_31_18","_4_30_18","_5_31_18","_06_30_18","_07_31_18","_08_31_18","sept18","_10_31_18","_11_30_2018","_12_31_2018","total"
"Administration","Information Systems Specialist 2","4123410","SOCIAL SECURITY & MEDICARE","261.63","261.63","261.63","300.02","277.61","276.13","278.58","277.61","279.07","278.10","277.59","282.15","330.82","333.18","328.45","327.28","327.28","334.95","5300.20"
"Administration","Information Systems Specialist 2","4123410","STANDBY DUTY PAY",,,,"385.20","57.78","38.52","70.62","57.78","77.04","64.20","57.78","84.24","92.40","123.20","61.60","46.20","46.20","146.30","1493.76"
"Administration","Information Systems Specialist 2","4123410","WORK OUT OF CLASS & LEADWORK",,,,,,,,,,,,,"628.00","628.00","628.00","470.00","470.00","470.00","3373.00"
"Administration","Information Systems Specialist 2","4123410","WORKERS' BENEFIT FUND ASSESSMENT","1.70","1.94","1.79","2.19","1.58","1.94","2.30","2.02","2.44","2.23","2.43","2.14","1.78","1.99","2.02","1.75","1.75","2.03","36.37"
"Administration","Information Systems Specialist 4","1503009","BASIC LIFE INSURANCE - $5.000","0.99","0.99","0.99","0.99","0.99",,,,,,,,,,,,,,"4.95"
"Administration","Information Systems Specialist 4","1503009","DENTAL INSURANCE","66.18","66.18","66.18","66.18","66.18",,,,,,,,,,,,,,"330.90"
"Administration","Information Systems Specialist 4","1503009","EMPLOYMENT RELATIONS BOARD ASSESSMENT","1.92","2.14","2.14","2.14","2.14",,,,,,,,,,,,,,"10.48"
"Administration","Information Systems Specialist 4","1503009","PERS PENSION OBLIGATION BOND PAYMENT","328.48","328.48","333.63","343.92","355.38",,,,,,,,,,,,,,"1689.89"
"Administration","Information Systems Specialist 4","1503009","PERS RETIREMENT","918.65","918.65","933.05","961.82","961.82",,,,,,,,,,,,,,"4693.99"
"Administration","Information Systems Specialist 4","1503009","REGULAR EMPLOYEES SALARY","5214.00","5214.00","5295.67","5459.00","5459.00",,,,,,,,,,,,,,"26641.67"
"Administration","Information Systems Specialist 4","1503009","SOCIAL SECURITY & MEDICARE","414.53","414.54","421.10","434.21","434.22",,,,,,,,,,,,,,"2118.60"
"Administration","Information Systems Specialist 4","1503009","WORK OUT OF CLASS & LEADWORK","260.70","260.70","264.78","272.95","272.95",,,,,,,,,,,,,,"1332.08"
"Administration","Information Systems Specialist 4","1503009","WORKERS' BENEFIT FUND ASSESSMENT","1.72","1.93","2.13","2.07","1.68",,,,,,,,,,,,,,"9.53"
"Administration","Information Systems Specialist 4","4973010","BASIC LIFE INSURANCE - $5.000","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99",,,"0.99","0.99","0.89","14.75"
"Administration","Information Systems Specialist 4","4973010","DENTAL INSURANCE","122.29","122.29","122.29","122.29","122.29","134.45","134.45","134.45","134.45","134.45","134.45","134.45","134.45",,,"134.45","134.45","148.41","1969.91"
"Administration","Information Systems Specialist 4","4973010","EMPLOYMENT RELATIONS BOARD ASSESSMENT","1.92","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","36.16"
"Administration","Information Systems Specialist 4","4973010","HEALTH INSURANCE","1586.89","1586.89","1586.89","1586.89","1586.89","1819.15","1819.15","1819.15","1819.15","1819.15","1819.15","1819.15","1819.15",,,"1819.15","1819.15","1890.58","26197.38"
"Administration","Information Systems Specialist 4","4973010","PERS PENSION OBLIGATION BOND PAYMENT","272.64","272.64","266.96","272.64","272.12","242.32","246.75","250.91","251.76","252.05","257.74","258.93","284.52",,,,,,"3401.98"
"Administration","Information Systems Specialist 4","4973010","PERS RETIREMENT","762.48","762.48","746.60","762.48","736.49","655.82","667.83","679.09","681.38","682.14","697.55","700.78","770.04",,,,,,"9305.16"
"Administration","Information Systems Specialist 4","4973010","REGULAR EMPLOYEES SALARY","4544.00","4544.00","4449.33","4544.00","4389.09","3908.38","3979.95","4047.00","4060.68","4065.26","4157.02","4176.26","4800.84","2289.57","1316.50","1196.82","1196.82","5266.00","65734.70"
"Administration","Information Systems Specialist 4","4973010","SOCIAL SECURITY & MEDICARE","346.85","346.85","339.62","346.86","335.00","299.98","305.44","310.58","311.63","311.98","318.99","320.48","368.25","175.15","100.72","91.20","91.20","402.18","5031.76"
"Administration","Information Systems Specialist 4","4973010","WORKERS' BENEFIT FUND ASSESSMENT","1.54","1.94","1.95","2.29","1.76","1.67","1.76","1.66","2.00","1.91","2.06","1.37","1.82","0.96","0.53","0.56","0.56","2.13","27.91"
"Administration","Information Systems Specialist 4","49730121","BASIC LIFE INSURANCE - $5.000","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95",,"0.99","0.99","0.99","0.99","0.89","16.25"
"Administration","Information Systems Specialist 4","49730121","DENTAL INSURANCE","72.12","72.12","72.12","72.12","72.12","58.60","58.60","58.60","58.60","58.60","58.60","58.60",,"135.75","135.75","135.75","135.75","140.35","1454.15"
"Administration","Information Systems Specialist 4","49730121","EMPLOYMENT RELATIONS BOARD ASSESSMENT","1.92","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14",,,"2.14","2.14","2.14","2.14","34.02"
"Administration","Information Systems Specialist 4","49730121","HEALTH INSURANCE","848.48","848.48","848.48","848.48","848.48","708.61","708.61","708.61","708.61","708.61","708.61","708.61",,"1752.21","1752.21","1752.21","1752.21","1846.97","18058.48"
"Administration","Information Systems Specialist 4","49730121","OVERTIME PAYMENTS",,,,,,,,,,,,,,,,,,,"207.72"
"Administration","Information Systems Specialist 4","49730121","PERS PENSION OBLIGATION BOND PAYMENT","299.69","299.69","299.69","302.57","319.20","315.63","317.52","329.75","331.62","330.99","332.86","333.69",,,,,,,"3812.90"
"Administration","Information Systems Specialist 4","49730121","PERS RETIREMENT","838.13","838.13","838.13","846.18","863.91","854.24","859.35","892.44","897.51","895.82","900.89","903.10",,,,,,,"10427.83"
"Administration","Information Systems Specialist 4","49730121","REGULAR EMPLOYEES SALARY","4757.00","4757.00","4757.00","4757.00","4757.00","4757.00","4785.96","4979.00","4979.00","4979.00","4979.00","5029.00",,"347.83","4000.00","4000.00","4000.00","4000.00","74468.62"
"Administration","Information Systems Specialist 4","49730121","SOCIAL SECURITY & MEDICARE","376.48","376.48","376.48","380.15","388.24","387.69","390.03","405.11","407.42","406.65","406.58","405.39",,"102.71","311.46","313.22","313.22","304.69","6048.01"
"Administration","Information Systems Specialist 4","49730121","STANDBY DUTY PAY",,,,"48.00","153.60","96.00","96.00","90.54","120.72","110.66","140.84","101.60",,,"84.70","107.80","107.80",,"1150.46"
"Administration","Information Systems Specialist 4","49730121","WORK OUT OF CLASS & LEADWORK","237.85","237.85","237.85","237.85","237.85","237.85","239.30","248.95","248.95","248.95","248.95","251.45",,,,,,,"2913.65"
"Administration","Information Systems Specialist 4","49730121","WORKERS' BENEFIT FUND ASSESSMENT","1.75","1.97","2.09","2.46","1.96","0.73","2.31","2.06","2.34","2.34","1.79","2.35",,"1.20","2.13","2.18","2.18","2.02","34.13"
"Administration","Information Systems Specialist 4","49730122","BASIC LIFE INSURANCE - $5.000",,,,,,,,,,,,,,,,"0.99","0.99","0.89","2.87"
"Administration","Information Systems Specialist 4","49730122","DENTAL INSURANCE",,,,,,,,,,,,,,,,"49.81","49.81","50.80","150.42"
"Administration","Information Systems Specialist 4","49730122","EMPLOYMENT RELATIONS BOARD ASSESSMENT",,,,,,,,,,,,,,,,"2.14","2.14","2.14","6.42"
"Administration","Information Systems Specialist 4","49730122","HEALTH INSURANCE",,,,,,,,,,,,,,,,"648.96","648.96","684.07","1981.99"
"Administration","Information Systems Specialist 4","49730122","PERS PENSION OBLIGATION BOND PAYMENT",,,,,,,,,,,,,,,,"259.59","259.59","259.59","756.20"
"Administration","Information Systems Specialist 4","49730122","PERS RETIREMENT",,,,,,,,,,,,,,,,"702.58","702.58","702.58","2046.64"
"Administration","Information Systems Specialist 4","49730122","REGULAR EMPLOYEES SALARY",,,,,,,,,,,,,,,,"4187.00","4187.00","4187.00","12196.91"
"Administration","Information Systems Specialist 4","49730122","SOCIAL SECURITY & MEDICARE",,,,,,,,,,,,,,,,"319.59","319.59","319.73","931.07"
"Administration","Information Systems Specialist 4","49730122","WORKERS' BENEFIT FUND ASSESSMENT",,,,,,,,,,,,,,,,"2.02","2.02","2.24","6.61"
"Administration","Information Systems Specialist 4","4973013","BASIC LIFE INSURANCE - $5.000","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.89","17.72"
"Administration","Information Systems Specialist 4","4973013","DENTAL INSURANCE","122.29","122.29","122.29","122.29","122.29","135.75","135.75","135.75","135.75","135.75","135.75","135.75","135.75","135.75","135.75","135.75","135.75","140.35","2380.80"
"Administration","Information Systems Specialist 4","4973013","EMPLOYMENT RELATIONS BOARD ASSESSMENT","1.92","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","38.30"
"Administration","Information Systems Specialist 4","4973013","HEALTH INSURANCE","1532.32","1532.32","1532.32","1532.32","1532.32","1752.21","1752.21","1752.21","1752.21","1752.21","1752.21","1752.21","1752.21","1752.21","1752.21","1752.21","1752.21","1840.79","30528.91"
"Administration","Information Systems Specialist 4","4973013","PERS PENSION OBLIGATION BOND PAYMENT","343.02","343.02","343.02","343.02","352.44","354.45","356.50","354.45","354.45","354.45","372.17","375.89","375.89","375.89","375.89","375.89","375.89","281.92","6408.25"
"Administration","Information Systems Specialist 4","4973013","PERS RETIREMENT","959.31","959.31","959.31","959.31","953.86","959.31","964.85","959.31","959.31","959.31","1007.27","1017.32","1017.32","1017.32","1017.32","1017.32","1017.32","762.99","17467.37"
"Administration","Information Systems Specialist 4","4973013","PUBLIC EMPLOYEES' BENEFIT BOARD FEES","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","2.95","58.20"
"Administration","Information Systems Specialist 4","4973013","REGULAR EMPLOYEES SALARY","5717.00","5717.00","5717.00","5717.00","5684.52","5717.00","5749.98","5717.00","5717.00","5717.00","5717.00","5774.00","5774.00","5774.00","5774.00","5774.00","5774.00","4330.50","101862.00"
"Administration","Information Systems Specialist 4","4973013","SOCIAL SECURITY & MEDICARE","436.66","436.67","436.68","436.67","434.17","436.06","438.58","436.05","436.06","436.07","457.91","462.51","462.50","462.50","462.51","462.51","462.51","346.29","7942.90"
"Administration","Information Systems Specialist 4","4973013","WORK OUT OF CLASS & LEADWORK",,,,,,,,,,,"285.85","288.70","288.70","288.70","288.70","288.70","288.70","216.53","2234.58"
"Administration","Information Systems Specialist 4","4973013","WORKERS' BENEFIT FUND ASSESSMENT","1.73","2.01","2.07","1.88","1.90","1.93","2.22","1.93","2.32","2.13","1.97","2.21","2.02","1.69","2.00","1.91","1.91","1.01","35.31"
"Administration","Information Systems Specialist 5","0003902","BASIC LIFE INSURANCE - $5.000","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.85","17.00"
"Administration","Information Systems Specialist 5","0003902","DENTAL INSURANCE","127.01","127.01","127.01","127.01","127.01","139.64","139.64","139.64","139.64","139.64","139.64","139.64","139.64","139.64","139.64","139.64","139.64","142.41","2453.14"
"Administration","Information Systems Specialist 5","0003902","EMPLOYMENT RELATIONS BOARD ASSESSMENT","1.92","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","38.30"
"Administration","Information Systems Specialist 5","0003902","HEALTH INSURANCE","1750.33","1750.33","1750.33","1750.33","1750.33","1964.13","1964.13","1964.13","1964.13","1964.13","1964.13","1964.13","1964.13","1964.13","1964.13","1964.13","1964.13","2040.34","34361.55"
"Administration","Information Systems Specialist 5","0003902","OVERTIME PAYMENTS",,,,,,,,,"606.84",,,,"459.54",,,,,,"1066.38"
"Administration","Information Systems Specialist 5","0003902","PERS PENSION OBLIGATION BOND PAYMENT","333.72","333.72","333.72","333.72","345.84","346.17","344.84","361.15","398.77","361.15","361.15","364.75","393.23","364.75","364.75","364.75","364.75","364.75","6435.68"
"Administration","Information Systems Specialist 5","0003902","PERS RETIREMENT","933.30","933.30","933.30","933.30","935.99","936.89","933.30","977.44","1079.27","977.44","977.44","987.17","1064.28","987.17","987.17","987.17","987.17","987.17","17538.27"
"Administration","Information Systems Specialist 5","0003902","PUBLIC EMPLOYEES' BENEFIT BOARD FEES",,,,,,,,,,,,,,,,,,"2.95","2.95"
"Administration","Information Systems Specialist 5","0003902","REGULAR EMPLOYEES SALARY","5562.00","5562.00","5562.00","5562.00","5562.00","5562.00","5562.00","5825.00","5825.00","5825.00","5825.00","5883.00","5883.00","5883.00","5883.00","5883.00","5883.00","5883.00","103415.00"
"Administration","Information Systems Specialist 5","0003902","SOCIAL SECURITY & MEDICARE","420.06","417.15","415.09","415.08","416.31","416.41","414.76","434.89","481.32","434.89","434.89","439.32","474.49","439.32","439.33","439.33","439.33","430.55","7802.51"
"Administration","Information Systems Specialist 5","0003902","STANDBY DUTY PAY",,,,,"16.05","21.40",,,,,,,,,,,,,"37.45"
"Administration","Information Systems Specialist 5","0003902","WORKERS' BENEFIT FUND ASSESSMENT","1.61","1.65","1.97","2.41","1.96","2.13","2.25","1.85","2.52","2.01","2.42","1.75","1.84","2.05","1.93","1.90","1.90","1.97","36.51"
"Administration","Information Systems Specialist 5","1503009","BASIC LIFE INSURANCE - $5.000",,,,,,"0.99","0.99",,,,,,,,,,,,"1.98"
"Administration","Information Systems Specialist 5","1503009","DENTAL INSURANCE",,,,,,"53.90","53.90",,,,,,,,,,,,"107.80"
"Administration","Information Systems Specialist 5","1503009","EMPLOYMENT RELATIONS BOARD ASSESSMENT",,,,,,"2.14","2.14",,,,,,,,,,,,"4.28"
"Administration","Information Systems Specialist 5","1503009","HEALTH INSURANCE",,,,,,"648.96","648.96",,,,,,,,,,,,"1297.92"
"Administration","Information Systems Specialist 5","1503009","PERS PENSION OBLIGATION BOND PAYMENT",,,,,,"379.21","247.31",,,,,,,,,,,,"626.52"
"Administration","Information Systems Specialist 5","1503009","PERS RETIREMENT",,,,,,"1026.31","669.33",,,,,,,,,,,,"1695.64"
"Administration","Information Systems Specialist 5","1503009","REGULAR EMPLOYEES SALARY",,,,,,"5825.00","3798.91",,,,,,,,,,,,"9623.91"
"Administration","Information Systems Specialist 5","1503009","SOCIAL SECURITY & MEDICARE",,,,,,"463.71","302.89",,,,,,,,,,,,"766.60"
"Administration","Information Systems Specialist 5","1503009","WORK OUT OF CLASS & LEADWORK",,,,,,"291.25","189.95",,,,,,,,,,,,"481.20"
"Administration","Information Systems Specialist 5","1503009","WORKERS' BENEFIT FUND ASSESSMENT",,,,,,"1.91","1.34",,,,,,,,,,,,"3.25"
"Archives","Office Specialist 2","2103222","HEALTH INSURANCE",,,,,,,,,,,,,,,"289.30","309.92","309.92","293.80","1193.48"
"Administration","Information Systems Specialist 5","4123408","BASIC LIFE INSURANCE - $5.000","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.85","17.00"
"Administration","Information Systems Specialist 5","4123408","DENTAL INSURANCE","117.35","117.35","117.35","117.35","117.35","129.02","129.02","129.02","129.02","129.02","129.02","129.02","129.02","129.02","129.02","129.02","129.02","131.59","2266.58"
"Administration","Information Systems Specialist 5","4123408","EMPLOYMENT RELATIONS BOARD ASSESSMENT","1.92","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","38.30"
"Administration","Information Systems Specialist 5","4123408","HEALTH INSURANCE","1750.33","1750.33","1750.33","1750.33","1750.33","1964.13","1964.13","1964.13","1964.13","1964.13","1964.13","1964.13","1964.13","1964.13","1964.13","1964.13","1964.13","2040.34","34361.55"
"Administration","Information Systems Specialist 5","4123408","OVERTIME PAYMENTS",,,,,,,,,"248.76",,,"781.62","706.75","884.05","586.22",,,,"3207.40"
"Administration","Information Systems Specialist 5","4123408","PERS PENSION OBLIGATION BOND PAYMENT","383.22","383.22","383.22","383.22","395.99","395.99","395.99","395.99","411.42","395.99","395.99","448.42","449.16","457.08","436.31","399.96","399.96","399.96","7311.09"
"Administration","Information Systems Specialist 5","4123408","PERS RETIREMENT","1522.66","1522.66","1522.66","1522.66","1522.66","1522.66","1522.66","1522.66","1581.97","1522.66","1522.66","1724.25","1727.10","1757.55","1677.67","1537.92","1537.92","1537.92","28308.90"
"Administration","Information Systems Specialist 5","4123408","PUBLIC EMPLOYEES' BENEFIT BOARD FEES","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25",,"55.25"
"Administration","Information Systems Specialist 5","4123408","REGULAR EMPLOYEES SALARY","6387.00","6387.00","6387.00","6387.00","6387.00","6387.00","6387.00","6387.00","6387.00","6387.00","6387.00","6451.00","6451.00","6451.00","6451.00","6451.00","6451.00","6451.00","115414.00"
"Administration","Information Systems Specialist 5","4123408","SOCIAL SECURITY & MEDICARE","461.90","461.90","461.90","461.91","461.90","456.16","456.16","456.17","479.01","459.99","459.97","524.68","525.59","535.35","509.73","464.89","464.89","480.91","8583.00"
"Administration","Information Systems Specialist 5","4123408","STANDBY DUTY PAY",,,,,,,,,,,,,"86.80","37.20",,,,,"124.00"
"Administration","Information Systems Specialist 5","4123408","WORKERS' BENEFIT FUND ASSESSMENT","1.69","1.43","1.75","2.46","1.83","2.14","2.09","1.15","1.72","2.30","2.41","2.35","1.76","1.99","1.81","2.02","2.02","1.85","35.12"
