Agency Sponsor,Title,Short Description,Start Date/Time,End Date/Time,State,Details,Contact Name,Phone,Web Link,Calendar Link,Map Location
Southern Oregon University SBDC,QuickBooks Series: Customer Accounting and Equity Accounts-Southern Oregon University SBDC,"This virtual class, over Zoom in our QuickBooks Series, will cover liabilities, equity and how to record sales items with and without the use of accounts receivable. We will cover how to setup credit cards, loans, and discuss recording principal and interest correctly. We will discuss equity as it relates to comingling accounts and expenses, as well as how to setup Customers, and subcustomers for organizing jobs and projects. We will revisit appropriate treatment of recording sales and payment processor fees, and progress invoicing. If time permits, an introduction into job estimating will be given in this section.",12/15/2021 11:30:00 AM,12/15/2021 01:30:00 PM,PDT,Cost: $20,,,Register and Pay Online (https://clients.oregonsbdc.org/workshop.aspx?ekey=91410040),,
Klamath Community College SBDC,Smart Start-Up-Klamath Community College SBDC,"A 2-hour class designed specifically for those considering self-employment or new to owning a business. Gain the information needed before you begin business. Topics include feasibility, market research, business plan basics, start-up financing, insurance, legal structures, registration & licensing, and much more! Participants will be provided with resources, handouts, and checklists!",11/19/2021 05:30:00 PM,11/19/2021 07:30:00 PM,PDT,Cost: $30,,,Register and Pay Online (https://clients.oregonsbdc.org/workshop.aspx?ekey=170410070),,
Columbia Gorge Community College SBDC,Crear un menu que venda por ti-Columbia Gorge Community College SBDC,"En esta clase hablaremos de las estrategias de posiciones de platillos en el menú, formulas para costos, entender los costos de cada platillo y como utilizar tu menú para que haga las ventas por ti.",11/24/2021 03:00:00 PM,11/24/2021 05:00:00 PM,PDT,Tarifa: Sin costo,,,Registro en línea (https://clients.oregonsbdc.org/workshop.aspx?ekey=140410161),,
Secretary of State,Basics Notary Webinar,Free training to become a notary,02/09/2021 09:00:00 AM,02/09/2021 12:00:00 PM,,"Brush up your notary knowledge and get the answers to your questions by attending a webinar for current and future notaries public. This webinar is a comprehensive and thorough examination of notary basics: purpose, responsibilities and liabilities of a notary; how to notarize; notary certificates and the notary journal. ",Monique Bourque,,Notary seminar schedule (https://notsem.sos.state.or.us/),,
SCORE Portland ,Critical Questions & Information Needed to Do Proper Business Planning-SCORE Portland ,"Join this hands-on webinar session, led by SCORE Mentor John Tile, which will cover: The basics of a business plan and will provide a few samples A step-by-step process to develop the key information for your business plan What you will need in order to do a simple business plan for yourself and a more detailed business plan if you need a bank loan",12/28/2021 10:00:00 AM,12/28/2021 11:00:00 AM,PDT,Cost: No fee,,,Register Online (https://readytalk.webcasts.com/starthere.jsp?ei=1512315&tp_key=5a748764d3&sti=scoreeventpage&origination=https%253A//portlandor.score.org/pdx-score-workshops%253Ff%25255B0%25255D%253Dim_field_business_stage%25253A442%2526f%25255B1%25255D%253Dim_field_format_ref%25253A45),,
Oregon Association of Minority Entrepreneurs (OAME),Contractors & AEPT Meeting-Oregon Association of Minority Entrepreneurs (OAME),Contractors & AEPT Meeting,12/10/2021 07:30:00 AM,12/10/2021 09:00:00 AM,PDT,Cost: No fee,,,Contact OAME (https://oame.org/contact-oame/),,
Secretary of State,Basics Notary Webinar,Free training to become a notary,03/10/2021 09:00:00 AM,03/10/2021 12:00:00 PM,,"Brush up your notary knowledge and get the answers to your questions by attending a webinar for current and future notaries public. This webinar is a comprehensive and thorough examination of notary basics: purpose, responsibilities and liabilities of a notary; how to notarize; notary certificates and the notary journal. ",Monique Bourque,,Notary seminar schedule (https://notsem.sos.state.or.us/),,
Oregon Association of Minority Entrepreneurs (OAME),  Eugene Coffee and Issues-Oregon Association of Minority Entrepreneurs (OAME),OAME Eugene Coffee & Issues Meeting,12/16/2021 07:30:00 AM,12/16/2021 09:00:00 AM,PDT,Cost: No fee,,,Contact OAME (https://oame.org/contact-oame/),,
Columbia Gorge Community College SBDC,Comenzando tu negocio-Columbia Gorge Community College SBDC,"Tienes una idea de negocio y no sabes por donde comenzar? Hablaremos de como iniciar un negocio, requisitos, registraciones y puntos de contacto.",11/24/2021 09:00:00 AM,11/24/2021 11:00:00 AM,PDT,Tarifa: Sin costo,,,Registro en línea (https://clients.oregonsbdc.org/workshop.aspx?ekey=140410158),,
Oregon Association of Minority Entrepreneurs,Coffee and Issues,"Connect with businesses, partners and resources at the monthly networking meeting of the Oregon Association of Minority Entrepreneurs",04/29/2022 07:30:00 AM,04/29/2022 09:00:00 AM,PDT,Cost: FREE,,,More Info Here (https://oame.org/),,
Columbia Gorge Community College SBDC,Entendiendo estados financieros-Columbia Gorge Community College SBDC,"En esta clase hablaremos de los estados financieros de tu negocio, como leerlos, como utilizarlos han la planeaciónde tu negocio y para comparar tu negocio con la industria en la que te encuentras.",11/24/2021 06:00:00 PM,11/24/2021 08:00:00 PM,PDT,Tarifa: Sin costo,,,Registro en línea (https://clients.oregonsbdc.org/workshop.aspx?ekey=140410165),,
Oregon Association of Minority Entrepreneurs (OAME),  Coffee and Issues Meeting-Oregon Association of Minority Entrepreneurs (OAME),  Coffee and Issues Meeting,12/31/2021 07:00:00 AM,12/31/2021 08:30:00 AM,PDT,Cost: No fee,,,Contact OAME (https://oame.org/event/coffee-and-issues/?instance_id=48),,
Oregon Association of Minority Entrepreneurs,OAME Trade Show,"The 34th Annual OAME Trade Show brings over 100 businesses, government agencies, and business resources together for in-depth conversations and networking.",05/12/2022 10:00:00 AM,05/12/2022 03:00:00 PM,PDT,Cost: FREE,,,More Info Here (https://oame.org/tradeshow/),,
 U.S. Small Business Administration (SBA), SBA Celebrates Veteran-Owned Small Businesses-U.S. Small Business Administration (SBA),"Join the U.S. Small Business Administration (SBA) for a panel discussion with veteran and military spouse business owners as they share their small business success stories, how they pivoted during the pandemic, and what SBA resources they used to start and grow their businesses.",11/16/2021 11:00:00 AM,11/16/2021 12:00:00 PM,PDT,Cost: No Fee,,,Register Online (https://www.eventbrite.com/e/sba-celebrates-veteran-owned-small-businesses-registration-208142689387?utm_medium=email&utm_source=govdelivery),,
U.S. Small Business Administration,12th Annual Small Business Saturday,"Small Business Saturday allows consumers to make an impact in their neighborhoods by supporting local small businesses from nearly every sector – from manufacturing to e-commerce, to Mom-and-Pop shops on Main Street. The day is designed to support local businesses that create jobs, boost the economy, and enliven neighborhoods around the country.",11/27/2021 06:00:00 AM,11/27/2021 11:59:00 PM,PDT,Cost: No fee,,,Shop Small Businesses (https://www.sba.gov/article/2021/nov/18/sba-administrator-encourages-americans-shopsmallr-12th-annual-small-business-saturdayr?utm_medium=email&utm_source=govdelivery),,
U.S. Small Business Administration (SBA),SBA Celebrates National Native American Heritage Month-U.S. Small Business Administration (SBA),"Join the U.S. Small Business Administration (SBA) for an online panel discussion with Native American business owners who will share their small business stories, how they pivoted during the pandemic, and the SBA resources they used to start and grow their businesses.",11/30/2021 10:00:00 AM,11/30/2021 11:00:00 AM,PDT,Cost: No fee,,,Register Online (https://www.eventbrite.com/e/sba-celebrates-national-native-american-heritage-month-registration-213095031977?utm_medium=email&utm_source=govdelivery),,
The Small Business Administration (SBA) & Public Private Strategies Institute (PPSI),Resources and Relief for Your Small Business - Access to Capital-The Small Business Administration (SBA) & Public Private Strategies Institute (PPSI),The Small Business Administration (SBA) & Public Private Strategies Institute (PPSI) are providing educational opportunities for you to learn more about programs that will help your business get back on track. These sessions will take place every two weeks and run through December 2021.  This is part of an effort to ensure that American small businesses know about the many resources to help their business grow and additional resources to help their businesses thrive!,12/01/2021 11:00:00 AM,12/01/2021 12:00:00 PM,PDT,Cost: No fee,,,Register Online (https://publicprivatestrategies.zoom.us/webinar/register/WN_kvOntye2SJuZ_idgIQWqng?utm_medium=email&utm_source=govdelivery),,
Central Oregon Community College SBDC,Preparing for Launch-Central Oregon Community College SBDC,"Do you have a great idea that you think could be a successful business, but just don't know how to get started? Cover the basics in this two-hour class and decide if running a business is for you. ",12/01/2021 11:00:00 AM,12/01/2021 01:00:00 PM,PDT,Cost: $29,,,Register and Pay Online (https://clients.oregonsbdc.org/workshop.aspx?ekey=20410065),,
Columbia Gorge Community College SBDC,Starting a New Business-Columbia Gorge Community College SBDC,"Are you considering starting a business and don’t know where to start? This course will teach you about business registration, business structure, licensing and basic information needed to get your business started.",12/02/2021 09:00:00 AM,12/02/2021 12:00:00 PM,PDT,Cost: $25,,,Register and Pay Online (https://clients.oregonsbdc.org/workshop.aspx?ekey=140410148),,
Blue Mountain Community College SBDC,Balance Sheets 101-Blue Mountain Community College SBDC,Small business owners need to know the basics about financial statements. This course will focus on the balance sheet and include a quick look at the income statement and cash flow analysis since all work together. The session will be engaging and full of helpful information for business owners to know about what their balance sheet tells them about the business and how to use it to maximize potential.,12/02/2021 09:00:00 AM,12/02/2021 10:00:00 AM,PDT,Cost: No fee,,,Register Online (https://clients.oregonsbdc.org/workshop.aspx?ekey=10410023),,
Columbia Gorge Community College SBDC,Developing your Business Brand-Columbia Gorge Community College SBDC,Learn to create a brand style guide to help you present your business consistently. Your visual brand acts as the guide to sharing your product or service both externally and internally and how you communicate your business effectively.,12/02/2021 01:00:00 PM,12/02/2021 04:00:00 PM,PDT,Cost: $25,,,Register and Pay Online (https://clients.oregonsbdc.org/workshop.aspx?ekey=140410136),,
Clackamas Community College SBDC,Going Into Business-Clackamas Community College SBDC,"Find out what's involved to start and operate a business in Oregon so you can determine if entrepreneurship is the right fit for you. Set yourself up for success and learn about resources that can assist you with financing, researching, and management.",12/02/2021 06:30:00 PM,12/02/2021 09:30:00 PM,PDT,Cost: No fee,,,Register Online (https://clients.oregonsbdc.org/workshop.aspx?ekey=40410055),,
Chemeketa Community College SBDC,Meet Your Small Business Development Center-Chemeketa Community College SBDC,Are you just starting out on your business journey? Not sure if owning a business is right for you? Are you wondering where to find out what you need and where you can get expert help to begin? Join us for this brief introduction to business ownership. Find out about the classes and coaching services available through SBDC and our partner organizations. ,12/03/2021 12:00:00 PM,12/03/2021 01:00:00 PM,PDT,Cost: No fee,,,Register Online (https://clients.oregonsbdc.org/workshop.aspx?ekey=30410084),,
Southern Oregon University SBDC,Hiring - Contractor or Employee and Employee Manuals-Southern Oregon University SBDC,"This virtual class over Zoom is part of our ‘Learn at Lunch’ series. In this virtual class, you will learn when it is legal and appropriate to hire a contractor and when you should hire an employee.  The value of having an employee manual will be discussed, as well as what key policies you should include in your manual and other content to consider when writing your employee manual.",12/07/2021 12:00:00 PM,12/07/2021 01:00:00 PM,PDT,Cost: $20,,,Register and Pay Online (https://clients.oregonsbdc.org/workshop.aspx?ekey=91410042),,
 Columbia Gorge Community College SBDC,Entendiendo estados financieros-Columbia Gorge Community College SBDC,"En esta clase hablaremos de los estados financieros de tu negocio, como leerlos, como utilizarlos han la planeaciónde tu negocio y para comparar tu negocio con la industria en la que te encuentras.",12/08/2021 09:00:00 AM,12/08/2021 11:00:00 AM,PDT,Tarifa: Sin costo,,,Registro en línea (https://clients.oregonsbdc.org/workshop.aspx?ekey=140410166),,
Blue Mountain Community College SBDC,Tax Preparation & Year End Assessment Basics-Blue Mountain Community College SBDC,"It’s almost time to gather information and prepare taxes. This course will provide checklists and reminders about what is most important. The session will be engaging and full of helpful information for business owners to not only be ready for this year’s taxes, but also how to organize information for the future. A tool to review how the business performed through the year will be introduced. An introduction to how to use the year end information to make future decisions will be covered.",12/08/2021 09:00:00 AM,12/08/2021 10:00:00 AM,PDT,Cost: No fee,,,Register Online (https://clients.oregonsbdc.org/workshop.aspx?ekey=10410024),,
 Lane Community College SBDC, Intro to Entrepreneurship-Lane Community College SBDC,"Learn about...  evaluating your business idea, essential business topics, the importance of market analysis, how to create a business plan, analyzing your idea, and building financial projections.",12/08/2021 11:00:00 AM,12/08/2021 01:00:00 PM,PDT,Cost: No fee,,,Register Online (https://clients.oregonsbdc.org/workshop.aspx?ekey=1410058),,
Secretary of State,Basics Notary Webinar,Free training to become a notary,01/04/2021 09:00:00 AM,01/04/2021 12:00:00 PM,,"Brush up your notary knowledge and get the answers to your questions by attending a webinar for current and future notaries public. This webinar is a comprehensive and thorough examination of notary basics: purpose, responsibilities and liabilities of a notary; how to notarize; notary certificates and the notary journal. ",Monique Bourque,,Notary seminar schedule (https://notsem.sos.state.or.us/),,
Secretary of State,Basics Notary Webinar,Free training to become a notary,02/15/2021 09:00:00 AM,02/15/2021 12:00:00 PM,,"Brush up your notary knowledge and get the answers to your questions by attending a webinar for current and future notaries public. This webinar is a comprehensive and thorough examination of notary basics: purpose, responsibilities and liabilities of a notary; how to notarize; notary certificates and the notary journal. ",Monique Bourque,,Notary seminar schedule (https://notsem.sos.state.or.us/),,
Secretary of State,Basics Notary Webinar,Free training to become a notary,03/02/2021 09:00:00 AM,03/02/2021 12:00:00 PM,,"Brush up your notary knowledge and get the answers to your questions by attending a webinar for current and future notaries public. This webinar is a comprehensive and thorough examination of notary basics: purpose, responsibilities and liabilities of a notary; how to notarize; notary certificates and the notary journal. ",Monique Bourque,,Notary seminar schedule (https://notsem.sos.state.or.us/),,
Secretary of State,Basics Notary Webinar,Free training to become a notary,03/23/2021 09:00:00 AM,03/23/2021 12:00:00 PM,,"Brush up your notary knowledge and get the answers to your questions by attending a webinar for current and future notaries public. This webinar is a comprehensive and thorough examination of notary basics: purpose, responsibilities and liabilities of a notary; how to notarize; notary certificates and the notary journal. ",Monique Bourque,,Notary seminar schedule (https://notsem.sos.state.or.us/),,
Secretary of State,Advanced  Notary Webinar,Free advanced training for current notaries ONLY,01/12/2021 09:00:00 AM,01/12/2021 12:00:00 PM,,"Advanced notary public webinars are appropriate for those who are experienced, commissioned notaries. They do not meet the training qualifications for a notary application and will not help you to pass the exam. These advanced classes discuss employee notary issues, notario and elder abuse fraud, difficult certificates, and journaling witnesses, iPEN and RON notarizations among other topics.",Monique Bourque,,Notary seminar schedule (https://notsem.sos.state.or.us/),,
Secretary of State,Advanced  Notary Webinar,Free advanced training for current notaries ONLY,02/01/2021 09:00:00 AM,02/01/2021 12:00:00 PM,,"Advanced notary public webinars are appropriate for those who are experienced, commissioned notaries. They do not meet the training qualifications for a notary application and will not help you to pass the exam. These advanced classes discuss employee notary issues, notario and elder abuse fraud, difficult certificates, and journaling witnesses, iPEN and RON notarizations among other topics.",Monique Bourque,,Notary seminar schedule (https://notsem.sos.state.or.us/),,
Secretary of State,Advanced  Notary Webinar,Free advanced training for current notaries ONLY,02/24/2021 09:00:00 AM,02/24/2021 12:00:00 PM,,"Advanced notary public webinars are appropriate for those who are experienced, commissioned notaries. They do not meet the training qualifications for a notary application and will not help you to pass the exam. These advanced classes discuss employee notary issues, notario and elder abuse fraud, difficult certificates, and journaling witnesses, iPEN and RON notarizations among other topics.",Monique Bourque,,Notary seminar schedule (https://notsem.sos.state.or.us/),,
Secretary of State,Advanced  Notary Webinar,Free advanced training for current notaries ONLY,03/15/2021 09:00:00 AM,03/15/2021 12:00:00 PM,,"Advanced notary public webinars are appropriate for those who are experienced, commissioned notaries. They do not meet the training qualifications for a notary application and will not help you to pass the exam. These advanced classes discuss employee notary issues, notario and elder abuse fraud, difficult certificates, and journaling witnesses, iPEN and RON notarizations among other topics.",Monique Bourque,,Notary seminar schedule (https://notsem.sos.state.or.us/),,
USDA Rural Development ,Webinar: How to Apply to the Value Added Producer Grant Program,"The U.S. Department of Agriculture (USDA) Rural Development invites you to participate in a free webinar on the application process for the Value Added Producer Grant (VAPG) Program. Rural Development is currently accepting applications for this program, which provides grants to develop new products from raw agricultural products or to expand marketing opportunities for value-added products. Farmers, ranchers, and owners of producer-based rural small businesses in Oregon that plan to apply for the VAPG Program this year are encouraged to attend the webinar to learn more about the application process",03/31/2022 03:00:00 PM,03/31/2022 04:00:00 PM,Oregon,Cost: No Fee,Erika Moellmer,(503) 414-3333,Register Online (https://register.gotowebinar.com/register/6743351414362308111),,
Redmond Chamber of Commerce,Central Oregon Business Expo,"Are you looking for the newest products and services from local, Central Oregon companies? How about looking for practical advice on how to successfully grow your business and navigate an ever-changing economy? Are you looking for a way to network better with other business owners in your area? If the answer is YES to any of these questions, then you will want to make sure to attend the Annual Central Oregon Business Expo and Job Fair.",04/20/2022 01:00:00 PM,04/20/2022 05:30:00 PM,PDT,Cost: FREE,,,More Info Here (https://www.visitredmondoregon.com/event/central-oregon-business-expo/#!event-register/2022/4/20/c-o-business-expo-job-fair),,
Salem Capitol Connections,Salem Capitol Connections,Salem Capitol Connections provides Oregon entrepreneurs with opportunities to connect with public and private entities that lead to sustainable business relationships and opportunities.,04/26/2022 07:30:00 AM,04/26/2022 09:00:00 AM,,,,,Register Here (https://salemcapitolconnections.org/),,
US Small Business Administration,National Small Business Week,"SBA's Portland District Office has brought in local experts to present on various business topics with the goal of helping to support small businesses as they start, grow, expand, and recover.  During this five-day event, May 2nd to 6th, we will have a 1.5-hour presentation each day from 2:00 pm to 3:30 pm (PDT) ",05/01/2022 12:00:00 AM,05/07/2022 11:59:00 PM,,Cost: FREE (Virtual),,,Register and Get Details Here (https://content.govdelivery.com/accounts/USSBA/bulletins/310f794),,
Oregon Association of Minority Entrepreneurs,OAME Coffee and Issues,"Connect with businesses, partners and resources at the monthly networking meeting of the Oregon Association of Minority Entrepreneurs",05/27/2022 07:30:00 AM,05/27/2022 09:00:00 AM,,Cost: FREE (In Person),,,More Info Here (https://oame.org/),,
Oregon Association of Minority Entrepreneurs,OAME Contractors and AEPT Meeting,"Contractors, Architects, Engineers and Professional/Technical businesses meet each month at this free networking event",05/13/2022 07:30:00 AM,05/13/2022 09:00:00 AM,,Cost: FREE (In Person),,,More Info Here (https://oame.org/),,
Salem Capitol Connections,Salem Capitol Connections,Salem Capitol Connections provides Oregon entrepreneurs with opportunities to connect with public and private entities that lead to sustainable business relationships and opportunities.,05/31/2022 07:30:00 AM,05/31/2022 09:00:00 AM,,Cost: FREE (In Person),,,Register Here (https://salemcapitolconnections.org/),,
