"year","quarter","locationabbr","locationdesc","topicdesc","policytopic","datasource","setting","title","status","citation","statusaltvalue","datatype","comments","enacteddate","effectivedate","geolocation","displayorder","policytypeid","healthtopicid","policytopicid","settingid","provisionid"
"2010","1","HI","Hawaii","Obesity","Food Restrictions","DNPAO","Restaurant/Retail","Aliomanu Road Reconstruction","Dead","S2060","3","Text","(Abstract - Authorizes the issuance of General Obligation bonds for the County of Kauai. ), (BillHistory - 01/20/2010 - INTRODUCED.;01/20/2010 - To SENATE Committee on WAYS AND MEANS.)",,,"(21.304850435, -157.857749403)","35","LEG","002OB","020FOR","006RES","2570"
"2009","1","TX","Texas","Physical Activity","Bicycling","DNPAO","School/After School","Specialty License Plates","Dead","H1834","3","Text","(Abstract - Relates to specialty license plates supporting the Safe Routes to School Program.), (BillHistory - 02/25/2009 - INTRODUCED.;03/04/2009 - To HOUSE Committee on TRANSPORTATION.)",,,"(31.827240407, -99.426770206)","50","LEG","003PA","005BIK","004SAS","2034"
"2009","1","MT","Montana","Nutrition","Farm Direct Foods","DNPAO","Community","Farmers Market Laws","Dead","D1501","3","Text","(Abstract - Revises farmer's market laws.), (BillHistory - 12/04/2008 - Draft request received.;12/11/2008 - Draft on Hold.)",,,"(47.066528972, -109.424420645)","8","LEG","001NUT","015FDF","002COM","926"
"2009","1","MA","Massachusetts","Obesity","Health Insurance Coverage","DNPAO","School/After School","State Funded School Buildings","Dead","SD379","3","Text","(Abstract - Relates to public access to state funded school buildings.), (BillHistory - 01/07/2009 - FILED.;01/19/2009 - Assigned SENATE Bill No. 252.)",,,"(42.27687047, -72.082690675)","37","LEG","002OB","028HIC","004SAS","1882"
"2011","1","FL","Florida","Nutrition","Media Campaigns","DNPAO","Community","Chronic Diseases<br>","Dead","S526","3","Text","(Abstract - ""Creates the chronic disease prevention and health promotion program and the state-level program for chronic disease prevention. Requires the Department of Health (“Department”) support the creation of public health programs at the state and community levels in order to reduce the incidence of mortality and morbidity from chronic diseases for which risk factors, including being overweight or obese, physical inactivity, and poor diet and nutrition habits, among other things, can be identified. Requires the Department promote programs for people at every stage of their lives to increase physical fitness and encourage healthy behavior changes by: (1) working with school health advisory committees in each school district to encourage the physical activity of students, staff, and teachers; (2) developing public and private partnerships that allow the public to easily access recreational facilities and public land areas that are suitable for physical activity; (3) collaborating with the Department of education in recognizing nationally accepted best practices for improving physical education in schools. Requires the Department promote healthy lifestyles to reduce the rate of obesity and encourage weight control and weight reduction through programs that are directed towards all residents of this state by: (1) using all appropriate media to promote maximum public awareness of the latest research on healthy lifestyles and chronic diseases and disseminating relevant information relating to wellness, physical activity, and nutrition;(2) providing technical assistance, training, and resources on healthy lifestyles and chronic diseases to people or entities that request such assistance; (3) developing, implementing, and using all available research methods to collect data, including, but not limited to, population-specific data, and tracking the incidence and effects of weight gain, obesity, and related chronic diseases; (4) entering into partnerships with the department of education, local communities, school districts, and other entities to encourage schools in the state to promote activities during and after school to help students meet a minimum goal of 30 minutes of physical fitness activities per day; and (5) collaborating with other state agencies to develop policies and strategies for preventing and treating obesity, which must be incorporated into programs administered by each agency and must include promoting healthy lifestyles among the employees of each agency. Requires the Department promote regular health visits during a person's lifetime, including annual physical examinations that include measuring body mass index and vital signs, among other things.  Allows  each state agency to conduct employee wellness programs in buildings and on lands owned or leased by the state. Requires the Department to serve as a model for the development and implementation of employee wellness programs that may include physical fitness, healthy nutrition, self-management of disease, wellness and fitness education, and behavioral change elements. ""), (BillHistory - 10/12/2011PREFILED; 11/02/2011To SENATE Committee on HEALTH REGULATION; 11/02/2011Referred to SENATE Committee on BUDGET; 01/10/2012INTRODUCED; 01/10/2012; To SENATE Committee on HEALTH REGULATION; 01/10/2012Referred to SENATE Committee on BUDGET; 03/09/2012In SENATE. Died in committee.)","2012-01-01T00:00:00.000",,"(28.932040377, -81.928960539)","19","LEG","001NUT","031MDC","002COM","5615"
"2009","1","KS","Kansas","Obesity","Appropriations","DNPAO","Community","Blind Persons","Dead","S295","3","Text","(Abstract - Concerns blind and visually impaired persons, establishes the motor vehicle and safe mobility committee, powers and duties thereof.), (BillHistory - 03/02/2009 - INTRODUCED.;03/03/2009 - To SENATE Committee on TRANSPORTATION.)",,,"(38.3477403, -98.200781227)","28","LEG","002OB","002APP","002COM","2170"
"2004","1","LA","Louisiana","Nutrition","Fruits and Vegetables","DNPAO","Community","Senate Resolution","Enacted","SR66","1","Text","(Abstract - Urges citizens to buy fresh locally grown produce.), (BillHistory - Bill History Unavailable)","2004-01-01T00:00:00.000",,"(31.312660644, -92.445680071)","15","LEG","001NUT","025FAV","002COM","5696"
"2011","1","NY","New York","Nutrition","Point of Purchase Promotion","DNPAO","Restaurant/Retail","Nutritional Information in Food Establishments","Dead","S1131","3","Text","(Abstract - Requires certain food establishments to provide nutritional information to its customers. Applies to restaurants with 9 or more locations.  ), (BillHistory - 01/05/2011 - INTRODUCED.;01/05/2011 - To SENATE Committee on HEALTH.)",,,"(42.827001032, -75.543970427)","20","LEG","001NUT","037POP","006RES","4370"
"2010","1","VT","Vermont","Nutrition","Appropriations","DNPAO","Restaurant/Retail","Soft Drinks","Dead","H660","3","Text","(Abstract - Proposes to impose the sales tax on soft drinks. ), (BillHistory - 01/28/2010 - INTRODUCED.;01/29/2010 - To HOUSE Committee on WAYS AND MEANS.)",,,"(43.625381239, -72.517640791)","2","LEG","001NUT","002APP","006RES","1264"
"2009","1","HI","Hawaii","Nutrition","Appropriations","DNPAO","Community","General Excise Tax Exemption and Food","Dead","S355","3","Text","(Abstract - Provides a general excise tax exemption for food.), (BillHistory - 01/23/2009 - INTRODUCED.;01/28/2009 - To SENATE Committee on WAYS AND MEANS.)",,,"(21.304850435, -157.857749403)","2","LEG","001NUT","002APP","002COM","729"
"2009","1","MA","Massachusetts","Physical Activity","School Siting","DNPAO","School/After School","Transportation System Modernization","Dead","H4051","3","Text","(Abstract - Contains the amended text of Senate bill 2024 which relates to modernizing the transportation system of the Commonwealth.), (BillHistory - 04/07/2009 - INTRODUCED.;04/07/2009 - New Text of  S 2024.)",,,"(42.27687047, -72.082690675)","65","LEG","003PA","042SIT","004SAS","242"
"2011","1","MA","Massachusetts","Obesity","Appropriations","DNPAO","Community","Cranberry Nutrient Management Study Commission","Dead","HD64","3","Text","(Abstract - Relates to create Cranberry Nutrient Management Study Commission.   ), (BillHistory - 01/06/2011 - FILED.;01/06/2011 - Assigned HOUSE Bill No. 264)",,,"(42.27687047, -72.082690675)","28","LEG","002OB","002APP","002COM","4061"
"2010","1","NY","New York","Obesity","Menu Labeling","DNPAO","Community","Downstate Revitalization Fund Program","Enacted","R21505","1","Text","(Abstract - The Downstate Revitalization Fund Program. Provide the basis for administration of The Downstate Revitalization  Fund including evaluation criteria and application process. ), (BillHistory - )","2010-01-01T00:00:00.000",,"(42.827001032, -75.543970427)","41","REG","002OB","032MNL","002COM","3413"
"2009","1","MN","Minnesota","Obesity","Appropriations","DNPAO","Community","Capital Improvements","Dead","H967","3","Text","(Abstract - Relates to capital improvements, authorizes the sale and issuance of state bonds, appropriates money to construct a trail in Ramsey County.), (BillHistory - 02/19/2009 - INTRODUCED.;02/19/2009 - To HOUSE Committee on FINANCE.)",,,"(46.355648736, -94.794200503)","28","LEG","002OB","002APP","002COM","1769"
"2009","1","UT","Utah","Obesity","Food Restrictions","DNPAO","Community","Food Establishment Registration","Enacted","R33072","1","Text","(Abstract - Establishes rules providing for the registration of food establishments to protect public health and ensure a safe food supply.), (BillHistory - )","2009-01-01T00:00:00.000",,"(39.360700171, -111.587130635)","35","REG","002OB","020FOR","002COM","2367"
"2009","1","OR","Oregon","Nutrition","Medical Care","DNPAO","Community","Use of State Highway Fund Moneys","Dead","H2971","3","Text","(Abstract - Increases allocation of State Highway Fund moneys for footpaths and bicycle trails.), (BillHistory - 03/05/2009 - INTRODUCED.;03/10/2009 - To HOUSE Committee on TRANSPORTATION.)",,,"(44.567449424, -120.155031326)","16","LEG","001NUT","026MEC","002COM","2135"
"2009","1","MA","Massachusetts","Nutrition","School Nutrition","DNPAO","Community","Student Nutrition and Wellness","Dead","HD1736","3","Text","(Abstract - Relates to student nutrition and wellness. ), (BillHistory - 01/07/2009 - FILED.;01/19/2009 - Assigned HOUSE Bill No. 446.)",,,"(42.27687047, -72.082690675)","21","LEG","001NUT","043SNU","002COM","2689"
"2009","1","TN","Tennessee","Nutrition","Appropriations","DNPAO","Community","Taxes","Dead","H3596","3","Text","(Abstract - Enacts the Tax Cut and Job Creation Act. ), (BillHistory - 01/28/2010 - INTRODUCED.;02/03/2010 - To HOUSE Committee on GOVERNMENT OPERATIONS.)",,,"(35.68094058, -85.774490914)","2","LEG","001NUT","002APP","002COM","3173"
"2010","1","TX","Texas","Obesity","Appropriations","DNPAO","Early Care and Education","Outdoor Space Requirements","Enacted","R18105","1","Text","(Abstract - Establishes new rules concerning outdoor space requirements. ), (BillHistory - )","2010-01-01T00:00:00.000",,"(31.827240407, -99.426770206)","28","REG","002OB","002APP","001ECE","3450"
"2001","1","PA","Pennsylvania","Physical Activity","Bicycling","DNPAO","Community","House Resolution","Enacted","HR203","1","Text","(Abstract - Designates May 2001 as Bike Month in the state to encourage participation in bicycling.), (BillHistory - 05/01/2001 INTRODUCED; 05/07/2001 Passed HOUSE)","2001-01-01T00:00:00.000",,"(40.793730152, -77.860700294)","50","LEG","003PA","005BIK","002COM","5836"
"2009","1","MN","Minnesota","Nutrition","Medical Care","DNPAO","Community","Transportation","Dead","S807","3","Text","(Abstract - Relates to transportation, modifies transportation goals, provides for reduction of vehicle miles traveled and greenhouse gas emissions.), (BillHistory - 02/19/2009 - INTRODUCED.;02/19/2009 - To SENATE Committee on TRANSPORTATION.;04/14/2009 - From SENATE Committee on TRANSPORTATION:  Do pass as amended.)",,,"(46.355648736, -94.794200503)","16","LEG","001NUT","026MEC","002COM","1975"
"2009","1","MN","Minnesota","Obesity","Appropriations","DNPAO","Community","Red Rock Corridor Transit Way","Dead","H48","3","Text","(Abstract - Relates to capital improvements, authorizes the issuance of state bonds, appropriates money for the Red Rock Corridor Transit Way. ), (BillHistory - 01/12/2009 - INTRODUCED.;01/12/2009 - To HOUSE Committee on FINANCE.)",,,"(46.355648736, -94.794200503)","28","LEG","002OB","002APP","002COM","2810"
"2011","1","TX","Texas","Nutrition","Access to Healthy Foods","DNPAO","School/After School","Food Marketing","Dead","H3679","3","Text","(Abstract - Relates to a prohibition on the marketing of foods of minimal nutritional value on public school campuses.   ), (BillHistory - 03/11/2011 - INTRODUCED.;03/23/2011 - To HOUSE Committee on PUBLIC HEALTH.)",,,"(31.827240407, -99.426770206)","1","LEG","001NUT","001AHF","004SAS","4634"
"2009","1","MO","Missouri","Nutrition","Task Forces/Councils","DNPAO","Community","Commission on Prevention and Management of Obesity","Dead","H1162","3","Text","(Abstract - Establishes the Missouri Commission on Prevention and Management of Obesity.), (BillHistory - 04/01/2009 - INTRODUCED.;05/15/2009 - To HOUSE Committee on HEALTH CARE POLICY.)",,,"(38.635790776, -92.566300053)","23","LEG","001NUT","047TFC","002COM","1987"
