"accession_number","artist_ful","last_name","first_name","title","series","actual_address","location","location_type_main","location_type","additional_location_info","latitude","longitude","the_geom","google_map","art_year","major_conservation","featured","display_term","detailed_m","website_category","object_type","dimensions","interior_exterior","permission_required","permission_type","neighborhood","tags_keywords_main","tag_keywords","tour_card","conservation_status","temporary_permanent","photo_website_url","short_desc"
"CAC83.05a-b","Arnold Hurley","Hurley","Arnold","Project Adventure",,"225 Windsor Street","Fletcher-Maynard Academy","School","School; Public Building","2nd floor hallway","42.36652536","-71.09577289","POINT (-71.09577289027628 42.36652535963196)","https://www.google.com/maps/search/?api=1&query=42.36652536,-71.09577289","1983","0","no",,"Acrylic on Masonite","Mural","Painted Mural","48"""" x 96"""" (each)","Interior","yes","Call Public Art Administrator, 617-349-4388","The Port","play","people; color; play",,,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Hurley_CAC8305ab_ProjectAdventure_PerspectivePhoto.JPG",
"CAC.06.06b","Robert Schelling","Schelling","Robert","(Medallion - triangle with diamonds)","Gore Field",,"Gold Star Mothers Park","Park","Park; Playground","Mounted on brick pillars at park entrances, Gore Street and 5th Street","42.37228735","-71.08337673","POINT (-71.08337673022042 42.372287349946824)","https://www.google.com/maps/search/?api=1&query=42.37228735,-71.08337673","2006","0","no",,"Silicon bronze","Sculpture","Bronze Relief","16""""(h)x 16""""(w) x 2""""(d)","Exterior","no",,"East Cambridge","abstract","abstract; shape; entryway; play; spirit; fun","This Way to Play",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Schilling_CAC0606b_GoreField.JPG",
"CAC.88.01","George Greenamyer","Greenamyer","George","East Cambridge - 1852",,,"East Cambridge Parking Facility","Public Building","Public Building","Intersection at Second Street and Spring Street; Tall portal over parking garage entrance on 2nd Street","42.36891254","-71.07891764","POINT (-71.07891763990648 42.36891254026958)","https://www.google.com/maps/search/?api=1&query=42.36891254,-71.07891764","1988","0","no",,"Painted Steel","Sculpture","Metal","288”(h) x 288”(w) x 60”(d)","Exterior","no",,"East Cambridge","history","neighborhood; family; history; city; tiny; treasure; look close","Look Close! Find a Tiny Treasure",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Greenamyer_EastCambridge1852_02.JPG",
"CAC.01.07","Gail Boyajian","Boyajian","Gail","Otter Fence",,,"Larch Road Park","Playground","Playground; Park","Larch Road, off of Huron Ave or Fresh Pond Parkway","42.37916705","-71.14296806","POINT (-71.14296806057678 42.379167050019824)","https://www.google.com/maps/search/?api=1&query=42.37916705,-71.14296806","2001","0","no",,"Painted steel","Sculpture","Metal Fence","48”(h) x 1044” (running fence)","Exterior","no",,"West Cambridge","animal","animal; fence; creature; otter; critter","Inspect a Cantabridgian Creature",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_01_07_Boyajian.JPG",
"CAC.04.01h","Michael Glier","Glier","Michael","Congregation/Pedestrians","Town Green","344 Broadway","City Hall Annex","Public Building","Public Building","2nd floor, west wall, atrium","42.37007904","-71.10338243","POINT (-71.10338242957394 42.370079040224795)","https://www.google.com/maps/search/?api=1&query=42.37007904,-71.10338243","2004","2017","no",,"Acrylic and charcoal on sheetrock","Mural","Painted Mural","129.5""""(h) x 688.5""""(w)","Interior","no",,"Mid-Cambridge","community","about Cambridge; city; drawing, community; civic; government; democracy","Sense of City",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Glier_08a_TownGreen_congregation.jpg",
"CAC.86.04","James Tyler","Tyler","James","Tower of East Cambridge Faces",,,"Canal Park","Park","Park","Between Cambridge Street, First Street and the Galleria Mall; at the east corner of the Interleaf Building","42.36860328","-71.07479662","POINT (-71.0747966205242 42.36860327964758)","https://www.google.com/maps/search/?api=1&query=42.36860328,-71.07479662","1986","0","no",,"Bronze, and cast stone base","Sculpture","Bronze","504”(h) x 30""""(w) x 30""""(d)","Exterior","no",,"East Cambridge","community","history; neighborhood; community",,,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Tyler_CAC86_04.jpg",
"CAC.10.01.3","Mike Mandel","Mandel","Mike","Geneva Malenfent","Sidewalk Histories","301 Brookline Street","Brookline Street (119-222 )","Pathway","Pathway","In sidewalk","42.35674987","-71.1087658","POINT (-71.10876580029183 42.35674987033177)","https://www.google.com/maps/search/?api=1&query=42.35674987,-71.1087658","2010","0","no",,"Ceramic tiles","Mosaic","Tile Mosaic","41.25""""(h) x 30""""(w)","Exterior","no",,"Cambridgeport","history","history; neighborhood; community","Time Out for History",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_10_01_3_Mandel.jpg",
"CAC.97.02.22","David Phillips","Phillips","David","(Snail)","Spiral",,"Quincy Square","Public Square","Public Square","Bronze snails are fence post tops, located at various points on the spiral iron fence that surrounds park and the island traffic median across the intersection","42.37240972","-71.11572921","POINT (-71.11572920955885 42.372409720260904)","https://www.google.com/maps/search/?api=1&query=42.37240972,-71.11572921","1997","0","no",,"Cast bronze","Sculpture","Bronze","5”-6.5”(h) x 3”-5”(w) x 3”-5.5”(d)","Exterior","no",,"Mid-Cambridge","insect","snail; nature; insect",,,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Phillips_CAC970222_Spiral.jpg",
"CAC.13.02b-h","Mel Zeigler","Zeigler","Mel",,"Taking Note","459 Broadway","Cambridge Rindge and Latin School","School","School; Public Building",,"42.37433328","-71.11155788","POINT (-71.1115578803215 42.37433327968715)","https://www.google.com/maps/search/?api=1&query=42.37433328,-71.11155788","2013","0","no",,"Painted aluminum","Sculpture","Metal Wall Sculpture",,"Interior","yes","Call Public Art Administrator, 617-349-4388","Mid-Cambridge","education","drawing; metal; education",,,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Ziegler_CAC1302c_SalsaSidestep.JPG",
"CAC.06.03c","Randal Thurston","Thurston","Randal","(Tiled walls)","Yerxa Road Underpass",,"Yerxa Road Underpass","Pathway","Pathway","Under Fitchburg commuter rail line","42.39008611","-71.12925769","POINT (-71.1292576905138 42.390086109933215)","https://www.google.com/maps/search/?api=1&query=42.39008611,-71.12925769","2006","0","no",,"Painted and sandblasted ceramic tiles","Landscape","Tiled Wall","75""""(h) x 630""""(w)","Exterior","no",,"North Cambridge","insect","insect; butterfly; wings; soar; fly; flight","Take Flight",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_06_03c_Thurston.JPG",
"CAC.80.08a","David Phillips","Phillips","David","(Stone and bronze)","Stone Work",,"Riverside Press Park","Park","Park; Playground","Intersection of River Street and Memorial Drive","42.36230087","-71.1152716","POINT (-71.11527160046852 42.362300869688966)","https://www.google.com/maps/search/?api=1&query=42.36230087,-71.1152716","1980","0","no",,"Silicon bronze and granite","Sculpture","Sculpture","26”(h) x 75”(w) x 45”(d)","Exterior","no",,"Riverside","nature","stone; nature; outdoors; land; flora; fauna","Next Stop Nature",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Phillips_CAC8008a__StoneWork.JPG",
"CAC.17.02","Bland Hoke","Hoke","Bland",,"Artesian Well – A Portal to Sacramento Park’s Past","21 Sacramento Street","Sacramento Field","Pathway","Pathway","Along road leading to Sacramento Field","42.38289162","-71.11833867","POINT (-71.11833866993278 42.38289162014398)","https://www.google.com/maps/search/?api=1&query=42.38289162,-71.11833867","2017","0","no",,"Stainless steel and blue polycarbonate","Sculpture","Bench",,"Exterior","no",,"Agassiz","bench","bench; blue; abstract; steel",,,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Hoke_CAC17021_ArtesianWell.jpg",
"CAC.80.07","Juliet Kepes","Kepes","Juliet","(Birds)","Untitled","99 Clarendon Avenue","Clarendon Avenue Playground","Park","Park; Playground","Mounted to low stone wall; Intersection at Massachusetts Avenue and Clarendon Avenue","42.39973069","-71.1326912","POINT (-71.13269119948133 42.399730690182594)","https://www.google.com/maps/search/?api=1&query=42.39973069,-71.1326912","1980","2020","yes",,"Bronze","Sculpture","Bronze relief",,"Exterior","no",,"North Cambridge","animal","bird; animal; wings; soar; fly; flight","Take Flight",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Kepes_CAC8007_PerspectivePhoto.JPG",
"CAC.81.12c","Robin Shores","Shores","Robin","(Bollard with arms crossed)","Untitled","359 Broadway","King Open School (until 2020), the Ola Portuguese Dual Language Immersion Program","School","School; Public Building; Pathway","On sidewalk in front of school","42.37061186","-71.10402458","POINT (-71.1040245799057 42.37061186036961)","https://www.google.com/maps/search/?api=1&query=42.37061186,-71.10402458","1981","0","no",,"Concrete","Sculpture","Sculpted Concrete Bollard","33""""(h) x 18""""(dia.) (each)","Exterior","no",,"Mid-Cambridge","children","body language; children",,,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Shores_CAC8112c.JPG",
"CAC.87.06j","David Phillips","Phillips","David","(Small frog water fountain)","Levitated Stone",,"Dana Park","Park","Park; Playground","Intersection at Corporal McTernan Street and Magazine street, outside of playground","42.36113943","-71.10764503","POINT (-71.10764502991537 42.361139430426995)","https://www.google.com/maps/search/?api=1&query=42.36113943,-71.10764503","1987","0","no",,"Silicon bronze","Sculpture","Bronze Relief","10.5""""(dia.) (each)","Exterior","no",,"Cambridgeport","animal","frog; animal; fountain; outdoors; land; flora; fauna; nature","Next Stop Nature",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Phillips_LevitatedStones_13.JPG",
"CAC.97.02.24","David Phillips","Phillips","David","(Wrought iron fence)","Spiral",,"Quincy Square","Public Square","Public Square","fence surrounds park and the island traffic median across the intersection","42.37223576","-71.11518019","POINT (-71.115180190256 42.37223576033792)","https://www.google.com/maps/search/?api=1&query=42.37223576,-71.11518019","1997","0","no",,"Painted wrought iron","Sculpture","Metal Fence","15”-41”(h); 1130” x 944’ (overall area)","Exterior","no",,"Mid-Cambridge","nature","snail; nature; insect",,,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Phillips_CAC970224_Spiral.jpg",
"CAC.87.06c-e","David Phillips","Phillips","David","(3 small frogs)","Levitated Stone",,"Dana Park","Park","Park; Playground","Intersection at Lawrence Street and Magazine street","42.36119752","-71.10773728","POINT (-71.10773728029842 42.361197520151855)","https://www.google.com/maps/search/?api=1&query=42.36119752,-71.10773728","1987","0","no",,"Silicon bronze","Sculpture","Sculpture","1.25""""(h) x 2.25""""(w) x 2.25""""(d) (each)","Exterior","no",,"Cambridgeport","animal","frog; animal; outdoors; land; flora; fauna; nature",,,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Phillips_LevitatedStones_10.JPG",
"CAC.1979.05k","Lilli Ann Rosenberg","Rosenberg","Lilli Ann","(Rectangular group of animals)","Untitled","673 Cambridge Street","Millers River Apartments","Non-city building","Non-city building","On building facade","42.37211677","-71.08728471","POINT (-71.0872847094675 42.37211676999108)","https://www.google.com/maps/search/?api=1&query=42.37211677,-71.08728471","1979","0","no",,"Ceramic tiles, glazed","Mosaic","Mosaic mural; Sculpture","12”(h) x 18”(w)","Exterior","no",,"East Cambridge","community","neighborhood; family; community; city; tree; nature; bird; animal; fish; sports; truck",,,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC7905k_RectangularGroupofAnimals02_Rosenberg_MillersRiver_2019.JPG",
"CAC.05.02d","Jay Coogan","Coogan","Jay","(Sleeping white cat)","Untitled (Dogs and Cats)","61 Willow Street","Donnelly Field","Playground","Park; Playground","Outside of Frisoli Youth Center","42.37130065","-71.0920829","POINT (-71.09208290008027 42.37130064965062)","https://www.google.com/maps/search/?api=1&query=42.37130065,-71.0920829","2005","0","no",,"Painted aluminum","Sculpture","Metal","(d) 14.5""""""""(h) x 40.5""""(w) x 10""""(d)","Exterior","no",,"Wellington-Harrington","animal","cats; dogs; animal; critter; creature","Inspect a Cantabridgian Creature","hide","Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Coogan_CAC_05_02d_Untitled.JPG",
"CAC.11.01","Konstantin Simun","Simun","Konstantin","Fokin Memorial",,"1 Brattle Street","Brattle Square","Public Square","Public Square","Bollard on plaza corner","42.37324135","-71.12091954","POINT (-71.12091954008255 42.373241350046534)","https://www.google.com/maps/search/?api=1&query=42.37324135,-71.12091954","2001","0","no",,"Bronze, granite, gold leaf on concrete bollard","Sculpture","Gilded Bronze","44.5""""(h) x 16""""(dia)","Exterior","no",,"West Cambridge","community","play; memorial; gold; community; treasure; tiny; look close","Look Close! Find a Tiny Treasure",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_01_05_Simun.JPG",
"CAC.84.05","David Fichter","Fichter","David","Education is Liberation: Rosa Park",,"15 Upton Street","Amigos School","School","School; Public Building","1st floor, hallway","42.3629234","-71.1086647","POINT (-71.10838642547503 42.36292543729273)","https://www.google.com/maps/search/?api=1&query=42.38312139,-71.12409312","1985","0","no",,"Acrylic on brick","Mural","Painted Mural","360”(h) x 900”(w)","Interior","yes","Call Public Art Administrator, 617-349-4388","Neighborhood Nine","history","people; education; political; history",,,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Fitcher_EducationIsLiberation_05.JPG",
"CAC.15.01a","Adam Simha","Simha","Adam",,"A Public Display of Intervention",,"Charles O. Dance Jr. Square","Public Square","Public Square","Intersection at Bishop Allen Drive and Main Street","42.36349796","-71.09826759","POINT (-71.0982675898374 42.36349795959671)","https://www.google.com/maps/search/?api=1&query=42.36349796,-71.09826759","2015","0","no",,"Painted steel, mounted on cement bench","Landscape","Bench","35.5”(h) x 274.25”(w) x 161”(d)","Exterior","no",,"The Port","bench","bench; abstract; respite; seat; sit",,,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_15_01a_Simha.jpg",
"CAC.92.03.29","Nancy Webb","Webb","Nancy","(Honeybee and Coreopsis)","Untitled",,"Charles Park","Park","Park; Pathway","Intersection at Edwin H. Land Blvd. and Charles Street","42.36653122","-71.07648848","POINT (-71.07648847948242 42.36653121958154)","https://www.google.com/maps/search/?api=1&query=42.36653122,-71.07648848","1992","0","no",,"Bronze","Sculpture","Bronze","Various sizes ranging from : 16”(h) x 25.5”(w) x 6”(d) and up to 15”(dia.)","Exterior","no",,"East Cambridge","nature","insect; bee; plant; flower; nature; tiny; treasure; look close","Look Close! Find a Tiny Treasure",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_92_03_29_Webb.jpg",
"CAC.99.10c","Mierle Ukeles","Ukeles","Mierle","(Galaxy Dance Floor)","Turnaround/Surround",,"Danehy Park","Park","Park; Playground","Top of hill","42.38899209","-71.13541209","POINT (-71.13541208987971 42.3889920895577)","https://www.google.com/maps/search/?api=1&query=42.38899209,-71.13541209","2001","0","no",,"Recycled rubber","Landscape","Ground Design","288”(dia.)","Exterior","no",,"Neighborhood Nine","land design","play; space; land design; biking; bike path","Push Those Pedals",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_99_10_3_Ukeles.jpg",
