"account_name","nsbi_sector","deal_type","nsbi_financial_contribution","place_name","nsbi_county","postalcode","fiscal_year","longitude","latitude","geocoded_column"
"GeoSpectrum Technologies Incorporated","Oceans Technology","Trade Mission (Incoming)","0","Dartmouth","Halifax Regional Municipality","B3B1J4","2018 - 2019","-63.611144","44.704132","POINT (-63.61114400000001 44.704132)"
"Benjamin Bridge Vineyards","Agri-food","Trade Mission (Incoming)","0","Wolfville","Kings","B4P2R1","2018 - 2019","-64.403589","45.013938","POINT (-64.403589 45.013938)"
"Blomidon Estate Winery","Agri-food","Trade Mission (Incoming)","0","Canning","Kings","B0P1H0","2018 - 2019","-64.165254","45.026806","POINT (-64.165254 45.026806)"
"Devonian Coast Wineries Ltd  (DCW)","Agri-food","Trade Mission (Incoming)","0","Malagash","Cumberland","B0K1E0","2018 - 2019","-63.453043","45.794472","POINT (-63.45304300000001 45.794472)"
"Domaine de Grand Pre","Agri-food","Trade Mission (Incoming)","0","Grand Pre","Kings","B0P1M0","2018 - 2019","-64.285653","45.095031","POINT (-64.285653 45.095031)"
"L'Acadie Vineyards","Agri-food","Trade Mission (Incoming)","0","Wolfville","Kings","B4P2R1","2018 - 2019","-64.403589","45.013938","POINT (-64.403589 45.013938)"
"Mother Hubbard's Kitchens","Advanced Manufacturing","Trade Mission (Outgoing)","0","Dartmouth","Halifax Regional Municipality","B3B1T5","2018 - 2019","-63.581229","44.699529","POINT (-63.581229 44.699529)"
"AC Live Lobster Inc","Fish & Seafood Processing","Trade Mission (Outgoing)","0","Clarks Harbour","Shelburne","B0W1P0","2018 - 2019","-65.650454","43.462969","POINT (-65.650454 43.462969)"
"AC Live Lobster Inc","Fish & Seafood Processing","Trade Mission (Outgoing)","0","Clarks Harbour","Shelburne","B0W1P0","2018 - 2019","-65.650454","43.462969","POINT (-65.650454 43.462969)"
"Bluenose Frozen Seafood Incorporated","Fish & Seafood Processing","Trade Mission (Outgoing)","0","Prospect Bay","Halifax Regional Municipality","B3V1L5","2018 - 2019","-63.598276","44.482335","POINT (-63.598276000000006 44.482335000000006)"
"Captain Little Seafood Ltd.","Fish & Seafood Processing","Trade Mission (Outgoing)","0","Port Mouton","Queens","B0T1T0","2018 - 2019","-65.313433","43.775345","POINT (-65.313433 43.775345)"
"Captain Little Seafood Ltd.","Fish & Seafood Processing","Trade Mission (Outgoing)","0","Port Mouton","Queens","B0T1T0","2018 - 2019","-65.313433","43.775345","POINT (-65.313433 43.775345)"
"Acoubit Communications","Oceans Technology","Trade Mission (Outgoing)","0","Dartmouth","Halifax Regional Municipality","B2Y2W1","2018 - 2019","-63.56358","44.667535","POINT (-63.56358 44.667535)"
"Marimetrics Technologies","Oceans Technology","Trade Mission (Outgoing)","0","Dartmouth","Halifax Regional Municipality","B2Y4A5","2018 - 2019","-63.556376","44.663211","POINT (-63.556376 44.663211)"
"Ocean Data Science","Transportation & Logistics","Trade Mission (Outgoing)","0","Halifax","Halifax Regional Municipality","B3H1W5","2018 - 2019","-63.586966","44.637694","POINT (-63.586966000000004 44.63769400000001)"
"Prosaris Solutions Ltd.","ICT (includes Digital Media)","Trade Mission (Outgoing)","0","Hammonds Plains","Halifax Regional Municipality","B4B1P4","2018 - 2019","-63.756573","44.731435","POINT (-63.756573 44.731435)"
"ReelData","Oceans Technology","Trade Mission (Outgoing)","0","Dartmouth","Halifax Regional Municipality","B2Y4T5","2018 - 2019","-63.556475","44.661861","POINT (-63.556475 44.661861)"
"Wittaya Aqua","Oceans Technology","Trade Mission (Outgoing)","0","Dartmouth","Halifax Regional Municipality","B2Y4T5","2018 - 2019","-63.556475","44.661861","POINT (-63.556475 44.661861)"
"Geoforce Group Limited","Oceans Technology","Trade Mission (Outgoing)","0","Dartmouth","Halifax Regional Municipality","B3B1J4","2018 - 2019","-63.611144","44.704132","POINT (-63.61114400000001 44.704132)"
"GeoSpectrum Technologies Incorporated","Oceans Technology","Trade Mission (Outgoing)","0","Dartmouth","Halifax Regional Municipality","B3B1J4","2018 - 2019","-63.611144","44.704132","POINT (-63.61114400000001 44.704132)"
"Jasco Applied Sciences (Canada) Ltd","Oceans Technology","Trade Mission (Outgoing)","0","Dartmouth","Halifax Regional Municipality","B3B1Z1","2018 - 2019","-63.584818","44.709741","POINT (-63.58481799999999 44.709741)"
"MacArtney Canada Ltd","Oceans Technology","Trade Mission (Outgoing)","0","Dartmouth","Halifax Regional Municipality","B2Y2W1","2018 - 2019","-63.56358","44.667535","POINT (-63.56358 44.667535)"
"MetOcean Telematics Limited","Oceans Technology","Trade Mission (Outgoing)","0","Dartmouth","Halifax Regional Municipality","B3B1R9","2018 - 2019","-63.595049","44.699403","POINT (-63.595049 44.699403)"
"Sensor Technology Ltd","Oceans Technology","Trade Mission (Outgoing)","0","Dartmouth","Halifax Regional Municipality","B2Y4T5","2018 - 2019","-63.556475","44.661861","POINT (-63.556475 44.661861)"
"Xeos Technologies Inc","Oceans Technology","Trade Mission (Outgoing)","0","Dartmouth","Halifax Regional Municipality","B3B1L6","2018 - 2019","-63.604817","44.715039","POINT (-63.604817000000004 44.715039)"
"Clearwater Seafoods Ltd Partnership","Fish & Seafood Processing","Trade Mission (Outgoing)","0","Bedford","Halifax Regional Municipality","B4A3Z7","2018 - 2019","-63.665571","44.707624","POINT (-63.665571 44.707624)"
"Domaine de Grand Pre","Agri-food","Trade Mission (Outgoing)","0","Grand Pre","Kings","B0P1M0","2018 - 2019","-64.285653","45.095031","POINT (-64.285653 45.095031)"
"Gidney Fisheries Limited","Fish & Seafood Processing","Trade Mission (Outgoing)","0","Digby","Digby","B0V1A0","2018 - 2019","-65.84642","44.536344","POINT (-65.84642 44.536344)"
"Natural Hues Inc","Agri-food","Trade Mission (Outgoing)","0","Halifax","Colchester","B3L2H5","2018 - 2019","-63.615373","44.645626","POINT (-63.615373 44.645626)"
"Oxford Frozen Foods Ltd","Agri-food","Trade Mission (Outgoing)","0","Oxford","Cumberland","B0M1P0","2018 - 2019","-63.849946","45.810473","POINT (-63.849946 45.810473)"
"Steinhart Distillery Limited","Agri-food","Trade Mission (Outgoing)","0","Antigonish","Antigonish","B2G2L1","2018 - 2019","-62.155396","45.566847","POINT (-62.155396 45.566847)"
"JusNova Agriculture Ltd","Agri-food","Trade Mission (Outgoing)","0","Halifax","Halifax Regional Municipality","B3M1N1","2018 - 2019","-63.641789","44.66397","POINT (-63.641788999999996 44.66397)"
"Ashored Innovations","Oceans Technology","Trade Mission (Outgoing)","0","Dartmouth","Colchester","B2Y2W1","2018 - 2019","-63.56358","44.667535","POINT (-63.56358 44.667535)"
"Allendale Electronics Ltd","Advanced Manufacturing","Trade Mission (Outgoing)","0","Lockeport","Shelburne","B0T1L0","2018 - 2019","-65.12347","43.71839","POINT (-65.12347 43.71839)"
"Atlantick Repellent Products Inc.","Chemicals & Plastics","Trade Mission (Outgoing)","0","Mahone Bay","Lunenburg","B0J2E0","2018 - 2019","-64.307402","44.308292","POINT (-64.307402 44.308292)"
"Pelagis Data Solutions","Oceans Technology","Trade Mission (Outgoing)","0","Point Edward","Cape Breton","B2A4R2","2018 - 2019","-60.276693","46.162688","POINT (-60.27669300000001 46.162688)"
"Baie Run Pet Products Inc","Agri-food","Trade Mission (Outgoing)","0","Halifax","Halifax Regional Municipality","B3J3N2","2018 - 2019","-63.57606155","44.65201157","POINT (-63.57606155 44.65201157)"
"Chelation Partners Incorporated","Life Sciences","Trade Mission (Outgoing)","0","Halifax","Halifax Regional Municipality","B3H3Z1","2018 - 2019","-63.59645","44.637136","POINT (-63.59645 44.637136)"
"Devonian Coast Wineries Ltd  (DCW)","Agri-food","Trade Mission (Outgoing)","0","Malagash","Cumberland","B0K1E0","2018 - 2019","-63.453043","45.794472","POINT (-63.45304300000001 45.794472)"
"Spark Engagement Inc","Business Services","Trade Mission (Outgoing)","0","Antigonish","Antigonish","B2G2L2","2018 - 2019","-61.944846","45.654903","POINT (-61.944846000000005 45.654903)"
"2 Crows Brewing Ltd","Agri-food","Trade Mission (Outgoing)","0","Halifax","Halifax Regional Municipality","B3J2G7","2018 - 2019","-63.578146","44.649349","POINT (-63.578146 44.64934900000001)"
"Allendale Electronics Ltd","Advanced Manufacturing","Trade Mission (Outgoing)","0","Lockeport","Shelburne","B0T1L0","2018 - 2019","-65.12347","43.71839","POINT (-65.12347 43.71839)"
"Annapolis Brewing Company","Not Coded","Trade Mission (Outgoing)","0","Annapolis Royal","Annapolis","B0S1A0","2018 - 2019","-65.51801","44.74364","POINT (-65.51801 44.74364)"
"Authentic Seacoast Company Ltd","Agri-food","Trade Mission (Outgoing)","0","Guysborough","Guysborough","B0H1N0","2018 - 2019","-61.132467","45.320843","POINT (-61.132467 45.320843)"
"Barrelling Tide Distillery","Agri-food","Trade Mission (Outgoing)","0","Port Williams","Kings","B0P1T0","2018 - 2019","-64.362715","45.159695","POINT (-64.36271500000001 45.159695)"
"Breton Brewing Co","Agri-food","Trade Mission (Outgoing)","0","Sydney","Cape Breton","B1R1V7","2018 - 2019","-60.229829","46.116106","POINT (-60.229829 46.116106)"
"Compass Distillers","Agri-food","Trade Mission (Outgoing)","0","Halifax","Halifax Regional Municipality","B3K4C4","2018 - 2019","-63.592367","44.654497","POINT (-63.59236700000001 44.654497)"
"Island_ Folk_ Cider_ House","Agri-food","Trade Mission (Outgoing)","0","Port Morien","Cape Breton","B1B1E7","2018 - 2019","-59.866593","46.145213","POINT (-59.866593 46.145213)"
"The Propeller Brewing Company","Agri-food","Trade Mission (Outgoing)","0","Dartmouth","Halifax Regional Municipality","B3B1B6","2018 - 2019","-63.602778","44.696904","POINT (-63.60277800000001 44.696904)"
"WarrierTech Inc","ICT (includes Digital Media)","Trade Mission (Outgoing)","0","Halifax","Halifax Regional Municipality","B3H1Y1","2018 - 2019","-63.5849","44.640901","POINT (-63.5849 44.64090100000001)"
"GeoSpectrum Technologies Incorporated","Oceans Technology","Trade Mission (Outgoing)","0","Dartmouth","Halifax Regional Municipality","B3B1J4","2018 - 2019","-63.611144","44.704132","POINT (-63.61114400000001 44.704132)"
"IBM Canada Ltd","ICT (includes Digital Media)","Trade Mission (Outgoing)","0","Bedford","Halifax Regional Municipality","B4B1G4","2018 - 2019","-63.740337","44.723448","POINT (-63.740337000000004 44.723448)"
"Kraken Robotics Inc.","Aerospace & Defence","Trade Mission (Outgoing)","0","Dartmouth","Halifax Regional Municipality","B3B1T3","2018 - 2019","-63.610623","44.703069","POINT (-63.610623 44.703069)"
"McInnes Cooper","Not Coded","Trade Mission (Outgoing)","0","Halifax","Halifax Regional Municipality","B3J2V1","2018 - 2019","-63.645986","44.648416","POINT (-63.645986 44.648416)"
"RIMOT.IO Inc","ICT (includes Digital Media)","Trade Mission (Outgoing)","0","Dartmouth","Halifax Regional Municipality","B2Y4M9","2018 - 2019","-63.542698","44.660305","POINT (-63.542698 44.660305)"
"Sensor Technology Ltd","Oceans Technology","Trade Mission (Outgoing)","0","Dartmouth","Halifax Regional Municipality","B2Y4T5","2018 - 2019","-63.556475","44.661861","POINT (-63.556475 44.661861)"
"Xeos Technologies Inc","Oceans Technology","Trade Mission (Outgoing)","0","Dartmouth","Halifax Regional Municipality","B3B1L6","2018 - 2019","-63.604817","44.715039","POINT (-63.604817000000004 44.715039)"
"Atlantic Flight Attendant Academy","Business Services","Trade Mission (Outgoing)","0","Halifax","Halifax Regional Municipality","B3H3Y4","2018 - 2019","-63.593557","44.632239","POINT (-63.593557 44.632239000000006)"
"Authentic Seacoast Company Ltd","Agri-food","Trade Mission (Outgoing)","0","Guysborough","Guysborough","B0H1N0","2018 - 2019","-61.132467","45.320843","POINT (-61.132467 45.320843)"
"Benjamin Bridge Vineyards","Agri-food","Trade Mission (Outgoing)","0","Wolfville","Kings","B4P2R1","2018 - 2019","-64.403589","45.013938","POINT (-64.403589 45.013938)"
"Domaine de Grand Pre","Agri-food","Trade Mission (Outgoing)","0","Grand Pre","Kings","B0P1M0","2018 - 2019","-64.285653","45.095031","POINT (-64.285653 45.095031)"
"Easypass Immigration & Education Consulting Inc","Business Services","Trade Mission (Outgoing)","0","Halifax","Halifax Regional Municipality","B3J3K3","2018 - 2019","-63.57813098","44.64335495","POINT (-63.578130980000005 44.64335495)"
"Fundy Drinks LTD","Agri-food","Trade Mission (Outgoing)","0","Halifax","Kings","B3J2G7","2018 - 2019","-63.578146","44.649349","POINT (-63.578146 44.64934900000001)"
"JusNova Agriculture Ltd","Agri-food","Trade Mission (Outgoing)","0","Halifax","Halifax Regional Municipality","B3M1N1","2018 - 2019","-63.641789","44.66397","POINT (-63.641788999999996 44.66397)"
"Oxford Frozen Foods Ltd","Agri-food","Trade Mission (Outgoing)","0","Oxford","Cumberland","B0M1P0","2018 - 2019","-63.849946","45.810473","POINT (-63.849946 45.810473)"
"Sainte-Famille Wines Ltd","Agri-food","Trade Mission (Outgoing)","0","West Hants","Hants","B0P1L0","2018 - 2019","-64.160143","44.997485","POINT (-64.160143 44.997485)"
"Victoria Co-Operative Fisheries Ltd","Fish & Seafood Processing","Trade Mission (Outgoing)","0","Neils Harbour","Victoria","B0C1N0","2018 - 2019","-60.343878","46.762745","POINT (-60.343878000000004 46.762745)"
"Atlantic Resources Partnership Inc","Not Coded","Trade Mission (Outgoing)","0","Bedford","Halifax Regional Municipality","B4A4H4","2018 - 2019","-63.687758","44.705663","POINT (-63.687757999999995 44.705663)"
"Atlantic Sea Cucumber Ltd","Fish & Seafood Processing","Trade Mission (Outgoing)","0","Hacketts Cove","Halifax Regional Municipality","B3Z3K7","2018 - 2019","-63.757708","44.662435","POINT (-63.757708 44.662435)"
"Fisher King Seafoods Ltd","Fish & Seafood Processing","Trade Mission (Outgoing)","0","Lower Sackville","Halifax Regional Municipality","B4C4E6","2018 - 2019","-63.65843038","44.7606098","POINT (-63.65843038 44.760609800000005)"
"Gidney Fisheries Limited","Fish & Seafood Processing","Trade Mission (Outgoing)","0","Digby","Digby","B0V1A0","2018 - 2019","-65.84642","44.536344","POINT (-65.84642 44.536344)"
"Louisbourg Seafoods Ltd","Fish & Seafood Processing","Trade Mission (Outgoing)","0","Louisbourg","Cape Breton","B1C1B5","2018 - 2019","-59.97144562","45.91905461","POINT (-59.97144562 45.91905461)"
"Louisbourg Seafoods Ltd","Fish & Seafood Processing","Trade Mission (Outgoing)","0","Louisbourg","Cape Breton","B1C1B5","2018 - 2019","-59.97144562","45.91905461","POINT (-59.97144562 45.91905461)"
"Louisbourg Seafoods Ltd","Fish & Seafood Processing","Trade Mission (Outgoing)","0","Louisbourg","Cape Breton","B1C1B5","2018 - 2019","-59.97144562","45.91905461","POINT (-59.97144562 45.91905461)"
"Nautical Seafoods Ltd","Fish & Seafood Processing","Trade Mission (Outgoing)","0","Clementsport","Annapolis","B0S1K0","2018 - 2019","-65.744945","44.705351","POINT (-65.744945 44.705351)"
"Right Source Group Limited","Fish & Seafood Processing","Trade Mission (Outgoing)","0","Dartmouth","Halifax Regional Municipality","B3B1N4","2018 - 2019","-63.601486","44.713636","POINT (-63.601486 44.713636)"
"Rio Import & Export Limited","Fish & Seafood Processing","Trade Mission (Outgoing)","0","Dartmouth","Halifax Regional Municipality","B3B1W7","2018 - 2019","-63.60125","44.716433","POINT (-63.60125000000001 44.716433)"
"Top Claw Lobster & Seafood Company","Fish & Seafood Processing","Trade Mission (Outgoing)","0","Clarks Harbour","Shelburne","B0W1P0","2018 - 2019","-65.650454","43.462969","POINT (-65.650454 43.462969)"
"Top Claw Lobster & Seafood Company","Fish & Seafood Processing","Trade Mission (Outgoing)","0","Clarks Harbour","Shelburne","B0W1P0","2018 - 2019","-65.650454","43.462969","POINT (-65.650454 43.462969)"
"Top Claw Lobster & Seafood Company","Fish & Seafood Processing","Trade Mission (Outgoing)","0","Clarks Harbour","Shelburne","B0W1P0","2018 - 2019","-65.650454","43.462969","POINT (-65.650454 43.462969)"
"Victoria Co-Operative Fisheries Ltd","Fish & Seafood Processing","Trade Mission (Outgoing)","0","Neils Harbour","Victoria","B0C1N0","2018 - 2019","-60.343878","46.762745","POINT (-60.343878000000004 46.762745)"
"World Link Food Distributors Inc","Fish & Seafood Processing","Trade Mission (Outgoing)","0","Enfield","Halifax Regional Municipality","B2T1K3","2018 - 2019","-63.52380855","44.8796973","POINT (-63.52380855 44.8796973)"
"World Link Food Distributors Inc","Fish & Seafood Processing","Trade Mission (Outgoing)","0","Enfield","Halifax Regional Municipality","B2T1K3","2018 - 2019","-63.52380855","44.8796973","POINT (-63.52380855 44.8796973)"
"Authentic Seacoast Company Ltd","Agri-food","Trade Mission (Outgoing)","0","Guysborough","Guysborough","B0H1N0","2018 - 2019","-61.132467","45.320843","POINT (-61.132467 45.320843)"
"Authentic Seacoast Company Ltd","Agri-food","Trade Mission (Outgoing)","0","Guysborough","Guysborough","B0H1N0","2018 - 2019","-61.132467","45.320843","POINT (-61.132467 45.320843)"
"Hawboldt Industries (1989) Ltd","Oceans Technology","Trade Mission (Outgoing)","0","Chester","Lunenburg","B0J1J0","2018 - 2019","-64.225079","44.560562","POINT (-64.225079 44.560562)"
"Ocean Technology Council of Nova Scotia (OTCNS)","Not Coded","Trade Mission (Outgoing)","0","Halifax","Halifax Regional Municipality","B3J3N2","2018 - 2019","-63.57606155","44.65201157","POINT (-63.57606155 44.65201157)"
