"year","grade_level","assessment","program","board","sex","adaptation","exemption","eligible","reading_score","reading_level","writing_ideas","writing_organization","writing_language_use","writing_conventions"
"2018-19","10","Eng10","English","CSAP","M","Yes",,"Yes","418.17","Level 2","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CSAP","M",,,"Yes","380.14","Level 2","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CSAP","F",,,"Yes","431.8","Level 2","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CSAP","F",,,"Yes","415.31","Level 2","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CSAP","M",,,"Yes","449.27","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CSAP","M",,,"Yes","497.47","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","HRCE","M",,"Yes","No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2018-19","10","Eng10","English","CCRCE","F",,,"Yes","576.78","Level 3","Level 4","Level 4","Level 4","Level 4"
"2018-19","10","Eng10","English","HRCE","M",,"Yes","No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2018-19","10","Eng10","English","CCRCE","F",,,"Yes","508.7","Level 3","Level 4","Level 4","Level 4","Level 4"
"2018-19","10","Eng10","English","CCRCE","F",,,"Yes","438.14","Level 3","Not enough evidence","Not enough evidence","Not enough evidence","Not enough evidence"
"2018-19","10","Eng10","English","CCRCE","M",,,"Yes","320.78","Level 1","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CCRCE","F",,,"Yes","602.55","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","M",,,"Yes","474.3","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","F",,,"Yes","406.08","Level 2","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CCRCE","F",,,"Yes","408.61","Level 2","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","AVRCE","M",,,"Yes","631.66","Level 4","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","AVRCE","M","Yes",,"Yes","517","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","AVRCE","M",,,"Yes","563.51","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","AVRCE","M",,,"Yes","459.01","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","AVRCE","F",,,"No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2018-19","10","Eng10","English","AVRCE","M",,,"Yes","536.12","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","AVRCE","F",,,"Yes","495.53","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","AVRCE","F",,,"Yes","583.89","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","AVRCE","F",,,"Yes","564.73","Level 3","Level 4","Level 4","Level 4","Level 4"
"2018-19","10","Eng10","English","CCRCE","F",,,"Yes","695.99","Level 4","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CCRCE","M",,,"Yes","439.14","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CCRCE","M",,,"Yes","525.38","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CCRCE","M",,,"Yes","373.89","Level 2","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","M","Yes",,"Yes","552.82","Level 3","Level 4","Level 4","Level 4","Level 4"
"2018-19","10","Eng10","English","CCRCE","F",,,"Yes","544.21","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","M",,,"Yes","360.87","Level 2","Level 1","Level 1","Level 1","Level 1"
"2018-19","10","Eng10","English","CCRCE","F","Yes",,"Yes","345.02","Level 2","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","F",,,"Yes","407.53","Level 2","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","M",,,"Yes","480.69","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","TCRCE","M",,,"Yes","408.78","Level 2","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","TCRCE","M","Yes",,"Yes","383.26","Level 2","Level 1","Level 1","Level 1","Level 1"
"2018-19","10","Eng10","English","CCRCE","M",,,"Yes","455.99","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CCRCE","F",,,"Yes","510.54","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","F",,,"Yes","534.41","Level 3","Level 4","Level 4","Level 4","Level 4"
"2018-19","10","Eng10","English","CCRCE","F",,,"No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2018-19","10","Eng10","English","CCRCE","M",,,"Yes","584.83","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","M","Yes",,"Yes","440.91","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CCRCE","F",,,"Yes","631.62","Level 4","Level 4","Level 4","Level 4","Level 4"
"2018-19","10","Eng10","English","CCRCE","M",,,"Yes","557.36","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","F",,,"Yes","488.07","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CCRCE","F",,,"Yes","511.14","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","F",,,"Yes","611.42","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","HRCE","F",,,"Yes","605.54","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","M",,,"Yes","417.69","Level 2","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","AVRCE","F",,,"Yes","365.42","Level 2","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","AVRCE","F",,,"Yes","438.7","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","AVRCE","M",,,"Yes","518.43","Level 3","Not enough evidence","Not enough evidence","Not enough evidence","Not enough evidence"
"2018-19","10","Eng10","English","AVRCE","M",,,"Yes","365.72","Level 2","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","AVRCE","F",,,"Yes","517.33","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","AVRCE","F",,,"Yes","604.87","Level 3","Level 4","Level 4","Level 4","Level 4"
"2018-19","10","Eng10","English","AVRCE","M",,,"Yes","393.72","Level 2","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","AVRCE","F",,,"Yes","495.27","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","AVRCE","M",,,"Yes","521.46","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","AVRCE","F",,,"Yes","611.74","Level 3","Level 4","Level 4","Level 4","Level 4"
"2018-19","10","Eng10","English","AVRCE","M",,,"Yes","402.7","Level 2","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","AVRCE","M","Yes",,"Yes","356.79","Level 2","Level 1","Level 1","Level 1","Level 1"
"2018-19","10","Eng10","English","AVRCE","M",,,"Yes","547.55","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","M",,,"Yes","620.6","Level 3","Level 4","Level 4","Level 4","Level 4"
"2018-19","10","Eng10","English","CCRCE","F",,,"Yes","475.28","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","F",,,"Yes","332.62","Level 1","Not enough evidence","Not enough evidence","Not enough evidence","Not enough evidence"
"2018-19","10","Eng10","English","CCRCE","F",,,"Yes","461.54","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","M",,,"Yes","478.58","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CCRCE","F",,,"Yes","339.23","Level 1","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","SSRCE","F",,,"Yes","586.28","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","F",,,"Yes","670.94","Level 4","Level 4","Level 4","Level 4","Level 4"
"2018-19","10","Eng10","English","CCRCE","M",,,"Yes","538.77","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","M",,,"Yes","440.88","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CCRCE","M",,,"Yes","335.07","Level 1","Level 1","Level 1","Level 1","Level 1"
"2018-19","10","Eng10","English","CCRCE","M",,,"Yes","473.4","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CCRCE","F",,,"Yes","494.57","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","F",,,"Yes","416.99","Level 2","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","M",,,"Yes","533.53","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CCRCE","F",,,"Yes","567.04","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","F",,,"Yes","499.19","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","M",,,"Yes","439.78","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CCRCE","F",,,"Yes","552.4","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","HRCE","F",,,"Yes","628.39","Level 4","Level 4","Level 4","Level 4","Level 4"
"2018-19","10","Eng10","English","CCRCE","F",,,"Yes","474.23","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","M",,,"Yes","404.56","Level 2","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CCRCE","F",,,"Yes","340.03","Level 1","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CCRCE","M",,,"No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2018-19","10","Eng10","English","CCRCE","F",,,"Yes","578.85","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","M",,,"Yes","633.01","Level 4","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","M",,,"Yes","380.8","Level 2","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CCRCE","M",,,"Yes","498.66","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","F",,,"Yes","576.44","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","M",,,"Yes","451.13","Level 3","Level 2","Level 2","Level 2","Level 2"
