"year","grade_level","assessment","program","board","sex","adaptation","ipp","exemption","eligible","reading_score","reading_level","writing_ideas","writing_organization","writing_language_use","writing_conventions"
"2019-20","6","RW","English","CBVRCE","M",,,,"Yes","548.63","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","F",,,,"Yes","397.87","Level 2","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","CBVRCE","F",,,,"Yes","534.33","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","M",,"Yes",,"No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2019-20","6","RW","English","CBVRCE","F",,,,"Yes","333.87","Level 1","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","M",,,,"Yes","346","Level 1","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","M",,,,"Yes","499.86","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","CBVRCE","F","Yes",,,"Yes","419.62","Level 2","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","M",,,,"Yes","454.4","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","F",,,,"Yes","648.76","Level 4","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","HRCE","F",,,,"Yes","697.14","Level 4","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","HRCE","F","Yes",,,"Yes","447.51","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","HRCE","F",,,,"Yes","514.03","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CCRCE","F",,,,"Yes","624.73","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","F",,,,"Yes","609.79","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","M","Yes",,,"Yes","496.33","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","CBVRCE","F",,,,"Yes","433.48","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","CBVRCE","F",,,,"Yes","452.32","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","TCRCE","F",,,,"Yes","524.31","Level 3","Level 4","Level 4","Level 4","Level 4"
"2019-20","6","RW","French Imm","TCRCE","F",,,,"Yes","435.85","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","French Imm","HRCE","F",,,,"Yes","558.42","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","F",,,,"Yes","359.55","Level 2","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","M","Yes",,,"Yes","509.56","Level 3","Level 1","Level 1","Level 1","Level 1"
"2019-20","6","RW","English","CBVRCE","F",,,,"Yes","482.22","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","F",,,,"Yes","489.8","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","M",,,,"Yes","624.85","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","CBVRCE","F",,,,"Yes","520.74","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","M",,,,"Yes","584.24","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","HRCE","M",,,,"Yes","444.11","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","HRCE","M","Yes",,,"Yes","417.6","Level 2","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","HRCE","M",,,,"Yes","645.92","Level 4","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","SRCE","F",,"Yes",,"No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2019-20","6","RW","English","HRCE","M","Yes",,,"Yes","461.15","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","French Imm","HRCE","F",,,,"Yes","599.81","Level 3","Level 4","Level 4","Level 4","Level 4"
"2019-20","6","RW","English","CBVRCE","M",,,,"Yes","587.73","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","CBVRCE","M","Yes",,,"Yes","439.17","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","SRCE","M",,,,"Yes","572.22","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","M",,,,"Yes","520.72","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","CBVRCE","M",,"Yes",,"No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2019-20","6","RW","English","CBVRCE","M",,"Yes",,"No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2019-20","6","RW","English","CBVRCE","F",,,,"Yes","554.59","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","CBVRCE","F",,,,"Yes","327.45","Level 1","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","HRCE","F",,,,"Yes","401.47","Level 2","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","HRCE","F",,,,"Yes","603.98","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","M",,,,"Yes","462.73","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","M",,"Yes",,"No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2019-20","6","RW","English","CBVRCE","M",,,,"Yes","483.17","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","M",,,,"Yes","320.23","Level 1","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","F",,"Yes",,"No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2019-20","6","RW","English","CBVRCE","F","Yes",,,"Yes","296.97","Level 1","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","HRCE","F",,,,"Yes","434.19","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","HRCE","M","Yes",,,"Yes","333.96","Level 1","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","HRCE","F",,,,"Yes","609.48","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","HRCE","F",,,,"Yes","515.11","Level 3","Level 4","Level 4","Level 4","Level 4"
"2019-20","6","RW","English","HRCE","M","Yes",,,"Yes","444.59","Level 3","Level 4","Level 4","Level 4","Level 4"
"2019-20","6","RW","CSAP","CSAP","M",,,,"No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2019-20","6","RW","English","HRCE","M",,"Yes",,"No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2019-20","6","RW","English","HRCE","F",,,,"Yes","476.15","Level 3","Level 4","Level 4","Level 4","Level 4"
"2019-20","6","RW","English","HRCE","F",,,,"Yes","452.97","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","HRCE","M",,,,"Yes","616.83","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","M",,,,"Yes","385.92","Level 2","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","French Imm","HRCE","F",,,,"Yes","658.91","Level 4","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","AVRCE","F","Yes",,,"Yes","502.5","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","AVRCE","M","Yes",,,"Yes","558.33","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","AVRCE","M","Yes",,,"Yes","479.89","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","AVRCE","M",,,,"Yes","466.36","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","AVRCE","F",,,,"Yes","341","Level 1","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","HRCE","M",,,,"Yes","389.71","Level 2","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","AVRCE","M",,,,"Yes","470.94","Level 3","Level 1","Level 1","Level 1","Level 1"
"2019-20","6","RW","English","AVRCE","M","Yes",,,"Yes","496.43","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","AVRCE","M",,"Yes",,"No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2019-20","6","RW","English","AVRCE","F",,,,"Yes","449.85","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","AVRCE","M",,,,"Yes","371.13","Level 2","Level 1","Level 1","Level 1","Level 1"
"2019-20","6","RW","English","AVRCE","F",,,,"Yes","394.08","Level 2","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","AVRCE","F",,,,"Yes","408.82","Level 2","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","HRCE","F",,,,"Yes","591.39","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","HRCE","F",,,,"Yes","471.16","Level 3","Level 4","Level 4","Level 4","Level 4"
"2019-20","6","RW","English","HRCE","F",,,,"Yes","568.52","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","HRCE","F",,,,"Yes","479.77","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","HRCE","F","Yes",,,"Yes","355.07","Level 2","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","HRCE","F","Yes",,,"Yes","467.69","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","HRCE","F",,,,"Yes","593.45","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","HRCE","M",,,,"Yes","566.09","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","HRCE","F",,,,"Yes","455.01","Level 3","Level 3","Level 3","Level 3","Level 3"
