"fund_name","revenue_category","org_description","object_description","original_budget","revised_budget","fiscal_year","id"
"Equipment Replacement Fund","Interdept Charges","Equip Repl Fd Non Dept Rev","Charges Interdept Water","132400.00","132400.00","2018","2018-2225-910-89000-00000000-00000000-4662"
"Equipment Replacement Fund","Investment Earnings","Equip Repl Fd Non Dept Rev","Investment Income","82224.00","82224.00","2018","2018-2225-910-89000-00000000-00000000-4030"
"Fleet Maintenance Fund","Interdept Charges","Fleet Fd Revenue","Charges Interdept Fleet Maint","2288036.00","2288036.00","2018","2018-2227-440-80040-00000000-00000000-4653"
"Fleet Maintenance Fund","Investment Earnings","Fleet Fd Revenue","Investment Income","2000.00","2000.00","2018","2018-2227-440-80040-00000000-00000000-4030"
"Fun for all Playground Fund","Contribution Revenue","FFA Playground NonDept Rev","Contributions/Donations Misc","0","1000000","2018","2018-4140-910-89000-00000000-00000000-4572-"
"General Fund","Ad Valorem Taxes","Genl Fd GG Revenue","Tax Current Ad Valorem","23864222.00","23864222.00","2018","2018-1001-100-80010-00000000-00000000-4110"
"General Fund","Ad Valorem Taxes","Genl Fd GG Revenue","Tax Delinquent Ad Valorem","70000.00","70000.00","2018","2018-1001-100-80010-00000000-00000000-4111"
"General Fund","Ad Valorem Taxes","Genl Fd GG Revenue","Tax Penal/Interest Ad Valorem","42000.00","42000.00","2018","2018-1001-100-80010-00000000-00000000-4112"
"General Fund","Charges for Services","Genl Fd Adamson Lagoon","Concessions Adamson Pool","18000","18000","2018","2018-1001-530-81125-AQ733   -00000000-4580"
"General Fund","Charges for Services","Genl Fd Adamson Lagoon","PARD Recreation Programs","202000.00","202000.00","2018","2018-1001-530-81125-AQ733   -00000000-4480"
"General Fund","Charges for Services","Genl Fd Adult Kickball","PARD Recreation Programs","25000.00","25000.00","2018","2018-1001-530-81125-SP758   -00000000-4480"
"General Fund","Charges for Services","Genl Fd Adult Softball","Concessions Adult Softball","12500","12500","2018","2018-1001-530-81125-SP752   -00000000-4581"
"General Fund","Charges for Services","Genl Fd Adult Softball","PARD Recreation Programs","90000.00","90000.00","2018","2018-1001-530-81125-SP752   -00000000-4480"
"General Fund","Charges for Services","Genl Fd Adult Volleyball","PARD Recreation Programs","12000.00","12000.00","2018","2018-1001-530-81125-SP753   -00000000-4480"
"General Fund","Charges for Services","Genl Fd Aquatics Admin","PARD Aquatics Jr Lifeguard","1500.00","1500.00","2018","2018-1001-530-81125-AQ730   -00000000-4481"
"General Fund","Charges for Services","Genl Fd Aquatics Admin","PARD Aquatics Lifeguard Train","7500.00","7500.00","2018","2018-1001-530-81125-AQ730   -00000000-4482"
"General Fund","Charges for Services","Genl Fd Challenger Sports","PARD Recreation Programs","1000.00","1000.00","2018","2018-1001-530-81125-SP759   -00000000-4480"
"General Fund","Charges for Services","Genl Fd Fire Revenue","Fire Auto Fire Alarm","15000.00","15000.00","2018","2018-1001-420-80025-00000000-00000000-4361"
"General Fund","Charges for Services","Genl Fd Fire Revenue","Fire Auto Hood Test","1000.00","1000.00","2018","2018-1001-420-80025-00000000-00000000-4362"
"General Fund","Charges for Services","Genl Fd Fire Revenue","Fire Daycare Centers","1000.00","1000.00","2018","2018-1001-420-80025-00000000-00000000-4363"
"General Fund","Charges for Services","Genl Fd Fire Revenue","Fire EMS Athletic Standbys","40000.00","40000.00","2018","2018-1001-420-80025-00000000-00000000-4350"
"General Fund","Charges for Services","Genl Fd Fire Revenue","Fire EMS Transport (County)","279581.00","279581.00","2018","2018-1001-420-80025-00000000-00000000-4354"
"General Fund","Charges for Services","Genl Fd Fire Revenue","Fire EMS Transport   Emergicon","1600000.00","1600000.00","2018","2018-1001-420-80025-00000000-00000000-4352"
"General Fund","Charges for Services","Genl Fd Fire Revenue","Fire Fire Sprinkler/Standpipe","25000.00","25000.00","2018","2018-1001-420-80025-00000000-00000000-4364"
"General Fund","Charges for Services","Genl Fd Fire Revenue","Fire Foster Homes","500.00","500.00","2018","2018-1001-420-80025-00000000-00000000-4365"
"General Fund","Charges for Services","Genl Fd Fire Revenue","Fire Fuel Line Leak","5000.00","5000.00","2018","2018-1001-420-80025-00000000-00000000-4366"
"General Fund","Charges for Services","Genl Fd Fire Revenue","Fire Health Care Facilities","1500.00","1500.00","2018","2018-1001-420-80025-00000000-00000000-4368"
"General Fund","Charges for Services","Genl Fd GG Revenue","CSO Certificate Searches","50000.00","50000.00","2018","2018-1001-100-80010-00000000-00000000-4390"
"General Fund","Charges for Services","Genl Fd GG Revenue","CSO Notary Fee","50.00","50.00","2018","2018-1001-100-80010-00000000-00000000-4391"
"General Fund","Charges for Services","Genl Fd GG Revenue","CSO Postage/Certificate Mail","500.00","500.00","2018","2018-1001-100-80010-00000000-00000000-4392"
"General Fund","Charges for Services","Genl Fd GG Revenue","CSO Xerox/Repro Charges","250.00","250.00","2018","2018-1001-100-80010-00000000-00000000-4393"
"General Fund","Charges for Services","Genl Fd Lincoln Center","PARD Recreation Programs","45000.00","45000.00","2018","2018-1001-530-81125-CT850   -00000000-4480"
"General Fund","Charges for Services","Genl Fd PARD Revenue","Concessions WPC","7500","7500","2018","2018-1001-530-80060-00000000-00000000-4585"
"General Fund","Charges for Services","Genl Fd PARD Revenue","PARD Grave Open/Close Fee","100.00","100.00","2018","2018-1001-530-80060-00000000-00000000-4492"
"General Fund","Charges for Services","Genl Fd PARD Revenue","PARD Heritage Programs","3500.00","3500.00","2018","2018-1001-530-80060-00000000-00000000-4490"
"General Fund","Charges for Services","Genl Fd PARD Revenue","PARD Post Burial Fees","27000.00","27000.00","2018","2018-1001-530-80060-00000000-00000000-4493"
"General Fund","Charges for Services","Genl Fd PARD Revenue","PARD Recreation Programs","6000.00","6000.00","2018","2018-1001-530-80060-00000000-00000000-4480"
"General Fund","Charges for Services","Genl Fd PARD Revenue","PARD Tournament Fees","125000.00","125000.00","2018","2018-1001-530-80060-00000000-00000000-4483"
"General Fund","Charges for Services","Genl Fd PD Revenue","False Alarms","25000.00","25000.00","2018","2018-1001-410-80020-00000000-00000000-4312"
"General Fund","Charges for Services","Genl Fd PD Revenue","Police Arrest Fees","92500.00","92500.00","2018","2018-1001-410-80020-00000000-00000000-4310"
"General Fund","Charges for Services","Genl Fd PD Revenue","Police Escort Services","12000.00","12000.00","2018","2018-1001-410-80020-00000000-00000000-4311"
"General Fund","Charges for Services","Genl Fd PD Revenue","Police Police Reports","9500.00","9500.00","2018","2018-1001-410-80020-00000000-00000000-4315"
"General Fund","Charges for Services","Genl Fd PD Revenue","Police Records Check","500.00","500.00","2018","2018-1001-410-80020-00000000-00000000-4317"
"General Fund","Charges for Services","Genl Fd P&DS Revenue","P&DS Misc Fees","550000.00","550000.00","2018","2018-1001-430-80030-00000000-00000000-4479"
"General Fund","Charges for Services","Genl Fd Southwood Pool","PARD Recreation Programs","40000.00","40000.00","2018","2018-1001-530-81125-AQ731   -00000000-4480"
"General Fund","Charges for Services","Genl Fd SW Center   Community","PARD Recreation Programs","650.00","650.00","2018","2018-1001-530-81125-CT870   -00000000-4480-"
"General Fund","Charges for Services","Genl Fd SW Center   Senior","PARD Recreation Programs","8500.00","8500.00","2018","2018-1001-530-81125-CT830   -00000000-4480"
"General Fund","Charges for Services","Genl Fd Swim Lessons","PARD Recreation Programs","85000.00","85000.00","2018","2018-1001-530-81125-AQ736   -00000000-4480"
"General Fund","Charges for Services","Genl Fd Swim Team","PARD Recreation Programs","20000.00","20000.00","2018","2018-1001-530-81125-AQ738   -00000000-4480"
"General Fund","Charges for Services","Genl Fd Tennis Instruction","PARD Recreation Programs","15000.00","15000.00","2018","2018-1001-530-81125-SP760   -00000000-4480"
"General Fund","Charges for Services","Genl Fd Thomas Pool","PARD Recreation Programs","15000.00","15000.00","2018","2018-1001-530-81125-AQ732   -00000000-4480"
"General Fund","Charges for Services","Genl Fd Ultimate Frisbee","PARD Recreation Programs","1000.00","1000.00","2018","2018-1001-530-81125-SP766   -00000000-4480-"
"General Fund","Charges for Services","Genl Fd Water Fitness","PARD Recreation Programs","1000.00","1000.00","2018","2018-1001-530-81125-AQ737   -00000000-4480"
"General Fund","Charges for Services","Genl Fd Xtra Education","PARD Recreation Programs","55000.00","55000.00","2018","2018-1001-530-81125-XT794   -00000000-4480"
"General Fund","Charges for Services","Genl Fd Youth Basketball","PARD Recreation Programs","55000.00","55000.00","2018","2018-1001-530-81125-SP754   -00000000-4480"
"General Fund","Charges for Services","Genl Fd Youth Flag Football","PARD Recreation Programs","25000.00","25000.00","2018","2018-1001-530-81125-SP755   -00000000-4480"
"General Fund","Charges for Services","Genl Fd Youth Volleyball","PARD Recreation Programs","15000.00","15000.00","2018","2018-1001-530-81125-SP757   -00000000-4480"
"General Fund","Fines & Penalties","Genl Fd Fiscal Dept Rev","Court City Omni","16000.00","16000.00","2018","2018-1001-300-80015-00000000-00000000-4410"
"General Fund","Fines & Penalties","Genl Fd Fiscal Dept Rev","Court Court Dismissal Fees","11500.00","11500.00","2018","2018-1001-300-80015-00000000-00000000-4411"
"General Fund","Fines & Penalties","Genl Fd Fiscal Dept Rev","Court Expungement Fee","200.00","200.00","2018","2018-1001-300-80015-00000000-00000000-4412"
"General Fund","Fines & Penalties","Genl Fd Fiscal Dept Rev","Court FTA Warrant Services","150.00","150.00","2018","2018-1001-300-80015-00000000-00000000-4413"
"General Fund","Fines & Penalties","Genl Fd Fiscal Dept Rev","Court General Admin Fees","53000.00","53000.00","2018","2018-1001-300-80015-00000000-00000000-4414"
"General Fund","Fines & Penalties","Genl Fd Fiscal Dept Rev","Court Notary Fees","250.00","250.00","2018","2018-1001-300-80015-00000000-00000000-4416"
"General Fund","Fines & Penalties","Genl Fd Fiscal Dept Rev","Court Teen Court Admin Fees","700.00","700.00","2018","2018-1001-300-80015-00000000-00000000-4417"
"General Fund","Fines & Penalties","Genl Fd Fiscal Dept Rev","Court Time Pmt Fee/Unreserved","21500.00","21500.00","2018","2018-1001-300-80015-00000000-00000000-4419"
"General Fund","Fines & Penalties","Genl Fd Fiscal Dept Rev","Court Warrant Service Fee","90000.00","90000.00","2018","2018-1001-300-80015-00000000-00000000-4421"
"General Fund","Fines & Penalties","Genl Fd Fiscal Dept Rev","Fines/Penalties Bond Forfeits","1500.00","1500.00","2018","2018-1001-300-80015-00000000-00000000-4430"
"General Fund","Fines & Penalties","Genl Fd Fiscal Dept Rev","Fines/Penalties ChldSafeT Seat","17000.00","17000.00","2018","2018-1001-300-80015-00000000-00000000-4432"
"General Fund","Fines & Penalties","Genl Fd Fiscal Dept Rev","Fines/Penalties Chld Safety Fd","32250.00","32250.00","2018","2018-1001-300-80015-00000000-00000000-4431"
"General Fund","Fines & Penalties","Genl Fd Fiscal Dept Rev","Fines/Penalties CityPrkg Fines","40000.00","40000.00","2018","2018-1001-300-80015-00000000-00000000-4433"
"General Fund","Fines & Penalties","Genl Fd Fiscal Dept Rev","Fines/Penalties CivilPrkg Fine","300.00","300.00","2018","2018-1001-300-80015-00000000-00000000-4434"
"General Fund","Fines & Penalties","Genl Fd Fiscal Dept Rev","Fines/Penalties Miscellaneous","2725000.00","2725000.00","2018","2018-1001-300-80015-00000000-00000000-4435"
"General Fund","Fines & Penalties","Genl Fd Fiscal Dept Rev","Fines/Penalties Traffic Fines","40000.00","40000.00","2018","2018-1001-300-80015-00000000-00000000-4437"
"General Fund","Fines & Penalties","Genl Fd GG Revenue","Fines/Penalties Parking","300.00","300.00","2018","2018-1001-100-80010-00000000-00000000-4436-"
"General Fund","Intergovernmental","Genl Fd Fire Revenue","Grants Federal","149352.00","149352.00","2018","2018-1001-420-80025-00000000-00000000-4610"
"General Fund","Intergovernmental","Genl Fd Fire Revenue","Grants State","211368.00","0.00","2018","2018-1001-420-80025-00000000-00000000-4620"
"General Fund","Intergovernmental","Genl Fd Fire Revenue","Other Intergovtal Reimb Costs","48000.00","430738.00","2018","2018-1001-420-80025-00000000-00000000-4636"
"General Fund","Intergovernmental","Genl Fd PD Revenue","Grants Federal","0.00","42276.00","2018","2018-1001-410-80020-00000000-00000000-4610"
"General Fund","Intergovernmental","Genl Fd SW Center   Senior","Grants Federal","7000.00","7000.00","2018","2018-1001-530-81125-CT830   -00000000-4610"
"General Fund","Investment Earnings","Genl Fd GG Revenue","Investment Income","200000.00","200000.00","2018","2018-1001-100-80010-00000000-00000000-4030"
"General Fund","Licenses & Permits","Genl Fd Community Svcs Revenue","Rental Registration","90000.00","90000.00","2018","2018-1001-450-80035-00000000-00000000-4465-"
"General Fund","Licenses & Permits","Genl Fd Fire Revenue","License/Permit Ambulance Lic","2000.00","2000.00","2018","2018-1001-420-80025-00000000-00000000-4450"
"General Fund","Licenses & Permits","Genl Fd GG Revenue","License/Permit Mixed Drink","36000.00","36000.00","2018","2018-1001-100-80010-00000000-00000000-4462"
"General Fund","Licenses & Permits","Genl Fd PD Revenue","License and Permits   TNC","2400.00","2400.00","2018","2018-1001-410-80020-00000000-00000000-4468-"
"General Fund","Licenses & Permits","Genl Fd PD Revenue","License/Permit Child Safe Prog","100000.00","100000.00","2018","2018-1001-410-80020-00000000-00000000-4453"
"General Fund","Licenses & Permits","Genl Fd PD Revenue","License/Permit Itinerant Vend","3000.00","3000.00","2018","2018-1001-410-80020-00000000-00000000-4455-"
"General Fund","Licenses & Permits","Genl Fd PD Revenue","License/Permit Livestock Per","350.00","350.00","2018","2018-1001-410-80020-00000000-00000000-4460"
"General Fund","Licenses & Permits","Genl Fd PD Revenue","License/Permit Taxi","2000.00","2000.00","2018","2018-1001-410-80020-00000000-00000000-4454-"
"General Fund","Licenses & Permits","Genl Fd P&DS Revenue","P&DS Contractor Reg","35000.00","35000.00","2018","2018-1001-430-80030-00000000-00000000-4451"
"General Fund","Licenses & Permits","Genl Fd P&DS Revenue","P&DS Permits","1600000.00","1600000.00","2018","2018-1001-430-80030-00000000-00000000-4452"
"General Fund","Misc Non-Operating","Genl Fd Fire Revenue","Reimbursed Expenses","15000.00","15000.00","2018","2018-1001-420-80025-00000000-00000000-4545"
"General Fund","Misc Non-Operating","Genl Fd Fiscal Dept Rev","Collection Service Fees","750.00","750.00","2018","2018-1001-300-80015-00000000-00000000-4020"
"General Fund","Misc Non-Operating","Genl Fd GG Revenue","Fiber Lease Income","1350.00","1350.00","2018","2018-1001-100-80010-00000000-00000000-4776-"
"General Fund","Misc Non-Operating","Genl Fd GG Revenue","Misc Nonoperating Revenue","75000.00","75000.00","2018","2018-1001-100-80010-00000000-00000000-4790"
"General Fund","Misc Non-Operating","Genl Fd GG Revenue","Reimbursed Expenses","10000.00","10000.00","2018","2018-1001-100-80010-00000000-00000000-4545"
"General Fund","Misc Non-Operating","Genl Fd GG Revenue","Sale of Scrap Metal","10000.00","10000.00","2018","2018-1001-100-80010-00000000-00000000-4781"
"General Fund","Misc Non-Operating","Genl Fd PARD Revenue","Reimbursed Expenses","5500.00","5500.00","2018","2018-1001-530-80060-00000000-00000000-4545"
"General Fund","Nongovernmental Grnt","Genl Fd Fire Revenue","Grants  Non Governmental","0","24094","2018","2018-1001-420-80025-00000000-00000000-4615-"
"General Fund","Other Revenue","Genl Fd Fiscal Dept Rev","Other Fees Credit Card Conven","60000","60000","2018","2018-1001-300-80015-00000000-00000000-4281"
"General Fund","Other Revenue","Genl Fd GG Revenue","Misc Operating Revenues","750.00","750.00","2018","2018-1001-100-80010-00000000-00000000-4590"
"General Fund","Other Revenue","Genl Fd PARD Revenue","Misc Operating Revenues","3000.00","3000.00","2018","2018-1001-530-80060-00000000-00000000-4590"
"General Fund","Other Revenue","Genl Fd PD Revenue","Misc Operating Revenues","175000.00","175000.00","2018","2018-1001-410-80020-00000000-00000000-4590"
"General Fund","Other Taxes","Genl Fd GG Revenue","Tax BTU Franchise","250000.00","250000.00","2018","2018-1001-100-80010-00000000-00000000-4155-"
"General Fund","Other Taxes","Genl Fd GG Revenue","Tax Natural Gas Franchise","470000.00","470000.00","2018","2018-1001-100-80010-00000000-00000000-4150"
"General Fund","Other Taxes","Genl Fd GG Revenue","Tax Oil & Gas Franchise","27573.00","27573.00","2018","2018-1001-100-80010-00000000-00000000-4151"
"General Fund","Other Taxes","Genl Fd GG Revenue","Tax Telecable Franchise","970000.00","970000.00","2018","2018-1001-100-80010-00000000-00000000-4152"
"General Fund","Other Taxes","Genl Fd GG Revenue","Tax Telephone Franchise","650000.00","650000.00","2018","2018-1001-100-80010-00000000-00000000-4153"
"General Fund","Other Taxes","Genl Fd GG Revenue","Tax Use of Streets","50000.00","50000.00","2018","2018-1001-100-80010-00000000-00000000-4154"
"General Fund","Rents and Royalties","Genl Fd Adamson Lagoon","Rentals","30000","30000","2018","2018-1001-530-81125-AQ733   -00000000-4510"
"General Fund","Rents and Royalties","Genl Fd GG Revenue","P&DS Mineral Interest Royalty","5000.00","5000.00","2018","2018-1001-100-80010-00000000-00000000-4474"
"General Fund","Rents and Royalties","Genl Fd Lincoln Center","Rentals Lincoln Center","24000.00","24000.00","2018","2018-1001-530-81125-CT850   -00000000-4516"
"General Fund","Rents and Royalties","Genl Fd PARD Revenue","Rentals Ball fields","20000.00","20000.00","2018","2018-1001-530-80060-00000000-00000000-4515"
"General Fund","Rents and Royalties","Genl Fd PARD Revenue","Rentals Park Pavilions","40000.00","40000.00","2018","2018-1001-530-80060-00000000-00000000-4517"
"General Fund","Rents and Royalties","Genl Fd PARD Revenue","Rentals WPC Amphitheater","17000.00","17000.00","2018","2018-1001-530-80060-00000000-00000000-4519"
"General Fund","Rents and Royalties","Genl Fd Southwood Pool","Rentals Southwood Pool","7500.00","7500.00","2018","2018-1001-530-81125-AQ731   -00000000-4511"
"General Fund","Rents and Royalties","Genl Fd SW Center   Community","Rentals SW Center","25000.00","25000.00","2018","2018-1001-530-81125-CT870   -00000000-4518-"
"General Fund","Rents and Royalties","Genl Fd Thomas Pool","Rentals Thomas Park Pool","6000.00","6000.00","2018","2018-1001-530-81125-AQ732   -00000000-4512"
"General Fund","Sales Tax","Genl Fd GG Revenue","Tax Local Sales Tax","28526512.00","28526512.00","2018","2018-1001-100-80010-00000000-00000000-4120"
"General Fund","Sales Tax","Genl Fd GG Revenue","Tax Mixed Drink","650000","650000","2018","2018-1001-100-80010-00000000-00000000-4140"
"General Fund","Transfers In-CIP","Genl Fd Non Dept Revenue","Transfer In Streets CIP Fd","303000","303000","2018","2018-1001-910-89000-00000000-00000000-4879"
"General Fund","Utility Transfer","Genl Fd GG Revenue","Utility Transfer Electric","8128956.00","8128956.00","2018","2018-1001-100-80010-00000000-00000000-4750"
"General Fund","Utility Transfer","Genl Fd GG Revenue","Utility Transfer Sanitation","735000.00","735000.00","2018","2018-1001-100-80010-00000000-00000000-4751"
"General Fund","Utility Transfer","Genl Fd GG Revenue","Utility Transfer Wastewater","1510930.00","1510930.00","2018","2018-1001-100-80010-00000000-00000000-4752"
"General Fund","Utility Transfer","Genl Fd GG Revenue","Utility Transfer Water","1561912.00","1561912.00","2018","2018-1001-100-80010-00000000-00000000-4753"
"General Govt Projects Fund","Bond Proceeds","Gen Govt CIP Fd Non Dept Rev","Proceeds Certificates of Oblig","3125000.00","3825000.00","2018","2018-4137-910-89000-00000000-00000000-4050"
"General Govt Projects Fund","Investment Earnings","Gen Govt CIP Fd Non Dept Rev","Investment Income","235000.00","235000.00","2018","2018-4137-910-89000-00000000-00000000-4030"
"General Govt Projects Fund","Misc Non-Operating","Gen Govt CIP Fd Non Dept Rev","Misc Nonoperating Revenue","10000.00","10000.00","2018","2018-4137-910-89000-00000000-00000000-4790-"
"Hotel Tax Fund","Hotel Tax","Hotel Tax Fd Non Dept Rev","Tax Hotel/Motel","5125000.00","5125000.00","2018","2018-3121-910-89000-00000000-00000000-4130"
"Hotel Tax Fund","Investment Earnings","Hotel Tax Fd Non Dept Rev","Investment Income","140000.00","140000.00","2018","2018-3121-910-89000-00000000-00000000-4030"
"Hotel Tax Fund","Misc Non-Operating","Hotel Tax Fd Non Dept Rev","Misc Nonoperating Revenue","10000.00","10000.00","2018","2018-3121-910-89000-00000000-00000000-4790-"
"Juvenile Case Manager Fee Fund","Fines & Penalties","Juv Mgr Fd Revenue","Court Municipal Court Fees","105890.00","105890.00","2018","2018-3009-300-80015-00000000-00000000-4415"
"Juvenile Case Manager Fee Fund","Investment Earnings","Juv Mgr Fd Revenue","Investment Income","1891.00","1891.00","2018","2018-3009-300-80015-00000000-00000000-4030"
"Memorial Cem Endowment Fund","Charges for Services","Mem Endow Fd Non Dept Rev","Sales Cemetery Plots","131188","131188","2018","2018-3352-910-89000-00000000-00000000-4260"
"Memorial Cem Endowment Fund","Investment Earnings","Mem Endow Fd Non Dept Rev","Investment Income","8000.00","8000.00","2018","2018-3352-910-89000-00000000-00000000-4030"
"Memorial Cemetery Fund","Charges for Services","Mem Cem Fd Non Dept Rev","Sales Cemetery Plots","266352","266352","2018","2018-3350-910-89000-00000000-00000000-4260"
"Memorial Cemetery Fund","Investment Earnings","Mem Cem Fd Non Dept Rev","Investment Income","11000.00","11000.00","2018","2018-3350-910-89000-00000000-00000000-4030"
"Neighborhood Park Zone 10 Fund","Contribution Revenue","Neigh Pk Zone 10 Non Dept Rev","Contributions/Donations Misc","23000.00","23000.00","2018","2018-4180-910-89000-00000000-00000000-4572"
"Neighborhood Park Zone 10 Fund","Investment Earnings","Neigh Pk Zone 10 Non Dept Rev","Investment Income","520.00","520.00","2018","2018-4180-910-89000-00000000-00000000-4030"
"Neighborhood Park Zone 11 Fund","Contribution Revenue","Neigh Pk Zone 11 Non Dept Rev","Contributions/Donations Misc","6000.00","6000.00","2018","2018-4181-910-89000-00000000-00000000-4572"
"Neighborhood Park Zone 11 Fund","Investment Earnings","Neigh Pk Zone 11 Non Dept Rev","Investment Income","30.00","30.00","2018","2018-4181-910-89000-00000000-00000000-4030-"
"Neighborhood Park Zone 12 Fund","Contribution Revenue","Neigh Pk Zone 12 Non Dept Rev","Contributions/Donations Misc","1000.00","1000.00","2018","2018-4182-910-89000-00000000-00000000-4572"
"Neighborhood Park Zone 12 Fund","Investment Earnings","Neigh Pk Zone 12 Non Dept Rev","Investment Income","40.00","40.00","2018","2018-4182-910-89000-00000000-00000000-4030"
"Neighborhood Park Zone 13 Fund","Contribution Revenue","Neigh Pk Zone 13 Non Dept Rev","Contributions/Donations Misc","1500.00","1500.00","2018","2018-4183-910-89000-00000000-00000000-4572"
"Neighborhood Park Zone 13 Fund","Investment Earnings","Neigh Pk Zone 13 Non Dept Rev","Investment Income","60.00","60.00","2018","2018-4183-910-89000-00000000-00000000-4030"
"Neighborhood Park Zone 14 Fund","Contribution Revenue","Neigh Pk Zone 14 Non Dept Rev","Contributions/Donations Misc","3000.00","3000.00","2018","2018-4184-910-89000-00000000-00000000-4572"
"Neighborhood Park Zone 14 Fund","Investment Earnings","Neigh Pk Zone 14 Non Dept Rev","Investment Income","160.00","160.00","2018","2018-4184-910-89000-00000000-00000000-4030"
"Neighborhood Park Zone 15 Fund","Contribution Revenue","Neigh Pk Zone 15 Non Dept Rev","Contributions/Donations Misc","23500.00","23500.00","2018","2018-4185-910-89000-00000000-00000000-4572"
"Neighborhood Park Zone 15 Fund","Investment Earnings","Neigh Pk Zone 15 Non Dept Rev","Investment Income","600.00","600.00","2018","2018-4185-910-89000-00000000-00000000-4030"
"Neighborhood Park Zone 1 Fund","Contribution Revenue","Neigh Pk Zone 1 Non Dept Rev","Contributions/Donations Misc","63000.00","63000.00","2018","2018-4171-910-89000-00000000-00000000-4572"
"Neighborhood Park Zone 1 Fund","Investment Earnings","Neigh Pk Zone 1 Non Dept Rev","Investment Income","930.00","930.00","2018","2018-4171-910-89000-00000000-00000000-4030"
"Neighborhood Park Zone 24 Fund","Contribution Revenue","Neigh Pk Zone 24 Non Dept Rev","Contributions/Donations Misc","1000.00","1000.00","2018","2018-4194-910-89000-00000000-00000000-4572"
"Neighborhood Park Zone 24 Fund","Investment Earnings","Neigh Pk Zone 24 Non Dept Rev","Investment Income","60.00","60.00","2018","2018-4194-910-89000-00000000-00000000-4030"
"Neighborhood Park Zone 2 Fund","Contribution Revenue","Neigh Pk Zone 2 Non Dept Rev","Contributions/Donations Misc","3000.00","3000.00","2018","2018-4172-910-89000-00000000-00000000-4572"
"Neighborhood Park Zone 2 Fund","Investment Earnings","Neigh Pk Zone 2 Non Dept Rev","Investment Income","40.00","40.00","2018","2018-4172-910-89000-00000000-00000000-4030"
"Neighborhood Park Zone 3 Fund","Contribution Revenue","Neigh Pk Zone 3 Non Dept Rev","Contributions/Donations Misc","5000.00","5000.00","2018","2018-4173-910-89000-00000000-00000000-4572"
"Neighborhood Park Zone 3 Fund","Investment Earnings","Neigh Pk Zone 3 Non Dept Rev","Investment Income","40.00","40.00","2018","2018-4173-910-89000-00000000-00000000-4030"
"Neighborhood Park Zone 6 Fund","Contribution Revenue","Neigh Pk Zone 6 Non Dept Rev","Contributions/Donations Misc","11000.00","11000.00","2018","2018-4176-910-89000-00000000-00000000-4572"
"Neighborhood Park Zone 6 Fund","Investment Earnings","Neigh Pk Zone 6 Non Dept Rev","Investment Income","10.00","10.00","2018","2018-4176-910-89000-00000000-00000000-4030"
"Neighborhood Park Zone 7 Fund","Contribution Revenue","Neigh Pk Zone 7 Non Dept Rev","Contributions/Donations Misc","5000.00","5000.00","2018","2018-4177-910-89000-00000000-00000000-4572"
"Neighborhood Park Zone 7 Fund","Investment Earnings","Neigh Pk Zone 7 Non Dept Rev","Investment Income","60.00","60.00","2018","2018-4177-910-89000-00000000-00000000-4030"
"Neighborhood Park Zone 9 Fund","Contribution Revenue","Neigh Pk Zone 9 Non Dept Rev","Contributions/Donations Misc","7000.00","7000.00","2018","2018-4179-910-89000-00000000-00000000-4572"
"Neighborhood Park Zone 9 Fund","Investment Earnings","Neigh Pk Zone 9 Non Dept Rev","Investment Income","40.00","40.00","2018","2018-4179-910-89000-00000000-00000000-4030"
"Northgate Parking Fund","Fines & Penalties","NG Pkg Fd Revenue","Fines/Penalties Miscellaneous","90000.00","90000.00","2018","2018-5202-450-80035-00000000-00000000-4435-"
"Northgate Parking Fund","Fines & Penalties","NG Pkg Fd Revenue","Fines/Penalties Parking","227000.00","227000.00","2018","2018-5202-450-80035-00000000-00000000-4436"
"Northgate Parking Fund","Investment Earnings","NG Pkg Fd Revenue","Investment Income","8500.00","8500.00","2018","2018-5202-450-80035-00000000-00000000-4030"
"Northgate Parking Fund","Misc Non-Operating","NG Pkg Fd Revenue","Misc Nonoperating Revenue","9887.00","9887.00","2018","2018-5202-450-80035-00000000-00000000-4790"
"Northgate Parking Fund","Parking Revenue","NG Pkg Fd Revenue","Sales Access Card Fee","4100.00","4100.00","2018","2018-5202-450-80035-00000000-00000000-4240"
"Northgate Parking Fund","Parking Revenue","NG Pkg Fd Revenue","Sales Garage Daily","448000.00","448000.00","2018","2018-5202-450-80035-00000000-00000000-4242"
"Northgate Parking Fund","Parking Revenue","NG Pkg Fd Revenue","Sales Garage Leases Taxable","300000.00","300000.00","2018","2018-5202-450-80035-00000000-00000000-4241"
"Northgate Parking Fund","Parking Revenue","NG Pkg Fd Revenue","Sales Parking Lot Meters","409000.00","409000.00","2018","2018-5202-450-80035-00000000-00000000-4243"
"Northgate Parking Fund","Parking Revenue","NG Pkg Fd Revenue","Sales Street Meters","115000.00","115000.00","2018","2018-5202-450-80035-00000000-00000000-4231"
"Parks Projects Fund","Bond Proceeds","Parks CIP Fd Non Dept Rev","Proceeds Certificates of Oblig","4735000.00","5135000.00","2018","2018-4138-910-89000-00000000-00000000-4050-"
"Parks Projects Fund","Charges for Services","Parks CIP Fd Non Dept Rev","PARD Recreation Programs","96000.00","96000.00","2018","2018-4138-910-89000-00000000-00000000-4480"
