"the_geom","block_face","globalidte","globalid","globalid_1","ns_ew","street_1","from_sor_1","to_nore_1","side_1","location_i","total_sp_1","spaces_by_","space_reg","order_","metered","limits","reg_code","definition","enforce_be","enforce_en","enforce_da","meter_rate","permit_typ","notes","feet","enforcebeg","enforceend","parkingt"
"MULTILINESTRING ((-122.2717879485113 37.80191820426692, -122.27207891272943 37.80203100986556))","131693","{D12FBD48-4392-493E-A028-DE5737F7D921}","{13739EFF-7566-4275-B1BB-30DA4C1C0E9D}","{13739EFF-7566-4275-B1BB-30DA4C1C0E9D}_2","E-W","11th","BROADWAY","FRANKLIN","South","11th from BROADWAY to FRANKLIN , South","3.0","1.0","Yellow Curb","2.0",,,,,,,,,,,"93.5627094091","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.26846749530829 37.801716319505836, -122.26835920832681 37.80190460346875))","131713","{ABEBC225-E96B-4E62-9B8D-73F060179DFA}","{912DEFA4-EF6D-4280-95D6-3AE7B6503664}","{912DEFA4-EF6D-4280-95D6-3AE7B6503664}_4","N-S","HARRISON","13th","12th","West","HARRISON from 13th to 12th , West","8.0","4.0","Meter","4.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"75.3596856874","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.27235956798376 37.80229263684665, -122.27191618944727 37.80212036375838))","131748","{5EE8C34D-D6EA-4F37-B9E9-CCF5AF0AF640}","{EFA37B56-B7DE-450B-BFDF-EF7CF2B81961}","{EFA37B56-B7DE-450B-BFDF-EF7CF2B81961}_5","E-W","11th","FRANKLIN","BROADWAY","North","11th from FRANKLIN to BROADWAY , North","6.0","0.0","No Parking","5.0",,,,,,,,,,,"142.633168032","","",
"MULTILINESTRING ((-122.26647331760739 37.80226327625622, -122.26669604083915 37.80192527287751))","131779","{6E371763-1888-42D7-B162-8FBDB353C88A}","{8E1F127A-295A-43D3-B695-924D0EA78FE3}","{8E1F127A-295A-43D3-B695-924D0EA78FE3}_2","N-S","ALICE","13th","14th","East","ALICE from 13th to 14th , East","7.0","7.0","Meter","2.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"138.881652657","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.26559892073567 37.80206195497779, -122.2663141537685 37.80234068685208))","131780","{6BC8EA15-50B2-4F0F-A6B4-D02A50E4E780}","{629111DA-5988-47A2-8908-047C176422A2}","{629111DA-5988-47A2-8908-047C176422A2}_2","E-W","14th","ALICE","JACKSON","South","14th from ALICE to JACKSON , South","8.0","8.0","Meter","2.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"230.22091676","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.27084924422115 37.80229498477623, -122.27106744295709 37.801951331060486))","131786","{E83937A9-3502-4EDD-8B67-2559C6E8547B}","{280DA9E8-4B7E-490D-AED9-4F51161EFE78}","{280DA9E8-4B7E-490D-AED9-4F51161EFE78}_2","N-S","FRANKLIN","11th","12th","East","FRANKLIN from 11th to 12th , East","8.0","6.0","Meter","2.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"140.115141056","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.2698347101419 37.802008906636274, -122.2703071142906 37.802193633658845))","131787","{7A218DB7-A44B-4F81-93EB-679DE990DBCB}","{E34DD688-AE08-40AF-85D6-71984B96F257}","{E34DD688-AE08-40AF-85D6-71984B96F257}_4","E-W","12th","FRANKLIN","WEBSTER ST","South","12th from FRANKLIN to WEBSTER ST , South","13.0","7.0","Meter","4.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"152.159598963","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.27426159968093 37.801998621485396, -122.27527498825457 37.802411384707746))","131799","{ADFAFF68-513D-4CDD-9865-943B31710736}","{FD0F9D59-D6DF-4973-9129-1CCED1E5908E}","{FD0F9D59-D6DF-4973-9129-1CCED1E5908E}_","E-W","10th","CLAY","WASHINGTON","South","10th from CLAY to WASHINGTON , South","8.0","8.0","Meter","0.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"329.106947801","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.26688568517511 37.80193381278738, -122.26658213504503 37.80239448354294))","131810","{D1A8B257-9424-4652-A3DF-997A912709D2}","{A657C77D-1657-45C3-B6BE-74AD802C9405}","{A657C77D-1657-45C3-B6BE-74AD802C9405}_2","N-S","ALICE","14th","13th","West","ALICE from 14th to 13th , West","9.0","9.0","Meter","2.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"189.283773625","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.2712778034969 37.801922571679775, -122.27120316299317 37.802042017124755))","131814","{21069A25-F1D8-4F58-A1C3-EA2FEFD592FA}","{2F329B46-5A3F-4E9B-AC76-B75E74593467}","{2F329B46-5A3F-4E9B-AC76-B75E74593467}_2","N-S","FRANKLIN","12th","11th","West","FRANKLIN from 12th to 11th , West","6.0","2.0","Meter","2.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"48.5455482559","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.2662173625424 37.80245594072651, -122.2655619967014 37.802200538808805))","131842","{E8FA6DA3-15F5-4BE3-9DED-8A67B6A74CEE}","{C0AA4B42-48CF-4D22-BCC4-1465A7A40505}","{C0AA4B42-48CF-4D22-BCC4-1465A7A40505}_2","E-W","14th","JACKSON","ALICE","North","14th from JACKSON to ALICE , North","9.0","9.0","Meter","2.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"210.950553524","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.2702835212921 37.80233906668095, -122.2701706810035 37.8022950823421))","131846","{4AFE928F-A449-45DA-BFD9-647437FC6325}","{D85ABC0C-5082-4890-8142-69F0B6278576}","{D85ABC0C-5082-4890-8142-69F0B6278576}_3","E-W","12th","WEBSTER","FRANKLIN","North","12th from WEBSTER to FRANKLIN , North","9.0","2.0","Yellow Curb","3.0",,,,,,,,,,,"36.322797433","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.27454970911619 37.80227031387099, -122.2741064354785 37.80208976261068))","131859","{B6AE758F-5153-4795-8AFA-31FF351BF0B3}","{260327B2-A8F7-4EB8-A743-E05350A8F0E1}","{260327B2-A8F7-4EB8-A743-E05350A8F0E1}_3","E-W","10th","WASHINGTON","CLAY","North","10th from WASHINGTON to CLAY , North","15.0","0.0","No Parking","3.0",,,,,,,,,,,"143.957343396","","",
"MULTILINESTRING ((-122.26931323532816 37.80241092476702, -122.26941466748187 37.80223820748513))","131895","{781F8EA8-267E-4FF5-9D32-0477B575492A}","{7C89F8F2-0F3E-471C-B8D1-741C4017F376}","{7C89F8F2-0F3E-471C-B8D1-741C4017F376}_3","N-S","WEBSTER","12th","13th","East","WEBSTER from 12th to 13th , East","9.0","3.0","Yellow Curb","3.0",,,,,,,,,,,"69.3829552658","","",
"MULTILINESTRING ((-122.26824445718412 37.802245384675395, -122.26868628388499 37.802414214632954))","131896","{3AF00BF1-98F0-4342-9D9E-576B83A8CCBB}","{1F387C7C-8469-4118-AC8D-877A38CA7001}","{1F387C7C-8469-4118-AC8D-877A38CA7001}_4","E-W","13th","WEBSTER ST","HARRISON","South","13th from WEBSTER ST to HARRISON , South","13.0","7.0","Meter","4.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"141.681984479","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.2695687554831 37.80230716810509, -122.26934649275668 37.80267161845773))","131933","{0738A5E1-5E8A-49B8-968C-F6F83DC21E49}","{DDDB633D-4FEF-461F-91CC-EAE7A40C9AF2}","{DDDB633D-4FEF-461F-91CC-EAE7A40C9AF2}_2","N-S","WEBSTER","13th","12th","West","WEBSTER from 13th to 12th , West","3.0","0.0","No Parking","2.0",,,,,,,,,,,"147.424937229","","",
"MULTILINESTRING ((-122.26875081245794 37.80259971596784, -122.2684968400275 37.802494195722346))","131947","{5922EAC8-6042-403F-A1CE-E8FCCCC50CFA}","{F6683742-AE00-4F97-B928-25B3A57050ED}","{F6683742-AE00-4F97-B928-25B3A57050ED}_3","E-W","13th","HARRISON","WEBSTER","North","13th from HARRISON to WEBSTER , North","11.0","3.0","Yellow Curb","3.0",,,,,,,,,,,"82.8272392469","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.26756918045855 37.80283028310107, -122.26765926240977 37.80269869949436))","131990","{5F73B58D-4607-4A9F-BE44-E3D86A7BC19E}","{41823C15-5797-4C4E-AE49-956FA787D26B}","{41823C15-5797-4C4E-AE49-956FA787D26B}_5","N-S","HARRISON","13th","14th","East","HARRISON from 13th to 14th , East","7.0","0.0","No Parking","5.0",,,,,,,,,,,"54.5249143407","","",
"MULTILINESTRING ((-122.26682075054273 37.80254106137712, -122.26710768445612 37.8026504129882))","131991","{5EAF266D-1E3F-4AF0-88CA-CB661D56462C}","{ED08AA47-31CC-4CA8-8E0C-F31B58797D02}","{ED08AA47-31CC-4CA8-8E0C-F31B58797D02}_3","E-W","14th","HARRISON","ALICE","South","14th from HARRISON to ALICE , South","13.0","4.0","White Curb","3.0",,,,,,,,,,,"91.9658227127","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.27201577104643 37.80285268024111, -122.27235956798376 37.80229263684665))","132000","{DB1E96B7-696A-4076-922C-E5704BB0204C}","{B00D1C6A-8AD2-4E0B-81D5-D9240D593BFB}","{B00D1C6A-8AD2-4E0B-81D5-D9240D593BFB}_","N-S","BROADWAY","11th","12th","East","BROADWAY from 11th to 12th , East","0.0","0.0","No Parking","0.0",,,,,,,,,,,"226.828786458","","",
"MULTILINESTRING ((-122.2709514417079 37.80244483758417, -122.2712786604208 37.80257022673191))","132001","{B25F5831-C38E-4BA1-8126-01253C651FBC}","{A375E240-A677-4724-94D9-A2FA2800E254}","{A375E240-A677-4724-94D9-A2FA2800E254}_3","E-W","12th","BROADWAY","FRANKLIN","South","12th from BROADWAY to FRANKLIN , South","6.0","0.0","No Parking","3.0",,,,,,,,,,,"104.985900455","","",
"MULTILINESTRING ((-122.27542960987456 37.80247304371816, -122.27582506263569 37.80262739046802))","132008","{8E721F89-C678-4966-B23A-1032B3D394C1}","{640FFE94-7C12-4E19-AAB5-7559ECCE5790}","{640FFE94-7C12-4E19-AAB5-7559ECCE5790}_3","E-W","10th","JEFFERSON","CLAY","South","10th from JEFFERSON to CLAY , South","0.0","5.0","Meter","3.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour","J",,"127.326663204","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.26810057167839 37.802342795297605, -122.2678268306262 37.80274188797377))","132017","{BFEE397A-792A-4AEE-BE24-2C22751C1E32}","{ABB2F09C-DAA1-443F-A904-303B7429C079}","{ABB2F09C-DAA1-443F-A904-303B7429C079}_2","N-S","HARRISON","14th","13th","West","HARRISON from 14th to 13th , West","7.0","7.0","Meter","2.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"165.446151573","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.27251472769454 37.802353439244854, -122.27217100801236 37.80291336009599))","132026","{3486AE01-B1D0-4F5A-8462-09E7886D14BA}","{CD380A74-8393-4969-B645-955BD833A0E6}","{CD380A74-8393-4969-B645-955BD833A0E6}_","N-S","BROADWAY","12th","11th","West","BROADWAY from 12th to 11th , West","0.0","0.0","Bus Stop","0.0",,,,,,,,,,,"226.778863791","","",
"MULTILINESTRING ((-122.26748988437183 37.80295235470713, -122.2672229387175 37.80284952830027))","132050","{1B537ABD-E787-4268-808F-7343C6B70E03}","{9AA8A7F3-D73B-47E8-9711-BA0A1BF606DE}","{9AA8A7F3-D73B-47E8-9711-BA0A1BF606DE}_5","E-W","14th","ALICE","HARRISON","North","14th from ALICE to HARRISON , North","9.0","0.0","Bus Stop","5.0",,,,,,,,,,,"85.7320241022","","",
"MULTILINESTRING ((-122.2713687794845 37.802757239483874, -122.27091747368789 37.80258430143004))","132058","{3D05AB1D-2F3B-4988-8361-5D9A216FF563}","{7C15931E-DA26-4B6E-8618-B8D84F170538}","{7C15931E-DA26-4B6E-8618-B8D84F170538}_2","E-W","12th","FRANKLIN","BROADWAY","North","12th from FRANKLIN to BROADWAY , North","9.0","7.0","Meter","2.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"144.798004388","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.27639082160162 37.80300122304071, -122.2753527338492 37.802596057087406))","132061","{85EC3564-46AF-4CCE-AECE-781EAE69D790}","{E0287A9D-C5ED-4507-9228-F2160DC49222}","{E0287A9D-C5ED-4507-9228-F2160DC49222}_","E-W","10th","CLAY","JEFFERSON","North","10th from CLAY to JEFFERSON , North","18.0","18.0","Unmarked","0.0",,,,,,,,,,,"334.238803177","","",
"MULTILINESTRING ((-122.27037430557881 37.80307370710557, -122.27054494809303 37.8027941440893))","132094","{1EF76F08-58FE-4DA3-A8AD-C28019300363}","{EA61F177-929F-4935-A2D2-FE700921A27B}","{EA61F177-929F-4935-A2D2-FE700921A27B}_5","N-S","FRANKLIN","12th","13th","East","FRANKLIN from 12th to 13th , East","8.0","4.0","Alameda County Placards Only","5.0",,,,,,,,,,,"113.105529318","","",
"MULTILINESTRING ((-122.26945955617624 37.802715560201996, -122.2698201677877 37.80285570968633))","132095","{FCB228FF-762E-403C-A750-DC39313C7C88}","{60223DF7-B5C1-4F0B-9B28-6FC980A1CD4E}","{60223DF7-B5C1-4F0B-9B28-6FC980A1CD4E}_5","E-W","13th","FRANKLIN","WEBSTER ST","South","13th from FRANKLIN to WEBSTER ST , South","9.0","4.0","Meter","5.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"116.012273541","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.2707511126929 37.80277138738994, -122.27062042943548 37.802985489134336))","132116","{393C1C0A-2F12-4809-92BA-A80499F3E6EC}","{DED273A6-8FE5-4C70-A1C5-0EF4FC35137C}","{DED273A6-8FE5-4C70-A1C5-0EF4FC35137C}_4","N-S","FRANKLIN","13th","12th","West","FRANKLIN from 13th to 12th , West","7.0","4.0","Yellow Curb","4.0",,,,,,,,,,,"86.6209425163","","",
"MULTILINESTRING ((-122.27001607245877 37.80308665363915, -122.26938871252618 37.80284122388905))","132142","{A46640EF-F5E7-42C7-899C-8D6E15A5E9EC}","{DE37C951-99CE-4FB6-86E6-B335A78F3325}","{DE37C951-99CE-4FB6-86E6-B335A78F3325}_2","E-W","13th","WEBSTER","FRANKLIN","North","13th from WEBSTER to FRANKLIN , North","10.0","10.0","Meter","2.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"202.086010598","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.26880000600775 37.80323107699856, -122.26889669753047 37.803077531807034))","132184","{61ADD699-21E7-4C4E-9D08-859CEA5952F2}","{E6B4FFD2-8798-4296-9533-C4F2BB9F2BAE}","{E6B4FFD2-8798-4296-9533-C4F2BB9F2BAE}_4","N-S","WEBSTER","13th","14th","East","WEBSTER from 13th to 14th , East","7.0","4.0","Meter","4.0","Y","30-min",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"62.4999040615","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.26841230235344 37.80316267472175, -122.268757162896 37.80329911121084))","132185","{E2F978E5-CF94-4AB8-BA03-4A7674FAC285}","{C4C1A53F-DC62-4C95-B51D-513D42657732}","{C4C1A53F-DC62-4C95-B51D-513D42657732}_1","E-W","14th","WEBSTER ST","HARRISON","South","14th from WEBSTER ST to HARRISON , South","10.0","5.0","Meter","1.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"111.333035744","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.2766238077554 37.80294039917264, -122.27692064885449 37.80306105458778, -122.27709874884275 37.80313345625959, -122.27733344988039 37.803228856067996, -122.27765181461372 37.803358283844425))","132205","{9F95CE2E-DD9F-4E28-9677-B7C46DD38A0F}","{8804308E-7CED-4421-ACAD-1A7100DF1A80}","{8804308E-7CED-4421-ACAD-1A7100DF1A80}_","E-W","10th","MLK JR WAY","JEFFERSON","South","10th from MLK JR WAY to JEFFERSON , South","13.0","13.0","No Meter","0.0",,"2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Fri",,"J",,"333.712653815","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.26910489667169 37.803055623153384, -122.26891222379213 37.80336007531918))","132206","{E0169EE8-6D50-4350-9EF6-94AFC3D11520}","{7F4F4156-358C-4E87-917B-91063C40FA06}","{7F4F4156-358C-4E87-917B-91063C40FA06}_1","N-S","WEBSTER","14th","13th","West","WEBSTER from 14th to 13th , West","3.0","0.0","No Parking","1.0",,,,,,,,,,,"124.048990583","","",
"MULTILINESTRING ((-122.26851008127709 37.80335471367088, -122.26785036213907 37.80309172860097))","132234","{89931F0E-83E8-4056-99DC-66D24D97EB08}","{4CDFA832-D896-4B53-8BF5-7886B897B7B6}","{4CDFA832-D896-4B53-8BF5-7886B897B7B6}_2","E-W","14th","HARRISON","WEBSTER","North","14th from HARRISON to WEBSTER , North","13.0","10.0","Meter","2.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"213.303378666","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.27749639728418 37.803449380988475, -122.27725454276415 37.803351057614094, -122.27703340988054 37.803261170801626))","132261","{6A1FD9CF-0A47-4F5D-851D-51232B2EE170}","{11BA3595-4D6E-4F31-88C5-A0FC7198C05C}","{11BA3595-4D6E-4F31-88C5-A0FC7198C05C}_4","E-W","10th","JEFFERSON","MLK JR WAY","North","10th from JEFFERSON to MLK JR WAY , North","22.0","12.0","Meter","4.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"150.296095597","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.27160218489293 37.803550234010885, -122.27175885670358 37.80328507828803))","132293","{0B32B5BE-DB73-47B2-AF39-4B7DAE62D58C}","{3C82970A-98B5-4B3D-BB05-A5044B6E2FD6}","{3C82970A-98B5-4B3D-BB05-A5044B6E2FD6}_4","N-S","BROADWAY","12th","13th","East","BROADWAY from 12th to 13th , East","4.0","0.0","No Parking","4.0",,,,,,,,,,,"106.633104275","","",
"MULTILINESTRING ((-122.27065641770527 37.80318355450779, -122.27126803137014 37.80342156035236))","132294","{4E2C8B2E-AB91-45B8-8399-0F8941F44650}","{4504FED3-C0F9-4B6A-B0E7-AF2BF70B1776}","{4504FED3-C0F9-4B6A-B0E7-AF2BF70B1776}_3","E-W","13th","BROADWAY","FRANKLIN","South","13th from BROADWAY to FRANKLIN , South","11.0","5.0","Meter","3.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"196.810012915","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.27520571467147 37.8032624583371, -122.27579618567495 37.80348971703826))","132307","{2BFC5349-0D35-49FA-8E14-53187B5470B2}","{877F678A-0876-41E2-8EDA-3BE8F9C3D771}","{877F678A-0876-41E2-8EDA-3BE8F9C3D771}_2","E-W","11th","JEFFERSON","CLAY","South","11th from JEFFERSON to CLAY , South","11.0","9.0","Meter","2.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"189.604205072","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.27209654935342 37.80303731460881, -122.27170897571564 37.80367929001286))","132313","{AE534A0E-5C5A-42D9-9632-A18155022FD3}","{9559F417-57E6-46CB-A141-708CD149C447}","{9559F417-57E6-46CB-A141-708CD149C447}_","N-S","BROADWAY","13th","12th","West","BROADWAY from 13th to 12th , West","0.0","0.0","No Parking","0.0",,,,,,,,,,,"259.193145864","","",
"MULTILINESTRING ((-122.27131152443064 37.8035896377028, -122.2709714714438 37.803457196039474))","132330","{35864E29-B2E1-44BC-BB62-35D89B9CCEF3}","{E4EC8602-606D-4159-B682-433D634AE445}","{E4EC8602-606D-4159-B682-433D634AE445}_4","E-W","13th","FRANKLIN","BROADWAY","North","13th from FRANKLIN to BROADWAY , North","12.0","4.0","Meter","4.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"109.44272314","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.27568419665205 37.80359922230709, -122.27522353155605 37.80342192091316))","132341","{243F17A2-A4FB-4666-8772-027BFE143065}","{05EEDB6A-5676-4C8F-AD5A-8FA77156EDA9}","{05EEDB6A-5676-4C8F-AD5A-8FA77156EDA9}_2","E-W","11th","CLAY","JEFFERSON","North","11th from CLAY to JEFFERSON , North","6.0","0.0","No Parking","2.0",,,,,,,,,,,"147.922757919","","",
"MULTILINESTRING ((-122.26999335937145 37.803674778451004, -122.27008681846031 37.803527938415975))","132358","{85BE34DC-B9B3-4A82-94B8-1F9FB9CE0C2B}","{8579F4D4-EAD8-4908-9E0C-021162889E90}","{8579F4D4-EAD8-4908-9E0C-021162889E90}_4","N-S","FRANKLIN","13th","14th","East","FRANKLIN from 13th to 14th , East","6.0","3.0","Meter","4.0","Y","30-min",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"59.8989165643","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.2690904742129 37.80342984265953, -122.26980021636886 37.80370763225876))","132359","{EE436439-1FA2-464D-8E06-A237713A3288}","{345F94AC-FF09-4570-9B5A-888346963B62}","{345F94AC-FF09-4570-9B5A-888346963B62}_2","E-W","14th","FRANKLIN","WEBSTER ST","South","14th from FRANKLIN to WEBSTER ST , South","11.0","11.0","Meter","2.0","Y","30-min",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"228.642696762","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.27299074402934 37.803240202198424, -122.27314754679477 37.80330271403688, -122.27386604361354 37.8035892126707, -122.27435835205547 37.80378544202435))","132373","{1549F91D-0FE4-4B96-9D84-F65FEA3272BA}","{103B1795-A7AC-4E21-9332-44F20CFC4A02}","{103B1795-A7AC-4E21-9332-44F20CFC4A02}_2","E-W","12th","CLAY","BROADWAY","South","12th from CLAY to BROADWAY , South","30.0","22.0","Meter","2.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"442.190913396","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.27780641377579 37.80342004143288, -122.27880852579774 37.803813034541236))","132375","{05D0470D-BD12-4A5B-893B-A02B5BEC105E}","{ED13B8A5-5896-4E00-B261-9EECB3B3EE74}","{ED13B8A5-5896-4E00-B261-9EECB3B3EE74}_","E-W","10th","CASTRO","MLK JR WAY","South","10th from CASTRO to MLK JR WAY , South","12.0","12.0","Unmarked","0.0",,,,,,,,,,,"322.953533822","","",
"MULTILINESTRING ((-122.27032198680529 37.803455954333806, -122.27020915272233 37.80364041041933))","132385","{F0B01B06-208B-4343-9C40-D474A5D29CB4}","{30145AA2-5008-4076-B25C-3A3FC2689336}","{30145AA2-5008-4076-B25C-3A3FC2689336}_3","N-S","FRANKLIN","14th","13th","West","FRANKLIN from 14th to 13th , West","9.0","4.0","Yellow Curb","3.0",,,,,,,,,,,"74.6578244451","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.26948224932232 37.80373571225513, -122.268967845861 37.80353491260933))","132410","{CA5DAD82-4364-4D28-BED2-DD3731612C19}","{16D49926-0AFF-417E-99A6-89D8F257726D}","{16D49926-0AFF-417E-99A6-89D8F257726D}_2","E-W","14th","WEBSTER","FRANKLIN","North","14th from WEBSTER to FRANKLIN , North","7.0","6.0","Meter","2.0","Y","30-min",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"165.628276452","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.27374390020452 37.80369228159267, -122.27306984611589 37.80342540236669, -122.27293432193615 37.80337137341774))","132424","{F9A6755D-32E2-42AF-B5FF-67E0C1841797}","{38CE68FF-0BBB-4D72-BC52-67E0ECE33495}","{38CE68FF-0BBB-4D72-BC52-67E0ECE33495}_4","E-W","12th","BROADWAY","CLAY","North","12th from BROADWAY to CLAY , North","23.0","13.0","Meter","4.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"261.459672556","8:00 AM","6:00 PM",
