"company_name","address","swam_type","swam_cert","expiration_date","designation","vendor","contact_name","email","contact_numbers","nigp_code_1","nigp_code_2","nigp_code_3","nigp_code_4","nigp_code_5","nigp_code_6","nigp_code_7","nigp_code_8","nigp_code_9","nigp_code_10","nigp_code_11","nigp_code_12"
"JUPITER ASSOCIATES,LLC","308 WELSH CIRCLE CHESTER SPRINGS 19425","MS","649227","10/8/2017",,"HCS","PRADEEP BANSAL","JUPIAS@VERIZON.NET","(P) (610)283-2560 / (F) (610)321-0427","71510 BOOKS, PUBLICATIONS, TEACHING VIDEOS, CD-ROMS, MAPS, AND SUBSCRIPTION FULFILLMENT.",,,,,,,,,,,
"DIVERSIFIED EDUCATIONAL SYSTEMS, INC.","P.O. BOX 368 MIDDLEBURG 20118","S","654472","3/11/2019",,"707","MARK E. WYATT","INFO@DES.COM","(P) (540)687-7060 / (F) (540)687-7063","92400 EDUCATIONAL SERVICES",,,,,,,,,,,
"Claydon Associates dba Exhibit Marketing Solutions","11872 Canon Blvd., Suite B Newport News 23606","WS","651373","3/3/2019","Micro-Business","57527","Gail Claydon","gclaydon@ems1inc.com","(P) (757) 596-6595 / (F) (757) 596-6597","71530 Display and exhibit products",,,,,,,,,,,
"IDENTITY MARKETING & PROMOTIONAL, LLC","801 BUTLER ST., STE. 2 CHESAPEAKE 23323","WS","681226","11/17/2018",,"100190","KAREN DUNN","KAREND@IDMKTGPROMO.COM","(P) (757)777-5323 / (F) (757)966-2113","3752 SPECIALITY ADVERTISING","96546 GRAPHIC DESIGN","96600 PRINTING","91501 ADVERTISING AGENCY SERVICES",,,,,,,,
"SILENT SECURITIES INC dba SECURITY 101","2148 BIERCE DR VIRGINIA BEACH 23454","WS","708749","9/30/2017","Micro-Business","105285","SUSAN HUNTER","SHUNTER@SECURITY101.COM","(P)  (757)754-1544 / (F)","99050 INSTALLATION OF SECURITY AND ALARM EQUIPMENT","99022 CARD ACCESS SECURITY SERVICES","99080 SURVEILLANCE SERVICES","93673 SECURITY SYSTEMS INTRUDER AND SMOKE DETECTION AND ENGINEERING","90678 SECURITY SYSTEMS INTRUDER AND SMOKE DETECTION - ARCHITECTURAL","68002 ACCESS CONTROL SYSTEMS AND SECURITY SYSTEMS","68087 SURVEILLANCE CAMERAS AND COUNTER-SURVEILLANCE EQUIPMENT AND SUPPLIES","83883 TELECOMMUNICATION (INTERNET PROTOCOL) NETWORK MONITORING, SURVEILLANCE, INTRUSION DETECTION SYSTEMS AND NETWORKING PRODUCTS","84084 VIDEO AND AUDIO SYSTEMS, ACCESSORIES AND PARTS (CLOSED CIRCUIT TV) (INCLUDING SURVEILLANCE TYPE)",,,
"BIG TOP ENTERTAINMENT, INC.","536 INDUSTRIAL PARK NEWPORT NEWS 23608","S","659776","8/15/2019",,"HCS","DAVID KIEDINGER","ACCOUNTING@BIGTOPENTERTAINMENT.BIZ","(P) (757)875-0505 / (F) (757)875-0802","3700 PARTY EQUIPMENT RENTAL & PLANNING",,,,,,,,,,,
"TSRC, Inc. dba T/A The Supply Room Companies","PO Box 1810 Ashland 23005","WS","6360","6/9/2019",,"2270","Patricia W.  Barber","pbarber@thesupplyroom.com","(P) (804) 412-1200 / (F) (804) 752-0072","61500 Office Supplies","42500 Office Furniture","3752 Novelties and Advertising Specialty Products","3778 Souvenirs: Promotional, Advertising, Etc.",,,,,,,,
"McKendree Services, Inc. dba McKendree Services","13 S Juniper Street Hampton 23669","S","691723","5/2/2017",,"82177","Susanna  McKendree","mckendreeservicesinc@hotmail.com","(P) (757) 262-6099 / (F) (757) 637-7737","98836 GROUNDS MAINTENANCE SERVICES",,,,,,,,,,,
"ACCOMPONG ENGINEERING GROUP, LLC","9510 IRON BRIDGE ROAD, SUITE 200 CHESTERFIELD 23832","MS","678765","5/19/2018","Micro-Business","101647","CONRAD  SCOTT","cscott@accompongengineering.com","(P) (804)687-2053 / (F) (804)715-4594","92500 PROFESSIONAL ENGINEERING SERVICES","91842 CIVIL ENGINEERING","92593 TRAFFIC AND TRANSPORTATION ENGINEERING","92558 IRRIGATION, DRAINAGE, FLOOD CONTROL ENGINEERING","92549 HIGHWAYS, STREETS, PARKING LOTS - ENGINEERING",,,,,,,
"KSO Design, LLC","33 Channel Lane Hampton 23664","WS","675687","3/14/2018","Micro-Business","46310","Kelly Oneill","ksodesign@cox.net","(P) 757-850-3946 / (F) 757-850-3946","965 Printing Preparations:  Etching, Photoengraving, and Preparation of Mats, Negatives (graphic design services for printing)",,,,,,,,,,,
"MIDLOTHIAN BUSINESS FORMS LLC","15099 HOLLY STREET ONANCOCK 23417","WS","10942","4/9/2017","Micro-Business","51377","Patricia Bevilacqua","phbev@yahoo.com","(P) (804)358-9667 / (F) (877)534-3366","395 PRINTING, BUSINESS FORMS, LABELS",,,,,,,,,,,
"BACKUS AERIAL PHOTOGRAPHY, INC.","5192 W. MILITARY HWY CHESAPEAKE 23321","S","9834","8/7/2017",,"HCS","GARY BACKUS","GARY@BACKUSAIR.COM","(P) (757)488-0324 / (F) (757)488-4872","90505 AERIAL PHOTOGRAPHY",,,,,,,,,,,
"Web Teks, Inc.","676 Independence Pkwy, Suite 120 Chesapeake 23320","WS","647212","7/24/2017",,"93022","Dyanne Walker","dyanne@webteks.com","(P) 578-4923 / (F) 578-4996","208 Computer software for microcomputers (business, database, integrated, internet and web site, personnel, POS and programming software)","918 Consulting services",,,,,,,,,,
"RE REPLACEMENT PARTS","P. O. BOX 3561 PETERSBURG 23805","MS","2890","4/20/2019","Micro-Business","102755","RAYMOND EVERETT","ADMIN@REPARTSINC.COM","(P) (804)862-9663 / (F) (804)863-4431","67000 PLUMBING EQUIPMENT, FIXTURES & SUPPLIES; PLUMBING PARTS; PLUMBING SUPPLIES",,,,,,,,,,,
"MSB Coach, LLC","2390 Old Lynchburg Road Charlottesville 22903","WS","674500","2/20/2018",,"96803","Michelle Braden","info@msbcoach.com","(P) 804-502-4319 / (F)","918 Consulting Services (business and executive coaching; specialize in all levels of leadership development and high performance team building)",,,,,,,,,,,
"AAA ELECTRICAL CONTRACTING, INC.","601 COPELAND DRIVE HAMPTON 23661","S","706575","4/22/2017",,"10","STEWART GOFF","TGOFF@AAAELECTRICAL.HRCOXMAIL.COM","(P) (757)826-5001 / (F) (757)827-5087","28000 ELECTRICAL CONTRACTING SERVICES",,,,,,,,,,,
"INDEPENDENT LIGHTING CORP.","PO BOX 2585 CHESAPEAKE 23450","S","655863","3/28/2019",,,"JENNIFER PLEACHER","jennp@independentlighting.com","(P) (757)468-5448 / (F) (757)468-1514","28554 LIGHTING FIXTURES, INDOOR: ALL KINDS AND PARTS (INCLUDING LAMPHOLDERS AND RECYCLED TYPES)","28555 LIGHTING, AREA, POLE OR STANDARD MOUNTED (PARKING LOTS, ETC.)","28556 LIGHTING FIXTURES, OUTDOOR: FLOODLIGHTS, SPOTLIGHTS, YARD LIGHTS, AND ALL OTHER WEATHERPROOF FIXTURES (EXCEPT STREETLIGHTS) (INCLUDING RECYCLED TYPES)","55750 LAMPS/LIGHTING, LENS, AND SIGNALS, INTERIOR AND EXTERIOR","55955 LAMPS/LIGHTING, INTERIOR AND EXTERIOR","85550 LIGHTING INSTRUMENTS: BORDER AND CYCLORAMA STRIPLIGHTS, FOLLOW SPOTLIGHTS, FLOODLIGHTS, SPECIAL EFFECTS LIGHTING, SPOTLIGHTS, ETC.","93153 LIGHTING FIXTURES, MAINTENANCE AND REPAIR","98854 LIGHTING SERVICES FOR PARKS, ATHLETIC FIELDS, PARKING LOTS, ETC.",,,,
"SOUTHWEST VIRGINIA JANITOR & SUPPLY LTD.","2222 MELROSE AVENUE, NW ROANOKE 24017","MS","10235","1/7/2018","Micro-Business","HCS","ROBERT SULLIVAN, JR.","RWS66@YAHOO.COM","(P) (540)354-1430 / (F) (540)342-8079","91039 JANITORIAL/CUSTODIAL SERVICES","28550 FLUORESCENT LIGHT BULBS AND OTHER BULBS","66524 GARBAGE CAN LINERS AND OTHER LINERS","64050 PAPER PRODUCTS, TISSUES, ETC.","64060 PLASTIC & STYROFOAM PRODUCTS","64075 TOILET TISSUE, PAPER TOWELS, ETC.","48586 HAND SOAP BAR, LIQUID AND POWDERED","48594 WASTE RECEPTACLES","48554 FLOOR POLISH & WAXES","48555 FLOOR STRIPPER & CLEANERS","48564 JANITOR CARTS & BAGS",
"JOHN DAVENPORT ENGINEERING, INC.","900 COMMONWEALTH PLACE, SUITE 207 VIRGINIA BEACH 23464","MS","8710","6/1/2018",,,"ROB SIMMONS","RSIMMONS@DAVENPORTWORLD.COM","(P) (757) 216-1366 / (F) (336) 458-9377","92549 HIGHWAYS, STREETS, AIRPORT PAY-PARKING LOTS - ENGINEERING","92593 TRANSPORTATION ENGINEERING SERVICES",,,,,,,,,,
"HANBURY EVANS WRIGHT VLATTAS + COMPANY","120 ATLANTIC STREET NORFOLK 23510","S","660537","4/13/2019",,"21084","ANGELA BAILEY","ABAILEY@HEWV.COM","(P) (757)321-9600 / (F) (757)321-9601","90600 ARCHITECTURAL SERVICES, PROFESSIONAL","90607 ARCHITECT SERVICES, PROFESSIONAL","90656 LANDSCAPE ARCHITECTURE","90657 LAND DEVELOPMENT AND PLANNING - ARCHITECTURAL","90648 HISTORICAL PRESERVATION","95630 HISTORICAL STUDIES AND SERVICES","90666 PLANNING, SITE (INSTALLATION AND PROJECT)",,,,,
"ALPHA MUSIC, INC","3234 VIRGINIA BEACH BLVD VIRGINIA BEACH 23452","S","659101","8/18/2019","Micro-Business","HCS","DEBORAH L. HANCOCK","ERIC@ALPHA-MUSIC.COM","(P) (757)486-2001 / (F) (757)486-7027","58000 MUSICAL INSTRUMENTS, ACCESSORIES, AND SUPPLIES","80300 SOUND SYSTEMS, COMPONENTS, AND ACCESSORIES: GROUP INTERCOM, MUSIC, PUBLIC ADDRESS, ETC.","58025 ELECTRONIC MUSICAL INSTRUMENTS: ELECTRONIC ORGANS, SYNTHESIZERS, VISUALIZERS, ETC","80345 MUSIC SYSTEMS AND COMPONENTS: AMPLIFIERS, MIXERS, PREAMPLIFIERS, TUNERS, TURNTABLES, ETC.","99870 MUSICAL EQUIPMENT",,,,,,,
"CATAPULT PARENT EDUCATION, LLC","P.O.BOX 3408, HAMPTON, VA   23663","MS","717315","11/3/2018",,,"DARLENE D.M. WALKER","DWALKER.CATAPULTPARENT@GMAIL.COM","(P) (757)532-4369","95200�HUMAN SERVICES",,,,,,,,,,,
"The Technical Services Group, PLC","133 Kings Way, Suite 201 Hampton 23669","MS","647484","1/5/2017",,"44289","Lambert B. Logan","lblogan@ttsgplc.com","(P) (757) 224-0105 / (F) (757) 224-0220","92517 CIVIL ENGINEERING SERVICES","92523 DAM ENGINEERING","92528 DRAINAGE ENGINEERING","92533 ENGINEER SERVICES, PROFESSIONAL","92537 FACILITIES DESIGN SERVICES, ENGINEERING","92558 IRRIGATION, DRAINAGE, FLOOD CONTROL/ENGINEERING","92561 LAND DEVELOPMENT AND PLANNING/ENGINEERING","92570 MUNICIPAL ENGINEERING","92583 SANITARY ENGINEERING","92587 SEWAGE COLLECTION, TREATMENT, AND DISPOSAL ENGINEERING",,
"DP STUDIO dba DP STUDIO","15023 Crown Point Road Moseley 23120","WS","649206","12/2/2016","Micro-Business","99815","Dennis Papa","dennispapa@comcast.net","(P) (804) 402-0446 / (F) (804) 639-3531","91843 ENVIRONMENTAL CONSULTING","91813 ASBESTOS CONSULTING","91838 EDUCATION & TRAINING CONSULTING","91842 ENGINEERING CONSULTING","92416 COURSE DEVELOPMENT",,,,,,,
"ABD CONSTRUCTION, INC.","502 ROARING SPRINGS CIRCLE HAMPTON 23663","MS","714866","5/8/2018","Micro-Business",,"ROSIBEL  AGUILAR","ABDCONSTRUCTIONINC@GMAIL.COM","(P) (757)303-0481 / (F) (757)224-2626","90900 BUILDING CONSTRUCTION SERVICES","90960 MAINT. AND REPAIR INDUST. BLDG","90961 MAINT. AND REPAIR NON-IND. BLDG","90963 MAINT. AND REPAIR COM & IND BLDG","90966 MAINT . AND REPAIR EDUCATION BLDGS","91464 PLASTERING/DRYWALL","91461 PAINTING","91473 ROOFING AND SIDING","90954 HOME CONSTRUCTION",,,
"SOSMETAL PRODUCTS, INC. dba SOSMETAL PRODUCTS","2945 E. Tioga Street Philadelphia 19134","S","694347","8/26/2017",,"30030","Lou Lessen","LLESSEN@SOSMETAL.COM","(P) (215) 739-6200 / (F) (215) 739-7224","6000 AUTOMOTIVE REPAIR PARTS","5500 AUTOMOTIVE ACCESSORIES","44500 HAND TOOLS","45000 HARDWARE","46000 INDUSTRIAL SUPPLIES","65900 PIPE AND TUBING FITTINGS","500 ABRASIVES","67500 CHEMICALS","7500 AUTOMOTIVE SHOP SUPPLIES","89500 WELDING SUPPLIES",,
"4 Kees, Inc.(The)","744 VILLAGE GREEN PKWY NEWPORT NEWS 23602","WS","687999","6/26/2017",,"HCS","CONRAD KEESECKER","CAKHEAD@VERIZON.NET","(P) (757)249-3516 / (F) (757)249-3517","80562 TRAVERSE CLIMBING WALLS","80557 GYMNASIUM EQUIPMENT/CLIMBING WALLS","80543 CLIMBING EQUIPMENT",,,,,,,,,
"Environmental Engineering & Technology, Inc.","712 Gum Rock Court Newport News 23606","S","9330","5/9/2017",,"49014","Kimberly  Bonilla","kbonilla@eetinc.com","(P) (757) 873-1534 / (F) (757) 873-2392","925 CONSULTING ENVIRONMENTAL ENGINEERS",,,,,,,,,,,
"US FLAG & SIGNAL COMPANY","802 FIFTH ST PORTSMOUTH 23704","WS","660792","8/16/2019",,"HCS","ED CAPPS","ECAPPS@FLAGMAKER.COM","(P) (757)213-3419 / (F) (757)497-1819","35000 FLAG, FLAG POLES, BANNERS AND ACCESSORIES","25035 FLAGS, COUNTY","35040 FLAGS, INTERNATIONAL AND SPECIAL OCCASION","35045 FLAGS, MUNICIPAL, SCHOOL, DEPARTMENTAL, AGENCY, ETC","35060 FLAGS, SAFETY AND WARNING (ANY COLOR)","35070 FLAGS, STATE AND U.S.: COTTON, NYLON, POLYESTER","35072 FLAGS, STATE AND U.S. (PRESENTATION): NYLON, RAYON",,,,,
"HyperGen, Inc.","7810 Carvin Street Roanoke 24019","WS","650014","7/2/2018",,"96829","Sherry Z. Dyer","sales@hypergeninc.com","(P) 5409926500 / (F) 5409926563","208 Computer Software for Microcomputer -PreProgammed (expert system software)","209 Computer Software for Mini and Mainframe Computers - Preprogrammed  (database software)","918 Consulting Services (consulting services, computer software consulting)","902 Data Processing, Computer, and Software Services (applications software and micocomputer, applications systems,  programming services, computer, software maintenance/support, software updating services, support services computer)",,,,,,,,
"HOWELL DESIGN INC. dba HOWELL CREATIVE GROUP","4350 New Town Avenue, Suite 201 Williamsburg 23188","WS","651800","9/15/2019","Micro-Business","104658","Kathy Howell","kathy@howellcreativegroup.com","(P) (757) 253-1452 / (F) (757) 229-7015","91500 COMMUNICATIONS AND MEDIA RELATED SERVICES","96153 MARKETING SERVICES","91876 MARKETING CONSULTING","91500 COMMUNICATION & MEDIA RELATED SERVICES","91503 ADVERTISING/PUBLIC RELATIONS","91807 NEWSPAPER & PUBLICATION ADVERTISING","96546 GRAPHIC DESIGN SERVICES FOR PRINTING","91522 COMMUNICATION MARKETING SERVICES","91826 COMMUNICATION PUBLIC RELATIONS CONSULTING","91501 ADVERTISING AGENCY SERVICES",,
"CARTER-MCGOWAN SERVICES LLC dba CARTER-MCGOWAN SERVICES LLC","PO Box 364 King George 22485","MS","699697","5/6/2018","Micro-Business","103680","Nikkia Carter","SERVICE@CARTERMCGOWANSERVICES.COM","(P) (540) 693-0578 / (F) (866) 721-6085","91871 IT CONSULTING","91829 COMPUTER SOFTWARE CONSULTING","92040 PROGRAMMING SERVICES, COMPUTER","92091 TRAINING, COMPUTER BASED (SOFTWARE SUPPORTED)","92021 DATA ENTRY SERVICES","92026 DESKTOP PUBLISHING SERVICES",,,,,,
"IVY BROTHERS","1028 PERKINS LANE ELIZABETH CITY 27909","WS","657838","3/25/2017",,"67228","IVY BROTHERS","IBROTHERS@NETSCAPE.COM","(P) (252)796-7288 / (F) (252)338-3824","96167 SIGN LANGUAGE INTERPRETER",,,,,,,,,,,
"PRECISION MEASUREMENTS, INC.","851 SEAHAWK CIRCLE, SUITE 103 VIRGINIA BEACH 23452","WS","5346","10/1/2017",,"51983","DIANNE L. GUY","DGUY@PRECISIONMEASUREMENTS.COM","(P) (757)368-0945 / (F)  (757)368-9375","92586 SURVEYOR SERVICES, LAND","20654 GEOGRAPHIC INFORMATION SYSTEMS","96252 MAPPING SERVICES (INCLUDING CARTOGRAPHY AND SURVEYING SERVICES, NOT AERIAL",,,,,,,,,
"HOYLE APPLIANCE & REFRIGERATION SVC, LLC DBA HOYLE APPLIANCE & HVAC SVC, LLC","125 SEA TRACE CT #201 VIRGINIA BEACH 23451","MS","708848","2/10/2017",,"HCS","TERRY  HOYLE","THOYLE62@YAHOO.COM","(P) (757)373-3613 / (F)","4500 MOBILE APPLIANCE REPAIR","3100 HVAC, PARTS",,,,,,,,,,
"ARIEL PATHWAYS LLC","999 WATERSIDE DR STE 2525 NORFOLK 23510","WS","716033","7/14/2018",,,"JANET D.  COX","janet.cox@arielpathways.com","(P) (757)777-3858 / (F)","91875 MANAGEMENT CONSULTING","91883 ORGANIZATIONAL DEVELOPMENT CONSULTING","91838 EDUCATION AND TRAINING CONSULTING","91826 COMMUNICATIONS PUBLIC RELATIONS CONSULTING",,,,,,,,
"EASTERN SHORE RECYCLING","P.O. BOX 5309 SUFFOLK 23435","WS","709265","5/1/2017","Micro-Business","105772","JO ANN WAGNER","recycleit@verizon.net","(P) (757)647-0893 / (F) (757)638-9854","57050 SCRAP METALS, ALL KINDS","57027 FERROUS AND NON-FERROUS METALS","57096 RECYCLED METALS AND RELATED ITEMS",,,,,,,,,
"WILLIAMS WINDOWS AND GLASS","101A ROXBURY INDUSTRIAL CENTER CHARLES CITY 23030","MS","686558","10/9/2018",,,"VAN WILLIAMS","WILLIAMSWINDOWSANDGLASS@VERIZON.NET","(P) (804)966-2064 / (F) (804)966-2065","06057 WINDOWS AND GLASS SERVICES","15079 STORM DOORS AND WINDOWS","15077 SLIDING AND ROLLING DOORS","15072 SCREEN DOORS AND WINDOW SCREENS ALMINUM FRAME","15021 DOORS, ALUMINUM AND GLASS , ALL TYPES","44056 PLATE GLASS","44073 THERMO GLASS (INSULATED)","44050 MIRROR GLASS","44077 WINDOW GLASS","44000 GLASS AND GLAZING SUPPLIES","44005 BULLET PROOF GLASS",
"COASTAL THREADS, INC.","750 LORD DUNMORE DRIVE SUITE 101 VIRGINIA BEACH 23464","WS","661679","6/18/2017",,"HCS","KAREN SAVAGE","COASTALTHREADS@AOL.COM","(P) (757)495-2677 / (F) (757)495-3941","20074 T-SHIRTS, HATS, POLOS, JACKETS","3778 PROMOTIONAL ITEMS",,,,,,,,,,
"Terry's Landscaping, Inc.","338 Rip Rap Road Hampton 23669","MS","694226","8/7/2017",,"101867","Lorri McDonald","terrymcdonald1@mac.com","(P) 728-9088 / (F) 257-7547","98852 Landscaping (including design, fertilizing, planting, etc. but not grounds maintenance or tree trimming services)","98836 Grounds maintenance: mowing, edging, plant trimming (not trees), etc.","91227 Construction, irrigation systems","93437 Irrigation systems maintenance and repair",,,,,,,,
"METALS OF DISTINCTION, INC. dba GILLIAM WELDING","532 EAST MERCURY BOULEVARD HAMPTON 23663","MS","664347","7/15/2018",,"70956","WILLIAM A. GILLIAM","METALS@GILLIAMWELDING.COM","(P) (757) 985-6042","91479 STRUCTURAL STEEL","15034 HANDRILS, ALL TYPES","91485 WELDING","33000 FENCING","33032 FENCING, WROUGHT IRON (INCLUDING COMPONENTS)","54075 RAILINGS",,,,,,
"National Turf Inc.","11843 Tug Boat Lane Newport News 23606","WS","649517","4/5/2018","Micro-Business","4031","James C. Haines","nationalturf@nationalturf.hrcoxmail.com","(P) 757-873-2424 / (F) 757-873-9244","93437 IRRIGATION",,,,,,,,,,,
"360 VIRTUAL ASSISTANCE, L.L.C.","905 22ND STREET NEWPORT NEWS 23607","MS","707564","11/12/2018",,"707564","NATALIE  ROBERTSON, PHD","NROBERTSON@360VIRTUALASSISTANCE.COM","(P) (757) 244-1045 / (F) (757)244-1065","96190 WRITING SERVICES","91527 EDITING SERVICES","92026 DESKTOP PUBLISHING","96546 GRAPHIC DESIGN","96600 PRINTING AND RELATED SERVICES","96618 COPYING SERVICES","95670 RESEARCH SERVICES","91800 Consulting Services (Minority and Small Business Development and Technical Assistance)",,,,
"ASAP COMPRESSORS OF VIRGINIA, INC.","P. O. BOX 127 UPPERSCO 21155","S","6353","8/27/2018","Micro-Business","70722","JENNIFER PROX","EMAIL@ASAPCOMPRESSORS.COM","(P)  (804)966-2200 / (F)  (804)966-8420","3121 COMPRESSORS & AIR CONDITIONING",,,,,,,,,,,
"BFPE INTERNATIONAL","7512 CONNELLEY DRIVE HANOVER 21076","WS","654403","8/3/2019",,"262","RICHARD SCOTT","RSCOTT@BFPE.COM","(P) (757)436-1301 / (F) (757)436-3176","34016 FIRE ALARM SYSTEMS, POWER SIRENS, AND CONTROLS","34020 FIRE DETECTING EQUIPMENT","34028 FIRE EXTINGUISHERS, RECHARGES, AND PARTS","34029 FIRE EXTINGUISHER SYSTEMS , COMPLETE, ALL TYPE","34041 FIRE SUPPRESSION FOAM AND OTHER SUPPRESSION COMPOUNDS","34080 SMOKE DETECTING EQUIPMENT","34084 SPRINKLER HEADS AND SYSTEMS","99005 ALARM SERVICES","99050 INSTALLATION OF SECURITY EQUIPMENT","99042 FIRE AND SAFETY SERVICES","99022 CARD ACCESS SECURITY SERVICES",
"EL-X Enterprises","P.O. BOX 7022 Woodbridge 22195","MS","677048","4/10/2018","Micro-Business","102578","Genese Rogers","el.x.enterprises@gmail.com","(P) (757) 839-2561 / (F) (877) 839-8853","91300 Construction services heavy",,,,,,,,,,,
"Coastal Industrial Ltd.","2100 Aluminum Avenue, Ste. 103 Hampton 23666","WS","659964","12/2/2016","Micro-Business","28084","Cathy Russell","info@coastalindustrialltd.com","(P) 757-224-5874 / (F) 356-9151","190 Chemicals and solvents, commercial, in bulk (specialty chemicals)","345 First aid and safety equipment and supplies except nuclear and welding (safety products)","435 Germicides, cleaners and related sanitation products for health care personnel (hand cleaner)","485 Janitorial supplies, general line (heavy duty cleaners)","675 Poisons: Agricultural and industrial","936 Equipment maintenance, reconditioning and repair services (tools)",,,,,,
"SMELLYCAT PRODUCTIONS LLC","530 E. Main Street, Suite 912 Richmond 23219","WS","694537","9/8/2017","Micro-Business","101582","CYNTHIA CLOUGHLY","INFO@SMELLYCATPRODUCTIONS.COM","(P)  (757)250-3197 / (F)","91596 WEB PAGE DESIGN, MANAGEMENT AND MAINTENANCE SERVICES - MAINTENANCE SERVICES, WEBSITE","91509 AUDIO/VIDEO PRODUCTION SERVICES COMPLETE - AUDIO/VIDEO PRODUCTION SERVICES COMPLETE","91582 VIDEO PRODUCTION - VIDEO PRODUCTION","91582 VIDEO PRODUCTION - ELECTRICAL VIDEO TRAINING PROGRAM PRODUCTION","91582 VIDEO PRODUCTION - VIDEO PRODUCTION, TV RELATED SERVICES","20837 DATABASE SOFTWARE - DATABASE SOFTWARE","20938 DATABASE SOFTWARE - DATABASE SOFTWARE","92040 PROGRAMMING SERVICES, COMPUTER - PROGRAMMING FOR DATABASE WEB DEVELOPMENT ENVIRONMENT (HTML, XML)","95635 INTERNET DATABASE SUBSCRIPTIONS - INTERNET DATABASE SUBSCRIPTIONS","95895 UTILITY MANAGEMENT SERVICES - DATABASE DEVELOPMENT","91501 ADVERTISING AGENCY SERVICES - ADVERTISING AGENCY SERVICES",
"RTW Services, LLC dba RTW Services, LLC","P.O. Box 120454 Newport News 23612","WS","672557","7/28/2017","Micro-Business","61614","Barbara J. Harvey","Barbara.Harvey@rtwservices.net","(P) (757) 873-1119 / (F) (757) 873-1666","95215 VOCATIONAL REHABILITATION SERVICES","95260 JOB SKILLS TRAINING/JOB PLACEMENT","95861 WORKER'S COMPENSATION CASE MANAGEMENT","95861 LONG TERM DISABILITY SERVICES",,,,,,,,
"COMPLETE CARE PROFESSIONAL MAINT. SVCS","106 Prentiss Lane Hampton 23669","MS","648589","4/5/2019",,"85364","Sammy L. Steen","SSTEEN111@MSN.COM","(P) (757) 723-2603 / (F) (757) 723-5962","91009 CARPET CLEANING",,,,,,,,,,,
"Power Mechanical, Inc.","4811 Commerce Drive Newport News 23607","S","664206","8/10/2019",,"1872","Richard J. Reuter","cwilliams@powermechanical.com","(P) (757) 247-3000 / (F) (757) 247-3300","94155 HVAC SYSTEMS MAINTENNANCE & REPAIR","82000 STEAM & HOT WATER BOILERS & STEAM HEATING EQUIPMENT","82012 BOILER, LOW PRESSURE","82008 BOILER, HIGH PRESSURE","82016 BOILER TUBES","82006 ASME CODE TANKS","3114 CHILLED WATER SYSTEMS, PORTABLE","82014 BOILERS PARTS & ACCESSORIES","94173 POWER PLANT EQUIPMENT MAINTENANCE & REPAIR","94177 REFRACTORY SERVICE","94156 HYDROSTATIC TESTING SERVICE, BOILER",
"LaKitta Hicks-White DBA Decorating By Design","602 Day Street Hampton 23661","MS","660604","8/22/2019",,"81955","Lakitta Hicks-White","decoratingbydesign@msn.com","(P) 478-4808 / (F)","910 Cleaning","946 Home inventory","962 Misc. services (Home staging, interior decorating, interior redesign, organizing, personal shopper.)",,,,,,,,,
"VISIONONLINE, INC.","1984 ISPAC NEWTON SQ RESTON 20190","MS","676403","1/22/2017",,"49821","NED MALIK","EWA@VISIONONLINE.COM","(P) (703)860-3100 / (F) (888)437-4747","20867 IT SOLUTIONS, IT STAFFING, OUTSOURCING, TEMPORARY HELP, DATABASE DESIGN, DEVELOPMENT, IT SECURITY, CUSTOM PROGRAMMING, MICROSOFT, .NET, JAVA, WEBSITE","20968 IT SECURITY","92040 NETWORK","91885 PKI, HIPAA, VPN, LDAP","95293 RISK ASSESMENT","20982 WEBSITE, BLOG, NETWORKING, .NET, MICROSOFT, JAVA, DATA MANAGEMENT",,,,,,
"TRS SIGNS, INC. DBA SIGNS BY TOMORROW","118 PENNSYLVANIA AVE VIRGINIA BEACH 23462","WS","663423","6/10/2017","Micro-Business","HCS","LANG  ETHERIDGE","LETHERIDGE@SIGNSBYTOMORROW.COM","(P) (757)463-3171 / (F) (757)463-3019","80100 SIGNS","80156 SIGNS - ADA","80160 SIGNS - CONSTRUCTION","80176 SIGNS - POSTERS","80182 SIGNS - MAGNETICS","80183 SIGNS - METAL","80184 SIGNS - MESSAGE, COMPUTERIZED","80189 SIGNS - PLASTIC","35000 BANNERS","96625 DIGITAL PRINTING - INK JET","91548 GRAPHIC ARTS SERVICES",
"SOLSTICE ENVIRONMENTAL, LLC","800 SANDOVAL DRIVE VIRGINIA BEACH 234454","WS","656056","8/23/2019","Micro-Business","105182","CLAUDETTE L. TWICHELL","CLAUDETTE@SOLSTICEENV.COM","(P) (757) 408-0023 / (F) (866) 783-5282","92600 ENVIRONMENTAL AND ECOLOGICAL SERVICES","90775 SITE ASSESSMENT AND SISTE FIELD OBSERVATION","91843 ENVIRONMENTAL CONSULTING","91846 FEASIBILITY STUDIES (CONSULTING)","92640 ECOLOGICAL SERVICES","92652 IMPACT STUDIES, ENVIRONMENTAL","92670 PERMITTING SERVICES, ENVIRONMENTAL","92672 PLANNING AND ADVISORY SERVICES, ENVIRONMENTAL","92696 WETLAND DELINEATIONS (INCLUDING ASSESSMENTS)","95877 PROJECT MANAGEMENT SERVICES","91816 ARCHEOLOGICAL CONSULTING",
