"company","doing_business_as","address_line_1","address_line_2","city","state","zip_code","registration_account","tax_type","location"
"AG NEVERIAS LLC","CHELITAS HOMEMADE ICE CREAM ","4442 A N MILWAUKEE AVENUE",,"CHICAGO","IL","60630","1121645","Sweetened Beverage Home Rule","4442 A N MILWAUKEE AVENUE
CHICAGO, IL 60630
(41.961644, -87.755294)"
"A.H. MANAGEMENT GROUP INC.",,"1151 ROHLWING ROAD",,"ROLLING MEADOWS","IL","60008","1120896","Sweetened Beverage Home Rule","1151 ROHLWING ROAD
ROLLING MEADOWS, IL 60008
(42.096837, -88.026493)"
"AIDA FOOD AND LIQUOR",,"7923 S HALSTED",,"CHICAGO","IL","60620","1123920","Sweetened Beverage Home Rule","7923 S HALSTED
CHICAGO, IL 60620
(41.749861, -87.644038)"
"AISHA WASH & FUEL ISLAND","SHELL ","5549 W DIVERSEY AVE",,"CHICAGO","IL","60639","1122784","Sweetened Beverage Home Rule","5549 W DIVERSEY AVE
CHICAGO, IL 60639
(41.931291, -87.765782)"
"AJAJA INC",,"1901 S PULASKI ROAD",,"CHICAGO","IL","60623","1123696","Sweetened Beverage Home Rule","1901 S PULASKI ROAD
CHICAGO, IL 60623
(41.854738, -87.724837)"
"AJ FOOD & GROCERY INC",,"616 S PULASKI RD",,"CHICAGO","IL","60624","1123186","Sweetened Beverage Home Rule","616 S PULASKI RD
CHICAGO, IL 60624
(41.872979, -87.725381)"
"AJ GAS AND MINI MART",,"8301 S HARLEM AVE",,"BRIDGEVIEW","IL","60455","1122373","Sweetened Beverage Home Rule","8301 S HARLEM AVE
BRIDGEVIEW, IL 60455
(41.74053, -87.799355)"
"AJS MART INC","CITGO","2700 W 51ST STREET",,"CHICAGO","IL","60632","1124235","Sweetened Beverage Home Rule","2700 W 51ST STREET
CHICAGO, IL 60632
(41.801053, -87.692106)"
"AK 22ND","BP GAS ","5201 W CERMAK",,"CICERO","IL","60804","1122961","Sweetened Beverage Home Rule","5201 W CERMAK
CICERO, IL 60804
(41.851075, -87.75448)"
"AKI INCORPORATED","BUDGET FOOD AND LIQUOR ","2504 E 79TH STREET",,"CHICAGO","IL","60649","1121892","Sweetened Beverage Home Rule","2504 E 79TH STREET
CHICAGO, IL 60649
(41.751763, -87.563653)"
"ALADDINS FOOD","ALADDINS FOOD ","7465 S VINCENNES",,"CHICAGO","IL","60621","1122137","Sweetened Beverage Home Rule","7465 S VINCENNES
CHICAGO, IL 60621
(41.758304, -87.631217)"
"AL-AKHWAL FOOD & LIQUOR INC",,"19090 SOUTH CRAWFORD",,"COUNTRY CLUB HILLS","IL","60453","1123624","Sweetened Beverage Home Rule","19090 SOUTH CRAWFORD
COUNTRY CLUB HILLS, IL 60453"
"AL AMAL FOOD AND BAKERY INC",,"7287 89 W 78TH STREET",,"BRIDGEVIEW","IL","60455","1123665","Sweetened Beverage Home Rule","7287 89 W 78TH STREET
BRIDGEVIEW, IL 60455
(41.74986, -87.801868)"
"ALBAKRI INC","RICHMOND FOOD AND LIQUORS","2941 W 59TH STREET",,"CHICAGO","IL","60629","1121888","Sweetened Beverage Home Rule","2941 W 59TH STREET
CHICAGO, IL 60629
(41.786365, -87.697559)"
"ALBANY FOOD MARKET INC",,"1901 N ALBANY STREET",,"CHICAGO","IL","60647","1123024","Sweetened Beverage Home Rule","1901 N ALBANY STREET
CHICAGO, IL 60647
(41.91574, -87.705205)"
"ALBANY PARK FRESH MARKET INC",,"3632 W LAWRENCE AVENUE",,"CHICAGO","IL","60625","1122104","Sweetened Beverage Home Rule","3632 W LAWRENCE AVENUE
CHICAGO, IL 60625
(41.968352, -87.71968)"
"AL BAYAN GROCERY INC",,"3134 N NARRAGANSETT",,"CHICAGO","IL","60634","1123025","Sweetened Beverage Home Rule","3134 N NARRAGANSETT
CHICAGO, IL 60634
(41.937624, -87.785883)"
"ALDI INC. (ILLINOIS)","ALDI","1200 N. KIRK ROAD",,"BATAVIA","IL","60510","1120911","Sweetened Beverage Home Rule","1200 N. KIRK ROAD
BATAVIA, IL 60510
(41.861922, -88.278898)"
"ALEIN CORP",,"908 WEST 31ST ST",,"CHICAGO","IL","60608","1123623","Sweetened Beverage Home Rule","908 WEST 31ST ST
CHICAGO, IL 60608
(41.83804, -87.649202)"
"ALFREDO LINARES INC","SUPERMERCADO LA CHIQUITA","3555 WEST 26TH STREET",,"CHICAGO","IL","60623","1121401","Sweetened Beverage Home Rule","3555 WEST 26TH STREET
CHICAGO, IL 60623
(41.844396, -87.714614)"
"ALI GABER INC",,"3645 W 79TH STREET",,"CHICAGO","IL","60652","1122383","Sweetened Beverage Home Rule","3645 W 79TH STREET
CHICAGO, IL 60652
(41.749556, -87.714112)"
"ALIZE FOOD & LIQUORINC","E & J FOOD & LIQUOR","5439 S DAMEN AVE",,"CHICAGO","IL","60609","1122886","Sweetened Beverage Home Rule","5439 S DAMEN AVE
CHICAGO, IL 60609
(41.79447, -87.674315)"
"ALJANOOBI INC","ONE STOP FOOD AND GROCERY","7357 S RACINE AVENUE",,"CHICAGO","IL","60636","1123026","Sweetened Beverage Home Rule","7357 S RACINE AVENUE
CHICAGO, IL 60636
(41.760141, -87.653997)"
"ALKABBSH INC","SUN FOOD MART ","3601 W CERMAK RD",,"CHICAGO","IL","60623","1122783","Sweetened Beverage Home Rule","3601 W CERMAK RD
CHICAGO, IL 60623
(41.851699, -87.715008)"
"ALL UNITED IMPORTS INC",,"2526 S. BLUE ISLAND AVE",,"CHICAGO","IL","60608","1124488","Sweetened Beverage Home Rule","2526 S. BLUE ISLAND AVE
CHICAGO, IL 60608
(41.846303, -87.681615)"
"ALMAHJAR FOOD MART INC",,"10840 S CICERO AVE",,"OAK LAWN","IL","60453","1123004","Sweetened Beverage Home Rule","10840 S CICERO AVE
OAK LAWN, IL 60453
(41.695662, -87.73991)"
"ALMAHJAR FOOD MART INC",,"10840 S CICERO AVENUE",,"OAK LAWN","IL","60453","1123014","Sweetened Beverage Home Rule","10840 S CICERO AVENUE
OAK LAWN, IL 60453
(41.695662, -87.73991)"
"ALMANAR FOOD INC",,"844 S HALSTED ST",,"CHICAGO HEIGHTS","IL","60411","1123422","Sweetened Beverage Home Rule","844 S HALSTED ST
CHICAGO HEIGHTS, IL 60411
(41.515527, -87.635678)"
"AL-MUDEER INC",,"20 W 138TH STREET",,"RIVERDALE","IL","60827","1123027","Sweetened Beverage Home Rule","20 W 138TH STREET
RIVERDALE, IL 60827
(41.644588, -87.622891)"
"ALMUFLIHI FOOD AND LIQUOR INC",,"5404 S HALSTED ST",,"CHICAGO","IL","60609","1122844","Sweetened Beverage Home Rule","5404 S HALSTED ST
CHICAGO, IL 60609
(41.795759, -87.645193)"
"ALNISSER INC",,"8301-11 S COTTAGE GROVE",,"CHICAGO","IL","60619","1122323","Sweetened Beverage Home Rule","8301-11 S COTTAGE GROVE
CHICAGO, IL 60619
(41.74362, -87.604946)"
"ALPHA SFD CO",,"2478 E OAKTON ST",,"ARLINGTON HEIGHTS","IL","60005","1122821","Sweetened Beverage Home Rule","2478 E OAKTON ST
ARLINGTON HEIGHTS, IL 60005
(42.022682, -87.94631)"
"ALPRINCE DOLLAR INC",,"5849 S PULASKI RD",,"CHICAGO","IL","60629","1124004","Sweetened Beverage Home Rule","5849 S PULASKI RD
CHICAGO, IL 60629
(41.786717, -87.722907)"
"ALQUITY INC",,"601 S 5TH",,"MAYWOOD","IL","60153","1122384","Sweetened Beverage Home Rule","601 S 5TH
MAYWOOD, IL 60153
(41.882362, -87.838982)"
"AL RAFEDAIN MEAT MARKET INC",,"3102 W DEVON AVE",,"CHICAGO","IL","60659","1124318","Sweetened Beverage Home Rule","3102 W DEVON AVE
CHICAGO, IL 60659
(41.997428, -87.707047)"
"AL-RAHMMAN INC.",,"5751 W. AUGUSTA BLVD.",,"CHICAGO","IL","60651","1122126","Sweetened Beverage Home Rule","5751 W. AUGUSTA BLVD.
CHICAGO, IL 60651
(41.898452, -87.770093)"
"ALSIP GAS MART INC","ALSIP GAS ","12249 S CICERO AVE",,"ALSIP","IL","60803","1122371","Sweetened Beverage Home Rule","12249 S CICERO AVE
ALSIP, IL 60803
(41.669446, -87.738837)"
"ALSIP MARATHON INC",,"5201 W 111TH STREET",,"CHICAGO","IL","60803","1122972","Sweetened Beverage Home Rule","5201 W 111TH STREET
CHICAGO, IL 60803
(41.69067, -87.749851)"
"ALSTON ENTERPRISE LLC",,"16 S KOSTNER",,"CHICAGO","IL","60624","1122926","Sweetened Beverage Home Rule","16 S KOSTNER
CHICAGO, IL 60624
(41.879935, -87.735451)"
"AL SUMMMOD INC",,"7050 S DAMEN",,"CHICAGO","IL","60636","1123228","Sweetened Beverage Home Rule","7050 S DAMEN
CHICAGO, IL 60636
(41.764903, -87.67356)"
"ALWAYS FOODS LLC","ALWAYS FRESH MARKET I","149 W 159 TH STREET",,"HARVEY","IL","60426","1123710","Sweetened Beverage Home Rule","149 W 159 TH STREET
HARVEY, IL 60426
(41.600824, -87.664787)"
"AMAL ARYA CORP","BP GAS STATION","5201 W JACKSON BLVD",,"CHICAGO","IL","60644","1123703","Sweetened Beverage Home Rule","5201 W JACKSON BLVD
CHICAGO, IL 60644
(41.876661, -87.755104)"
"AMAL FOOD MART INC","JJ FOOD MART ","1005 W 71ST STREET",,"CHICAGO","IL","60621","1123653","Sweetened Beverage Home Rule","1005 W 71ST STREET
CHICAGO, IL 60621
(41.765129, -87.649713)"
"AMANA FOOD CORP",,"1000 W MARQUETTE RD",,"CHICAGO","IL","60621","1123006","Sweetened Beverage Home Rule","1000 W MARQUETTE RD
CHICAGO, IL 60621
(41.772424, -87.649507)"
"AMAPOLAS LTD","McDONALDS ","9449 W IRVING PARK",,"SCHILLER PARK","IL","60176","1121265","Sweetened Beverage Home Rule","9449 W IRVING PARK
SCHILLER PARK, IL 60176"
"AMAZON.COM LLC",,"2201 WESTLAKE AVE. SUITE 500",,"SEATTLE","WA","98121","1120870","Sweetened Beverage Home Rule","2201 WESTLAKE AVE. SUITE 500
SEATTLE, WA 98121
(47.617854, -122.338387)"
"AMAZON FRESH LLC",,"1250 MITTEL BLVD.",,"WOOD DALE","IL","60191","1120872","Sweetened Beverage Home Rule","1250 MITTEL BLVD.
WOOD DALE, IL 60191
(41.987742, -87.986671)"
"AMAZON PICKUP POINTS LLC",," 750 S. HALSTED ST #214",,"CHICAGO","IL","60607","1120873","Sweetened Beverage Home Rule","750 S. HALSTED ST #214
CHICAGO, IL 60607
(41.871796, -87.647119)"
"AMEER FOOD INC",,"5424 W FULLERTON AVE",,"CHICAGO","IL","60639","1122934","Sweetened Beverage Home Rule","5424 W FULLERTON AVE
CHICAGO, IL 60639
(41.924079, -87.762048)"
"AMEER GROUP INC",,"30 W SAUK TRAIL",,"SOUTH CHICAGO HEIGHTS","IL","60411","1123272","Sweetened Beverage Home Rule","30 W SAUK TRAIL
SOUTH CHICAGO HEIGHTS, IL 60411
(41.480971, -87.635742)"
"AMER CITGO","AMER CITGO","6661 S STATE ST",,"CHICAGO","IL","60637","1123207","Sweetened Beverage Home Rule","6661 S STATE ST
CHICAGO, IL 60637
(41.773095, -87.625074)"
"AMER FOOD MART INC",,"3458 W LAKE ST",,"CHICAGO","IL","60624","1122935","Sweetened Beverage Home Rule","3458 W LAKE ST
CHICAGO, IL 60624
(41.884832, -87.713279)"
"AMERICA GAS AND FOOD MART INC","BP PULASKI ","4359 N PULASKI RD",,"CHICAGO","IL","60641","1122431","Sweetened Beverage Home Rule","4359 N PULASKI RD
CHICAGO, IL 60641
(41.960838, -87.7278)"
"AMERICAN BEVERAGE CORPORATION",,"ONE DAILY WAY",,"VERONA","PA","15147","1122116","Sweetened Beverage Home Rule","ONE DAILY WAY
VERONA, PA 15147"
"AMERICAN SUPERMARKET INC",,"3600 W DIVERSEY AVE",,"CHICAGO","IL","60647","1123266","Sweetened Beverage Home Rule","3600 W DIVERSEY AVE
CHICAGO, IL 60647
(41.931932, -87.717234)"
"AMERICAS SUPPLIES",,"4604 S KEATING AVE",,"CHICAGO","IL","60632","1124198","Sweetened Beverage Home Rule","4604 S KEATING AVE
CHICAGO, IL 60632
(41.809121, -87.741967)"
"A M GREAT OIL INC","MOBIL","11501 S HALSTED STREET",,"CHICAGO","IL","60628","1123938","Sweetened Beverage Home Rule","11501 S HALSTED STREET
CHICAGO, IL 60628
(41.684763, -87.642086)"
"AMIN ARK INC",,"6650 N KOSTNER AVE",,"LINCOLNWOOD","IL","60712","1123953","Sweetened Beverage Home Rule","6650 N KOSTNER AVE
LINCOLNWOOD, IL 60712
(42.003048, -87.739043)"
"AMIN ARK INC",,"216 W JACKSON BLVD",,"CHICAGO","IL","60606","1123485","Sweetened Beverage Home Rule","216 W JACKSON BLVD
CHICAGO, IL 60606
(41.878096, -87.634496)"
"AMIR AND FAMILY","ADDISON AND AUSTIN BP ","6000 W ADDISON",,"CHICAGO","IL","60634","1122091","Sweetened Beverage Home Rule","6000 W ADDISON
CHICAGO, IL 60634
(41.945787, -87.776798)"
"AMIR FOOD MART #1",,"1877 E 71ST ST",,"CHICAGO","IL","60649","1122888","Sweetened Beverage Home Rule","1877 E 71ST ST
CHICAGO, IL 60649
(41.766026, -87.57844)"
"AMIT SHAH","EL FARO FOODS","4807 W ARMITAGE AVENUE",,"CHICAGO","IL","60639","1123252","Sweetened Beverage Home Rule","4807 W ARMITAGE AVENUE
CHICAGO, IL 60639
(41.916945, -87.746516)"
"AMK MARKET INC","SUNFRESH MARKET AND DELI ","3640 N CENTRAL",,"CHICAGO","IL","60634","1123425","Sweetened Beverage Home Rule","3640 N CENTRAL
CHICAGO, IL 60634
(41.947043, -87.76676)"
"AMMARA TRADING INC","LATINO MART & DOLLAR","4300 N KIMBALL AVE",,"CHICAGO","IL","60618","1123188","Sweetened Beverage Home Rule","4300 N KIMBALL AVE
CHICAGO, IL 60618
(41.959452, -87.713085)"
"AMM CITGO INC",,"9452 S COTTAGE GROVE AVE",,"CHICAGO","IL","60619","1122386","Sweetened Beverage Home Rule","9452 S COTTAGE GROVE AVE
CHICAGO, IL 60619
(41.722479, -87.604567)"
"AMM MARATHON INC",,"8158 S HALSTED ST",,"CHICAGO","IL","60620","1122387","Sweetened Beverage Home Rule","8158 S HALSTED ST
CHICAGO, IL 60620
(41.745341, -87.643897)"
"A MM MART INC","COUNTRY CLUB MART ","18280 CRAWFORD AVE",,"COUNTRY CLUB HILLS","IL","60478","1122063","Sweetened Beverage Home Rule","18280 CRAWFORD AVE
COUNTRY CLUB HILLS, IL 60478
(41.556828, -87.713647)"
"AMN FOOD INC",,"9307 S HALSTED",,"CHICAGO","IL","60620","1123368","Sweetened Beverage Home Rule","9307 S HALSTED
CHICAGO, IL 60620
(41.724803, -87.643247)"
"AMORE MIO INC",,"1457 PALATINE ROAD",,"HOFFMAN ESTATES","IL","60195","1122682","Sweetened Beverage Home Rule","1457 PALATINE ROAD
HOFFMAN ESTATES, IL 60195
(42.110624, -88.114919)"
"AMPEX BRANDS OF BARTLETT","KFC ","5230 WEST MADISON ST",,"CHICAGO","IL","60644","1122020","Sweetened Beverage Home Rule","5230 WEST MADISON ST
CHICAGO, IL 60644
(41.880413, -87.756731)"
"AMRITAGE PRODUCE INC.","ARMITAGE PRODUCE","3334 W. ARMITAGE AVE.",,"CHICAGO","IL","60647","1121861","Sweetened Beverage Home Rule","3334 W. ARMITAGE AVE.
CHICAGO, IL 60647
(41.917361, -87.710835)"
"AMYS BRITISH LLC","JAYS FRESH MART","1550 N MANNHEIM RD",,"STONE PARK","IL","60165","1123484","Sweetened Beverage Home Rule","1550 N MANNHEIM RD
STONE PARK, IL 60165
(41.89999, -87.883817)"
"AMZ ENTERPRISES INC","BP","749 S CICERO AVE",,"CHICAGO","IL","60644","1123764","Sweetened Beverage Home Rule","749 S CICERO AVE
CHICAGO, IL 60644
(41.870644, -87.744825)"
"A.N.A. GROCERY INC",,"7159 S RACINE AVE",,"CHICAGO","IL","60636","1122936","Sweetened Beverage Home Rule","7159 S RACINE AVE
CHICAGO, IL 60636
(41.763249, -87.654084)"
"ANAR INC","FOOD TOWN","935 E 79TH STREET",,"CHICAGO","IL","60619","1121893","Sweetened Beverage Home Rule","935 E 79TH STREET
CHICAGO, IL 60619
(41.751322, -87.601174)"
"ANDREAS GROCERY INC",,"2800 S DRAKE AVENUE",,"CHICAGO","IL","60623","1123689","Sweetened Beverage Home Rule","2800 S DRAKE AVENUE
CHICAGO, IL 60623
(41.84052, -87.713449)"
"ANDYS DELI & MIKOLAJCZYK SAUSA",,"4021 W KINZIE ST",,"CHICAGO","IL","60624","1123471","Sweetened Beverage Home Rule","4021 W KINZIE ST
CHICAGO, IL 60624
(41.88777, -87.726157)"
"A N FOOD & GROCERY INC","A & R FOOD MARKET","3452 W CHICAGO AVE",,"CHICAGO","IL","60651","1123763","Sweetened Beverage Home Rule","3452 W CHICAGO AVE
CHICAGO, IL 60651
(41.895523, -87.713512)"
"ANGIES II LTD","McDONALDS ","1775 ALGONQUIN ROAD",,"ROLLING MEADOWS","IL","60008","1121269","Sweetened Beverage Home Rule","1775 ALGONQUIN ROAD
ROLLING MEADOWS, IL 60008
(42.056513, -88.002007)"
"A & N GROCERY","A & N GROCERY ","4759 W LAKE ST",,"CHICAGO","IL","60644","1124358","Sweetened Beverage Home Rule","4759 W LAKE ST
CHICAGO, IL 60644
(41.886647, -87.745224)"
"ANISHA MANAGEMENT INC","ANISHA MANAGEMENT","711 S HALSTED ST",,"CHICAGO HEIGHTS","IL","60411","1124094","Sweetened Beverage Home Rule","711 S HALSTED ST
CHICAGO HEIGHTS, IL 60411
(41.518187, -87.635582)"
"ANO FOOD MART INC",,"3954 W 16TH ST",,"CHICAGO","IL","60623","1121688","Sweetened Beverage Home Rule","3954 W 16TH ST
CHICAGO, IL 60623
(41.858871, -87.724558)"
"ANONA FOOD SERVICE",,"2880 SHELLY LN",,"AURORA","IL","60504","1124747","Sweetened Beverage Home Rule","2880 SHELLY LN
AURORA, IL 60504
(41.743276, -88.244762)"
"ANSEMOSS HADDAD AND SONS INC","TONYS MOBIL ","2401 WEST OGDEN AVE",,"CHICAGO","IL","60608","1121818","Sweetened Beverage Home Rule","2401 WEST OGDEN AVE
CHICAGO, IL 60608
(41.864555, -87.686316)"
"ANTHONY SUPERMARKET CORPORATIO",,"3557 S CALIFORNIA AVENUE",,"CHICAGO","IL","60632","1124221","Sweetened Beverage Home Rule","3557 S CALIFORNIA AVENUE
CHICAGO, IL 60632
(41.828416, -87.694754)"
"ANZ AMERICA INC",,"3831 W. 95TH STREET",,"EVERGREEN PARK","IL","60805","1124508","Sweetened Beverage Home Rule","3831 W. 95TH STREET
EVERGREEN PARK, IL 60805
(41.720529, -87.717353)"
"A ONE FOOD AND BEAUTY SUPPLIES",,"1329 W 18TH ST",,"CHICAGO","IL","60608","1123005","Sweetened Beverage Home Rule","1329 W 18TH ST
CHICAGO, IL 60608
(41.857915, -87.660075)"
"APPLE MART INC","MARATHON GN & FOOD","9304 S CICERO AVENUE",,"OAK LAWN","IL","60453","1124093","Sweetened Beverage Home Rule","9304 S CICERO AVENUE
OAK LAWN, IL 60453
(41.72347, -87.740925)"
"ARAMARK REFRESHMENT SERVICES L","ARAMARK REFRESHMENT SERVICES","1101 MARKET STREET",,"PHILADELPHIA","PA","19107","1120951","Sweetened Beverage Home Rule","1101 MARKET STREET
PHILADELPHIA, PA 19107
(39.951744, -75.158495)"
"ARAX FOODS CORP",,"9017 N. MILWAUKEE",,"NILES","IL","60714","1121847","Sweetened Beverage Home Rule","9017 N. MILWAUKEE
NILES, IL 60714
(42.044754, -87.830182)"
"ARC 5233 LIMITED","McDONALDS 101","530 S WAUKEGAN RD",,"GLENVIEW","IL","60025","1121255","Sweetened Beverage Home Rule","530 S WAUKEGAN RD
GLENVIEW, IL 60025
(42.064886, -87.79981)"
"ARCADIA FOOD & LIQUOR INC","ARCADIA FOOD & LIQUOR","3201 W BRYN MAWR AVE",,"CHICAGO","IL","60659","1123902","Sweetened Beverage Home Rule","3201 W BRYN MAWR AVE
CHICAGO, IL 60659
(41.983061, -87.709073)"
"ARCHER ADVISORS LLC","SHOP & SAVE MARKET #1900","5829 S. ARCHER AVE",,"CHICAGO","IL","60638","1121343","Sweetened Beverage Home Rule","5829 S. ARCHER AVE
CHICAGO, IL 60638
(41.796111, -87.759575)"
"ARCHER BP PETROLEUM INC","ARCHER BP ","6751 W ARCHER AVE",,"CHICAGO","IL","60638","1122344","Sweetened Beverage Home Rule","6751 W ARCHER AVE
CHICAGO, IL 60638
(41.792136, -87.790722)"
"AREBA FASHIONS INC","GREEN ARCH ","1219 N MILWAUKEE AVE",,"CHICAGO","IL","60622","1123406","Sweetened Beverage Home Rule","1219 N MILWAUKEE AVE
CHICAGO, IL 60622
(41.903721, -87.666966)"
"ARGO TEA INC.",,"16 W. RANDOLPH ST.",,"CHICAGO","IL","60601","1122123","Sweetened Beverage Home Rule","16 W. RANDOLPH ST.
CHICAGO, IL 60601
(41.884524, -87.628472)"
"ARGYLE GROCERY INC",,"1131 W ARGYLE ST",,"CHICAGO","IL","60640","1123194","Sweetened Beverage Home Rule","1131 W ARGYLE ST
CHICAGO, IL 60640
(41.973224, -87.659065)"
"ARIGATO JAPANESE RESTAURANT CO","MOGA SUSSHI ","1098 S ROSELLE RD",,"SCHAUMBURG","IL","60193","1123879","Sweetened Beverage Home Rule","1098 S ROSELLE RD
SCHAUMBURG, IL 60193
(42.006746, -88.08013)"
"ARISTO FOOD AND LIQUOR",,"315 E 47TH STREET",,"CHICAGO","IL","60653","1121895","Sweetened Beverage Home Rule","315 E 47TH STREET
CHICAGO, IL 60653
(41.809385, -87.619191)"
"ARIZONA DOLLAR PLUS INC","ARIZONA QUICK STOP","6551 N CLARK STREET",,"CHICAGO","IL","60626","1123599","Sweetened Beverage Home Rule","6551 N CLARK STREET
CHICAGO, IL 60626
(42.001157, -87.671621)"
"ARLINGTON PRODUCE INC","HARVEST FRESH MARKET","100 E RAND RD",,"ARLINGTON HEIGHTS","IL","60006","1122442","Sweetened Beverage Home Rule","100 E RAND RD
ARLINGTON HEIGHTS, IL 60006
(42.112509, -87.980137)"
"ARMINDA ORGANISTA AND FELIPE O","FELIPES DOLLAR PLUS ","5941 W 35TH ST",,"CICERO","IL","60804","1122425","Sweetened Beverage Home Rule","5941 W 35TH ST
CICERO, IL 60804
(41.828951, -87.772616)"
"ARMITAGE KOSTNER LIMITED","CERMAK PRODUCE 2","4401 W ARMITAGE AVE",,"CHICAGO","IL","60639","1121811","Sweetened Beverage Home Rule","4401 W ARMITAGE AVE
CHICAGO, IL 60639
(41.91706, -87.737017)"
"ARMITAGE PANTRY INC",,"3959 W ARMITAGE",,"CHICAGO","IL","60647","1122832","Sweetened Beverage Home Rule","3959 W ARMITAGE
CHICAGO, IL 60647
(41.917191, -87.726185)"
"ARMITAGE TOBACCO CITY INC","TOBACCO CITY ON ARMITAGE ","3252 W ARMITAGE AVE",,"CHICAGO","IL","60647","1122064","Sweetened Beverage Home Rule","3252 W ARMITAGE AVE
CHICAGO, IL 60647
(41.917381, -87.709122)"
"ARTISAN BAKE AND BREW LLC",,"14701 CENTRAL AVE",,"OAK FOREST","IL","60452","1123171","Sweetened Beverage Home Rule","14701 CENTRAL AVE
OAK FOREST, IL 60452
(41.624423, -87.756675)"
"A S A CONSOLIDATED INC","TOM'S FOOD AND LIQUOR ","5201 W LAKE ST",,"CHICAGO","IL","60644","1122956","Sweetened Beverage Home Rule","5201 W LAKE ST
CHICAGO, IL 60644
(41.887198, -87.755381)"
"ASAD SALES INC",,"2844 W 47TH ST",,"CHICAGO","IL","60632","1123788","Sweetened Beverage Home Rule","2844 W 47TH ST
CHICAGO, IL 60632
(41.808291, -87.695798)"
"AS GAS STATION INC",,"14941 DIXIE HWY",,"HARVEY","IL","60428","1122962","Sweetened Beverage Home Rule","14941 DIXIE HWY
HARVEY, IL 60428
(41.617384, -87.673163)"
"ASHA FOOD MART",,"4826 N. SHERIDAN RD",,"CHICAGO","IL","60640","1124536","Sweetened Beverage Home Rule","4826 N. SHERIDAN RD
CHICAGO, IL 60640
(41.969677, -87.654849)"
"ASHER PETROLEUM","CITGO ","3050 N PULASKI",,"CHICAGO","IL","60641","1122790","Sweetened Beverage Home Rule","3050 N PULASKI
CHICAGO, IL 60641
(41.936908, -87.727122)"
"ASHKAR GROUP INC","BUSY BEE SUPERMARKET ","5659 S ASHLAND AVE",,"CHICAGO","IL","60636","1122717","Sweetened Beverage Home Rule","5659 S ASHLAND AVE
CHICAGO, IL 60636
(41.790572, -87.664416)"
"ASHLAND 71ST ENTERPRISES INC","71ST SHELL","7101 S ASHLAND ST",,"CHICAGO","IL","60636","1123992","Sweetened Beverage Home Rule","7101 S ASHLAND ST
CHICAGO, IL 60636
(41.764625, -87.663732)"
"ASHLAND FUEL INC","SHELL ","6124 S ASHLAND",,"CHICAGO","IL","60636","1123428","Sweetened Beverage Home Rule","6124 S ASHLAND
CHICAGO, IL 60636
(41.782356, -87.664383)"
"ASHLAND LIQUOR AND FOOD INC",,"1554 W 95TH ST",,"CHICAGO","IL","60643","1122993","Sweetened Beverage Home Rule","1554 W 95TH ST
CHICAGO, IL 60643
(41.721264, -87.66171)"
"ASHLAND MARKET INC",,"1053 N ASHLAND AVENUE",,"CHICAGO","IL","60622","1123743","Sweetened Beverage Home Rule","1053 N ASHLAND AVENUE
CHICAGO, IL 60622
(41.901268, -87.667386)"
"A S M GAS INC",,"1952 W GARFIELD",,"CHICAGO","IL","60609","1122703","Sweetened Beverage Home Rule","1952 W GARFIELD
CHICAGO, IL 60609
(41.793955, -87.673898)"
"ASSOCIATED WHOLESALE GROCERS, INC",,"8100 60TH ST",,"KENOSHA","WI","53144","845308","Sweetened Beverage Home Rule","8100 60TH ST
KENOSHA, WI 53144
(42.58185, -87.909049)"
"A+ STORE INC","A+ STORE","4443 N SHERIDAN RD",,"CHICAGO","IL","60640","1123984","Sweetened Beverage Home Rule","4443 N SHERIDAN RD
CHICAGO, IL 60640
(41.962835, -87.654741)"
"ASZ PETROLEUM INC","99TH CICERO CITGO","9856 S CICERO AVE",,"OAK LAWN","IL","60453","1123927","Sweetened Beverage Home Rule","9856 S CICERO AVE
OAK LAWN, IL 60453
(41.713101, -87.740549)"
"ATIZAPAN CORP","ATIZAPAN CORP","5906 W 35TH ST",,"CICERO","IL","60804","1123998","Sweetened Beverage Home Rule","5906 W 35TH ST
CICERO, IL 60804
(41.828976, -87.771098)"
"A TO Z FRESH FOOD INC",,"3601 W AUGUSTA BLVD",,"CHICAGO","IL","60651","1123421","Sweetened Beverage Home Rule","3601 W AUGUSTA BLVD
CHICAGO, IL 60651
(41.899126, -87.716429)"
