"fiscal_year","service","department","program","expense_category","recommended_amount","approved_amount","fund","fund_type","description","expense_type"
"2022","Public Safety","Police","Fed Justice Asset Seizure Fund","Capital","0","38642.13","Asset Seizure Fund","Non-Tax Supported Funds","IT Equipment - Hardware","Operating Expense"
"2022","Operating Departments","Public Works","Maintenance Operations","Office Supp&Exp","0","2990","General Fund","Tax Supported Funds","Communications","Operating Expense"
"2022","General Government","City Attorney","City Attorney","Retiree Medical P","0","24880","General Fund","Tax Supported Funds","Retiree Insurance","Personnel Cost"
"2022","General Government","Information Technology","Information Technology","Workers Comp","0","5849","Building Surcharge Fund","Non-Tax Supported Funds","Workers Compensation","Personnel Cost"
"2022","Public Safety","Fire","Emergency Preparedness","Other","0","500","General Fund","Tax Supported Funds","Mgt Health Ben","Personnel Cost"
"2022","Operating Departments","Community Development","Building Safety","Payroll Taxes","0","16401","General Fund","Tax Supported Funds","Medicare","Personnel Cost"
"2022","General Government","Information Technology","Information Technology","Payroll Taxes","0","629","Building Surcharge Fund","Non-Tax Supported Funds","State Disability Insurance","Personnel Cost"
"2022","Operating Departments","Public Works","Refuse Collection - Admin","Sal/Spc Comp/OT","0","60300","Refuse Disposal Fund","Non-Tax Supported Funds","Longevity Pay","Personnel Cost"
"2022","Operating Departments","Parks Recreation & Comm Svs","Culver City After School Progr","Other O&M","0","3800","General Fund","Tax Supported Funds","Uniforms","Operating Expense"
"2022","General Government","Finance","Treasury","Pension Expenses","0","47077","General Fund","Tax Supported Funds","Retirement - Employer","Personnel Cost"
"2022","Public Safety","Fire","Communications","Capital","0","393.07","General Fund","Tax Supported Funds","IT Equipment - Software","Operating Expense"
"2022","Operating Departments","Community Development","Economic Development","Repair-Maint","0","55000","General Fund","Tax Supported Funds","R&M - Equipment","Operating Expense"
"2021","Public Safety","Fire","Homeland Security Grant","Other O&M","0","-2131.33","Capital Grants Fund","Non-Tax Supported Funds","Small Tools & Equipment-Contra","Operating Expense"
"2022","General Government","Information Technology","IT Public Safety","Payroll Taxes","0","982","General Fund","Tax Supported Funds","State Disability Insurance","Personnel Cost"
"2022","Operating Departments","Comm Improve Programs","Virgina Parking Lot","Office Supp&Exp","0","3835","Culver City Parking Authority","Non-Tax Supported Funds","Utilities","Operating Expense"
"2022","Operating Departments","Parks Recreation & Comm Svs","Veteran's Memorial Complex","Payroll Taxes","0","11901","General Fund","Tax Supported Funds","FICA","Personnel Cost"
"2022","General Government","Administrative Services","City Clerk","Office Supp&Exp","0","1010","General Fund","Tax Supported Funds","Communications","Operating Expense"
"2022","Operating Departments","Parks Recreation & Comm Svs","Recreation Division","Equip Amort.","0","71","General Fund","Tax Supported Funds","Amortization of Equipment","Operating Expense"
"2022","Public Safety","Police","Office of the Chief","Other","0","1060","General Fund","Tax Supported Funds","Uniform Allowance","Personnel Cost"
"2022","Operating Departments","Public Works","Refuse Collection - Admin","Sal/Spc Comp/OT","0","13978","Refuse Disposal Fund","Non-Tax Supported Funds","Part-Time Salaries","Personnel Cost"
"2022","Operating Departments","Parks Recreation & Comm Svs","Senior and Social Services","Retiree Medical P","0","116820","General Fund","Tax Supported Funds","Retiree Insurance","Personnel Cost"
"2022","General Government","Administrative Services","Employee Disability (IOD)","Payroll Taxes","0","13500","Risk Management Fund","Non-Tax Supported Funds","FICA","Personnel Cost"
"2022","Operating Departments","Transportation","Equipment Maintenance","Contract Services","0","177196.69","Equipment Maintenance Fund","Non-Tax Supported Funds","Other Contractual Services","Operating Expense"
"2022","Operating Departments","Parks Recreation & Comm Svs","Rec and Enrichment Programs","Other","0","650","General Fund","Tax Supported Funds","Retiree Health Savings","Personnel Cost"
"2022","Operating Departments","Transportation","Equipment Maintenance","Capital","0","123941.72","Equipment Maintenance Fund","Non-Tax Supported Funds","IT Equipment - Software","Operating Expense"
"2022","Public Safety","Fire","Community Risk Reduction","Pension Expenses","0","295058","General Fund","Tax Supported Funds","Retirement-Unfunded Liability","Personnel Cost"
"2022","Operating Departments","Public Works","Building Maintenance","Payroll Taxes","0","52000","General Fund","Tax Supported Funds","FICA","Personnel Cost"
"2022","General Government","Administration","City Manager","Public Notices/Ad","0","5915.63","General Fund","Tax Supported Funds","Advertising and Public Relatio","Operating Expense"
"2022","General Government","Finance","Finance Administration","Other","0","4485","General Fund","Tax Supported Funds","Cell Phone Allowance","Personnel Cost"
"2022","General Government","Information Technology","Information Technology","Health Benefits","0","172780","General Fund","Tax Supported Funds","Health","Personnel Cost"
"2022","Operating Departments","Public Works","Electrical Maintenance","Pension Expenses","0","37342","General Fund","Tax Supported Funds","Retirement - Employer","Personnel Cost"
"2022","Operating Departments","Parks Recreation & Comm Svs","Culver City After School Progr","Office Supp&Exp","0","8227","General Fund","Tax Supported Funds","Departmental Special Supplies","Operating Expense"
"2022","General Government","Administration","City Manager","Travel/Trng/Dues","0","7900","General Fund","Tax Supported Funds","Conferences & Conventions","Operating Expense"
"2022","Operating Departments","Parks Recreation & Comm Svs","Rec and Enrichment Programs","Sal/Spc Comp/OT","0","73901","General Fund","Tax Supported Funds","Part-Time Salaries","Personnel Cost"
"2022","Operating Departments","Public Works","Wastewater Maintenance","Travel/Trng/Dues","0","8500","Sewer Enterprise Fund","Non-Tax Supported Funds","Conferences & Conventions","Operating Expense"
"2022","Operating Departments","Parks Recreation & Comm Svs","Parks Division","Travel/Trng/Dues","0","1136.5","General Fund","Tax Supported Funds","Conferences & Conventions","Operating Expense"
"2022","General Government","Finance","Purchasing","Other","0","7280","General Fund","Tax Supported Funds","Deferred Compensation","Personnel Cost"
"2022","General Government","Finance","Treasury","Equip Maint Chgs","0","2532","General Fund","Tax Supported Funds","Equip Maint Expenses","Operating Expense"
"2021","Operating Departments","Parks Recreation & Comm Svs","Senior Nutrition - CI","Contract Services","0","117084","Operating Grants Fund","Non-Tax Supported Funds","Other Contractual Services","Operating Expense"
"2022","Operating Departments","Community Development","Current Planning","Pension Expenses","0","53625","General Fund","Tax Supported Funds","Retirement - Employer","Personnel Cost"
"2022","Operating Departments","Community Development","Rental Assistance","Contract Services","0","94000","Section 8 Fund","Non-Tax Supported Funds","Other Contractual Services","Operating Expense"
"2022","General Government","Administrative Services","Risk Management","Office Supp&Exp","0","1000","Risk Management Fund","Non-Tax Supported Funds","Office Expense","Operating Expense"
"2022","Operating Departments","Parks Recreation & Comm Svs","PR&CS Administrative Division","Travel/Trng/Dues","0","7302.5","General Fund","Tax Supported Funds","Conferences & Conventions","Operating Expense"
"2022","Operating Departments","Parks Recreation & Comm Svs","Youth Mentoring Program","Liability Reserve","0","376","General Fund","Tax Supported Funds","Liability Reserve Charge","Operating Expense"
"2022","Operating Departments","Transportation","Transportation Admin","Contract Services","0","23853","Municipal Bus Lines Fund","Non-Tax Supported Funds","Audit Services","Operating Expense"
"2022","General Government","City Attorney","City Attorney","Office Supp&Exp","0","1060","General Fund","Tax Supported Funds","Communications","Operating Expense"
"2022","General Government","Administration","City Council","Retiree Medical P","0","50710","General Fund","Tax Supported Funds","Retiree Insurance","Personnel Cost"
"2022","Operating Departments","Public Works","Streets","Equip Maint Chgs","0","195255","General Fund","Tax Supported Funds","Equip Maint Expenses","Operating Expense"
"2022","Operating Departments","Transportation","Equipment Maintenance","Other","0","4550","Equipment Maintenance Fund","Non-Tax Supported Funds","Cell Phone Allowance","Personnel Cost"
"2022","Operating Departments","Public Works","Transfer Station - Admin","Pension Expenses","0","31684","Refuse Disposal Fund","Non-Tax Supported Funds","Retirement - Employer","Personnel Cost"
"2022","Operating Departments","Parks Recreation & Comm Svs","Parks Division","Sal/Spc Comp/OT","0","44400","General Fund","Tax Supported Funds","Regular Salaries-Bi-Weekly","Personnel Cost"
"2022","Operating Departments","Community Development","Rental Assistance","Sal/Spc Comp/OT","0","3300","Section 8 Fund","Non-Tax Supported Funds","Longevity Pay","Personnel Cost"
"2022","General Government","City Attorney","City Attorney","Payroll Taxes","0","42609","General Fund","Tax Supported Funds","FICA","Personnel Cost"
"2020","General Government","Administrative Services","Human Resources","Office Supp&Exp","0","6000","General Fund","Tax Supported Funds","Office Expense","Operating Expense"
"2022","General Government","Information Technology","Information Technology","Pension Expenses","0","22911","Building Surcharge Fund","Non-Tax Supported Funds","Retirement-Unfunded Liability","Personnel Cost"
"2022","Operating Departments","Public Works","Graffiti Abatement","Equip Amort.","0","94","General Fund","Tax Supported Funds","Amortization of Equipment","Operating Expense"
"2022","Operating Departments","Parks Recreation & Comm Svs","Recreation Division","Sal/Spc Comp/OT","0","3300","General Fund","Tax Supported Funds","Longevity Pay","Personnel Cost"
"2022","Operating Departments","Community Development","Community Development Admin","Office Supp&Exp","0","3000","General Fund","Tax Supported Funds","Office Expense","Operating Expense"
"2022","Operating Departments","Public Works","Transfer Station - Admin","Sal/Spc Comp/OT","0","13800","Refuse Disposal Fund","Non-Tax Supported Funds","Longevity Pay","Personnel Cost"
"2021","Operating Departments","Transportation","Transportation Capital","Capital","0","1639098.46","Municipal Bus Lines Fund","Non-Tax Supported Funds","Departmental Special Equipment","Operating Expense"
"2022","General Government","Finance","Finance Administration","Health Benefits","0","65370","General Fund","Tax Supported Funds","Health","Personnel Cost"
"2022","Operating Departments","Community Development","Building Safety","Liability Reserve","0","18787","General Fund","Tax Supported Funds","Liability Reserve Charge","Operating Expense"
"2022","Operating Departments","Transportation","Transportation Admin","Other O&M","0","5000","Municipal Bus Lines Fund","Non-Tax Supported Funds","Employee Service Award Program","Operating Expense"
"2022","General Government","Finance","General Accounting","Other","0","3900","General Fund","Tax Supported Funds","Retiree Health Savings","Personnel Cost"
"2022","Operating Departments","Public Works","Building Maintenance","Other","0","1788","General Fund","Tax Supported Funds","Cell Phone Allowance","Personnel Cost"
"2022","Public Safety","Fire","Fire Suppression","Other","0","14600","General Fund","Tax Supported Funds","Mgt Health Ben","Personnel Cost"
"2022","Operating Departments","Parks Recreation & Comm Svs","Senior and Social Services","Liability Reserve","0","13918","General Fund","Tax Supported Funds","Liability Reserve Charge","Operating Expense"
"2022","Operating Departments","Public Works","Electrical Maintenance","Other","0","1137","General Fund","Tax Supported Funds","Cell Phone Allowance","Personnel Cost"
"2022","General Government","Administrative Services","Art Fund","Workers Comp","0","3727","Cultural Trust Fund","Non-Tax Supported Funds","Workers Compensation","Personnel Cost"
"2022","Operating Departments","Parks Recreation & Comm Svs","Parks Division","Health Benefits","0","300280","General Fund","Tax Supported Funds","Health","Personnel Cost"
"2022","Public Safety","Fire","Communications","Other O&M","0","545","General Fund","Tax Supported Funds","Laundry","Operating Expense"
"2022","General Government","Administrative Services","Human Resources","Health Benefits","0","135195","General Fund","Tax Supported Funds","Health","Personnel Cost"
"2022","Operating Departments","Transportation","Para Transit Services","Payroll Taxes","0","6190","Para Transit","Non-Tax Supported Funds","FICA","Personnel Cost"
"2022","General Government","Information Technology","Information Technology","Pension Expenses","0","8015","Building Surcharge Fund","Non-Tax Supported Funds","Retirement - Employer","Personnel Cost"
"2021","Operating Departments","Community Development","Building Safety","Contract Services","0","718752.31","General Fund","Tax Supported Funds","Other Contractual Services","Operating Expense"
"2022","Operating Departments","Community Development","Enforcement Services","Sal/Spc Comp/OT","0","2400","General Fund","Tax Supported Funds","Regular Salaries-Other","Personnel Cost"
"2022","General Government","Administration","City Council","Travel/Trng/Dues","0","10000","General Fund","Tax Supported Funds","Conferences & Conventions","Operating Expense"
"2022","General Government","Administrative Services","Risk Management","Office Supp&Exp","0","300","Risk Management Fund","Non-Tax Supported Funds","Communications","Operating Expense"
"2022","Operating Departments","Public Works","Graffiti Abatement","Retiree Medical P","0","7990","General Fund","Tax Supported Funds","Retiree Insurance","Personnel Cost"
"2020","Public Safety","Fire","Community Risk Reduction","Contract Services","0","15455","General Fund","Tax Supported Funds","Other Contractual Services","Operating Expense"
"2022","Operating Departments","Transportation","Equipment Maintenance","Office Supp&Exp","0","910","Equipment Maintenance Fund","Non-Tax Supported Funds","Communications","Operating Expense"
"2022","General Government","Finance","Purchasing","Sal/Spc Comp/OT","0","419796","General Fund","Tax Supported Funds","Regular Salaries","Personnel Cost"
"2022","Public Safety","Fire","Communications","Retiree Medical P","0","4210","General Fund","Tax Supported Funds","Retiree Insurance","Personnel Cost"
"2022","General Government","Administrative Services","Human Resources","Sal/Spc Comp/OT","0","12000","General Fund","Tax Supported Funds","Longevity Pay","Personnel Cost"
"2022","General Government","Administrative Services","City Clerk","Health Benefits","0","38390","General Fund","Tax Supported Funds","Health","Personnel Cost"
"2022","Public Safety","Police","Office of the Chief","Workers Comp","0","67333","General Fund","Tax Supported Funds","Workers Compensation","Personnel Cost"
"2022","Public Safety","Fire","Emergency Preparedness","Office Supp&Exp","0","6471.07","General Fund","Tax Supported Funds","Departmental Special Supplies","Operating Expense"
"2022","General Government","Administration","City Council","Contract Services","0","31514.77","General Fund","Tax Supported Funds","Other Contractual Services","Operating Expense"
"2022","Public Safety","Fire","Fire Suppression","Payroll Taxes","0","2286","General Fund","Tax Supported Funds","FICA","Personnel Cost"
"2022","Operating Departments","Transportation","Equipment Maintenance","Workers Comp","0","235727","Equipment Maintenance Fund","Non-Tax Supported Funds","Workers Compensation","Personnel Cost"
"2022","Public Safety","Fire","Emergency Preparedness","Capital","0","12400","General Fund","Tax Supported Funds","IT Equipment - Hardware","Operating Expense"
"2022","Public Safety","Fire","Fire Suppression","Pension Expenses","0","61842","General Fund","Tax Supported Funds","Retirement - Employee","Personnel Cost"
"2022","Public Safety","Fire","Office of the Chief","Office Supp&Exp","0","2100","General Fund","Tax Supported Funds","Communications","Operating Expense"
"2022","General Government","Finance","Treasury","Payroll Taxes","0","10581","General Fund","Tax Supported Funds","Medicare","Personnel Cost"
"2022","Operating Departments","Public Works","Graffiti Abatement","Sal/Spc Comp/OT","0","2040","General Fund","Tax Supported Funds","Overtime-Regular","Personnel Cost"
"2022","Operating Departments","Transportation","Equipment Maintenance","Sal/Spc Comp/OT","0","55957","Equipment Maintenance Fund","Non-Tax Supported Funds","Overtime-Regular","Personnel Cost"
"2022","Operating Departments","Transportation","Transportation Operations","Capital","0","2000","Municipal Bus Lines Fund","Non-Tax Supported Funds","IT Equipment - Hardware","Operating Expense"
"2022","Public Safety","Fire","Community Risk Reduction","Sal/Spc Comp/OT","0","44540","General Fund","Tax Supported Funds","Regular Salaries-Bi-Weekly","Personnel Cost"
"2022","Operating Departments","Public Works","Transfer Station - Admin","Contract Services","0","113449","Refuse Disposal Fund","Non-Tax Supported Funds","Other Contractual Services","Operating Expense"
"2022","Operating Departments","Public Works","Tree Maintenance","Other O&M","0","2100","General Fund","Tax Supported Funds","Uniforms","Operating Expense"
"2022","Public Safety","Fire","Emergency Preparedness","Payroll Taxes","0","168","General Fund","Tax Supported Funds","State Disability Insurance","Personnel Cost"
"2022","General Government","Administrative Services","Cultural Affairs-Art Fund","Sal/Spc Comp/OT","0","20800","General Fund","Tax Supported Funds","Part-Time Salaries","Personnel Cost"
"2022","Operating Departments","Community Development","Building Safety","Travel/Trng/Dues","0","1575","General Fund","Tax Supported Funds","Memberships & Dues","Operating Expense"
"2022","General Government","Finance","Purchasing","Sal/Spc Comp/OT","0","12000","General Fund","Tax Supported Funds","Contract Labor","Personnel Cost"
"2022","Operating Departments","Public Works","Mobility & Traffic Engineering","Health Benefits","0","85370","General Fund","Tax Supported Funds","Health","Personnel Cost"
"2022","General Government","Administrative Services","Employee Disability (IOD)","Sal/Spc Comp/OT","0","25000","Risk Management Fund","Non-Tax Supported Funds","Longevity Pay","Personnel Cost"
"2022","Public Safety","Fire","Community Risk Reduction","Other","0","1350","General Fund","Tax Supported Funds","Mgt Health Ben","Personnel Cost"
"2022","Operating Departments","Community Development","Homeless Rental Assistance Pro","Other O&M","0","30000","Culver City Housing Authority","Non-Tax Supported Funds","Rent Subsidy Payments","Operating Expense"
"2022","Operating Departments","Community Development","Economic Development","Sal/Spc Comp/OT","0","28250","General Fund","Tax Supported Funds","Regular Salaries-Bi-Weekly","Personnel Cost"
"2022","General Government","Administration","City Council","Sal/Spc Comp/OT","0","3600","General Fund","Tax Supported Funds","Officer Member Compensation","Personnel Cost"
"2022","Operating Departments","Public Works","Engineering","Sal/Spc Comp/OT","0","31550","General Fund","Tax Supported Funds","Regular Salaries-Bi-Weekly","Personnel Cost"
"2022","General Government","City Attorney","City Attorney - Risk Mgt","Pension Expenses","0","11628","Risk Management Fund","Non-Tax Supported Funds","Retirement - Employer","Personnel Cost"
"2022","Operating Departments","Public Works","Electrical Maintenance","Sal/Spc Comp/OT","0","35404","General Fund","Tax Supported Funds","Overtime-Regular","Personnel Cost"
"2022","General Government","Finance","General Accounting","Sal/Spc Comp/OT","0","25630","General Fund","Tax Supported Funds","Regular Salaries-Bi-Weekly","Personnel Cost"
"2022","Operating Departments","Parks Recreation & Comm Svs","Community Events & Excursions","Payroll Taxes","0","97","General Fund","Tax Supported Funds","Medicare","Personnel Cost"
"2022","Operating Departments","Community Development","Enforcement Services","Sal/Spc Comp/OT","0","592","General Fund","Tax Supported Funds","Overtime-Regular","Personnel Cost"
"2022","General Government","Information Technology","Information Technology","Retiree Medical P","0","45770","General Fund","Tax Supported Funds","Retiree Insurance","Personnel Cost"
"2020","Operating Departments","Community Development","Enforcement Services","Contract Services","0","108473","General Fund","Tax Supported Funds","Other Contractual Services","Operating Expense"
"2022","Operating Departments","Public Works","Wastewater Maintenance","Sal/Spc Comp/OT","0","19410","Sewer Enterprise Fund","Non-Tax Supported Funds","Regular Salaries-Bi-Weekly","Personnel Cost"
"2022","Public Safety","Police","Operating Bureaus","Sal/Spc Comp/OT","0","1275000","General Fund","Tax Supported Funds","Overtime-Regular","Personnel Cost"
"2022","Operating Departments","Community Development","Housing Protections","Repair-Maint","0","150000","Culver City Housing Authority","Non-Tax Supported Funds","R&M - Building","Operating Expense"
"2022","Operating Departments","Public Works","Parking Meters","Office Supp&Exp","0","1300","General Fund","Tax Supported Funds","Small Tools & Equipment","Operating Expense"
"2022","Operating Departments","Public Works","Public Works Admin","Sal/Spc Comp/OT","0","9000","General Fund","Tax Supported Funds","Longevity Pay","Personnel Cost"
"2022","General Government","Administration","City Manager","Office Supp&Exp","0","450","General Fund","Tax Supported Funds","Departmental Special Supplies","Operating Expense"
"2022","Public Safety","Fire","Emergency Medical Services","Other","0","2210","General Fund","Tax Supported Funds","Cell Phone Allowance","Personnel Cost"
"2022","Public Safety","Police","Operating Bureaus","Payroll Taxes","0","193217","General Fund","Tax Supported Funds","FICA","Personnel Cost"
"2022","Public Safety","Fire","Office of the Chief","Liability Reserve","0","21386","General Fund","Tax Supported Funds","Liability Reserve Charge","Operating Expense"
"2022","Operating Departments","Parks Recreation & Comm Svs","Veteran's Memorial Complex","Other","0","650","General Fund","Tax Supported Funds","Retiree Health Savings","Personnel Cost"
"2022","Public Safety","Fire","Emergency Medical Services","Pension Expenses","0","25178","General Fund","Tax Supported Funds","PARS Retirement","Personnel Cost"
"2022","General Government","Information Technology","Graphic Services","Payroll Taxes","0","453","General Fund","Tax Supported Funds","State Disability Insurance","Personnel Cost"
"2022","Operating Departments","Transportation","Equipment Maintenance","Liability Reserve","0","80756","Equipment Maintenance Fund","Non-Tax Supported Funds","Liability Reserve Charge","Operating Expense"
"2021","Operating Departments","Transportation","Equipment Maintenance","Other O&M","0","27020.69","Equipment Maintenance Fund","Non-Tax Supported Funds","Petroleum Products - Natural G","Operating Expense"
"2022","Operating Departments","Community Development","Neighborhood Preservation","Equip Maint Chgs","0","1535","General Fund","Tax Supported Funds","Equip Maint Expenses","Operating Expense"
"2022","General Government","Finance","Finance Administration","Other O&M","0","2500","General Fund","Tax Supported Funds","City Commission Expenses","Operating Expense"
"2022","Public Safety","Fire","Fire Suppression","Sal/Spc Comp/OT","0","1250000","General Fund","Tax Supported Funds","Constant Staffing","Personnel Cost"
"2022","General Government","Information Technology","Information Technology","Sal/Spc Comp/OT","0","4800","General Fund","Tax Supported Funds","Regular Salaries-Other","Personnel Cost"
"2022","Operating Departments","Community Development","Neighborhood Preservation","Pension Expenses","0","113930","General Fund","Tax Supported Funds","Retirement-Unfunded Liability","Personnel Cost"
"2022","Operating Departments","Parks Recreation & Comm Svs","Parks Division","Equip Amort.","0","54957","General Fund","Tax Supported Funds","Amortization of Equipment","Operating Expense"
"2022","Operating Departments","Community Development","Neighborhood Preservation","Office Supp&Exp","0","810","General Fund","Tax Supported Funds","Communications","Operating Expense"
"2022","Public Safety","Police","Operating Bureaus","Travel/Trng/Dues","0","324226.97","General Fund","Tax Supported Funds","Training & Education","Operating Expense"
"2022","Operating Departments","Transportation","Para Transit Services","Other","0","1560","Para Transit","Non-Tax Supported Funds","Deferred Compensation","Personnel Cost"
"2022","Operating Departments","Public Works","Wastewater Maintenance","Pension Expenses","0","54592","Sewer Enterprise Fund","Non-Tax Supported Funds","Retirement - Employer","Personnel Cost"
"2022","General Government","Non-Departmental","W Wash Landscape Maint Dist #1","Contract Services","0","17527.63","Special Assessment & Districts","Non-Tax Supported Funds","Other Contractual Services","Operating Expense"
"2022","Operating Departments","Public Works","Refuse Collection - Admin","Other","0","2000","Refuse Disposal Fund","Non-Tax Supported Funds","Mgt Health Ben","Personnel Cost"
"2022","Operating Departments","Community Development","Rent Stabilization","Legal Services","0","50000","General Fund","Tax Supported Funds","Legal Services - Land Use","Operating Expense"
"2022","Public Safety","Police","Operating Bureaus","Sal/Spc Comp/OT","0","480700","General Fund","Tax Supported Funds","Longevity Pay","Personnel Cost"
"2022","General Government","Information Technology","IT Public Safety","Payroll Taxes","0","16048","General Fund","Tax Supported Funds","FICA","Personnel Cost"
"2022","Operating Departments","Community Development","Neighborhood Preservation","Liability Reserve","0","11075","General Fund","Tax Supported Funds","Liability Reserve Charge","Operating Expense"
"2022","Operating Departments","Transportation","Transportation Operations","Payroll Taxes","0","580019","Municipal Bus Lines Fund","Non-Tax Supported Funds","FICA","Personnel Cost"
"2022","General Government","Information Technology","Information Technology","Payroll Taxes","0","1534","Building Surcharge Fund","Non-Tax Supported Funds","Medicare","Personnel Cost"
"2022","Operating Departments","Comm Improve Programs","Virgina Parking Lot","Contract Services","0","15000","Culver City Parking Authority","Non-Tax Supported Funds","Other Contractual Services","Operating Expense"
"2022","Operating Departments","Community Development","Building Safety","Pension Expenses","0","176430","General Fund","Tax Supported Funds","Retirement-Unfunded Liability","Personnel Cost"
"2022","Operating Departments","Community Development","Rental Assistance","Office Supp&Exp","0","610","Section 8 Fund","Non-Tax Supported Funds","Communications","Operating Expense"
"2022","Operating Departments","Parks Recreation & Comm Svs","PR&CS Administrative Division","Payroll Taxes","0","4382","General Fund","Tax Supported Funds","Medicare","Personnel Cost"
"2022","Operating Departments","Parks Recreation & Comm Svs","Senior and Social Services","Contract Services","0","136520.63","General Fund","Tax Supported Funds","Other Contractual Services","Operating Expense"
"2022","General Government","Administrative Services","Risk Management","Workers Comp","0","11206","Risk Management Fund","Non-Tax Supported Funds","Workers Compensation","Personnel Cost"
"2022","Operating Departments","Public Works","Parking Meters","Equip Amort.","0","2259","General Fund","Tax Supported Funds","Amortization of Equipment","Operating Expense"
"2021","Operating Departments","Community Development","Building Safety","Other O&M","0","285.48","General Fund","Tax Supported Funds","Uniforms","Operating Expense"
"2022","Operating Departments","Public Works","Mobility & Traffic Engineering","Other","0","2925","General Fund","Tax Supported Funds","Cell Phone Allowance","Personnel Cost"
"2022","Public Safety","Fire","Fire Suppression","Workers Comp","0","465892","General Fund","Tax Supported Funds","Workers Compensation","Personnel Cost"
"2022","General Government","Non-Departmental","W Wash Landscape Maint Dist #3","Contract Services","0","6715.63","Special Assessment & Districts","Non-Tax Supported Funds","Other Contractual Services","Operating Expense"
"2022","Operating Departments","Parks Recreation & Comm Svs","Recreation Division","Other","0","8320","General Fund","Tax Supported Funds","Deferred Compensation","Personnel Cost"
"2022","Operating Departments","Transportation","Equipment Maintenance","Other O&M","0","1200","Equipment Maintenance Fund","Non-Tax Supported Funds","Employee Recognition Events","Operating Expense"
"2022","Operating Departments","Parks Recreation & Comm Svs","PR&CS Administrative Division","Other O&M","0","7305","General Fund","Tax Supported Funds","City Commission Expenses","Operating Expense"
"2022","Operating Departments","Public Works","Parking Meters","Payroll Taxes","0","1983","General Fund","Tax Supported Funds","Medicare","Personnel Cost"
"2021","Operating Departments","Community Development","Homeless Services","Contract Services","0","39163.58","Operating Grants Fund","Non-Tax Supported Funds","Other Contractual Services","Operating Expense"
"2022","Operating Departments","Parks Recreation & Comm Svs","Veteran's Memorial Complex","Sal/Spc Comp/OT","0","1346","General Fund","Tax Supported Funds","Overtime-Regular","Personnel Cost"
"2022","General Government","Information Technology","Information Technology","Other","0","4160","General Fund","Tax Supported Funds","Cell Phone Allowance","Personnel Cost"
"2022","Public Safety","Fire","Emergency Medical Services","Equip Amort.","0","137195","General Fund","Tax Supported Funds","Amortization of Equipment","Operating Expense"
"2022","Operating Departments","Public Works","Electrical Maintenance","Health Benefits","0","87845","General Fund","Tax Supported Funds","Health","Personnel Cost"
"2022","General Government","Administration","City Manager","Sal/Spc Comp/OT","0","44560","General Fund","Tax Supported Funds","Regular Salaries-Bi-Weekly","Personnel Cost"
"2022","General Government","Administrative Services","Human Resources","Retiree Medical P","0","17980","General Fund","Tax Supported Funds","Retiree Insurance","Personnel Cost"
"2022","Operating Departments","Parks Recreation & Comm Svs","Community Events & Excursions","Sal/Spc Comp/OT","0","6496","General Fund","Tax Supported Funds","Part-Time Salaries","Personnel Cost"
"2022","Operating Departments","Community Development","Community Development Admin","Travel/Trng/Dues","0","1000","General Fund","Tax Supported Funds","Memberships & Dues","Operating Expense"
"2022","Operating Departments","Community Development","Advance Planning","Travel/Trng/Dues","0","2000","General Fund","Tax Supported Funds","Memberships & Dues","Operating Expense"
"2022","Operating Departments","Public Works","Environmental Programs/Ops","Payroll Taxes","0","778","General Fund","Tax Supported Funds","Medicare","Personnel Cost"
"2022","General Government","City Attorney","City Attorney","Other","0","5705","General Fund","Tax Supported Funds","Cell Phone Allowance","Personnel Cost"
"2022","General Government","Non-Departmental","Non-Departmental","Other O&M","0","150000","Culver City Parking Authority","Non-Tax Supported Funds","Credit Card Fees","Operating Expense"
"2022","Operating Departments","Parks Recreation & Comm Svs","Senior and Social Services","Office Supp&Exp","0","12679.57","General Fund","Tax Supported Funds","Printing and Binding","Operating Expense"
"2022","Operating Departments","Community Development","Advance Planning","Pension Expenses","0","64261","General Fund","Tax Supported Funds","Retirement-Unfunded Liability","Personnel Cost"
"2022","Operating Departments","Public Works","Tree Maintenance","Sal/Spc Comp/OT","0","136542","General Fund","Tax Supported Funds","Regular Salaries","Personnel Cost"
"2022","Projects","Projects","Projects","Contract Services","0","1188878","Municipal Bus Lines Fund","Non-Tax Supported Funds","Other Contractual Services","Operating Expense"
"2022","Operating Departments","Community Development","Non-Departmental","Transfers","0","978668","Culver City Housing Authority","Non-Tax Supported Funds","Trsf Out To - Fund 101","Transfers"
"2022","General Government","Information Technology","IT Public Safety","Other","0","5239","General Fund","Tax Supported Funds","Deferred Compensation","Personnel Cost"
"2022","Public Safety","Fire","Community Risk Reduction","Office Supp&Exp","0","3770","General Fund","Tax Supported Funds","Communications","Operating Expense"
"2022","Operating Departments","Public Works","Maintenance Operations","Health Benefits","0","17970","General Fund","Tax Supported Funds","Health","Personnel Cost"
"2022","General Government","Non-Departmental","Higuera St Lndscp/Lghtng Dist","Sal/Spc Comp/OT","0","5746","Special Assessment & Districts","Non-Tax Supported Funds","Regular Salaries","Personnel Cost"
"2022","Operating Departments","Parks Recreation & Comm Svs","Veteran's Memorial Complex","Sal/Spc Comp/OT","0","265826","General Fund","Tax Supported Funds","Part-Time Salaries","Personnel Cost"
"2022","General Government","Finance","Finance Administration","Pension Expenses","0","41312","General Fund","Tax Supported Funds","Retirement - Employer","Personnel Cost"
