"incident_number","incident_date","shift_color","specific_incident_code_and","generic_incident_code","generic_incident_description","incident_category","streetnumber","streetprefix","streetname","streettype","city","civilian_casualty","firefighter_casualty","property_loss","property_value","responding_unit","responding_unit_in_or_out","responding_unit_district","responding_unit_district_1","turnout_time","travel_time","response_time_minutes","first_arriving","latitude","longitude","location","lastarrivingfirstalarm","onscndate","dispdate","citydst"
"01-000710","2001-01-24T02:24:54.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","5813",,"TAGGART","DR","Chattanooga","0","0","0","0","ENGINE 22","IN","2202","Station 22","3.58","5.8","9.38","Y",,,,"Y","2001-01-24T02:35:24.000","2001-01-24T02:26:01.000",
"01-000711","2001-01-24T04:44:09.000",,"730 System malfunction  other","700","False Alarm & False Call","Non-Fire Call","4309",,"DISTRIBUTION","DR","Chattanooga",,,,,"ENGINE8","OUT","601","Station 6","2.82","7.33","10.15","Y","35.06969047765068","-85.17972194488573","POINT (-85.179721944886 35.069690477651)","Y","2001-01-24T04:54:35.000","2001-01-24T04:44:26.000","5"
"01-000719","2001-01-24T10:38:22.000",,"651 Smoke scare  odor of smoke","600","Good Intent Call","Non-Fire Call","4400",,"COMET","TRL","Chattanooga","0","0","0","0","LADDER3","OUT","1901","Station 19","3.22","3.97","7.18","Y","35.125024564630266","-85.25979675948635","POINT (-85.259796759486 35.12502456463)","Y","2001-01-24T10:45:49.000","2001-01-24T10:38:38.000","2"
"01-000729","2001-01-24T15:55:24.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","219",,"TIMBER KNOLL","DR","Chattanooga","0","0","0","0","ENGINE8","IN","803","Station 8","1.9","5.12","7.02","Y","35.01682295295371","-85.18748796326784","POINT (-85.187487963268 35.016822952954)","Y","2001-01-24T16:02:41.000","2001-01-24T15:55:40.000","6"
"01-000761","2001-01-25T15:39:11.000",,"110 Structure fire  other (conversion only)","100","Fire","Fire Call","6225",,"DAYTON","BLVD","Chattanooga","0","0","0","0","ENGINE 22","IN","2202","Station 22","1.2","14.38","15.58","Y","35.17475745667962","-85.25271648445312","POINT (-85.252716484453 35.17475745668)","Y","2001-01-25T15:54:51.000","2001-01-25T15:39:16.000","1"
"01-000793","2001-01-26T13:41:11.000",,"740 Unintentional transmission of alarm  other","700","False Alarm & False Call","Non-Fire Call","2412",,"MCCALLIE","AVE","Chattanooga","0","0","0","0","ENGINE 5","IN","501","Station 5",,,"11.62","Y","35.03285573407052","-85.26656444752984","POINT (-85.26656444753 35.032855734071)","Y","2001-01-26T13:54:15.000","2001-01-26T13:42:38.000","9"
"01-000803","2001-01-26T18:24:18.000",,"651 Smoke scare  odor of smoke","600","Good Intent Call","Non-Fire Call","1012",,"ELAINE","TRL","Chattanooga","0","0","0","0","ENGINE8","OUT","2101","Station 21","1.65","6.35","8","Y","35.009238374652945","-85.16891873355209","POINT (-85.168918733552 35.009238374653)","N","2001-01-26T18:32:22.000","2001-01-26T18:24:22.000","6"
"01-000811","2001-01-26T22:52:36.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","8200",,"INTERSTATE 75",,"Chattanooga","0","0","0","0","ENGINE8","IN","802","Station 8","2.08","7.03","9.12","Y",,,,"Y","2001-01-26T23:02:04.000","2001-01-26T22:52:57.000",
"01-000815","2001-01-26T23:36:50.000",,"410 Combustible/flammable gas/liquid conditn other","400","Hazardous Condition (no fire)","Non-Fire Call","8200",,"INTERSTATE 75",,"Chattanooga","0","0","0","0","ENGINE8","IN","802","Station 8","1.55","14.9","16.45","Y",,,,"Y","2001-01-27T00:12:14.000","2001-01-26T23:55:47.000",
"01-000816","2001-01-27T00:05:57.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","659",,"WESTVIEW","DR","Chattanooga","0","0","0","0","ENGINE17","IN","1702","Station 17","2.55","5.9","8.45","Y",,,,"Y","2001-01-27T00:14:38.000","2001-01-27T00:06:11.000",
"01-000819","2001-01-27T03:41:31.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","1160",,"PINEVILLE","RD","Chattanooga","0","0","0","0","ENGINE17","IN","1703","Station 17","1.88","8.7","10.58","Y","35.081975928105976","-85.32740856664759","POINT (-85.327408566648 35.081975928106)","Y","2001-01-27T03:53:19.000","2001-01-27T03:42:44.000","1"
"01-000822","2001-01-27T06:50:35.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","2141",,"CUMMINGS","HWY","Chattanooga","0","0","0","0","ENGINE 20","IN","2001","Station 20","1.25","7.97","9.22","Y",,,,"Y","2001-01-27T07:00:33.000","2001-01-27T06:51:20.000",
"01-000823","2001-01-27T09:52:33.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","5600",,"INTERSTATE 24",,"Chattanooga","0","0","0","0","ENGINE13","IN","1303","Station 13","2.67","8.45","11.12","Y",,,,"Y","2001-01-27T10:04:09.000","2001-01-27T09:53:02.000",
"01-000824","2001-01-27T10:18:52.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","1800","N","CHAMBERLAIN","AVE","Chattanooga","0","0","0","0","ENGINE10","OUT","407","Station 4","2.23","5.08","7.32","Y","35.05525840047738","-85.2545328184001","POINT (-85.2545328184 35.055258400477)","Y","2001-01-27T10:26:44.000","2001-01-27T10:19:25.000","9"
"01-000836","2001-01-28T00:37:34.000",,"730 System malfunction  other","700","False Alarm & False Call","Non-Fire Call","2015",,"POLYMER","DR","Chattanooga","0","0","0","0","ENGINE8","IN","801","Station 8","1.77","5.37","7.13","Y","35.04419151828313","-85.1932760480697","POINT (-85.19327604807 35.044191518283)","N","2001-01-28T00:45:48.000","2001-01-28T00:38:40.000","6"
"01-000841","2001-01-28T03:05:12.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","4126",,"MOUNTAIN CREEK","RD","Chattanooga","0","0","0","0","ENGINE17","IN","1702","Station 17","2.52","7.48","10","Y","35.132398565639676","-85.30811018480726","POINT (-85.30811018480702 35.13239856564)","Y","2001-01-28T03:16:00.000","2001-01-28T03:06:00.000","1"
"01-000844","2001-01-28T03:59:08.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","5409",,"MAY","CIR","Chattanooga","0","0","0","0","ENGINE 22","IN","2202","Station 22","2.02","6.22","8.23","Y","35.14183083849596","-85.26010638748646","POINT (-85.260106387486 35.141830838496)","Y","2001-01-28T04:10:56.000","2001-01-28T04:02:42.000","3"
"01-000850","2001-01-28T11:05:56.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","1133",,"PINEVILLE","RD","Chattanooga","0","0","0","0","ENGINE17","IN","1703","Station 17","2.12","4.9","7.02","Y","35.080396352865634","-85.32703646221557","POINT (-85.327036462216 35.080396352866)","Y","2001-01-28T11:13:18.000","2001-01-28T11:06:17.000","1"
"01-000870","2001-01-29T01:49:16.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","6220",,"SHALLOWFORD","RD","Chattanooga","0","0","0","0","ENGINE8","IN","801","Station 8","2.82","4.42","7.23","Y","35.052337336015974","-85.17811590749456","POINT (-85.178115907495 35.052337336016)","Y","2001-01-29T01:57:01.000","2001-01-29T01:49:47.000","6"
"01-000878","2001-01-29T09:37:28.000",,"651 Smoke scare  odor of smoke","600","Good Intent Call","Non-Fire Call","1018",,"DALLAS","RD","Chattanooga",,,,,"SQUAD 1","OUT","1202","Station 12","1.82","5.98","7.8","Y","35.075426606686726","-85.30447447642187","POINT (-85.30447447642202 35.07542660668701)","N","2001-01-29T09:45:35.000","2001-01-29T09:37:47.000","2"
"01-000901","2001-01-30T06:12:37.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","120",,"PARMENAS","LN","Chattanooga","0","0","0","0","ENGINE17","IN","1703","Station 17","1.6","5.67","7.27","Y","35.07119026764215","-85.33037824904852","POINT (-85.33037824904902 35.071190267642)","Y","2001-01-30T06:20:14.000","2001-01-30T06:12:58.000","1"
"01-000903","2001-01-30T08:35:10.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","340","N","HOLTZCLAW","AVE","Chattanooga","0","0","0","0","ENGINE 5","IN","501","Station 5","1.65","11.63","13.28","Y","35.04282966624512","-85.28040462968244","POINT (-85.280404629682 35.042829666245)","Y","2001-01-30T08:48:54.000","2001-01-30T08:35:37.000","8"
"01-000918","2001-01-30T15:18:09.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","4100",,"HIGHWAY 153",,"Chattanooga","0","0","0","0","ENGINE 15","OUT","601","Station 6","1.47","9.73","11.2","Y",,,,"Y","2001-01-30T15:34:37.000","2001-01-30T15:23:25.000",
"01-000917","2001-01-30T15:21:20.000",,"730 System malfunction  other","700","False Alarm & False Call","Non-Fire Call","7639",,"MALLETTE","RD","Chattanooga","0","0","0","0","ENGINE8","OUT","601","Station 6","1.75","6.33","8.08","Y","35.0727455580964","-85.17232338961752","POINT (-85.172323389618 35.072745558096)","Y","2001-01-30T15:30:22.000","2001-01-30T15:22:17.000","5"
"01-000921","2001-01-30T16:14:39.000",,"110 Structure fire  other (conversion only)","100","Fire","Fire Call","6226",,"HANSLEY","DR","Chattanooga","0","0","0","0","ENGINE8","OUT","601","Station 6","0.9","8.33","9.23","Y","35.08204725704715","-85.17874429465567","POINT (-85.178744294656 35.082047257047)","N","2001-01-30T16:25:27.000","2001-01-30T16:16:13.000","5"
"01-000956","2001-01-31T19:28:23.000",,"410 Combustible/flammable gas/liquid conditn other","400","Hazardous Condition (no fire)","Non-Fire Call","6580",,"ESQUIRE","LN","Chattanooga","0","0","0","0","ENGINE 22","IN","2202","Station 22","2.27","7.45","9.72","Y","35.16805545261695","-85.23460905304992","POINT (-85.23460905305 35.168055452617)","Y","2001-01-31T19:39:23.000","2001-01-31T19:29:40.000","3"
"01-000962","2001-01-31T22:22:00.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","903",,"BEASON","DR","Chattanooga","0","0","0","0","ENGINE17","IN","1701","Station 17","1.97","7.27","9.23","Y","35.07157051863692","-85.3280441928812","POINT (-85.328044192881 35.071570518637)","Y","2001-01-31T22:33:22.000","2001-01-31T22:24:08.000","1"
"01-000966","2001-02-01T02:21:16.000",,"730 System malfunction  other","700","False Alarm & False Call","Non-Fire Call","1219",,"KING ARTHUR","RD","Chattanooga","0","0","0","0","ENGINE8","OUT","2101","Station 21","2.85","5.08","7.93","Y","35.01488180907354","-85.1708183982621","POINT (-85.170818398262 35.014881809074)","Y","2001-02-01T02:31:03.000","2001-02-01T02:23:07.000","6"
"01-000967","2001-02-01T02:45:57.000",,"730 System malfunction  other","700","False Alarm & False Call","Non-Fire Call","4425",,"CUMMINGS COVE","DR","Chattanooga","0","0","0","0","ENGINE 20","IN","2001","Station 20","3.22","6.77","9.98","Y","35.021984282556595","-85.39936695374006","POINT (-85.39936695374 35.02198428255701)","Y","2001-02-01T02:56:23.000","2001-02-01T02:46:24.000","1"
"01-000969","2001-02-01T04:00:22.000",,"730 System malfunction  other","700","False Alarm & False Call","Non-Fire Call","3960",,"CROMWELL","RD","Chattanooga","0","0","0","0","ENGINE 15","OUT","602","Station 6","2.6","4.57","7.17","Y","35.060236450070775","-85.20715035056392","POINT (-85.20715035056402 35.060236450071)","N","2001-02-01T04:08:22.000","2001-02-01T04:01:12.000","5"
"01-000970","2001-02-01T05:19:51.000",,"651 Smoke scare  odor of smoke","600","Good Intent Call","Non-Fire Call","5746",,"MARLIN","RD","Chattanooga","0","0","0","0","ENGINE13","IN","1303","Station 13","2.87","5.28","8.15","Y","35.00913564632962","-85.20925702703718","POINT (-85.209257027037 35.00913564633)","N","2001-02-01T05:28:36.000","2001-02-01T05:20:27.000","6"
"01-000980","2001-02-01T10:04:29.000",,"410 Combustible/flammable gas/liquid conditn other","400","Hazardous Condition (no fire)","Non-Fire Call","0",,"INTERSTATE 24",,"Chattanooga","0","0","0","0","ENGINE 9","IN","902","Station 9","0.72","15.4","16.12","Y",,,,"Y","2001-02-01T10:22:56.000","2001-02-01T10:06:49.000",
"01-000988","2001-02-01T12:43:50.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","4103",,"13TH","AVE","Chattanooga","0","0","0","0","ENGINE 9","IN","901","Station 9","0.73","7.73","8.47","Y","34.994534107794294","-85.28220411770353","POINT (-85.282204117704 34.994534107794)","Y","2001-02-01T12:53:05.000","2001-02-01T12:44:37.000","7"
"01-000996","2001-02-01T14:16:24.000",,"350 Extrication  rescue  other","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","5200",,"HIGHWAY 153",,"Chattanooga","0","0","0","0","ENGINE10","OUT","1901","Station 19","0.98","7.53","8.52","Y","35.12454683986981","-85.24041056661953","POINT (-85.24041056662 35.12454683987)","Y","2001-02-01T14:29:23.000","2001-02-01T14:20:52.000","3"
"01-000999","2001-02-01T15:26:55.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","7700",,"LEE","HWY","Chattanooga","0","0","0","0","ENGINE8","IN","802","Station 8","1.7","5.35","7.05","Y","35.06072335062354","-85.13413238180684","POINT (-85.134132381807 35.060723350624)","Y","2001-02-01T15:34:24.000","2001-02-01T15:27:21.000","6"
"01-001001","2001-02-01T15:55:01.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","7000",,"INTERSTATE 75",,"Chattanooga","0","0","0","0","ENGINE13","OUT","802","Station 8",,,"7.08","Y",,,,"Y","2001-02-01T16:06:57.000","2001-02-01T15:59:52.000",
"01-001019","2001-02-02T06:19:44.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","2709",,"CITICO","AVE","Chattanooga","0","0","0","0","ENGINE 4","IN","401","Station 4",,,"8.22","Y","35.041139854291714","-85.25667516163097","POINT (-85.25667516163101 35.041139854292)","Y","2001-02-02T06:28:59.000","2001-02-02T06:20:46.000","9"
"01-001021","2001-02-02T07:56:11.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","798","S","CREST","RD","Chattanooga","0","0","0","0","ENGINE 9","IN","901","Station 9","1.85","5.65","7.5","Y","34.98769068564397","-85.27563951432386","POINT (-85.275639514324 34.987690685644)","Y","2001-02-02T08:04:36.000","2001-02-02T07:57:06.000","9"
"01-001022","2001-02-02T08:06:15.000",,"110 Structure fire  other (conversion only)","100","Fire","Fire Call","7417",,"OLD CLEVELAND","PIKE","Chattanooga","0","0","0","0","ENGINE8","IN","801","Station 8","2.35","5.53","7.88","Y","35.06392343081816","-85.13528160846775","POINT (-85.135281608468 35.063923430818)","N","2001-02-02T08:15:10.000","2001-02-02T08:07:17.000","6"
"01-001024","2001-02-02T08:21:01.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","2141",,"CUMMINGS","HWY","Chattanooga","0","0","0","0","ENGINE 20","IN","2001","Station 20","4.55","4.63","9.18","Y",,,,"Y","2001-02-02T08:30:37.000","2001-02-02T08:21:26.000",
"01-001030","2001-02-02T10:22:05.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","30",,"BIRMINGHAM","HWY","Chattanooga","0","0","0","0","ENGINE 20","IN","2002","Station 20","0.03","17.37","17.4","Y","35.017463883875905","-85.38189559853707","POINT (-85.381895598537 35.017463883876)","Y","2001-02-02T10:40:50.000","2001-02-02T10:23:26.000","1"
"01-001034","2001-02-02T12:31:17.000",,"651 Smoke scare  odor of smoke","600","Good Intent Call","Non-Fire Call","2914",,"HAYWOOD","AVE","Chattanooga",,,,,"LADDER3","OUT","1601","Station 16","2.55","4.97","7.52","Y","35.09907398505172","-85.28621312383096","POINT (-85.286213123831 35.099073985052)","Y","2001-02-02T12:39:28.000","2001-02-02T12:31:57.000","2"
"01-001035","2001-02-02T13:38:04.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","114",,"WAYNE","AVE","Chattanooga","0","0","0","0","ENGINE17","IN","1701","Station 17","2.07","5.25","7.32","Y","35.06859601835167","-85.32568050292687","POINT (-85.325680502927 35.068596018352)","Y","2001-02-02T14:06:45.000","2001-02-02T13:59:26.000","1"
"01-001039","2001-02-02T15:41:28.000",,"730 System malfunction  other","700","False Alarm & False Call","Non-Fire Call","404",,"OLD MOUNTAIN","RD","Chattanooga","0","0","0","0","LADDER 1","OUT","1402","Station 14","2.73","6.03","8.77","Y","35.008962450356584","-85.33213949373537","POINT (-85.332139493735 35.008962450357)","Y","2001-02-02T15:50:51.000","2001-02-02T15:42:05.000","7"
"01-001054","2001-02-02T20:32:01.000",,"740 Unintentional transmission of alarm  other","700","False Alarm & False Call","Non-Fire Call","2626",,"WALKER","RD","Chattanooga",,,,,"ENGINE8","IN","802","Station 8","1.12","6.77","7.88","Y","35.05502979486216","-85.13803963980594","POINT (-85.138039639806 35.055029794862)","Y","2001-02-02T20:41:09.000","2001-02-02T20:33:16.000","6"
"01-001082","2001-02-03T16:43:57.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","100",,"INTERSTATE 24",,"Chattanooga","0","0","0","0","ENGINE 20","OUT","202","Station 1","1.32","12.8","14.12","Y",,,,"Y","2001-02-03T17:00:01.000","2001-02-03T16:45:54.000",
"01-001086","2001-02-03T19:05:16.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","215",,"TIMBER KNOLL","DR","Chattanooga","0","0","0","0","ENGINE8","IN","803","Station 8","1.3","5.95","7.25","Y","35.01635191796357","-85.18765595136668","POINT (-85.187655951367 35.016351917964)","Y","2001-02-03T19:12:46.000","2001-02-03T19:05:31.000","6"
"01-001120","2001-02-04T16:43:58.000",,"551 Assist police or other governmental agency","500","Service Call","Non-Fire Call","1100","E","3RD","ST","Chattanooga","0","0","0","0","SQUAD 1","OUT","704","Station 7","0.03","10.12","10.15","Y","35.04683847037527","-85.28811146652235","POINT (-85.288111466522 35.04683847037501)","Y","2001-02-04T17:02:56.000","2001-02-04T16:52:47.000","8"
