"supplier_name","supplier_number","payment_number","payment_date","invoice_number","invoice_date","payment_total","po_number","receipt_number","department","account_description","fund_description","cost_center_description","minority_owned","small_business","women_owned","city","state","zip","country","vendor_id","days_to_pay","compliant_indicator"
"North America Fire Equipment Co Inc","873184","2211988","2020-10-29T00:00:00.000","1046269","2020-06-15T00:00:00.000","748.23","554016","301387","Fire","Fire Code Equipment","General Fund","Fire Logistics & Technology","No","No","No","Decatur,","AL,","35601","US","972739","136","No"
"Buddy Ratley Signs","863301","2090225","2013-09-20T00:00:00.000","911791","2013-04-24T00:00:00.000","2000","522743","72169","Economic & Community Development","Other Contracted Service","Neighborhood Partners Programs","Neigh FY13 Foxwood Heights Neighborhood Assoc","No","No","No","Red Bank,","TN,","37415","US","57608","149","No"
"Tyler Technologies Inc","751486","2150836","2016-11-08T00:00:00.000","025-170540","2016-10-10T00:00:00.000","40625","542286","162984","Police","IT Maintenance - Licensing","Police Capital Projects","Police Cap - Brazo Technology E-Citation Devices","No","No","No","Dallas,","TX,","75320-3556","US","5764","29","Yes"
"Insurance Brokerage Agency LLC","639249","2173614","2018-03-15T00:00:00.000","3rdM-15-MAR-18-211607-513587","2018-03-15T00:00:00.000","-0.05",,,"Finance & Admin","Payroll Deduction Charges","General Fund","City General Tax Revenue","No","No","No","Germantown, TN,","38139,",,"US","1595","0","Yes"
"Keefe Plumbing & Heating Co., Inc","199697","4002007","2017-06-21T00:00:00.000","1465-2","2017-03-24T00:00:00.000","918.23","543278","170590","Public Works","Plumbing","General Fund","Park Mgmt - Buildings & Structures","No","Yes","Yes","Chattanooga,","TN,","37404","US","389","89","No"
"Coca Cola Bottling Co","353640","2107608","2014-08-12T00:00:00.000","20560794107","2014-07-18T00:00:00.000","284.85","0034461","92740","General Services","Cafeteria Inventory","Municipal Golf Courses","Brown Acres Golf Concessions","No","No","No","Birmingham,","AL,","35246-0962","US","678","25","Yes"
"Tenn Hotel Supply","070604","2099941","2014-03-19T00:00:00.000","754619","2014-03-11T00:00:00.000","26.05","520003","82923","General Gov't & Agencies","Other Materials & Supplies","Public Library Store (was 9200)","Library - Store","No","No","No","Chattanooga,","TN,","37403","US","227","8","Yes"
"UniFirst Corp","740751","2199876","2019-11-08T00:00:00.000","266 0251482","2019-10-31T00:00:00.000","20.65","548408","265116","Public Works","Floor Mat / Scrapper Rental","General Fund","Building Maintenance","No","No","No","Rossville,","GA,","30741","US","3591","8","Yes"
"Hamilton County Govrnt","394763","2186396","2018-12-31T00:00:00.000","12746","2018-09-26T00:00:00.000","318.4","552322","230116","Public Works","IT Maintenance","General Fund","Building Maintenance","No","No","No","Chattanooga,","TN,","37402","US","792","96","No"
"Internatl Union Of Operating","603893","2179152","2018-07-05T00:00:00.000","3rdM-05-JUL-18-211507-532586","2018-07-05T00:00:00.000","90.94",,,"Undefined","AP Op Engineers Local 917 - 1.5%","General Fund","Not Required","No","No","No","Chattanooga,","TN,","37422","US","1512","0","Yes"
"Signal Mountain Farm","871485","2147511","2016-09-01T00:00:00.000","3rdW-01-SEP-16-211655-401586","2016-09-01T00:00:00.000","327.56",,,"Undefined","AP Signal Mtn. Farm","General Fund","Not Required","No","No","No","Signal Mountain,","TN,","37377","US","716728","0","Yes"
"Lenoir City Utilities Board","863754","2099839","2014-03-18T00:00:00.000","161344-0214","2014-02-28T00:00:00.000","249.87",,,"General Services","Electricity","TN Valley Regional Communications","TN Valley Regional Communications","No","No","No","Lenoir City,","TN,","37771-0449","US","79736","18","Yes"
"Unum - Voluntary Benefits","754640","2190424","2019-04-04T00:00:00.000","3rdM-04-APR-19-211614-590530","2019-04-04T00:00:00.000","311.14",,,"Undefined","AP USAble Cafeteria Insurance","General Fund","Not Required","No","No","No","Atlanta,","GA,","30384-3748","US","8582","0","Yes"
"Kirklands Pest Control LLC","866397","2119884","2015-04-08T00:00:00.000","13305358","2015-03-18T00:00:00.000","19","520051","106995","Youth & Family Development","Exterminating Service","General Fund","Rec Ctr - Washington Hills","No","No","No","Fayetteville,","TN,","37334","US","198528","21","Yes"
"General Pension Fund","671770","5002726","2015-06-11T00:00:00.000","3rdM-11-JUN-15-211302-316544","2015-06-11T00:00:00.000","2503.68",,,"Undefined","AP General Pension Employee","General Fund","Not Required","No","No","No",".,","TN,","00000","US","1882","0","Yes"
"Vulcan Materials Company","074642","5005475","2019-01-17T00:00:00.000","31884268","2019-01-08T00:00:00.000","739.53","548120","231434","Public Works","Gravel, Sand, Stone, Chert, Salt","Interceptor Sewer Capital","ISS Cap - Sewer Settlement Repair","No","No","No","Atlanta,","GA,","30392-1131","US","240","9","Yes"
"Electric Power Board of Chattanooga","021684","2078465","2013-03-12T00:00:00.000","2230784000-0313","2013-02-27T00:00:00.000","557.46",,,"Fire","Electricity","General Fund","Fire Station # 13","No","No","No","Chattanooga,","TN,","37422-7254","US","91","13","Yes"
"Amer Fam Life","603860","2075748","2013-01-24T00:00:00.000","3rdM-24-JAN-13-211602-162261","2013-01-24T00:00:00.000","15.53",,,"Undefined","AP American Family Life","General Fund","Not Required","No","No","No","Columbus,","GA,","31999","US","1510","0","Yes"
"Universal Service Inc","864011","2081641","2013-04-26T00:00:00.000","21704","2013-03-12T00:00:00.000","836.8","515702","63735","Public Works","Other Contracted Service","Interceptor Sewer Operations","ISS Liquid Handling","Yes","No","No","Chattanooga,","TN,","37421","US","94772","45","No"
"Vulcan Materials Company","074642","2085050","2013-06-24T00:00:00.000","30284629","2013-05-28T00:00:00.000","181.5","507476","66647","Public Works","Gravel, Sand, Stone, Chert, Salt","Water Quality Mgmt Operations","Water Quality Maintenance & Operation","No","No","No","Knoxville,","TN,","37901","US","240","27","Yes"
"Canon Solutions America","866161","2123802","2015-06-17T00:00:00.000","4016157275","2015-06-01T00:00:00.000","187.3","526315","113735","Human Resources","Equipment Rental","General Fund","Human Resources Admin","No","No","No","Chicago,","IL,","60693","US","190422","16","Yes"
"Cintas Corporation No. 2","868273","2185041","2018-11-26T00:00:00.000","475217935","2018-10-29T00:00:00.000","53.5","541995","224453","Public Works","Clothing","Solid Waste Operations","Recycling Center","No","No","No","Cincinatti,","OH,","45263-0910","US","384675","28","Yes"
"Childcare Network Inc","731810","2051376","2012-01-12T00:00:00.000","169","2011-12-30T00:00:00.000","5192","513089","37483","Human Services","Other Contracted Service","2012 Head Start","Early Head Start","Yes","Yes","Yes","Hixson,","TN,","37343","US","2506","13","Yes"
"Amer Red Cross","003047","2175825","2018-04-26T00:00:00.000","CR5093520","2018-04-06T00:00:00.000","500",,,"Public Works","Walker Pavilion Rent","General Fund","Shared Maint - TN Riverpark Downtown","No","No","No","Chattanooga,","TN,","37406","US","13","20","Yes"
"S & ME Inc","743653","2113292","2014-12-01T00:00:00.000","649877","2014-09-22T00:00:00.000","1420","523940","97595","Economic & Community Development","Other Contracted Service","Econ & Comm Development Capital Projects","NS Cap - ECD Development Site:  Tubman","No","No","No","Atlanta,","GA,","30384-7523","US","4004","70","No"
"Tenn American Water Co","068508","2126545","2015-08-04T00:00:00.000","15739541 0715","2015-07-23T00:00:00.000","305.27",,,"Public Works","Water","State Street Aid","SSA Street Maint","No","No","No","Pittsburgh,","PA,","15250-7880","US","217","12","Yes"
"Kirklands Pest Control LLC","866397","2189591","2019-03-18T00:00:00.000","250228","2018-12-05T00:00:00.000","18","548415","238857","Public Works","Exterminating Service","Interceptor Sewer Operations","ISS Plant Maintenance","No","No","No","Chattanooga,","TN,","37412","US","198528","103","No"
"Kirklands Pest Control LLC","866397","2106614","2014-07-22T00:00:00.000","13235628","2014-06-05T00:00:00.000","19","520051","91551","General Services","Exterminating Service","Municipal Garage","Rep & Maint - 12th & Park Garage","No","No","No","Fayetteville,","TN,","37334","US","198528","47","No"
"Cecilio-Brown, Jessica","867688","2102987","2014-05-14T00:00:00.000","5/2/14","2014-05-07T00:00:00.000","41.66",,,"Undefined","AR Travel Advance","2014 Head Start","Not Required","No","No","No","Chattanooga,","TN,","37406","US","327634","7","Yes"
"BLH Enterprises LLC","862995","2128656","2015-09-08T00:00:00.000","K BROOKS 0815","2015-08-28T00:00:00.000","375",,,"Youth & Family Development","Supportive Services Rents","2016 Community Services Block Grant","CSBG - Self-Sufficiency","No","No","No","Knoxville,","TN,","37927","US","54335","11","Yes"
"Jat Oil & Supply Inc","200364","2105700","2014-07-02T00:00:00.000","216857","2014-06-25T00:00:00.000","3177.53","520894","89966","General Services","Diesel (Fleet ground drop only)","Municipal Service Station","Operations-12th & Park Service Sta","No","No","No","Chattanooga,","TN,","37406-0288","US","391","7","Yes"
"Electric Power Board of Chattanooga","021684","2144667","2016-07-08T00:00:00.000","5060001000-0616","2016-06-29T00:00:00.000","373102.34",,,"Undefined","AP Accruals","Interceptor Sewer Operations","Not Required","No","No","No","Chattanooga,","TN,","37422-7254","US","91","9","Yes"
"Adorama Camera Inc.","860142","1135","2015-01-09T00:00:00.000","16025592COR","2014-12-04T00:00:00.000","0",,,"Fire","Audio Visual Equipment","General Fund","Fire Administration","No","No","No","New York,","NY,","10011","US","10793","36","No"
"Tenn American Water Co","068508","2141975","2016-05-24T00:00:00.000","00336572 0516","2016-05-13T00:00:00.000","160.44",,,"Public Works","Water","Water Quality Mgmt Operations","Water Quality Maintenance & Operation","No","No","No","Pittsburgh,","PA,","15250-7880","US","217","11","Yes"
"Lowe's Inc","043250","2149078","2016-10-03T00:00:00.000","94150","2016-06-20T00:00:00.000","663.1","538729","145213","Youth & Family Development","Recreational Equipment","2015 EHS CC Partnership 3/2015-8/2016","EHS-CC Partnerships â€“ Start Up","No","No","No","Atlanta,","GA,","30353-0954","US","165","105","No"
"Lee-Smith Inc","039980","2051964","2012-01-23T00:00:00.000","AI97376","2012-01-05T00:00:00.000","874.37","505161","37736","General Services","Vehicle Parts","Municipal Garage","Rep & Maint - Amnicola Garage","No","No","No","Chattanooga,","TN,","37407-2843","US","156","18","Yes"
"Kirklands Pest Control LLC","866397","2089395","2013-09-06T00:00:00.000","13160137","2013-07-01T00:00:00.000","19","520051","71305","Public Works","Exterminating Service","General Fund","Shared Maint - Ross' Landing","No","No","No","Fayetteville,","TN,","37334","US","198528","67","No"
"Property Tax Refund to:","873135","2203917","2020-02-24T00:00:00.000","118F B  020","2020-02-19T00:00:00.000","283.65",,,"Undefined","AP Treasurer's System Refunds Due","General Fund","Not Required","No","No","No","Chattanooga,","TN,","37415","US","961737","5","Yes"
"Littlejohn Engineering Associates","862751","2119580","2015-04-01T00:00:00.000","90312015","2015-03-26T00:00:00.000","7323","520791","107783","Public Works","CIP Engineering Design & Supervision","Interceptor Sewer Consent Decree","ISS CD-Focused SSES/Rehab SSC Sub Basin 1 W-12-022","No","No","No","Nashville,","TN,","37212","US","52276","6","Yes"
"General Pension Fund","671770","2053980","2012-02-23T00:00:00.000","3rdM-23-FEB-12-211301-108103","2012-02-23T00:00:00.000","20749.2",,,"Undefined","AP General Pension Employer","General Fund","Not Required","No","No","No",".,","TN,","00000","US","1882","0","Yes"
"Amer Paper & Twine Co","548828","2182960","2018-10-05T00:00:00.000","3114672","2018-09-26T00:00:00.000","105.6","543281","221270","Youth & Family Development","Cleaning Supplies","2019 Head Start","Head Start Centers","No","No","No","Nashville,","TN,","37209","US","1292","9","Yes"
"Mountain City Service Inc","746208","4001467","2015-09-30T00:00:00.000","106586-H-36719","2015-08-04T00:00:00.000","165","532968","122353","General Services","HVAC","General Fund","Tivoli Theatre","No","No","No","Signal Mtn,","TN,","37377","US","4434","57","No"
"Tenn American Water Co","068508","2154515","2017-02-01T00:00:00.000","08621830 0117","2017-01-20T00:00:00.000","230.65",,,"Police","Water","General Fund","Police Patrol Delta","No","No","No","St. Louis,","MO,","63179-0247","US","217","12","Yes"
"Ram Tool & Supply Co","296980","2067840","2012-09-19T00:00:00.000","91311118","2012-08-28T00:00:00.000","26.25","512402","51347","Public Works","CIP Expense","Public Works Capital Projects","PW Cap -Shallowford Rd Widening (NB 1-75 Lifestyle Way)","No","No","No","Birmingham,","AL,","35232-0979","US","547","22","Yes"
"Aramark Uniform & Career Apparel","285523","4000136","2013-01-25T00:00:00.000","523-7546881","2012-12-13T00:00:00.000","26.09","502115","58466","General Services","Other Contracted Service","Municipal Garage","Rep & Maint - 12th & Park Garage","No","No","No","Charlotte,","NC,","28290-4035","US","537","43","No"
"Midwest Tape","735040","2052968","2012-02-07T00:00:00.000","2731262","2012-01-20T00:00:00.000","22.49","510577","38779","General Gov't & Agencies","Cassettes","Bicentennial Library","Library - Downtown Branch-Central Office","No","No","No","Holland,","OH,","43528","US","2884","18","Yes"
"Nationwide Retirement Solutions","750162","5006633","2019-11-21T00:00:00.000","DEFCOMP 11/21/19","2019-11-21T00:00:00.000","44623.16",,,"Undefined","AP Nationwide Roth Provision Def Comp","General Fund","Not Required","No","No","No",".,","TN,","000000","US","5207","0","Yes"
"Electric Power Board of Chattanooga","021684","2183627","2018-10-22T00:00:00.000","6832091","2018-10-01T00:00:00.000","4869.12","537031","222868","Undefined","AR Departments for Telcom","General Fund","Not Required","No","No","No","Chattanooga,","TN,","37422-7251","US","91","21","Yes"
"Eastgate Town Center LLC","733293","2072597","2012-12-03T00:00:00.000","1010201201","2012-10-10T00:00:00.000","7930","517604","55698","General Gov't & Agencies","HVAC","General Fund","R&R - Education, Arts & Culture","No","No","No","Chattanooga,","TN,","37411","US","2670","54","No"
"Tennessee Office Properties, LLC","869757","2200156","2019-11-18T00:00:00.000","80952979","2019-11-11T00:00:00.000","21854.69",,,"Undefined","AP Treasurer's System Refunds Due","General Fund","Not Required","No","No","No","Los Angeles,","CA,","90064","US","553701","7","Yes"
"Stowers Machinery","068871","2192674","2019-05-20T00:00:00.000","INWO0561909","2018-11-20T00:00:00.000","1068.39","538805","245483","Public Works","Contracted Vehicle Repair","Solid Waste Operations","Compost Waste Center","No","Yes","No","Knoxville,","TN,","37914","US","220","181","No"
"Aramark Uniform & Career Apparel","285523","2105108","2014-06-23T00:00:00.000","808391728","2014-06-06T00:00:00.000","11.12","502115","89252","Public Works","Equipment Rental","Interceptor Sewer Operations","ISS Liquid Handling","No","No","No","Charlotte,","NC,","28290-4035","US","537","17","Yes"
"Canon Solutions America","866161","2207007","2020-05-19T00:00:00.000","21379418","2020-04-30T00:00:00.000","41.55","552282","284226","Public Works","Office Machine Rental","Interceptor Sewer Operations","ISS Plant Maintenance","No","No","No","Chicago,","IL,","60693-0149","US","190422","19","Yes"
"Hixson Utility District","036738","2171129","2018-01-22T00:00:00.000","100001700 W0118","2018-01-08T00:00:00.000","19.29",,,"Public Works","Water","General Fund","Park Mgmt - Admin","No","No","No","Hixson,","TN,","37343-5598","US","150","14","Yes"
