"objectid","oirid","oddside","leftfrom","leftto","rightfrom","rightto","minaddress","maxaddress","typeprefix","dirprefix","name","typesuffix","dirsuffix","fullname","streetstatus","ownership","functclass","featuretype","city_l","city_r","blockid","streetid","facility_id","lastaccess","geometry"
"445","HAMILTON_19693","L","5805","6199","5804","6198","5804","6199",,,"Crestview","Dr",,"Crestview Dr","Open Public","Chattanooga","Local Street","Road","Chattanooga","Chattanooga","1686","4524","FID1686","20151110083535","MULTILINESTRING ((-85.26053 35.156483, -85.26054 35.15652, -85.26055 35.156563, -85.26056 35.156605, -85.26057 35.156647, -85.260574 35.15669, -85.26058 35.156727, -85.26059 35.15677, -85.2606 35.15681, -85.260605 35.156845, -85.260605 35.15688, -85.260605 35.156914, -85.260605 35.156948, -85.2606 35.156982, -85.26059 35.157017, -85.26058 35.15705, -85.26057 35.157085, -85.26055 35.157116, -85.26054 35.15715, -85.260506 35.15719, -85.26048 35.15723, -85.26046 35.157272, -85.26044 35.15731, -85.26041 35.157352, -85.26038 35.15739, -85.26036 35.157433, -85.26033 35.15747, -85.26031 35.157513, -85.26028 35.15755, -85.260254 35.157597, -85.26022 35.15764, -85.2602 35.15768, -85.26018 35.157726, -85.26015 35.15777, -85.260124 35.157814, -85.2601 35.15786, -85.26008 35.1579, -85.260056 35.157948, -85.26003 35.157993, -85.26 35.158043, -85.25998 35.158096, -85.25995 35.158146, -85.259926 35.1582, -85.259895 35.15825, -85.25987 35.158302, -85.25984 35.15835, -85.25982 35.158405, -85.25979 35.15846, -85.259766 35.15851, -85.25973 35.15859, -85.25971 35.15863, -85.259705 35.15865, -85.25968 35.15869, -85.259674 35.158714, -85.25967 35.158733, -85.25966 35.158752, -85.25964 35.158775, -85.259636 35.158794, -85.25963 35.158813, -85.25961 35.158836, -85.259605 35.158855, -85.25959 35.158875, -85.25958 35.15889, -85.259575 35.158905, -85.25956 35.15892, -85.25955 35.15894, -85.25954 35.158955, -85.25953 35.15897, -85.259514 35.15898, -85.25951 35.158997, -85.25949 35.15901, -85.259476 35.159027, -85.25945 35.159054, -85.25943 35.15907, -85.259415 35.15909, -85.2594 35.159107, -85.25938 35.159122, -85.259346 35.159157, -85.25933 35.15917, -85.259315 35.15918, -85.25928 35.159218, -85.25926 35.15923, -85.25925 35.159245, -85.25923 35.15926, -85.2592 35.15929, -85.259186 35.159306, -85.25917 35.15932, -85.25915 35.159332, -85.25913 35.159348, -85.2591 35.159378, -85.25909 35.15939, -85.25907 35.159405, -85.259056 35.159416, -85.25903 35.159443, -85.25902 35.15946, -85.259 35.15947, -85.25899 35.159485, -85.25897 35.1595, -85.25896 35.15952, -85.25894 35.159534, -85.25892 35.159554, -85.2589 35.15957, -85.25889 35.159588, -85.25887 35.159603, -85.25886 35.15962, -85.25884 35.159637, -85.25883 35.159653, -85.25882 35.159668, -85.258804 35.159687, -85.25879 35.159706, -85.25877 35.15972, -85.25876 35.15974, -85.25874 35.15976, -85.258736 35.15978, -85.25872 35.159798, -85.25871 35.159813, -85.2587 35.15983, -85.25869 35.159847, -85.258675 35.159863, -85.25867 35.159878, -85.25866 35.159893, -85.25865 35.159912, -85.25864 35.15993, -85.25863 35.159946, -85.25862 35.159966, -85.25861 35.159985, -85.25859 35.160027, -85.25859 35.160038, -85.25858 35.16005, -85.258575 35.16006, -85.258575 35.160072, -85.25857 35.160088, -85.25856 35.160103, -85.25856 35.16012, -85.25855 35.16013, -85.25855 35.160145, -85.258545 35.16016, -85.258545 35.16017, -85.25854 35.160187, -85.25854 35.160202, -85.25854 35.160213, -85.25853 35.16023, -85.25853 35.160244, -85.25853 35.16026, -85.25852 35.160275, -85.25852 35.16029, -85.25852 35.160305, -85.258514 35.16036, -85.258514 35.160378, -85.258514 35.160397, -85.258514 35.160416, -85.25851 35.160454, -85.25851 35.160473, -85.25851 35.160496, -85.25851 35.16052, -85.2585 35.160564, -85.2585 35.160606, -85.2585 35.16063, -85.2585 35.16067, -85.2585 35.160713, -85.25849 35.160748, -85.25849 35.16078, -85.25849 35.16088, -85.25849 35.160973, -85.258484 35.16103, -85.258484 35.16106, -85.258484 35.161102, -85.258484 35.161133, -85.258484 35.161148, -85.258484 35.16116, -85.25848 35.16118, -85.25848 35.16121, -85.25848 35.161224, -85.25848 35.16124, -85.25848 35.161255, -85.25847 35.16127, -85.25847 35.16128, -85.25847 35.161297, -85.25846 35.16131, -85.25846 35.16132, -85.25846 35.161335, -85.25845 35.161346, -85.25845 35.16136, -85.258446 35.161373, -85.258446 35.16139, -85.25844 35.161404, -85.25843 35.16142, -85.25843 35.16143, -85.25842 35.16145, -85.258415 35.161465, -85.25841 35.161484, -85.2584 35.1615, -85.25839 35.16152, -85.258385 35.161533, -85.258385 35.16155, -85.25838 35.161568, -85.25837 35.161583, -85.25836 35.1616, -85.258354 35.161613, -85.25835 35.16163, -85.25833 35.161655, -85.258316 35.161686, -85.2583 35.161713, -85.25827 35.16177, -85.258255 35.1618, -85.25822 35.161865, -85.258194 35.161915, -85.25818 35.161945, -85.25817 35.16196, -85.25816 35.161976, -85.258156 35.16199, -85.25815 35.16201, -85.25814 35.16203, -85.25813 35.162045, -85.258125 35.162064, -85.25811 35.162098, -85.258095 35.16212, -85.25809 35.162144, -85.25808 35.162163, -85.25807 35.162186, -85.258064 35.16221, -85.25804 35.162254, -85.25803 35.162277, -85.258026 35.162304, -85.25801 35.162327, -85.258 35.162354, -85.257996 35.162376, -85.25799 35.162403, -85.25797 35.16243, -85.257965 35.162457, -85.25795 35.16251, -85.257935 35.162537, -85.2579 35.162643, -85.25789 35.162674, -85.25787 35.162727, -85.25785 35.162785, -85.25784 35.16281, -85.25783 35.162838, -85.25782 35.16287, -85.257805 35.16289, -85.2578 35.162918, -85.25779 35.16294, -85.257774 35.162968, -85.25777 35.16299, -85.25775 35.163013, -85.257744 35.163033, -85.25774 35.163048, -85.25773 35.163067, -85.25772 35.163082, -85.257706 35.1631, -85.2577 35.163116, -85.25769 35.163128, -85.25768 35.16314, -85.25767 35.16315, -85.25766 35.16316, -85.25765 35.16317, -85.257645 35.16318, -85.25764 35.163193, -85.25762 35.1632, -85.257614 35.16321, -85.25761 35.16322, -85.2576 35.16323, -85.25758 35.16324, -85.257576 35.16325, -85.25756 35.163258, -85.257545 35.16327, -85.25753 35.163277, -85.25752 35.16329, -85.25751 35.163296, -85.25749 35.163307, -85.25747 35.16332, -85.257454 35.16333, -85.25744 35.16334, -85.257416 35.163353, -85.2574 35.16336, -85.25738 35.163372, -85.257355 35.163387, -85.25734 35.1634, -85.25732 35.16341, -85.25729 35.16342, -85.25728 35.163433, -85.25725 35.163445, -85.257225 35.163456, -85.25716 35.163494, -85.25713 35.163506, -85.25707 35.163536, -85.25704 35.16355, -85.25701 35.16357, -85.25698 35.163586, -85.25695 35.1636, -85.25692 35.16362, -85.25688 35.163643, -85.25684 35.163662, -85.256805 35.163685, -85.25677 35.163704, -85.25673 35.163727, -85.2567 35.163742, -85.256676 35.16376, -85.256645 35.163776, -85.256615 35.163795, -85.256584 35.163815, -85.25655 35.163834, -85.25653 35.16385, -85.25651 35.163864, -85.256485 35.16388, -85.25646 35.1639, -85.25644 35.163918, -85.256424 35.163933, -85.25641 35.163948, -85.25639 35.163963, -85.25638 35.16398, -85.25636 35.163994, -85.25635 35.16401, -85.25633 35.164024, -85.25631 35.164047, -85.25629 35.16407, -85.25627 35.164093, -85.25625 35.16412, -85.25621 35.164165, -85.25618 35.1642, -85.25615 35.164238, -85.25613 35.164276, -85.256065 35.16435, -85.25596 35.164494, -85.255936 35.16452, -85.25591 35.164547, -85.2559 35.164566, -85.255875 35.164597, -85.25578 35.164715, -85.25573 35.16478, -85.25568 35.16485, -85.25562 35.164913, -85.25557 35.164978, -85.255516 35.165047, -85.25546 35.16511, -85.25541 35.165176, -85.255356 35.16524, -85.2553 35.16531, -85.25503 35.165657, -85.25502 35.16568, -85.255005 35.1657, -85.25498 35.165718, -85.25497 35.165737, -85.254944 35.165756, -85.25493 35.165775, -85.254906 35.16579, -85.25488 35.165806, -85.25485 35.16582, -85.25483 35.165833, -85.25481 35.16584, -85.254776 35.165844, -85.25475 35.165848, -85.25473 35.16585, -85.2547 35.16585, -85.25468 35.16585, -85.25465 35.165848, -85.25462 35.165844, -85.25459 35.16584, -85.25457 35.165836, -85.25449 35.165825, -85.25441 35.16581, -85.25433 35.165794, -85.25426 35.165783, -85.25418 35.165764, -85.2541 35.16575, -85.25402 35.165733, -85.253944 35.165714, -85.25387 35.165695, -85.25379 35.165676, -85.253555 35.165607, -85.25354 35.165604, -85.25352 35.1656, -85.2535 35.165596, -85.25349 35.165596, -85.25347 35.165596, -85.25345 35.165596, -85.25343 35.165596, -85.25342 35.165596, -85.2534 35.1656, -85.25338 35.165604, -85.253365 35.165607, -85.25335 35.16561, -85.253334 35.16562, -85.25332 35.165627, -85.2533 35.165634, -85.25329 35.165646, -85.25328 35.165657, -85.253265 35.16567, -85.25326 35.16568, -85.25325 35.165695, -85.25318 35.16585, -85.25316 35.165905, -85.253136 35.165955, -85.25311 35.166008, -85.25308 35.166058, -85.25305 35.166103, -85.25302 35.166153, -85.25299 35.166203, -85.25296 35.16625, -85.25292 35.166294, -85.252884 35.166336, -85.25285 35.166378, -85.252815 35.166416, -85.252785 35.166454, -85.25275 35.166492, -85.25271 35.166527, -85.25267 35.166565, -85.25263 35.1666, -85.252594 35.166634, -85.25255 35.166668, -85.25251 35.1667, -85.25242 35.166775))"
"446","HAMILTON_19862","L","2101","2199","2100","2198","2100","2199",,,"Ivy","St",,"Ivy St","Open Public","Chattanooga","Local Street","Road","Chattanooga","Chattanooga","3766","5198","FID3766","20151110083535","MULTILINESTRING ((-85.270485 35.03733, -85.270325 35.037273, -85.270256 35.037247, -85.26999 35.037144, -85.269615 35.037006, -85.26932 35.0369))"
"447","HAMILTON_12335","L","817","855","816","854","816","855",,,"Graysville","Rd",,"Graysville Rd","Open Public","Chattanooga","Urban Minor Arterial","Major Road","Chattanooga","Chattanooga","9828","4505","FID9828","20151110083535","MULTILINESTRING ((-85.14785 34.992596, -85.147865 34.992664, -85.14791 34.992947, -85.14795 34.993183, -85.148 34.993504, -85.14804 34.99374, -85.14807 34.993946, -85.1481 34.99414, -85.14814 34.994377, -85.14818 34.99457, -85.14821 34.994736, -85.14822 34.994843))"
"471","HAMILTON_26553","L","701","719","700","718","700","719",,,"Munro","Rd",,"Munro Rd","Open Public","Chattanooga","Local Street","Road","Chattanooga","Chattanooga","13281","4155","FID13281","20151110083535","MULTILINESTRING ((-85.277 35.111267, -85.27689 35.111263, -85.276474 35.111244, -85.27617 35.11123, -85.27615 35.11123))"
"457","HAMILTON_14866","L","901","1099","900","1098","900","1099",,,"Tremont","St",,"Tremont St","Open Public","Chattanooga","Local Street","Road","Chattanooga","Chattanooga","15368","2902","FID15368","20151110083535","MULTILINESTRING ((-85.29583 35.07074, -85.295784 35.07075, -85.29576 35.07076, -85.29574 35.070763, -85.29571 35.070766, -85.295685 35.07077, -85.29565 35.070774, -85.295616 35.07078, -85.29558 35.070786, -85.29554 35.07079, -85.29551 35.070793, -85.29547 35.070797, -85.29543 35.0708, -85.2954 35.070805, -85.295364 35.07081, -85.29533 35.07081, -85.2953 35.070812, -85.29527 35.070812, -85.29524 35.070812, -85.29522 35.070816, -85.29519 35.070816, -85.295166 35.070816, -85.295135 35.070816, -85.295105 35.07082, -85.29508 35.07082, -85.29505 35.07082, -85.2947 35.07083))"
"458","HAMILTON_15120","L","2301","2399","2300","2398","2300","2399",,,"Allin","St",,"Allin St","Open Public","Chattanooga","Local Street","Road","Chattanooga","Chattanooga","13659","6340","FID13659","20151110083535","MULTILINESTRING ((-85.246506 35.075874, -85.24646 35.075832, -85.24626 35.075768, -85.24611 35.07572, -85.24603 35.07569, -85.24601 35.07568, -85.24601 35.075672, -85.246 35.07567, -85.246 35.07566, -85.246 35.075653, -85.246 35.07565, -85.246 35.07564, -85.246 35.075634, -85.24601 35.07563, -85.24627 35.075104))"
"459","HAMILTON_15674","L","7001","7013","7000","7012","7000","7013",,,"Tyner","Rd",,"Tyner Rd","Open Public","Chattanooga","Urban Major Collector","Major Road","Chattanooga","Chattanooga","5123","3160","FID5123","20151110083535","MULTILINESTRING ((-85.15179 35.060852, -85.1517 35.060825, -85.151535 35.060764, -85.1514 35.060715, -85.15124 35.060658, -85.15114 35.06062, -85.15098 35.06056))"
"460","HAMILTON_10436","L","7111","7199","7110","7198","7110","7199",,,"Bonny Oaks","Dr",,"Bonny Oaks Dr","Open Public","State","Urban Principal Arterial","Major Road","Chattanooga","Chattanooga","14634","3168","FID14634","20151110083535","MULTILINESTRING ((-85.14512 35.065567, -85.144905 35.065403, -85.14466 35.065243, -85.144646 35.065235, -85.14456 35.065186, -85.144554 35.065178, -85.144165 35.064995, -85.14406 35.064945, -85.14395 35.064903, -85.143745 35.064808, -85.14368 35.06478, -85.14336 35.06464))"
"461","HAMILTON_10524","L","7201","7213","7200","7212","7200","7213",,,"Igou Gap","Rd",,"Igou Gap Rd","Open Public","Chattanooga","Urban Minor Arterial","Major Road","Chattanooga","Chattanooga","5019","3133","FID5019","20151110083535","MULTILINESTRING ((-85.16208 35.028564, -85.161934 35.028522, -85.16183 35.028484, -85.161736 35.02845, -85.16162 35.028408, -85.1615 35.028366, -85.16139 35.028324, -85.161285 35.028286, -85.16116 35.028244, -85.16114 35.028236, -85.16105 35.028202, -85.16094 35.028164, -85.16083 35.02813, -85.16072 35.028088, -85.16063 35.028053, -85.16053 35.02802, -85.160515 35.028015))"
"462","HAMILTON_11885","R","1820","1998","1821","1999","1820","1999",,,"Broad","St",,"Broad St","Open Public","State","Urban Principal Arterial","Major Road","Chattanooga","Chattanooga","3046","2906","FID3046","20151110083535","MULTILINESTRING ((-85.31307 35.034252, -85.313225 35.033974, -85.31349 35.03351, -85.31358 35.03335))"
"463","HAMILTON_16927","L","1205","1299","1204","1298","1204","1299",,,"Crutchfield","St",,"Crutchfield St","Open Public","Chattanooga","Local Street","Road","Chattanooga","Chattanooga","14276","6393","FID14276","20151110083535","MULTILINESTRING ((-85.265884 35.068405, -85.26553 35.068268, -85.265495 35.06825))"
"464","HAMILTON_20319","R","4400","4498","4401","4499","4400","4499",,,"14th","Ave",,"14th Ave","Open Public","Chattanooga","Local Street","Road","Chattanooga","Chattanooga","7503","5625","FID7503","20151110083535","MULTILINESTRING ((-85.28354 34.9904, -85.28357 34.99035, -85.2836 34.9903, -85.28363 34.990253, -85.28365 34.990204, -85.28368 34.990154, -85.28371 34.990105, -85.28374 34.990055, -85.28376 34.990005, -85.28379 34.989956, -85.28381 34.989906, -85.28383 34.989872, -85.283844 34.98984, -85.28386 34.989807, -85.28388 34.989773, -85.2839 34.98974, -85.28391 34.989704, -85.283936 34.989674, -85.28395 34.98964, -85.28397 34.989605, -85.28399 34.989574))"
"465","HAMILTON_25257","L","601","699","600","698","600","699",,,"Montgomery","Rd",,"Montgomery Rd","Open Public","Chattanooga","Local Street","Road","Chattanooga","Chattanooga","11718","1746","FID11718","20151110083535","MULTILINESTRING ((-85.2666 35.132988, -85.26653 35.132957, -85.266464 35.13293, -85.266304 35.132874, -85.266205 35.13284, -85.26594 35.13273, -85.265686 35.13262, -85.26565 35.132603, -85.26562 35.132576, -85.26559 35.132545, -85.265564 35.132515, -85.26554 35.13248, -85.265526 35.132446, -85.26552 35.13241, -85.26552 35.13237, -85.265526 35.132336, -85.26553 35.132298, -85.26555 35.132244, -85.2656 35.132103, -85.26566 35.13195, -85.265686 35.13189, -85.2657 35.13183, -85.26571 35.1318, -85.26571 35.13177, -85.26572 35.131744, -85.26571 35.131718, -85.26571 35.13169, -85.26569 35.131664, -85.265686 35.131638, -85.26567 35.13161, -85.265656 35.131588, -85.26563 35.131565, -85.26557 35.13153, -85.265526 35.1315, -85.26537 35.131443, -85.26517 35.131374, -85.265 35.131313, -85.264824 35.13124, -85.264656 35.13118, -85.26448 35.13112, -85.26425 35.13104, -85.26412 35.13099, -85.26403 35.130962))"
"466","HAMILTON_27247","R","2","98","1","99","1","99",,,"Aster","Ave",,"Aster Ave","Open Public","Chattanooga","Local Street","Road","Chattanooga","Chattanooga","10168","3728","FID10168","20151110083535","MULTILINESTRING ((-85.36689 35.02095, -85.36702 35.020756, -85.36717 35.020557, -85.36737 35.020283, -85.367455 35.020115, -85.36769 35.02))"
"467","HAMILTON_11471","L","3921","3999","3920","3998","3920","3999",,,"Hixson","Pike",,"Hixson Pike","Open Public","Chattanooga","Urban Principal Arterial","Major Road","Chattanooga","Chattanooga","12639","2591","FID12639","20151110083535","MULTILINESTRING ((-85.261536 35.113377, -85.261505 35.113384, -85.261375 35.113426, -85.26131 35.113445, -85.26118 35.113483, -85.26105 35.11352, -85.26099 35.11354, -85.260925 35.11356, -85.26087 35.113575, -85.26082 35.11359, -85.260765 35.11361, -85.260704 35.113625, -85.26065 35.11364, -85.2606 35.11366, -85.260544 35.113674, -85.26049 35.113693, -85.26043 35.113712, -85.26038 35.113728, -85.26033 35.113743, -85.26028 35.11376, -85.26022 35.113777, -85.26017 35.113792, -85.26012 35.113808, -85.26008 35.113823))"
"468","HAMILTON_19332","L","1101","1199","1100","1198","1100","1199",,,"Dagnan","Ln",,"Dagnan Ln","Open Public","Chattanooga","Local Street","Road","Chattanooga","Chattanooga","12362","6223","FID12362","20151110083535","MULTILINESTRING ((-85.325165 35.08299, -85.32519 35.08305, -85.32519 35.08306, -85.325195 35.083076, -85.325195 35.08309, -85.325195 35.083107, -85.325195 35.08312, -85.325195 35.083134, -85.325195 35.08315, -85.325195 35.083164, -85.325195 35.08318, -85.32517 35.083305, -85.32515 35.083454, -85.325134 35.08361, -85.32513 35.083633, -85.32513 35.083656, -85.32512 35.08368, -85.32512 35.083702, -85.32512 35.083725, -85.32511 35.083748, -85.3251 35.08377, -85.3251 35.08379, -85.325096 35.083813, -85.32509 35.083836, -85.32507 35.08392, -85.32507 35.08393, -85.32507 35.08394, -85.325066 35.08395, -85.325066 35.083958, -85.32506 35.083965, -85.32506 35.083977, -85.32505 35.083984, -85.32505 35.083992, -85.32504 35.084, -85.32504 35.08401))"
"469","HAMILTON_20213","L","1601","1699","1600","1698","1600","1699",,,"Bennett","Ave",,"Bennett Ave","Open Public","Chattanooga","Local Street","Road","Chattanooga","Chattanooga","3962","5253","FID3962","20151110083535","MULTILINESTRING ((-85.28247 35.0308, -85.28227 35.030724, -85.28221 35.0307, -85.28215 35.03068, -85.28209 35.03066, -85.28203 35.030636, -85.281975 35.030617, -85.28191 35.030594, -85.28185 35.03057, -85.28179 35.03055, -85.28174 35.03053, -85.28168 35.030506, -85.28162 35.030483, -85.28156 35.03046, -85.2815 35.030437, -85.28144 35.03042, -85.28138 35.030396, -85.28133 35.030373, -85.281265 35.030354, -85.281204 35.03033, -85.28114 35.03031, -85.28108 35.03029))"
"470","HAMILTON_24638","L","501","599","500","598","500","599",,"E","52nd","St",,"E 52nd St","Open Public","Chattanooga","Local Street","Road","Chattanooga","Chattanooga","7082","3394","FID7082","20151110083535","MULTILINESTRING ((-85.314545 34.990395, -85.31438 34.990337, -85.31398 34.990192, -85.31369 34.990086, -85.3134 34.989983, -85.31309 34.989864, -85.312775 34.98975, -85.312416 34.98962, -85.312126 34.989513, -85.31186 34.989414, -85.31177 34.98938))"
"472","HAMILTON_19295","R","5100","5148","5101","5149","5100","5149",,,"Vincent","Rd",,"Vincent Rd","Open Public","Hamilton County","Local Street","Major Road","Hamilton County","Hamilton County","15291","3992","FID15291","20171213070010","MULTILINESTRING ((-85.15735 35.13251, -85.15749 35.13257, -85.1577 35.132645, -85.157906 35.13272, -85.15807 35.132786, -85.15826 35.132854, -85.158424 35.13292, -85.15859 35.132984, -85.15874 35.133038, -85.158905 35.1331, -85.15892 35.133102))"
"473","HAMILTON_18062","R","214","298","215","299","214","299",,,"Hunt","Ave",,"Hunt Ave","Open Public","Chattanooga","Local Street","Road","Chattanooga","Chattanooga","6819","3373","FID6819","20151110083535","MULTILINESTRING ((-85.220604 35.006516, -85.22054 35.006493, -85.22041 35.006447, -85.2203 35.006424, -85.22019 35.006416, -85.22009 35.006424, -85.21998 35.00644, -85.219765 35.00647, -85.21962 35.00649, -85.2194 35.00653))"
"474","HAMILTON_23576","R","3750","3774","3751","3775","3750","3775",,,"Church","St",,"Church St","Open Public","Chattanooga","Local Street","Road","Chattanooga","Chattanooga","8079","4724","FID8079","20151110083535","MULTILINESTRING ((-85.33044 35.012592, -85.33044 35.01259, -85.33046 35.012547, -85.33053 35.012432, -85.3306 35.0123, -85.33063 35.012234, -85.3307 35.012203))"
"475","HAMILTON_26949","L","4901","4999","4900","4998","4900","4999",,,"Basswood","Dr",,"Basswood Dr","Open Public","Chattanooga","Local Street","Road","Chattanooga","Chattanooga","13711","6327","FID13711","20151110083535","MULTILINESTRING ((-85.16782 35.086346, -85.16784 35.086376, -85.167915 35.086525, -85.167946 35.08658, -85.16796 35.086617, -85.16797 35.086643, -85.16798 35.086674, -85.167984 35.0867, -85.16799 35.08673, -85.168 35.086758, -85.16802 35.08687, -85.16804 35.086975, -85.16806 35.087063, -85.16807 35.087086, -85.16808 35.087147, -85.1681 35.087265, -85.16812 35.08738, -85.16815 35.087486, -85.16816 35.087563, -85.16819 35.087666, -85.168205 35.08771, -85.16821 35.087715, -85.16823 35.08774, -85.16827 35.087772, -85.168274 35.087776))"
