"providertype","dfta_id","programname","sponsorname","programaddress","programcity","programstate","programzipcode","borough","programphone","dfta_funded","monhouropen","monhourclose","tuehouropen","tuehourclose","wedhouropen","wedhourclose","thuhouropen","thuhourclose","frihouropen","frihourclose","sathouropen","sathourclose","sunhouropen","sunhourclose","latitude","longitude","communityboard","councildist","censustract","bin","bbl","nta","location1"
"SENIOR CENTER CONTRACTS","35B01","ARC Central Harlem Senior Center","ARC XVI FORT WASHINGTON INC","120 WEST 140TH STREET","NEW YORK","NY","10039","MANHATTAN","212-781-5700","Y",,,,,,,,,,,,,,,"40.817579","-73.939272","110","09","230","1060054","1020080013","Central Harlem North-Polo Grounds","POINT (-73.939272 40.817579)"
"HOME DELIVERED MEAL SERVICE CONTRACTS","29G01","JASA HOME DELIVERED MEALS","THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED","247 West 37th Street","NEW YORK","NY","10018","MANHATTAN","718-337-1989","Y",,,,,,,,,,,,,,,"40.651173","-73.885082","305","42","105801","3336175","3044350001","Starrett City","POINT (-73.885082 40.651173)"
"SENIOR CENTER CONTRACTS","12A01","ARTURO SCHOMBURG NEIGHBORHOOD SENIOR","INSTITUTE FOR THE PUERTO RICAN HISPANIC ELDERLY INC","1315 FRANKLIN AVENUE","BRONX","NY","10456","BRONX","718-842-6880","Y",,,,,,,,,,,,,,,"40.832062","-73.901641","203","16","149","2009713","2029310086","Morrisania-Melrose","POINT (-73.901641 40.832062)"
"SENIOR CENTER CONTRACTS","23E01","LUNA PARK NEIGHBORHOOD SENIOR CENTER","THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED","2880 WEST 12TH STREET","BROOKLYN","NY","11224","BROOKLYN","718-996-6666","Y",,,,,,,,,,,,,,,"40.577347","-73.979625","313","47","350","3196559","3072660060","West Brighton","POINT (-73.979625 40.577347)"
"SENIOR CENTER CONTRACTS","26301","BORO PARK NEIGHBORHOOD SENIOR CENTER","AGUDATH ISRAEL OF AMERICA COMMUNITY SERVICES INC","5602 11TH AVENUE","BROOKLYN","NY","11219","BROOKLYN","718-854-7430","Y",,,,,,,,,,,,,,,"40.63368","-74.000703","312","44","216","3139989","3056880036","Borough Park","POINT (-74.000703 40.63368)"
"CASE MANAGEMENT SERVICES CONTRACTS","3M801","NEW YORK FOUNDATION CASE MANAGEMENT MN-1","NEW YORK FOUNDATION FOR SENIOR CITIZENS INC","11 PARK PLACE","NEW YORK","NY","10007","MANHATTAN","212-962-7817","Y",,,,,,,,,,,,,,,"40.712828","-74.008296","101","01","21","1001399","1001240004","SoHo-TriBeCa-Civic Center-Little Italy","POINT (-74.008296 40.712828)"
"SENIOR CENTER CONTRACTS","57401","JCC of Staten Island Innovative Senior Center","JEWISH COMMUNITY CENTER OF STATEN ISLAND INC","1466 MANOR ROAD","STATEN ISLAND","NY","10314","STATEN ISLAND","718-475-5200","Y",,,,,,,,,,,,,,,"40.594454","-74.125677","502","50","181","5141743","5009550100","Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill","POINT (-74.125677 40.594454)"
"CASE MANAGEMENT SERVICES CONTRACTS","4MF01","SOUTHWEST QUEENS CASE MANAGEMENT-QN 5","CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC","183-16 JAMAICA AVENUE","JAMAICA","NY","11423","QUEENS","718-217-0126","Y",,,,,,,,,,,,,,,"40.708932","-73.776983","412","27","444","4438800","4103520058","Jamaica","POINT (-73.776983 40.708932)"
"SENIOR CENTER CONTRACTS","54101","WEST BRIGHTON NEIGHBORHOOD SENIOR CENT","CATHOLIC CHARITIES OF STATEN ISLAND INC.","230 BROADWAY","STATEN ISLAND","NY","10310","STATEN ISLAND","718-727-9763","Y",,,,,,,,,,,,,,,"40.636486","-74.117523","501","49","13301","5095818","5001960001","West New Brighton-New Brighton-St. George","POINT (-74.117523 40.636486)"
"CASE MANAGEMENT SERVICES CONTRACTS","1MA01","RAIN CASE MANAGEMENT BX-2","REGIONAL AID FOR INTERIM NEEDS INC","3377A WHITE PLAINS ROAD","BRONX","NY","10467","BRONX","347-346-9676","Y",,,,,,,,,,,,,,,"40.874872","-73.86706","212","12","374","2087299","2046240037","Williamsbridge-Olinville","POINT (-73.86706 40.874872)"
"SENIOR CENTER CONTRACTS","41G01","CCNS HILLCREST NEIGHBORHOOD SENIOR CTR","CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC","168-01 HILLSIDE AVENUE","JAMAICA","NY","11432","QUEENS","718-287-7171","Y",,,,,,,,,,,,,,,"40.710071","-73.79461","408","24","454","4210504","4098400001","Briarwood-Jamaica Hills","POINT (-73.79461 40.710071)"
"SENIOR CENTER CONTRACTS","41301","ALLEN COMMUNITY NEIGHBORHOOD SENIOR CT","ALLEN AME CHURCH dba ALLEN COMMUNITY SENIOR CITIZENS CENTER","166-01 LINDEN BOULEVARD","JAMAICA","NY","11433","QUEENS","718-658-0980","Y",,,,,,,,,,,,,,,"40.690054","-73.783147","412","27","266","4435290","4123220001","South Jamaica","POINT (-73.783147 40.690054)"
"CASE MANAGEMENT SERVICES CONTRACTS","2MP01","RIDGEWOOD BUSHWICK CASE MANAGEMENT BK-01","RISEBORO COMMUNITY PARTNERSHIP INC","1175 Gates Avenue","BROOKLYN","NY","11221","BROOKLYN","929-251-6626","Y",,,,,,,,,,,,,,,"40.691707","-73.919907","304","34","399","3076253","3033310025","Bushwick South","POINT (-73.919907 40.691707)"
"SENIOR CENTER CONTRACTS","50201","ARROCHAR NEIGHBORHOOD SENIOR CENTER","STATEN ISLAND COMMUNITY SERVICES FRIENDSHIP CLUBS INC","85 JEROME AVENUE","STATEN ISLAND","NY","10305","STATEN ISLAND","718-720-6110","Y",,,,,,,,,,,,,,,"40.59635","-74.076172","502","50","64","5133958","5032700025","Grasmere-Arrochar-Ft. Wadsworth","POINT (-74.076172 40.59635)"
"SENIOR CENTER CONTRACTS","28D01","AMICO Eileen Dugan Neighborhood Senior Center","AMERICAN ITALIAN COALITION OF ORGANIZATIONS INC\AMICO","378 COURT STREET","BROOKLYN","NY","11231","BROOKLYN","718-596-1956","Y",,,,,,,,,,,,,,,"40.681371","-73.996391","306","39","65","3004823","3003510031","Carroll Gardens-Columbia Street-Red Hook","POINT (-73.996391 40.681371)"
"SENIOR CENTER CONTRACTS","44D01","ROCHDALE NEIGHBORHOOD SENIOR CENTER","ROCHDALE VILLAGE SOCIAL SERVICES INC","169-65 137TH AVENUE","JAMAICA","NY","11434","QUEENS","718-525-2800","Y",,,,,,,,,,,,,,,"40.672622","-73.770641","412","28","33402","4436348","4124950002","Springfield Gardens North","POINT (-73.770641 40.672622)"
"SENIOR CENTER CONTRACTS","30V01","GODDARD RIVERSIDE NEIGHBORHOOD SC","GODDARD-RIVERSIDE COMMUNITY CENTER","593 COLUMBUS AVENUE","NEW YORK","NY","10024","MANHATTAN","212-873-6600","Y",,,,,,,,,,,,,,,"40.788212","-73.970904","107","06","173","1079511","1012020001","Upper West Side","POINT (-73.970904 40.788212)"
"SENIOR CENTER CONTRACTS","41Q01","WOODSIDE NEIGHBORHOOD SENIOR CENTER","SAMARITAN DAYTOP VILLAGE INC","50-37 NEWTOWN ROAD","FLUSHING","NY","11377","QUEENS","718-932-6916","Y",,,,,,,,,,,,,,,"40.753724","-73.911047","401","26","163","4430993","4007360002","Astoria","POINT (-73.911047 40.753724)"
"SENIOR CENTER CONTRACTS","12H01","RAIN EASTCHESTER NEIGHBORHOOD SENIOR C","REGIONAL AID FOR INTERIM NEEDS INC","1246 BURKE AVENUE","BRONX","NY","10469","BRONX","718-882-8513","Y",,,,,,,,,,,,,,,"40.871144","-73.851046","211","12","348","2093500","2045810001","Allerton-Pelham Gardens","POINT (-73.851046 40.871144)"
"SENIOR CENTER CONTRACTS","41H01","RAICES CORONA NEIGHBORHOOD SENIOR CENT","SPANISH SPEAKING ELDERLY COUNCIL RAICES INC.","107-24 CORONA AVENUE","FLUSHING","NY","11368","QUEENS","718-458-7259","Y",,,,,,,,,,,,,,,"40.743551","-73.855705","404","21","439","4431694","4019420053","Corona","POINT (-73.855705 40.743551)"
"SENIOR CENTER CONTRACTS","23C01","CCNS THE BAY NEIGHBORHOOD SENIOR CENTER","CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC","3643 NOSTRAND AVENUE","BROOKLYN","NY","11229","BROOKLYN","718-648-2053","Y",,,,,,,,,,,,,,,"40.594966","-73.940825","315","46","572","3344554","3074051001","Sheepshead Bay-Gerritsen Beach-Manhattan Beach","POINT (-73.940825 40.594966)"
"CAREGIVER SERVICES CONTRACTS","5K101","JCC OF SI CAREGIVER SERVICES","JEWISH COMMUNITY CENTER OF STATEN ISLAND INC","1297 ARTHUR KILL ROAD","STATEN ISLAND","NY","10312","STATEN ISLAND","718-475-5287","Y",,,,,,,,,,,,,,,,,"503","51",,"5077603","5059000105",,
"SENIOR CENTER CONTRACTS","31J02","WASHINGTON LEXINGTON SENIOR CENTER","UNION SETTLEMENT ASSOCIATION","1775 THIRD AVENUE","NEW YORK","NY","10029","MANHATTAN","212-828-6104","Y",,,,,,,,,,,,,,,"40.786574","-73.948303","111","08","15602","1079203","1016470001","East Harlem South","POINT (-73.948303 40.786574)"
"SENIOR CENTER CONTRACTS","50R02","CASC ASSISTANCE","COMMUNITY AGENCY FOR SENIOR CITIZENS INC","56 BAY STREET","STATEN ISLAND","NY","10301","STATEN ISLAND","718-273-6808","Y",,,,,,,,,,,,,,,"40.640624","-74.075704","501","49","3","5000035","5000050103","West New Brighton-New Brighton-St. George","POINT (-74.075704 40.640624)"
"HOME DELIVERED MEAL SERVICE CONTRACTS","15X01","MID BRONX HOME DELIVERED MEALS","MID BRONX SENIOR CITIZENS COUNCIL INC","900 GRAND CONCOURSE","BRONX","NY","10451","BRONX","718-992-2057","Y",,,,,,,,,,,,,,,"40.827412","-73.922277","204","16","18301","2002802","2024600001","East Concourse-Concourse Village","POINT (-73.922277 40.827412)"
"SENIOR CENTERS HOME DELIVERED MEAL SERVICE CONTRACTS","21H03","Brownsville Social Club","WAYSIDE OUT-REACH DEVELOPMENT INC","528 MOTHER GASTON BLVD","BROOKLYN","NY","11212","BROOKLYN","718-345-5665","Y",,,,,,,,,,,,,,,"40.859254","-73.8551","211","13","326","2050222","2043650017","Allerton-Pelham Gardens","POINT (-73.8551 40.859254)"
"SENIOR CENTER CONTRACTS","35D01","Carter Burden Innovative Senior Center","CARTER BURDEN NETWORK INC.","312 EAST 109 STREET","NEW YORK","NY","10029","MANHATTAN","212-423-9665","Y",,,,,,,,,,,,,,,,,"111","08",,"1074278","1016800045",,
"CAREGIVER SERVICES CONTRACTS","6K501","VISIONS CAREGIVER PROGRAM","VISIONS/SERVICES FOR THE BLIND AND VISUALLY IMPAIRED","500 GREENWICH STREET","NEW YORK","NY","10013","MANHATTAN","212-625-1616","Y",,,,,,,,,,,,,,,,,"102","03",,"1076084","1005957501",,
"SENIOR CENTER CONTRACTS","41701","MIDDLE VILLAGE NEIGHBORHOOD SENIOR CT","RABBI ISRAEL MEYER HACOHEN RABBINICAL SEMINARY OF AMERICA","69-10 75th STREET","FLUSHING","NY","11379","QUEENS","718-894-3441","Y",,,,,,,,,,,,,,,"40.709285","-73.876664","405","30","619","4091868","4037860020","Middle Village","POINT (-73.876664 40.709285)"
"SENIOR CENTER CONTRACTS","20Y01","BCA NEIGHBORHOOD SENIOR CENTER","BROOKLYN CHINESE-AMERICAN ASSOCIATION INC","545 60TH STREET","BROOKLYN","NY","11220","BROOKLYN","718-567-9311","Y",,,,,,,,,,,,,,,"40.638869","-74.015137","307","38","102","3337343","3008640001","Sunset Park East","POINT (-74.015137 40.638869)"
"SENIOR CENTER CONTRACTS","50R01","CASSIDY COLES NEIGHBORHOOD SENIOR CENT","COMMUNITY AGENCY FOR SENIOR CITIZENS INC","125 CASSIDY PLACE","STATEN ISLAND","NY","10301","STATEN ISLAND","718-273-6808","Y",,,,,,,,,,,,,,,"40.641888","-74.096489","501","49","81","5001762","5000710011","West New Brighton-New Brighton-St. George","POINT (-74.096489 40.641888)"
"SENIOR CENTER CONTRACTS","11T01","BETANCES NEIGHBORHOOD SENIOR CENTER","INSTITUTE FOR THE PUERTO RICAN HISPANIC ELDERLY INC","607 CONCORD AVE","BRONX","NY","10455","BRONX","718-292-4922","Y",,,,,,,,,,,,,,,"40.814544","-73.907628","201","08","73","2114666","2026420022","Melrose South-Mott Haven North","POINT (-73.907628 40.814544)"
"SENIOR CENTER CONTRACTS","23H01","HAZEL BROOKS NEIGHBORHOOD SENIOR CENTER","FORT GREENE COUNCIL","961 OCEAN AVENUE","BROOKLYN","NY","11226","BROOKLYN","347-435-3287","Y",,,,,,,,,,,,,,,"40.638891","-73.958877","314","40","51601","3120264","3052060062","Flatbush","POINT (-73.958877 40.638891)"
"CASE MANAGEMENT SERVICES CONTRACTS","2MF01","SPECIAL SVCS. FOR SR. CASE MANG. BK-3","RECREATION ROOMS AND SETTLEMENT INC","1304 EAST 57TH STREET","BROOKLYN","NY","11234","BROOKLYN","718-257-1600","Y",,,,,,,,,,,,,,,,,"318","46",,"3345504","3078810033",,
"SENIOR CENTER CONTRACTS","30Y01","LAGUARDIA NEIGHBORHOOD SENIOR CENTER","NEW YORK FOUNDATION FOR SENIOR CITIZENS INC","280 CHERRY STREET","NEW YORK","NY","10002","MANHATTAN","212-732-3656","Y",,,,,,,,,,,,,,,"40.711376","-73.988461","103","01","6","1003211","1002560014","Lower East Side","POINT (-73.988461 40.711376)"
"SENIOR CENTER CONTRACTS","32101","INDEPENDENCE PLAZA NEIGHBORHOOD SR CTR","GREENWICH HOUSE INC.","310 GREENWICH STREET","NEW YORK","NY","10013","MANHATTAN","212-267-0499","Y",,,,,,,,,,,,,,,"40.717604","-74.010667","101","01","39","1083243","1001420025","SoHo-TriBeCa-Civic Center-Little Italy","POINT (-74.010667 40.717604)"
"SENIOR CENTER CONTRACTS","50A01","TODT HILL NEIGHBORHOOD SENIOR CENTER","STATEN ISLAND COMMUNITY SERVICES FRIENDSHIP CLUBS INC","184 SCHMIDTS LANE","STATEN ISLAND","NY","10314","STATEN ISLAND","718-720-6110","Y",,,,,,,,,,,,,,,"40.609058","-74.119053","502","49","173","5108960","5007060001","New Springville-Bloomfield-Travis","POINT (-74.119053 40.609058)"
"SENIOR CENTER CONTRACTS","45T01","Selfhelp Innovative Senior Center","SELFHELP COMMUNITY SERVICES INC","45-25 KISSENA BOULEVARD","FLUSHING","NY","11355","QUEENS","718-886-5777","Y",,,,,,,,,,,,,,,"40.751765","-73.820331","407","20","1205","4117390","4052000052","East Flushing","POINT (-73.820331 40.751765)"
"CASE MANAGEMENT SERVICES CONTRACTS","2MK01","JASA CASE MANAGEMENT BK-7","THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED","161 CORBIN PLACE","BROOKLYN","NY","11235","BROOKLYN","718-934-4295","Y",,,,,,,,,,,,,,,"40.578026","-73.954127","315","48","61004","3245719","3087190073","Brighton Beach","POINT (-73.954127 40.578026)"
"SENIOR CENTER CONTRACTS","32Z01","OUR LADY OF POMPEII NSC","GREENWICH HOUSE INC.","25 CARMINE STREET","NEW YORK","NY","10014","MANHATTAN","212-989-3620","Y",,,,,,,,,,,,,,,"40.730178","-74.002955","102","03","67","1009904","1005860020","West Village","POINT (-74.002955 40.730178)"
"SENIOR CENTER CONTRACTS","10401","MARBLE HILL NEIGHBORHOOD SENIOR CENTER","CHILD DEVELOPMENT CENTER OF THE MOSHOLU-MONTEFIORE COMMMUNIT","5365 BROADWAY","BRONX","NY","10463","BRONX","718-562-8551","Y",,,,,,,,,,,,,,,"40.876062","-73.907886","208","10","309","1082782","1022150623","Marble Hill-Inwood","POINT (-73.907886 40.876062)"
"SENIOR CENTER CONTRACTS","11N01","PSS PARKSIDE NEIGHBORHOOD SENIOR CENTE","PRESBYTERIAN SENIOR SERVICES","644 ADEE AVENUE","BRONX","NY","10467","BRONX","718-881-7780","Y",,,,,,,,,,,,,,,"40.86967","-73.869106","211","15","336","2101742","2045420100","Bronxdale","POINT (-73.869106 40.86967)"
"SENIOR CENTER CONTRACTS","22N01","HOMECREST BENSONHURST NEIGHBORHOOD SR CT","HOMECREST COMMUNITY SERVICES INC","7907 NEW UTRECHT AVENUE","BROOKLYN","NY","11214","BROOKLYN","718-621-7960","Y",,,,,,,,,,,,,,,"40.612279","-74.000933","311","43","276","3162717","3062720007","Bensonhurst West","POINT (-74.000933 40.612279)"
"SENIOR CENTER CONTRACTS","39901","CORSI HOUSE NEIGHBORHOOD SENIOR CENTER","UNION SETTLEMENT ASSOCIATION","307 East 116th Street","NEW YORK","NY","10029","MANHATTAN","212-828-6756","Y",,,,,,,,,,,,,,,"40.796935","-73.93759","111","08","188","1079357","1016880045","East Harlem North","POINT (-73.93759 40.796935)"
"SENIOR CENTER CONTRACTS","44701","ELMCOR NSC","ELMCOR YOUTH & ADULT ACTIVITIES INC","98-19 ASTORIA BOULEVARD","FLUSHING","NY","11369","QUEENS","718-457-9757","Y",,,,,,,,,,,,,,,"40.762296","-73.871089","403","21","367","4032768","4013720045","East Elmhurst","POINT (-73.871089 40.762296)"
"CASE MANAGEMENT SERVICES CONTRACTS","1M901","NEIGHBORHOOD SHOPP CASE MANAGEMENT BX-1","THE NEIGHBORHOOD SELF-HELP BY OLDER PERSONS PROJECT INC","910 EAST 172ND STREET","BRONX","NY","10460","BRONX","718-542-0006","Y",,,,,,,,,,,,,,,"40.834198","-73.890157","203","17","155","2010507","2029770103","Crotona Park East","POINT (-73.890157 40.834198)"
"SENIOR CENTER CONTRACTS","10A01","MITCHELL NEIGHBORHOOD SENIOR CENTER","EAST SIDE HOUSE INC","188 LINCOLN AVENUE","BRONX","NY","10454","BRONX","718-665-2168","Y",,,,,,,,,,,,,,,"40.809874","-73.927933","201","08","23","2091142","2023110001","Mott Haven-Port Morris","POINT (-73.927933 40.809874)"
"SENIOR CENTER CONTRACTS","43601","CCNS WOODHAVEN NSC","CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC","89-02 91ST STREET","JAMAICA","NY","11421","QUEENS","718-847-9200","Y",,,,,,,,,,,,,,,"40.690455","-73.852946","409","32","18","4185709","4089720004","Woodhaven","POINT (-73.852946 40.690455)"
"HOME DELIVERED MEAL SERVICE CONTRACTS","29R01","RIDGEWOOD BUSHWICK HOME DELIVERED MEALS","RISEBORO COMMUNITY PARTNERSHIP INC","565 Bushwick Avenue","BROOKLYN","NY","11206","BROOKLYN","718-782-6334","Y",,,,,,,,,,,,,,,"40.70285","-73.918336","304","37","443","3074237","3032590023","Bushwick North","POINT (-73.918336 40.70285)"
"HOME DELIVERED MEAL SERVICE CONTRACTS","36H01","STANLEY ISAACS HOME DELIVERED MEALS","STANLEY M ISAACS NEIGHBORHOOD CENTER INC","415 EAST 93RD STREET","NEW YORK","NY","10128","MANHATTAN","212-360-7620","Y",,,,,,,,,,,,,,,"40.780904","-73.945112","108","05","152","1082367","1015730001","Yorkville","POINT (-73.945112 40.780904)"
"SENIOR CENTER CONTRACTS","40X01","ROCKAWAY BLVD NSC","JAMAICA SERVICE PROGRAM FOR OLDER ADULTS INC","123-10 143rd STREET","JAMAICA","NY","11433","QUEENS","718-657-6752","Y",,,,,,,,,,,,,,,"40.674522","-73.795725","412","28","182","4261337","4120390044","Baisley Park","POINT (-73.795725 40.674522)"
"SENIOR CENTER CONTRACTS","31G01","MORIAH OLDER ADULT LUNCHEON NSC","AGUDATH ISRAEL OF AMERICA COMMUNITY SERVICES INC","90 BENNETT AVENUE","NEW YORK","NY","10033","MANHATTAN","212-923-5715","Y",,,,,,,,,,,,,,,"40.853017","-73.935383","112","10","271","1064436","1021800172","Washington Heights North","POINT (-73.935383 40.853017)"
"SENIOR CENTER CONTRACTS","33702","UJC Lillian Wald Houses Senior Center","UNITED JEWISH COUNCIL OF THE EAST SIDE INC","12 AVENUE D","NEW YORK","NY","10009","MANHATTAN","212-260-2731","Y",,,,,,,,,,,,,,,"40.720462","-73.978369","103","02","20","1078045","1003560001","Lower East Side","POINT (-73.978369 40.720462)"
"SENIOR CENTER CONTRACTS","40902","FOREST HILLS NEIGHBORHOOD SENIOR CENTER","QUEENS COMMUNITY HOUSE INC.","80-02 KEW GARDENS ROAD","JAMAICA","NY","11415","QUEENS","718-699-1010","Y",,,,,,,,,,,,,,,"40.713686","-73.830505","409","29","773","4312089","4033480037","Kew Gardens","POINT (-73.830505 40.713686)"
"SENIOR CENTER CONTRACTS","20202","Marcus Garvey Social Club","FORT GREENE COUNCIL","1440 E NEW YORK AVENUE","BROOKLYN","NY","11212","BROOKLYN","718-346-7167","Y",,,,,,,,,,,,,,,"40.670654","-73.914575","316","41","902","3080727","3034960013","Brownsville","POINT (-73.914575 40.670654)"
"SENIOR CENTER CONTRACTS","21301","CCNS THE LODGE NEIGHBORHOOD SR CTR","CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC","7711 18TH AVENUE","BROOKLYN","NY","11214","BROOKLYN","718-621-1081","Y",,,,,,,,,,,,,,,"40.612087","-73.997288","311","47","274","3161485","3062490006","Bensonhurst West","POINT (-73.997288 40.612087)"
"SENIOR CENTER CONTRACTS","11P01","EAST CONCOURSE NSC","BRONXWORKS INC","236 EAST TREMONT AVENUE","BRONX","NY","10457","BRONX","718-731-6300","Y",,,,,,,,,,,,,,,"40.848936","-73.904562","205","15","23302","2007599","2028040021","Mount Hope","POINT (-73.904562 40.848936)"
"CASE MANAGEMENT SERVICES CONTRACTS","2MF01","SPECIAL SVCS. FOR SR. CASE MANG. BK-3","RECREATION ROOMS AND SETTLEMENT INC","1304 EAST 57TH STREET","BROOKLYN","NY","11234","BROOKLYN","718-257-1600","Y",,,,,,,,,,,,,,,"40.621348","-73.920355","318","46","690","3345504","3078810033","Flatlands","POINT (-73.920355 40.621348)"
"SENIOR CENTER CONTRACTS","35001","BRC NEIGHBORHOOD SENIOR CENTER","BOWERY RESIDENTS COMMITTEE INC","30 DELANCEY STREET","NEW YORK","NY","10002","MANHATTAN","212-533-2020","Y",,,,,,,,,,,,,,,"40.719792","-73.992269","103","01","18","1079081","1004200001","Chinatown","POINT (-73.992269 40.719792)"
"SENIOR CENTER CONTRACTS","30501","ARC XVI FT WASHINGTON NSC","ARC XVI FORT WASHINGTON INC","4111 BROADWAY","NEW YORK","NY","10033","MANHATTAN","212-781-5700","Y",,,,,,,,,,,,,,,"40.845128","-73.938763","112","10","263","1063501","1021420133","Washington Heights South","POINT (-73.938763 40.845128)"
"SENIOR CENTER CONTRACTS","21J02","Langston Hughes Social Club","WAYSIDE OUT-REACH DEVELOPMENT INC","301 SUTTER AVENUE","BROOKLYN","NY","11212","BROOKLYN","718-498-2990","Y",,,,,,,,,,,,,,,"40.667312","-73.909072","316","41","906","3348344","3035260021","Brownsville","POINT (-73.909072 40.667312)"
"SENIOR CENTER CONTRACTS","45701","NEWTOWN ITALIAN NSC","ITALIAN SENIOR CITIZENS CENTER INC.","83-20 QUEENS BOULEVARD","FLUSHING","NY","11373","QUEENS","718-335-7272","Y",,,,,,,,,,,,,,,"40.737205","-73.879686","404","25","475","4057291","4024760017","Elmhurst","POINT (-73.879686 40.737205)"
"SENIOR CENTER CONTRACTS","23G01","ALBANY NEIGHBORHOOD SENIOR CENTER","FORT GREENE COUNCIL","196 ALBANY AVENUE","BROOKLYN","NY","11213","BROOKLYN","718-773-2600","Y",,,,,,,,,,,,,,,"40.67388","-73.938974","308","36","343","3031082","3012300044","Crown Heights North","POINT (-73.938974 40.67388)"
"SENIOR CENTER CONTRACTS","47601","CPC NAN SHAN NSC","CHINESE AMERICAN PLANNING COUNCIL INC","133-14 41st Avenue","FLUSHING","NY","11355","QUEENS","718-358-3030","Y",,,,,,,,,,,,,,,"40.757805","-73.830321","407","20","849","4114228","4050410005","Flushing","POINT (-73.830321 40.757805)"
"SENIOR CENTER CONTRACTS","28702","Cypress Hills Social Club","CYPRESS HILLS-FULTON STREET SENIOR CITIZENS CENTER INC","3208 FULTON STREET","BROOKLYN","NY","11208","BROOKLYN","718-235-0064","Y",,,,,,,,,,,,,,,"40.682337","-73.876771","305","37","1178","3092631","3041400013","Cypress Hills-City Line","POINT (-73.876771 40.682337)"
"SENIOR CENTER CONTRACTS","12801","SISTER ANNUNCIATA BETHEL NSC","BEDFORD PARK MULTI-SERVICE CENTER FOR SENIOR CITIZENS INC","243 EAST 204TH STREET","BRONX","NY","10458","BRONX","718-365-3725","Y",,,,,,,,,,,,,,,"40.874205","-73.884457","207","11","413","2017363","2033110146","Bedford Park-Fordham North","POINT (-73.884457 40.874205)"
"SENIOR CENTER CONTRACTS","12H02","TOLENTINE ZEISER COMMUNITY LIFE CENTER","REGIONAL AID FOR INTERIM NEEDS INC","2345 UNIVERSITY AVENUE","BRONX","NY","10468","BRONX","718-933-3305","Y",,,,,,,,,,,,,,,"40.861503","-73.906077","207","14","255","2118380","2032180035","Kingsbridge Heights","POINT (-73.906077 40.861503)"
"SENIOR CENTER CONTRACTS","18202","Patterson Houses Senior Center","EAST SIDE HOUSE INC","308 EAST 145TH STREET","BRONX","NY","10451","BRONX","718-993-5146","Y",,,,,,,,,,,,,,,"40.815197","-73.922179","201","08","51","2091115","2023240001","Mott Haven-Port Morris","POINT (-73.922179 40.815197)"
"SENIOR CENTER CONTRACTS","21U01","STUYVESANT HEIGHTS NEIGHBORHOOD SC","FORT GREENE COUNCIL","562-574 MADISON STREET","BROOKLYN","NY","11221","BROOKLYN","718-230-0824","Y",,,,,,,,,,,,,,,"40.686471","-73.935295","303","36","293","3045125","3016450001","Stuyvesant Heights","POINT (-73.935295 40.686471)"
"SENIOR CENTER CONTRACTS","10S02","MORRISANIA AIR RIGHTS SOCIAL CLUB","PRESBYTERIAN SENIOR SERVICES","3135 PARK AVENUE","BRONX","NY","10451","BRONX","718-992-2528","Y",,,,,,,,,,,,,,,"40.82415","-73.917164","204","16","173","2100990","2024209078","East Concourse-Concourse Village","POINT (-73.917164 40.82415)"
"SENIOR CENTER CONTRACTS","23B01","CCNS GLENWOOD NEIGHBORHOOD SENIOR CENTER","CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC","5701 AVENUE H","BROOKLYN","NY","11234","BROOKLYN","718-241-7711","Y",,,,,,,,,,,,,,,"40.633288","-73.921555","318","45","94402","3331006","3079780001","Flatlands","POINT (-73.921555 40.633288)"
"SENIOR CENTER CONTRACTS","31K01","WEINBERG CENTER FOR BALANCED LIVING","THE EDUCATIONAL ALLIANCE INC","197 EAST BROADWAY","NEW YORK","NY","10002","MANHATTAN","646-395-4270","Y",,,,,,,,,,,,,,,"40.714219","-73.988219","103","01","6","1003704","1002850029","Lower East Side","POINT (-73.988219 40.714219)"
"HOME DELIVERED MEAL SERVICE CONTRACTS","27Y01","JCCGCI HOME DELIVERED MEALS","JEWISH COMMUNITY COUNCIL OF GREATER CONEY ISLAND INC","3001 WEST 37TH  STREET","BROOKLYN","NY","11224","BROOKLYN","718-627-2500","Y",,,,,,,,,,,,,,,"40.603084","-73.965083","315","47","418","3178703","3066820045","Homecrest","POINT (-73.965083 40.603084)"
"SENIOR CENTER CONTRACTS","22Y01","SAINT GABRIELS NEIGHBORHOOD SENIOR CTR","ST GABRIELS EPISCOPAL CHURCH","331 HAWTHORNE STREET","BROOKLYN","NY","11225","BROOKLYN","718-773-4049","Y",,,,,,,,,,,,,,,"40.657919","-73.949217","309","40","804","3000000","3048140071","Prospect Lefferts Gardens-Wingate","POINT (-73.949217 40.657919)"
