"hmp_index","mitigation_actions_title","mitigation_actions_description","hazard_addressed","lead_agency","schedule_phase","action_category","support_agency","funding_source","cost_estimate","overall_start","overall_finish","additional_info","goals_objectives","priority","website","notes","mapped"
"CS.C.001","Urban Waterfront Adaptive Strategies report","Provide a systematic assessment of the coastal flood hazards that face New York City, a thorough survey of coastal protection and adaptation strategies that may be suitable for different shoreline and neighborhood types, and a framework for evaluating coastal protection alternatives. The report is intended to serve as a resource for planners, policymakers, and communities within New York City, the region, and elsewhere in the coastal United States.","Coastal Storms","Department of City Planning","Completed","Education and Awareness","Department of Buildings,Department of Environmental Protection,Department of Parks and Recreation","Unknown","0",,"2013-06-01T00:00:00.000",,"2.7,4.2,4.4","N/A",,"Project was completed in 2013.","Not Mapped"
"CS.C.002","FDNY emergency services","Expand FDNY capabilities to respond to natural hazards. In the wake of Hurricane Sandy, the FDNY identified initiatives that would enhance its capabilitiesincluding GPS for apparatus, additional boats for high-water rescue and pumping, and other all-weather vehiclesand ultimately allow the FDNY to act as the City's primary response agency.","Coastal storms","Fire Department of the City of New York","Completed","Emergency Services","DHS","FEMA","1000000","2013-01-01T00:00:00.000","2015-12-31T00:00:00.000",,"2.1,2.3","N/A",,"The FDNY used DHS funds to purchase high-volume pumping systems, dewatering equipment, high-pumping fireboats, small rapid response craft, swift water rescue boats, zodiac rescue boats, swift water rescue suits and PPE, personal flotation devices, and high-axle vehicles. Up to 10 swift water teams can be staffed and outfitted.","Not Mapped"
"CS.C.003","Resilient flood protection at senior centers","Emergency generator, flood barriers, sump pumps at five locations. Design and install items to make property more resilient.","Coastal storms","Department For The Aging","Completed","Property Protection",,,"0","2015-01-01T00:00:00.000","2016-12-30T00:00:00.000",,"1.1,2.1,2.7","N/A",,,"Points"
"CS.C.004","Flood protection measures at Brooklyn JASA","Emergency generator, flood barriers, relocation of electrical services, meters and panels: Design and install items to make property more resilient.","Coastal storms","Department For The Aging","Completed","Property Protection",,,"0","2015-01-01T00:00:00.000","2016-12-30T00:00:00.000",,"1.1,2.2,2.7","N/A",,,"Points"
"CS.C.005","Flood barriers, sump pumps Queens JASA","Design and install items to make property more resilient.","Coastal storms","Department For The Aging","Completed","Property Protection",,,"0","2015-01-01T00:00:00.000","2016-12-30T00:00:00.000",,"1.1,2.2,2.7","N/A",,,"Points"
"CS.C.006","Emergency generator at Manhattan senior center","Design and install item to make property more resilient.","Coastal storms","Department For The Aging","Completed","Property Protection",,,"0","2015-01-01T00:00:00.000","2016-12-30T00:00:00.000",,"1.1,2.2,2.3,2.7","N/A",,,"Points"
"CS.E.003","Far Rockaway multi-family design competition","Launch competition to enhance resiliency of planned Arverne East project.","Coastal storms","Housing Preservation and Development","Completed","Property Protection",,"Other","80000","2013-04-16T00:00:00.000","2013-10-23T00:00:00.000",,"2.5,2.6,3.3","N/A",,,"Not Mapped"
"CS.E.004","Assistance for Damaged Properties (Build it Back Program)","Work with private property owners (of small homes and multi-family housing) to secure funds to address storm damage and allow for resiliency upgrades including system and material enhancements or replacements.","Coastal storms","Housing Preservation and Development,Mayor's Office of Housing Recovery Operations","Existing","Property Protection","Housing Preservation and Development,Mayor's Office of Housing Recovery Operations","Other","2200000000","2013-01-01T00:00:00.000","2018-12-31T00:00:00.000","4 Years After Storm","1.1,2.4,2.5,2.9,3.1","N/A",,,"Not Mapped"
"CS.E.005","Backup generator at Governors Island","Install a standby emergency generator at the Governors Island ventilation building for the Hugh L. Carey Tunnel to provide capacity for pumps and other equipment in case of power outage.","Coastal storms","MTA-Bridges and Tunnels","Completed","Emergency Services",,"FEMA,FEMA-HMGP","5179449","2015-12-01T00:00:00.000","2017-04-30T00:00:00.000","1.5 Years","2.1,2.3","N/A",,,"Points"
"CS.E.006","Mitigation of Hugh L. Carey and Queens Midtown Tunnels","Install flood gates at tunnel portals; extend plaza retaining walls; install deployable barriers across roadways as needed to create protected perimeters around tunnel plazas; protect vulnerable ingress locations and building openings; and perform other associated mitigation work. Measures to protect to FEMA 500 year flood elevation.","Coastal storms","MTA-Bridges and Tunnels","Existing","Infrastructure Project",,"FEMA","65503957","2016-12-18T00:00:00.000","2018-12-31T00:00:00.000","2 Years","2.1,2.7,2.8","N/A",,,"Points"
"CS.P.001","Flooding prevention","Avoid occupying space near or in SLOSH zones A and B, even if the HRA-General Support Services program can accept the space from DCAS.","Coastal storms","Department of Citywide Administrative Services","Completed","Prevention and Policy","Department of Social Services","City Expense","0",,"2017-01-01T00:00:00.000","There is a new lease in place and this is part of the landlord's responsibilities.","2.1,2.2","N/A",,,"Not Mapped"
"CS.E.007","Harlem River lift bridge","Replace facility houses and circuit break houses at higher elevations to protect from flooding. (Design under way through Sandy ER Program with construction to follow.)","Coastal storms","MTA Metro-North Railroad","Existing","Property Protection",,"FTA,MTA","7663410","2016-04-30T00:00:00.000","2019-01-31T00:00:00.000","2.5 Years","2.1,2.4,2.5,2.7","N/A",,"Harlem River Lift Bridge - $10 million. This project continues a rehabilitation program initiated in the 2010-2014 Capital Program. The work includes repairs to cracked piers that support the critical moveable bridge which provides the only access into Manhattan for all Metro-North trains traveling to and from Grand Central Terminal.","Points"
"CS.E.008","Hudson Line substations (including Riverdale location)","Replace and raise substations damaged by Hurricane Sandy to protect from flooding. (Design under way through Sandy ER Program with construction to follow.)","Coastal storms","MTA Metro-North Railroad","Existing","Property Protection",,"FTA","44362600","2016-01-31T00:00:00.000","2018-09-30T00:00:00.000","2.75 Years","2.1,2.3,2.7,2.9","N/A",,"Upper Hudson and Harlem Line Stations Priority Repairs - $40 million. Priority component repairs at stations along the Upper Hudson and Upper Harlem Line will improve the condition of the stations and provide an enhanced customer experience. In addition, potential intermodal improvements at White Plains based on an upcoming City of White Plains led study to be undertaken in conjunction with the MTA and other stakeholders.","Not Mapped"
"CS.E.009","Power and C&S infrastructure improvements","Replace critical power and C&S components damaged by Sandy and protect as feasible.  (Preliminary design to be awarded through Sandy ER program with design-build to follow.)","Coastal storms","MTA Metro-North Railroad","Existing","Property Protection",,"FTA","300076255","2015-05-31T00:00:00.000","2021-03-30T00:00:00.000","6 Years","2.1,2.3,2.7,2.9","N/A",,"Proposed 2015-2019 Capital Program - $101 million. The proposed 2015-2019 Capital Program allocates $101 million, or approximately 4 percent of the total capital program budget, to power projects.","Not Mapped"
"CS.E.010","Flood mitigation at MJ Quill, Castleton, Yukon, Casey Stengel, Ulmer Park depots","Relocate equipment to higher levels; install backflow preventers and high-capacity permanent pumps; reinforce/harden openings/entrances and other water-penetration points.","Coastal storms","MTA-Buses","Existing","Property Protection",,"Unknown","59700000","2018-01-31T00:00:00.000",,"TBD","2.1,2.7","N/A",,"Multiple contracts to address needs. This project will provide flood mitigation measures to protect the Casey Stengel, Castleton, Michael J. Quill, and Yukon Depots.","Not Mapped"
"CS.E.011","Flood mitigation at Far Rockaway depot","Relocate equipment to higher elevation; install backflow preventers (10 feet above BFE).","Coastal storms","MTA-Buses","Existing","Property Protection",,"Unknown","15000000","2016-08-31T00:00:00.000","2018-08-31T00:00:00.000","TBD","2.1,2.4,2.5,2.7","N/A",,,"Points"
"CS.E.012","NYC Clean Soil Bank","Launch full operation of the soil bank for use in elevating grades or creating natural barriers to mitigate impacts of storm surge or sea level rise.","Coastal storms","Office of Environmental Remediation","Existing","Infrastructure Project",,"City Expense","0","2012-08-01T00:00:00.000",,"Ongoing","4.3","N/A",,,"Not Mapped"
"CS.E.014","Overhead utility lines","Work with utilities and the PSC to harden vulnerable lines against winds.","Coastal Storms","Mayor's Office of Resiliency","Existing","Prevention and Policy","Con Edison,New York State Department of Public Service","Unknown","0","2016-04-22T00:00:00.000",,"TBD","2.1,2.3,2.7,3.1","N/A",,"OneNYC 2017 PR: Develop a plan to address any remaining sites that require hardening","Not Mapped"
"CS.E.015","Annual Hurricane Tabletop Exercise","Challenge the participating agencies to respond to various hurricane scenarios. Response includes restoration, planning, logistics, and communications.","Coastal Storms","Public Service Enterprise Group","Existing","Education and Awareness","NYS DHSES,Nassau County OEM,New York City Emergency Management,Suffolk County OEM","Authority Expense","25000",,,"On-going","1.4","N/A",,,"Not Mapped"
"CS.E.016","Oakwood Beach (SI) levee and tidegate","Repair the levee and tidegate. Will be replaced with new features associated with the CSRM South Shore Staten Island Study/Project","Coastal storms","U.S. Army Corps of Engineers","Completed","Infrastructure Project","Department of Environmental Protection","USACE","500000","2000-01-01T00:00:00.000","2000-01-01T00:00:00.000","Two months within 2000 (entered January 2000 for both due to data field requirements)","2.7,2.9","N/A",,,"Not Mapped"
"CS.E.017","Plumb Beach groins and breakwater","Complete work to protect Belt Parkway.","Coastal storms","U.S. Army Corps of Engineers","Completed","Infrastructure Project","Department of Parks and Recreation","City Capital,USACE","6000000","2009-01-01T00:00:00.000","2013-01-01T00:00:00.000","3 months","2.7","N/A","http://www.nan.usace.army.mil/Media/Fact-Sheets/Fact-Sheet-Article-View/Article/487400/fact-sheet-plumb-beach",,"Points"
"CS.E.018","Coastal Storm Risk Management Study and Pre-engineered Design for South Shore of Staten Island","Completed Phase 1 (Ft. Wadsworth to Oakwood Beach).  Report approved December 2016.  Design under way. Measures include levees, flood walls, and bulkheads.","Coastal storms","U.S. Army Corps of Engineers","Existing","Infrastructure Project","Department of Parks and Recreation,Mayor's Office of Resiliency","City Capital,Other State,USACE","615000000","2017-01-01T00:00:00.000","2023-08-31T00:00:00.000",,"2.7,5.2","N/A","http://www.nan.usace.army.mil/Missions/Civil-Works/Projects-in-New-York/South-Shore-of-Staten-Island","Design underway; construction estimated start date is 2019, upon execution of construction agreement.","Not Mapped"
"CS.E.019","Resilient neighborhoods planning studies","Identify and address vulnerabilities specific to communities in flood zones, as designated by new federal flood maps, and those neighborhoods severely affected by Hurricane Sandy. Goals include reducing risk from natural hazards such as flooding and coastal storms, fostering economically and socially vibrant communities that are able to adapt to changing conditions, coordinating land use planning with rebuilding activities and infrastructure investment, and including a robust stakeholder-engagement process.","Coastal Storms","Department of City Planning","Completed","Prevention and Policy","Department of Buildings,Department of Environmental Protection,Department of Parks and Recreation,Housing Preservation and Development,Mayor's Office of Resiliency,New York City Department of Transportation,New York City Emergency Management","CDBG","0","2012-12-01T00:00:00.000","2017-05-01T00:00:00.000","Studies completed in 2017.  Implementation of recommnded zoning changes ongoing, planned certification with Flood Text II in mid-2019. Ongoing","1.1,1.6,2.4,2.5,3.3","N/A","https://www1.nyc.gov/site/planning/plans/resilient-neighborhoods.page",,"Polygon"
