"agency","mbpo_organization_dfta_fy_14","brief_program_description","new_applicant","requested_funding","recommended_funding","program_name","address","city","state","zip","borough","latitude","longitude","community_board","community_council","census_tract","bin","bbl","nta"
"DFTA","The Carter Burden Center for the Aging, Inc.","The program is a One Stop Senior Services that provides case assistance, crisis intervention, ind. and or family counseling, escorted trips to court  or to police and educational programs.  ","No","10000.00","8000.00","Community  Elder Mistreatment & Abuse Prevention Program (CEMAPP)","1484 First Avenue","New York","NY","10075","MANHATTAN","40.771244","-73.953478","8","5","132","1081248","1014720003","Lenox Hill-Roosevelt Island                                                "
"DOE","Youth Arts New York, Inc.","Hibakusha Stories, an initiative of Youth Arts New York, will be conducting 5 days of interactive workshops in New York City in mid-October, 2013, and 8days of workshops in early May, 2014, in which survivors of the atomic bombings of Hiroshima and Nagasaki, known as hibakusha, will tell their stories to students in local high schools and universities.","Yes","8000.00","3000.00","Hibakusha Stories","P.O. Box 363, Old Chelsea Station","New York","NY","10113",,,,,,,,,
"DPR","NYLaughs, Inc.","""Laughter in the Park"" (LITP) is NYLaughs' signature series of free comedy shows in NYC Parks during the summers. Through ""Laughter in the Park,"" we strive to provide laughter FREE to New Yorkers on a consistent basis by producing comedy shows throughout the City's public venues.","Yes","9000.00","0.00","Laughter in the Park 2013 - Central 6/23; 7/7; 67/29 - Tompkins 6/30; 7/14 - Washington Sq. Pk. 7/21","P.O. Box 1503, Old Chelsea Station","New York","NY","10113",,,,,,,,,
"DOC","College and Community Fellowship, Inc.","CCF's core academic support program wraps around participants to enable them to enroll in and graduate from college. CCF's multi-layered approach to academic support, including Scholarships for Formerly Incarcerated Women College Students, reflects the complex needs of formerly incarcerated women.","No","9600.00","4060.00","Scholarships for Formerly Incarcerated Women College Students","475 Riverside Drive, Suite 1626","New York","NY","10115","MANHATTAN","40.811101","-73.964168","9","7","205","1059835","1019910001","Morningside Heights                                                        "
"DOE","Greater New York Councils, Boy Scouts of America","The Exploring program provides young men and women ages 14 to 20 from New York City with hands-on workforce and vocational preparation through a series of career seminars hosted by professionals on-site at our partner companies, organizations, and governmental agencies.","Yes","10000.00","0.00","Exploring: A worksite-based career preparation program","350 - 5th Avenue, Suite 7820","New York","NY","10118",,,,,,,,,
"DFTA","Carnegie East House","The support services at Carnegie East House are important to the health and longevity of our nearly 100 older adult residents. We provide three meals a daily as well as nursing care, managing their appoinrments with doctors, monitoring their taking of medications and other programs designed to assure their continued health, mental acuity and quality of life. ","No","20000.00","0.00","Social Work Services","1844 Second Avenue ","New York","NY","10128","MANHATTAN","40.783785","-73.94741","8","5","15601","1087822","1015580003","Yorkville                                                                  "
"DFTA","Search and Care, Inc.","Since 1972 Search and Care has acted ag a go-to community based resource providing essential and often un-duplicated fee-free programs and services that strive to meet the critical needs of more than 10 thousand vulnerable and increasingly at-risk elderly men and women.","No","10000.00","10000.00","Social Work Services","1844 Second Avenue ","New York","NY","10128","MANHATTAN","40.783785","-73.94741","8","5","15601","1087822","1015580003","Yorkville                                                                  "
"DFTA","Stanley M. Isaacs Neighborhood Center, Inc.","To provide access to technology education especifically desgined for older adults (60+) and its offer through our Senior Center. Learning new skills helps keep their minds alert and engages older adults in the language of technology. ","No","10000.00","5000.00","Stanley's Technology Wizards","415 East 93rd Street","New York","NY","10128","MANHATTAN","40.780904","-73.945112","8","5","152","1082367","1015730001","Yorkville                                                                  "
"DFTA","The Young Men's and Young Women's Hebrew Association","The Himan Brown Senior Program has enriched the lives of countless seniors by providing a variety of activities and classes that keep people's minds and bodies engaged and active. The program runs all day Monday through Friday with 65+ classes each week, including, for example: Ceramics, Painting and Drawing, Memoir Writing, Dance, Men's Retirement Rap Group, Music, World Events, Foreign Language, Fitness, Senior Adult Chours, and Necessary Conversation in Later Life.","No","15000.00","5000.00","Himan Brown Senior Program","1395 Lexington Avenue ","New York","NY","10128","MANHATTAN","40.783051","-73.952978","8","5","15801","1048310","1015200050","Upper East Side-Carnegie Hill                                              "
"DOE","Manhattan Chamber of Commerce Foundation","The MCC Foundation helps businesses find interns and potential employees in CTE high schools and to educate the students in the types of jobs in their field of interest. ","No","69370.00","0.00","MCCF CTE High School Initiative","1375 Broadway 3rd Fl.","New York","NY","10128","MANHATTAN","40.752328","-73.987461","5","3","109","1015254","1008130016","Midtown-Midtown South                                                      "
"DOE","Solomon R. Guggenheim Foundation","Learning Through Art is the Guggenheim's most enduring education program, providing sustained in-school arts education to nearly 150,000 students from diverse cultural and economic backgrounds. As part of this program, highly trained teaching artists collaborate with classroom teachers at 10 New York City public schools to facilitate 17 residencies each year.","No","10000.00","0.00","Learning Through Art","1071 Fifth Avenue","New York","NY","10128","MANHATTAN","40.782925","-73.959391","8","4","15002","1046946","1015000001","Upper East Side-Carnegie Hill                                              "
"DOE","The Children's Aid Society","The Saturday Program for Deaf and Hard of Hearing Children and Teens is the only free weekend program for deaf young people in New York. The program is poen to all deaf children and teens in the city, and currently enrolls 122 young people, age 5-20. Many have secondary disabilities including ADHD, Down Syndrome, and Cenrebral Palsy.","No","5000.00","3000.00","Rhinelander Saturday Program for Deaf Children and Teens","350 East 88th Street","New York","NY","10128","MANHATTAN","40.778667","-73.949598","8","5","14602","1050055","1015500031","Yorkville                                                                  "
"DPR","Civitas Citizens Inc.","CIVITAS plans to initiate a comprehensive community outreach process and programming to engage the local community regarding the East River Esplanade. ","Yes","18000.00","0.00","Reimaging The waterfront - Community Workshops & Programming","1457 Lexington Avenue ","New York","NY","10128","MANHATTAN","40.784854","-73.951659","8","5","15801","1048420","1015230020","Upper East Side-Carnegie Hill                                              "
"DOE","Education Through Music, Inc. ","ETM is unique within the arts education community for its focus on education and our involvement of the whole school community. Music is taught both in its own right and as a means of supporting learning in other areas. We provide extensive training and support to teachers and to school leadership, as we work towards sustaining programs.","No","5000.00","3000.00","Manhattan Partner School Program","122 East 42nd Street, Suite 1501","New York","NY","10168","MANHATTAN","40.751601","-73.97645","5","4","80","1036152","1012960014","Murray Hill-Kips Bay                                                       "
"DOE","Junior Achievement of New York","Funding from the Manhattan Borough President will provide age-appropriate economic, business, and financial education for 220 students in grades K-12 in 10 classrooms in Manhattan.","No","10000.00","3000.00","Supporting Manhattan's Schools Through JA","420 Lexington Avenue, Suite 205","New York","NY","10170","MANHATTAN","40.752262","-73.975464","5","4","92","1035385","1012807501","Turtle Bay-East Midtown                                                    "
"DOHMH","Sanctuary for Families, Inc.","Food nourishes both the body and soul, and Sanctuary would use a grant from the Community Grants Program to implement an innovative 4-part nutritional workshop that would educate and empower immigrant survivors of trafficking.","Yes","5000.00","3500.00","The Nourish Workshop Series","P.O. Box 1406 ","New York","NY","10268",,,,,,,,,
"DFTA","Metropolitan Council on Jewish Poverty","Crisis Intervention Social Workers provide case assistance to low-income seniors living on fixed incomes, the working poor, the near poor, and the recently unemployed. Their needs are often not addressed by government and other social service agencies because they hover just above the federal poverty threshold.","No","50000.00","5000.00","Crisis Intervention Social Worker","120 Broadway, 7th Fl.","New York","NY","10271","MANHATTAN","40.708546","-74.011041","1","1","7","1001026","1000477501","Battery Park City-Lower Manhattan                                          "
"DOE","Citizen Schools, Inc.","Citizen Schools partners with middle schools to extend the learning day for low-income students in Harlem. We mobilize a second shift of afternoon educators, who provide academic support, leadership development, college awareness and access, and exposure to diverse careers through apprenticeships.","Yes","10000.00","0.00","Expanding the Learning Day for Low-Income Students","120 Broadway, Suite 220","New York","NY","10271","MANHATTAN","40.708546","-74.011041","1","1","7","1001026","1000477501","Battery Park City-Lower Manhattan                                          "
"DOE","Futures and Options, Inc.","Futures and Options assists low-income, minority youth in transcending the cycle of low- or no-skill employment and pursuing college and meaningful careers. We provide work-readiness training, paid internships and college guidance.","No","5000.00","3000.00","Futures and Options College Guidence Initiative","120 Broadway, Suite 1019","New York","NY","10271","MANHATTAN","40.708546","-74.011041","1","1","7","1001026","1000477501","Battery Park City-Lower Manhattan                                          "
"DFTA","Poets House","Often overlooked, senior residents stand to benefit enormously, mentally and physically from creative writing programs.  Poets House plans to offer a series of free writing workshops to senior adults in two targeted community centers in lower Manhattan.","Yes","7500.00","3000.00","Lower Manhattan Senior Residents Poetry Workshops","10 River Terrace","New York","NY","10282","MANHATTAN","40.716033","-74.016446","1","1","31703","1087518","1000167516","Battery Park City-Lower Manhattan                                          "
"DOHMH","Full Circle Life Enrichment Center","The Full Circle Trauma Project is a trauma based therapeutic model that engages young pregnant teens, who suffer from a past of trauma and mental health challenges how to cope and rebuild their self esteem, their disturbed world view abd ultimately their identity. ","Yes","75000.00","0.00"," Trauma Therapy Project","2429 East Tremont","New York","NY","10461",,,,,,,,,
"DFTA","Regional Aid for Interim Need, Inc. ","The RAIN Inwood Neighborhood Senior Center is a full-service senior center located at 84 Vermilyea Avenue in Manhattan's washington Heights community.  The Center  serves residents that are 60 years of age and over from the Inwood and washington Heights communities.  The Center provides and extensive range of programs and services to promote the socialization, health and ovberall well-being of seniors.","No","10000.00","5000.00","RAIN Inwood Neighborhood Senior Center","811 Morris Park Avenue","New York","NY","10462","BRONX    ","40.846052","-73.862177","11","13","232","2043661","2040540005","Van Nest-Morris Park-Westchester Square                                    "
"DFTA","Steinway Child and Family Services, Inc.","Steinway's Esplanade Gardens Senior Program serves residents of the cooperative age 60 and older. The EGSP helps members fundtion independently through an array of health related, cultural, educations and recreational activities. ","No","10000.00","4000.00","Esplanade Gardens Senior Program-NORC &GEM","22-15 43rd Avenue ","New York","NY","11101","QUEENS   ","40.749987","-73.944311","2","26","19",,,"Hunters Point-Sunnyside-West Maspeth                                       "
"DOHMH","Big Apple Circus, Ltd.","BAC is committed to providing the joy of the circus experience for individuals who are not able to attend shows in the tent.  In NYC, 15 Clown Doctors, working in teams, currently have nearly 30,000 interactions with patients each year.","No","5000.00","0.00","CLOWN CARE","One Metro Tech Center North ","New York","NY","11201","BROOKLYN ","40.694059","-73.985741","2","33","11","3000000","3001420100","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           "
"DOHMH","Theatre of the Oppressed NYC","TONYC is applying for funding from the MBPO to support an expansion and continuation of a theatre troop that we have created in collaboration with staff at Housing Works.","Yes","9000.00","0.00","Housing Works 13 Theatre Troupe","P.O. Box 24742","Brooklyn","NY","11202",,,,,,,,,
"DOE","Jewish Child Care Association of New York","Two Together provides one-to-one tutorial assistance, mentoring and school support to New York City school children. The program helps students improve academically through weekly tutoring sessions focusing on skills development.","Yes","10000.00","0.00","Two Together","858 East 29th Street","New York","NY","11210","BROOKLYN ","40.629856","-73.948486","14","45","774","3206416","3075740070","Flatbush                                                                   "
"DFTA","Older Adults Technology Services, Inc.","Linking adults ages 60 and older with technology to enhance their lives is the goal of OATS and the primary focus of its innovative new flagship project, the senior planet exploration center, the country's first technology-themed community center for older adults.","Yes","25000.00","10000.00","Senior Planet Exploration Center","168 - 7th Street, Suite 3A","New York","NY","11215",,,,,,,,,
"DOHMH","The Center for Anti-Violence Education","CAE seeks a community grant to support violence prevention, empowerment, and leadership courses for young women at Urban Assembly Gateway School for Technology in Hell's Kitchen, Manhattan.","Yes","6200.00","0.00","Violence Prevention and Empowerment for Young Women","327 - 7th Street, 2nd Fl.","Brooklyn","NY","11215",,,,,,,,,
"DFTA","Elders Share the Arts","ESTA will bring History Alive!, our award-winning intergenerational multi-disciplinary arts-in-education program, to 15 Chinese Elders, with limited English proficiency, from Visiting Nurse Services of Chinatown Naturally Occuring Retirement Community (NORC), and 15 bi-lingual youth (ages 14-18) from University Settlement House's after school program to participate in a visual arts residency.","Yes","3000.00","3000.00","History Alive","138 South Oxford Street","Brooklyn","NY","11217","BROOKLYN ","40.685073","-73.973221","2","35","179","3000000","3020040048","Fort Greene                                                                "
"DOE","Cool Culture, Inc.","Cool Culture uses an iterative process of research, data collection and experimentation to make a deep impact on cultural participation and family outcomes. Our goal is that 75% of Cool Culture families have an enriching educational experience at a cultural institution at least once within the first 3 months of joining our program, and that 50% of families will make multiple visits within 7 months.","Yes","15000.00","3000.00","SNAAP Partnership with the Metropolitan Museum of Art","80 Hanson Place, Suite 604","New York","NY","11217","BROOKLYN ","40.685488","-73.974421","2","35","35","3057479","3020030034","Fort Greene                                                                "
"DOE","LOCO-Motion Dance Theatre for Children","We are seeking funding to sponsory 9 boys & girls ages 11-17 from the East Village to take dance classes with us after-school Monday through Friday in  our studio. Classes include Modern Dance & Composition, Elementary Dance & Composition and Dance Lab. ","Yes","9980.00","0.00","Dance Scholarship Fund","112 St. Marks Place","New York","NY","11217","BROOKLYN ","40.681275","-73.978573","6","39","12901","3018655","3009347508","Park Slope-Gowanus                                                         "
"DFTA","The Jewish Channel Institute, Inc.","This project is designed to preserve personal history to be cherished by future generations and, collectively provide the history of a community and an era. The 100 senior citizen participants will receive training in archival techniques, and lessons to provide them with an understanding of local and world events, that occurred eariler in their lives, to help them put their personal experiences into perspective.","Yes","10000.00","0.00","The Personal History Preservation and Sharing Project","436 Avenue Y, 2nd Fl.","New York","NY","11223","BROOKLYN ","40.588404","-73.969962","13","47","37402","3254062","3072150010","Gravesend                                                                  "
