"bronx_cooperatives_comparable_properties_boro_block_lot","bronx_cooperatives_comparable_properties_address","borough","postcode","latitude","longitude","community_board","community_council","census_tract","bin","bbl","nta","bronx_cooperatives_comparable_properties_neighborhood","bronx_cooperatives_comparable_properties_building_classification","bronx_cooperatives_comparable_properties_total_units","bronx_cooperatives_comparable_properties_year_built","bronx_cooperatives_comparable_properties_gross_sqft","bronx_cooperatives_comparable_properties_est_gross_income","bronx_cooperatives_comparable_properties_gross_income_per_sqft","bronx_cooperatives_comparable_properties_full_market_value","bronx_cooperatives_comparable_properties_market_value_per_sqft","comparable_rental_1_boro_block_lot","comparable_rental_1_address","comparable_rental_1_neighborhood","comparable_rental_1_building_classification","comparable_rental_1_total_units","comparable_rental_1_year_built","comparable_rental_1_gross_sqft","comparable_rental_1_est_gross_income","comparable_rental_1_gross_income_per_sqft","comparable_rental_1_full_market_value","comparable_rental_1_market_value_per_sqft","comparable_rental_1_dist_from_coop_in_miles","comparable_rental_2_boro_block_lot","comparable_rental_2_address","comparable_rental_2_neighborhood","comparable_rental_2_building_classification","comparable_rental_2_total_units","comparable_rental_2_year_built","comparable_rental_2_gross_sqft","comparable_rental_2_est_gross_income","comparable_rental_2_gross_income_per_sqft","comparable_rental_2_full_market_value","comparable_rental_2_market_value_per_sqft","comparable_rental_2_dist_from_coop_in_miles"
"2-04287-0001","2081 CRUGER AVENUE
Bronx, NY 
(40.852735322643, -73.866782298936)","2","10462","40.85281","-73.866757","11","13","22404","2048785","2042870001","Pelham Parkway                                                             ","PELHAM PARKWAY SOUTH","D4-ELEVATOR","85","1931","87924","844070","9.6","2850000","32.4","2-04321-0038","2198 WALLACE AVENUE
Bronx, NY 
(40.856637480388, -73.864699359418)","PELHAM PARKWAY SOUTH","D1-ELEVATOR","85","1929","87810","846791","9.64","2860000","32.6","0.25","2-04320-0042","2181 WALLACE AVENUE
Bronx, NY 
(40.85598045822, -73.864795426939)","PELHAM PARKWAY SOUTH","D1-ELEVATOR","72","1931","84588","830421","9.82","2810000","33.2","0.2"
"2-03398-0097","4295 WEBSTER AVENUE
Bronx, NY 
(40.898939297048, -73.862227754106)","2","10470","40.899231","-73.86211","12","11","45102","2019832","2033980097","Woodlawn-Wakefield                                                         ","WOODLAWN","D4-ELEVATOR","80","1957","57840","618888","10.7","2090000","36.1","2-04827-0029","641 225 STREET
Bronx, NY 
(40.888362327284, -73.86213681348)","WILLIAMSBRIDGE","D1-ELEVATOR","77","1998","63115","663041","10.51","1870000","29.6","0.8","2-04999-0068","730 236 STREET
Bronx, NY 
(40.887213196001, -73.915117362614)","WAKEFIELD","D1-ELEVATOR","78","1929","60968","599698","9.84","2030000","33.3","0.5"
"2-03717-0001","1591 BRUCKNER BOULEVARD
Bronx, NY 
(40.825576999979, -73.918448999722)","2","10472","40.824282","-73.874792","9","18","48","2023553","2037170001","Soundview-Bruckner                                                         ","SOUNDVIEW","D4-ELEVATOR","105","1960","117922","1149739","9.75","3250000","27.6","2-03115-0005","2405 SOUTHERN BOULEVARD
Bronx, NY 
(40.853581449523, -73.881650324937)","BELMONT","D1-ELEVATOR","142","1970","125075","1138887","9.11","3750000","30","2.1","2-03136-0001","2008 BRYANT AVENUE
Bronx, NY 
(40.840123918002, -73.882055711337)","EAST TREMONT","D3-ELEVATOR","204","1973","222060","2344833","10.56","6620000","29.8","1.15"
"2-02360-0070","530 159 STREET
Bronx, NY 
(40.821381988849, -73.910777260819)","2",,,,,,,,,,"MORRISANIA/LONGWOOD","C6-WALK-UP","46","1928","46210","438995","9.5","1240000","26.8","2-02646-0036","751 156 STREET
Bronx, NY 
(40.818192753067, -73.906248950842)","MORRISANIA/LONGWOOD","C7-WALK-UP","25","1906","21834","180142","8.25","594000","27.2","0.25","2-02746-0015","940 HOE AVENUE
Bronx, NY 
(40.821905705118, -73.89027383298)","MORRISANIA/LONGWOOD","C1-WALK-UP","62","1913","49475","489483","9.89","1380000","27.9","1.1"
"2-04289-0050","758 BRADY AVENUE
Bronx, NY 
(40.852351774115, -73.865469324128)","2","10462","40.852355","-73.865153","11","13","22404","2048801","2042890050","Pelham Parkway                                                             ","MORRIS PARK/VAN NEST","D4-ELEVATOR","58","1932","67500","585900","8.68","1930000","28.6","2-04284-0001","2039 CRUGER AVENUE
Bronx, NY 
(40.85151387209, -73.866826178161)","MORRIS PARK/VAN NEST","D1-ELEVATOR","73","1935","81456","706898","8.68","2330000","28.6","0.1",,,,,,,,,,,,
"2-03212-0092","55 184 STREET
Bronx, NY 
(40.860192455421, -73.901316077978)","2",,,,,,,,,,"KINGSBRIDGE HTS/UNIV HTS","C6-WALK-UP","27","1926","22500","213750","9.5","604000","26.8","2-03091-0003","655 189 STREET
Bronx, NY 
(40.856675749029, -73.884491063189)","BELMONT","C1-WALK-UP","27","1912","20250","184627","9.12","609000","30.1","1.15","2-03225-0034","2261 ANDREWS AVENUE
Bronx, NY 
(40.860289275634, -73.908431731382)","KINGSBRIDGE HTS/UNIV HTS","C1-WALK-UP","38","1922","27800","287975","10.36","973000","35","0.2"
"2-03343-0260","3388 WAYNE AVENUE
Bronx, NY 
(40.879381097671, -73.877965561603)","2","10467","40.879111","-73.87777","7","11","421","2018226","2033430260","Norwood                                                                    ","BEDFORD PARK/NORWOOD","D4-ELEVATOR","104","1928","148000","1487400","10.05","5030000","34","2-04286-0004","2070 BRONX PARK
Bronx, NY 
(40.840428613926, -73.878408419305)","PELHAM PARKWAY SOUTH","D1-ELEVATOR","104","1928","129000","1296014","10.05","4380000","34","1.9","2-04286-0013","2084 BRONX PARK
Bronx, NY 
(40.840492619955, -73.878374604799)","PELHAM PARKWAY SOUTH","D1-ELEVATOR","106","1929","132000","1063605","8.06","3270000","24.77","1.9"
"2-05767-0798","288 238 STREET
Bronx, NY 
(40.885798995058, -73.902150290235)","2",,,,,,,,,,"KINGSBRIDGE/JEROME PARK","D4-ELEVATOR","74","1962","69848","768328","11","2710000","38.8","2-05773-0290","275 238 STREET
Bronx, NY 
(40.88556828581, -73.901694586434)","KINGSBRIDGE/JEROME PARK","D1-ELEVATOR","72","1937","71091","799150","11.24","2820000","39.7","0.1","2-05625-0065","30 PILOT STREET
Bronx, NY 
(40.840783040315, -73.786457638424)","CITY ISLAND","D1-ELEVATOR","79","1964","63000","615408","9.77","2080000","33","6.8"
"2-02751-0008","1096 FARMS ROAD
Bronx, NY 
(40.826379540089, -73.890280082608)","2",,,,,,,,,,"MORRISANIA/LONGWOOD","C6-WALK-UP","15","1910","14575","126802","8.7","358000","24.56","2-02762-0023","817 FAILE STREET
Bronx, NY 
(40.817219585441, -73.887236709451)","HUNTS POINT","C1-WALK-UP","11","1910","10200","87516","8.58","269000","26.4","0.6","2-02427-0052","1225 WEBSTER AVENUE
Bronx, NY 
(40.832630085546, -73.909552499193)","MELROSE/CONCOURSE","C7-WALK-UP","15","1928","12960","118905","9.17","392000","30.2","1.15"
"2-03107-0006","810 178 STREET
Bronx, NY 
(40.844529441489, -73.887046999591)","2",,,,,,,,,,"EAST TREMONT","C6-WALK-UP","20","1911","18450","202950","11","573000","31.1","2-03152-0018","2407 VALENTINE AVENUE
Bronx, NY 
(40.859643051503, -73.897031514467)","FORDHAM","C1-WALK-UP","40","1910","39285","344413","8.77","1140000","29","1.2","2-03214-0082","2541 AQUEDUCT AVENUE
Bronx, NY 
(40.865682930273, -73.901956152448)","KINGSBRIDGE HTS/UNIV HTS","C1-WALK-UP","37","1924","27250","302400","11.1","1020000","37.4","1.7"
"2-03256-0156","2865 KINGSBRIDGE TERRACE
Bronx, NY 
(40.874151360829, -73.902725942062)","2","10463","40.874317","-73.902631","8","14","273","2015735","2032560156","Van Cortlandt Village                                                      ","KINGSBRIDGE/JEROME PARK","D4-ELEVATOR","106","1965","111300","1222074","10.98","3450000","31","2-02483-0059","831 GERARD AVENUE
Bronx, NY 
(40.826378581411, -73.925646128036)","MELROSE/CONCOURSE","D3-ELEVATOR","100","1938","107250","901517","8.41","2970000","27.7","3.5","2-04222-0093","1545 RHINELANDER AVENUE
Bronx, NY 
(40.855823864137, -73.841490693618)","PELHAM PARKWAY SOUTH","D1-ELEVATOR","106","1962","112339","1233499","10.98","4350000","38.7","3.45"
"2-02462-0033","1100 GRAND
Bronx, NY 
(40.825576999979, -73.918448999722)","2",,,,,,,,,,"MELROSE/CONCOURSE","D4-ELEVATOR","74","1928","107841","846552","7.85","2600000","24.11","2-02433-0028","1041 FINDLAY AVENUE
Bronx, NY 
(40.829214581576, -73.914470198207)","MELROSE/CONCOURSE","D1-ELEVATOR","73","1928","101178","770446","7.61","2180000","21.55","0.3","2-02684-0079","663 FOX STREET
Bronx, NY 
(40.814108183012, -73.900511975278)","MORRISANIA/LONGWOOD","D1-ELEVATOR","75","1912","79172","782406","9.88","2400000","30.3","1.55"
"2-04319-0040","2187 HOLLAND AVENUE
Bronx, NY 
(40.856189894292, -73.86574579824)","2","10462","40.85602","-73.865713","11","13","22403","2049408","2043190040","Pelham Parkway                                                             ","PELHAM PARKWAY SOUTH","D4-ELEVATOR","73","1930","73182","826956","11.3","2920000","39.9","2-04319-0025","2198 CRUGER AVENUE
Bronx, NY 
(40.856594818695, -73.86660537781)","PELHAM PARKWAY SOUTH","D1-ELEVATOR","88","1930","88386","996481","11.27","3510000","39.7","0","2-04319-0045","2157 HOLLAND AVENUE
Bronx, NY 
(40.85510987047, -73.865776406203)","PELHAM PARKWAY SOUTH","D1-ELEVATOR","73","1930","73842","722189","9.78","2440000","33","0"
"2-03080-0082","2076 BELMONT AVENUE
Bronx, NY 
(40.848149767129, -73.890113706979)","2","10457","40.848179","-73.890123","6","15","373","2012339","2030800082","East Tremont                                                               ","EAST TREMONT","C6-WALK-UP","16","1925","14850","141075","9.5","398000","26.8","2-03080-0038","2037 BELMONT AVENUE
Bronx, NY 
(40.847875903687, -73.890421067013)","EAST TREMONT","C1-WALK-UP","17","1909","11629","125433","10.79","354000","30.4","0.05","2-03081-0045","2120 BELMONT AVENUE
Bronx, NY 
(40.84920347243, -73.889371930938)","EAST TREMONT","C1-WALK-UP","25","1914","18113","168565","9.31","476000","26.3","0.05"
"2-05759-0364","3240 RIVERDALE AVENUE
Bronx, NY 
(40.883444836663, -73.907775609496)","2","10463","40.883355","-73.90793","8","11","285","2083674","2057590364","Spuyten Duyvil-Kingsbridge                                                 ","KINGSBRIDGE/JEROME PARK","D4-ELEVATOR","66","1970","67987","747857","11","2640000","38.8","2-05761-0444","3425 KINGSBRIDGE AVENUE
Bronx, NY 
(40.883027623383, -73.903498835243)","KINGSBRIDGE/JEROME PARK","D3-ELEVATOR","56","1964","69595","581072","8.35","1920000","27.6","0.15","2-05773-0290","275 238 STREET
Bronx, NY 
(40.88556828581, -73.901694586434)","KINGSBRIDGE/JEROME PARK","D1-ELEVATOR","72","1937","71091","799150","11.24","2820000","39.7","0.3"
"2-02443-9080","780 CONCOURSE VILLAGE
Bronx, NY 
(40.823141442756, -73.919767525003)","2",,,,,,,,,,"MELROSE/CONCOURSE","D4-ELEVATOR","936","1963","862500","10082625","11.69","28500000","33","2-02314-0001","271 138 STREET
Bronx, NY 
(40.810935227356, -73.927054860398)","MOTT HAVEN/PORT MORRIS","D1-ELEVATOR","145","1965","137800","1741792","12.64","4920000","35.7","0.8",,,,,,,,,,,,
"2-02523-0150","1015 SUMMIT AVENUE
Bronx, NY 
(40.833607004504, -73.930026787563)","2","10452","40.833688","-73.929941","4","8","189","2003424","2025230150","Highbridge                                                                 ","HIGHBRIDGE/MORRIS HEIGHTS","D4-ELEVATOR","38","1928","36900","254610","6.9","719000","19.49","2-02465-0034","114 168 STREET
Bronx, NY 
(40.83626325682, -73.918019794455)","MELROSE/CONCOURSE","D1-ELEVATOR","59","1927","70000","462386","6.61","1420000","20.29","0.7","2-02450-0029","256 169 STREET
Bronx, NY 
(40.840117808403, -73.926117386959)","MELROSE/CONCOURSE","D5-ELEVATOR","20","1917","26550","205905","7.76","632000","23.8","0.9"
"2-02421-0013","270 162 STREET
Bronx, NY 
(40.82645700183, -73.91782103863)","2",,,,,,,,,,"MELROSE/CONCOURSE","C6-WALK-UP","11","1931","10675","117425","11","332000","31.1","2-02282-0005","230 WILLIS AVENUE
Bronx, NY 
(40.808696081694, -73.923154559381)","MOTT HAVEN/PORT MORRIS","C7-WALK-UP","19","1931","15406","182145","11.82","642000","41.7","1.25",,,,,,,,,,,,
"2-04256-0003","1944 UNIONPORT ROAD
Bronx, NY 
(40.849950335768, -73.86875865479)","2","10462","40.849848","-73.868841","11","15","230","2047874","2042560003","Van Nest-Morris Park-Westchester Square                                    ","MORRIS PARK/VAN NEST","D4-ELEVATOR","79","1927","56634","518201","9.15","1710000","30.2","2-04284-0001","2039 CRUGER AVENUE
Bronx, NY 
(40.85151387209, -73.866826178161)","MORRIS PARK/VAN NEST","D1-ELEVATOR","73","1935","81456","706898","8.68","2330000","28.6","0.15","2-04285-0010","2036 CRUGER AVENUE
Bronx, NY 
(40.851373130657, -73.866758916347)","MORRIS PARK/VAN NEST","D1-ELEVATOR","43","1937","43854","421607","9.61","1420000","32.4","0.15"
"2-02821-0052","1561 SHERIDAN AVENUE
Bronx, NY 
(40.841929443978, -73.911120153525)","2","10457","40.842154","-73.91107","4","16","225","2007853","2028210052","East Concourse-Concourse Village                                           ","MOUNT HOPE/MOUNT EDEN","D4-ELEVATOR","68","1928","74462","579314","7.78","1780000","23.9","2-02827-0053","1881 MORRIS AVENUE
Bronx, NY 
(40.849071892942, -73.908257553873)","MOUNT HOPE/MOUNT EDEN","D1-ELEVATOR","55","1941","57600","448128","7.78","1380000","23.96","0.55","2-02827-0046","1895 MORRIS AVENUE
Bronx, NY 
(40.849525570948, -73.90810468411)","MOUNT HOPE/MOUNT EDEN","D1-ELEVATOR","55","1936","52800","425200","8.05","1310000","24.81","0.55"
"2-03279-0016","398 OLIVER PLACE
Bronx, NY 
(40.866423581366, -73.885204364523)","2","10458","40.866485","-73.885237","7","15","40702","2016409","2032790016","Bedford Park-Fordham North                                                 ","BEDFORD PARK/NORWOOD","D4-ELEVATOR","47","1938","42975","450378","10.48","1520000","35.4","2-03285-0015","2970 MARION AVENUE
Bronx, NY 
(40.869508033605, -73.883373826927)","BEDFORD PARK/NORWOOD","D1-ELEVATOR","36","1936","36185","371981","10.28","1260000","34.8","0.2","2-03297-0001","2929 BAINBRIDGE AVENUE
Bronx, NY 
(40.870190987252, -73.885584709637)","BEDFORD PARK/NORWOOD","D1-ELEVATOR","55","1955","59085","639948","10.83","2260000","38.2","0.25"
"2-03061-0070","565 178 STREET
Bronx, NY 
(40.847407400685, -73.894180682521)","2",,,,,,,,,,"EAST TREMONT","C6-WALK-UP","20","1907","16100","161000","10","455000","28.3","2-03070-0026","2119 HUGHES AVENUE
Bronx, NY 
(40.849583938922, -73.890118994059)","EAST TREMONT","C1-WALK-UP","25","1911","22000","239031","10.87","843000","38.3","0.2","2-03070-0028","2115 HUGHES AVENUE
Bronx, NY 
(40.849448680909, -73.890200929201)","EAST TREMONT","C1-WALK-UP","27","1911","22000","224244","10.19","758000","34.5","0.2"
"2-03117-0023","855 178 STREET
Bronx, NY 
(40.843972015318, -73.885788968341)","2",,,,,,,,,,"EAST TREMONT","C6-WALK-UP","107","1931","90600","806340","8.9","2280000","25.2","2-03737-0018","1130 COLGATE AVENUE
Bronx, NY 
(40.82652056239, -73.88151699495)","SOUNDVIEW","C1-WALK-UP","118","1927","94208","754197","8.01","2320000","24.63","1.2","2-03111-0009","814 181 STREET
Bronx, NY 
(40.825576999979, -73.918448999722)","EAST TREMONT","C1-WALK-UP","35","1931","33250","325974","9.8","1100000","33.1","0.2"
"2-05738-0353","3015 RIVERDALE AVENUE
Bronx, NY 
(40.881329624031, -73.909604052262)","2","10463","40.880475","-73.910632","8","11","295","2093895","2057380353","Spuyten Duyvil-Kingsbridge                                                 ","RIVERDALE","D4-ELEVATOR","121","1941","125148","1126332","9","3710000","29.6","2-05845-1799","5400 FIELDSTON ROAD
Bronx, NY 
(40.901548992376, -73.901753307327)","RIVERDALE","D1-ELEVATOR","127","1939","151500","1502438","9.92","5080000","33.5","1.5","2-05881-1086","6655 BROADWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","RIVERDALE","D7-ELEVATOR","92","1929","95000","833879","8.78","2750000","28.9","2.05"
"2-05723-0042","60 KNOLLS CRESCENT
Bronx, NY 
(40.878673153128, -73.918193455082)","2","10463","40.878891","-73.918231","8","11","29302","2091864","2057230042","Spuyten Duyvil-Kingsbridge                                                 ","RIVERDALE","D4-ELEVATOR","244","1953","237800","2734700","11.5","9640000","40.5","2-05909-0163","3950 BLACKSTONE AVENUE
Bronx, NY 
(40.890261642548, -73.911362719053)","RIVERDALE","D1-ELEVATOR","176","1959","237000","2694049","11.37","9500000","40.1","1","2-05789-0024","3240 HENRY HUDSON PARKWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","RIVERDALE","D1-ELEVATOR","108","1938","163197","1909426","11.7","6730000","41.2","0.55"
"2-03284-0048","2866 MARION AVENUE
Bronx, NY 
(40.868199817809, -73.885426104741)","2","10458","40.868417","-73.885126","7","15","40702","2016564","2032840048","Bedford Park-Fordham North                                                 ","BEDFORD PARK/NORWOOD","D4-ELEVATOR","67","1956","71652","716520","10","2420000","33.8","2-03308-0051","253 202 STREET
Bronx, NY 
(40.872917301805, -73.88514514725)","BEDFORD PARK/NORWOOD","D1-ELEVATOR","101","1965","94600","1043895","11.03","3680000","38.9","0.35","2-03320-0044","222 BEDFORD PARK
Bronx, NY 
(40.825576999979, -73.918448999722)","BEDFORD PARK/NORWOOD","D1-ELEVATOR","63","1939","71250","651937","9.15","2150000","30.2","0.25"
"2-05716-0500","2500 JOHNSON AVENUE
Bronx, NY 
(40.877230807923, -73.917899032971)","2","10463","40.877162","-73.917861","8","11","29302","2083245","2057160500","Spuyten Duyvil-Kingsbridge                                                 ","RIVERDALE","D4-ELEVATOR","339","1967","466400","6063200","13","22800000","48.9","2-05792-0430","530 236 STREET
Bronx, NY 
(40.886395819768, -73.908274631718)","RIVERDALE","D7-ELEVATOR","86","1954","103392","1327517","12.84","4990000","48.3","0.85","2-05920-0687","699 239 STREET
Bronx, NY 
(40.889952051174, -73.915197373288)","RIVERDALE","D1-ELEVATOR","132","1962","160000","2155015","13.47","8100000","51","0.9"
"2-02410-0032","320 151 STREET
Bronx, NY 
(40.818281553805, -73.920240886156)","2",,,,,,,,,,"MELROSE/CONCOURSE","C6-WALK-UP","12","1918","7560","90720","12","256000","33.9","2-02439-0022","275 168 STREET
Bronx, NY 
(40.833634922982, -73.913585743774)","MELROSE/CONCOURSE","C7-WALK-UP","23","1914","18936","202615","10.7","685000","36.2","1.2","2-02680-0017","1130 UNION AVENUE
Bronx, NY 
(40.827027456738, -73.90003847698)","MORRISANIA/LONGWOOD","C7-WALK-UP","17","1908","9716","138533","14.26","549000","57","1.3"
"2-04230-0015","1950 HUTCH RIVER PARKWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","2","10461","40.851353","-73.835612","10","13","300","2047168","2042300015","Pelham Bay-Country Club-City Island                                        ","SCHUYLERVILLE/PELHAM BAY","D4-ELEVATOR","158","1961","179920","1863971","10.36","5260000","29.2","2-04178-0010","3555 BRUCKNER BOULEVARD
Bronx, NY 
(40.825576999979, -73.918448999722)","SCHUYLERVILLE/PELHAM BAY","D3-ELEVATOR","142","1960","112000","1216063","10.86","4290000","38.3","0.45",,,,,,,,,,,,
"2-02744-0060","1116 HOE AVENUE
Bronx, NY 
(40.826113736019, -73.890875930931)","2","10459","40.826121","-73.89089","2","17","12701","2006047","2027440060","Hunts Point                                                                ","MORRISANIA/LONGWOOD","C6-WALK-UP","24","1914","21025","189225","9","534000","25.4","2-02439-0022","275 168 STREET
Bronx, NY 
(40.833634922982, -73.913585743774)","MELROSE/CONCOURSE","C7-WALK-UP","23","1914","18936","202615","10.7","685000","36.2","1.3","2-02418-0001","299 158 STREET
Bronx, NY 
(40.82329417536, -73.917997001021)","MELROSE/CONCOURSE","C7-WALK-UP","15","1931","11815","127245","10.77","430000","36.4","1.4"
"2-04317-0015","2166 BRONX PARK
Bronx, NY 
(40.854781588092, -73.869525400626)","2","10467","40.856629","-73.875725","27","15","334",,,"park-cemetery-etc-Bronx                                                    ","PELHAM PARKWAY SOUTH","D4-ELEVATOR","65","1936","73610","642615","8.73","2120000","28.8","2-04317-0040","2185 BOLTON STREET
Bronx, NY 
(40.856254677536, -73.868683134224)","PELHAM PARKWAY SOUTH","D1-ELEVATOR","67","1935","70704","546205","7.73","1680000","23.76","0","2-04317-0046","2165 BOLTON STREET
Bronx, NY 
(40.855821549924, -73.868695611151)","PELHAM PARKWAY SOUTH","D1-ELEVATOR","67","1935","70230","683418","9.73","2310000","32.9","0"
"2-03095-0007","700 OAKLAND PLACE
Bronx, NY 
(40.847341815736, -73.889453102335)","2","10457","40.8473","-73.889319","6","17","371","2012658","2030950007","East Tremont                                                               ","EAST TREMONT","D4-ELEVATOR","30","1931","25176","226584","9","640000","25.4","2-03136-0001","2008 BRYANT AVENUE
Bronx, NY 
(40.840123918002, -73.882055711337)","EAST TREMONT","D3-ELEVATOR","204","1973","222060","2344833","10.56","6620000","29.8","0.6","2-03218-0007","2266 ANDREWS AVENUE
Bronx, NY 
(40.860364187194, -73.908276562174)","KINGSBRIDGE HTS/UNIV HTS","D1-ELEVATOR","27","1939","25000","216376","8.66","713000","28.5","1.35"
