"borough","ntaname","site","address","number","street","categoriesaccepted","categoriesavailable","additionalmaterialinformation","pickupstatus","hours","website","phone","email","partnerstatus","borocd","councildist","ct2010","bbl","bin","latitude","longitude","police_precinct","point_1"
"BROOKLYN","Bedford","The Mixtape Shop","1129 Bedford Avenue, Brooklyn, NY 11216, USA","1129","BEDFORD AVENUE",,"Books/Media",,,"Monday Closed, Tuesday Closed, Wednesday 9:00 AM-5:00 PM, Thursday 9:00 AM-5:00 PM, Friday 9:00 AM-5:00 PM, Saturday 09:00 AM-5:00 PM, Sunday 09:00 AM-5:00 PM","https://themixtapeshop.com/","(347) 529-0222","info@themixtapeshop.com",,"303","36","245","3018170009","3051293","40.684877","-73.953995","079","POINT (-73.9539950003699 40.6848770001766)"
"QUEENS","Hunters Point-Sunnyside-West Maspeth","Sunnyside Thrift Shop","46-25 Greenpoint Avenue, NY, New York 11104, USA","46-25","GREENPOINT AVENUE",,"Books/Media, Clothing/Personal Accessories, Household Furniture/Furnishings, Kitchen Items, Footwear, Toys/Games",,,"Monday 10:00 AM-7:00 PM, Tuesday 10:00 AM-7:00 PM, Wednesday 10:00 AM-7:00 PM, Thursday 10:00 AM-7:00 PM, Friday 10:00 AM-7:00 PM, Saturday 10:00 AM-08:00 PM, Sunday Closed",,"(718) 786-7780","magdyraz@yahoo.com",,"402","26","235","4001520001","4001548","40.742603","-73.918128","108","POINT (-73.918128000208 40.7426030002315)"
"MANHATTAN","Hudson Yards-Chelsea-Flatiron-Union Square","Art Start","526, W 26th St, New York, NY, 10001, USA","526","WEST   26 STREET","Arts/Crafts, Food/Beverage, Office Furniture/Furnishings, Office Supplies/Stationary, Toys/Games, Baby Care, Clothing/Personal Accessories, Electronics, Footwear, HealthCare, Personal Care/Hygiene",,"Please call or email before donating to ensure items can be accepted and to make a drop-off appointment.",,"Monday Closed, Tuesday Closed, Wednesday Closed, Thursday Closed, Friday Closed, Saturday Closed, Sunday Closed","http://www.art-start.org/","(212) 460-0019","isabella@art-start.org","Partner","104","03","99","1006970047","1012386","40.750052","-74.004267","010","POINT (-74.0042670002228 40.7500520002029)"
"BRONX","East Concourse-Concourse Village","Goodwill Agents International","1501 Morris Avenue, Bronx, NY 10457, USA","1501","MORRIS AVENUE","Arts/Crafts, Books/Media, Building Products, Clothing/Personal Accessories, Electronics, Food/Beverage, Appliances, Household Furniture/Furnishings, Kitchen Items, HealthCare, Musical Instruments, Office Furniture/Furnishings, Office Supplies/Stationary,",,,,"Monday 10:00 AM-05:00 PM, Tuesday 10:00 AM-05:00 PM, Wednesday 10:00 AM-05:00 PM, Thursday Closed, Friday 10:00 AM-05:00 PM, Saturday 12:00 PM-06:00 PM, Sunday Closed","http://www.gaint.org","(718) 812-6185","ssturay@yahoo.com",,"204","16","225","2028200063","2007847","40.841085","-73.909812","044","POINT (-73.9098119998249 40.8410850001758)"
"BRONX","Longwood","The HopeLine","844 East 163rd Street, NY, New York 10459, USA","844","EAST  163 STREET","Clothing/Personal Accessories, Food/Beverage, Kitchen Items, HealthCare, Baby Care, Personal Care/Hygiene","Clothing/Personal Accessories, Food/Beverage, Kitchen Items, HealthCare, Baby Care, Personal Care/Hygiene","Please contact for donation hours",,"Monday 09:30 AM-05:00 PM, Tuesday 02:00 PM-05:00 PM, Wednesday Closed, Thursday 02:00 PM-05:00 PM, Friday Closed, Saturday Closed, Sunday Closed","http://thehopeline.org/","(718) 402-1212","Donations@thehopeline.org",,"202","17","12901","2026900063","2000000","40.822109","-73.900559","041","POINT (-73.9005590002986 40.8221090001334)"
"STATEN IS","Charleston-Richmond Valley-Tottenville","Staten Island Animal Care Center","3139 Veterans Road West, Staten Island, NY 10309, USA","3139","VETERANS ROAD WEST","Automotive, Pet Care/Food, Appliances, Cleaning Products, Storage/Haulage Containers, Tools/Equipment",,"Accepts donations of bedding & linens, pet supplies, and unopened bags of pet food at Care/Admissions Centers. Email donate@nycacc.org about vehicle donation or go to http://www.v-dac.com/org?id=133788986.","Pickup","Saturday 08:00 AM-08:00 PM, Sunday 08:00 AM-08:00 PM, Friday 08:00 AM-08:00 PM, Thursday 08:00 AM-08:00 PM, Tuesday 08:00 AM-08:00 PM, Monday 08:00 AM-08:00 PM, Wednesday 08:00 AM-08:00 PM","http://www.nycacc.org/","(212) 788-4000","donate@nycacc.org","Partner","503","51","226","5075270017","5000000","40.527919","-74.237856","123","POINT (-74.2378560001553 40.5279189997652)"
"BRONX","West Farms-Bronx River","El Amanecer de la Esperanza","1769 East 172nd Street, Bronx, NY 10472, USA","1769","EAST  172 STREET","Food/Beverage","Food/Beverage","Accepts donations of canned and packaged food as well as fresh fruits, vegetables, and meat.",,"Monday Closed, Tuesday Closed, Wednesday 09:00 AM-12:00 PM, Thursday Closed, Friday Closed, Saturday Closed, Sunday Closed","https://www.elamanecer.org/","(347) 270-8374","info@elamanecer.org",,"209","18","76","2038750001","2094915","40.832907","-73.868117","043","POINT (-73.8681169998007 40.8329069998614)"
"BROOKLYN","Rugby-Remsen Village","Paul's Used Furniture & Antiques","5620 Clarendon Road, Brooklyn, NY 11203, USA","5620","CLARENDON ROAD",,"Household Furniture/Furnishings, Kitchen Items",,,"Monday 08:00 AM-07:00 PM, Tuesday 08:00 AM-07:00 PM, Wednesday 08:00 AM-07:00 PM, Thursday 08:00 AM-07:00 PM, Friday 08:00 AM-07:00 PM, Saturday 08:00 AM-07:00 PM, Sunday 08:00 AM-07:00 PM","http://paulsusedfurnitureandantiques.com","(347) 365-9709","Paultyner59@yahoo.com",,"317","45","946","3047770007","3106045","40.644486","-73.923077","067","POINT (-73.9230770000045 40.6444860000321)"
"BRONX","Fordham South","Bronen's Music","2462 Webster Avenue, Bronx, NY 10458, USA","2462","WEBSTER AVENUE",,"Musical Instruments",,,"Monday 09:30 AM-06:00 PM, Tuesday 09:30 AM-06:00 PM, Wednesday 09:30 AM-06:00 PM, Thursday 09:30 AM-06:00 PM, Friday 09:30 AM-06:30 PM, Saturday 09:30 AM-06:00 PM, Sunday Closed","http://www.bronensmusic.com","(718) 364-3350","abronen@gmail.com",,"206","15","38302","2030320019","2011221","40.859912","-73.892611","048","POINT (-73.8926109997987 40.8599119996423)"
"QUEENS","Hunters Point-Sunnyside-West Maspeth","Materials for the Arts","33-00 Northern Blvd, Long Island City, NY 11101, USA","33-00","NORTHERN BOULEVARD","Arts/Crafts, Electronics, Musical Instruments, Office Furniture/Furnishings, Office Supplies/Stationary, Storage/Haulage Containers, Tools/Equipment, Camping/Outdoor Equipment, Cleaning Products, HealthCare, Household Furniture/Furnishings, Sports Equipm",,"Shopping days are for members and by appointment only. Please visit our website for more information on membership, and how to donate.",,"Monday 09:00 AM-03:30 PM, Tuesday Closed, Wednesday 09:00 AM-03:30 PM, Thursday Closed, Friday 09:00 AM-03:30 PM, Saturday Closed, Sunday Closed","http://www.nyc.gov/html/dcla/mfta/html/home/home.shtml","(718) 729-3001","donations@mfta.nyc.gov","Partner","401","26","171","4002147501","4003105","40.751827","-73.93172","114","POINT (-73.9317200001788 40.7518270002191)"
"BROOKLYN","Seagate-Coney Island","Abraham Residence I","3915 Neptune Ave, Brooklyn, NY 11224, USA","3915","NEPTUNE AVENUE","Arts/Crafts, Books/Media, Clothing/Personal Accessories, Appliances, Household Furniture/Furnishings, Kitchen Items, Footwear, Toys/Games","Arts/Crafts, Books/Media, Clothing/Personal Accessories, Appliances, Household Furniture/Furnishings, Kitchen Items, Footwear, Toys/Games","Pickup on case by case basis. Have a van with a lift aid, one driver. Call to arrange or email.","Pickup","Saturday 09:00 AM-05:00 PM, Friday 09:00 AM-02:00 PM, Thursday 09:00 AM-05:00 PM, Wednesday 09:00 AM-05:00 PM, Tuesday 09:00 AM-05:00 PM, Monday 09:00 AM-05:00 PM, Sunday 09:00 AM-05:00 PM",,"(718) 266-3666","mgeorg@metcouncil.org",,"313","47","336","3069980001","3188543","40.576531","-74.008549","060","POINT (-74.0085489998374 40.5765310004086)"
"MANHATTAN","West Village","Alabaster Bookshop","122 4th Ave, New York, NY 10003, USA","122","4 AVENUE",,"Books/Media",,,"Monday 10:00 AM-10:00 PM, Tuesday 10:00 AM-10:00 PM, Wednesday 10:00 AM-10:00 PM, Thursday 10:00 AM-10:00 PM, Friday 10:00 AM-10:00 PM, Saturday 10:00 AM-10:00 PM, Sunday 10:00 AM-10:00 PM",,"(212) 982-3550","alabaster212@gmail.com",,"102","02","61","1005640054","1009212","40.733043","-73.990223","009","POINT (-73.9902230000924 40.7330430000376)"
"MANHATTAN","Midtown-Midtown South","Care For the Homeless","30 E 33rd St, New York, NY 10016, USA","30","EAST   33 STREET","Arts/Crafts, Office Supplies/Stationary, Clothing/Personal Accessories, Footwear, Personal Care/Hygiene, Baby Care, Cleaning Products",,"All clothing should be new or freshly laundered. We also accept full-sized personal care items such as soap, shampoo, conditioner, tooth paste, deodorant, etc.",,"Monday 09:00 AM-05:00 PM, Tuesday 09:00 AM-05:00 PM, Wednesday 09:00 AM-05:00 PM, Thursday 09:00 AM-05:00 PM, Friday Closed, Saturday Closed, Sunday Closed","https://www.careforthehomeless.org/index.cfm?","(212) 366-4459","info@cfhnyc.org",,"105","02","74","1008620045","1017020","40.746643","-73.982963","014","POINT (-73.9829629998435 40.7466430003773)"
"MANHATTAN","Battery Park City-Lower Manhattan","St. Margaret's House Thrift Shop","49 Fulton Street, New York, NY 10038, USA","49","FULTON STREET","Books/Media, Clothing/Personal Accessories, Kitchen Items, Footwear, Toys/Games","Books/Media, Clothing/Personal Accessories, Kitchen Items, Footwear, Toys/Games","Accepts donations of clean items in good condition. Does not accept furniture donations.",,"Monday Closed, Tuesday 11:00 AM-03:00 PM, Wednesday 11:00 AM-03:00 PM, Thursday 11:00 AM-03:00 PM, Friday 11:00 AM-03:00 PM, Saturday Closed, Sunday Closed","http://smhnyc.org","(212) 766-8122","noemail@email.com",,"101","01","1501","1000950027","1001290","40.708202","-74.003801","001","POINT (-74.0038010003169 40.7082020002253)"
"MANHATTAN","Lower East Side","Barrier Free Living","270 East 2nd Street, New York, NY 10009, USA","270","EAST    2 STREET","Electronics, Kitchen Items, Toys/Games",,"Pickup with van is flexible case-by-case based on donation. Every month varies for what donations we accept. Send us an email with the items you would like to donate and we will accommodate accordingly. We don't have storage space for items.","Pickup","Monday 09:00 AM-05:00 PM, Tuesday 09:00 AM-05:00 PM, Wednesday 09:00 AM-05:00 PM, Thursday 09:00 AM-05:00 PM, Friday 09:00 AM-05:00 PM, Saturday Closed, Sunday Closed","https://www.bflnyc.org/programs-services/","(212) 677-6668","info@bflnyc.org",,"103","02","2202","1003720064","1000000","40.720897","-73.980389","009","POINT (-73.9803889998534 40.7208970001996)"
"BROOKLYN","Bushwick North","Material World Records & Tapes","184 Noll Street, Brooklyn, NY 11237, USA","184","NOLL STREET",,"Books/Media",,,"Monday 12:00 PM-08:00 PM, Tuesday 12:00 PM-08:00 PM, Wednesday 12:00 PM-08:00 PM, Thursday 12:00 PM-08:00 PM, Friday 12:00 PM-08:00 PM, Saturday 12:00 PM-08:00 PM, Sunday 12:00 PM-08:00 PM","http://shop.materialworldrecords.com/","(718) 381-5703","orders@materialworldrecords.com",,"304","34","427","3031557501","3396947","40.703907","-73.929667","083","POINT (-73.9296669999331 40.7039070000112)"
"BRONX","Woodlawn-Wakefield","Wakefield","4268 White Plains Road, Bronx, NY, USA","4268","WHITE PLAINS ROAD",,"Clothing/Personal Accessories, Footwear, Household Furniture/Furnishings, Toys/Games","Clothing for the Whole Family ? Ropa Para Toda La Familia.Outpost supplying secondhand apparel & shoes for the whole family, plus toys & household items.",,"Monday 10:00 AM-6:00 PM, Tuesday 10:00 AM-6:00 PM, Wednesday 10:00 AM-6:00 PM, Thursday 10:00 AM-6:00 PM, Friday 10:00 AM-6:00 PM, Saturday 10:00 AM-6:00 PM, Sunday 10:00 AM-6:00 PM","http://lepointvalue.wordpress.com","(718) 497-1331","noemail@email.com",,"212","11","434","2049990057","2068240","40.895255","-73.855956","047","POINT (-73.8559560001702 40.8952549999215)"
"BROOKLYN","Bushwick South","GG's Social Trade & Treasure Club","1339 Dekalb Avenue, Brooklyn, NY 11221, USA","1339","DEKALB AVENUE",,"Clothing/Personal Accessories, Footwear",,,"Monday 12:00 PM-7:30 PM, Tuesday 12:00 PM-7:30 PM, Wednesday 12:00 PM-7:30 PM, Thursday 12:00 PM-7:30 PM, Friday 12:00 PM-7:30 PM, Saturday 12:00 PM-7:30 PM, Sunday 12:00 PM-7:30 PM",,"(347) 808-1919","info@ggssocialclub.com",,"304","37","423","3032340056","3325497","40.698586","-73.925121","083","POINT (-73.9251209998352 40.698586000147)"
"QUEENS","South Ozone Park","Leviticus Church","114-12 Van Wyck Expressway, Jamaica, NY 11420, USA","114-12","VAN WYCK EXPRESSWAY","Food/Beverage","Food/Beverage","Call ahead to schedule food donation drop-off.",,"Monday Closed, Tuesday 10:00 AM-03:00 PM, Wednesday 10:00 AM-03:00 PM, Thursday 10:00 AM-03:00 PM, Friday 10:00 AM-03:00 PM, Saturday Closed, Sunday Closed",,"(718) 322-1095","leviticuschurch@msn.com",,"410","28","174","4116610011","4251940","40.682327","-73.806286","106","POINT (-73.8062860001997 40.6823270003939)"
"QUEENS","Jamaica","Jesus Is the Answer","89-17 139th St, NY, New York 11435, USA","89-17","139 STREET","Clothing/Personal Accessories, Kitchen Items, Footwear, Toys/Games","Clothing/Personal Accessories, Kitchen Items, Footwear, Toys/Games",,,"Monday Closed, Tuesday 01:00 PM-02:00 PM, Wednesday Closed, Thursday Closed, Friday Closed, Saturday 01:00 PM-02:00 PM, Sunday Closed",,"(718) 908-6303","dnet74@ymail.com",,"412","24","212","4099760030","4458064","40.702188","-73.812648","103","POINT (-73.8126480004059 40.7021879998795)"
"BRONX","Mott Haven-Port Morris","Boom Health","226 E 144th St, Bronx, NY 10451, USA","226","EAST  144 STREET","Food/Beverage","Food/Beverage","Food pantry is every Thursday from 12:30 to 1:15 pm",,"Monday 09:00 AM-05:00 PM, Tuesday 09:00 AM-05:00 PM, Wednesday 09:00 AM-05:00 PM, Thursday 09:00 AM-05:00 PM, Friday 09:00 AM-05:00 PM, Saturday Closed, Sunday Closed","https://www.boomhealth.org/","(718) 295-2666","sathomas@boomhealth.org",,"201","08","51","2023400221","2000997","40.815619","-73.925557","040","POINT (-73.9255570001564 40.8156190003198)"
"MANHATTAN","Clinton","The Salvation Army","536 W 46th St, New York, NY 10036, USA","536","WEST   46 STREET","Household Furniture/Furnishings, Musical Instruments, Footwear, Sports Equipment, Toys/Games, Appliances, Books/Media, Electronics, Kitchen Items, Clothing/Personal Accessories","Household Furniture/Furnishings, Musical Instruments, Footwear, Sports Equipment, Toys/Games, Appliances, Books/Media, Electronics, Kitchen Items, Clothing/Personal Accessories","For pick-up please call 1-800-728-7825","Pickup","Monday 10:00 AM-6:00 PM, Sunday Closed, Saturday 10:00 AM-6:00 PM, Friday 10:00 AM-6:00 PM, Thursday 10:00 AM-6:00 PM, Wednesday 10:00 AM-6:00 PM, Tuesday 10:00 AM-6:00 PM","http://ny.salvationarmy.org/GreaterNewYork","(800) 728-7825","Donations@salvationarmyusa.org","Partner","104","03","129","1010740049","1026949","40.762651","-73.995404","018","POINT (-73.9954039997957 40.7626510002467)"
"BROOKLYN","Park Slope-Gowanus","Sterling Place","352 7th Avenue, Brooklyn, NY 11215, USA","352","7 AVENUE",,"Household Furniture/Furnishings, Kitchen Items",,,"Friday 12:00 PM-7:30 PM, Wednesday 12:00 PM-7:30 PM, Tuesday 12:00 PM-7:30 PM, Monday 12:00 PM-7:30 PM, Thursday 12:00 PM-7:30 PM, Saturday 11:00 AM-06:30 PM, Sunday 11:00 AM-06:30 PM","http://sterlingplace.com","(718) 499-4800","info@sterlingplace.com",,"306","39","151","3010180042","3022705","40.666246","-73.982395","078","POINT (-73.9823949997304 40.6662459998562)"
"MANHATTAN","Hudson Yards-Chelsea-Flatiron-Union Square","Lions Den One Stop Shop","1113 Broadway, NY, New York 10010, USA","1113","BROADWAY",,"Books/Media, Clothing/Personal Accessories, Electronics, Appliances, Household Furniture/Furnishings",,,"Monday 11:00 AM-07:30 PM, Tuesday 11:00 AM-07:30 PM, Wednesday 11:00 AM-07:30 PM, Thursday 11:00 AM-07:30 PM, Friday 11:00 AM-07:30 PM, Saturday 10:30 AM-07:30 PM, Sunday 12:00 PM-06:00 PM",,"(646) 833-6943","renhldy@aol.com",,"105","03","58","1008267501","1015602","40.742909","-73.989531","013","POINT (-73.9895309996569 40.7429089999536)"
"MANHATTAN","East Harlem North","Iris House East Side Food Pantry","2271 2nd Ave, New York, NY 10035, USA","2271","2 AVENUE","Food/Beverage","Food/Beverage","Food pantry has two locations-- East side : 2271 2nd ave. T-Thurs 2pm-4pm. West side: 2348 7th Ave Hours 2pm-4pm Thursday. Call ahead for drop-off.",,"Monday Closed, Tuesday 02:00 PM-04:00 PM, Wednesday Closed, Thursday 02:00 PM-04:00 PM, Friday Closed, Saturday Closed, Sunday Closed",,"(646) 548-0100","jdiamond@iris.org",,"111","08","188","1016660024","1079306","40.79754","-73.937774","025","POINT (-73.9377739996713 40.797540000274)"
"BROOKLYN","North Side-South Side","Eclectic Collectibles","285 Metropolitan Avenue, Brooklyn, NY 11211, USA","285","METROPOLITAN AVENUE",,"Clothing/Personal Accessories, Household Furniture/Furnishings, Kitchen Items",,,"Monday 12:00 PM-10:00 PM, Tuesday 12:00 PM-10:00 PM, Wednesday 12:00 PM-10:00 PM, Thursday 12:00 PM-10:00 PM, Friday 12:00 PM-10:00 PM, Saturday 10:00 AM-10:00 PM, Sunday 10:00 AM-10:00 PM",,"(646) 657-8122","eclecticcollectibles158@gmail.com",,"301","34","519","3023530026","3335729","40.714832","-73.957836","094","POINT (-73.9578360003321 40.7148320001998)"
"BROOKLYN","Park Slope-Gowanus","Fifth Avenue Record Shop","439 5th Avenue, Brooklyn, NY 11215, USA","439","5 AVENUE",,"Books/Media",,,"Monday 11:00 AM-06:00 PM, Tuesday 11:00 AM-10:00 PM, Wednesday 11:00 AM-06:00 PM, Thursday 11:00 AM-10:00 PM, Friday 11:00 AM-08:00 PM, Saturday 11:00 AM-10:00 PM, Sunday 11:00 AM-10:00 PM",,"(718) 499-8483","pleasecall@email.com",,"306","39","137","3010050001","3022111","40.669287","-73.986024","078","POINT (-73.9860239998087 40.6692869997984)"
"BRONX","Fordham South","The Salvation Army","2359 Jerome Avenue, Bronx, NY 10468, USA","2359","JEROME AVENUE","Household Furniture/Furnishings, Musical Instruments, Footwear, Sports Equipment, Toys/Games, Appliances, Books/Media, Electronics, Kitchen Items, Clothing/Personal Accessories","Household Furniture/Furnishings, Musical Instruments, Footwear, Sports Equipment, Toys/Games, Appliances, Books/Media, Electronics, Kitchen Items, Clothing/Personal Accessories","For pick-up please call 1-800-728-7825","Pickup","Sunday Closed, Saturday 10:00 AM-6:00 PM, Friday 10:00 AM-6:00 PM, Thursday 10:00 AM-6:00 PM, Wednesday 10:00 AM-6:00 PM, Tuesday 10:00 AM-6:00 PM, Monday 10:00 AM-6:00 PM","http://ny.salvationarmy.org/GreaterNewYork","(718) 562-9023","Donations@salvationarmyusa.org","Partner","207","14","239","2031980081","2014279","40.86031","-73.903077","052","POINT (-73.9030770004042 40.8603100000097)"
