"oer_project_numbers","project_name","street_number","street_name","borough","bbl","oer_program","class","phase","project_specific_document","latitude","longitude","zip_code","community_district","city_council_district","census_tract_2010","building_identification_number","nta_name"
"11TMP0031M,11EH-N031M,15CVCP106M","514 West 24th Street","514","West 24th Street","Manhattan","1006950047","VCP (Enrolled), E/RD (Review)","Active (A)","Closure","https://a002-epic.nyc.gov/app/workspace/734/docrepository","40.748771","-74.004695","4","3","99","1090213","1006957511","Hudson Yards-Chelsea-Flatiron-Union Square"
"14TMP0438M,14EHAZ438M","484 Greenwich Street","484","Greenwich Street","Manhattan","1005950084","E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/2235/docrepository","40.724861","-74.009301","2","3","37","1010353","1005950084","SoHo-TriBeCa-Civic Center-Little Italy"
"15TMP0584M,15CVCP051M,15CVCP051M","2139 Adam Clayton Powell Jr. Blvd","2139","Adam Clayton Powell Jr. Blvd","Manhattan","1019110061,1019110062","VCP (Enrolled)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/2536/docrepository","40.810140","-73.947461","10","9","224","1090253","1019110061","Central Harlem North-Polo Grounds"
"17TMP0309K,17EH-A122K,20CVCP051K","1035 CONEY ISLAND AVENUE","1039","CONEY ISLAND AVENUE","Brooklyn","3052320037","VCP (Enrolled), E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/3952/docrepository","40.632454","-73.966811","14","40","526","3382135","3052320037","Flatbush"
"16TMP0085M,16EH-N079Q","36-31 31st Street","36-31","31st Street","Queens","4006000014","E/RD (Review)","Active (A)","Construction","https://a002-epic.nyc.gov/app/workspace/3411/docrepository","40.755990","-73.930218","1","26","51","4000000","4006000014","Queensbridge-Ravenswood-Long Island City"
"16TMP0194X,16EHAZ189Q,16CVCP075Q","38-23 28th Street","38-23","28th Street","Queens","4003850005","VCP (Enrolled), E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/3355/docrepository","40.754678","-73.934605","1","26","31","4000000","4003850005","Queensbridge-Ravenswood-Long Island City"
"15TMP0382K,15EHAN382K,15CVCP113K","771-781 Metropolitan Ave","781","Metropolitan Avenue","Brooklyn","3027600035,3027600028,3027607502","VCP (Enrolled), E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/2692/docrepository","40.714634","-73.943399","1","34","497","3425791","3027607502","East Williamsburg"
"15TMP0309Q,15EH-N309Q,15CVCP136Q","36-27 31st Street","36-27","31st Street","Queens","4006000016,4006007501","VCP (Enrolled), E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/2879/docrepository","40.756037","-73.930182","1","26","51","4619351","4006007501","Queensbridge-Ravenswood-Long Island City"
"13TMP0521X,13EHAN521X,14CVCP239X","3560 - 3572 White Plains Road","3560","White Plains Road","Bronx","2046570094,2046570096,2046570090,2046570089","VCP (Enrolled), E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/1603/docrepository","40.878658","-73.865696","12","12","380","2057691","2046570090","Williamsbridge-Olinville"
"16TMP0222K,16EHAZ220K,16CVCP064K","383 Manhattan Avenue","383","Manhattan Avenue","Brooklyn","3027380024","VCP (Enrolled), E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/3358/docrepository","40.717551","-73.946603","1","34","501","3000000","3027380024","East Williamsburg"
"14TMP0406K,14EHAN406K,17CVCP011K","7 Whipple Street","7","Whipple Street","Brooklyn","3022720045,3022720045,3022720046,3022720046,3022720147,3022720147","VCP (Enrolled), E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/2089/docrepository","40.700451","-73.945982","1","33","507","3000000","3022720045","Bedford"
"13TMP0070K,13EH-N070K,13CVCP113K","186 Greenpoint Avenue","186","Greenpoint Avenue","Brooklyn","3025750005","VCP (Enrolled), E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/1749/docrepository","40.730311","-73.952950","1","33","575","3065149","3025750005","Greenpoint"
"12TMP0128K,12RHAZ128K","1752 Shore Parkway","1752","Shore Parkway","Brooklyn","3064910207,3064910292,3064910007,3064910092","E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/1395/docrepository","40.592991","-73.996162","11","43","304","3345765","3064910207","Bensonhurst East"
"15TMP0490M,15EA-N490M","1516 Park Avenue","1516","Park Avenue","Manhattan","1016160036","E/RD (No Cleanup)","Active (A)","Completed","https://a002-epic.nyc.gov/app/workspace/2602/docrepository","40.795564","-73.945966","11","8","17402","1000000","1016160036","East Harlem South"
"19TMP1191K,19EH-N273K,20CVCP055K","624 Metropolitan Avenue","624","METROPOLITAN AVENUE","Brooklyn","3027620014","VCP (Enrolled), E/RD (Review)","Active (A)","Construction","https://a002-epic.nyc.gov/app/workspace/9290/docrepository","40.714156","-73.948301","1","34","503","3068813","3027620014","East Williamsburg"
"15TMP0401X,15EHAN401X,16CVCP069X","St Barnabas Wellness Care Project","4451","3rd Avenue","Bronx","2030510028,2030510041,2030510043,2030510045,2030510034,2030510040","VCP (Enrolled), E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/2699/docrepository","40.852310","-73.892603","6","15","37504","2011530","2030480035","East Tremont"
"13TMP0207Q,13EH-A207Q,13CVCP111Q","30-40 21st Street VCP - DOB Job No. NB - 420606026","30-40","21st Street","Queens","4005350046","VCP (Enrolled), E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/1447/docrepository","40.768802","-73.928692","1","22","79","4005987","4005350046","Old Astoria"
"15TMP0064K,15EHAZ064K,15CVCP054K","172-174 North 11th Street","174","North 11th Street","Brooklyn","3022980013","VCP (Enrolled), E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/2737/docrepository","40.719627","-73.954686","1","33","517","3424774","3022980013","North Side-South Side"
"12TMP0271K,12EH-A271K,12CVCP067K","1465 Rockaway Parkway","1465","Rockaway Parkway","Brooklyn","3081850024","VCP (Enrolled), E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/920/docrepository","40.644579","-73.901683","18","42","974","3000000","3081850024","Canarsie"
"21TMP0665Q,21EHAZ159Q,22CVCP026Q","30-75 21ST STREET","30-75","21ST STREET","Queens","4005510019","VCP (Enrolled), E/RD (Review)","Active (A)","Construction","https://a002-epic.nyc.gov/app/workspace/21473/docrepository","40.768160","-73.929180","1","22","79","4006340","4005510019","Old Astoria"
"12TMP0398Q,12EHAN398Q,14CVCP186Q","38-05 31st Street","38-05","31st Street","Queens","4003820014","VCP (Enrolled), E/RD (Review)","Active (A)","Approved Remedial Plan","https://a002-epic.nyc.gov/app/workspace/1030/docrepository","40.753587","-73.932169","1","26","31","4000000","4003820014","Queensbridge-Ravenswood-Long Island City"
"18TMP0853K,19CVCP007K,22EH-N270K","233 Nevins Street","236","BUTLER STREET","Brooklyn","3004120006,3004127501","VCP (Enrolled), E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/5431/docrepository","40.681521","-73.985383","6","33","127","3006603","3004120006","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"13TMP0370K,13EHAZ370K,13CVCP146K","125 Borinquen Place","125","Borinquen Place","Brooklyn","3024110001,3024110006,3024110012","VCP (Enrolled), E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/1692/docrepository","40.710602","-73.954790","1","34","513","3425954","3024110001","North Side-South Side"
"20TMP1218M,20EH-N248M,21CVCP044M","21 WEST 17 STREET","21","WEST 17 STREET","Manhattan","1008190026","VCP (Enrolled), E/RD (Review)","Active (A)","Approved Remedial Plan","https://a002-epic.nyc.gov/app/workspace/16498/docrepository","40.738322","-73.993162","5","3","54","1015414","1008190026","Hudson Yards-Chelsea-Flatiron-Union Square"
"15TMP0428M,15EHAN428M,15CVCP105M","371 9th Avenue","371","9th Avenue","Manhattan","1007290060","VCP (Enrolled), E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/2705/docrepository","40.751554","-73.997647","4","3","103","1000000","1007290051","Hudson Yards-Chelsea-Flatiron-Union Square"
"15TMP0586X,15CVCP086X,15CVCP086X","1538 Stillwell Ave Stillwell Storage","1538","Stillwell Avenue","Bronx","2042190016,2042260290","VCP (Enrolled)","Active (A)","Closure","https://a002-epic.nyc.gov/app/workspace/2538/docrepository","40.853935","-73.842532","11","13","296","2047017","2042190016","Pelham Parkway"
"15TMP0478Q,15EAIR478Q","11-55 49th Avenue - DOB Job No. 421092105","11-55","49th Avenue","Queens","4000610055","E/RD (No Cleanup)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/2582/docrepository","40.742730","-73.950275","2","26","7","4000000","4000610055","Hunters Point-Sunnyside-West Maspeth"
"13TMP0417M,13ENOS417M","327-331 East Houston Street - DOB Job No. NB - 121330005","327","East Houston Street","Manhattan","1003450015,1003450016,1003450017,1003450019","E/RD (No Cleanup)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/1900/docrepository","40.721089","-73.982590","3","2","2201",,,"Lower East Side"
"18TMP1222K,18EHAN410K","573 Emerald Street - Linden Boulevard Phase II, Building 2","573","EMERALD STREET","Brooklyn","3044960015,3044960032,3044960033,3044960035,3044960039,3044960042,3044960043,3044960044,3044960045,3044960047,3044960048,3044960056","E/RD (Review)","Active (A)","Closure","https://a002-epic.nyc.gov/app/workspace/5800/docrepository","40.668754","-73.858798","5","42","1220",,,"East New York"
"18TMP1204Q,18EH-A423Q,21CVCP037Q","31-61 VERNON BOULEVARD","31-59","VERNON BOULEVARD","Queens","4005020019,4005020005,4005020046","VCP (Enrolled), E/RD (Review)","Active (A)","Approved Remedial Plan","https://a002-epic.nyc.gov/app/workspace/5782/docrepository","40.768016","-73.935891","1","26","81","4000000","4005020007","Old Astoria"
"16TMP0207M,16ENOS190Q","224 Beach 98th Street","224","Beach 98th Street","Queens","4161530011","E/RD (No Cleanup)","Active (A)","Closure","https://a002-epic.nyc.gov/app/workspace/3523/docrepository","40.584865","-73.819743","14","32","94201","4454210","4161530011","Breezy Point-Belle Harbor-Rockaway Park-Broad Channel"
"20TMP0836K,20EH-N258K","2795 FULTON STREET","2795","Fulton Street","Brooklyn","3039330055","E/RD (Review)","Active (A)","Approved Remedial Plan","https://a002-epic.nyc.gov/app/workspace/13119/docrepository","40.678086","-73.891370","5","37","1146","3000000","3039330055","Cypress Hills-City Line"
"13TMP0009M,13EHAN009M,13CVCP106M","507-515 West 28th Street","507","West 28th Street","Manhattan","1007000045,1007000042,1007000034,1007000038,1007000044,1007000027,1007000032","VCP (Enrolled), E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/1476/docrepository","40.751219","-74.002786","4","3","99","1090201","1007000027","Hudson Yards-Chelsea-Flatiron-Union Square"
"14TMP0052K,14EHAZ052K,14CVCP188K","56 Box Street - DOB Job No. 320842237","56","Box Street","Brooklyn","3024830017","VCP (Enrolled), E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/2147/docrepository","40.737379","-73.954309","1","33","579","3063714","3024830017","Greenpoint"
"18TMP1028M,18EAIR350M","24 1st Avenue","24","1ST AVENUE","Manhattan","1004290012,1004290008","E/RD (No Cleanup)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/5606/docrepository","40.723757","-73.988069","3","2","3002",,,"East Village"
"14TMP0603K,14EHAN603K,15CVCP052K","1038 Greene Avenue","1038","Greene Avenue","Brooklyn","3016230025","VCP (Enrolled), E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/2133/docrepository","40.691250","-73.926312","3","41","387","3425434","3016230025","Stuyvesant Heights"
"19TMP0179M,19EH-A078M,19CVCP035M","622 WEST 51ST STREET","622","W. 51ST STREET","Manhattan","1010980048,1010980015","VCP (Enrolled), E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/7279/docrepository","40.766757","-73.994809","4","3","135","1000000","1010980048","Clinton"
"14TMP0082M,14RHAZ082M,15CVCP032M","323-329 East 25th Street Henry Phipps Plaza South, Parcel #1","323","East 25th Street","Manhattan","1009310001,1009310017","VCP (Enrolled), E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/2507/docrepository","40.738869","-73.979236","6","2","66",,,"Murray Hill-Kips Bay"
"21TMP0633X,21EHAN160X,22CVCP018X","3184 Webster Avenue","3184","WEBSTER AVENUE","Bronx","2033570055","VCP (Enrolled), E/RD (Review)","Active (A)","Construction","https://a002-epic.nyc.gov/app/workspace/21441/docrepository","40.872987","-73.874899","7","11","42901","2000000","2033570055","Norwood"
"18TMP1429K,18EHAN480K,19CVCP033K","2618 FULTON STREET","2618","FULTON STREET","Brooklyn","3036690013,3036690017,3036690020,3036690022,3036690026,3036697501","VCP (Enrolled), E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/7006/docrepository","40.677079","-73.898052","5","37","1198","3083272","3036690022","East New York"
"18TMP0305Q,18EH-N127Q,19CVCP076Q","Beach 19th at Cornaga Commons (Phase I)","10-25","BEACH 20TH STREET","Queens","4155610008,4155610010,4155610058","VCP (Enrolled), E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/4883/docrepository","40.602912","-73.753205","14","31","100802","4529815","4157040072","Far Rockaway-Bayswater"
"13TMP0330M,13EA-N330M","194 Orchard Street","194","Orchard Street","Manhattan","1004120016,1004120012,1004120013,1004120014,1004120021,1004127503","E/RD (No Cleanup)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/1434/docrepository","40.722231","-73.988102","3","1","3001","1000000","1004127503","Chinatown"
"17TMP0458K,18EHAZ395K","731 BEDFORD AVENUE","731","BEDFORD AVENUE","Brooklyn","3017150030","E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/4101/docrepository","40.698506","-73.956915","3","33","1237","3396823","3017150030","Bedford"
"15TMP0038M,15ENOS038M","The Church of Grace to Fujianese","133","Allen Street","Manhattan","1004150027","E/RD (No Cleanup)","Active (A)","Closure","https://a002-epic.nyc.gov/app/workspace/2944/docrepository","40.720069","-73.989935","3","1","18","1005489","1004150027","Chinatown"
"20TMP1453Q,20EHAZ296Q,21CVCP024Q","27-20 42ND ROAD","27-20","42ND ROAD","Queens","4004310017","VCP (Enrolled), E/RD (Review)","Active (A)","Construction","https://a002-epic.nyc.gov/app/workspace/17731/docrepository","40.749288","-73.940294","2","26","19","4005114","4004310017","Hunters Point-Sunnyside-West Maspeth"
"13TMP0443K,13EHAZ443K,14CVCP185K","767 Bergen Street - DOB Job No. 320576658 & 320576649","767","Bergen Street","Brooklyn","3011400048,3011400049","VCP (Enrolled), E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/1711/docrepository","40.678329","-73.962959","8","35","203","3407043","3011407506","Prospect Heights"
"18TMP1075M,19CVCP080M,22ENOS044M","4790 BROADWAY","4790","BROADWAY","Manhattan","1022330013,1022330020","VCP (Enrolled)","Active (A)","Construction","https://a002-epic.nyc.gov/app/workspace/5653/docrepository","40.865947","-73.926075","12","10","291","1064894","1022330013","Marble Hill-Inwood"
"09TMP0222Q,09EHAZ222Q","5-22 49th Avenue","5-16","49th Avenue","Queens","4000320033,4000320035","E/RD (Review)","Active (A)","Construction","https://a002-epic.nyc.gov/app/workspace/68/docrepository","40.743795","-73.955853","2","26","7","4000140","4000320033","Hunters Point-Sunnyside-West Maspeth"
"13TMP0396M,13EH-N396M,14CVCP162M","546 West 44th Street","546","West 44th Street","Manhattan","1010720050","VCP (Enrolled), E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/1839/docrepository","40.761619","-73.996199","4","3","129","1090461","1010720050","Clinton"
"20TMP1280X,20CVCP077X","903 EAST 140TH","901-903","EAST 140TH","Bronx","2025980086","VCP (Enrolled)","Active (A)","Approved Remedial Plan","https://a002-epic.nyc.gov/app/workspace/16560/docrepository","40.803699","-73.906610","1","17","19","2098005","2025980086","Mott Haven-Port Morris"
"21TMP0857K,21EH-N174K,22CVCP008K","1499 Bedford Avenue","1499","BEDFORD AVENUE","Brooklyn","3012530007","VCP (Enrolled), E/RD (Review)","Active (A)","Construction","https://a002-epic.nyc.gov/app/workspace/22663/docrepository","40.671552","-73.954740","8","35","219","3032188","3012530007","Crown Heights North"
"13TMP0393K,13EH-N393K,14CVCP192K","1328 Fulton Street Fulton South","1328","Fulton Street","Brooklyn","3018610119","VCP (Enrolled), E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/1837/docrepository","40.680272","-73.947524","3","36","247","3400722","3018617501","Crown Heights North"
"14TMP0365K,14EHAN365K,14CVCP225K","1-37 Forrest Street","37","Forrest Street","Brooklyn","3031410001,3031410001,3031410005,3031410006,3031410007,3031410008,3031410010,3031410011,3031410012,3031410014,3031410015,3031410018,3031410020,3031410021,3031410023,3031410036,3031410022","VCP (Enrolled), E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/2077/docrepository","40.701027","-73.935047","4","34","391",,,"Bushwick South"
