"file","law_number","type","status","final_action","title"
"T2014-2155",,"Oversight","Filed","2014-12-11T00:00:00.000","Oversight - The Department of Small Business Services' Neighborhood Development Programs."
"T2014-2152",,"Oversight","Filed","2014-12-11T00:00:00.000","Oversight – Mayor’s Office of Workforce Development: Structural Reforms of the City’s Workforce Development Systems."
"T2014-2147",,"Oversight","Filed","2014-12-03T00:00:00.000","Oversight - App Technology and the Transformation of the Taxi and For-Hire Industries."
"Res 0480-2014",,"Resolution","Adopted","2014-11-25T00:00:00.000","Resolution calling upon the New York State Legislature to pass, and the Governor to sign, legislation permitting voter registration forms utilized by agencies participating in the agency assisted voter registration program to code their registration forms, and for such codes to be withheld from public inspection."
"Res 0492-2014",,"Resolution","Adopted","2014-11-25T00:00:00.000","Resolution approving a real property tax exemption pursuant to Section 577 of the Private Housing Finance Law (PHFL), for the Exemption Area located on Block 1635, Lot 17, in Community District 11, Borough of Manhattan (L.U. No. 150; 20155179 HAM)."
"Res 0491-2014",,"Resolution","Adopted","2014-11-25T00:00:00.000","Resolution approving a real property tax exemption pursuant to Section 577 of the Private Housing Finance Law (PHFL), for the Exemption Area located on Block 1635, Lots 16 and 7, in Community District 11, Borough of Manhattan (L.U. No. 149; 20155178 HAM)."
"Res 0490-2014",,"Resolution","Adopted","2014-11-25T00:00:00.000","Resolution approving the termination of an existing real property tax exemption pursuant to Section 125 of the Private Housing Finance Law (PHFL), for an Exemption Area located on Block 1635, Lots 16, 17 and 7; and consenting to the voluntary dissolution of the current owner under PHFL 123(4), Borough of Manhattan (L.U. No. 148; 20155177 HAM)."
"T2014-1268",,"Oversight","Filed","2014-11-17T00:00:00.000","Oversight – Building Homes, Preserving Communities: A First Look at the Mayor's Affordable Housing Plan."
"Res 0489-2014",,"Resolution","Adopted","2014-11-25T00:00:00.000","Resolution approving the decision of the City Planning Commission on Application No. N 140410 ZRM, for an amendment of the Zoning Resolution of the City of New York, concerning Article IX, Chapter 6, to amend Section 96-21 (Special Regulations for 42nd Street Perimeter Area) of the Special Clinton District to allow automobile showrooms or sales with automobile repair, storage, and preparation for delivery in Community District 4, Borough of Manhattan (L.U. No. 146)."
"Res 0488-2014",,"Resolution","Filed","2014-11-25T00:00:00.000","Resolution approving a motion to file pursuant to withdrawal of the application for a revocable consent for an unenclosed sidewalk café located at 311 Second Avenue, Borough of Manhattan (20155034 TCM; L.U. No. 143)."
"Res 0487-2014",,"Resolution","Adopted","2014-11-25T00:00:00.000","Resolution approving the termination of an existing real property tax exemption pursuant to Section 125 of the Private Housing Finance Law (PHFL), for an Exemption Area located on Block 2453, Lot 55, Block 2457, Lot 50, Block 2816, Lots 1 and 70, and Block 2831, Lot 32, and consenting to the voluntary dissolution of the current owner under PHFL 123(4), in Community District 4, Borough of the Bronx (L.U. No. 142; 20155173 HAX)."
"Res 0486-2014",,"Resolution","Adopted","2014-11-25T00:00:00.000","Resolution approving the termination on an existing real property tax exemption pursuant to Section 125 of the Private Housing Finance Law (PHFL), for an Exemption Area located on Block 2433, Lots 23, 28 and 36, and Block 2456, Lot, 51; and approving consent to the voluntary dissolution of the current owner under PHFL 123(4), in Community District 4, Borough of the Bronx (L.U. No. 141; 20155172 HAX)."
"Res 0484-2014",,"Resolution","Adopted","2014-11-25T00:00:00.000","Resolution approving an Urban Development Action Area Project located at 890 Flushing Avenue (Block 3139, Lot 12), Borough of Brooklyn, and waiving the urban development action area designation requirement and the Uniform Land Use Review Procedure, pursuant to Sections 693 and 694 of the General Municipal Law and granting real estate tax exemptions pursuant to Section 696 of General Municipal Law and Section 577 of the Private Housing Finance Law (L.U. No. 139; 20155062 HAK)."
"Res 0483-2014",,"Resolution","Adopted","2014-11-25T00:00:00.000","Resolution approving the petition for a revocable consent for an unenclosed sidewalk café located at 461 West 23rd Street, Borough of Manhattan (20155064 TCM; L.U. No. 134)."
"Res 0482-2014",,"Resolution","Adopted","2014-11-25T00:00:00.000","Resolution approving the termination of an existing tax exemption and the granting of a new real property tax exemption pursuant to Section 577 of the Private Housing Finance Law (PHFL), for the Exemption Area located at 3603 Broadway (Block 2095, Lot 31) and 3605 Broadway (Block 2095, Lot 32), in Community District 9, Borough of Manhattan (L.U. No. 133; 20155113 HAM)."
"T2014-2105",,"Oversight","Filed","2014-12-10T00:00:00.000","Oversight: SEEK and College Discovery Programs at CUNY."
"Res 0476-2014",,"Resolution","Adopted","2014-11-25T00:00:00.000","Resolution approving the new designation and changes in the designation of certain organizations to receive funding in the Expense Budget."
"T2014-2103",,"Oversight","Filed","2014-12-04T00:00:00.000","Oversight - Citywide Localized Flooding"
"T2014-2101",,"Oversight","Filed","2014-12-02T00:00:00.000","Oversight – Cablevision Franchise Agreement and Collective Bargaining"
"Int 0550-2014",,"Introduction","Enacted (Mayor's Desk for Signature)",,"A Local Law to amend the administrative code of the city of New York, in relation to conforming the New York city energy conservation code to the New York state energy code with amendments unique to construction in the city and repealing section 28-1001.2 in relation thereto."
"Int 0547-2014",,"Introduction","Committee",,"A Local Law to amend the New York city charter, in relation to cultural liaisons."
"Int 0546-2014",,"Introduction","Committee",,"A Local Law to amend the administrative code of the city of New York, in relation to the installation of energy-efficient street lights."
"Int 0548-2014",,"Introduction","Committee",,"A Local Law to amend the administrative code of the city of New York, in relation to requiring the police department to submit to the council reports relating to naloxone hydrochloride."
"Int 0545-2014",,"Introduction","Committee",,"A Local Law to amend the administrative code of the city of New York, in relation to bicycle safety."
"Res 0466-2014",,"Resolution","Committee",,"Resolution calling upon the New York City Housing Authority to report annually the total number of vacant units in all of its developments, disaggregated by the number of units that are fit and unfit for occupancy, and provide details on the reason why a vacant apartment is deemed unfit for occupancy."
"Int 0537-2014",,"Introduction","Committee",,"A Local Law to amend the administrative code of the city of New York, in relation to the designation of a small business accessibility coordinator."
"Int 0534-2014",,"Introduction","Committee",,"A Local Law to amend the administrative code of the city of New York, in relation to requiring improved prospective notice of the department of environmental protection sewer connection charge."
"Int 0527-2014",,"Introduction","Committee",,"A Local Law to amend the administrative code of the city of New York, in relation to city-wide ambient noise level monitoring."
"T2014-2027",,"Oversight","Filed","2014-11-17T00:00:00.000","Oversight - Serving A Diverse Aging Population-Improving Immigrant Seniors’ Access to New York City’s Senior Services."
