"queens_cooperatives_comparable_properties_boro_block_lot","queens_cooperatives_comparable_properties_address","borough","postcode","latitude","longitude","community_board","community_council","census_tract","bin","bbl","nta","queens_cooperatives_comparable_properties_neighborhood","queens_cooperatives_comparable_properties_building_classification","queens_cooperatives_comparable_properties_total_units","queens_cooperatives_comparable_properties_year_built","queens_cooperatives_comparable_properties_gross_sqft","queens_cooperatives_comparable_properties_est_gross_income","queens_cooperatives_comparable_properties_gross_income_per_sqft","queens_cooperatives_comparable_properties_full_market_value","queens_cooperatives_comparable_properties_market_value_per_sqft","comparable_rental_1_boro_block_lot","comparable_rental_1_address","comparable_rental_1_neighborhood","comparable_rental_1_building_classification","comparable_rental_1_total_units","comparable_rental_1_year_built","comparable_rental_1_gross_sqft","comparable_rental_1_est_gross_income","comparable_rental_1_gross_income_per_sqft","comparable_rental_1_full_market_value","comparable_rental_1_market_value_per_sqft","comparable_rental_1_dist_from_coop_in_miles","comparable_rental_2_boro_block_lot","comparable_rental_2_address","comparable_rental_2_neighborhood","comparable_rental_2_building_classification","comparable_rental_2_total_units","comparable_rental_2_year_built","comparable_rental_2_gross_sqft","comparable_rental_2_est_gross_income","comparable_rental_2_gross_income_per_sqft","comparable_rental_2_full_market_value","comparable_rental_2_market_value_per_sqft","comparable_rental_2_dist_from_coop_in_miles"
"4-08513-0020","75 05 255 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","4","11004","40.747066","-73.716357","13","23","155102","4456991","4085130020","Glen Oaks-Floral Park-New Hyde Park                                        ","GLEN OAKS","C6-WALK-UP","40","1962","30828","397680","12.9","1240000","40.2","4-06825-0001","158 05 76 ROAD
Queens, NY 
(40.749436300045, -73.797299799846)","FLUSHING-SOUTH","C9-WALK-UP","20","1952","15528","200503","12.91","624000","40.2","5.2","4-06825-0005","158 06 76 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","FLUSHING-SOUTH","C9-WALK-UP","20","1952","15528","200503","12.91","624000","40.2","5.2"
"4-06793-0225","71 50 PARSONS BOULEVARD
Queens, NY 
(40.749436300045, -73.797299799846)","4","11365","40.72878","-73.811095","8","24","122702","4451595","4067930225","Pomonok-Flushing Heights-Hillcrest                                         ","FLUSHING-SOUTH","D4-ELEVATOR","257","1960","299456","2338028","7.81","4960000","16.56","4-06712-0001","150 05 UNION TURNPIKE
Queens, NY 
(40.749436300045, -73.797299799846)","FLUSHING-SOUTH","D7-ELEVATOR","186","1966","235016","2965828","12.62","8330000","35.4","0.65","4-09711-0056","141 50 85 ROAD
Queens, NY 
(40.749436300045, -73.797299799846)","BRIARWOOD","D1-ELEVATOR","132","1951","103629","1606562","15.5","5430000","52","1.4"
"4-11446-0001","84 09 155 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","4","11414","40.664771","-73.849431","10","32","6201","4434863","4114460001","Lindenwood-Howard Beach                                                    ","HOWARD BEACH","D4-ELEVATOR","173","1964","158600","1925000","12.14","5410000","34.1","4-12311-0030","155 15 NORTH CONDUIT AVEN
Queens, NY 
(40.749436300045, -73.797299799846)","SPRINGFIELD GARDENS","D1-ELEVATOR","160","1969","106946","1893333","17.7","7080000","66","3.65","4-10499-0075","190 05 HILLSIDE AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","HOLLISWOOD","D1-ELEVATOR","110","1960","100116","1280000","12.79","3990000","39.9","5.3"
"4-05301-0017","36 31 170 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","4","11358","40.762608","-73.796123","7","19","1175","4450011","4053010017","Murray Hill                                                                ","FLUSHING-NORTH","C6-WALK-UP","20","1951","16229","210980","13","657000","40.5","4-06227-0338","211 01 42 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","BAYSIDE","C9-WALK-UP","54","1951","44928","613927","13.66","1910000","42.5","1.2","4-06277-0002","42 11 CORPORAL KENNEDY ST
Queens, NY 
(40.749436300045, -73.797299799846)","BAYSIDE","C9-WALK-UP","219","1951","208345","2574475","12.36","7230000","34.7","1.15"
"4-01278-0062","35 31 78 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","4",,,,,,,,,,"JACKSON HEIGHTS","C6-WALK-UP","15","1920","16425","213525","13","665000","40.5","4-01282-0191","37 14 72 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","JACKSON HEIGHTS","C1-WALK-UP","16","1926","10208","142912","14","445000","43.6","0.4","4-01282-0193","37 18 72 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","JACKSON HEIGHTS","C1-WALK-UP","16","1926","10208","165369","16.2","559000","55","0.4"
"4-02234-0038","110 45 71 ROAD
Queens, NY 
(40.749436300045, -73.797299799846)","4","11375","40.721776","-73.840806","6","29","75702","4052571","4022340038","Forest Hills                                                               ","FOREST HILLS","D4-ELEVATOR","98","1952","111750","1709775","15.3","5780000","52","4-02236-0012","110 16 72 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","FOREST HILLS","D1-ELEVATOR","108","1951","104644","1653132","15.8","5590000","53","0.1","4-02265-0079","75 05 113 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","FOREST HILLS","D1-ELEVATOR","92","1951","60025","948527","15.8","3210000","53","0.4"
"4-01238-0040","39 60 54 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","4",,,,,,,,,,"WOODSIDE","D4-ELEVATOR","224","1972","208252","2603150","12.5","7310000","35.1","4-01263-0015","34 34 77 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","JACKSON HEIGHTS","D1-ELEVATOR","120","1951","104000","1602228","15.41","5420000","52","1.2","4-01263-0044","34 35 35 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","JACKSON HEIGHTS","D1-ELEVATOR","122","1949","124600","1648764","13.23","5130000","41.2","1.2"
"4-05180-0001","42 65 KISSENA BOULEVARD
Queens, NY 
(40.749436300045, -73.797299799846)","4","11355","40.756038","-73.825369","7","20","857","4116923","4051800001","Flushing                                                                   ","FLUSHING-NORTH","D4-ELEVATOR","211","1963","219845","2923950","13.3","9110000","41.4","4-05146-0001","45 15 COLDEN STREET
Queens, NY 
(40.749436300045, -73.797299799846)","FLUSHING-NORTH","D1-ELEVATOR","148","1963","131187","1747887","13.32","5440000","41.5","0.45","4-05145-0001","44 35 COLDEN STREET
Queens, NY 
(40.749436300045, -73.797299799846)","FLUSHING-NORTH","D1-ELEVATOR","71","1962","60338","868814","14.4","2940000","48.7","0.35"
"4-05048-0019","143 40 41 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","4","11355","40.760166","-73.822893","7","20","855","4114661","4050480019","Flushing                                                                   ","FLUSHING-NORTH","D4-ELEVATOR","74","1962","65781","892000","13.56","2780000","42.3","4-05042-0066","133 21 SANFORD AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","FLUSHING-NORTH","D1-ELEVATOR","88","1963","68257","928563","13.6","2890000","42.3","0.45","4-05025-0050","144 67 41 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","FLUSHING-NORTH","D1-ELEVATOR","208","1962","189748","2569465","13.54","8000000","42.2","0.2"
"4-06080-0025","201 09 35 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","4","11361","40.76534","-73.785848","11","19","1099","4446953","4060800025","Bayside-Bayside Hills                                                      ","BAYSIDE","C6-WALK-UP","14","1949","13653","192510","14.1","599000","43.9","4-06595-0010","137 02 JEWEL AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","FLUSHING-SOUTH","C9-WALK-UP","24","1949","20920","294887","14.1","918000","43.9","3.35","4-06595-0032","139 06 JEWEL AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","FLUSHING-SOUTH","C9-WALK-UP","24","1949","20920","294887","14.1","918000","43.9","3.35"
"4-02167-0001","63 09 108 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","4","11375","40.734725","-73.850514","6","29","745","4051529","4021670001","Forest Hills                                                               ","FOREST HILLS","D4-ELEVATOR","114","1956","98085","1275105","13","3970000","40.5","4-02090-0047","97 25 64 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","REGO PARK","D7-ELEVATOR","113","1950","98000","1241660","12.67","3870000","39.5","0.65","4-02116-0006","99 12 65 ROAD
Queens, NY 
(40.749436300045, -73.797299799846)","REGO PARK","D1-ELEVATOR","65","1949","70500","737891","10.47","1910000","27.1","0.45"
"4-02157-0001","67 71
Queens, NY 
(40.749436300045, -73.797299799846)","4",,,,,,,,,,"FOREST HILLS","D4-ELEVATOR","127","1948","115566","1733490","15","5860000","51","4-02138-0011","103 26 68 ROAD
Queens, NY 
(40.749436300045, -73.797299799846)","FOREST HILLS","D7-ELEVATOR","105","1942","97200","1757567","18.08","6570000","68","0.15","4-02139-0001","105 05 69 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","FOREST HILLS","D1-ELEVATOR","112","1943","111672","1285387","11.51","3610000","32.3","0.15"
"4-00159-0021","41 08 43 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","4",,,,,,,,,,"SUNNYSIDE","D4-ELEVATOR","61","1936","58926","779590","13.23","2430000","41.2","4-00162-0019","43 09 43 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","SUNNYSIDE","D1-ELEVATOR","48","1928","35340","367971","10.41","954000","27","0.1","4-00168-0041","45 26 44 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","SUNNYSIDE","D1-ELEVATOR","46","1929","41316","540942","13.09","1680000","40.7","0.25"
"4-03205-0008","68 20 BURNS STREET
Queens, NY 
(40.749436300045, -73.797299799846)","4","11375","40.721186","-73.851237","6","29","711","4076630","4032050008","Forest Hills                                                               ","FOREST HILLS","D4-ELEVATOR","24","1920","24408","398000","16.31","1350000","55","4-03205-0024","68 50 BURNS STREET
Queens, NY 
(40.749436300045, -73.797299799846)","FOREST HILLS","D1-ELEVATOR","20","1931","24408","396813","16.26","1340000","55","0","4-03234-0051","68 09 BURNS STREET
Queens, NY 
(40.749436300045, -73.797299799846)","FOREST HILLS","D1-ELEVATOR","228","1929","174480","3404125","19.51","12700000","73","0.1"
"4-01280-0063","35 21 80 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","4",,,,,,,,,,"JACKSON HEIGHTS","C6-WALK-UP","15","1917","12620","172263","13.65","536000","42.5","4-01282-0191","37 14 72 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","JACKSON HEIGHTS","C1-WALK-UP","16","1926","10208","142912","14","445000","43.6","0.5","4-01282-0193","37 18 72 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","JACKSON HEIGHTS","C1-WALK-UP","16","1926","10208","165369","16.2","559000","55","0.5"
"4-07912-0002","80 35
Queens, NY 
(40.749436300045, -73.797299799846)","4",,,,,,,,,,"HOLLIS HILLS","D4-ELEVATOR","96","1956","107076","1333000","12.45","3750000","35","4-04995-0064","144 45 35 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","FLUSHING-NORTH","D1-ELEVATOR","120","1957","129650","1618729","12.49","4550000","35.1","4.6","4-05101-0061","132 25 MAPLE AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","FLUSHING-NORTH","D1-ELEVATOR","180","1957","161520","2049773","12.69","6380000","39.5","4.75"
"4-03080-0043","63 45 SAUNDERS STREET
Queens, NY 
(40.749436300045, -73.797299799846)","4","11374","40.729537","-73.863468","6","29","693","4072078","4030800043","Rego Park                                                                  ","REGO PARK","D4-ELEVATOR","56","1956","47730","697000","14.6","2360000","49.4","4-03080-0006","95 08 QUEENS BOULEVARD
Queens, NY 
(40.749436300045, -73.797299799846)","REGO PARK","D1-ELEVATOR","60","1941","62400","909617","14.58","2830000","45.4","0","4-03078-0065","62 65 SAUNDERS STREET
Queens, NY 
(40.749436300045, -73.797299799846)","REGO PARK","D1-ELEVATOR","107","1941","101304","1503691","14.84","4680000","46.2","0.15"
"4-01266-0001","79 10 34 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","4","11372","40.753448","-73.887616","3","25","285","4029138","4012660001","Jackson Heights                                                            ","JACKSON HEIGHTS","D4-ELEVATOR","150","1955","165000","1914000","11.6","5380000","32.6","4-01275-0001","75 08 35 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","JACKSON HEIGHTS","D1-ELEVATOR","96","1950","95000","1020127","10.74","2640000","27.8","0.25","4-01263-0044","34 35 35 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","JACKSON HEIGHTS","D1-ELEVATOR","122","1949","124600","1648764","13.23","5130000","41.2","0.15"
"4-10264-0091","171 01 110 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","4","11433","40.696061","-73.782645","12","27","414",,,"South Jamaica                                                              ","SOUTH JAMAICA","C6-WALK-UP","56","1951","47800","625000","13.08","1950000","40.8","4-10688-0002","218 33 HILLSIDE AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","QUEENS VILLAGE","C9-WALK-UP","60","1950","45479","657918","14.47","2220000","48.8","2.9","4-10668-0001","89 39 221 PLACE
Queens, NY 
(40.749436300045, -73.797299799846)","QUEENS VILLAGE","C9-WALK-UP","66","1949","47776","762145","15.95","2580000","54","3.1"
"4-05300-0022","172 02 35 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","4","11358","40.764676","-73.793806","7","19","1175","4119869","4053000022","Murray Hill                                                                ","FLUSHING-NORTH","C6-WALK-UP","20","1949","15419","196600","12.75","612000","39.7","4-06021-0029","198 39 JORDAN STREET
Queens, NY 
(40.749436300045, -73.797299799846)","BAYSIDE","C1-WALK-UP","42","1924","36000","459036","12.75","1430000","39.7","0.4","4-06077-0007","34 06 JORDAN STREET
Queens, NY 
(40.749436300045, -73.797299799846)","BAYSIDE","C1-WALK-UP","50","1931","40800","528028","12.94","1480000","36.3","0.3"
"4-06658-0039","144 36 71 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","4","11367","40.728362","-73.821177","8","24","77906","4451333","4066580039","Kew Gardens Hills                                                          ","FLUSHING-SOUTH","C6-WALK-UP","26","1949","23880","308000","12.9","959000","40.2","4-06021-0029","198 39 JORDAN STREET
Queens, NY 
(40.749436300045, -73.797299799846)","BAYSIDE","C1-WALK-UP","42","1924","36000","459036","12.75","1430000","39.7","3.25","4-05391-0026","160 10 SANFORD AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","FLUSHING-NORTH","C1-WALK-UP","16","1926","13175","170000","12.9","529000","40.2","2.35"
"4-01474-0058","37 27 86 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","4",,,,,,,,,,"JACKSON HEIGHTS","D4-ELEVATOR","120","1951","115602","1340983","11.6","3770000","32.6","4-01448-0032","87 07 35 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","JACKSON HEIGHTS","D1-ELEVATOR","84","1951","79012","916724","11.6","2580000","32.7","0.3","4-01475-0001","87 10 37 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","JACKSON HEIGHTS","D1-ELEVATOR","88","1954","100000","1217908","12.18","3420000","34.2","0.05"
"4-06216-0001","209 10 41 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","4","11361","40.763068","-73.776296","11","19","1129","4137259","4062160001","Bayside-Bayside Hills                                                      ","BAYSIDE","D4-ELEVATOR","120","1963","109200","1128000","10.33","2920000","26.7","4-05181-0028","142 30 SANFORD AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","FLUSHING-NORTH","D1-ELEVATOR","106","1955","106415","1099184","10.33","2850000","26.8","2.5","4-03169-0002","99 06 67 ROAD
Queens, NY 
(40.749436300045, -73.797299799846)","REGO PARK","D1-ELEVATOR","98","1950","77904","790149","10.14","1880000","24.13","4.8"
"4-09715-0102","139 06 PERSHING CRESCENT
Queens, NY 
(40.749436300045, -73.797299799846)","4","11435","40.709921","-73.818258","8","24","22002","4207810","4097150102","Briarwood-Jamaica Hills                                                    ","BRIARWOOD","C6-WALK-UP","30","1940","24750","315000","12.73","981000","39.6","4-09265-0006","85 10 120 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","KEW GARDENS","D1-ELEVATOR","71","1961","61092","1000000","16.37","3380000","55","0.95","4-09914-0027","88 23 179 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","HOLLIS","C1-WALK-UP","14","1939","11930","177814","14.9","601000","50","1.8"
"4-03907-0960","83 55 WOODHAVEN BOULEVARD
Queens, NY 
(40.749436300045, -73.797299799846)","4","11421","40.700368","-73.854208","9","30","64101","4315205","4039070960","Woodhaven                                                                  ","GLENDALE","D4-ELEVATOR","390","1954","385000","4600000","11.95","12900000","33.5","4-04995-0001","34 15 PARSONS BOULEVARD
Queens, NY 
(40.749436300045, -73.797299799846)","FLUSHING-NORTH","D1-ELEVATOR","172","1956","191330","2287192","11.95","6430000","33.6","4.4","4-04995-0064","144 45 35 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","FLUSHING-NORTH","D1-ELEVATOR","120","1957","129650","1618729","12.49","4550000","35.1","4.4"
"4-02212-0014","69 10 108 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","4","11375","40.724684","-73.84537","6","29","739","4052235","4022120014","Forest Hills                                                               ","FOREST HILLS","D4-ELEVATOR","141","1953","185650","2840445","15.3","9600000","52","4-02138-0011","103 26 68 ROAD
Queens, NY 
(40.749436300045, -73.797299799846)","FOREST HILLS","D7-ELEVATOR","105","1942","97200","1757567","18.08","6570000","68","0.15","4-02210-0018","68 36
Queens, NY 
(40.749436300045, -73.797299799846)","FOREST HILLS","D7-ELEVATOR","118","1941","133323","2084878","15.64","7050000","53","0.1"
"4-01223-0038","38 05 65 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","4",,,,,,,,,,"WOODSIDE","C6-WALK-UP","44","1929","30880","421512","13.65","1310000","42.4","4-09120-0048","103 45 97 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","OZONE PARK","C1-WALK-UP","24","1931","15800","298000","18.86","1110000","70","5.3","4-08885-0001","85 31 WOODHAVEN BOULEVARD
Queens, NY 
(40.749436300045, -73.797299799846)","WOODHAVEN","C1-WALK-UP","12","1942","9078","113000","12.45","318000","35","4.25"
"4-01238-0006","39 65 52 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","4",,,,,,,,,,"WOODSIDE","D4-ELEVATOR","219","1961","207086","2588575","12.5","7270000","35.1","4-01263-0015","34 34 77 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","JACKSON HEIGHTS","D1-ELEVATOR","120","1951","104000","1602228","15.41","5420000","52","1.2","4-01263-0044","34 35 35 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","JACKSON HEIGHTS","D1-ELEVATOR","122","1949","124600","1648764","13.23","5130000","41.2","1.2"
"4-02113-0001","64 11 99 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","4",,,,,,,,,,"REGO PARK","D4-ELEVATOR","118","1952","131340","1838760","14","5720000","43.6","4-02138-0011","103 26 68 ROAD
Queens, NY 
(40.749436300045, -73.797299799846)","FOREST HILLS","D7-ELEVATOR","105","1942","97200","1757567","18.08","6570000","68","0.5","4-02138-0043","104 21 68 DRIVE
Queens, NY 
(40.749436300045, -73.797299799846)","FOREST HILLS","D1-ELEVATOR","104","1942","97200","1740846","17.91","6510000","67","0.5"
"4-08517-0002","74 02 263 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","4","11004","40.750877","-73.713519","13","23","155102","4457033","4085170002","Glen Oaks-Floral Park-New Hyde Park                                        ","GLEN OAKS","C6-WALK-UP","180","1948","139272","0","0","6670000","47.9","4-06793-0126","154 02 71 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","FLUSHING-SOUTH","C9-WALK-UP","180","1952","147558","1923050","13.03","5990000","40.6","5.4","4-06227-0338","211 01 42 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","BAYSIDE","C9-WALK-UP","54","1951","44928","613927","13.66","1910000","42.5","3.25"
