"bronx_cooperatives_comparable_properties_boro_block_lot","bronx_cooperatives_comparable_properties_address","borough","postcode","latitude","longitude","community_board","community_council","census_tract","bin","bbl","nta","bronx_cooperatives_comparable_properties_neighborhood","bronx_cooperatives_comparable_properties_building_classification","bronx_cooperatives_comparable_properties_total_units","bronx_cooperatives_comparable_properties_year_built","bronx_cooperatives_comparable_properties_gross_sqft","bronx_cooperatives_comparable_properties_estimated_gross_income","bronx_cooperatives_comparable_properties_gross_income_per_sqft","bronx_cooperatives_comparable_properties_estimated_expense","bronx_cooperatives_comparable_properties_expense_per_sqft","bronx_cooperatives_comparable_properties_net_operating_income","bronx_cooperatives_comparable_properties_full_market_value","bronx_cooperatives_comparable_properties_market_value_per_sqft","comparable_rental_1_boro_block_lot","comparable_rental_1_address","comparable_rental_1_neighborhood","comparable_rental_1_building_classification","comparable_rental_1_total_units","comparable_rental_1_year_built","comparable_rental_1_gross_sqft","comparable_rental_1_estimated_gross_income","comparable_rental_1_gross_income_per_sqft","comparable_rental_1_estimated_expense","comparable_rental_1_expense_per_sqft","comparable_rental_1_net_operating_income","comparable_rental_1_full_market_value","comparable_rental_1_market_value_per_sqft","comparable_rental_1_distance_from_coop_in_miles","comparable_rental_2_boro_block_lot","comparable_rental_2_address","comparable_rental_2_neighborhood","comparable_rental_2_building_classification","comparable_rental_2_total_units","comparable_rental_2_year_built","comparable_rental_2_gross_sqft","comparable_rental_2_estimated_gross_income","comparable_rental_2_gross_income_per_sqft","comparable_rental_2_estimated_expense","comparable_rental_2_expense_per_sqft","comparable_rental_2_net_operating_income","comparable_rental_2_full_market_value","comparable_rental_2_market_value_per_sqft","comparable_rental_2_distance_from_coop_in_miles","comparable_rental_3_boro_block_lot","comparable_rental_3_address","comparable_rental_3_neighborhood","comparable_rental_3_building_classification","comparable_rental_3_total_units","comparable_rental_3_year_built","comparable_rental_3_gross_sqft","comparable_rental_3_estimated_gross_income","comparable_rental_3_gross_income_per_sqft","comparable_rental_3_estimated_expense","comparable_rental_3_expense_per_sqft","comparable_rental_3_net_operating_income","comparable_rental_3_full_market_value","comparable_rental_3_market_value_per_sqft","comparable_rental_3_distance_from_coop_in_miles"
"2-03280-0013","2962 DECATUR AVENUE
Bronx, NY 
(40.86829433307, -73.883727818096)","2","10458","40.868371","-73.883629","7","11","415","2016434","2032800013","Bedford Park-Fordham North                                                 ",,,,,"43195","476009","11.02","239732","5.55","236277","1460000","33.8","2-03285-0015","2970 MARION AVENUE
Bronx, NY 
(40.869508033605, -73.883373826927)","BEDFORD PARK/NORWOOD","D1-ELEVATOR","36","1936","36185","433134","11.97","234117","6.47","199017","1133000","31.31","0.05","2-03285-0019","2976 MARION AVENUE
Bronx, NY 
(40.869575835091, -73.883264102385)","BEDFORD PARK/NORWOOD","D1-ELEVATOR","62","1950","67930","748512","11.02","376775","5.55","371737","2145000","31.58","0.05","2-03292-0014","2964 PERRY AVENUE","BEDFORD PARK/NORWOOD","D1-ELEVATOR","55","1928","54,835","570,064","10.4","311,255","5.68","258,809","1,610,000","29.36","0.11"
"2-05141-0120","2049 BARTOW AVENUE
Bronx, NY 
(40.869509649521, -73.829054961098)","2","10475","40.869472","-73.828582","10","12","46201","2097466","2051410100","Co-op City                                                                 ",,,,,"13540113","158825525","11.73","101914867","7.53","56910658","363902000","26.88","2-02882-0229","16 RICHMAN PLAZA
Bronx, NY 
(40.825576999979, -73.918448999722)","HIGHBRIDGE/MORRIS HEIGHTS","D6-ELEVATOR","8271","1973","1597950","20725412","12.97","11185650","7","9539762","60900000","38.11","5.1","3-04452-0020","1325 PENNSYLVANIA AVENUE
Bronx, NY 
(40.825576999979, -73.918448999722)","SPRING CREEK","D3-ELEVATOR","1164","1972","1485000","20584288","13.86","12168435","8.19","8415853","55466000","37.35","16.09",," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"2-02826-0011","1770 WALTON AVENUE
Bronx, NY 
(40.847569538062, -73.910185559477)","2","10453","40.847659","-73.910152","5","14","22701","2007880","2028260011","Mount Hope                                                                 ",,,,,"29600","328856","11.11","203352","6.87","125504","775000","26.18","2-02791-0044","1707 TOPPING AVENUE
Bronx, NY 
(40.844230629079, -73.905852752565)","MOUNT HOPE/MOUNT EDEN","C7-WALK-UP","33","1924","30653","344162","11.23","194058","6.33","150104","967000","31.55","0.3","2-02869-0034","45 TREMONT AVENUE
Bronx, NY 
(40.851401170486, -73.90846852967)","HIGHBRIDGE/MORRIS HEIGHTS","C7-WALK-UP","51","1926","56849","471744","8.3","277624","4.88","194120","1054000","18.54","0.33","2-02889-0018","1705 ANTHONY AVENUE","MOUNT HOPE/MOUNT EDEN","C7-WALK-UP","23","1913","19,620","217,896","11.11","134,703","6.87","83,193","513,000","26.15","0.37"
"2-05901-0001","3333 HENRY HUDSON PARKWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","2","10463","40.885555","-73.91375","8","11","30701","2085773","2059010001","North Riverdale-Fieldston-Riverdale                                        ",,,,,"718399","9080563","12.64","4418154","6.15","4662409","31208000","43.44","2-05796-0129","3660 OXFORD AVENUE
Bronx, NY 
(40.887600254178, -73.90868609313)","RIVERDALE","D3-ELEVATOR","77","1967","106934","1415876","13.24","765281","7.16","650595","4322000","40.42","0.35","2-05798-0077","545 236 STREET
Bronx, NY 
(40.886549999277, -73.908922599141)","RIVERDALE","D7-ELEVATOR","64","1939","90025","1137489","12.64","554033","6.15","583456","3531000","39.22","0.31","2-05793-0467","3555 OXFORD AVENUE","RIVERDALE","D1-ELEVATOR","57","1960","72,553","888,992","12.25","335,602","4.63","553,390","2,772,000","38.21","0.28"
"2-05953-0038","5700 ARLINGTON AVENUE
Bronx, NY 
(40.906488104898, -73.906727850299)","2","10471","40.906656","-73.906827","8","11","323","2086319","2059530038","North Riverdale-Fieldston-Riverdale                                        ",,,,,"404890","5826367","14.39","3097409","7.65","2728958","18892000","46.66","2-05920-0670","3801 HUDSON MANOR TERRACE
Bronx, NY 
(40.888545076654, -73.915673378076)","RIVERDALE","D1-ELEVATOR","135","1960","152400","2299515","15.09","810013","5.32","1489502","7095000","46.56","1.25","2-05907-0352","3800 INDEPENDENCE AVENUE
Bronx, NY 
(40.889028698943, -73.912978481492)","RIVERDALE","D1-ELEVATOR","72","1970","84925","1137030","13.39","497219","5.85","639811","3718000","43.78","1.3",," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"2-03213-0033","2471 GRAND AVENUE
Bronx, NY 
(40.825576999979, -73.918448999722)","2","10468","40.863481","-73.902773","7","14","263","2014634","2032130033","Kingsbridge Heights                                                        ",,,,,"43000","506103","11.77","264784","6.16","241319","1342000","31.21","2-03203-0038","2487 DAVIDSON AVENUE
Bronx, NY 
(40.863818748432, -73.901496787781)","KINGSBRIDGE HTS/UNIV HTS","D1-ELEVATOR","42","1931","36750","434839","11.83","240452","6.54","194387","1241000","33.77","0.07","2-03225-0027","2277 ANDREWS AVENUE
Bronx, NY 
(40.860571338125, -73.908177710192)","KINGSBRIDGE HTS/UNIV HTS","D1-ELEVATOR","49","1927","55026","630817","11.46","294936","5.36","335881","1639000","29.79","0.33",," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"2-05796-0107","525 236 STREET
Bronx, NY 
(40.886508399451, -73.907495187006)","2",,,,,,,,,,,,,,"68728","855664","12.45","370444","5.39","485220","3255000","47.36","2-05798-0077","545 236 STREET
Bronx, NY 
(40.886549999277, -73.908922599141)","RIVERDALE","D7-ELEVATOR","64","1939","90025","1137489","12.64","554033","6.15","583456","3531000","39.22","0.05","2-05793-0467","3555 OXFORD AVENUE
Bronx, NY 
(40.88632086694, -73.908793797665)","RIVERDALE","D1-ELEVATOR","57","1960","72553","888992","12.25","335602","4.63","553390","2772000","38.21","0.12",," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"2-05891-1601","6300 RIVERDALE AVENUE
Bronx, NY 
(40.912422945281, -73.902569228577)","2","10471","40.912869","-73.902473","8","11","337","2085753","2058911601","North Riverdale-Fieldston-Riverdale                                        ",,,,,"80000","982400","12.28","557600","6.97","424800","2694000","33.68","2-05950-0429","5530 NETHERLAND AVENUE
Bronx, NY 
(40.903119530613, -73.906169923979)","RIVERDALE","D1-ELEVATOR","270","1948","235467","3060447","13","1619950","6.88","1440497","9207000","39.1","0.7","2-05845-1799","5400 FIELDSTON ROAD
Bronx, NY 
(40.901548992376, -73.901753307327)","RIVERDALE","D1-ELEVATOR","127","1939","151500","1750318","11.55","784441","5.18","965877","4048000","26.72","0.69",," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"2-03131-0020","998 179 STREET
Bronx, NY 
(40.842179548527, -73.880188950171)","2",,,,,,,,,,,,,,"90900","1098981","12.09","602667","6.63","496314","3157000","34.73","2-03005-0007","1904 VYSE AVENUE
Bronx, NY 
(40.839847088574, -73.883658084797)","EAST TREMONT","D1-ELEVATOR","96","2005","98524","992829","10.08","502077","5.1","490752","3062000","31.08","0.15","2-03134-0020","990 BRONX PARK
Bronx, NY 
(40.844659679777, -73.878312290716)","EAST TREMONT","D1-ELEVATOR","53","1924","60000","809456","13.49","443322","7.39","366134","1870000","31.17","0.2",," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"2-03201-0003","2506 DAVIDSON AVENUE
Bronx, NY 
(40.864337623241, -73.901029548299)","2","10468","40.864537","-73.900899","7","14","265","2014362","2032010003","Kingsbridge Heights                                                        ",,,,,"37000","394790","10.67","241610","6.53","153180","950000","25.68","2-03203-0038","2487 DAVIDSON AVENUE
Bronx, NY 
(40.863818748432, -73.901496787781)","KINGSBRIDGE HTS/UNIV HTS","D1-ELEVATOR","42","1931","36750","434839","11.83","240452","6.54","194387","1241000","33.77","0.14","2-03202-0021","2640 DAVIDSON AVENUE
Bronx, NY 
(40.866769064536, -73.899187475224)","KINGSBRIDGE HTS/UNIV HTS","D1-ELEVATOR","27","1931","32976","316228","9.59","167545","5.08","148683","806000","24.44","0.14",," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"2-03284-0048","2866 MARION AVENUE
Bronx, NY 
(40.868199817809, -73.885426104741)","2","10458","40.868417","-73.885126","7","15","40702","2016564","2032840048","Bedford Park-Fordham North                                                 ",,,,,"71652","759511","10.6","371157","5.18","388354","2189000","30.55","2-03285-0019","2976 MARION AVENUE
Bronx, NY 
(40.869575835091, -73.883264102385)","BEDFORD PARK/NORWOOD","D1-ELEVATOR","62","1950","67930","748512","11.02","376775","5.55","371737","2145000","31.58","0.09","2-03290-0042","2805 POND PLACE
Bronx, NY 
(40.867408203785, -73.888313104591)","BEDFORD PARK/NORWOOD","D1-ELEVATOR","61","1954","66660","706596","10.6","409959","6.15","296637","1694000","25.41","0.2","2-03292-0014","2964 PERRY AVENUE","BEDFORD PARK/NORWOOD","D1-ELEVATOR","55","1928","54,835","570,064","10.4","311,255","5.68","258,809","1,610,000","29.36","0.12"
"2-05799-0032","3635 JOHNSON AVENUE
Bronx, NY 
(40.887731482178, -73.909460472942)","2","10463","40.887566","-73.909469","8","11","297","2084196","2057990032","Spuyten Duyvil-Kingsbridge                                                 ",,,,,"106684","1370889","12.85","660374","6.19","710515","3905000","36.6","2-05796-0129","3660 OXFORD AVENUE
Bronx, NY 
(40.887600254178, -73.90868609313)","RIVERDALE","D3-ELEVATOR","77","1967","106934","1415876","13.24","765281","7.16","650595","4322000","40.42","0.1","2-05798-0077","545 236 STREET
Bronx, NY 
(40.886549999277, -73.908922599141)","RIVERDALE","D7-ELEVATOR","64","1939","90025","1137489","12.64","554033","6.15","583456","3531000","39.22","0.06",," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"2-05723-0042","60 KNOLLS CRESCENT
Bronx, NY 
(40.878673153128, -73.918193455082)","2","10463","40.878891","-73.918231","8","11","29302","2091864","2057230042","Spuyten Duyvil-Kingsbridge                                                 ",,,,,"237800","3119936","13.12","1640820","6.9","1479116","9838000","41.37","2-05706-0001","3104 KINGSBRIDGE AVENUE
Bronx, NY 
(40.879923136888, -73.906426873525)","KINGSBRIDGE/JEROME PARK","C7-WALK-UP","70","1926","68605","959299","13.98","547670","7.98","411629","2709000","39.49","0.67","2-05703-0197","3045 GODWIN TERRACE
Bronx, NY 
(40.878720293559, -73.906325297435)","KINGSBRIDGE/JEROME PARK","D7-ELEVATOR","74","1940","68610","880115","12.83","368300","5.37","511815","3417000","49.8","0.61",," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"2-02717-0048","1049 FOX STREET
Bronx, NY 
(40.825028970409, -73.893927209844)","2","10459","40.825105","-73.893894","2","17","12701","2005682","2027170048","Hunts Point                                                                ",,,,,"42000","472500","11.25","295260","7.03","177240","1141000","27.17","2-02712-0040","901 FOX STREET
Bronx, NY 
(40.819848780353, -73.893948409709)","MORRISANIA/LONGWOOD","D1-ELEVATOR","25","1913","32994","371265","11.25","232028","7.03","139237","897000","27.19","0.36","2-02712-0023","940 TIFFANY STREET
Bronx, NY 
(40.820005865892, -73.89487849139)","MORRISANIA/LONGWOOD","D1-ELEVATOR","48","1910","51190","641379","12.53","394715","7.71","246664","1653000","32.29","0.36","2-02712-0028","931 FOX STREET","MORRISANIA/LONGWOOD","D7-ELEVATOR","43","1929","47,826","490,399","10.25","299,130","6.25","191,269","1,191,000","24.9","0.36"
"2-05919-0436","3777 INDEPENDENCE AVENUE
Bronx, NY 
(40.888990840119, -73.913056791538)","2","10463","40.8889","-73.913036","8","11","309","2085871","2059190436","North Riverdale-Fieldston-Riverdale                                        ",,,,,"255000","2937600","11.52","1259700","4.94","1677900","9537000","37.4","2-05795-0537","3555 NETHERLAND AVENUE
Bronx, NY 
(40.886372374526, -73.910726409353)","RIVERDALE","D1-ELEVATOR","55","1939","60792","714186","11.75","298924","4.92","415262","1969000","32.39","0.24","2-05732-0924","2700 HENRY HUDSON PARKWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","RIVERDALE","D1-ELEVATOR","78","1955","108955","1229714","11.29","539876","4.96","689838","3432000","31.5","0.52",," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"2-04845-0011","745 231 STREET
Bronx, NY 
(40.884537979225, -73.91834237219)","2",,,,,,,,,,,,,,"249258","2956200","11.86","1675279","6.72","1280921","8196000","32.88","2-04642-0033","3560 OLINVILLE AVENUE
Bronx, NY 
(40.879100316459, -73.867590368775)","WILLIAMSBRIDGE","D1-ELEVATOR","85","1931","79098","964640","12.2","603338","7.63","361302","1991000","25.17","1.06","2-04819-0042","3940 BRONX BOULEVARD
Bronx, NY 
(40.888107429682, -73.864656246847)","WILLIAMSBRIDGE","D1-ELEVATOR","92","1960","84340","987633","11.71","570944","6.77","416689","2486000","29.48","0.52","2-04642-0006","3520 OLINVILLE AVENUE","WILLIAMSBRIDGE","D1-ELEVATOR","87","1963","80,350","864,059","10.75","490,082","6.1","373,977","2,317,000","28.84","1.06"
"2-03326-0045","91 208 STREET
Bronx, NY 
(40.878456957937, -73.881613428952)","2",,,,,,,,,,,,,,"56000","599200","10.7","341600","6.1","257600","1597000","28.52","2-03089-0026","2350 CAMBRELENG AVENUE
Bronx, NY 
(40.85335417978, -73.885791514542)","BELMONT","C1-WALK-UP","65","1925","55780","596846","10.7","340258","6.1","256588","1591000","28.52","1.79","2-03196-0029","2234 DAVIDSON AVENUE
Bronx, NY 
(40.857837266065, -73.905355931737)","KINGSBRIDGE HTS/UNIV HTS","C1-WALK-UP","65","1923","51000","648384","12.71","255690","5.01","392694","2280000","44.71","1.91",," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"2-03081-0013","2121 BELMONT AVENUE
Bronx, NY 
(40.849227183528, -73.88943727684)","2","10457","40.849172","-73.889446","6","15","373","2012356","2030810013","East Tremont                                                               ",,,,,"17000","188020","11.06","115260","6.78","72760","449000","26.41","2-03099-0006","743 182 STREET
Bronx, NY 
(40.850058089353, -73.885969751409)","BELMONT","C1-WALK-UP","20","1913","19750","215772","10.93","135607","6.87","80165","496000","25.11","0.24","2-03119-0058","2150 CROTONA PARKWAY
Bronx, NY 
(40.847212004164, -73.882968233762)","EAST TREMONT","C1-WALK-UP","11","1914","9815","109850","11.19","65648","6.69","44202","285000","29.04","0.4",," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"2-03252-0117","3960 SEDGWICK AVENUE
Bronx, NY 
(40.882448630777, -73.890256831022)","2",,,,,,,,,,,,,,"186000","1660980","8.93","880319","4.73","780661","4305000","23.15","2-04320-0022","750 PELHAM PARKWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","PELHAM PARKWAY SOUTH","D1-ELEVATOR","139","1928","166042","1593868","9.6","1050352","6.33","543516","3224000","19.42","2.33","2-02386-0144","1011 WASHINGTON AVENUE
Bronx, NY 
(40.825576999979, -73.918448999722)","MORRISANIA/LONGWOOD","D1-ELEVATOR","136","2004","126284","1430437","11.33","758062","6","672375","4326000","34.26","4.05","2-03262-0077","114 WEST 238 STREET","KINGSBRIDGE/JEROME PARK","D1-ELEVATOR","139","1928","115,429","1,516,737","13.14","804,540","6.97","712,197","4,736,000","41.03","0.47"
"2-02721-0043","1015 LONGWOOD AVENUE
Bronx, NY 
(40.816708671888, -73.896825951163)","2","10459","40.816635","-73.896736","2","17","89","2005746","2027210043","Hunts Point                                                                ",,,,,"20580","266511","12.95","173152","8.41","93359","624000","30.32","2-04839-0017","765 225 STREET
Bronx, NY 
(40.887589939697, -73.859673337278)","WILLIAMSBRIDGE","C1-WALK-UP","23","1927","19081","247075","12.95","148526","7.78","98549","657000","34.43","5.22","2-02522-0124","1345 PLIMPTON AVENUE
Bronx, NY 
(40.84125909419, -73.923942663599)","HIGHBRIDGE/MORRIS HEIGHTS","C1-WALK-UP","23","1917","20800","209664","10.08","123760","5.95","85904","536000","25.77","2.25",," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"2-05779-0820","3840 GREYSTONE AVENUE
Bronx, NY 
(40.888520649836, -73.90484668984)","2","10463","40.888257","-73.904958","8","11","335","2084039","2057790820","North Riverdale-Fieldston-Riverdale                                        ",,,,,"186480","2593937","13.91","1016316","5.45","1577621","8305000","44.54","2-05796-0129","3660 OXFORD AVENUE
Bronx, NY 
(40.887600254178, -73.90868609313)","RIVERDALE","D3-ELEVATOR","77","1967","106934","1415876","13.24","765281","7.16","650595","4322000","40.42","0.19","2-05791-0388","511 235 STREET
Bronx, NY 
(40.885270655874, -73.907787840625)","RIVERDALE","D7-ELEVATOR","55","1936","64000","890050","13.91","348839","5.45","541211","3565000","55.7","0.21","2-05903-0283","3611 HENRY HUDSON PARKWAY","RIVERDALE","D3-ELEVATOR","123","1951","134,000","2,080,061","15.52","1,045,025","7.8","1,035,036","7,091,000","52.92","0.41"
"2-02474-0001","811 WALTON AVENUE
Bronx, NY 
(40.825435094622, -73.92526536183)","2","10451","40.825437","-73.925209","4","8","63","2002901","2024740001","West Concourse                                                             ",,,,,"150640","1231046","8.17","824818","5.48","406228","2392000","15.88","2-02473-0033","751 WALTON AVENUE
Bronx, NY 
(40.8241218243, -73.926014837157)","MELROSE/CONCOURSE","D7-ELEVATOR","107","1927","141508","1390039","9.82","903539","6.39","486500","2880000","20.35","0.13","2-02483-0023","815 GERARD AVENUE
Bronx, NY 
(40.825871641994, -73.925941475646)","MELROSE/CONCOURSE","D7-ELEVATOR","84","1928","96480","823965","8.54","481155","4.99","342810","2046000","21.21","0.05","2-02483-0015","825 GERARD AVENUE","MELROSE/CONCOURSE","D1-ELEVATOR","84","1929","96,923","916,928","9.46","623,553","6.43","293,375","1,742,000","17.97","0.05"
"2-05743-0002","2530 INDEPENDENCE AVENUE
Bronx, NY 
(40.880204018919, -73.921487230353)","2","10463","40.880351","-73.921025","8","11","29301","2083466","2057430002","Spuyten Duyvil-Kingsbridge                                                 ",,,,,"79296","991200","12.5","410753","5.18","580447","2937000","37.04","2-05746-0567","2675 HENRY HUDSON PARKWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","RIVERDALE","D1-ELEVATOR","78","1951","92782","1159771","12.5","480671","5.18","679100","3619000","39.01","0.18","2-05732-0924","2700 HENRY HUDSON PARKWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","RIVERDALE","D1-ELEVATOR","78","1955","108955","1229714","11.29","539876","4.96","689838","3432000","31.5","0.3","2-05787-0137","3220 NETHERLAND AVENUE","RIVERDALE","D1-ELEVATOR","85","1954","100,498","1,312,394","13.06","505,762","5.03","806,632","3,795,000","37.76","0.63"
"2-02810-0026","250 178 STREET
Bronx, NY 
(40.850245148692, -73.903860214205)","2",,,,,,,,,,,,,,"70000","817600","11.68","390600","5.58","427000","2732000","39.03","2-02820-0016","1546 SELWYN AVENUE
Bronx, NY 
(40.841065746342, -73.910331190296)","MOUNT HOPE/MOUNT EDEN","D1-ELEVATOR","69","1927","68886","797797","11.58","494299","7.18","303498","1945000","28.24","0.66","2-02804-0052","215 MT HOPE PLACE
Bronx, NY 
(40.848372393423, -73.905774105232)","MOUNT HOPE/MOUNT EDEN","D1-ELEVATOR","73","1937","78000","910708","11.68","434945","5.58","475763","2255000","28.91","0.1","2-02820-0027","1560 SELWYN AVENUE","MOUNT HOPE/MOUNT EDEN","D1-ELEVATOR","60","1926","61,806","743,526","12.03","401,739","6.5","341,787","2,176,000","35.21","0.66"
"2-04508-0010","2750 OLINVILLE AVENUE
Bronx, NY 
(40.866020278366, -73.868311851103)","2","10467","40.866005","-73.868336","11","15","336","2053536","2045080010","Bronxdale                                                                  ",,,,,"71256","763864","10.72","441787","6.2","322077","1749000","24.55","2-04508-0052","2830 OLINVILLE AVENUE
Bronx, NY 
(40.867024267812, -73.8682856311)","BRONXDALE","D1-ELEVATOR","49","1929","47985","463796","9.67","244883","5.1","218913","1166000","24.3","0.08","2-04512-0031","788 ARNOW AVENUE
Bronx, NY 
(40.867801744508, -73.863851425986)","BRONXDALE","D1-ELEVATOR","55","1929","46008","493284","10.72","285255","6.2","208029","1289000","28.02","0.21","2-04548-0001","769 ARNOW AVENUE","BRONXDALE","D1-ELEVATOR","49","1928","45,018","531,674","11.81","254,372","5.65","277,302","1,375,000","30.54","0.23"
