"business_name","address","industry_group","type","telephone","cross_streets","zip_code","borough","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"T-Mobile","469 Lexington Ave ","Pers. & Prof. Services","Elec. & Telecom.","212-867-0781","between 45th - 46th St","10017","MANHATTAN","40.753731","-73.97437","6","4","92","1036200","1013000050","Turtle Bay-East Midtown                                                    "
"Darren Jewelers","471 Lexington Ave ","AA&F","Acc., Jewelry & Watches","212-286-1882 ","between 45th - 46th St","10017","MANHATTAN","40.753786","-73.97433","6","4","92","1036200","1013000050","Turtle Bay-East Midtown                                                    "
"99c Fresh Pizza","473 Lexington Ave ","Food & Drink","Quick-Serve Eatery",,"between 45th - 46th St","10017","MANHATTAN","40.75384","-73.97429","6","4","92","1036200","1013000050","Turtle Bay-East Midtown                                                    "
"Grand Central Racquet","45th Street Passage","AA&F","Sporting Goods & Athletic Apparel","212-682-9324","Grand Central Terminal",,"MANHATTAN","40.752101","-73.977604","5","4","92",,"1012800001","Turtle Bay-East Midtown"
"NY Souvenir Perfume","475 Lexington Ave","Misc. Retail","Gifts/Souvenirs","212-681-0409","between 45th - 46th St","10017","MANHATTAN","40.753895","-73.974247","6","4","92","1036200","1013000050","Turtle Bay-East Midtown                                                    "
"Viennese Deli","475 Lexington Ave ","Food & Drink","Quick-Serve Eatery","212-986-7717 ","between 45th - 46th St","10017","MANHATTAN","40.753895","-73.974247","6","4","92","1036200","1013000050","Turtle Bay-East Midtown                                                    "
"Kinney Parking","477-499 Lexington Ave","Parking","Parking Lots & Garages","212-983-1150","(on 46th Street)","10017","MANHATTAN","40.754085","-73.974114","6","4","92","1036206","1013010023","Turtle Bay-East Midtown                                                    "
"At Vermilion","480 Lexington Ave ","Food & Drink","Restaurant",,"between 46th - 47th St","10167","MANHATTAN","40.754172","-73.974074","5","4","92","1036205","1013010001","Turtle Bay-East Midtown                                                    "
"Bolton's ","485 Lexington Ave ","AA&F","Unisex Apparel","646 864 0884","between 46th - 47th St","10017","MANHATTAN","40.754244","-73.973994","6","4","92","1036206","1013010023","Turtle Bay-East Midtown                                                    "
"Arcade America","485 Lexington Ave ","AA&F","Unisex Apparel","646-865-0882","between 46th - 47th St","10017","MANHATTAN","40.754244","-73.973994","6","4","92","1036206","1013010023","Turtle Bay-East Midtown                                                    "
"Pret-A-Manger","485 Lexington Ave ","Food & Drink","Quick-Serve Eatery","646-688-1052","between 46th - 47th St","10017","MANHATTAN","40.754244","-73.973994","6","4","92","1036206","1013010023","Turtle Bay-East Midtown                                                    "
"Duane Reade","485 Lexington Ave ","Pers. & Prof. Services","Pharmacy","212-682-5338","between 46th - 47th St","10017","MANHATTAN","40.754244","-73.973994","6","4","92","1036206","1013010023","Turtle Bay-East Midtown                                                    "
"Cohen's Fashion Optical ","500 Lexington Ave ","Pers. & Prof. Services","Optical/Eyewear","212-697-9299","between 47th - 48th St","10017","MANHATTAN","40.754719","-73.973677","5","4","92","1076268","1013027501","Turtle Bay-East Midtown                                                    "
"GNC","500 Lexington Ave ","Misc. Retail","Heatlh & Beauty","212-572-0910","between 47th - 48th St","10017","MANHATTAN","40.754719","-73.973677","5","4","92","1076268","1013027501","Turtle Bay-East Midtown                                                    "
"Beekman Liquors","500 Lexington Ave ","Misc. Retail","Wine & Liquor Store","212-759-5857","between 47th - 48th St","10017","MANHATTAN","40.754719","-73.973677","5","4","92","1076268","1013027501","Turtle Bay-East Midtown                                                    "
"Zoran's Hair Salon & Spa","500 Lexington Ave ","Pers. & Prof. Services","Hair Salon","212-715-0443","between 47th - 48th St","10017","MANHATTAN","40.754719","-73.973677","5","4","92","1076268","1013027501","Turtle Bay-East Midtown                                                    "
"Red Stone Pizzeria","500 Lexington Ave ","Food & Drink","Quick-Serve Eatery","212-319-7557","between 47th - 48th St","10017","MANHATTAN","40.754719","-73.973677","5","4","92","1076268","1013027501","Turtle Bay-East Midtown                                                    "
"Long Wood Gourmet","500 Lexington Ave ","Food & Drink","Quick-Serve Eatery","212-980-3644","between 47th - 48th St","10017","MANHATTAN","40.754719","-73.973677","5","4","92","1076268","1013027501","Turtle Bay-East Midtown                                                    "
"Starbucks","560 Lexington Ave ","Food & Drink","Quick-Serve Eatery","212-751-2937","between 50th - 51st St","10022","MANHATTAN","40.756651","-73.972264","5","4","100","1036451","1013050013","Turtle Bay-East Midtown                                                    "
"Godiva","560 Lexington Ave ","Food & Drink","Specialty Food Store","212-980-9810","between 50th - 51st St","10022","MANHATTAN","40.756651","-73.972264","5","4","100","1036451","1013050013","Turtle Bay-East Midtown                                                    "
"Barclay-Rex","570 Lexington Ave ","Misc. Retail","Tobacco Shop","212-888-1015","between 50th - 51st St","10022","MANHATTAN","40.756925","-73.972066","5","4","100","1036459","1013050060","Turtle Bay-East Midtown                                                    "
"Mr. K's","570 Lexington Ave ","Food & Drink","Restaurant","212-583-1668","between 50th - 51st St","10022","MANHATTAN","40.756925","-73.972066","5","4","100","1036459","1013050060","Turtle Bay-East Midtown                                                    "
"Le Relais de Venise (L'Entrecote)","590 Lexington Ave","Food & Drink","Restaurant",,"between 51st - 52nd St","10022","MANHATTAN","40.757562","-73.9716","5","4","100","1036460","1013060001","Turtle Bay-East Midtown                                                    "
"Au Bon Pain","600 Lexington Ave ","Food & Drink","Quick-Serve Eatery","212-370-9823","between 52nd - 53rd St","10022","MANHATTAN","40.757943","-73.971322","5","4","100","1036466","1013070014","Turtle Bay-East Midtown                                                    "
"Vacant","600 Lexington Ave ","Vacant","Vacant",,"between 52nd - 53rd St","10022","MANHATTAN","40.757943","-73.971322","5","4","100","1036466","1013070014","Turtle Bay-East Midtown                                                    "
"Development Project","610 Lexington Ave","Development Project","Development Project",,"between 52nd - 53rd St","10022","MANHATTAN","40.758185","-73.971145","5","4","100","1036471","1013070059","Turtle Bay-East Midtown                                                    "
"CVS","630 Lexington Ave","Pers. & Prof. Services","Pharmacy","917-369-8988","between 53rd - 54th St","10022","MANHATTAN","40.758813","-73.970683","5","4","100","1071457","1013087502","Turtle Bay-East Midtown                                                    "
"Starbucks","630 Lexington Ave","Food & Drink","Quick-Serve Eatery","212-521-8075","between 53rd - 54th St","10022","MANHATTAN","40.758813","-73.970683","5","4","100","1071457","1013087502","Turtle Bay-East Midtown                                                    "
"Pret A Manger","630 Lexington Ave","Food & Drink","Quick-Serve Eatery","646-497-0510","between 53rd - 54th St","10022","MANHATTAN","40.758813","-73.970683","5","4","100","1071457","1013087502","Turtle Bay-East Midtown                                                    "
"Hale & Hearty","630 Lexington Ave","Food & Drink","Quick-Serve Eatery","212-371-1330","between 53rd - 54th St","10022","MANHATTAN","40.758813","-73.970683","5","4","100","1071457","1013087502","Turtle Bay-East Midtown                                                    "
"goodburger","636 Lexington Ave","Food & Drink","Quick-Serve Eatery","212-838-6000","corner of 54th St","10022","MANHATTAN","40.759098","-73.970477","5","4","100","1071461","1013097502","Turtle Bay-East Midtown                                                    "
"Starbucks","90 Park Ave ","Food & Drink","Quick-Serve Eatery","212-661-5489","between 39th - 40th St","10016","MANHATTAN","40.750504","-73.978865","6","4","82","1017595","1008690034","Murray Hill-Kips Bay                                                       "
"In Build-out","42nd Street Passage","In Build-out","In Build-out",,"Grand Central Terminal",,"MANHATTAN","40.752101","-73.977604","5","4","92",,"1012800001","Turtle Bay-East Midtown"
"Citibank","90 Park Ave ","Financial Services","Full-Service Branch","212-681-4504","between 39th - 40th St","10016","MANHATTAN","40.750504","-73.978865","6","4","82","1017595","1008690034","Murray Hill-Kips Bay                                                       "
"Park Avenue Tavern","99 Park Ave ","Food & Drink","Restaurant","212-922-9244","between 39th - 40th St","10016","MANHATTAN","40.750745","-73.978666","6","4","80","1019460","1008950001","Murray Hill-Kips Bay                                                       "
"Metropolitan National Bank","99 Park Ave ","Financial Services","Full-Service Branch","212-659-0600","between 39th - 40th St","10016","MANHATTAN","40.750745","-73.978666","6","4","80","1019460","1008950001","Murray Hill-Kips Bay                                                       "
"ABC Imaging","99 Park Ave ","Pers. & Prof. Services","Printing/Shipping","212-490-3810","between 39th - 40th St","10016","MANHATTAN","40.750745","-73.978666","6","4","80","1019460","1008950001","Murray Hill-Kips Bay                                                       "
"Wachovia","99 Park Ave ","Financial Services","Full-Service Branch","917-332-3261","between 39th - 40th St","10016","MANHATTAN","40.750745","-73.978666","6","4","80","1019460","1008950001","Murray Hill-Kips Bay                                                       "
"Vacant","100 Park Ave","Vacant","Vacant",,"between 40th - 41st St","10017","MANHATTAN","40.751","-73.978504","5","4","82","1035319","1012750027","Murray Hill-Kips Bay                                                       "
"Vacant","100 Park Ave","Vacant","Vacant",,"between 40th - 41st St","10017","MANHATTAN","40.751","-73.978504","5","4","82","1035319","1012750027","Murray Hill-Kips Bay                                                       "
"Wilner Chemists ","100 Park Ave","Pers. & Prof. Services","Health & Beauty","212-682-2817","between 40th - 41st St","10017","MANHATTAN","40.751","-73.978504","5","4","82","1035319","1012750027","Murray Hill-Kips Bay                                                       "
"HSBC","101 Park Ave ","Financial Services","Full-Service Branch","212-949-4950","between 40th - 41st St","10017","MANHATTAN","40.750992","-73.978485","5","4","80","1036144","1012950001","Murray Hill-Kips Bay                                                       "
