"agency","dataset","dataset_description","update_frequency","original_plan_date","latest_plan_date","release_status","release_date","url1","u_id","agency_notes","from_the_2021_open_data_plan_"
"Department of Correction (DOC)","DOC at a Glance Report","Information pertaining to population, admissions, and discharges","Quarterly","2021-10-30T00:00:00.000","2021-10-30T00:00:00.000","Scheduled for release",,,,"DOC will provide these reports in dataset format on the aggregate-level.","Y"
"Department of Correction (DOC)","Uniform Staff Discipline Report","Public dataset where the disciplinary history of Correction Officers, Correction Captains, Assistant Deputy Wardens, and others can be accessed","As needed","2022-02-01T00:00:00.000","2022-02-01T00:00:00.000","Scheduled for release",,,,,"Y"
"Department of Correction (DOC)","Medical Non-Production Report","Information pertaining to medical non-production","Monthly","2021-10-31T00:00:00.000","2021-10-31T00:00:00.000","Scheduled for release",,,,"DOC will provide these reports in dataset format on the aggregate-level.","Y"
"Department of Correction (DOC)","730 Waitlist Report","Information on individuals deemed unfit to proceed in court","Quarterly","2021-11-14T00:00:00.000","2021-11-14T00:00:00.000","Scheduled for release",,,,"DOC will provide these reports in dataset format on the aggregate-level.","Y"
"Department of Correction (DOC)","Grievance Report","Information pertaining to grievances filed, types, and outcomes","Quarterly","2021-11-14T00:00:00.000","2021-11-14T00:00:00.000","Scheduled for release",,,,"DOC will provide these reports in dataset format on the aggregate-level.","Y"
"Department of Correction (DOC)","Population Demographics Report","Information pertaining to demographics","Quarterly","2021-11-14T00:00:00.000","2021-11-14T00:00:00.000","Scheduled for release",,,,"DOC will provide these reports in dataset format on the aggregate-level.","Y"
"Department of Correction (DOC)","Emergency Lock-In Report","Information pertaining to emergency lock-ins","Quarterly","2021-11-29T00:00:00.000","2021-11-29T00:00:00.000","Scheduled for release",,,,"DOC will provide these reports in dataset format on the aggregate-level.","Y"
"Department of Correction (DOC)","Special Consideration Unit Report","Information pertaining to applications for housing made by transgender, gender non-binary, and intersex individuals","Biannually","2022-01-01T00:00:00.000","2022-01-01T00:00:00.000","Scheduled for release",,,,"DOC will provide these reports in dataset format on the aggregate-level.","Y"
"Department of Correction (DOC)","Security Indicators Report","Information pertaining to use of force and violent incidents","Monthly","2021-10-20T00:00:00.000","2021-10-20T00:00:00.000","Released","2021-10-22T00:00:00.000","https://data.cityofnewyork.us/Public-Safety/LL33-Monthly-Report/2wuc-x56b","2wuc-x56b","DOC will provide these reports in dataset format on the aggregate-level.","Y"
"Department of Correction (DOC)","Civilianization Report","Information pertaining to civilian titles and salaries","Biannually","2022-01-15T00:00:00.000","2022-01-15T00:00:00.000","Scheduled for release",,,,"DOC will provide these reports in dataset format on the aggregate-level.","Y"
"Department of Correction (DOC)","Nursery Report","Information on children in Rikers Island nurseries","Annually","2022-01-30T00:00:00.000","2022-01-30T00:00:00.000","Scheduled for release",,,,"DOC will provide these reports in dataset format on the aggregate-level.","Y"
"Department of Correction (DOC)","Mentally Ill Incarcerated Individuals and Recidivism Report","Information pertaining to mentally ill individuals and recidivism","Annually","2022-03-31T00:00:00.000","2022-03-31T00:00:00.000","Scheduled for release",,,,"DOC will provide these reports in dataset format on the aggregate-level.","Y"
"Department of Education (DOE)","2017 School Food Report LL215","Reports meals served to students in school, including breakfast served before & after school day begins, lunch, afterschool snacks & after school suppers. ","As needed","2021-12-31T00:00:00.000","2021-12-31T00:00:00.000","Released","2022-03-02T00:00:00.000","https://data.cityofnewyork.us/Education/2017-School-Food-Report-LL215/h8ar-pcmr","h8ar-pcmr",,"Y"
"Department of Education (DOE)","2018-2019 Students, Applications, Admissions & Offers LL72","Report of student applications, admissions and offers.","As needed","2021-12-31T00:00:00.000","2021-12-31T00:00:00.000","Released","2022-03-02T00:00:00.000","https://data.cityofnewyork.us/Education/2018-2019-Students-Applications-Admissions-Offers-/evir-bydt","evir-bydt",,"Y"
"Department of Education (DOE)","2018-2019 Local Law 120 Public School Athletic League (PSAL)","Report on team cost by PSAL athletic program from schools citywide.","Annually","2021-12-31T00:00:00.000","2021-12-31T00:00:00.000","Released","2022-03-02T00:00:00.000","https://data.cityofnewyork.us/Education/2018-2019-Local-Law-120-Public-School-Athletic-Lea/24ts-hbqj","24ts-hbqj",,"Y"
"Department of Education (DOE)","2019-2020 Preschool Education LL21","Report of pre-school special education student initials, recommended IEP's, recommendations and placement data disaggregated by district, disability classification, ethnicity.","As needed","2021-12-31T00:00:00.000","2021-12-31T00:00:00.000","Released","2022-03-02T00:00:00.000","https://data.cityofnewyork.us/Education/2019-2020-Preschool-Education-Report-LL21/9k6z-7hxf","9k6z-7hxf",,"Y"
"Department of Education (DOE)","2019 School Food Report LL215","Reports meals served to students in school, including breakfast served before & after school day begins, lunch, afterschool snacks & after school suppers. ","As needed","2021-12-31T00:00:00.000","2021-12-31T00:00:00.000","Released","2022-03-03T00:00:00.000","https://data.cityofnewyork.us/Education/2019-School-Food-Report-LL215/biv6-d9zt","biv6-d9zt",,"Y"
"Department of Finance (DOF)","Abandonded Properties List","List of all properties in NYC coded as ""abandoned/vacant"" according to most recently updated agency data","Annually","2022-12-31T00:00:00.000","2022-12-31T00:00:00.000","Scheduled for release",,,,,"Y"
"Department of Finance (DOF)","Recorded Leaseholds","Recorded Leaseholds  as  reported on Real Property Transfer Tax (RPTT) filings  on ACRIS","Quarterly","2022-12-31T00:00:00.000","2022-12-31T00:00:00.000","Scheduled for release",,,,,"Y"
"Department of Finance (DOF)","Parking Garage Tax","Amount of parking garage tax paid by all NYC parking garage companies (e.g., ICON, ParkIt, ProPark, QuickPark, MPG, etc.) based on monthly filings. Amount is total collected, not broken down by company.","Annually","2021-12-31T00:00:00.000","2022-01-31T00:00:00.000","Removed from the plan",,,,"Parking garage tax data is part of sales tax data which is collected by the NYS Department of Taxation and Finance. Thus, this is not DOF data and cannot be shared on the OpenData portal.","Y"
"Department of Finance (DOF)","Complete Report of Accounts","Complete Report of Accounts","Monthly","2022-07-31T00:00:00.000","2022-07-31T00:00:00.000","Scheduled for release",,,,,"Y"
"Department of Finance (DOF)","Abandoned Properties","List of abandoned/vacant properties for all the boroughs.","Annually","2022-01-31T00:00:00.000","2022-01-31T00:00:00.000","Scheduled for release",,,,,"Y"
"Department of Finance (DOF)","Rent Freeze Program Report","The New York City Rent Freeze program is comprised of the Senior Citizen Rent Increase Exemption (SCRIE) and the Disability Rent Increase Exemption (DRIE). The program assists low income seniors and people with disabilities who reside in rent-regulated apartments or apartments subject to the Private Housing Finance Law. The SCRIE and DRIE benefits freeze recipients’ rent and protect them from future increases. As housing costs continue to rise citywide, the Rent Freeze program helps New Yorkers remain in their homes.","Biennially","2021-06-30T00:00:00.000","2021-10-31T00:00:00.000","Scheduled for release",,,,"There is a delay because the Rent Freeze data as it is formatted and posted to the DOF website does not align with the formatting required for the Open Data portal. New datasets that will have the same data as the DOF website are being developed in the format that is required by the portal and the development schedule could not be aligned with the original delivery date.","Y"
"Department of Health and Mental Hygiene (DOHMH)","Molecular Testing by ZIP Code (last 7 days)","Data shows the most recent 7-day average - percent of people given a molecular test who tested positive,by ZIP code. The borough comparison charts includedatabyZIP code from the past three months.","Daily","2022-12-31T00:00:00.000","2022-12-31T00:00:00.000","Scheduled for release",,,,,"Y"
"Department of Health and Mental Hygiene (DOHMH)","Complaint Data on unsafe construction practices in common areas","Complaint data on unsafe construction practices in common areas","Annually","2020-12-31T00:00:00.000","2022-12-31T00:00:00.000","Scheduled for release",,,,"At this time the Complaint Data on unsafe construction practices in common areas dataset release is being moved to 12/31/2022 due to transition of the system for the source data, completion of which is anticipated in Spring 2022, to a new system.”","Y"
"Department of Health and Mental Hygiene (DOHMH)","COVID-19 Vaccines","Number of vaccine dosesthat have been 1)Reserved by the federal government for NYC, 2)Delivered to NYC, and 3)Given to people in NYC","Daily","2022-12-31T00:00:00.000","2022-12-31T00:00:00.000","Scheduled for release",,,,,"Y"
"Department of Health and Mental Hygiene (DOHMH)","Cooling Towers Registrations","Inspection data for cooling towers","Annually","2020-12-31T00:00:00.000","2022-12-31T00:00:00.000","Scheduled for release",,,,"Existing dataset will remain as is. New dataset will be added to include Cooling Tower Inspection data. New dataset release date will be by 12/31/2022.","Y"
"Department of Health and Mental Hygiene (DOHMH)","MFV commissary  inspections","Inspection data for commissaries","Annually","2020-12-31T00:00:00.000","2022-12-31T00:00:00.000","Scheduled for release",,,,"The release of this dataset is delayed due to impact of COVID-19 activities on staff and available resources.","Y"
