"development","tds","building","borough","house","street","address","city","state","zip_code","bin","block","lot","borough_block_lot","census_tract_2010","neighborhood_tabulation_area","neighborhood_tabulation_area_1","community_district","city_council_district","state_assembly_district","state_senate_district","us_congressional_district","latitude","longitude"
"BROWNSVILLE","16","4","BROOKLYN","561","ROCKAWAY AVENUE","561 ROCKAWAY AVENUE","BROOKLYN","NY","11212","3326513","3544","1","3035440001","912","BK81","Brownsville","16","41","55","20","9","40.6662863475575","-73.9095591841023"
"BROWNSVILLE","16","4","BROOKLYN","557","ROCKAWAY AVENUE","557 ROCKAWAY AVENUE","BROOKLYN","NY","11212","3326513","3544","1","3035440001","912","BK81","Brownsville","16","41","55","20","9","40.6664428301033","-73.9094227622374"
"BROWNSVILLE","16","5","BROOKLYN","230","OSBORN STREET","230 OSBORN STREET","BROOKLYN","NY","11212","3326515","3544","1","3035440001","912","BK81","Brownsville","16","41","55","20","9","40.6666099231648","-73.9084280623142"
"BROWNSVILLE","16","5","BROOKLYN","224","OSBORN STREET","224 OSBORN STREET","BROOKLYN","NY","11212","3326515","3544","1","3035440001","912","BK81","Brownsville","16","41","55","20","9","40.6667504492654","-73.9083055064575"
"BROWNSVILLE","16","5","BROOKLYN","236","OSBORN STREET","236 OSBORN STREET","BROOKLYN","NY","11212","3326515","3544","1","3035440001","912","BK81","Brownsville","16","41","55","20","9","40.6665060392033","-73.9082309244449"
"BROWNSVILLE","16","6","BROOKLYN","275","BLAKE AVENUE","275 BLAKE AVENUE","BROOKLYN","NY","11212","3334334","3544","1","3035440001","912","BK81","Brownsville","16","41","55","20","9","40.6659462011981","-73.9093512960315"
"BROWNSVILLE","16","7","BROOKLYN","287","BLAKE AVENUE","287 BLAKE AVENUE","BROOKLYN","NY","11212","3326510","3544","1","3035440001","912","BK81","Brownsville","16","41","55","20","9","40.6659998990507","-73.9089499974985"
"BROWNSVILLE","16","7","BROOKLYN","289","BLAKE AVENUE","289 BLAKE AVENUE","BROOKLYN","NY","11212","3326510","3544","1","3035440001","912","BK81","Brownsville","16","41","55","20","9","40.666147570265","-73.9088193024227"
"BROWNSVILLE","16","7","BROOKLYN","291","BLAKE AVENUE","291 BLAKE AVENUE","BROOKLYN","NY","11212","3326510","3544","1","3035440001","912","BK81","Brownsville","16","41","55","20","9","40.6660455164444","-73.9086421040606"
"BROWNSVILLE","16","8","BROOKLYN","252","OSBORN STREET","252 OSBORN STREET","BROOKLYN","NY","11212","3326511","3544","1","3035440001","912","BK81","Brownsville","16","41","55","20","9","40.6661283134626","-73.9081512248745"
"BROWNSVILLE","16","9","BROOKLYN","500","MOTHER GASTON BOULEVARD","500 MOTHER GASTON BOULEVARD","BROOKLYN","NY","11212","3326508","3544","1","3035440001","912","BK81","Brownsville","16","41","55","20","9","40.6667086327794","-73.9065041109595"
"BROWNSVILLE","16","10","BROOKLYN","251","OSBORN STREET","251 OSBORN STREET","BROOKLYN","NY","11212","3344722","3544","1","3035440001","912","BK81","Brownsville","16","41","55","20","9","40.6661861456561","-73.9077080787268"
"BROWNSVILLE","16","11","BROOKLYN","333","BLAKE AVENUE","333 BLAKE AVENUE","BROOKLYN","NY","11212","3326512","3544","1","3035440001","912","BK81","Brownsville","16","41","55","20","9","40.6662405648844","-73.9072290653662"
"BROWNSVILLE","16","11","BROOKLYN","335","BLAKE AVENUE","335 BLAKE AVENUE","BROOKLYN","NY","11212","3326512","3544","1","3035440001","912","BK81","Brownsville","16","41","55","20","9","40.6663958777133","-73.9070983553627"
"BROWNSVILLE","16","11","BROOKLYN","337","BLAKE AVENUE","337 BLAKE AVENUE","BROOKLYN","NY","11212","3326512","3544","1","3035440001","912","BK81","Brownsville","16","41","55","20","9","40.6663040087691","-73.9069177991268"
"BROWNSVILLE","16","12","BROOKLYN","512","MOTHER GASTON BOULEVARD","512 MOTHER GASTON BOULEVARD","BROOKLYN","NY","11212","3326509","3544","1","3035440001","912","BK81","Brownsville","16","41","55","20","9","40.6663880197038","-73.9064337757531"
"BROWNSVILLE","16","13","BROOKLYN","290","BLAKE AVENUE","290 BLAKE AVENUE","BROOKLYN","NY","11212","3326526","3561","1","3035610001","912","BK81","Brownsville","16","41","55","20","9","40.6653536469311","-73.9085003741784"
"BROWNSVILLE","16","14","BROOKLYN","268","OSBORN STREET","268 OSBORN STREET","BROOKLYN","NY","11212","3326527","3561","1","3035610001","912","BK81","Brownsville","16","41","55","20","9","40.6656132722385","-73.9079980945907"
"BROWNSVILLE","16","15","BROOKLYN","625","ROCKAWAY AVENUE","625 ROCKAWAY AVENUE","BROOKLYN","NY","11212","3326530","3561","1","3035610001","912","BK81","Brownsville","16","41","55","20","9","40.6647246481803","-73.9091050328492"
"BROWNSVILLE","16","15","BROOKLYN","619","ROCKAWAY AVENUE","619 ROCKAWAY AVENUE","BROOKLYN","NY","11212","3326530","3561","1","3035610001","912","BK81","Brownsville","16","41","55","20","9","40.6648749548007","-73.9089713012993"
"BROWNSVILLE","16","16","BROOKLYN","294","OSBORN STREET","294 OSBORN STREET","BROOKLYN","NY","11212","3326525","3561","1","3035610001","912","BK81","Brownsville","16","41","55","20","9","40.6650858564597","-73.9080313541358"
"BROWNSVILLE","16","17","BROOKLYN","281","DUMONT AVENUE","281 DUMONT AVENUE","BROOKLYN","NY","11212","3326518","3561","1","3035610001","912","BK81","Brownsville","16","41","55","20","9","40.6644382739885","-73.9089694587333"
"BROWNSVILLE","16","18","BROOKLYN","293","DUMONT AVENUE","293 DUMONT AVENUE","BROOKLYN","NY","11212","3326519","3561","1","3035610001","912","BK81","Brownsville","16","41","55","20","9","40.6644862132354","-73.9085474236289"
"BROWNSVILLE","16","18","BROOKLYN","297","DUMONT AVENUE","297 DUMONT AVENUE","BROOKLYN","NY","11212","3326519","3561","1","3035610001","912","BK81","Brownsville","16","41","55","20","9","40.6646313382232","-73.9084200796703"
"BROWNSVILLE","16","18","BROOKLYN","301","DUMONT AVENUE","301 DUMONT AVENUE","BROOKLYN","NY","11212","3326519","3561","1","3035610001","912","BK81","Brownsville","16","41","55","20","9","40.6645445735903","-73.9082462116398"
"BROWNSVILLE","16","19","BROOKLYN","312","OSBORN STREET","312 OSBORN STREET","BROOKLYN","NY","11212","3326520","3561","1","3035610001","912","BK81","Brownsville","16","41","55","20","9","40.6646201353968","-73.9077489942254"
"BROWNSVILLE","16","20","BROOKLYN","267","OSBORN STREET","267 OSBORN STREET","BROOKLYN","NY","11212","3326528","3561","1","3035610001","912","BK81","Brownsville","16","41","55","20","9","40.6656769631191","-73.9075522295248"
"BROWNSVILLE","16","21","BROOKLYN","334","BLAKE AVENUE","334 BLAKE AVENUE","BROOKLYN","NY","11212","3326529","3561","1","3035610001","912","BK81","Brownsville","16","41","55","20","9","40.6657810399419","-73.9070723084929"
"BROWNSVILLE","16","21","BROOKLYN","336","BLAKE AVENUE","336 BLAKE AVENUE","BROOKLYN","NY","11212","3326529","3561","1","3035610001","912","BK81","Brownsville","16","41","55","20","9","40.6656681293645","-73.9068649073685"
"BROWNSVILLE","16","21","BROOKLYN","338","BLAKE AVENUE","338 BLAKE AVENUE","BROOKLYN","NY","11212","3326529","3561","1","3035610001","912","BK81","Brownsville","16","41","55","20","9","40.6658189789013","-73.906727620283"
"BROWNSVILLE","16","22","BROOKLYN","350","BLAKE AVENUE","350 BLAKE AVENUE","BROOKLYN","NY","11212","3325326","3561","1","3035610001","912","BK81","Brownsville","16","41","55","20","9","40.6658648707983","-73.9063073587095"
"BROWNSVILLE","16","23","BROOKLYN","295","OSBORN STREET","295 OSBORN STREET","BROOKLYN","NY","11212","3326531","3561","1","3035610001","912","BK81","Brownsville","16","41","55","20","9","40.6651944801685","-73.9072694585614"
"BROWNSVILLE","16","24","BROOKLYN","550","MOTHER GASTON BOULEVARD","550 MOTHER GASTON BOULEVARD","BROOKLYN","NY","11212","3326524","3561","1","3035610001","912","BK81","Brownsville","16","41","55","20","9","40.6653659130907","-73.9062360402148"
"BROWNSVILLE","16","24","BROOKLYN","544","MOTHER GASTON BOULEVARD","544 MOTHER GASTON BOULEVARD","BROOKLYN","NY","11212","3326524","3561","1","3035610001","912","BK81","Brownsville","16","41","55","20","9","40.6655050775751","-73.9061162748882"
"BROWNSVILLE","16","24","BROOKLYN","556","MOTHER GASTON BOULEVARD","556 MOTHER GASTON BOULEVARD","BROOKLYN","NY","11212","3326524","3561","1","3035610001","912","BK81","Brownsville","16","41","55","20","9","40.665261290429","-73.9060387780199"
"BROWNSVILLE","16","25","BROOKLYN","311","OSBORN STREET","311 OSBORN STREET","BROOKLYN","NY","11212","3326521","3561","1","3035610001","912","BK81","Brownsville","16","41","55","20","9","40.6646804180669","-73.907297922704"
"BROWNSVILLE","16","26","BROOKLYN","341","DUMONT AVENUE","341 DUMONT AVENUE","BROOKLYN","NY","11212","3326522","3561","1","3035610001","912","BK81","Brownsville","16","41","55","20","9","40.6647382527087","-73.9067818100422"
"BROWNSVILLE","16","26","BROOKLYN","345","DUMONT AVENUE","345 DUMONT AVENUE","BROOKLYN","NY","11212","3326522","3561","1","3035610001","912","BK81","Brownsville","16","41","55","20","9","40.6648889029646","-73.9066442979032"
"BROWNSVILLE","16","26","BROOKLYN","349","DUMONT AVENUE","349 DUMONT AVENUE","BROOKLYN","NY","11212","3326522","3561","1","3035610001","912","BK81","Brownsville","16","41","55","20","9","40.6648072253266","-73.9064637332623"
"BROWNSVILLE","16","27","BROOKLYN","363","DUMONT AVENUE","363 DUMONT AVENUE","BROOKLYN","NY","11212","3326523","3561","1","3035610001","912","BK81","Brownsville","16","41","55","20","9","40.6648620174615","-73.9060462846481"
"BRYANT AVENUE-EAST 174TH STREET","235","1","BRONX","1705","BRYANT AVENUE","1705 BRYANT AVENUE","BRONX","NY","10460","2092192","2997","30","2029970030","161","BX75","Crotona Park East","3","17","79","32","15","40.8358825940019","-73.8855636241279"
"BUSHWICK","86","1","BROOKLYN","811","FLUSHING AVENUE","811 FLUSHING AVENUE","BROOKLYN","NY","11206","3338432","3129","1","3031290001","489","BK78","Bushwick South","1","34","53","18","7","40.7016608168859","-73.9401134757455"
"BUSHWICK","86","2","BROOKLYN","24","HUMBOLDT STREET","24 HUMBOLDT STREET","BROOKLYN","NY","11206","3338433","3129","1","3031290001","489","BK78","Bushwick South","1","34","53","18","7","40.7024164676814","-73.9394962841749"
"BUSHWICK","86","3","BROOKLYN","849","FLUSHING AVENUE","849 FLUSHING AVENUE","BROOKLYN","NY","11206","3338439","3129","1","3031290001","489","BK78","Bushwick South","1","34","53","18","7","40.7018655841232","-73.9384049542186"
"BUSHWICK","86","4","BROOKLYN","869","FLUSHING AVENUE","869 FLUSHING AVENUE","BROOKLYN","NY","11206","3338438","3129","1","3031290001","489","BK78","Bushwick South","1","34","53","18","7","40.7023014025959","-73.9375649034291"
"BUSHWICK","86","5","BROOKLYN","390","BUSHWICK AVENUE","390 BUSHWICK AVENUE","BROOKLYN","NY","11206","3338437","3129","1","3031290001","489","BK78","Bushwick South","1","34","53","18","7","40.7031138242907","-73.9381713659789"
"BUSHWICK","86","6","BROOKLYN","370","BUSHWICK AVENUE","370 BUSHWICK AVENUE","BROOKLYN","NY","11206","3338436","3129","1","3031290001","489","BK78","Bushwick South","1","34","53","18","7","40.7034067210297","-73.9387318436453"
"BUSHWICK","86","7","BROOKLYN","140","MOORE STREET","140 MOORE STREET","BROOKLYN","NY","11206","3338435","3129","1","3031290001","489","BK78","Bushwick South","1","34","53","18","7","40.7035327273825","-73.9397098328251"
"BUSHWICK","86","8","BROOKLYN","130","MOORE STREET","130 MOORE STREET","BROOKLYN","NY","11206","3338434","3129","1","3031290001","489","BK78","Bushwick South","1","34","53","18","7","40.7034874373095","-73.9404124492249"
"BUTLER","113","1","BRONX","1330","WEBSTER AVENUE","1330 WEBSTER AVENUE","BRONX","NY","10456","2092074","2894","1","2028940001","14701","BX01","Claremont-Bathgate","3","16","79","33","15","40.8343413007325","-73.90801716048"
"BUTLER","113","2","BRONX","1348","WEBSTER AVENUE","1348 WEBSTER AVENUE","BRONX","NY","10456","2092073","2894","1","2028940001","14701","BX01","Claremont-Bathgate","3","16","79","33","15","40.8347169859574","-73.9069906457325"
"BUTLER","113","3","BRONX","1368","WEBSTER AVENUE","1368 WEBSTER AVENUE","BRONX","NY","10456","2092072","2894","1","2028940001","14701","BX01","Claremont-Bathgate","3","16","79","33","15","40.8356381806745","-73.9072731798756"
"BUTLER","113","4","BRONX","1408","WEBSTER AVENUE","1408 WEBSTER AVENUE","BRONX","NY","10456","2092078","2895","1","2028950001","14702","BX01","Claremont-Bathgate","3","16","79","33","15","40.8365213370307","-73.9067985432685"
"BUTLER","113","5","BRONX","1428","WEBSTER AVENUE","1428 WEBSTER AVENUE","BRONX","NY","10456","2092077","2895","1","2028950001","14702","BX01","Claremont-Bathgate","3","16","79","33","15","40.8370962486787","-73.9058341768282"
"BUTLER","113","6","BRONX","1458","WEBSTER AVENUE","1458 WEBSTER AVENUE","BRONX","NY","10456","2092076","2895","1","2028950001","14702","BX01","Claremont-Bathgate","3","16","79","33","15","40.8379023412616","-73.906001915597"
"CAMPOS PLAZA II","286","3","MANHATTAN","643","EAST 13TH STREET","643 EAST 13TH STREET","NEW YORK","NY","10009","1077503","396","10","1003960010","28","MN28","Lower East Side","3","2","74","27","12","40.7280288864461","-73.9766498718729"
"CAMPOS PLAZA II","286","3","MANHATTAN","641","EAST 13TH STREET","641 EAST 13TH STREET","NEW YORK","NY","10009","1077503","396","10","1003960010","28","MN28","Lower East Side","3","2","74","27","12","40.7282895484604","-73.9771428066601"
"CAMPOS PLAZA II","286","4","MANHATTAN","612","EAST 14TH STREET","612 EAST 14TH STREET","NEW YORK","NY","10009","1077502","396","10","1003960010","28","MN28","Lower East Side","3","2","74","27","12","40.7289919937086","-73.9774295910419"
"CAREY GARDENS","166","1","BROOKLYN","2946","WEST 23RD STREET","2946 WEST 23RD STREET","BROOKLYN","NY","11224","3321839","7056","14","3070560014","326","BK21","Seagate-Coney Island","13","47","46","23","8","40.5748940090556","-73.9903005909394"
"CAREY GARDENS","166","2","BROOKLYN","2945","WEST 23RD STREET","2945 WEST 23RD STREET","BROOKLYN","NY","11224","3189543","7057","12","3070570012","326","BK21","Seagate-Coney Island","13","47","46","23","8","40.5749962231937","-73.9894438674997"
"CAREY GARDENS","166","3","BROOKLYN","2832","WEST 23RD STREET","2832 WEST 23RD STREET","BROOKLYN","NY","11224","3188894","7015","15","3070150015","326","BK21","Seagate-Coney Island","13","47","46","23","8","40.5774222580208","-73.9907255276507"
"CARLETON MANOR","164","1","QUEENS","71-15","BEACH CHANNEL DRIVE","71-15 BEACH CHANNEL DRIVE","ARVERNE","NY","11692","4303321","16083","37","4160830037","954","QN12","Hammels-Arverne-Edgemere","14","31","31","10","5","40.5911076267643","-73.8001705309823"
"CARVER","58","1","MANHATTAN","65","EAST 99TH STREET","65 EAST 99TH STREET","NEW YORK","NY","10029","1082313","1605","24","1016050024","168","MN33","East Harlem South","11","8","68","30","13","40.7890278558549","-73.9515300286909"
"CARVER","58","2","MANHATTAN","55","EAST 99TH STREET","55 EAST 99TH STREET","NEW YORK","NY","10029","1082312","1605","24","1016050024","168","MN33","East Harlem South","11","8","68","30","13","40.7892777263743","-73.9521192308899"
"CARVER","58","3","MANHATTAN","1465","MADISON AVENUE","1465 MADISON AVENUE","NEW YORK","NY","10029","1082315","1605","24","1016050024","168","MN33","East Harlem South","11","8","68","30","13","40.7900427701377","-73.9517799449953"
"CARVER","58","4","MANHATTAN","1330","PARK AVENUE","1330 PARK AVENUE","NEW YORK","NY","10029","1079192","1605","24","1016050024","168","MN33","East Harlem South","11","8","68","30","13","40.7896592552265","-73.9508658477051"
"CARVER","58","5","MANHATTAN","60","EAST 102ND STREET","60 EAST 102ND STREET","NEW YORK","NY","10029","1082314","1605","24","1016050024","168","MN33","East Harlem South","11","8","68","30","13","40.7903610924958","-73.9505806085056"
"CARVER","58","6","MANHATTAN","50","EAST 102ND STREET","50 EAST 102ND STREET","NEW YORK","NY","10029","1079193","1605","24","1016050024","168","MN33","East Harlem South","11","8","68","30","13","40.790603953672","-73.9511567246354"
"CARVER","58","7","MANHATTAN","55","EAST 102ND STREET","55 EAST 102ND STREET","NEW YORK","NY","10029","1082659","1608","23","1016080023","168","MN33","East Harlem South","11","8","68","30","13","40.7910487004614","-73.9504445114837"
"CARVER","58","8","MANHATTAN","60","EAST 104TH STREET","60 EAST 104TH STREET","NEW YORK","NY","10029","1082661","1608","23","1016080023","168","MN33","East Harlem South","11","8","68","30","13","40.7916085250769","-73.9496458598907"
"CARVER","58","9","MANHATTAN","50","EAST 104TH STREET","50 EAST 104TH STREET","NEW YORK","NY","10029","1082660","1608","23","1016080023","168","MN33","East Harlem South","11","8","68","30","13","40.7918598971312","-73.9502389571243"
"CARVER","58","10","MANHATTAN","1545","MADISON AVENUE","1545 MADISON AVENUE","NEW YORK","NY","10029","1078838","1610","23","1016100023","168","MN33","East Harlem South","11","8","68","30","13","40.7925647205486","-73.9499767049242"
"CARVER","58","11","MANHATTAN","1410","PARK AVENUE","1410 PARK AVENUE","NEW YORK","NY","10029","1078839","1610","23","1016100023","168","MN33","East Harlem South","11","8","68","30","13","40.7921509239175","-73.9490260360108"
"CARVER","58","12","MANHATTAN","60","EAST 106TH STREET","60 EAST 106TH STREET","NEW YORK","NY","10029","1078841","1610","23","1016100023","168","MN33","East Harlem South","11","8","68","30","13","40.79290871307","-73.9487176424222"
"CARVER","58","13","MANHATTAN","50","EAST 106TH STREET","50 EAST 106TH STREET","NEW YORK","NY","10029","1078840","1610","23","1016100023","168","MN33","East Harlem South","11","8","68","30","13","40.7931398959566","-73.9492632793499"
"CASSIDY-LAFAYETTE","206","1","STATEN ISLAND","145","CASSIDY PLACE","145 CASSIDY PLACE","STATEN ISLAND","NY","10301","5001763","71","25","5000710025","81","SI22","West New Brighton-New Brighton-St. George","1","49","61","23","11","40.6423922002037","-74.0971153274025"
"CASSIDY-LAFAYETTE","206","2","STATEN ISLAND","135","CASSIDY PLACE","135 CASSIDY PLACE","STATEN ISLAND","NY","10301","5001762","71","11","5000710011","81","SI22","West New Brighton-New Brighton-St. George","1","49","61","23","11","40.6422703071106","-74.0967785687725"
"CASSIDY-LAFAYETTE","206","3","STATEN ISLAND","115","CASSIDY PLACE","115 CASSIDY PLACE","STATEN ISLAND","NY","10301","5001762","71","11","5000710011","81","SI22","West New Brighton-New Brighton-St. George","1","49","61","23","11","40.6423305342668","-74.0960368572069"
"CASSIDY-LAFAYETTE","206","4","STATEN ISLAND","105","CASSIDY PLACE","105 CASSIDY PLACE","STATEN ISLAND","NY","10301","5001761","71","1","5000710001","81","SI22","West New Brighton-New Brighton-St. George","1","49","61","23","11","40.6425421791979","-74.095745759319"
