"sr","request_date","site_street_address","borocode","community_board","block","lot","violation","permit","homeowner_contractor","attempt","violation_issue_date","assigned_date","inspection_date","pass_fail","reason_for_failure","car_needed_y_n","date_results_are_mailed","expedited","vdd","postcode","borough","latitude","longitude","council_district","census_tract","bin","bbl","nta"
"1-1-1150673020","2015-09-09T00:00:00.000","41-28 QUEENS BOULEVARD","4","2","192","30","72103","Q042015243A33","C","1","2015-06-25T00:00:00.000","2015-09-21T00:00:00.000","2015-09-24T00:00:00.000","Pass",,"false","2015-10-08T00:00:00.000","false","2015-10-08T00:00:00.000","11104","QUEENS","40.743654","-73.923013","26","18102","4002538","4001920030","Hunters Point-Sunnyside-West Maspeth"
"1-1-1150673062","2015-09-09T00:00:00.000","107-18 124 STREET","4","10","9603","10","72363","Q042015240A26","H","1","2015-07-21T00:00:00.000","2015-09-17T00:00:00.000","2015-10-07T00:00:00.000","Pass",,"false","2015-12-14T00:00:00.000","false","2015-12-14T00:00:00.000","11419","QUEENS","40.6852","-73.818874","28","164","4205714","4096030010","South Ozone Park"
"1-1-1150673068","2015-09-09T00:00:00.000","107-20 124 STREET","4","10","9603","11","72389","Q042015240A21","H","1","2015-07-21T00:00:00.000","2015-09-17T00:00:00.000","2015-10-07T00:00:00.000","Pass",,"false","2015-12-14T00:00:00.000","false","2015-12-14T00:00:00.000","11419","QUEENS","40.685197","-73.818874","28","164","4205715","4096030011","South Ozone Park"
"1-1-1150727934","2015-09-09T00:00:00.000","315 WASHINGTON AVENUE","3","2","1932","20","78526","B042015124A24","C","1","2014-11-25T00:00:00.000","2015-09-21T00:00:00.000","2015-10-01T00:00:00.000","Pass",,"false","2015-10-15T00:00:00.000","false","2015-10-15T00:00:00.000","11205","BROOKLYN","40.689295","-73.96604","35","197","3055355","3019320020","Clinton Hill"
"1-1-1150960733","2015-09-09T00:00:00.000","642 45 STREET","3","7","749","23","79570","B042015202A39","C","1","2015-06-05T00:00:00.000","2015-09-21T00:00:00.000","2015-09-23T00:00:00.000","Pass",,"false","2015-10-15T00:00:00.000","false","2015-10-15T00:00:00.000","11220","BROOKLYN","40.645971","-74.004216","38","96","3011664","3007490023","Sunset Park East"
"1-1-1150517375","2015-09-09T00:00:00.000","103 SANDFORD STREET","3","3","1737","56","79734","B042015231A25","C","1","2015-06-25T00:00:00.000","2015-09-21T00:00:00.000","2015-09-23T00:00:00.000","Pass",,"false","2015-10-15T00:00:00.000","false","2015-10-15T00:00:00.000","11205","BROOKLYN","40.695922","-73.953609","33","1237","3000000","3017370056","Bedford"
"1-1-1150517359","2015-09-09T00:00:00.000","101 SANDFORD STREET","3","3","1737","57","79735","B042015231A26","C","1","2015-06-25T00:00:00.000","2015-09-21T00:00:00.000","2015-09-23T00:00:00.000","Pass",,"false","2015-10-15T00:00:00.000","false","2015-10-15T00:00:00.000","11205","BROOKLYN","40.695972","-73.95362","33","1237","3000000","3017370057","Bedford"
"1-1-1150525206","2015-09-09T00:00:00.000","445 5 AVENUE","3","6","1011","5","79780","B042015225A15","C","1","2015-07-06T00:00:00.000","2015-09-21T00:00:00.000","2015-09-24T00:00:00.000","Pass",,"false","2015-10-15T00:00:00.000","false","2015-10-15T00:00:00.000","11215","BROOKLYN","40.669079","-73.98637","39","139","3000000","3010110005","Park Slope-Gowanus"
"1-1-1150787927","2015-09-09T00:00:00.000","4708 SNYDER AVENUE","3","17","4719","3","79967","B042015247A20","C","1","2015-08-05T00:00:00.000","2015-09-21T00:00:00.000","2015-10-09T00:00:00.000","Pass",,"false","2015-10-23T00:00:00.000","false","2015-10-23T00:00:00.000","11203","BROOKLYN","40.649934","-73.932913","45","860","3103623","3047190003","East Flatbush-Farragut"
"1-1-1150700571","2015-09-09T00:00:00.000","396 BLEECKER STREET","1","4","622","17","999999999","M042012207001","C","1","9999-09-09T00:00:00.000","2015-09-21T00:00:00.000","2015-10-16T00:00:00.000","Pass",,"false","2015-11-06T00:00:00.000","false",,"10014","MANHATTAN","40.735731","-74.00507","3","73","1011288","1006220017","West Village"
"111010885230","2014-09-09T00:00:00.000","72 KINGSBRIDGE AVENUE","5","2","1622","33","14356","S042014101006","C","1","2014-03-19T00:00:00.000","2014-06-20T00:00:00.000","2014-09-25T00:00:00.000","Pass",,"false","2014-10-06T00:00:00.000","false","2014-10-06T00:00:00.000","10314","STATEN IS","40.616974","-74.16532","50","29104","5031933","5016220033","New Springville-Bloomfield-Travis"
"1-1-1011070644","2014-09-09T00:00:00.000","2223 ELLIS AVENUE","2","9","3822","77","22407","X042014241A10","C","1","2010-08-31T00:00:00.000","2015-05-08T00:00:00.000","2014-09-27T00:00:00.000","Pass",,"false","2014-10-22T00:00:00.000","false","2014-10-20T00:00:00.000","10462","BRONX","40.832783","-73.850268","18","92","2026923","2038220077","Westchester-Unionport"
"111011056318","2014-09-09T00:00:00.000","225 EAST 30 STREET","1","6","911","16","23975","M042014248A08","C","1","2011-08-23T00:00:00.000","2014-09-19T00:00:00.000","2014-09-24T00:00:00.000","Pass",,"false","2014-10-06T00:00:00.000","false","2014-10-06T00:00:00.000","10016","MANHATTAN","40.742728","-73.978784","2","70","1019950","1009110016","Murray Hill-Kips Bay"
"111011151881","2014-09-09T00:00:00.000","885 3 AVENUE","1","6","1327","1","25422","M042014195A06","C","1","2014-04-30T00:00:00.000","2014-09-19T00:00:00.000","2014-09-24T00:00:00.000","Pass",,"false","2014-10-06T00:00:00.000","false","2014-10-06T00:00:00.000","10022","MANHATTAN","40.757989","-73.969174","4","98","1038549","1013270001","Turtle Bay-East Midtown"
"1-1-1011280046","2014-09-09T00:00:00.000","2504 BRONX PARK EAST","2","11","4427","7","28228","X042014233004","C","1","2014-06-30T00:00:00.000","2014-10-07T00:00:00.000","2014-10-07T00:00:00.000","Pass","REASSIGNED","false","2014-10-27T00:00:00.000","false","2014-10-24T00:00:00.000","10467","BRONX","40.863614","-73.870394","15","33202","2051270","2044270007","Bronxdale"
"111011245871","2014-09-09T00:00:00.000","781 EAST 40 STREET","3","17","5015","36","28412","B042003252015","H","1","1999-03-11T00:00:00.000","2014-09-19T00:00:00.000","2014-09-24T00:00:00.000","Pass",,"false","2014-11-24T00:00:00.000","false","2014-09-24T00:00:00.000","11210","BROOKLYN","40.636197","-73.938399","45","780","3114462","3050150036","East Flatbush-Farragut"
"111011244691","2014-09-09T00:00:00.000","646 EAST 93 STREET","3","17","4752","56","41309","B042003258020","H","1","2003-07-25T00:00:00.000","2014-09-19T00:00:00.000","2014-09-25T00:00:00.000","Fail – 4+ Family/Commercial","Broken, trip hazard","false","2014-11-10T00:00:00.000","false",,"11236","BROOKLYN","40.651825","-73.915115","42","930","3104977","3047520056","Rugby-Remsen Village"
"111011186603","2014-09-09T00:00:00.000","40-47 172 STREET","4","7","5352","4","41871","Q042006348002","C","1","2006-10-25T00:00:00.000","2014-09-19T00:00:00.000","2014-09-25T00:00:00.000","Pass",,"false","2014-10-06T00:00:00.000","false","2014-10-06T00:00:00.000","11358","QUEENS","40.759495","-73.794147","19","1175","4120698","4053520004","Murray Hill"
"111011042535","2014-09-09T00:00:00.000","92 EAST 56 STREET","3","17","4661","20","52776","B042007115005","C","1","2007-04-13T00:00:00.000","2014-09-19T00:00:00.000","2014-09-26T00:00:00.000","Pass",,"false","2014-11-12T00:00:00.000","false","2014-11-12T00:00:00.000","11203","BROOKLYN","40.654928","-73.92491","41","864","3101565","3046610020","Rugby-Remsen Village"
"111011211865","2014-09-09T00:00:00.000","725 EAST 52 STREET","3","17","4773","50","59238","B042010152021","C","1","2010-04-09T00:00:00.000","2014-09-19T00:00:00.000","2014-09-25T00:00:00.000","Pass",,"false","2014-11-12T00:00:00.000","false","2014-11-12T00:00:00.000","11203","BROOKLYN","40.642819","-73.927464","45","846","3105871","3047730050","Rugby-Remsen Village"
"Email","2014-09-09T00:00:00.000","115-57 198 STREET","4","12","11039","15","62352","Q042014182A27","H","2","2012-08-02T00:00:00.000","2014-09-12T00:00:00.000","2014-09-17T00:00:00.000","Pass",,"false","2014-10-03T00:00:00.000","false","2014-10-01T00:00:00.000","11412","QUEENS","40.696407","-73.755045","27","530","4237579","4110390015","St. Albans"
"111011235119","2014-09-09T00:00:00.000","700 EAST 95 STREET","3","17","8112","44","65607","B042012083022","H","2","2011-01-11T00:00:00.000","2014-09-19T00:00:00.000","2014-09-24T00:00:00.000","Pass",,"false","2014-11-24T00:00:00.000","false","2014-09-24T00:00:00.000","11236","BROOKLYN","40.65148","-73.912272","42","928","3228327","3081120044","Rugby-Remsen Village"
"111011202505","2014-09-09T00:00:00.000","867 SCHENECTADY AVENUE","3","17","4673","46","66501","B042011158030","C","1","2011-05-25T00:00:00.000","2014-09-19T00:00:00.000","2014-09-26T00:00:00.000","Pass",,"false","2014-11-12T00:00:00.000","false","2014-11-12T00:00:00.000","11203","BROOKLYN","40.652054","-73.933332","41","870","3102022","3046730046","East Flatbush-Farragut"
"111011032501","2014-09-09T00:00:00.000","42-07 ELBERTSON STREET","4","4","1566","1","67895","Q042014218A28","C","1","2014-03-26T00:00:00.000","2014-09-19T00:00:00.000","2014-10-16T00:00:00.000","Pass",,"false","2014-10-27T00:00:00.000","false","2014-10-24T00:00:00.000","11373","QUEENS","40.745898","-73.874961","25","467","4039151","4015660001","Elmhurst"
"111011167541","2014-09-09T00:00:00.000","42-25 21 STREET","4","2","427","27","68920","Q042014098A00","C","1","2014-06-03T00:00:00.000","2014-09-19T00:00:00.000","2014-10-02T00:00:00.000","Pass",,"false","2014-10-15T00:00:00.000","false","2014-10-10T00:00:00.000","11101","QUEENS","40.751544","-73.944761","26","19","4005075","4004270027","Hunters Point-Sunnyside-West Maspeth"
"111010946536","2014-09-09T00:00:00.000","85 REMSEN AVENUE","3","17","4593","75","74880","B042013199026","C","1","2013-04-13T00:00:00.000","2014-10-24T00:00:00.000","2014-11-12T00:00:00.000","Pass",,"false","2014-12-01T00:00:00.000","false","2014-11-26T00:00:00.000","11212","BROOKLYN","40.661749","-73.929927","41","880","3099301","3045930075","Prospect Lefferts Gardens-Wingate"
"111011237739","2014-09-09T00:00:00.000","1769 70 STREET","3","11","6160","54","76906","B042014161015","C","1","2014-05-02T00:00:00.000","2014-09-19T00:00:00.000","2014-10-04T00:00:00.000","Pass",,"false","2015-01-08T00:00:00.000","false","2015-01-07T00:00:00.000","11204","BROOKLYN","40.616783","-73.993927","43","260","3156706","3061600054","Bensonhurst West"
"111011032465","2014-09-09T00:00:00.000","415 EAST 11 STREET","3","14","5154","47","77352","B042014245A16","C","1","2014-06-05T00:00:00.000","2014-09-19T00:00:00.000","2014-09-26T00:00:00.000","Pass",,"false","2014-11-24T00:00:00.000","false","2014-09-26T00:00:00.000","11218","BROOKLYN","40.638446","-73.96768","40","526","3118631","3051540047","Flatbush"
"111011224465","2014-09-09T00:00:00.000","440 FENIMORE STREET","3","9","4814","40","77878","B042014247A28","C","1","2014-08-04T00:00:00.000","2014-09-19T00:00:00.000","2014-09-30T00:00:00.000","Pass",,"false","2015-01-08T00:00:00.000","false","2015-01-07T00:00:00.000","11225","BROOKLYN","40.658822","-73.94824","40","804","3107281","3048140040","Prospect Lefferts Gardens-Wingate"
"111011056164","2014-09-09T00:00:00.000","190 ALLEN STREET","1","3","417","7501","999999999","M042014171A25","C","1","9999-09-09T00:00:00.000","2014-09-19T00:00:00.000","2014-09-24T00:00:00.000","Pass",,"false","2014-10-06T00:00:00.000","false",,"10002","MANHATTAN","40.722248","-73.988899","1","3001","1087667","1004177501","Chinatown"
"311-03888888","2020-09-08T00:00:00.000","43 W. 23RD ST.","1","5","825","17","19560","M042013311017","C","1","1999-10-20T00:00:00.000","2020-09-17T00:00:00.000","2020-09-18T00:00:00.000","Pass",,"false","2020-09-24T00:00:00.000","true",,"10010","MANHATTAN","40.74217","-73.991021","3","58","1015579","1008250017","Hudson Yards-Chelsea-Flatiron-Union Square"
"311-03888787","2020-09-08T00:00:00.000","192 7TH AVE. S.","1","2","613","53","25233","M042019269A21","C","1","2013-11-07T00:00:00.000","2020-09-24T00:00:00.000","2020-09-28T00:00:00.000","Pass",,"false","2020-12-04T00:00:00.000","false",,"10014","MANHATTAN","40.736318","-74.001252","3","71","1010937","1006130053","West Village"
"EMAIL","2020-09-08T00:00:00.000","3237 GIEGERICH PL.","2","10","5526","135","31728","X042020252A00","H","2","2017-03-02T00:00:00.000","2020-09-11T00:00:00.000","2020-09-11T00:00:00.000","Pass",,"false","2020-09-24T00:00:00.000","true",,"10465","BRONX","40.815335","-73.801178","13","118","2079194","2055260135","Schuylerville-Throgs Neck-Edgewater Park"
"phone call","2020-09-08T00:00:00.000","94-19 PLATTWOOD AVE.","4","10","11487","48","40973","Q042020212A28","H","3","2005-09-15T00:00:00.000","2020-09-10T00:00:00.000","2020-09-04T00:00:00.000","Pass",,"false","2020-09-14T00:00:00.000","true",,"11417","QUEENS","40.676199","-73.842808","32","86","4247912","4114870048","Ozone Park"
"311-03885501","2020-09-08T00:00:00.000","107-02 86TH AVE.","4","9","9203","1","43521","Q042007298016","C","1","2007-06-25T00:00:00.000","2020-09-24T00:00:00.000","2020-09-25T00:00:00.000","Fail – No tree defects","1,6A,6B,6C","false","2020-10-07T00:00:00.000","true",,"11418","QUEENS","40.697713","-73.841358","32","128","4192106","4092030001","Richmond Hill"
"311-03886957","2020-09-08T00:00:00.000","58-38 47TH ST.","4","5","2601","40","65600","Q042020203A20","C","1","2013-07-10T00:00:00.000","2020-11-04T00:00:00.000","2020-11-06T00:00:00.000","Fail – No tree defects","1,3,6B,6C","false","2020-11-16T00:00:00.000","false",,"11378","QUEENS","40.719104","-73.922666","30","219","4000000","4026010040","Hunters Point-Sunnyside-West Maspeth"
"311-03887022","2020-09-08T00:00:00.000","278 LAFAYETTE AVE.","3","2","1946","26","77951","B042020248A53","C","1","2014-08-20T00:00:00.000","2020-09-23T00:00:00.000","2020-09-23T00:00:00.000","Pass",,"false","2020-10-22T00:00:00.000","false",,"11238","BROOKLYN","40.688293","-73.965027","35","197","3055519","3019460026","Clinton Hill"
"311-03889750","2020-09-08T00:00:00.000","114-24 197TH ST.","4","12","11013","18","80392","Q042020252A06","H","2","2017-05-09T00:00:00.000","2020-09-23T00:00:00.000","2020-09-23T00:00:00.000","Fail – No tree defects","6C","false","2020-10-07T00:00:00.000","false",,"11412","QUEENS","40.698656","-73.75707","27","522","4236445","4110130018","St. Albans"
"email","2020-09-08T00:00:00.000","17 WOLCOTT ST.","3","6","577","24","96585","B042019196A14","H","2","2019-03-18T00:00:00.000","2020-09-14T00:00:00.000","2020-09-16T00:00:00.000","Pass",,"false",,"false",,"11231","BROOKLYN","40.675664","-74.010469","38","53","3008649","3005770024","Carroll Gardens-Columbia Street-Red Hook"
"311-03892283","2020-09-08T00:00:00.000","470 80TH ST.","3","10","5989","36","999999999","B042020245A20","C","1","9999-09-09T00:00:00.000","2020-09-23T00:00:00.000","2020-09-23T00:00:00.000","Fail – No tree defects","EXP.JNT.","true","2020-10-22T00:00:00.000","false",,"11209","BROOKLYN","40.626266","-74.025005","43","138","3151321","3059890036","Bay Ridge"
"311-03886646","2020-09-08T00:00:00.000","2044 WESTCHESTER AVE.","2","9","3805","7502","999999999","X042019204A01","C","1","9999-09-09T00:00:00.000","2020-09-28T00:00:00.000","2020-09-28T00:00:00.000","Pass",,"false",,"false",,"10462","BRONX","40.833705","-73.856301","18","92","2000000","2038050124","Westchester-Unionport"
"311-03888610","2020-09-08T00:00:00.000","2207 WILSON AVE.","2","11","4377","29","999999999","X042016141B05","C","1","9999-09-09T00:00:00.000","2020-09-26T00:00:00.000","2020-09-26T00:00:00.000","Pass",,"false","2020-10-01T00:00:00.000","false",,"10469","BRONX","40.858931","-73.849313","13","316","2050490","2043770029","Allerton-Pelham Gardens"
"311-03887063","2020-09-08T00:00:00.000","200-05 HORACE HARDING EXPY.","4","11","7451","32","999999999","Q042020201A01","C","1","9999-09-09T00:00:00.000","2020-10-14T00:00:00.000","2020-10-15T00:00:00.000","Fail – 4+ Family/Commercial","1,3,4,5,6A,6B,6C","false",,"false",,"11364","QUEENS","40.74396","-73.775469","20","140901","4160380","4074510032","Bayside-Bayside Hills"
"1-1-1615089117","2018-09-08T00:00:00.000","364 CASTLETON AVENUE","5","1","126","52","18522","S042018249A10","C","1","2018-03-26T00:00:00.000","2018-09-19T00:00:00.000","2018-09-21T00:00:00.000","Pass",,"false","2018-10-04T00:00:00.000","false",,"10301","STATEN IS","40.633296","-74.094225","49","75","5003034","5001260052","New Brighton-Silver Lake"
"1-1-1614828857","2018-09-08T00:00:00.000","19 WINHAM AVENUE","5","2","4041","7","18722","S042018248A01","C","1","2018-05-22T00:00:00.000","2018-09-21T00:00:00.000","2018-10-10T00:00:00.000","Pass",,"false","2018-11-08T00:00:00.000","false",,"10306","STATEN IS","40.566523","-74.103619","50","12804","5055913","5040410007","New Dorp-Midland Beach"
"1-1-1614742949","2018-09-08T00:00:00.000","1845 TENBROECK AVENUE","2","11","4202","10","30391","X042018226A08","C","1","2016-03-04T00:00:00.000","2018-10-01T00:00:00.000","2018-10-02T00:00:00.000","Pass",,"false","2018-10-11T00:00:00.000","false",,"10461","BRONX","40.852701","-73.849891","13","288","2046763","2042020010","Pelham Parkway"
"1-1-1615133181","2018-09-08T00:00:00.000","47-42  244 STREET","4","11","8185","73","66321","Q04-2018248-A30","H","1","2013-09-27T00:00:00.000","2018-10-04T00:00:00.000","2018-10-16T00:00:00.000","Pass",,"false","2018-11-08T00:00:00.000","false",,"11362","QUEENS","40.762637","-73.740723","19","150701","4170158","4081850073","Douglas Manor-Douglaston-Little Neck"
"1-1-1615055038","2018-09-08T00:00:00.000","31-43   86 STREET","4","3","1398","36","80807","Q042017346A10","C","1","2017-06-14T00:00:00.000","2018-09-27T00:00:00.000","2018-10-03T00:00:00.000","Pass",,"false","2018-10-22T00:00:00.000","false",,"11369","QUEENS","40.758927","-73.882181","25","337","4033900","4013980036","Jackson Heights"
"1-1-1614992122","2018-09-08T00:00:00.000","30-86   37 STREET","4","1","651","82","85109","Q042018249A19","C","2","2017-11-30T00:00:00.000","2018-09-28T00:00:00.000","2018-10-02T00:00:00.000","Pass",,"false","2018-10-22T00:00:00.000","false",,"11103","QUEENS","40.762683","-73.918201","22","63","4010049","4006510082","Astoria"
"1-1-1615005056","2018-09-08T00:00:00.000","30-18   49 STREET","4","1","739","53","87408","Q042018248A17","C","1","2018-06-18T00:00:00.000","2018-09-28T00:00:00.000","2018-10-02T00:00:00.000","Pass",,"false","2018-10-25T00:00:00.000","false",,"11103","QUEENS","40.759862","-73.908339","22","151","4013695","4007390053","Astoria"
"1-1-1614807767","2018-09-08T00:00:00.000","2317 WEST STREET","3","15","7176","71","92086","B042018239A10","C","1","2018-01-18T00:00:00.000","2018-11-19T00:00:00.000","2018-11-19T00:00:00.000","Pass",,"false","2018-11-20T00:00:00.000","true","2018-11-20T00:00:00.000","11223","BROOKLYN","40.592104","-73.970511","47","388","3194601","3071760071","Homecrest"
"1-1-1614906925","2018-09-08T00:00:00.000","1582 WEST    4 STREET","3","11","6602","42","94015","B042018239A21","C","1","2018-07-23T00:00:00.000","2018-10-01T00:00:00.000","2018-10-04T00:00:00.000","Pass",,"false",,"false",,"11204","BROOKLYN","40.608991","-73.977919","44","434","3174484","3066020042","Bensonhurst East"
