"biblioid","borough","author","date","title","report_abstract"
"76","X","Historical Perspectives, Inc.","1998","Cultural Resource Assessment, Proposed Croton Water Treatment Plant, Van Cortlandt Park, Shandler Recreation Area, Bronx, New York.  98DEP027","Project on the Shandler Recreation Area in the Bronx's Van Cortlandt Park.  The report outlines the history of Van Cortlandt Park from prehistory to the present. The Park was once home to the Native American Village of Keskeskick and the researchers recommend that archaeological testing be conducted to see if any prehistoric material within the project area survived the construction of the Recreation Area's ball fields and trails."
"77","X","Historical Perspectives, Inc.","2001","Phase IA Archaeological Assessment, P.S. 189-X, Steenwick Ave. Reeds Mill Lane, Bronx, New York.  NYC School Construction Authority.","Project at the proposed site of P.S.189 bounded by Steenwick Ave and Reeds Mill Lane. Report examining the history of the Co-op City area of the Bronx and of the site in order to assess the latter's potential to yield historically significant deposits. Archaeological testing is recommended to identify the possible prehistoric and historic material that may be preserved at the site including remnants of the 19th century Odell Farmstead or the Native American trail that ran adjacent to the project area."
"78","X","Historical Perspectives, Inc.","2002","Stage IB Field Survey.  P.S. / M.S. 189-X, Bronx, New York.  NYC School Construction Authority.","Project at the proposed site of P.S.189 bounded by Steenwick Ave and Reeds Mill Lane. Report examining the history of the Co-op City area of the Bronx and of the site in order to assess the latter's potential to yield historically significant deposits. Archaeological testing is recommended to identify the possible prehistoric and historic material that may be preserved at the site including remnants of the 19th century Odell Farmstead or the Native American trail that ran adjacent to the project area."
"80","X","Kittatinny Archaeological Research, Inc.","1993","Phase IA Cultural Resource Investigations of The St. Raymond's Cemetery Expansion Area, Bronx County, New York.  For: St. Raymond Cemetery.  CEQR 92-612X  (January & July 1993)   [Multiple authors]","Project at St. Raymond's Cemetery between St. Raymond's Church and the Hutchinson River Expressway in the Bronx. Report assess the project area's archaeological potential based on a short history of the Bronx and the St. Raymond's Cemetery site. Archaeological testing is recommended to check for prehistoric and historic deposits, especially those associated with the 18th century Ferris family farmstead."
"81","X","Kittatinny Archaeological Research, Inc.","1993","Phase IB Cultural Resource Investigations of The St. Raymond's Cemetery Expansion Area, Bronx County, New York.  For: St. Raymond’s Cemetery.  CEQR 92-612X   [Multiple authors]","Report on archaeological excavations conducted on St. Raymond's Cemetery in the Bronx. Previous research suggested that the project area had the potential to yield deposits associated with the 18th century Ferris Estate and prehistoric groups. While there was no remaining evidence of the Ferris Estate within the project area, a relatively undisturbed deposit of prehistoric tools was uncovered. No further archaeological testing is recommended though as the planned construction would not affect the deposit."
"82","X","LaPorta Associates","1993","Chapel Farm Estate, Riverdale, Bronx County, New York, Field Investigation And Geological Reconnaissance.  For: Robert Kahn.  SEQR 89-PR111, CEQR 85-325x","Project on the Chapel Farm Estate in Riverdale, Bronx. Report investigates the potential prehistoric quartz quarry and tool production site on the Estate grounds. Included in the report are a detailed comparison of the Chapel Farm site to other prehistoric quarry sites in New England and an in-depth exploration of the geology of the project area. Further archaeological testing is recommended for the site's potential to elucidate previously under explored aspects of prehistoric life and tool production."
"83","X","Louis Berger & Associates, Inc.","1985","Archaeological Testing Of The Proposed Egress Stair And Dry Well Excavation, Van Cortlandt Park, Bronx, New York.  Project No. 1016","Report on excavations at the Van Cortlandt Mansion in Van Cortlandt Park, Bronx. The project area, located immediately southwest of the mansion, yielded a few historic period artifacts but the deposits were heavily disturbed and could not provide any insight into the history of the mansion. No further archaeological testing was recommended."
"84","X","Louis Berger & Associates, Inc.","1987","Phase I Archaeological Investigation Of Proposed Sewage/Plumbing Lines And Seepage Basin At Van Cortlandt Mansion, Broadway And 242nd Street.  Van Cortlandt Park, Bronx, New York.  For: McCullagh Mechanical Co., Inc.","Project on the Van Cortlandt Mansion in Van Cortlandt Park, Bronx. Excavations of the east yard and the garden area to the west of the mansion revealed a number of historic period artifacts. While the dating of the artifacts did correlate with the earliest occupation of the mansion, the deposits of objects was too disturbed to provide any further information about the history of the site. No further archaeological testing recommended."
"85","X","Louis Berger & Associates, Inc.","1988","Cultural Resource Assessment: Proposed Juvenile Detention Center [0 Spofford Ave], and 40th Precinct Station House, The Bronx, New York.  CEQR 88-012X","Report exploring the archaeological assessment of two sites. The first site is located in the East New York neighborhood of Brooklyn between Chester Street, East New York Avenue, Pitkin Avenue, and Bristol Street. The second site is located in the Bronx between Westchester Avenue, St. Ann's Avenue, E. 149th street, and Brook Avenue. Included in the report are overviews of the history of both sites, historical maps, and street-view photographs. Based on these sources, it is unlikely that archaeological deposits would be preserved in the project area and no further archaeological testing is recommended."
"87","X","Louis Berger & Associates, Inc.","1989","Secondary Cultural Resource Study, Proposed Juvenile Detention Center and 40th Precinct Station House,  The Bronx, New York.  For: New York City Department of Juvenile Justice, New York Police Department, New York, New York.  CEQR 88-012X","Project in the Bronx between Westchester Avenue, St. Ann's Avenue, E. 149th street, and Brook Avenue. The site is split into two primary study areas each having the potential to yield historically significant deposits; the potential deposits include remains of the Jarvis Archer House dating to the 19th century. Archaeological testing is recommended for these areas."
