"brooklyn_condominium_property_boro_block_lot","brooklyn_condominium_property_condo_section","brooklyn_condominium_property_address","borough","postcode","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta","brooklyn_condominium_property_neighborhood","brooklyn_condominium_property_building_classification","brooklyn_condominium_property_total_units","brooklyn_condominium_property_year_built","brooklyn_condominium_property_gross_sqft","brooklyn_condominium_property_est_gross_income","brooklyn_condominium_property_gross_income_per_sqft","brooklyn_condominium_property_full_market_value","brooklyn_condominium_property_market_value_per_sqft","_comparable_rental_1_boro_block_lot","comparable_rental_1_address","comparable_rental_1_neighborhood","comparable_rental_1_building_classification","comparable_rental_1_total_units","comparable_rental_1_year_built","comparable_rental_1_gross_sqft","comparable_rental_1_est_gross_income","comparable_rental_1_gross_income_per_sqft","comparable_rental_1_full_market_value","comparable_rental_1_market_value_per_sqft","comparable_rental_1_dist_from_coop_in_miles","comparable_rental_2_boro_block_lot","comparable_rental_2_address","comparable_rental_2_neighborhood","comparable_rental_2_building_classification","comparable_rental_2_total_units","comparable_rental_2_year_built","comparable_rental_2_gross_sqft","comparable_rental_2_est_gross_income","comparable_rental_2_gross_income_per_sqft","comparable_rental_2_full_market_value","comparable_rental_2_market_value_per_sqft","comparable_rental_2_dist_from_coop_in_miles"
"3-02173-7501","143-R1","149 TAYLOR STREET
Brooklyn, New York 
(40.706215237005, -73.962687395659)","3","11211","40.706317","-73.962457","1","33","535","3251688","3021737501","Williamsburg                                                               ","WILLIAMSBURG-CENTRAL","R4-ELEVATOR","13","1900","25704","280687","10.92","988999","38.5","3-00714-0044","4018 5 AVENUE
Brooklyn, New York 
(40.650632160367, -74.004642380768)","SUNSET PARK","C7-WALK-UP","32","1906","25600","398000","15.55","1620000","63","4.45",,,,,,,,,,,,
"3-01509-7502","591-R1","419 CHAUNCEY STREET
Brooklyn, New York 
(40.681781144734, -73.917713648337)","3","11233","40.681739","-73.917886","3","41","379","3040860","3015097502","Stuyvesant Heights                                                         ","OCEAN HILL","R2-WALK-UP","24","1906","32087","291991","9.1","962006","30","3-08723-0400","1182 BRIGHTON BEACH AVENU
Brooklyn, New York 
(40.577259176581, -73.954631907231)","BRIGHTON BEACH","D1-ELEVATOR","24","2005","33408","616044","18.44","2510000","75","7.5",,,,,,,,,,,,
"3-07440-7501","14-R2","2900 OCEAN AVENUE
Brooklyn, New York 
(40.590507647421, -73.949840818591)","3","11235","40.590279","-73.949693","15","48","592","3204172","3074407501","Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             ","SHEEPSHEAD BAY","R4-ELEVATOR","88","1957","75324","1167522","15.5","4749965","63","3-05424-0080","229 PARKVILLE AVENUE
Brooklyn, New York 
(40.631415553577, -73.970389955251)","OCEAN PARKWAY-NORTH","D8-ELEVATOR","41","2004","43018","664347","15.44","2700000","63","3.1",,,,,,,,,,,,
"3-08038-7502","1180-R1","1029 86 STREET
Brooklyn, New York 
(40.61770824508, -74.019883086469)","3","11228","40.617479","-74.019552","10","43","166",,,"Dyker Heights                                                              ","CANARSIE","R2-WALK-UP","18","0","28308","746076","26.4","3609996","128","3-00714-0044","4018 5 AVENUE
Brooklyn, New York 
(40.650632160367, -74.004642380768)","SUNSET PARK","C7-WALK-UP","32","1906","25600","398000","15.55","1620000","63","5.4",,,,,,,,,,,,
"3-02230-7504","1113-R1","15 LYNCH STREET
Brooklyn, New York 
(40.699962411199, -73.957336190809)","3","11249","40.69983","-73.957494","1","33","537","3394604","3022307504","Williamsburg                                                               ","WILLIAMSBURG-CENTRAL","R4-ELEVATOR","12","2003","16569","346292","20.9","1550003","94","3-06782-0026","2120 OCEAN AVENUE
Brooklyn, New York 
(40.610081747554, -73.953535175497)","MADISON","C1-WALK-UP","20","2005","26750","556400","20.8","2490000","93","6.2",,,,,,,,,,,,
"3-01064-7501","1114-R1","937 UNION STREET
Brooklyn, New York 
(40.673323474185, -73.972463009267)","3","11215","40.673138","-73.972014","6","39","159","3349056","3010647501","Park Slope-Gowanus                                                         ","PARK SLOPE","R4-ELEVATOR","22","2003","49210","1392643","28.3","6750000","137","3-00193-0050","129 BOERUM PLACE
Brooklyn, New York 
(40.687850477469, -73.991536342618)","BOERUM HILL","D9-ELEVATOR","46","1999","42000","1188240","28.3","5760000","137","1.4",,,,,,,,,,,,
"3-08810-7502","1097-R1","3415 GUIDER AVENUE
Brooklyn, New York 
(40.582990850964, -73.958392660868)","3","11235","40.58291","-73.958541","15","48","608","3247984","3088107502","Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             ","SHEEPSHEAD BAY","R4-ELEVATOR","18","2003","19690","594638","30.2","2879999","146","3-01637-0001","854 GATES AVENUE
Brooklyn, New York 
(40.688552594364, -73.930026335275)","BEDFORD STUYVESANT","D1-ELEVATOR","86","1995","24528","648825","26.5","1830000","75","7.4",,,,,,,,,,,,
"3-08792-7502","1225-R1","2800 29 STREET
Brooklyn, New York 
(40.575583829285, -73.995432081101)","3",,,,,,,,,,"SHEEPSHEAD BAY","R2-WALK-UP","18","2004","37350","1024510","27.4","4598007","123","3-00714-0044","4018 5 AVENUE
Brooklyn, New York 
(40.650632160367, -74.004642380768)","SUNSET PARK","C7-WALK-UP","32","1906","25600","398000","15.55","1620000","63","5.7",,,,,,,,,,,,
"3-00052-7501","1731-R1","85 ADAMS STREET
Brooklyn, New York 
(40.701738161768, -73.988587604356)","3","11201","40.701816","-73.988596","2","33","21","3391222","3000527501","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","DOWNTOWN-FULTON FERRY","R4-ELEVATOR","87554","2006","87554","1829878","20.9","8180013","93","3-02145-0018","440 BERRY STREET
Brooklyn, New York 
(42.433188999772, -78.748646000413)","WILLIAMSBURG-SOUTH","D9-ELEVATOR","66","1995","58430","2208654","37.8","11100000","190","1.2",,,,,,,,,,,,
"3-00320-7501","84-R1","10208 KANE STREET
Brooklyn, New York 
(42.433188999772, -78.748646000413)","3",,,,,,,,,,"COBBLE HILL-WEST","R4-ELEVATOR","70","1921","71212","1110907","15.6","4520001","63","3-00312-0038","251 KANE STREET
Brooklyn, New York 
(40.685718503009, -73.995134752658)","COBBLE HILL","C1-WALK-UP","12","1910","11000","177926","16.18","724000","66","0.3",,,,,,,,,,,,
"3-02137-7503","1200-R1","407 BERRY STREET
Brooklyn, New York 
(42.433188999772, -78.748646000413)","3","11249","40.709365","-73.965698","1","33","547","3388092","3021377503","North Side-South Side                                                      ","WILLIAMSBURG-SOUTH","R4-ELEVATOR","12","2004","10001","139013","13.9","551004","55","3-02132-0016","158 BROADWAY
Brooklyn, New York 
(42.433188999772, -78.748646000413)","WILLIAMSBURG-SOUTH","D7-ELEVATOR","13","2002","24949","347290","13.92","1380000","55","0.1",,,,,,,,,,,,
"3-02130-7501","1248-R1","60 BROADWAY
Brooklyn, New York 
(42.433188999772, -78.748646000413)","3","11249","40.710581","-73.966426","1","33","549","3059506","3021307501","North Side-South Side                                                      ","WILLIAMSBURG-SOUTH","R4-ELEVATOR","130","0","147926","2927252","19.79","13146977","89","3-01925-0007","213 TAAFFE PLACE
Brooklyn, New York 
(40.692126085764, -73.959746259719)","BEDFORD STUYVESANT","D1-ELEVATOR","90","1935","108000","1812951","16.79","7370000","68","1.35",,,,,,,,,,,,
"3-00321-7501","44-R1","501 HICKS STREET
Brooklyn, New York 
(40.685834740186, -74.00034365286)","3","11231","40.685968","-74.000288","6","39","49","3003731","3003217501","Carroll Gardens-Columbia Street-Red Hook                                   ","COBBLE HILL","R2-WALK-UP","34","1922","36973","598962","16.2","2440002","66","3-01369-0073","1599 PARK PLACE
Brooklyn, New York 
(40.672039005458, -73.924328591488)","CROWN HEIGHTS","C1-WALK-UP","24","1910","21600","408240","18.9","1660000","77","4.1",,,,,,,,,,,,
"3-02241-7528","1235-R1","115 LORIMER STREET
Brooklyn, New York 
(40.702313944871, -73.950690193965)","3","11206","40.702237","-73.950781","1","33","509","3350161","3022417528","Williamsburg                                                               ","WILLIAMSBURG-CENTRAL","R4-ELEVATOR","14","2004","25452","391960","15.4","1590000","62","3-05424-0080","229 PARKVILLE AVENUE
Brooklyn, New York 
(40.631415553577, -73.970389955251)","OCEAN PARKWAY-NORTH","D8-ELEVATOR","41","2004","43018","664347","15.44","2700000","63","4.95",,,,,,,,,,,,
"3-02224-7504","733-R1","35 HEYWARD STREET
Brooklyn, New York 
(40.70003345461, -73.958737576884)","3","11249","40.70008","-73.958623","1","33","537","3346954","3022247504","Williamsburg                                                               ","WILLIAMSBURG-CENTRAL","R4-ELEVATOR","12","0","22704","261096","11.5","919998","40.5","3-00714-0044","4018 5 AVENUE
Brooklyn, New York 
(40.650632160367, -74.004642380768)","SUNSET PARK","C7-WALK-UP","32","1906","25600","398000","15.55","1620000","63","4.2",,,,,,,,,,,,
"3-01270-7502","1247-R1","636 EASTERN PARKWAY
Brooklyn, New York 
(40.669453434247, -73.947532100146)","3","11213","40.669674","-73.947208","9","35","337","3324535","3012707502","Crown Heights North                                                        ","CROWN HEIGHTS","R4-ELEVATOR","12","1910","27608","400316","14.5","1589998","58","3-01282-0032","1176 PRESIDENT STREET
Brooklyn, New York 
(40.668098892081, -73.951518241815)","CROWN HEIGHTS","C1-WALK-UP","21","1916","16980","382050","22.5","1710000","101","0.3",,,,,,,,,,,,
"3-01254-7502","1927-R1","794 ST JOHN'S PLACE
Brooklyn, New York 
(40.671680840062, -73.951825360686)","3","11216","40.671724","-73.952058","8","35","31702","3032229","3012547502","Crown Heights North                                                        ","CROWN HEIGHTS","R2-WALK-UP","16","1910","7983","163200","20.44","729002","91","3-02875-0056","33 KINGSLAND AVENUE
Brooklyn, New York 
(40.717173787054, -73.940261130024)","WILLIAMSBURG-EAST","C1-WALK-UP","12","1920","5616","101323","18.04","412000","73","3.25","3-01166-0053","750 WASHINGTON AVENUE
Brooklyn, New York 
(42.433188999772, -78.748646000413)","PROSPECT HEIGHTS","C1-WALK-UP","16","1920","5896","102800","17.44","418000","71","0.75"
"3-01172-7501","254-R1","286 ST JOHNS PLACE
Brooklyn, New York 
(40.674081489476, -73.968048032212)","3","11238","40.674115","-73.96803","8","35","207","3029356","3011727501","Prospect Heights                                                           ","PROSPECT HEIGHTS","R2-WALK-UP","16","1912","11174","184371","16.5","749996","67","3-00774-0059","441 49 STREET
Brooklyn, New York 
(40.646471504997, -74.010993083025)","SUNSET PARK","C1-WALK-UP","16","1914","11200","191832","17.13","542000","48.4","2.9",,,,,,,,,,,,
"3-00955-7502","268-R1","630 UNION STREET
Brooklyn, New York 
(40.67729038075, -73.982786044452)","3","11215","40.677186","-73.982504","6","39","133","3020044","3009557502","Park Slope-Gowanus                                                         ","PARK SLOPE","R2-WALK-UP","30","1915","20202","309090","15.3","1260006","62","3-05862-0004","6823 RIDGE BOULEVARD
Brooklyn, New York 
(42.433188999772, -78.748646000413)","BAY RIDGE","C1-WALK-UP","20","1917","18864","356718","18.91","1450000","77","3.65","3-05930-0031","470 74 STREET
Brooklyn, New York 
(40.630469862909, -74.022682316829)","BAY RIDGE","C1-WALK-UP","40","1924","24880","335399","13.48","1260000","51","3.85"
"3-06253-7502","1215-R1","105 KINGS HIGHWAY
Brooklyn, New York 
(42.433188999772, -78.748646000413)","3","11214","40.606196","-73.987791","11","44","428","3329040","3062537502","Bensonhurst East                                                           ","BENSONHURST","R4-ELEVATOR","19","2003","35700","714000","20","3189995","89","3-06241-0045","7620 BAY PARKWAY
Brooklyn, New York 
(42.433188999772, -78.748646000413)","BENSONHURST","D6-ELEVATOR","20","2005","34500","434800","12.6","1630000","47.2","0.1",,,,,,,,,,,,
"3-00169-7501","1273-R1","53 BOERUM PLACE
Brooklyn, New York 
(40.689941852574, -73.989875098868)","3","11201","40.689997","-73.989972","2","33","43","3350516","3001697501","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","DOWNTOWN-FULTON MALL","R4-ELEVATOR","99","2003","73232","2409332","32.9","11699985","160","3-00271-0001","205 STATE STREET
Brooklyn, New York 
(42.433188999772, -78.748646000413)","DOWNTOWN-FULTON MALL","D1-ELEVATOR","364","2003","242752","5256339","21.65","23500000","97","0.1",,,,,,,,,,,,
"3-06699-7501","454-R1","860 16 STREET
Brooklyn, New York 
(40.628476099924, -73.961096649946)","3",,,,,,,,,,"MIDWOOD","R2-WALK-UP","18","0","33133","394940","11.92","1639993","49.5","3-08723-0400","1182 BRIGHTON BEACH AVENU
Brooklyn, New York 
(40.577259176581, -73.954631907231)","BRIGHTON BEACH","D1-ELEVATOR","24","2005","33408","616044","18.44","2510000","75","3.7",,,,,,,,,,,,
"3-01102-7505","1109-R1","392 14 STREET
Brooklyn, New York 
(40.602426851398, -74.012621201213)","3","11215","40.663542","-73.983398","6","39","149","3350109","3011027505","Park Slope-Gowanus                                                         ","PARK SLOPE","R4-ELEVATOR","24","2001","13057","261140","20","1170006","90","3-06782-0026","2120 OCEAN AVENUE
Brooklyn, New York 
(40.610081747554, -73.953535175497)","MADISON","C1-WALK-UP","20","2005","26750","556400","20.8","2490000","93","4",,,,,,,,,,,,
"3-05868-7502","954-R1","6911 SHORE ROAD
Brooklyn, New York 
(42.433188999772, -78.748646000413)","3","11209","40.6385","-74.036049","10","43","34","3388765","3058687502","Bay Ridge                                                                  ","BAY RIDGE","R4-ELEVATOR","17","2002","33158","693002","20.9","3100000","93","3-06782-0026","2120 OCEAN AVENUE
Brooklyn, New York 
(40.610081747554, -73.953535175497)","MADISON","C1-WALK-UP","20","2005","26750","556400","20.8","2490000","93","4.7",,,,,,,,,,,,
"3-02697-7501","1652-R1","297 DRIGGS AVENUE
Brooklyn, New York 
(40.72233638942, -73.94950581503)","3","11222","40.722342","-73.949489","1","33","515","3390238","3026977501","North Side-South Side                                                      ","GREENPOINT","R4-ELEVATOR","14","2007","9084","277200","30.5","1340001","148","3-02697-0016","285 DRIGGS AVENUE
Brooklyn, New York 
(40.722502566976, -73.949100294641)","GREENPOINT","D1-ELEVATOR","12","2004","12806","266365","20.8","1190000","93","0",,,,,,,,,,,,
"3-05347-7501","45-R2","3802 15 AVENUE
Brooklyn, New York 
(40.638520219255, -73.981351580498)","3","11218","40.638438","-73.981408","12","39","228","3124992","3053477501","Borough Park                                                               ","BOROUGH PARK","R2-WALK-UP","22","1983","33224","467471","14.07","1850002","56","3-01971-0055","377 QUINCY STREET
Brooklyn, New York 
(40.687591890866, -73.945369598401)","BEDFORD STUYVESANT","C1-WALK-UP","12","2006","12228","159453","13.04","588000","48.1","3.6",,,,,,,,,,,,
"3-01924-7501","547-R1","263 CLASSON AVENUE
Brooklyn, New York 
(40.691975142887, -73.960635129321)","3","11205","40.691832","-73.960601","3","33","193","3343740","3019247501","Clinton Hill                                                               ","BEDFORD STUYVESANT","R4-ELEVATOR","95","1920","130468","2583266","19.8","11500000","88","3-01899-0006","129 FRANKLIN AVENUE
Brooklyn, New York 
(40.695022040482, -73.958095823028)","BEDFORD STUYVESANT","C1-WALK-UP","16","1905","13912","119365","8.58","393000","28.2","0.3",,,,,,,,,,,,
"3-02120-7501","1366-R1","381 CARLTON AVENUE
Brooklyn, New York 
(40.686287658119, -73.97144576683)","3","11238","40.686415","-73.971493","2","35","181","3388333","3021207501","Fort Greene                                                                ","FORT GREENE","R4-ELEVATOR","27","2003","38798","1276454","32.9","6179995","159","3-00051-0012","65 WASHINGTON STREET
Brooklyn, New York 
(42.433188999772, -78.748646000413)","DOWNTOWN-FULTON FERRY","D7-ELEVATOR","59","2000","50457","1657235","32.8","8030000","159","1.4",,,,,,,,,,,,
"3-02073-7501","132-R1","159 CARLTON AVENUE
Brooklyn, New York 
(40.692914668291, -73.972758475482)","3","11205","40.692797","-73.97276","2","35","183","3251652","3020737501","Fort Greene                                                                ","FORT GREENE","R2-WALK-UP","12","1987","22750","329875","14.5","1310001","58","3-02073-0035","162 ADELPHI STREET
Brooklyn, New York 
(40.69277097809, -73.971831446518)","FORT GREENE","C1-WALK-UP","16","1915","14604","211199","14.46","837000","57","0",,,,,,,,,,,,
"3-01124-7501","967-R1","579 WASHINGTON AVENUE
Brooklyn, New York 
(42.433188999772, -78.748646000413)","3","11238","40.680281","-73.964224","8","35","203","3397591","3011247501","Prospect Heights                                                           ","CROWN HEIGHTS","R4-ELEVATOR","16","0","14269","452327","31.7","2189999","153","3-06782-0026","2120 OCEAN AVENUE
Brooklyn, New York 
(40.610081747554, -73.953535175497)","MADISON","C1-WALK-UP","20","2005","26750","556400","20.8","2490000","93","4.9",,,,,,,,,,,,
"3-03755-7501","464-R2","384 NEW JERSEY AVENUE
Brooklyn, New York 
(40.670016691238, -73.894404185246)","3","11207","40.670049","-73.894382","5","42","1156","3084095","3037557501","East New York (Pennsylvania Ave)                                           ","EAST NEW YORK","R2-WALK-UP","15","1991","3750","45000","12","162999","43.5","3-03724-0029","2173 PITKIN AVENUE
Brooklyn, New York 
(40.672447319745, -73.89225977452)","EAST NEW YORK","C1-WALK-UP","30","1970","35180","305362","8.68","1010000","28.7","0.3",,,,,,,,,,,,
"3-01300-7501","417-R1","504 CROWN STREET
Brooklyn, New York 
(40.665784282342, -73.942080773154)","3","11213","40.665793","-73.941836","9","35","333","3034318","3013007501","Crown Heights South                                                        ","CROWN HEIGHTS","R2-WALK-UP","15","1991","31068","360388","11.6","1270001","40.9","3-06115-0151","125 95 STREET
Brooklyn, New York 
(40.617037115709, -74.036964044268)","BAY RIDGE","C1-WALK-UP","14","2002","16500","225749","13.68","895000","54","6",,,,,,,,,,,,
"3-07325-7501","1495-R1","2511 OCEAN AVENUE
Brooklyn, New York 
(40.600327902331, -73.951481094335)","3","11229","40.600367","-73.95158","15","48","578","3388788","3073257501","Madison                                                                    ","MADISON","R4-ELEVATOR","25","2005","43876","680078","15.5","2770000","63","3-06825-0037","2350 OCEAN AVENUE
Brooklyn, New York 
(40.604366082358, -73.952455734554)","MADISON","D3-ELEVATOR","110","1974","130842","2026099","15.49","8240000","63","0.35",,,,,,,,,,,,
"3-06600-7501","1463-R1","1569 7 STREET
Brooklyn, New York 
(42.433188999772, -78.748646000413)","3",,,,,,,,,,"GRAVESEND","R4-ELEVATOR","19","2005","23777","373298","15.7","1520004","64","3-00714-0044","4018 5 AVENUE
Brooklyn, New York 
(40.650632160367, -74.004642380768)","SUNSET PARK","C7-WALK-UP","32","1906","25600","398000","15.55","1620000","63","3.2",,,,,,,,,,,,
