"organization_name","address","city","state","postcode","main_phone","discipline","council_district","community_board","borough","latitude","longitude","census_tract","bin","bbl","nta"
"Annabella Gonzalez Dance Theater, Inc.","4 East 89th Street, #PH-C","New York","NY","10128","(212) 722-4128","Dance","Manhattan Council District #4","Manhattan Community Board #8","Manhattan","40.783345","-73.958752","15002","1046964","1015000065","Upper East Side-Carnegie Hill"
"Anne Frank Center USA, Inc.","44 Park Place / 100 Church Street","New York","NY","10007","(212) 431-7993 x301","Humanities","Manhattan Council District #1","Manhattan Community Board #2","Manhattan",,,,,,
"Ansonia Music Outreach Organization, Inc.","330 Wadsworth Avenue 2G","New York","NY","10040","(212) 567-3554","Music","Manhattan Council District #7","Manhattan Community Board #12","Manhattan","40.855188","-73.931061","279","1064084","1021700287","Washington Heights North"
"Anthology Film Archives, Inc.","32 Second Avenue","New York","NY","10003","(212) 505-5181 x11","Film/Video/Audio","Manhattan Council District #2","Manhattan Community Board #3","Manhattan","40.724716","-73.990486","3602","1006081","1004430008","East Village"
"Anthropologists, Inc.","100 Cabrini Blvd. #24","New York","NY","10033","(917) 557-3517","Theater","Manhattan Council District #7","Manhattan Community Board #12","Manhattan","40.851661","-73.940087","275","1064334","1021790070","Washington Heights North"
"Anthropology Museum of the People of New York","64-19 Kissena Boulevard","Flushing","NY","11367","(718) 428-5650","Museum","Queens Council District #24","Queens Community Board #8","Queens","40.737701","-73.81479","122702","4146646","4067430029","Pomonok-Flushing Heights-Hillcrest"
"Anti-Social Music, Inc.","71 Ocean Parkway 3H","Brooklyn","NY","11218","(646) 489-8791","Music","Brooklyn Council District #33","Brooklyn Community Board #8","Brooklyn","40.649369","-73.974922","504","3124031","3053200001","Windsor Terrace"
"Anyone Corporation","41 West 25th Street","New York","NY","10010","(212) 645-1400","Architecture/Design","Manhattan Council District #3","Manhattan Community Board #5","Manhattan","40.743523","-73.990285","58","1015612","1008270012","Hudson Yards-Chelsea-Flatiron-Union Square"
"Aperture Foundation, Inc.","547 West 27th Street, 4th Floor","New York","NY","10001","(212) 946-7117","Photography","Manhattan Council District #3","Manhattan Community Board #4","Manhattan","40.750893","-74.003934","99","1012403","1006990005","Hudson Yards-Chelsea-Flatiron-Union Square"
"ApexArt Curatorial Program","291 Church Street","New York","NY","10013","(212) 431-5270","Visual Arts","Manhattan Council District #1","Manhattan Community Board #10","Manhattan","40.719084","-74.004654","33","1002206","1001930019","SoHo-TriBeCa-Civic Center-Little Italy"
"Apollo Theater Foundation, Inc.","253 West 125th Street","New York","NY","10027","(212) 531-5332","Multi-Discipline, Performing","Manhattan Council District #9","Manhattan Community Board #10","Manhattan","40.809778","-73.95021","222","1058654","1019310010","Central Harlem South"
"Appleby Foundation, Inc.","579 Broadway, 4B, Apt. 4B","New York","NY","10012","(212) 431-8489","Dance","Manhattan Council District #2","Manhattan Community Board #1","Manhattan","40.724612","-73.997478","49","1007953","1005120020","SoHo-TriBeCa-Civic Center-Little Italy"
"Aquila Theatre Company, Inc.","100 Washington Square East","New York","NY","10003","(212) 992-9642","Theater","Manhattan Council District #1","Manhattan Community Board #2","Manhattan","40.73054","-73.995706","59","1008820","1005470001","West Village"
"Arab American Association of NY, Inc.","7111 5th Avenue","Brooklyn","NY","11209","(718) 745-3523","Multi-Discipline, Performing","Brooklyn Council District #43","Brooklyn Community Board #10","Brooklyn","40.63238","-74.021444","130","3146649","3058930010","Bay Ridge"
"Arab-American Family Support Center Inc.","150 Court Street","Brooklyn","NY","11201","(718) 643-8000","Folk Arts","Brooklyn Council District #39","Brooklyn Community Board #6","Brooklyn","40.688806","-73.992806","45","3003069","3002920026","Carroll Gardens-Columbia Street-Red Hook"
"Archipelago Books, Inc.","232 Third Street, Room A111","Brooklyn","NY","11215","(718) 852-6134","Multi-Discipl, Perf & Non-Perf","Brooklyn Council District #38","Brooklyn Community Board #6","Brooklyn","40.674909","-73.987671","119","3337594","3009800008","Park Slope-Gowanus"
"Architectural League of New York","594 Broadway, Suite 607","New York","NY","10012","(212) 753-1722","Architecture/Design","Manhattan Council District #3","Manhattan Community Board #5","Manhattan","40.72496","-73.997157","43","1007944","1005110012","SoHo-TriBeCa-Civic Center-Little Italy"
"Archive for Research in Archetypal Symbolism","28 East 39th Street","New York","NY","10016","(212) 697-3480","Other","Manhattan Council District #4","Manhattan Community Board #6","Manhattan","40.750619","-73.980023","82","1017240","1008680050","Murray Hill-Kips Bay"
"Arcos Orchestra, Ltd.","17 E 96th St 14B","New York","NY","10128","(772) 766-2851","Music","Manhattan Council District #4","Manhattan Community Board #8","Manhattan","40.78765","-73.955138","16002","1051441","1016020013","East Harlem South"
"Ardea Arts","463 Broome Street","New York","NY","10013","(212) 431-7039","Multi-Discipline, Performing","Manhattan Council District #1","Manhattan Community Board #2","Manhattan","40.722419","-74.001147","47","1007034","1004740009","SoHo-TriBeCa-Civic Center-Little Italy"
"Arete Education, Inc.","557 Grand Concourse","Bronx","NY","10451","(646) 504-2015","Multi-Discipl, Perf & Non-Perf","Bronx Council District #8","Bronx Community Board #1","Bronx","40.819057","-73.927092","63","2001057","2023470024","West Concourse"
"Arete Living Arts Foundation","64 Dupont St 2L","Brooklyn","NY","11222","(718) 349-1681","Multi-Discipl, Perf & Non-Perf","Brooklyn Council District #33","Brooklyn Community Board #1","Brooklyn","40.735643","-73.95749","563","3063810","3024950015","Greenpoint"
"Argento New Music Project","PO Box 824","New York","NY","10024-0540","(212) 665-4444","Music","Manhattan Council District #9","Manhattan Community Board #9","Manhattan",,,,,,
"Armitage Foundation, Ltd.","9 North Moore St. #4","New York","NY","10013","(212) 431-4314","Dance","Manhattan Council District #1","Manhattan Community Board #1","Manhattan","40.719748","-74.006414","33","1002175","1001907502","SoHo-TriBeCa-Civic Center-Little Italy"
"Around the Block, Inc.","5 East 22nd Street, Suite 9K","New York","NY","10010","(212) 673-9187","Theater","Manhattan Council District #2","Manhattan Community Board #5","Manhattan","40.740426","-73.988976","56","1016304","1008517501","Hudson Yards-Chelsea-Flatiron-Union Square"
"Ars Nova Theater I, Inc.","511 West 54th Street","New York","NY","10019","(212) 489-9800 x139","Multi-Discipline, Performing","Manhattan Council District #6","Manhattan Community Board #4","Manhattan","40.767432","-73.990523","135","1027060","1010830026","Clinton"
"Art Beyond Sight, Inc.","589 Broadway","New York","NY","10012","(212) 334-8720","Multi-Discipl, Perf & Non-Perf","Manhattan Council District #1","Manhattan Community Board #2","Manhattan","40.724818","-73.997305","49","1007952","1005120017","SoHo-TriBeCa-Civic Center-Little Italy"
"Art Connects New York","4 West 43rd Street, #507","New York","NY","10036","(646) 546-5334","Visual Arts","Manhattan Council District #1","Manhattan Community Board #2","Manhattan","40.754371","-73.980932","96","1034201","1012580042","Midtown-Midtown South"
"Art Creates Us, Inc.","247 Water Street, Suite 403","Brooklyn","NY","11201","(212) 256-1947","Visual Arts","Brooklyn Council District #33","Brooklyn Community Board #2","Brooklyn","40.703018","-73.984055","21","3000055","3000320055","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"Art Deco Society of New York, Inc.","P.O. Box 6205","New York","NY","10150","(212) 679-3326","Architecture/Design","Manhattan Council District #5","Manhattan Community Board #6","Bronx",,,,,,
"Art Directors Club, Inc.","106 West 29th Street","New York","NY","10001","(212) 643-1440","Architecture/Design","Manhattan Council District #3","Manhattan Community Board #5","Manhattan","40.746882","-73.99062","95","1015125","1008040044","Midtown-Midtown South"
"Art For Progress","133 Mulberry Street, #4W1","New York","NY","10013","(212) 475-4185","Multi-Discipline, Non-Perform","Manhattan Council District #2","Manhattan Community Board #2","Manhattan","40.718455","-73.99776","41","1003081","1002367503","SoHo-TriBeCa-Civic Center-Little Italy"
"Art House Astoria Conservatory for Music and Art","23-35 Broadway","Astoria","NY","11106","(347) 738-4148","Multi-Discipl, Perf & Non-Perf","Queens Council District #22","Queens Community Board #1","Queens","40.764312","-73.930025","75","4006568","4005670007","Astoria"
"Art Kibbutz, Inc.","500 W 235th Street","Bronx","NY","10463","(347) 479-8274","Multi-Discipl, Perf & Non-Perf","Bronx Council District #11","Bronx Community Board #8","Manhattan",,,,,,
"Art Lab, Inc.","1000 Richmond Terrace","Staten Island","NY","10301","(718) 447-8667","Visual Arts","Staten Island Council Dist #49","Staten Island Community Brd #1","Staten Island","40.645232","-74.104674","97","5000000","5000760200","West New Brighton-New Brighton-St. George"
"Art Loisaida Foundation","608 E.9th St.","New York","NY","10009","(212) 674-4057","Multi-Discipl, Perf & Non-Perf","Manhattan Council District #2","Manhattan Community Board #3","Manhattan","40.725963","-73.979601","2602","1004739","1003910011","Lower East Side"
"Art Omi Inc.","55 Fifth Avenue, 15th Floor","New York","NY","10003","(212) 206-5660","Multi-Discipline, Performing","Manhattan Council District #2","Brooklyn Community Board #3","Manhattan","40.734877","-73.994422","61","1009373","1005707501","West Village"
"Art Radio International, Inc.","159 Pioneer St","Brooklyn","NY","11231","(212) 233-1096","New Media","Manhattan Council District #1","Manhattan Community Board #1","Manhattan","40.705357","-74.003141","1502","1000000","1000730008","Battery Park City-Lower Manhattan"
"Art Resources Transfer","526 W 26th St., #614","New York","NY","10001","(212) 255-2919","Multi-Discipline, Non-Perform","Manhattan Council District #3","Manhattan Community Board #4","Manhattan","40.750094","-74.003999","99","1012386","1006970047","Hudson Yards-Chelsea-Flatiron-Union Square"
"Art Resources for Teachers and Students, Inc.","134 Henry Street","New York","NY","11372","(212) 962-8231","Multi-Discipl, Perf & Non-Perf","Manhattan Council District #1","Manhattan Community Board #3","Manhattan","40.713311","-73.990863","6","1003263","1002730032","Lower East Side"
"Art Song Preservation Society of New York, Inc.","PO Box 177","New York","NY","10113","(646) 263-7829","Music","Manhattan Council District #3","Manhattan Community Board #5","Manhattan",,,,,,
"Art Start, Inc.","526 West 26th Street Suite 501","New York","NY","10001","(212) 460-0019","Multi-Discipl, Perf & Non-Perf","Manhattan Council District #3","Manhattan Community Board #4","Manhattan","40.750094","-74.003999","99","1012386","1006970047","Hudson Yards-Chelsea-Flatiron-Union Square"
"Art Students League of New York","215 West 57th Street","New York","NY","10019","(212) 247-4510 x108","Visual Arts","Manhattan Council District #7","Manhattan Community Board #5","Manhattan","40.765894","-73.980896","137","1080846","1010290023","Midtown-Midtown South"
"Art Sweats, Inc.","75 Broad Street","New York","NY","10004","(212) 677-2503","Dance","Manhattan Council District #2","Manhattan Community Board #3","Manhattan","40.704541","-74.011552","9","1000849","1000290070","Battery Park City-Lower Manhattan"
"Art and Resistance Through Education, Inc.","PO Box 82","Brooklyn","NY","11211","(347) 493-5081","Visual Arts","Brooklyn Council District #34","Brooklyn Community Board #1","Queens",,,,,,
"Art for Change, Inc.","1699 Lexington Avenue","New York","NY","10029","(212) 348-7044","Multi-Discipl, Perf & Non-Perf","Manhattan Council District #8","Manhattan Community Board #11","Manhattan","40.792606","-73.946001","172","1052053","1016340052","East Harlem South"
"Art in General, Inc.","20 Jay Street","New York","NY","11201","(212) 219-0473 x36","Visual Arts","Manhattan Council District #1","Manhattan Community Board #2","Brooklyn","40.704313","-73.986587","21","3000010","3000190001","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"Art of Brooklyn Festival, Inc.","145 72nd St.","Brooklyn","NY","11209","(917) 538-1799","Film/Video/Audio","Brooklyn Council District #43","Brooklyn Community Board #10","Brooklyn","40.634612","-74.031526","36","3146490","3058890058","Bay Ridge"
"Art of the Early Keyboard, Inc.","170 West 73rd Street, Apt. 3C","New York","NY","10023","(212) 967-9157","Music","Manhattan Council District #6","Manhattan Community Board #7","Manhattan","40.778865","-73.980145","157","1029960","1011440061","Lincoln Square"
"Art's House Schools, Inc.","1001-1003 Surf Avenue","Brooklyn","NY","11224","(718) 996-2000","Dance","Brooklyn Council District #48","Brooklyn Community Board #13","Brooklyn","40.57545","-73.978006","350","3346337","3072680228","West Brighton"
"Art21, Inc.","231 West 29th Street, #706","New York","NY","10001","(212) 741-7133","Visual Arts","Manhattan Council District #3","Manhattan Community Board #2","Manhattan","40.748299","-73.993937","95","1014283","1007790017","Midtown-Midtown South"
"ArtBridge Projects, Inc.","430 W. 24th Street, Suite 1EE","New York","NY","10011-1154","(917) 720-5742","Visual Arts","Manhattan Council District #3","Manhattan Community Board #4","Manhattan","40.74758","-74.001888","93","1082713","1007210007","Hudson Yards-Chelsea-Flatiron-Union Square"
"ArtCouncil, Inc.","210 Eleventh Avenue, Ste. 503","New York","NY","10001","(212) 727-2233 x207","Visual Arts","Manhattan Council District #3","Manhattan Community Board #4","Manhattan","40.74986","-74.006291","99","1012378","1006960065","Hudson Yards-Chelsea-Flatiron-Union Square"
"ArtCrawl Harlem, Inc.","363 Malcolm X Blvd","New York","NY","10027","(212) 866-7427","Visual Arts","Manhattan Council District #9","Manhattan Community Board #10","Manhattan","40.809844","-73.943986","224","1057946","1019130030","Central Harlem North-Polo Grounds"
