"brooklyn_cooperatives_comparable_properties_boro_block_lot","brooklyn_cooperatives_comparable_properties_address","borough","postcode","latitude","longitude","community_board","community_council","census_tract","bin","bbl","nta","brooklyn_cooperatives_comparable_properties_neighborhood","brooklyn_cooperatives_comparable_properties_building_classification","brooklyn_cooperatives_comparable_properties_total_units","brooklyn_cooperatives_comparable_properties_year_built","brooklyn_cooperatives_comparable_properties_gross_sqft","brooklyn_cooperatives_comparable_properties_est_gross_income","brooklyn_cooperatives_comparable_properties_gross_income_per_sqft","brooklyn_cooperatives_comparable_properties_full_market_value","brooklyn_cooperatives_comparable_properties_market_value_per_sqft","comparable_rental_1_boro_block_lot","comparable_rental_1_address","comparable_rental_1_neighborhood","comparable_rental_1_building_classification","comparable_rental_1_total_units","comparable_rental_1_year_built","comparable_rental_1_gross_sqft","comparable_rental_1_est_gross_income","comparable_rental_1_gross_income_per_sqft","comparable_rental_1_full_market_value","comparable_rental_1_market_value_per_sqft","comparable_rental_1_dist_from_coop_in_miles","comparable_rental_2_boro_block_lot","comparable_rental_2_address","comparable_rental_2_neighborhood","comparable_rental_2_building_classification","comparable_rental_2_total_units","comparable_rental_2_year_built","comparable_rental_2_gross_sqft","comparable_rental_2_est_gross_income","comparable_rental_2_gross_income_per_sqft","comparable_rental_2_full_market_value","comparable_rental_2_market_value_per_sqft","comparable_rental_2_dist_from_coop_in_miles"
"3-00234-0008","1 PIERREPONT STREET
Brooklyn, NY 
(40.696336661722, -73.997060890963)","3","11201","40.696574","-73.997032","2","33","301","3001734","3002340008","Brooklyn Heights-Cobble Hill                                               ","BROOKLYN HEIGHTS","D4-ELEVATOR","26","1924","75120","1779592","23.69","7950000","106","3-00236-0103","52 CLARK STREET
Brooklyn, NY 
(40.697726780722, -73.994156212372)","BROOKLYN HEIGHTS","D5-ELEVATOR","142","1928","79460","2105768","26.5","10200000","128","0.1","3-00416-0017","419 DE GRAW STREET
Brooklyn, NY 
(40.68187810334, -73.990340265198)","GOWANUS","D5-ELEVATOR","90","1931","76334","1593686","20.88","7120000","93","1.1"
"3-00241-0001","200 HICKS STREET
Brooklyn, NY 
(40.695502888629, -73.995764310234)","3","11201","40.695514","-73.995734","2","33","301","3001940","3002410001","Brooklyn Heights-Cobble Hill                                               ","BROOKLYN HEIGHTS","D4-ELEVATOR","17","1910","39000","702000","18","2860000","73","3-00247-0028","74 MONTAGUE STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","BROOKLYN HEIGHTS","D3-ELEVATOR","59","1912","54640","984472","18.02","4000000","73","0.05","3-01177-0007","781 WASHINGTON AVENUE
Brooklyn, NY 
(42.433188999772, -78.748646000413)","CROWN HEIGHTS","D5-ELEVATOR","63","1920","47925","872518","18.21","2680000","56","2.4"
"3-03323-0068","101 LINDEN STREET
Brooklyn, NY 
(40.692765249127, -73.92006488601)","3","11221","40.69292","-73.919884","4","34","417","3076113","3033230068","Bushwick South                                                             ","BUSHWICK","C6-WALK-UP","23","1931","21930","374345","17.07","1060000","48.3","3-03205-0001","703 BUSHWICK AVENUE
Brooklyn, NY 
(40.696688625974, -73.931086906737)","BUSHWICK","C1-WALK-UP","16","1931","7410","175617","23.7","785000","106","0.65","3-03326-0065","255 LINDEN STREET
Brooklyn, NY 
(40.697319837715, -73.91559789185)","BUSHWICK","C1-WALK-UP","16","1931","19800","356796","18.02","1450000","73","0.4"
"3-05495-1014","1176 OCEAN PARKWAY
Brooklyn, NY 
(40.619971054779, -73.969975877904)","3","11230","40.620013","-73.969692","12","44","448","3131067","3054951014","Ocean Parkway South                                                        ","OCEAN PARKWAY-NORTH","D4-ELEVATOR","120","1952","92250","949253","10.29","3210000","34.8","3-05670-0047","1379 54 STREET
Brooklyn, NY 
(40.631225672155, -73.993284116546)","BOROUGH PARK","C7-WALK-UP","11","1916","22500","359607","15.98","1460000","65","1.3","3-05024-0063","526 FLATBUSH AVENUE
Brooklyn, NY 
(40.661320254035, -73.961214173092)","FLATBUSH-LEFFERTS GARDEN","C1-WALK-UP","16","1931","7596","127812","16.83","520000","68","2.85"
"3-00251-0055","19 GRACE COURT
Brooklyn, NY 
(40.694431724522, -73.998074046033)","3","11201","40.694345","-73.997844","2","33","301","3002139","3002510055","Brooklyn Heights-Cobble Hill                                               ","BROOKLYN HEIGHTS","D4-ELEVATOR","33","1926","41028","621984","15.16","2530000","62","3-01078-0016","530 2 STREET
Brooklyn, NY 
(40.670711051002, -73.977282710454)","PARK SLOPE","D1-ELEVATOR","47","1920","39261","558799","14.23","2220000","57","2","3-01079-0040","70 PROSPECT PARK
Brooklyn, NY 
(40.700642038029, -73.987868812094)","PARK SLOPE","D1-ELEVATOR","30","1920","36636","495008","13.51","1860000","51","2.15"
"3-05159-0013","400 17 STREET
Brooklyn, NY 
(40.660370179595, -73.985807606335)","3",,,,,,,,,,"FLATBUSH-CENTRAL","D4-ELEVATOR","81","1962","72534","1088010","15","4310000","59","3-07011-0011","2828 29 STREET
Brooklyn, NY 
(40.57556180854, -73.995427869962)","CONEY ISLAND","D1-ELEVATOR","122","1972","102000","1538672","15.09","4350000","42.6","4.75","3-01170-0005","36 PLAZA ST
Brooklyn, NY 
(40.674069569571, -73.97144654162)","PROSPECT HEIGHTS","D6-ELEVATOR","85","1926","75535","1342129","17.77","5460000","72","2.4"
"3-06099-0051","61 OLIVER STREET
Brooklyn, NY 
(40.619704351971, -74.038487168298)","3","11209","40.619711","-74.038409","10","43","5202","3154979","3060990051","Bay Ridge                                                                  ","BAY RIDGE","D4-ELEVATOR","127","1954","120000","1390800","11.59","4900000","40.8","3-07155-0004","2250 4 STREET
Brooklyn, NY 
(40.595289023249, -73.967375094094)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","116","1962","125160","1256775","10.04","4250000","34","4.15","3-07179-0058","2375 3 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","135","1957","112320","1476059","13.14","5550000","49.4","4.25"
"3-01905-0001","185 HALL STREET
Brooklyn, NY 
(40.692218661144, -73.965658012154)","3","11205","40.692336","-73.965678","2","35","193","3054892","3019050001","Clinton Hill                                                               ","CLINTON HILL","D4-ELEVATOR","287","1958","272000","3808000","14","15100000","56","3-00236-0015","55 PIERREPONT STREET
Brooklyn, NY 
(40.695829631478, -73.995231517766)","BROOKLYN HEIGHTS","D7-ELEVATOR","191","1928","157042","2390870","15.22","6750000","43","1.65","3-01946-0004","379 WASHINGTON AVENUE
Brooklyn, NY 
(42.433188999772, -78.748646000413)","CLINTON HILL","D5-ELEVATOR","86","1905","113924","1709714","15.01","6780000","60","0.35"
"3-01986-0007","272 GATES AVENUE
Brooklyn, NY 
(40.685558764562, -73.956054024097)","3","11216","40.685597","-73.955913","3","36","229","3057004","3019860007","Clinton Hill                                                               ","BEDFORD STUYVESANT","C6-WALK-UP","16","1930","15837","297418","18.78","840000","53","3-00172-0064","375 STATE STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","DOWNTOWN-FULTON MALL","C1-WALK-UP","20","1905","15200","248858","16.37","1010000","66","1.45","3-01158-0016","170 PROSPECT PLACE
Brooklyn, NY 
(40.67812026645, -73.971219503991)","PROSPECT HEIGHTS","C1-WALK-UP","16","1931","16124","341570","21.18","1530000","95","0.95"
"3-02005-0029","147 OXFORD STREET
Brooklyn, NY 
(40.579096737424, -73.937937336505)","3","11235","40.579723","-73.937987","15","48","616","3246834","3087580057","Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             ","FORT GREENE","D4-ELEVATOR","21","1930","16780","251700","15","998000","59","3-02396-0021","289 1 STREET
Brooklyn, NY 
(40.674461445981, -73.983148538837)","WILLIAMSBURG-SOUTH","D9-ELEVATOR","24","1909","19080","299746","15.71","920000","48.2","2.1","3-02433-0018","228 3 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","WILLIAMSBURG-SOUTH","D1-ELEVATOR","30","1920","19422","303760","15.64","1240000","64","1.95"
"3-01228-0037","840 ST MARK'S AVENUE
Brooklyn, NY 
(40.674904286258, -73.944915583718)","3","11213","40.674935","-73.945152","8","36","341","3031037","3012280037","Crown Heights North                                                        ","CROWN HEIGHTS","D4-ELEVATOR","54","1926","66222","505936","7.64","1430000","21.59","3-01228-0060","925 PROSPECT PLACE
Brooklyn, NY 
(40.674105267631, -73.945796053496)","CROWN HEIGHTS","D1-ELEVATOR","82","1900","86804","657106","7.57","2020000","23.27","0","3-01420-0020","826 CROWN STREET
Brooklyn, NY 
(40.665134399611, -73.930120838845)","CROWN HEIGHTS","D1-ELEVATOR","47","1930","52764","580404","11","2050000","38.9","1.05"
"3-06078-0031","8901 NARROWS AVENUE
Brooklyn, NY 
(40.623248417014, -74.039927797595)","3","11209","40.62321","-74.039978","10","43","5201","3154422","3060780031","Bay Ridge                                                                  ","BAY RIDGE","D4-ELEVATOR","72","1950","61026","761910","12.49","2860000","46.9","3-06382-0006","2225 BENSON AVENUE
Brooklyn, NY 
(40.599769304263, -73.994767031686)","GRAVESEND","D1-ELEVATOR","69","1960","52542","641337","12.21","2260000","43","2.8","3-06383-0006","2255 BENSON AVENUE
Brooklyn, NY 
(40.59931837295, -73.994008247892)","GRAVESEND","D1-ELEVATOR","69","1960","54210","691887","12.76","2600000","48","2.85"
"3-00173-0039","457 STATE STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","3","11217","40.686236","-73.980962","2","33","39","3000583","3001730039","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","DOWNTOWN-FULTON MALL","C6-WALK-UP","16","1905","9784","180515","18.45","734000","75","3-00146-0036","406 ALBEE SQUARE
Brooklyn, NY 
(40.691034734001, -73.983500585409)","DOWNTOWN-FULTON MALL","C1-WALK-UP","15","1905","9055","148593","16.41","604000","67","0.35","3-00172-0064","375 STATE STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","DOWNTOWN-FULTON MALL","C1-WALK-UP","20","1905","15200","248858","16.37","1010000","66","0.1"
"3-01252-0080","1516 BEDFORD AVENUE
Brooklyn, NY 
(40.671467165004, -73.954819314869)","3","11216","40.671437","-73.954805","8","35","219","3032181","3012520080","Crown Heights North                                                        ","CROWN HEIGHTS","C6-WALK-UP","16","1931","8932","110132","12.33","311000","34.8","3-01217-0032","988 BERGEN STREET
Brooklyn, NY 
(40.676419889686, -73.95405325062)","CROWN HEIGHTS","C1-WALK-UP","18","1900","14936","184459","12.35","693000","46.4","0.3","3-01206-0066","1151 DEAN STREET
Brooklyn, NY 
(40.676991388541, -73.951555512906)","CROWN HEIGHTS","C1-WALK-UP","16","1905","13716","172684","12.59","649000","47.3","0.45"
"3-05869-0005","6901 NARROWS AVENUE
Brooklyn, NY 
(40.63812402465, -74.033815940687)","3","11209","40.638102","-74.033894","10","43","34","3145477","3058690005","Bay Ridge                                                                  ","BAY RIDGE","D4-ELEVATOR","50","1963","35040","361087","10.3","1220000","34.8","3-07128-0005","380 AVENUE
Brooklyn, NY 
(42.433188999772, -78.748646000413)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","60","1962","54100","492922","9.11","1620000","29.9","4.35","3-07198-0006","410 AVENUE
Brooklyn, NY 
(42.433188999772, -78.748646000413)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","45","1957","43974","505899","11.5","1780000","40.5","4.75"
"3-05885-0103","7002 RIDGE BOULEVARD
Brooklyn, NY 
(42.433188999772, -78.748646000413)","3","11209","40.63576","-74.028997","10","43","36","3146308","3058850103","Bay Ridge                                                                  ","BAY RIDGE","D4-ELEVATOR","83","1931","87174","777592","8.92","2560000","29.4","3-06058-0001","8801 SHORE ROAD
Brooklyn, NY 
(42.433188999772, -78.748646000413)","BAY RIDGE","D1-ELEVATOR","140","1936","275892","2102681","7.62","6460000","23.41","1","3-06069-0004","8831 FT HAMILTON PARKWAY
Brooklyn, NY 
(40.619188475173, -74.025517745718)","BAY RIDGE","D1-ELEVATOR","122","1931","129024","1170620","9.07","3860000","29.9","1.2"
"3-00226-0006","87 HICKS STREET
Brooklyn, NY 
(40.698914021044, -73.994073770818)","3","11201","40.698904","-73.994104","2","33","1","3001689","3002260006","Brooklyn Heights-Cobble Hill                                               ","BROOKLYN HEIGHTS","C6-WALK-UP","20","1900","9435","119321","12.65","449000","47.6","3-00146-0036","406 ALBEE SQUARE
Brooklyn, NY 
(40.691034734001, -73.983500585409)","DOWNTOWN-FULTON MALL","C1-WALK-UP","15","1905","9055","148593","16.41","604000","67","0.7","3-00172-0064","375 STATE STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","DOWNTOWN-FULTON MALL","C1-WALK-UP","20","1905","15200","248858","16.37","1010000","66","0.95"
"3-07244-0105","2675 7 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","3",,,,,,,,,,"OCEAN PARKWAY-SOUTH","D4-ELEVATOR","84","1956","120269","1696996","14.11","6730000","56","3-07011-0011","2828 29 STREET
Brooklyn, NY 
(40.57556180854, -73.995427869962)","CONEY ISLAND","D1-ELEVATOR","122","1972","102000","1538672","15.09","4350000","42.6","1.9","3-07179-0058","2375 3 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","135","1957","112320","1476059","13.14","5550000","49.4","0.55"
"3-04906-0001","3500 SNYDER AVENUE
Brooklyn, NY 
(40.649197639045, -73.94454343766)","3","11203","40.649219","-73.944431","17","45","856","3110191","3049060001","East Flatbush-Farragut                                                     ","FLATBUSH-EAST","D4-ELEVATOR","126","1957","115900","973560","8.4","3210000","27.7","3-03806-0017","469 PENNSYLVANIA AVENUE
Brooklyn, NY 
(40.665820743186, -73.894284007127)","EAST NEW YORK","C1-WALK-UP","16","1930","14784","179675","12.15","507000","34.3","2.9","3-03806-0019","463 PENNSYLVANIA AVENUE
Brooklyn, NY 
(40.665967661395, -73.894322485706)","EAST NEW YORK","C1-WALK-UP","16","1930","14784","179675","12.15","507000","34.3","2.9"
"3-02431-0015","154 3 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","3",,,,,,,,,,"WILLIAMSBURG-SOUTH","C6-WALK-UP","36","1915","24600","197538","8.03","558000","22.68","3-02394-0020","258 GRAND STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","WILLIAMSBURG-SOUTH","C1-WALK-UP","23","1910","25839","210329","8.14","646000","25","0.15","3-02437-0028","355 4 STREET
Brooklyn, NY 
(40.671533058771, -73.982359050724)","WILLIAMSBURG-SOUTH","C1-WALK-UP","16","1927","12000","102987","8.58","339000","28.3","0.45"
"3-05418-0049","345 WEBSTER AVENUE
Brooklyn, NY 
(40.633795517135, -73.968855372314)","3","11230","40.633862","-73.968691","14","40","482","3127761","3054180049","Flatbush                                                                   ","OCEAN PARKWAY-NORTH","D4-ELEVATOR","145","1959","158230","1511097","9.55","5110000","32.3","3-05389-0034","470 OCEAN PARKWAY
Brooklyn, NY 
(40.636977129644, -73.973195403096)","OCEAN PARKWAY-NORTH","D1-ELEVATOR","72","1931","72600","612202","8.43","2020000","27.8","0.35","3-05425-0001","340 WEBSTER AVENUE
Brooklyn, NY 
(40.633683901582, -73.968952818889)","OCEAN PARKWAY-NORTH","D1-ELEVATOR","80","1956","87411","735049","8.41","2420000","27.7","0.05"
"3-08721-0360","3131 BRIGHTON 13 STREET
Brooklyn, NY 
(40.578653658105, -73.956416161638)","3","11235","40.577071","-73.956701","13","48","61002","3245725","3087210360","Brighton Beach                                                             ","BRIGHTON BEACH","D4-ELEVATOR","383","1962","404149","5532800","13.69","21900000","54","3-07052-0034","2966 28 STREET
Brooklyn, NY 
(40.57390130989, -73.994030962075)","CONEY ISLAND","D6-ELEVATOR","333","1970","453758","5347513","11.78","15100000","33.3","2.05","3-07055-0013","2950 24 STREET
Brooklyn, NY 
(40.574797359265, -73.990957409813)","CONEY ISLAND","D1-ELEVATOR","360","1972","380000","5274348","13.88","14900000","39.2","1.85"
"3-00302-0058","205 WARREN STREET
Brooklyn, NY 
(40.687210474159, -73.995071267707)","3","11201","40.687165","-73.994999","6","39","45","3003292","3003020058","Carroll Gardens-Columbia Street-Red Hook                                   ","COBBLE HILL","C6-WALK-UP","27","1901","33000","671550","20.35","3000000","91","3-02102-0008","249 CUMBERLAND STREET
Brooklyn, NY 
(40.688219465551, -73.972797451682)","FORT GREENE","D1-ELEVATOR","70","1928","38742","849916","21.94","3800000","98","1.15","3-01093-0038","150 PROSPECT PARK
Brooklyn, NY 
(40.7005649454, -73.985264658099)","PARK SLOPE","D1-ELEVATOR","30","1921","35298","788262","22.33","3520000","100","1.8"
"3-05889-0014","138 71 STREET
Brooklyn, NY 
(40.635227613417, -74.031124072862)","3",,,,,,,,,,"BAY RIDGE","D4-ELEVATOR","84","1950","108000","1519560","14.07","6020000","56","3-06104-0004","9303 SHORE ROAD
Brooklyn, NY 
(42.433188999772, -78.748646000413)","BAY RIDGE","D1-ELEVATOR","70","1957","81200","1059393","13.05","3980000","49","1.2","3-07011-0011","2828 29 STREET
Brooklyn, NY 
(40.57556180854, -73.995427869962)","CONEY ISLAND","D1-ELEVATOR","122","1972","102000","1538672","15.09","4350000","42.6","4.45"
"3-01181-0055","321 EASTERN PARKWAY
Brooklyn, NY 
(40.670928665677, -73.958115619028)","3","11238","40.670735","-73.958306","8","35","217","3029661","3011810055","Crown Heights North                                                        ","CROWN HEIGHTS","C6-WALK-UP","20","1920","20240","312910","15.46","1270000","63","3-01178-0075","505 LINCOLN PLACE
Brooklyn, NY 
(40.671963251969, -73.959568191482)","CROWN HEIGHTS","C1-WALK-UP","30","1920","25556","395141","15.46","1210000","47.3","0.05","3-01085-0037","94 PROSPECT PARK
Brooklyn, NY 
(40.700601192899, -73.986670164593)","PARK SLOPE","C1-WALK-UP","30","1920","21195","317172","14.96","1260000","59","0.95"
"3-01172-0001","35 EASTERN PARKWAY
Brooklyn, NY 
(40.67307628016, -73.967457038043)","3","11238","40.673011","-73.967624","8","35","207","3029351","3011720001","Prospect Heights                                                           ","PROSPECT HEIGHTS","D4-ELEVATOR","70","1961","35160","662414","18.84","2690000","77","3-00242-0018","191 HICKS STREET
Brooklyn, NY 
(40.695860194821, -73.995523572853)","BROOKLYN HEIGHTS","D9-ELEVATOR","19","1920","24528","401914","16.39","1630000","66","2.05","3-00268-0039","54 LIVINGSTON STREET
Brooklyn, NY 
(40.691755872569, -73.992085899688)","BROOKLYN HEIGHTS","D9-ELEVATOR","32","1900","21040","396484","18.84","1610000","77","1.8"
"3-06754-0052","1485 16 STREET
Brooklyn, NY 
(40.613493917352, -73.958194223071)","3",,,,,,,,,,"MIDWOOD","D4-ELEVATOR","54","1938","56892","682965","12","2410000","42.4","3-08470-1018","5905 STRICKLAND AVENUE
Brooklyn, NY 
(40.609047457105, -73.914120999897)","MILL BASIN","D9-ELEVATOR","98","2000","107569","4433111","41.2","22300000","207","2.15",,,,,,,,,,,,
"3-05071-0034","68 STRATFORD ROAD
Brooklyn, NY 
(40.647237801521, -73.969390605214)","3","11218","40.647389","-73.969395","14","40","506","3116323","3050710034","Flatbush                                                                   ","FLATBUSH-CENTRAL","C6-WALK-UP","12","1931","20320","217424","10.7","735000","36.2","3-05670-0047","1379 54 STREET
Brooklyn, NY 
(40.631225672155, -73.993284116546)","BOROUGH PARK","C7-WALK-UP","11","1916","22500","359607","15.98","1460000","65","1.65","3-05024-0063","526 FLATBUSH AVENUE
Brooklyn, NY 
(40.661320254035, -73.961214173092)","FLATBUSH-LEFFERTS GARDEN","C1-WALK-UP","16","1931","7596","127812","16.83","520000","68","1.05"
"3-05453-0018","1528 49 STREET
Brooklyn, NY 
(40.631942191024, -73.987077345632)","3","11219","40.631895","-73.986951","12","44","236","3129134","3054530018","Borough Park                                                               ","BOROUGH PARK","D4-ELEVATOR","64","1939","70800","635784","8.98","2100000","29.7","3-05670-0047","1379 54 STREET
Brooklyn, NY 
(40.631225672155, -73.993284116546)","BOROUGH PARK","C7-WALK-UP","11","1916","22500","359607","15.98","1460000","65","0.35","3-05024-0063","526 FLATBUSH AVENUE
Brooklyn, NY 
(40.661320254035, -73.961214173092)","FLATBUSH-LEFFERTS GARDEN","C1-WALK-UP","16","1931","7596","127812","16.83","520000","68","2.45"
"3-06141-0074","293 DAHLGREN PLACE
Brooklyn, NY 
(40.613199977537, -74.027345669771)","3","11228","40.613107","-74.027431","10","43","152","3156218","3061410074","Dyker Heights                                                              ","BAY RIDGE","C6-WALK-UP","17","1926","11640","143114","12.3","538000","46.2","3-06117-0040","367 96 STREET
Brooklyn, NY 
(40.615754851325, -74.03230100279)","BAY RIDGE","C1-WALK-UP","24","1926","16000","226912","14.18","900000","56","0.3","3-06134-0007","9901 3 AVENUE
Brooklyn, NY 
(42.433188999772, -78.748646000413)","BAY RIDGE","C7-WALK-UP","27","1929","19600","275361","14.05","1090000","56","0.4"
"3-08808-0059","3221 EMMONS AVENUE
Brooklyn, NY 
(40.584331740779, -73.932000283479)","3","11235","40.584259","-73.93187","15","48","622","3247956","3088080059","Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             ","SHEEPSHEAD BAY","D4-ELEVATOR","172","1960","161000","2178330","13.53","8190000","51","3-07235-0001","2612 WEST STREET
Brooklyn, NY 
(40.586035845351, -73.969409550361)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","240","1951","194880","2710993","13.91","9560000","49.1","2","3-07179-0058","2375 3 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","135","1957","112320","1476059","13.14","5550000","49.4","1.9"
