"manhattan_cooperatives_comparable_properties_boro_block_lot","manhattan_cooperatives_comparable_properties_address","borough","postcode","latitude","longitude","community_board","community_council","census_tract","bin","bbl","nta","manhattan_cooperatives_comparable_properties_neighborhood","manhattan_cooperatives_comparable_properties_building_classification","manhattan_cooperatives_comparable_properties_total_units","manhattan_cooperatives_comparable_properties_year_built","manhattan_cooperatives_comparable_properties_gross_sqft","manhattan_cooperatives_comparable_properties_est_gross_income","manhattan_cooperatives_comparable_properties_gross_income_per_sqft","manhattan_cooperatives_comparable_properties_full_market_value","manhattan_cooperatives_comparable_properties_market_value_per_sqft","comparable_rental_1_boro_block_lot","comparable_rental_1_address","comparable_rental_1_neighborhood","comparable_rental_1_building_classification","comparable_rental_1_total_units","comparable_rental_1_year_built","comparable_rental_1_gross_sqft","comparable_rental_1_est_gross_income","comparable_rental_1_gross_income_per_sqft","comparable_rental_1_full_market_value","comparable_rental_1_market_value_per_sqft","comparable_rental_1_dist_from_coop_in_miles","comparable_rental_2_boro_block_lot","comparable_rental_2_address","comparable_rental_2_neighborhood","comparable_rental_2_building_classification","comparable_rental_2_total_units","comparable_rental_2_year_built","comparable_rental_2_gross_sqft","comparable_rental_2_est_gross_income","comparable_rental_2_gross_income_per_sqft","comparable_rental_2_full_market_value","comparable_rental_2_market_value_per_sqft","comparable_rental_2_dist_from_coop_in_miles"
"1-01451-0023","1461 1 AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","1","10075","40.770489","-73.954052","8","5","134","1045174","1014510023","Lenox Hill-Roosevelt Island                                                ","UPPER EAST SIDE (59-79)","D4-ELEVATOR","218","1963","217143","6625032","30.5","32100000","148","1-01410-0033","1308 3 AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (59-79)","D6-ELEVATOR","114","1962","181549","5539920","30.5","26800000","148","0.25","1-01425-0001","1213 3 AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (59-79)","D6-ELEVATOR","201","1961","265980","9743446","36.6","49000000","184","0.35"
"1-01507-0013","19 95 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"UPPER EAST SIDE (79-96)","D4-ELEVATOR","13","1921","16800","521900","31.1","2530000","151","1-01529-0015","227 83 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (79-96)","D9-ELEVATOR","31","1925","15376","480094","31.2","2330000","152","0.7","1-01530-0017","239 84 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (79-96)","D7-ELEVATOR","43","1930","16334","565381","34.6","2840000","174","0.7"
"1-02009-0033","100 141 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"HARLEM-CENTRAL","D4-ELEVATOR","56","1920","65036","882538","13.57","2490000","38.3","1-02026-0029","2400 ADAM
Manhattan, NY 
(40.749883999647, -73.987976999939)","HARLEM-CENTRAL","D7-ELEVATOR","57","1905","58569","829163","14.16","3290000","56","0.15","1-02053-0033","317 EDGECOMBE AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","HARLEM-CENTRAL","D1-ELEVATOR","118","1930","54654","708811","12.97","2660000","48.7","0.55"
"1-02179-0112","115 CABRINI BOULEVARD
Manhattan, NY 
(40.749883999647, -73.987976999939)","1","10033","40.852284","-73.93988","12","10","273","1064344","1021790112","Washington Heights North                                                   ","WASHINGTON HEIGHTS UPPER","D4-ELEVATOR","39","1927","39708","520000","13.1","1950000","49.1","1-01990-0010","21 CLAREMONT AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","MORNINGSIDE HEIGHTS","D3-ELEVATOR","51","1910","58750","831383","14.15","3300000","56","3.3","1-01990-0053","454 RIVERSIDE DRIVE
Manhattan, NY 
(40.749883999647, -73.987976999939)","MORNINGSIDE HEIGHTS","D3-ELEVATOR","39","1911","46922","644352","13.73","2550000","54","3.3"
"1-01894-0031","390 RIVERSIDE DRIVE
Manhattan, NY 
(40.749883999647, -73.987976999939)","1","10025","40.805442","-73.967418","9","7","199","1057323","1018940031","Morningside Heights                                                        ","UPPER WEST SIDE (96-116)","D4-ELEVATOR","108","1924","157300","2851849","18.13","11600000","74","1-01891-0026","915 END AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER WEST SIDE (96-116)","D3-ELEVATOR","94","1923","118591","2140708","18.05","8710000","73","0.35","1-01893-0003","362 RIVERSIDE DRIVE
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER WEST SIDE (96-116)","D3-ELEVATOR","44","1905","124458","2265392","18.2","9210000","74","0.15"
"1-01993-0094","3165 BROADWAY
Manhattan, NY 
(40.749883999647, -73.987976999939)","1","10027","40.814684","-73.959036","9","7","211","1076685","1019930094","Morningside Heights                                                        ","MORNINGSIDE HEIGHTS","C6-WALK-UP","24","1920","19504","468096","24","2090000","107","1-01977-0036","1274 AMSTERDAM AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","MORNINGSIDE HEIGHTS","C7-WALK-UP","12","1905","10824","343567","31.7","1660000","153","0.2","1-01977-0048","530 123 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","MORNINGSIDE HEIGHTS","C4-WALK-UP","11","1901","12775","261624","20.48","1170000","92","0.2"
"1-01844-0033","482 CENTRAL PARK
Manhattan, NY 
(40.749883999647, -73.987976999939)","1","10000","40.782295","-73.965126","64","6","143","1000000","1011110001","park-cemetery-etc-Manhattan                                                ","MANHATTAN VALLEY","D4-ELEVATOR","68","1900","54824","1089901","19.88","4870000","89","1-01840-0003","77 104 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","MANHATTAN VALLEY","D6-ELEVATOR","26","1926","32981","620239","18.81","2520000","76","0.2","1-01843-0020","152 MANHATTAN AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","MANHATTAN VALLEY","D3-ELEVATOR","81","1900","75164","1574013","20.94","4450000","59","0.05"
"1-01494-0032","960 PARK AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","1","10028","40.777853","-73.959438","8","4","142","1046759","1014940032","Upper East Side-Carnegie Hill                                              ","UPPER EAST SIDE (79-96)","D4-ELEVATOR","32","1915","112078","3665000","32.7","17800000","159","1-01496-0021","1125 MADISON AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (79-96)","D6-ELEVATOR","41","1922","113052","4215336","37.3","21200000","188","0.1","1-01515-0007","103 86 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (79-96)","D6-ELEVATOR","52","1914","91260","2570113","28.2","12500000","137","0.25"
"1-01183-0037","310 72 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"UPPER WEST SIDE (59-79)","D4-ELEVATOR","123","1925","143554","4364041","30.4","21100000","147","1-00850-0039","268 PARK AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","FLATIRON","D6-ELEVATOR","83","1927","99750","3057000","30.6","14800000","148","2.75","1-01128-0001","321 COLUMBUS AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER WEST SIDE (59-79)","D7-ELEVATOR","95","1900","111854","2750823","24.59","12300000","110","0.55"
"1-01065-0021","419 55 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"CLINTON","D4-ELEVATOR","24","1911","31000","682000","22","3050000","98","1-01053-0044","414 44 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","CLINTON","D1-ELEVATOR","52","1930","33250","702447","21.13","3140000","94","0.6","1-01053-0018","433 43 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","CLINTON","D9-ELEVATOR","34","1900","26009","639124","24.57","2860000","110","0.6"
"1-01120-0017","17 67 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"UPPER WEST SIDE (59-79)","D4-ELEVATOR","73","1930","61568","2025587","32.9","9810000","159","1-01126-0038","8 74 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER WEST SIDE (59-79)","D1-ELEVATOR","86","1941","71890","2164607","30.1","10500000","146","0.3","1-00850-0064","12 22 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","FLATIRON","D5-ELEVATOR","87","1911","78646","2552000","32.4","12400000","158","2.4"
"1-01533-0122","235 87 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"UPPER EAST SIDE (79-96)","D4-ELEVATOR","139","1962","148031","4885023","33","23700000","160","1-01577-0001","1520 YORK AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (79-96)","D6-ELEVATOR","272","1972","281902","10279371","36.5","51700000","183","0.55","1-01581-0049","1596 YORK AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (79-96)","D8-ELEVATOR","237","1968","241983","7337151","30.3","35500000","147","0.45"
"1-01046-0054","342 56 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"MIDTOWN WEST","D4-ELEVATOR","42","1930","28034","700000","24.97","3130000","112","1-01007-0051","140 55 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","MIDTOWN WEST","D7-ELEVATOR","36","1912","26496","634315","23.94","2830000","107","0.35","1-01026-0029","842 7 AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","MIDTOWN WEST","D9-ELEVATOR","27","1910","25248","743254","29.4","3600000","143","0.2"
"1-00575-0057","13 11 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"GREENWICH VILLAGE-CENTRAL","D4-ELEVATOR","48","1923","51113","1721996","33.7","8340000","163","1-00764-0051","222 15 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","CHELSEA","D9-ELEVATOR","64","1928","38330","1339000","34.9","6730000","176","0.4","1-00575-0077","55 11 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","GREENWICH VILLAGE-CENTRAL","D9-ELEVATOR","88","1924","63943","2074804","32.4","10100000","158","0"
"1-01882-0051","528 111 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"UPPER WEST SIDE (96-116)","D4-ELEVATOR","41","1910","53085","900321","16.96","3660000","69","1-01878-0042","220 107 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER WEST SIDE (96-116)","D1-ELEVATOR","61","1925","50820","850336","16.73","3460000","68","0.2","1-01880-0029","976 AMSTERDAM AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER WEST SIDE (96-116)","D7-ELEVATOR","50","1915","51080","877668","17.18","3570000","70","0.1"
"1-01209-0146","36 96 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"UPPER WEST SIDE (79-96)","C6-WALK-UP","11","1910","5355","114061","21.3","510000","95","1-01673-0052","1976 2 AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","HARLEM-EAST","C7-WALK-UP","17","1900","9700","206856","21.33","924000","95","1.25","1-01250-0045","312 89 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER WEST SIDE (79-96)","C5-WALK-UP","20","1900","12008","366108","30.5","1770000","147","0.6"
"1-00640-0012","380 12 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"GREENWICH VILLAGE-WEST","D0-ELEVATOR","53","1939","100320","3210240","32","15600000","156","1-00643-0001","521 WEST STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","GREENWICH VILLAGE-WEST","D5-ELEVATOR","279","1930","389376","13833908","35.5","69600000","179","0.1","1-00610-0060","1 CHRISTOPHER STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","GREENWICH VILLAGE-WEST","D6-ELEVATOR","134","1931","102354","3835244","37.5","19300000","189","0.5"
"1-00894-0006","105 38 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"MURRAY HILL","D4-ELEVATOR","27","1924","23944","723587","30.2","3510000","147","1-00918-0007","207 37 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","MURRAY HILL","D9-ELEVATOR","35","1925","36020","1069133","29.7","5180000","144","0.2","1-00897-0008","207 15 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","GRAMERCY","D9-ELEVATOR","61","1930","29088","894859","30.8","4340000","149","1.15"
"1-01516-0069","1075 PARK AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","1","10128","40.781332","-73.956345","8","4","14802","1048067","1015160069","Upper East Side-Carnegie Hill                                              ","UPPER EAST SIDE (79-96)","D4-ELEVATOR","59","1922","142368","4840512","34","24300000","171","1-01509-0006","107 80 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (79-96)","D3-ELEVATOR","33","1925","52272","1891597","36.2","9510000","182","0.35","1-01513-0070","1009 PARK AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (79-96)","D9-ELEVATOR","28","1924","63167","1992742","31.5","9650000","153","0.15"
"1-01525-0019","237 79 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"UPPER EAST SIDE (79-96)","D4-ELEVATOR","17","1970","10000","310000","31","1500000","150","1-01522-0158","1442 LEXINGTON AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (79-96)","D7-ELEVATOR","17","1920","15596","514085","33","2490000","160","0.75","1-01529-0015","227 83 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (79-96)","D9-ELEVATOR","31","1925","15376","480094","31.2","2330000","152","0.2"
"1-01200-0031","261 CENTRAL PARK
Manhattan, NY 
(40.749883999647, -73.987976999939)","1","10000","40.782295","-73.965126","64","6","143","1000000","1011110001","park-cemetery-etc-Manhattan                                                ","UPPER WEST SIDE (79-96)","D4-ELEVATOR","91","1927","238548","6016180","25.2","26900000","113","1-01244-0072","441 END AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER WEST SIDE (79-96)","D5-ELEVATOR","103","1926","240040","5094264","21.22","22800000","95","0.55","1-01230-0043","2290 BROADWAY
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER WEST SIDE (79-96)","D6-ELEVATOR","125","1924","165452","4541076","27.4","22000000","133","0.35"
"1-01388-0068","927 5 AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","1","10021","40.773526","-73.966242","8","4","130","1041523","1013880068","Upper East Side-Carnegie Hill                                              ","UPPER EAST SIDE (59-79)","D4-ELEVATOR","13","1917","90881","2801861","30.8","13600000","150","1-01336-0040","310 44 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","MIDTOWN EAST","D9-ELEVATOR","328","1929","206598","6366358","30.8","30800000","149","1.6","1-01547-0043","320 85 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (79-96)","D3-ELEVATOR","40","1925","19990","616298","30.8","2990000","150","0.8"
"1-01585-0018","531 88 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"UPPER EAST SIDE (79-96)","D4-ELEVATOR","26","1905","25800","895002","34.7","4500000","174","1-01453-0035","334 79 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (59-79)","D9-ELEVATOR","46","1920","27124","940859","34.7","4730000","174","0.6","1-00617-0036","234 13 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","GREENWICH VILLAGE-WEST","D7-ELEVATOR","42","1890","26377","946019","35.9","4760000","180","4"
"1-00893-0041","560 3 AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","1","10016","40.747679","-73.976711","6","4","80","1019099","1008930041","Murray Hill-Kips Bay                                                       ","MURRAY HILL","D4-ELEVATOR","272","1975","329706","10682474","32.4","51800000","157","1-00884-0048","402 3 AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","MURRAY HILL","D6-ELEVATOR","150","1974","137628","4658342","33.8","22600000","164","0.45","1-00889-0068","120 34 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","MURRAY HILL","D6-ELEVATOR","282","1962","310860","9589498","30.8","46500000","150","0.2"
"1-00331-0001","504 GRAND STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1","10002","40.714672","-73.982328","3","1","12","1004064","1003310001","Lower East Side                                                            ","LOWER EAST SIDE","D4-ELEVATOR","240","1929","216200","5621200","26","27200000","126","1-00412-0008","186 ORCHARD STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","LOWER EAST SIDE","D6-ELEVATOR","22","1930","12225","326200","26.7","1580000","129","0.55","1-00424-0028","139 CHRYSTIE STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","LOWER EAST SIDE","D7-ELEVATOR","11","1900","10960","285093","26","1380000","126","0.65"
"1-01372-0062","25 SUTTON PLACE
Manhattan, NY 
(40.749883999647, -73.987976999939)","1","10022","40.758162","-73.960078","6","5","10601","1040744","1013720062","Turtle Bay-East Midtown                                                    ","MIDTOWN EAST","D4-ELEVATOR","14","1928","63000","1890000","30","9160000","145","1-00887-0014","121 31 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","MURRAY HILL","D3-ELEVATOR","96","1930","58321","1940756","33.3","9400000","161","1.35","1-00916-0001","525 3 AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","MURRAY HILL","D6-ELEVATOR","93","1928","76024","2039252","26.8","9880000","130","1.1"
"1-01514-0008","111 85 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"UPPER EAST SIDE (79-96)","D4-ELEVATOR","162","1971","211406","6342180","30","30700000","145","1-01577-0001","1520 YORK AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (79-96)","D6-ELEVATOR","272","1972","281902","10279371","36.5","51700000","183","0.65","1-01581-0049","1596 YORK AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (79-96)","D8-ELEVATOR","237","1968","241983","7337151","30.3","35500000","147","0.6"
"1-01211-0042","118 81 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"UPPER WEST SIDE (79-96)","C6-WALK-UP","11","1900","6150","174537","28.4","846000","138","1-01195-0062","76 82 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER WEST SIDE (79-96)","C1-WALK-UP","12","1900","14065","399100","28.4","1930000","137","0.2","1-01196-0046","28 83 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER WEST SIDE (79-96)","C5-WALK-UP","30","1900","17755","474216","26.7","2300000","130","0.2"
"1-02110-0063","2087 AMSTERDAM AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","1","10032","40.83677","-73.939168","12","10","24301","1062618","1021100063","Washington Heights South                                                   ","WASHINGTON HEIGHTS LOWER","C6-WALK-UP","15","1915","15200","266912","17.56","754000","49.6","1-02132-0072","511 175 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","WASHINGTON HEIGHTS LOWER","C1-WALK-UP","20","1907","15108","265223","17.56","1080000","71","0.65","1-02119-0050","515 160 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","WASHINGTON HEIGHTS LOWER","C1-WALK-UP","20","1910","15370","187000","12.17","703000","45.7","0.2"
"1-00421-0075","46 RIVINGTON STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1","10002","40.720862","-73.990923","3","1","3601","1005610","1004210075","Chinatown                                                                  ","LOWER EAST SIDE","C6-WALK-UP","24","1920","18120","416760","23","1180000","65","1-00344-0073","202 RIVINGTON STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","LOWER EAST SIDE","C7-WALK-UP","36","1920","19442","444397","22.86","1990000","102","0.45","1-00413-0049","75 ORCHARD STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","LOWER EAST SIDE","C7-WALK-UP","37","1910","18445","418227","22.67","1870000","101","0.25"
"1-00376-0016","248 7 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"ALPHABET CITY","C6-WALK-UP","12","1928","11802","389466","33","1890000","160","1-00372-0039","11 AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","ALPHABET CITY","C7-WALK-UP","19","1900","14400","519281","36.1","2610000","181","0.2","1-00377-0045","93 AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","ALPHABET CITY","D7-ELEVATOR","24","1900","14604","485863","33.3","2350000","161","0.05"
"1-01418-0001","1071 3 AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","1","10065","40.764147","-73.964677","8","4","110","1043861","1014180001","Lenox Hill-Roosevelt Island                                                ","UPPER EAST SIDE (59-79)","D4-ELEVATOR","138","1963","158500","4953100","31.2","24000000","151","1-01410-0033","1308 3 AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (59-79)","D6-ELEVATOR","114","1962","181549","5539920","30.5","26800000","148","0.6","1-01418-0011","225 63 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (59-79)","D6-ELEVATOR","152","1962","105282","3718136","35.3","18700000","178","0"
