"loccode","prek_type","borough","locname","note","phone","address","zip","day_length","seats","spcoordx","spcoordy","email","website","meals","indoor_outdoor","extended_day","sems_code","latitude","longitude","community_board","community_council","census_tract","bin","bbl","nta"
"K184","DOE","K","P.S. 184 Newport",,"718-495-7775","273 Newport St","11212","1","72","1010622","179822","llinder@schools.nyc.gov","http://schools.nyc.gov/schoolportals/23/k184","2","3","3","23K184","40.659966","-73.904901","16","42","918","3082391","3036060001","Brownsville                                                                "
"K186","DOE","K","P.S. 186 Dr. Irving A Gladstone",,"718-236-7071","7601 19 Ave","11214","1","18","985747","161927","bcadotte@schools.nyc.gov","http://ps186.com","5","9","3","20K186","40.611483","-73.994677","11","47","274","3160923","3062390001","Bensonhurst West                                                           "
"K188","DOE","K","P.S. 188 Michael E Berdy",,"718-265-7580","3314 Neptune Ave","11224","1","36","984106","149472","agreen31@schools.nyc.gov","http://schools.nyc.gov/schoolportals/21/k188","3","3","3","21K188","40.577217","-74.000194","13","47","328","3188726","3070060001","Seagate-Coney Island                                                       "
"K190","DOE","K","P.S. 190 Sheffield",,"718-346-8780","590 Sheffield Ave","11207","1","18","1013461","180625","ssantiago11@schools.nyc.gov","http://schools.nyc.gov/schoolportals/19/k190","2","3","3","19K190","40.662326","-73.894441","5","42","1128","3085491","3038380018","East New York (Pennsylvania Ave)                                           "
"K191","DOE","K","P.S. 191 Paul Robeson",,"718-756-1206","1600 Park Pl","11233","1","18","1005274","184040","ecapolo@schools.nyc.gov","http://schools.nyc.gov/schoolportals/17/k191","2","3","3","17K191","40.672005","-73.924329","8","41","359","3036635","3013750012","Crown Heights North                                                        "
"K192","DOE","K","P.S. 192 - The Magnet School For Math And Science Inquiry",,"718-633-3061","4715 18 Ave","11204","1","46","989832","168445","lisaac@schools.nyc.gov","http://ps-is192.org/","3","3","3","20K192","40.629303","-73.979995","12","44","476","3128909","3054450001","Borough Park                                                               "
"K193","DOE","K","P.S. 193 Gil Hodges",,"718-338-9011","2515 Ave L","11210","1","18","998056","165816","TBackof@schools.nyc.gov","http://gilhodgesschool.wix.com/ps193","3","3","3","22K193","40.621507","-73.950473","14","45","754","3208461","3076250001","Midwood                                                                    "
"K194","DOE","K","P.S. 194 Raoul Wallenberg",,"718-648-8804","3117 Ave W","11229","1","36","1002569","156858","mzissle@schools.nyc.gov","http://schools.nyc.gov/schoolportals/22/k194","2","3","3","22K194","40.596757","-73.933499","15","46","570","3201629","3073930001","Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             "
"K195","DOE","K","P.S. 195 Manhattan Beach",,"718-648-9102","131 Irwin St","11235","1","18","999917","150530","btoomey@schools.nyc.gov","http://schools.nyc.gov/schoolportals/22/k195","2","1","3","22K195","40.579451","-73.943819","15","48","620","3246519","3087520035","Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             "
"K196","DOE","K","P.S. 196 Ten Eyck",,"718-497-0139","207 Bushwick Ave","11206","1","46","1000961","197506","mrodriguez3@schools.nyc.gov","http://schools.nyc.gov/schoolportals/14/k196","3","3","3","14K196","40.708723","-73.940002","1","34","485","3071024","3030460001","Bushwick South                                                             "
"K197","DOE","K","P.S. 197 - The Kings Highway Academy",,"718-377-7890","1599 East 22 St","11210","1","72","997690","162462","rnicole@schools.nyc.gov","http://schools.nyc.gov/schoolportals/22/k197","2","3","3","22K197","40.612623","-73.951906","14","48","546","3182169","3067690018","Midwood                                                                    "
"K198","DOE","K","P.S. 198 Brooklyn",,"718-282-4920","4105 Farragut Rd","11210","1","36","1001725","171434","jmorgan2@schools.nyc.gov","http://schools.nyc.gov/schoolportals/22/k198","2","3","3","22K198","40.63694","-73.937339","17","45","836","3113388","3049880066","East Flatbush-Farragut                                                     "
"K199","DOE","K","P.S. 199 Frederick Wachtel",,"718-339-1422","1100 Elm Ave","11230","1","36","994497","163891","21k199@schools.nyc.gov","http://schools.nyc.gov/schoolportals/21/k199","2","3","3","21K199","40.616632","-73.963476","14","48","768","3180761","3067400025","Midwood                                                                    "
"K200","DOE","K","P.S. 200 Benson School",,"718-236-5466","1940 Benson Ave","11214","1","36","983788","158980","jmuniz@schools.nyc.gov","http://schools.nyc.gov/schoolportals/20/k200","2","1","3","20K200","40.603188","-74.001408","11","43","282","3167818","3064070008","Bath Beach                                                                 "
"K229","DOE","K","P.S. 229 Dyker",,"718-236-5447","1400 Benson Ave","11228","1","30","980558","161737","rzappul@schools.nyc.gov","http://ps229.org","2","3","3","20K229","40.610963","-74.013376","11","43","170","3167212","3063910024","Bath Beach                                                                 "
"K202","DOE","K","P.S. 202 Ernest S Jenkyns",,"718-649-7880","982 Hegeman Ave","11208","1","54","1018510","181996","mspence6@schools.nyc.gov","http://schools.nyc.gov/schoolportals/19/k202","2","3","3","19K202","40.666417","-73.876563","5","42","1116","3098664","3044770001","East New York                                                              "
"KABC","NYCEEC","K","Bais Sarah School",,"718-871-7571","6101 16 Ave","11204","1","60","986288","166574","baissarahupk@verizon.net",,"5","9","3","20KABC","40.624186","-73.99263","11","44","248","3132384","3055240001","Bensonhurst West                                                           "
"K203","DOE","K","P.S. 203 Floyd Bennett School",,"718-241-8488","5101 Ave M","11234","1","126","1004878","165792","lesposi3@schools.nyc.gov","http://schools.nyc.gov/schoolportals/22/k203","2","3","3","22K203","40.621436","-73.925989","18","46","680","3218626","3078490001","Flatlands                                                                  "
"K204","DOE","K","P.S. 204 Vince Lombardi",,"718-236-2906","8101 15 Ave","11228","1","36","982425","162902","jlogosso@schools.nyc.gov","http://schools.nyc.gov/schoolportals/20/k204","5","9","3","20K204","40.614159","-74.006638","11","43","184","3163702","3062940001","Bensonhurst West                                                           "
"K205","DOE","K","P.S. 205 Clarion",,"718-236-2380","6701 20 Ave","11204","1","54","987836","163315","bgrater@schools.nyc.gov","http://schools.nyc.gov/schoolportals/20/k205","2","3","3","20K205","40.61527","-73.987149","11","47","256","3134749","3055710001","Bensonhurst West                                                           "
"K206","DOE","K","P.S. 206 Joseph F Lamb",,"718-743-5598","2200 Gravesend Nck Rd","11229","1","36","998543","156874","jhom42@schools.nyc.gov","http://schools.nyc.gov/schoolportals/22/k206","2","3","3","22K206","40.597369","-73.948946","15","48","59401","3201080","3073810201","Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             "
"K207","DOE","K","P.S. 207 Elizabeth G Leary",,"718-645-8667","4011 Fillmore Ave","11234","1","36","1003637","162866","mbosco@schools.nyc.gov","http://schools.nyc.gov/schoolportals/22/k207","2","3","3","22K207","40.613353","-73.930129","18","46","652","3239388","3084840001","Georgetown-Marine Park-Bergen Beach-Mill Basin                             "
"KAOQ","NYCEEC","K","Yeshiva Of Kings Bay",,"718-646-8500","2611 Ave Z","11235","3","18","1000029","154006","myz@ykb.us",,"5","9","3","22KAOQ","40.589179","-73.943404","15","48","596","3204595","3074420011","Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             "
"K208","DOE","K","P.S. 208 Elsa Ebeling",,"718-629-1670","4801 Ave D","11203","1","36","1003436","173291","NRenville@schools.nyc.gov","http://schools.nyc.gov/schoolportals/18/k208","2","3","3","18K208","40.642031","-73.931151","17","45","840","3105680","3047690025","East Flatbush-Farragut                                                     "
"K209","DOE","K","P.S. 209 Margaret Mead",,"718-743-1954","2609 East 7 St","11235","1","36","994897","153044","flocurc@schools.nyc.gov","http://schools.nyc.gov/schoolportals/21/k209","2","3","3","21K209","40.586845","-73.96198","13","48","370","3196224","3072440001","Brighton Beach                                                             "
"K212","DOE","K","P.S. 212 Lady Deborah Moody",,"718-266-4841","87 Bay 49 St","11214","1","54","988250","153341","jmarsel@schools.nyc.gov","http://schools.nyc.gov/schoolportals/21/k212","2","3","3","21K212","40.587616","-73.985948","13","47","314","3187407","3069170001","Gravesend                                                                  "
"K213","DOE","K","P.S. 213 New Lots",,"718-257-4034","580 Hegeman Ave","11207","1","54","1014692","179849","smoise2@schools.nyc.gov","http://schools.nyc.gov/schoolportals/19/k213","3","3","3","19K213","40.66051","-73.890288","5","42","1104","3097334","3043240001","East New York                                                              "
"K214","DOE","K","P.S. 214 Michael Friedsam",,"718-647-1740","2944 Pitkin Ave","11208","1","108","1022233","185689","SMahabi@schools.nyc.gov","http://schools.nyc.gov/schoolportals/19/k214","3","3","3","19K214","40.676513","-73.863151","5","37","1202","3095254","3042430001","Cypress Hills-City Line                                                    "
"K215","DOE","K","P.S. 215 Morris H Weiss",,"718-339-2464","415 Ave S","11223","1","54","992559","158723","above@schools.nyc.gov","http://schools.nyc.gov/schoolportals/21/k215","2","3","3","21K215","40.602084","-73.970013","15","47","41401","3178584","3066810169","Homecrest                                                                  "
"K216","DOE","K","P.S. 216 Arturo Toscanini",,"718-645-2862","350 Ave X","11223","1","102","992663","154348","DNeglia@schools.nyc.gov","http://schools.nyc.gov/schoolportals/21/k216","2","3","3","21K216","40.590564","-73.969964","15","47","37401","3195175","3071960001","Gravesend                                                                  "
"K217","DOE","K","P.S. 217 Colonel David Marcus School",,"718-434-6960","1100 Newkirk Ave","11230","1","54","993573","170160","fconti@schools.nyc.gov","http://schools.nyc.gov/schoolportals/22/k217","2","1","3","22K217","40.63398","-73.966558","14","40","526","3121072","3052320001","Flatbush                                                                   "
"K219","DOE","K","P.S. 219 Kennedy - King",,"718-342-0493","1060 Clarkson Ave","11212","1","72","1005716","179426","wsmith4@schools.nyc.gov","http://schools.nyc.gov/schoolportals/18/k219","2","2","3","18K219","40.659288","-73.922919","17","41","886","3101168","3046480001","Rugby-Remsen Village                                                       "
"K221","DOE","K","P.S. 221 Toussaint L'Ouverture",,"718-756-0122","791 Empire Blvd","11213","1","54","1001983","181168","cmoodie@schools.nyc.gov","http://schools.nyc.gov/schoolportals/17/k221","2","3","3","17K221","40.663701","-73.936049","9","35","355","3038372","3014230014","Crown Heights South                                                        "
"K222","DOE","K","P.S. 222 Katherine R Snyder",,"718-998-4298","3301 Quentin Rd","11234","1","36","1001227","162862","tolivie@schools.nyc.gov","http://schools.nyc.gov/schoolportals/22/k222","2","3","3","22K222","40.613317","-73.938871","18","46","646","3212254","3077060001","Georgetown-Marine Park-Bergen Beach-Mill Basin                             "
"K224","DOE","K","P.S. 224 Hale A Woodruff",,"718-235-3600","757 Wortman Ave","11208","1","54","1021434","181544","gandrews@schools.nyc.gov","http://schools.nyc.gov/schoolportals/19/k224","3","3","3","19K224","40.664075","-73.866092","5","42","1220","3098980","3045300001","East New York                                                              "
