"bronx_cooperatives_comparable_properties_boro_block_lot","bronx_cooperatives_comparable_properties_address","borough","postcode","latitude","longitude","community_board","community_council","census_tract","bin","bbl","nta","bronx_cooperatives_comparable_properties_neighborhood","bronx_cooperatives_comparable_properties_building_classification","bronx_cooperatives_comparable_properties_total_units","bronx_cooperatives_comparable_properties_year_built","bronx_cooperatives_comparable_properties_gross_sqft","bronx_cooperatives_comparable_properties_est_gross_income","bronx_cooperatives_comparable_properties_gross_income_per_sqft","bronx_cooperatives_comparable_properties_full_market_value","bronx_cooperatives_comparable_properties_market_value_per_sqft","comparable_rental_1_boro_block_lot","comparable_rental_1_address","comparable_rental_1_neighborhood","comparable_rental_1_building_classification","comparable_rental_1_total_units","comparable_rental_1_year_built","comparable_rental_1_gross_sqft","comparable_rental_1_est_gross_income","comparable_rental_1_gross_income_per_sqft","comparable_rental_1_full_market_value","comparable_rental_1_market_value_per_sqft","comparable_rental_1_dist_from_coop_in_miles","comparable_rental_2_boro_block_lot","comparable_rental_2_address","comparable_rental_2_neighborhood","comparable_rental_2_building_classification","comparable_rental_2_total_units","comparable_rental_2_year_built","comparable_rental_2_gross_sqft","comparable_rental_2_est_gross_income","comparable_rental_2_gross_income_per_sqft","comparable_rental_2_full_market_value","comparable_rental_2_market_value_per_sqft","comparable_rental_2_dist_from_coop_in_miles"
"2-02461-0045","940 GRAND
Bronx, NY 
(40.825576999979, -73.918448999722)","2",,,,,,,,,,,,"108","1929","145728","1161452","7.97","3000000","20.59","2-02482-0060","691 GERARD AVENUE
Bronx, NY 
(40.823321565846, -73.927439338242)","MELROSE/CONCOURSE","D1-ELEVATOR","60","1929","68800","488326","7.1","1140000","16.57","0.45","2-02455-0001","940 SHERIDAN AVENUE
Bronx, NY 
(40.828108643169, -73.920143033037)","MELROSE/CONCOURSE","D7-ELEVATOR","30","1929","33276","265186","7.97","684000","20.56","0.05"
"2-04840-0023","747 226 STREET
Bronx, NY 
(40.888477635757, -73.85984412188)","2",,,,,,,,,,,,"22","1963","16506","212571","12.88","776000","47","2-02981-0046","1463 HOE AVENUE
Bronx, NY 
(40.832205650046, -73.889767886436)","CROTONA PARK","C1-WALK-UP","22","1925","14400","159490","11.08","496000","34.4","4.15","2-05042-0025","676 NEREID AVENUE
Bronx, NY 
(40.898755050969, -73.855151240604)","WAKEFIELD","C1-WALK-UP","22","1924","17952","208063","11.59","718000","40","0.7"
"2-02962-0044","1409 PROSPECT AVENUE
Bronx, NY 
(40.832306534799, -73.896661017471)","2","10459","40.832348","-73.896625","3","16","151","2010202","2029620044","Morrisania-Melrose                                                         ",,,"11","1904","14175","161878","11.42","379000","26.7","2-02754-0061","1120 BRYANT AVENUE
Bronx, NY 
(40.826822836763, -73.888810796517)","MORRISANIA/LONGWOOD","C4-WALK-UP","11","1910","10030","114601","11.43","395000","39.4","0.6",,,,,,,,,,,,
"2-04319-0015","2186 CRUGER AVENUE
Bronx, NY 
(40.856169805382, -73.866617620992)","2","10462","40.856002","-73.866635","11","13","22403","2049405","2043190015","Pelham Parkway                                                             ",,,"73","1930","70812","737152","10.41","2290000","32.3","2-04319-0045","2157 HOLLAND AVENUE
Bronx, NY 
(40.85510987047, -73.865776406203)","PELHAM PARKWAY SOUTH","D1-ELEVATOR","73","1930","73842","768543","10.41","2390000","32.4","0",,,,,,,,,,,,
"2-04343-0001","2215 CRUGER AVENUE
Bronx, NY 
(40.85816724332, -73.86660543008)","2","10467","40.858285","-73.86658","11","13","330","2093353","2043430001","Bronxdale                                                                  ",,,"168","1952","140662","1703416","12.11","5880000","41.8","2-04633-0001","831 BARTHOLDI STREET
Bronx, NY 
(40.8738024884, -73.862386094326)","BRONXDALE","D1-ELEVATOR","122","1973","127629","1545572","12.11","4410000","34.6","1.1","2-04342-0010","2280 OLINVILLE AVENUE
Bronx, NY 
(40.859362051632, -73.868536757872)","BRONXDALE","D1-ELEVATOR","256","1965","255000","2971510","11.65","10300000","40.4","0.1"
"2-05920-0653","3671 HUDSON MANOR TERRACE
Bronx, NY 
(40.887765742934, -73.915779782582)","2","10463","40.887821","-73.91575","8","11","309","2085874","2059200653","North Riverdale-Fieldston-Riverdale                                        ",,,"185","1963","216720","2947392","13.6","10800000","49.8","2-05760-0112","3424 KINGSBRIDGE AVENUE
Bronx, NY 
(40.882995283021, -73.903440283547)","KINGSBRIDGE/JEROME PARK","D3-ELEVATOR","138","1962","128500","1503878","11.7","5190000","40.4","0.8","2-05903-0283","3611 HENRY HUDSON PARKWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","RIVERDALE","D3-ELEVATOR","123","1951","134000","1833978","13.69","6690000","49.9","0.25"
"2-05803-0960","4410 CAYUGA AVENUE
Bronx, NY 
(40.89149480591, -73.899186749286)","2","10471","40.891743","-73.899177","8","11","351","2084220","2058030960","North Riverdale-Fieldston-Riverdale                                        ",,,"49","1931","59000","678500","11.5","2340000","39.7","2-05795-0537","3555 NETHERLAND AVENUE
Bronx, NY 
(40.886372374526, -73.910726409353)","RIVERDALE","D1-ELEVATOR","55","1939","60792","632713","10.41","1970000","32.4","0.65","2-05791-0388","511 235 STREET
Bronx, NY 
(40.885270655874, -73.907787840625)","RIVERDALE","D7-ELEVATOR","55","1936","64000","814380","12.72","2810000","43.9","0.5"
"2-03237-0067","2630 KINGSBRIDGE TERRACE
Bronx, NY 
(40.870113985558, -73.905599851942)","2","10463","40.869871","-73.905985","7","14","269","2015134","2032370067","Kingsbridge Heights                                                        ",,,"185","1955","200000","2050000","10.25","6370000","31.9","2-03230-0016","1981 SEDGWICK AVENUE
Bronx, NY 
(40.857257370768, -73.916078888922)","KINGSBRIDGE HTS/UNIV HTS","D1-ELEVATOR","225","1952","202600","2472876","12.21","8530000","42.1","0.9","2-03212-0005","2260 DR
Bronx, NY 
(40.825576999979, -73.918448999722)","KINGSBRIDGE HTS/UNIV HTS","D1-ELEVATOR","110","1959","122883","1137080","9.25","3240000","26.4","0.5"
"2-03246-0056","3850 SEDGWICK AVENUE
Bronx, NY 
(40.882672795822, -73.895012697895)","2","10463","40.882693","-73.895039","8","11","409","2015229","2032460056","Van Cortlandt Village                                                      ",,,"122","1955","141055","1489940","10.56","4630000","32.8","2-02880-0115","1655 UNDERCLIFF AVENUE
Bronx, NY 
(40.849390711945, -73.92181057046)","HIGHBRIDGE/MORRIS HEIGHTS","D3-ELEVATOR","125","1967","146286","1160203","7.93","2990000","20.44","2.5","2-03253-0063","2735 SEDGWICK AVENUE
Bronx, NY 
(40.870675595369, -73.902640773202)","KINGSBRIDGE/JEROME PARK","D1-ELEVATOR","124","1922","137495","1744570","12.69","6020000","43.8","0.6"
"2-02375-0029","425 153 STREET
Bronx, NY 
(40.818768553987, -73.915960896417)","2",,,,,,,,,,,,"25","1912","17220","194586","11.3","456000","26.5","2-02615-0050","1239 BOSTON ROAD
Bronx, NY 
(40.830081087931, -73.901721355749)","MORRISANIA/LONGWOOD","C1-WALK-UP","21","1912","15765","177661","11.27","552000","35","1.05","2-02676-0045","806 WESTCHESTER AVENUE
Bronx, NY 
(40.818836733708, -73.903221290396)","MORRISANIA/LONGWOOD","C7-WALK-UP","20","1912","24560","205939","8.39","482000","19.63","0.65"
"2-05783-0300","511 232 STREET
Bronx, NY 
(40.883274372741, -73.909297551151)","2",,,,,,,,,,,,"66","1937","69441","729130","10.5","2270000","32.7","2-05754-0072","222 233 STREET
Bronx, NY 
(40.881010920801, -73.903835583395)","KINGSBRIDGE/JEROME PARK","D1-ELEVATOR","72","1928","66270","695466","10.49","2160000","32.6","0.25","2-05773-0290","275 238 STREET
Bronx, NY 
(40.88556828581, -73.901694586434)","KINGSBRIDGE/JEROME PARK","D1-ELEVATOR","72","1937","71091","846289","11.9","2920000","41.1","0.45"
"2-05953-0240","5900 ARLINGTON AVENUE
Bronx, NY 
(40.907705655725, -73.906621038864)","2","10471","40.908632","-73.906499","8","11","323","2086321","2059530240","North Riverdale-Fieldston-Riverdale                                        ",,,"437","1962","407920","5629296","13.8","20500000","50","2-04342-0010","2280 OLINVILLE AVENUE
Bronx, NY 
(40.859362051632, -73.868536757872)","BRONXDALE","D1-ELEVATOR","256","1965","255000","2971510","11.65","10300000","40.4","3.8","2-05909-0825","630 246 STREET
Bronx, NY 
(40.892304399856, -73.911313521866)","RIVERDALE","D3-ELEVATOR","403","1958","443283","8806810","19.87","38200000","86","1.15"
"2-03295-0033","2830 BRIGGS AVENUE
Bronx, NY 
(40.868821027506, -73.889321886789)","2","10458","40.8688","-73.88937","7","15","40501","2016875","2032950033","Bedford Park-Fordham North                                                 ",,,"58","1955","51060","553490","10.84","1720000","33.7","2-03281-0040","357 201 STREET
Bronx, NY 
(40.869629220121, -73.882636638825)","BEDFORD PARK/NORWOOD","D1-ELEVATOR","60","1948","64824","654444","10.1","1870000","28.8","0.35","2-03297-0001","2929 BAINBRIDGE AVENUE
Bronx, NY 
(40.870190987252, -73.885584709637)","BEDFORD PARK/NORWOOD","D1-ELEVATOR","55","1955","59085","683603","11.57","2360000","39.9","0.2"
"2-02459-0030","860 GRAND
Bronx, NY 
(40.825576999979, -73.918448999722)","2",,,,,,,,,,,,"120","1941","115140","1076559","9.35","3070000","26.7","2-02431-0001","1230 TELLER AVENUE
Bronx, NY 
(40.833020310279, -73.911140953192)","MELROSE/CONCOURSE","D3-ELEVATOR","79","1941","73724","689482","9.35","1970000","26.7","0.8","2-02433-0028","1041 FINDLAY AVENUE
Bronx, NY 
(40.829214581576, -73.914470198207)","MELROSE/CONCOURSE","D1-ELEVATOR","73","1928","101178","781515","7.72","2020000","19.96","0.45"
"2-05259-0016","3410 DE REIMER AVENUE
Bronx, NY 
(40.879602192154, -73.836663182984)","2","10475","40.879631","-73.836703","12","12","46202","2072463","2052590016","Co-op City                                                                 ",,,"208","1965","256000","3201780","12.51","11000000","43","2-02441-0001","2950 PARK AVENUE
Bronx, NY 
(40.820197407179, -73.922995025471)","MELROSE/CONCOURSE","D3-ELEVATOR","216","1983","257718","3201780","12.42","11000000","42.7","6.1","2-03895-0001","1500 NOBLE AVENUE
Bronx, NY 
(40.836597959481, -73.871325612634)","PARKCHESTER","D1-ELEVATOR","238","1965","265625","2295085","8.64","5920000","22.29","3.5"
"2-04230-0015","1950 HUTCH RIVER PARKWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","2","10461","40.851353","-73.835612","10","13","300","2047168","2042300015","Pelham Bay-Country Club-City Island                                        ",,,"158","1961","179920","2047489","11.38","4790000","26.6","2-04178-0010","3555 BRUCKNER BOULEVARD
Bronx, NY 
(40.825576999979, -73.918448999722)","SCHUYLERVILLE/PELHAM BAY","D3-ELEVATOR","142","1960","112000","1274936","11.38","4400000","39.3","0.45",,,,,,,,,,,,
"2-02966-0017","1500 BOSTON ROAD
Bronx, NY 
(40.834951561901, -73.894045951257)","2","10460","40.834973","-73.894052","3","17","153","2010278","2029660017","Crotona Park East                                                          ",,,"43","1933","30000","312212","10.41","970000","32.3","2-02683-0043","567 SOUTHERN BOULEVARD
Bronx, NY 
(40.812418761421, -73.903245924986)","MORRISANIA/LONGWOOD","C7-WALK-UP","41","1907","25926","208548","8.04","488000","18.82","1.6","2-03974-0004","1410 ROWLAND STREET
Bronx, NY 
(40.837896997441, -73.845761558019)","WESTCHESTER","C1-WALK-UP","39","1928","32000","312212","9.76","890000","27.8","2.45"
"2-04317-0006","2160 BRONX PARK
Bronx, NY 
(40.854668775875, -73.869485173014)","2","10467","40.856629","-73.875725","27","15","334",,,"park-cemetery-etc-Bronx                                                    ",,,"61","1938","64291","592763","9.22","1690000","26.3","2-04317-0040","2185 BOLTON STREET
Bronx, NY 
(40.856254677536, -73.868683134224)","PELHAM PARKWAY SOUTH","D1-ELEVATOR","67","1935","70704","652102","9.22","1530000","21.64","0","2-04317-0046","2165 BOLTON STREET
Bronx, NY 
(40.855821549924, -73.868695611151)","PELHAM PARKWAY SOUTH","D1-ELEVATOR","67","1935","70230","703486","10.02","2010000","28.6","0"
"2-05906-0331","3720 INDEPENDENCE AVENUE
Bronx, NY 
(40.888435686198, -73.913060215948)","2","10463","40.888508","-73.913069","8","11","30701","2085786","2059060331","North Riverdale-Fieldston-Riverdale                                        ",,,"49","1954","72594","871128","12","3010000","41.5","2-05107-0003","4769 WHITE PLAINS ROAD
Bronx, NY 
(40.905195810038, -73.849572118291)","WAKEFIELD","D7-ELEVATOR","65","1965","55304","645740","11.68","2230000","40.3","3.4","2-05907-0348","3725 BLACKSTONE AVENUE
Bronx, NY 
(40.888932645311, -73.911592854676)","RIVERDALE","D1-ELEVATOR","42","1968","41803","622298","14.89","2270000","54","0.05"
"2-03293-0052","274 194 STREET
Bronx, NY 
(40.864814857741, -73.892478126009)","2",,,,,,,,,,,,"20","1912","18500","179265","9.69","420000","22.7","2-03278-0018","2726 DECATUR AVENUE
Bronx, NY 
(40.865475149577, -73.888059019446)","BEDFORD PARK/NORWOOD","C1-WALK-UP","31","1915","24080","249134","10.35","774000","32.1","0.3","2-03287-0001","301 193 STREET
Bronx, NY 
(40.864045790411, -73.892408701401)","FORDHAM","C1-WALK-UP","12","1910","14220","132545","9.32","378000","26.6","0.05"
"2-03130-0007","1962 VYSE AVENUE
Bronx, NY 
(40.841346610721, -73.88269878937)","2","10460","40.841447","-73.882642","6","17","361",,,"East Tremont                                                               ",,,"24","1992","23760","292248","12.3","1010000","42.5","2-03082-0031","650 182 STREET
Bronx, NY 
(40.851084400471, -73.888381933837)","EAST TREMONT","C1-WALK-UP","25","1911","17835","218701","12.26","755000","42.3","0.75","2-03128-0005","2114 DALY AVENUE
Bronx, NY 
(40.84497847459, -73.88133481038)","EAST TREMONT","C1-WALK-UP","27","1911","21355","261000","12.22","901000","42.2","0.25"
"2-03311-0001","3127 GRAND
Bronx, NY 
(40.825576999979, -73.918448999722)","2",,,,,,,,,,,,"120","1956","128900","1607383","12.47","5550000","43.1","2-03323-0022","3235 GRAND
Bronx, NY 
(40.825576999979, -73.918448999722)","BEDFORD PARK/NORWOOD","D7-ELEVATOR","86","1928","105000","1046228","9.96","2980000","28.4","0.25","2-03307-0072","3010 GRAND
Bronx, NY 
(40.825576999979, -73.918448999722)","BEDFORD PARK/NORWOOD","D7-ELEVATOR","96","1963","106146","1152087","10.85","3580000","33.7","0.2"
"2-03253-0221","3065 SEDGWICK AVENUE
Bronx, NY 
(40.876445887368, -73.899824192972)","2","10468","40.87645","-73.899767","8","14","273","2015566","2032530221","Van Cortlandt Village                                                      ",,,"73","1960","75390","768543","10.19","2390000","31.7","2-03343-0126","3320 RESERVOIR OVAL
Bronx, NY 
(40.877000183457, -73.876047771332)","BEDFORD PARK/NORWOOD","D1-ELEVATOR","73","1959","75821","742035","9.79","2120000","28","1.35","2-04319-0045","2157 HOLLAND AVENUE
Bronx, NY 
(40.85510987047, -73.865776406203)","PELHAM PARKWAY SOUTH","D1-ELEVATOR","73","1930","73842","768543","10.41","2390000","32.4","2.3"
"2-03111-0004","2120 MAPES AVENUE
Bronx, NY 
(40.847241299303, -73.884964707681)","2","10460","40.847123","-73.885094","6","15","36501","2012994","2031110004","East Tremont                                                               ",,,"29","1914","27495","270825","9.85","634000","23.06","2-03119-0021","2115 MOHEGAN AVENUE
Bronx, NY 
(40.845901909366, -73.883168275434)","EAST TREMONT","C1-WALK-UP","25","1916","19800","193493","9.77","552000","27.9","0.1","2-03107-0016","800 179 STREET
Bronx, NY 
(40.845173551374, -73.886736166802)","EAST TREMONT","C1-WALK-UP","29","1912","20300","233417","11.5","805000","39.7","0.15"
"2-05746-0584","2601 HENRY HUDSON PARKWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","2","10463","40.880741","-73.918291","8","11","301","2083481","2057460584","Spuyten Duyvil-Kingsbridge                                                 ",,,"69","1954","92171","1013881","11","3150000","34.2","2-04426-0017","2440 OLINVILLE AVENUE
Bronx, NY 
(40.862137546515, -73.86843904349)","BRONXDALE","D1-ELEVATOR","83","1965","95700","862834","9.02","2230000","23.3","2.95","2-05784-0340","500 235 STREET
Bronx, NY 
(40.885146854323, -73.907410007235)","KINGSBRIDGE/JEROME PARK","D1-ELEVATOR","87","1954","92600","1164030","12.57","4020000","43.4","0.6"
"2-04252-0017","1910 PELHAM PARKWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","2","10461","40.855675","-73.829012","10","13","300","2047829","2042520017","Pelham Bay-Country Club-City Island                                        ",,,"52","1964","44329","504464","11.38","1740000","39.3","2-04178-0010","3555 BRUCKNER BOULEVARD
Bronx, NY 
(40.825576999979, -73.918448999722)","SCHUYLERVILLE/PELHAM BAY","D3-ELEVATOR","142","1960","112000","1274936","11.38","4400000","39.3","0.5","2-04246-0020","2025 CONTINENTAL AVENUE
Bronx, NY 
(40.852503424205, -73.829825319969)","SCHUYLERVILLE/PELHAM BAY","D1-ELEVATOR","55","1963","57840","677884","11.72","2340000","40.5","0.15"
"2-02746-0023","950 HOE AVENUE
Bronx, NY 
(40.822108347488, -73.890292621014)","2","10459","40.822091","-73.890318","2","17","119","2006075","2027460023","Hunts Point                                                                ",,,"20","1913","17550","168831","9.62","395000","22.51","2-02743-0030","1057 HOE AVENUE
Bronx, NY 
(40.82437287434, -73.890558532266)","MORRISANIA/LONGWOOD","D7-ELEVATOR","55","1913","53744","516905","9.62","1470000","27.4","0.15","2-02663-0029","1272 BOSTON ROAD
Bronx, NY 
(40.830908806871, -73.900520510113)","MORRISANIA/LONGWOOD","C7-WALK-UP","14","1913","11000","96238","8.75","225000","20.45","0.8"
"2-05908-0210","3935 BLACKSTONE AVENUE
Bronx, NY 
(40.89007411865, -73.911456723422)","2","10471","40.890109","-73.911425","8","11","30701","2085798","2059080210","North Riverdale-Fieldston-Riverdale                                        ",,,"123","1960","180000","2160000","12","7450000","41.4","2-04222-0093","1545 RHINELANDER AVENUE
Bronx, NY 
(40.855823864137, -73.841490693618)","PELHAM PARKWAY SOUTH","D1-ELEVATOR","106","1962","112339","1316992","11.72","4540000","40.4","4.35","2-05909-0163","3950 BLACKSTONE AVENUE
Bronx, NY 
(40.890261642548, -73.911362719053)","RIVERDALE","D1-ELEVATOR","176","1959","237000","2849258","12.02","9830000","41.5","0.1"
"2-03165-0022","2414 CRESTON AVENUE
Bronx, NY 
(40.860783349709, -73.899149540539)","2","10468","40.860764","-73.899205","5","14","23703","2013793","2031650022","Fordham South                                                              ",,,"30","1914","23250","230175","9.9","539000","23.18","2-03171-0034","2255 CRESTON AVENUE
Bronx, NY 
(40.856932805789, -73.90144141511)","FORDHAM","C1-WALK-UP","28","1923","22000","255832","11.63","883000","40.1","0.25","2-03148-0010","2482 VALENTINE AVENUE
Bronx, NY 
(40.861626173607, -73.89612913397)","FORDHAM","C1-WALK-UP","26","1915","21585","215188","9.97","555000","25.7","0.2"
"2-03398-0097","4295 WEBSTER AVENUE
Bronx, NY 
(40.898939297048, -73.862227754106)","2","10470","40.899231","-73.86211","12","11","45102","2019832","2033980097","Woodlawn-Wakefield                                                         ",,,"80","1957","57840","701889","12.14","2420000","41.8","2-04827-0029","641 225 STREET
Bronx, NY 
(40.888362327284, -73.86213681348)","WILLIAMSBRIDGE","D1-ELEVATOR","77","1998","63115","701889","11.12","1640000","26","0.8","2-04999-0068","730 236 STREET
Bronx, NY 
(40.887213196001, -73.915117362614)","WAKEFIELD","D1-ELEVATOR","78","1929","60968","622382","10.21","1930000","31.7","0.5"
"2-03173-0013","2420 MORRIS AVENUE
Bronx, NY 
(40.86117304681, -73.90010446152)","2","10468","40.861182","-73.900159","5","14","23703","2013904","2031730013","Fordham South                                                              ",,,"74","1955","75010","723846","9.65","2060000","27.5","2-03143-0001","2100 TIEBOUT AVENUE
Bronx, NY 
(40.853292871978, -73.89856816685)","FORDHAM","D1-ELEVATOR","84","1971","86275","1067304","12.37","2500000","29","0.5","2-03169-0045","2089 CRESTON AVENUE
Bronx, NY 
(40.853941916863, -73.903741779661)","FORDHAM","D1-ELEVATOR","92","2003","92728","891566","9.61","2540000","27.4","0.55"
"2-02948-0025","705 CROTONA PARK
Bronx, NY 
(40.842121044138, -73.893951875883)","2","10457","40.837941","-73.895254","3","17","163",,,"park-cemetery-etc-Bronx                                                    ",,,"20","1916","15000","190500","12.7","446000","29.7","2-02968-0014","1347 PROSPECT AVENUE
Bronx, NY 
(40.829812178033, -73.897441284267)","MORRISANIA/LONGWOOD","C1-WALK-UP","20","1913","14325","186225","13","680000","47.5","0.9","2-03369-0034","125 233 STREET
Bronx, NY 
(40.879703732404, -73.901284738288)","WOODLAWN","C1-WALK-UP","20","1929","14798","190036","12.84","656000","44.3","3.9"
"2-05835-3037","6291 BROADWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","2","10471","40.89871","-73.897111","8","11","351","2096904","2058353037","North Riverdale-Fieldston-Riverdale                                        ",,,"32","1958","32400","405000","12.5","1400000","43.2","2-05801-1057","4652 MANHATTAN COLLEGE PK
Bronx, NY 
(40.825576999979, -73.918448999722)","VAN CORTLANDT PARK","C1-WALK-UP","33","1923","24544","297081","12.1","1020000","41.6","0.65","2-05844-1935","5431 SYLVAN AVENUE
Bronx, NY 
(40.902340245832, -73.898609426903)","RIVERDALE","C1-WALK-UP","24","1972","18756","249512","13.3","911000","48.6","0.25"
