"company_name","company_contact","company_email","company_phone","address","city","state","zip","industry","industry_descr","company_type","current_fulltime","job_create","job_retain","effective_date","total_savings","savings_from_beginning","borough","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"Mesorah Publications, Ltd & Sefercraft, Inc","Rabbi Meir Zlotowitz","MEIR@MESORAH.COM","7189219000","4401 2nd Ave","Brooklyn","NY","11232","Manufacturing","Publisher, bookbinder and printer","IDA","108",,,"2013-03-18T00:00:00.000","12265.69","71526.33","BROOKLYN","40.652366","-74.013511","307","38","2","3337169","3007360001","Sunset Park West"
"METALWORKS, INC.","DENISE JOSEPHS","JOHN@METALWORKSINC.COM","7183190011","1303 HERSCHELL STREET","Bronx","NY","10461","Manufacturing","MANUFACTURE","ICIP","29","6","29","2006-05-02T00:00:00.000","3785.71","167405.61","BRONX","40.836141","-73.842983","210","18","96","2027199","2038440031","Westchester-Unionport"
"METROPOLITAN LIFE INSURANCE CO.","Joseph McBride",,"2125782211","27-01 QUEENS PLAZA NORTH","Long Island City","NY","11101","Other","PROVIDER OF HEALTH INS.","IDA","700",,"700","2003-08-05T00:00:00.000","0","3762995.76","QUEENS","40.750561","-73.939315","401","26","33","4005016","4004160010","Queensbridge-Ravenswood-Long Island City"
"MEURICE GARMENT CARE OF MANHASSET","Wayne Edelman","wayne@garmentcare.com","7183280313","535 MANIDA STREET","Bronx","NY","10474","Commercial","COMMERCIAL","IDA","21","20","48","2007-03-06T00:00:00.000","7547.87","147783.37","BRONX","40.810791","-73.887436","202","17","93","2006804","2027680253","Hunts Point"
"Michael C. Fina Co, Inc","George Fina","gfina@mcfina.com","2125572500","33-01 HUNTERS POINT AVENUE","Queens","NY","11101","Manufacturing","PRINTER","ICAP","13",,,"2016-01-07T00:00:00.000","569.77","1370.32","QUEENS","40.738818","-73.932704","402","26","199","4003453","4002550001","Hunters Point-Sunnyside-West Maspeth"
"MKJ Communications, Inc","Jennifer Herman","jherman@mkjcomm.com","2122060072","850 Third Ave","Brooklyn","NY","11232","Commercial","Communications design, engineering and system installation","Relocator","18",,,"2018-04-12T00:00:00.000","334.86","1247.63","BROOKLYN","40.658518","-74.003327","307","38","18","3009889","3006710001","Sunset Park West"
"Modern Windor & Door, Inc.","Tommy Ly","modernwindows.linda@gmail.com","7188225556","1411-1429 Ferris Pl","Bronx","NY","10461","Manufacturing","Metal window & door frames","IDA","17",,,"2017-08-01T00:00:00.000","7132.74","17681.34","BRONX","40.83909","-73.841183","210","13","96","2027299","2038570027","Westchester-Unionport"
"Modesti Brothers, Inc.","Ed Modesti Jr.","modestibro@aol.com","7183492223","273 Meserole Avenue","Brooklyn","NY","11222","Wholesale/Warehouse/Distribution","general freight trucking and warehousing","ICIP","19",,,"2012-12-03T00:00:00.000","887.42","15103.30","BROOKLYN","40.729399","-73.9447","301","33","579","3065234","3025830050","Greenpoint"
"MONDIAL AUTOMOTIVE, INC.","Showky Kaldawy","showky.k@gomondial.com","7184611980","114-15 15TH AVE.","COLLEGE POINT","NY","11356","Manufacturing","Alternators, carborators, and other automotive equipment","IDA","26",,,"2007-10-01T00:00:00.000","11665.98","359064.77","QUEENS","40.783961","-73.852722","407","19","929","4098137","4040670011","College Point"
"MONTAUK SEAFOOD, INC.","MARIA STAMM","kesjj143@aol.com","7185080407","800 FOOD CENTER DRIVE, UNIT 81","Bronx","NY","10474","Wholesale/Warehouse/Distribution","DIST. VARIOUS SEAFOOD","Tenant","11",,"11","2006-03-07T00:00:00.000","632.00","27121.78","BRONX","40.805255","-73.876414","202","17","93","2088215","2027800073","Hunts Point"
"MONTEBELLO FOOD CORP","Sam Mangano","sam@montebellofoods.com","7183267210","133 Randolph St","BROOKLYN","NY","11237","Wholesale/Warehouse/Distribution","warehouse distribution of ethinic food","IDA","18",,,"2010-05-05T00:00:00.000","29273.11","216828.84","BROOKLYN","40.709254","-73.927176","301","34","449","3000000","3029760060","East Williamsburg"
"Montefiore Medical Center","Jeffrey  Hogan",,"7189202451","111 EAST 210TH STREET","BRONX","NY","10467","Commercial","Research Facility","ICAP","70",,,"2016-07-01T00:00:00.000","142746.67","271954.32","BRONX","40.879885","-73.880481","207","11","421","2096399","2033270001","Norwood"
"Montefiore Medical Center","Jeffrey  Hogan",,"7189202451","111 EAST 210TH STREET","BRONX","NY","10467","Commercial","Research Facility","ICIP","399",,,"2010-06-02T00:00:00.000","755192.92","6981887.92","BRONX","40.879885","-73.880481","207","11","421","2096399","2033270001","Norwood"
"MONTE''''''''S SEAFOOD EMPORIUM,UNIT 27","RICHARD MONTELBANO","fishmonte@aol.com","7188601472","800 FOOD CENTER DRIVE","Bronx","NY","10474","Wholesale/Warehouse/Distribution","DIST. VARIOUS SEAFOOD","Tenant","13",,"13","2006-03-07T00:00:00.000","951.13","57179.60","BRONX","40.805255","-73.876414","202","17","93","2088215","2027800073","Hunts Point"
"Morgan & Morgan P.A.","Brian Kempner","brian@forthepeople.com","2127386838","850 Third Avenue","Brooklyn","NY","11232","Commercial","consultation, technology solutions and software development for businesses","Tenant","78",,,"2017-07-12T00:00:00.000","5493.33","5493.33","BROOKLYN","40.658518","-74.003327","307","38","18","3009889","3006710001","Sunset Park West"
"MORGAN STANLEY & CO., INC.","Timothy Ryan","Timothy.F.Ryan@morganstanley.com","7187546000","30-00 47TH STREET, 2ND FL.","L I C","NY","11101","Commercial","BACK OFFICE PRINT SHOP","Tenant","1300",,,"2008-03-05T00:00:00.000","35594.87","6326150.20","QUEENS","40.761114","-73.909525","401","22","151",,,"Astoria"
"MT. SINAI FISH INC.","JUDY SCIABARRA","mtsfish@aol.com","7186204400","800 FOOD CENTER DRIVE UNIT 26&28","Bronx","NY","10474","Wholesale/Warehouse/Distribution","DIST. VARIOUS SEAFOODS","Tenant","7",,"7","2006-03-07T00:00:00.000","772.83","34514.38","BRONX","40.805255","-73.876414","202","17","93","2088215","2027800073","Hunts Point"
"MYSTIC DISPLAY CO., INC.","DOROTHY SYLVESTER","dsylvester@promodev.com","7184858550","909 REMSEN AVENUE","Brooklyn","NY","11236","Manufacturing","MFG. DISPLAYS","IDA","50","5","50","2002-10-19T00:00:00.000","1373.91","102127.39","BROOKLYN","40.64599","-73.912366","318","42","962","3228522","3081240033","Canarsie"
"MYSTIC DISPLAY CO., INC.","DOROTHY SYLVESTER","dsylvester@promodev.com","7184858550","909 REMSEN AVENUE","Brooklyn","NY","11236","Manufacturing","MFG. DISPLAYS","Tenant","65","10","65","2005-10-13T00:00:00.000","5352.12","388826.97","BROOKLYN","40.64599","-73.912366","318","42","962","3228522","3081240033","Canarsie"
"National Acoustics, Inc.","William Jessop","bjessop@nationalacoustics.com","2126951252","13-06 43rd Avenue","Long Island City","NY","11101","Manufacturing",,"IDA","123",,,"2015-07-22T00:00:00.000","7544.98","28119.25","QUEENS","40.750979","-73.946342","402","26","19","4436811","4004420005","Hunters Point-Sunnyside-West Maspeth"
"National Bias Binding Corp.","Jay Gagliano","jay@nationaltextile.net","7184394800","140 58th Street, Bldg. A , Unit 2L","Brooklyn","NY","11220","Manufacturing","Mfg. of binding & termming","Tenant","10",,,"2015-03-06T00:00:00.000","1814.44","7535.94","BROOKLYN","40.645338","-74.022864","307","38","18","3414976","3057780001","Sunset Park West"
"National Leather and Shoe Findings Co.","Sherry Lieberman","slieberman@kaufmanshoe.com","2127771700","346 Lafayette St","Brooklyn","NY","11217","Wholesale/Warehouse/Distribution","Shoe leather and shoe repair supplies","ICIP","6",,,"2009-10-07T00:00:00.000","2552.83","18810.20",,,,,,,,,
"Natuzzi Bros Ice Co, Inc","John Natuzzi","john@natuzzibrosice.com","7184647521","121-60 Farmers Blvd.","Queens","NY","11413","Manufacturing","ice","ICAP","28",,,"2011-02-16T00:00:00.000","56298.10","435639.34","QUEENS","40.684039","-73.760553","412","27","366","4269109","4124580025","St. Albans"
"NECESSARY OBJECTS, LTD.","WILLIAM KAUFMAN",,"7183920226","47-44 31ST ST/47-07 30TH PL, 6TH FL","Long Island City","NY","11101","Manufacturing","MANUFACTURER","Relocator","77","10","77","2007-07-06T00:00:00.000","1066.17","32275.33",,,,,,,,,
"Neighborhood Eigth Avenue LLC","Novak Vukasinovic","novak@jansproperty.com","2129322388","423-429 W 127th Street","New York","NY","10103","Commercial",,"ICIP","4",,,"2011-06-09T00:00:00.000","3609.67","29212.27","MANHATTAN","40.812964","-73.953759","109","7","21303","1084105","1019670060","Manhattanville"
"Neuman''''s Kitchen","Paul Neuman","p.neuman@neumanskitch.com","2122882444","35-02 48th Avenue","Long Island City","NY","11101","Manufacturing","Special events caterer","Relocator","104",,,"2016-06-07T00:00:00.000","28555.51","58856.06","QUEENS","40.740573","-73.930443","402","26","189","4003400","4002370033","Hunters Point-Sunnyside-West Maspeth"
"New Concepts of NY LLC","Robert Schwartz","r.schwartz@newconceptsllc.com","2126954999","313 West 37th Street","New York","NY","10018","Manufacturing","manufacturer of leather belts, hat bands and accessories","Relocator","35",,,"2014-09-11T00:00:00.000","3175.04","13121.13","MANHATTAN","40.754384","-73.992742","104","3","111","1013618","1007610022","Hudson Yards-Chelsea-Flatiron-Union Square"
"NEW PALACE PAINTERS SUPPLY CO., INC.","CHARLES JACOBELLIS",,"7182956188","528-540 E 180TH ST.","BRONX","NY","10457","Commercial","Is a paint industrial commercial hardware and large contractor management co.","ICIP","15",,,"2018-01-25T00:00:00.000","2176.84","5884.50","BRONX","40.850637","-73.89394","206","15","37504",,,"East Tremont"
"NEW YORK BLOOD CENTER","Zamena Kassim","zkassim@nybc.org","2125703451","45-01 VERNON BLVD.","LONG ISLAND CITY","NY","11101","Commercial","Blood processing","ICIP","280",,,"2017-05-05T00:00:00.000","178924.38","376869.65","QUEENS","40.748152","-73.952259","402","26","7","4441057","4000500001","Hunters Point-Sunnyside-West Maspeth"
"New York Digital Color Lithographers Printers, Inc","Eric Cohen","ecohen@nydigitalcolor.com","7187646777","47-10 33rd St, Ground Fl","Queens","NY","11101","Manufacturing","Printer and binder","Relocator","21",,,"2013-05-07T00:00:00.000","8081.76","52403.51","QUEENS","40.742254","-73.932177","402","26","199","4003447","4002520018","Hunters Point-Sunnyside-West Maspeth"
"New York Fragrance","Rama Krishna Cherukuri","ram@nyfusa.com","7188161112","600 Gulf Avenue","Staten Island","NY","10314","Wholesale/Warehouse/Distribution",,"ICIP","7",,,"2016-09-07T00:00:00.000","5547.26","9596.42","STATEN IS","40.61504","-74.179452","502","50","29102","5168823","5017600215","New Springville-Bloomfield-Travis"
"New York Insulation, Inc.","Anthony Cardinale","nyinsulate@aol.com","7183260125","58-48 59th Street","Maspeth","NY","11378","Commercial",,"ICIP","13",,,"2011-05-17T00:00:00.000","5175.65","36769.52","QUEENS","40.719591","-73.908261","405","30","525","4539687","4026810058","Maspeth"
"NEW YORKER WHOLESALE BAGELS, INC.","GEORGE MENEGATOS","sevangelinos@gmail.com","2124770448","34-20 12th St.","Long Island City","NY","11101","Manufacturing","Commercial baker","ICIP","29",,,"2013-06-29T00:00:00.000","62608.33","272057.49","QUEENS","40.76354","-73.937444","401","26","85","4003896","4003260030","Queensbridge-Ravenswood-Long Island City"
"NFP Bakery MFG, Corp.","Philip Kirsh","joanna@europanbakery.com","7187869600","38-40 10th Street","Queens","NY","11101","Manufacturing","Bake bread, cakes, bagels, croissants, muffins, etc","ICAP","9",,,"2013-07-03T00:00:00.000","9221.31","72205.25","QUEENS","40.758311","-73.942795","401","26","85","4541867","4004750051","Queensbridge-Ravenswood-Long Island City"
"Norampac NYC Inc.","RICHARD ETRA","richard_etra@norampac.com","7183402136","55-15 GRAND AVENUE","Maspeth","NY","11378","Manufacturing","Mfg. of Corraguated Boxes","ICIP","181",,,"2008-10-10T00:00:00.000","150026.29","2162872.00","QUEENS","40.718879","-73.914052","405","30","219","4437467","4026100336","Hunters Point-Sunnyside-West Maspeth"
"Norampac NYC Inc.","Richard H. Etra","richard_etra@norampac.com","7183402136","55-15 Grand Avenue","Maspeth","NY","11378","Manufacturing","Mfg. of Corraguated Boxes","ICIP","181",,,"2008-10-10T00:00:00.000","18750.34","66288.70","QUEENS","40.718879","-73.914052","405","30","219","4437467","4026100336","Hunters Point-Sunnyside-West Maspeth"
"Nova Offset Corp","Lance Burns","lance@novaoffset.com","2123491233","226 52nd Street","Brooklyn","NY","11220","Manufacturing","Printer","Relocator","15",,,"2015-10-15T00:00:00.000","6636.08","23124.47","BROOKLYN","40.647523","-74.017362","307","38","20","3388019","3008050119","Sunset Park West"
"Novare LLC","Alan Davis","adenovarebiologistics.com","3479645051","3946 Merritt Avenue","Bronx","NY","10466","Wholesale/Warehouse/Distribution","Storage of Human Tissue","Relocator","2",,,"2008-03-03T00:00:00.000","37684.33","467682.55","BRONX","40.890837","-73.82895","212","12","456","2088600","2049720018","Eastchester-Edenwald-Baychester"
"NOVELTY CRYSTAL CORP.","Ashner Michaeli","joe@noveltycrystal.com","7184586700","30-15 48th Avenue","LONG ISLAND CITY","NY","11101","Manufacturing","Plastic goods","ICIP","29",,,"2007-11-02T00:00:00.000","11274.59","188031.05","QUEENS","40.741404","-73.937497","402","26","199","4436700","4002830001","Hunters Point-Sunnyside-West Maspeth"
"Novo Arts Associates, Inc.","Marlaina Deppe","MD@NovoArts.com","2126743093","246 Seigel St. Ground Floor","Brooklyn","NY","11206","Manufacturing","Art goods manufacturing","Relocator","5",,,"2013-05-06T00:00:00.000","4383.43","23656.80","BROOKLYN","40.705224","-73.93571","301","34","485","3400504","3031000041","Bushwick South"
"NU-LIFE DENTAL LABORATORIES, INC.","Ed  Riccobono","nulifedental@earthlink.net","7183367300","2135 MILL AVENUE","Brooklyn","NY","11234","Manufacturing","MANUFACTURER","IDA","26","6","52","2006-10-26T00:00:00.000","-509.15","68924.37","BROOKLYN","40.614785","-73.913141","318","46","698","3238490","3084630067","Georgetown-Marine Park-Bergen Beach-Mill Basin"
"NULUX INDUSTRIES","Jerry Ahlin","jahlin@nulux.com","7183831112","1717 TROUTMAN STREET","RIDGEWOOD","NY","11385","Manufacturing","Mfg. of Lighting Fixtures","ICIP","31",,,"2009-04-17T00:00:00.000","8202.95","110011.09","QUEENS","40.708997","-73.920406","405","34","539","4443074","4034120047","Ridgewood"
"NY Telephone #11194","Quin Quinn",,"2121112222","140 West Street","New York","NY","10007","Landlord",,"LMEP","300",,,"2008-01-02T00:00:00.000","15988.22","397312.83","MANHATTAN","40.713843","-74.01379","101","1","21","1001228","1000847501","SoHo-TriBeCa-Civic Center-Little Italy"
"OCEANIA STREET ASSOCIATION","MELISSA EVANS",,"7186318181","208-12 NORTHERN BLVD.","Queens","NY","11361","Wholesale/Warehouse/Distribution","WHOLESALER","ICIP","52","22","52","2006-11-27T00:00:00.000","1189.38","48867.83","QUEENS","40.758874","-73.774827","411","19","1447","4156684","4073050025","Bayside-Bayside Hills"
"Office 118 Equities LLC","Daniel Goldbard","robert@artimusnyc.com","2129965100","316 W 118th Street","New York","NY","10026","Landlord",,"ICIP","1",,,"2015-03-23T00:00:00.000","16728.29","70742.76","MANHATTAN","40.80599","-73.955068","110","9","20102","1059072","1019440043","Central Harlem South"
"Oh Nuts Warehousing, Inc.","Yehuda Klein","yk@ohnuts.com","7185309255","120-65 168th Street","Jamaica","NY","11406","Wholesale/Warehouse/Distribution","Manufacturer and distributor of nuts and chocolates","IDA","26",,,"2013-01-16T00:00:00.000","16945.98","98570.22","QUEENS","40.680672","-73.775743","412","27","284","4268383","4123850062","Baisley Park"
"OLD WILLIAMSBURGH CANDLE CORP.","Shrage  Marasow","shrage@oldwilliamsburgh.com","7185661500","143 ALABAMA AVENUE","Brooklyn","NY","11207","Manufacturing","MANUFACTURER","ICIP","223",,"223","2006-09-06T00:00:00.000","1212.43","7067.57","BROOKLYN","40.67312","-73.899078","305","37","1144","3326785","3037010001","East New York (Pennsylvania Ave)"
"One Stop Blueprinting LLC","Steve Pachall","printing@onestopblueprinting .com","7184996466","4202 Third Avenue","Brooklyn","NY","11232","Commercial","printer","ICIP","14",,,"2008-10-09T00:00:00.000","1868.86","43864.37","BROOKLYN","40.652078","-74.010033","307","38","2","3010796","3007220035","Sunset Park West"
"OPINION ACCESS CORP.","Pat Reilly","preilly@opinionaccess.com","7187292622","47-10 32nd Place","Queens","NY","11101","Wholesale/Warehouse/Distribution","MARKET RESEARCH","Relocator","208",,,"2008-10-03T00:00:00.000","8674.05","158840.52","QUEENS","40.742362","-73.933105","402","26","199","4003450","4002530027","Hunters Point-Sunnyside-West Maspeth"
"Oven Artisans,  Inc.","Keith Cohen","keith@ovenartisans.com","7186187438","1187-1195 E 156th St","Bronx","NY","10474","Manufacturing","Commercial Bakery","Relocator","32",,,"2013-02-04T00:00:00.000","18280.90","106921.23","BRONX","40.812578","-73.892928","202","17","93","2005913","2027360212","Hunts Point"
"Pain D''Avignon III Ltd.","Teofil Zurovac",,"7187296832","35-20 9th Avenue","Astoria","NY","11106","Manufacturing",,"IDA","70",,,"2012-10-02T00:00:00.000","16971.26","116801.56","QUEENS",,,,,,"4101063","4044310060",
"Paper Enterprises, Inc.","Herb Sedler","info@paperenterprises.com","718-402-12","720-750 East 132nd St.","Bronx","NY","10454","Wholesale/Warehouse/Distribution","Paper, plastic, janitorial, manintenance","ICIP","105",,,"2007-07-10T00:00:00.000","9747.30","201803.48","BRONX","40.800887","-73.915485","201","17","19","2003581","2025430060","Mott Haven-Port Morris"
"Parallel Development Ltd.","William Pickering","will@paralleldevelopment.net","7185990037","810 Humboldt Street","Brooklyn","NY","11222","Manufacturing",,"Tenant","2",,,"2010-08-02T00:00:00.000","2293.01","15348.92","BROOKLYN","40.729518","-73.946078","301","33","579","3065444","3026050001","Greenpoint"
"Parkway Equipment Handlers, Inc.","Ginger Kaye","parkwayequip@optimum.net","7183874991","9401 Ditmas Avenue","Brooklyn","NY","11236","Commercial","Mover of Industrial Equipment","ICIP","3",,,"2010-03-23T00:00:00.000","779.65","5972.29","BROOKLYN","40.65006","-73.911722","317","42","928","3228297","3081120008","Rugby-Remsen Village"
"Parsons-Meares Ltd.","Vicki Lamb","vicki@parsons-meares.com","2129671663","21-07 41st Avenue","Long Island City","NY","11101","Manufacturing","Theatrical customes","Relocator","40",,,"2015-07-06T00:00:00.000","8921.54","35113.49","QUEENS","40.7539","-73.942228","401","26","33","4004973","4004100046","Queensbridge-Ravenswood-Long Island City"
"PEERLESS IMPORTERS, INC.","Matthew Matassa","mmatassa@empiremerchants.com","7183835500","16 BRIDGEWATER STREET","BROOKLYN","NY","11222","Wholesale/Warehouse/Distribution","Dist. of Wines","IDA","739",,,"2008-04-02T00:00:00.000","22848.92","1189741.05","BROOKLYN","40.727108","-73.934949","301","33","589","3066696","3026660125","Greenpoint"
"Pelican Bay Ltd.","Michael Nasoff","michael@raviolistore.com","7187299300","39-22 23rd Street","Long Island City","NY","11101","Manufacturing","Manufacturer of pasta","Relocator","11",,,"2012-10-02T00:00:00.000","10313.59","60441.72","QUEENS","40.755177","-73.938658","401","26","33","4004749","4003930008","Queensbridge-Ravenswood-Long Island City"
"Pencom Systems, Inc.","Wade E. Saadi","tax@pencom.com","7189231111","152 Remsen Street","Brooklyn","NY","11201","Commercial",,"Relocator","26",,,"2010-07-15T00:00:00.000","7568.07","58310.49","BROOKLYN","40.693513","-73.992445","302","33","9","3002246","3002550025","Brooklyn Heights-Cobble Hill"
"PENTAGRAM DESIGN, INC.","Michael Gdricke","info@pentagram.com","2126837000","204 5TH AVENUE","New York","NY","10010","Manufacturing","DESIGNS/PRINTS PRD.","IDA","61","4","61","2006-01-13T00:00:00.000","1230.52","126431.07","MANHATTAN","40.742976","-73.988539","105","2","58","1015620","1008270040","Hudson Yards-Chelsea-Flatiron-Union Square"
"PEPSI COLA BOTTLING CO., OF NY","Gerard Hewitt","shermanr@pepsi-ny.com","7183921018","112-02 15TH AVENUE","College Point","NY","11356","Manufacturing","MANUFACTURER","ICIP","231","3","693","2007-05-02T00:00:00.000","234922.60","5050444.49","QUEENS","40.783872","-73.854693","407","19","929","4098135","4040650001","College Point"
"Petcap Press Corporation","Joseph Caputo","ppress160@aol.com","7186090910","32-00 Skillman Avenue","Queens","NY","11101","Manufacturing","commercial printer","Relocator","14",,,"2009-03-10T00:00:00.000","14515.69","166473.80","QUEENS","40.746311","-73.933112","402","26","179","4003434","4002450009","Hunters Point-Sunnyside-West Maspeth"
"PetCare Rx., Inc.","Vijay Manthripragada","vmanthripragada@petcarerx.com","5169987041","1 Metrotech Center","Brooklyn","NY","11201","Commercial","Distributes medicines and pet supplies","Relocator","135",,,"2015-05-15T00:00:00.000","3255.99","12733.29","BROOKLYN","40.693463","-73.987227","302","33","11","3319418","3001470004","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"PFEIL & HOLDING, INC.","DAVID  STRICKER","davids@cakedeco.com","7185454600","58-15 NORTHERN BOULEVARD","Queens","NY","11377","Manufacturing","MFG. CAKE DECORATION","ICIP","74","10","148","2005-11-15T00:00:00.000","1009.54","95883.77","QUEENS","40.753777","-73.902421","401","26","297","4026112","4011600042","Woodside"
"Phoenix Beverage","Patrick  Simeone","Patsimeone@forbee.com","7186097456","Pier 7 at Atlantic,Red Hook","Brooklyn","NY","11201","Wholesale/Warehouse/Distribution","Distributor of beverages","ICIP","550",,,"2011-09-15T00:00:00.000","140741.34","948440.75","BROOKLYN","40.691285","-74.000992","306","39","47","3424260","3002810001","Carroll Gardens-Columbia Street-Red Hook"
"Picasso/Hoops, I Love New York LLC","Jordan Wolfson","jason.kotara@gmail.com","9174479364","6 Bay Street","Brooklyn","NY","11231","Manufacturing","Manufacturer of Art work","Relocator","2",,,"2017-02-16T00:00:00.000","1405.89","3264.62","BROOKLYN","40.673726","-74.009845","306","38","53","3008840","3006010001","Carroll Gardens-Columbia Street-Red Hook"
"Pilotworks Brooklyn, LLC","Tida Infahsaeng","tida@pilotworks.com","2032602028","630 Flushing Avenue, Suite 310","Brooklyn","NY","11206","Manufacturing","Food preparation & mfg space for members to cater pop-up events in NYC, etc","Tenant","3",,,"2016-04-12T00:00:00.000","6692.84","8835.16","BROOKLYN","40.699963","-73.948449","303","36","257","3329628","3017200001","Bedford"
"Pinto & Teger Electric","Barrt Teger","Barryt.teger@pintoandtegerelectric.com","7189397055","14-14 123rd Street","College Point","NY","11356","Commercial","Electrical Contractor","Tenant","6",,,"2011-01-03T00:00:00.000","1611.13","11305.21","QUEENS","40.785114","-73.844836","407","19","929","4098344","4040850036","College Point"
"POOK DIEMONT & OHL, INC.","Ted Ohl","info@pdoinc.com","7184022677","704 East 133rd Street","PORT MORRIS","NY","10454","Manufacturing","MFG. (THEATRE SETS)","ICIP","35",,,"2009-02-10T00:00:00.000","1871.92","19740.81","BRONX","40.801741","-73.915484","201","17","19","2092867","2025610021","Mott Haven-Port Morris"
"Poster Printers, Inc.","Elie Blitman","posterprinters@aol.com","7183753113","1940 Utica Avenue","Brooklyn","NY","11234","Commercial","Printer","ICIP","4",,,"2012-08-13T00:00:00.000","452.86","8772.62","BROOKLYN","40.624619","-73.927495","318","45","676","3217718","3078290068","Flatlands"
"Premium Millwork, Inc.","Damaris Alamanzar","premiummillwork@gmail.com","7184227774","43 Coffey Street","Brooklyn","NY","11231","Manufacturing","Architectural millwork and carpentry","ICIP","5",,,"2011-01-10T00:00:00.000","8545.50","45001.47","BROOKLYN","40.674656","-74.011835","306","38","53","3008822","3005990014","Carroll Gardens-Columbia Street-Red Hook"
"Presentation Products, Inc.","Orin Knopp","dknopp@presentationproducts.com","212584477","30-02 48th Avenue","Long Island City","NY","11220","Commercial","Audio visual company","Relocator","25",,,"2018-02-06T00:00:00.000","580.93","3055.73",,,,,,,,,
"PRESTONE PRESS, LLC","AL BENNINGHOFF III",,"2128222214","47-50 30TH STREET","Queens","NY","11101","Manufacturing","PRE-PRSS PRINTING","IDA","79","28","158","2006-08-04T00:00:00.000","24200.64","863391.58","QUEENS","40.742367","-73.937847","402","26","1","4436656","4001150187","Hunters Point-Sunnyside-West Maspeth"
"PRINT 2 PRINT LLC","BEN BETTENHAUSEN","ben@p2print.com","2129650606","169 HUDSON ST.","New York","NY","10013","Manufacturing","PHOTO IMAGING & PRINTER","ICIP","6","2","6","2006-04-05T00:00:00.000","1337.56","50808.50","MANHATTAN","40.722201","-74.008204","101","1","39","1002844","1002197504","SoHo-TriBeCa-Civic Center-Little Italy"
"PROMPT REALTY LLC","Herman Freidman","promptapparel.com","7189272222","101-01 FOSTER AVE.","BROOKLYN","NY","11236","Wholesale/Warehouse/Distribution","Women''''s and children clothes","IDA","48",,,"2008-09-12T00:00:00.000","8419.31","78597.51","BROOKLYN","40.627705","-73.97632","314","44","480","3398029","3054260001","Flatbush"
"Proxima, Inc","Hyon Chung  Kim","cosmetics@nicka.com","7183619667","109-05 178th Streeet","Jamaica","NY","11433","Wholesale/Warehouse/Distribution","Cosmetics and hair care products and applicances","IDA","20",,,"2008-10-17T00:00:00.000","5976.52","103406.13",,,,,,,,,
"Quality Casting, Inc.","Carl Morfino","carl@qualitycasting.com","2123912962","3100 47th Avenue","Long Island City","NY","11101","Manufacturing","Jewelry castings","Tenant","42",,,"2009-09-04T00:00:00.000","14208.81","137735.60","QUEENS","40.74306","-73.935652","402","26","199","4003539","4002810001","Hunters Point-Sunnyside-West Maspeth"
"QUALITY OFFSET, LLC","Jeffrey Langendorff",,"7187301238","47-50 30TH STREET","LIC","NY","11101","Manufacturing","MANUFACTURE","Relocator","6","4","6","2007-02-06T00:00:00.000","2687.19","73194.17","QUEENS","40.742367","-73.937847","402","26","1","4436656","4001150187","Hunters Point-Sunnyside-West Maspeth"
"Rainbow Plastics, Inc.","Maggie Zheng","maggie@rainbowplasticsinc.com","7182187288","371 Vandervoot Avenue","Brooklyn","NY","11211","Manufacturing",,"ICIP","15",,,"2012-04-03T00:00:00.000","118639.46","779735.10",,,,,,,,,
"RANCHERS BEST WHOLESALE MEATS","JOHN TESORIERO","ranchers2217@aol.com","7184424399","2217 RICHMOND TERRACE","Staten Island","NY","10302","Wholesale/Warehouse/Distribution","WHLS. & DIST. MEATS","ICIP","16","5","16","2005-08-04T00:00:00.000","768.16","137794.73","STATEN IS","40.640153","-74.137002","501","49","207","5149195","5010700054","Port Richmond"
"RAPID PROCESSING, LLC","Phil H. Goldenberg",,"7183490500","58-35 47TH STREET","Queens","NY","11378","Commercial","WASTE/PROC PAPER COLLECTO","IDA","80","20","80","2006-01-17T00:00:00.000","1100.34","71072.29","QUEENS","40.717441","-73.921839","405","30","219","4442413","4026020035","Hunters Point-Sunnyside-West Maspeth"
"Rareform Carting, Inc.","Teresa Gerrity","grandproperty1@aol.com","7182055188","58-38 59th Street","Queens","NY","11378","Commercial","Garbage container service and building landlord","ICAP","4",,,"2012-02-16T00:00:00.000","2868.99","13985.18","QUEENS","40.719945","-73.908282","405","30","525","4539678","4026810052","Maspeth"
"RCN Telecom Services, Inc.","Michael Martini","michael.martini@rcn.net","2128427858","22-15 43rd Street,","Long Island City","NY","11101","Commercial","Back Office Space","Relocator","75",,,"2009-10-06T00:00:00.000","6617.15","71929.30","QUEENS","40.770681","-73.904681","401","22","119","4439585","4007820001","Steinway"
"RD AMERICA, INC.","Brian Emmert","bemmert@jetrod.com","7187079330","43-40 57TH AVENUE","Queens","NY","11378","Wholesale/Warehouse/Distribution","WHSL./DIST. RESTAU. SUPLY","ICIP","105",,"105","2006-03-17T00:00:00.000","11545.40","649323.39","QUEENS","40.727687","-73.926239","402","30","219","4530826","4025290020","Hunters Point-Sunnyside-West Maspeth"
"Real Coffee Roasters","Paul Lamas","paul@financierpastries.com","9178484445","692nd Avenue","Brooklyn","NY","11215","Manufacturing","process & roast coffee beans","Relocator","4",,,"2010-01-12T00:00:00.000","5498.55","55382.64",,,,,,,,,
