"appeal_type","appeal_subtype","agency","status_flag","date_filed","date_closed","exam_no","title","expiration","extension","acronym"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2018-07-23T00:00:00.000","2018-10-02T00:00:00.000","7005","Computer Specialist (Software)","2022-05-16T00:00:00.000",,"DCAS"
"Section 50","Psych","Department of Correction - DOC","Closed","2018-07-23T00:00:00.000","2018-12-04T00:00:00.000","7322","Correction Officer","2021-05-17T00:00:00.000",,"DOC"
"Section 50","Psych","Police Department - NYPD","Closed","2018-07-22T00:00:00.000","2018-08-27T00:00:00.000","4312","Police Officer","2020-06-22T00:00:00.000",,"NYPD"
"Section 50","Character","Police Department - NYPD","Closed","2018-07-20T00:00:00.000","2018-10-03T00:00:00.000","3318","Police Officer","2019-12-17T00:00:00.000",,"NYPD"
"Section 50","Psych","Police Department - NYPD","Closed","2018-07-20T00:00:00.000","2018-08-24T00:00:00.000","5326","Police Officer","2021-07-06T00:00:00.000",,"NYPD"
"Section 50","Psych","Police Department - NYPD","Closed","2018-07-19T00:00:00.000","2018-08-03T00:00:00.000","5331","Police Communications Technician","2020-09-28T00:00:00.000",,"NYPD"
"Section 50","Psych","Police Department - NYPD","Closed","2018-07-19T00:00:00.000","2018-10-29T00:00:00.000","5326","Police Officer","2021-07-06T00:00:00.000",,"NYPD"
"Section 50","Psych","Department of Correction - DOC","Closed","2018-07-19T00:00:00.000","2018-11-30T00:00:00.000","7331","Correction Officer","2021-09-21T00:00:00.000",,"DOC"
"Section 50","Character","Human Resources Administration - HRA","Closed","2018-07-18T00:00:00.000","2018-09-24T00:00:00.000","3016","Clerical Associate","2018-12-24T00:00:00.000",,"HRA"
"Section 50","Psych","Police Department - NYPD","Closed","2018-07-17T00:00:00.000","2018-10-29T00:00:00.000","4314","School Safety Agent","2020-01-08T00:00:00.000",,"NYPD"
"Section 50","Character","Fire Department - FDNY","Closed","2018-07-17T00:00:00.000","2018-10-03T00:00:00.000","8009","EMS-EMT","2022-03-28T00:00:00.000",,"FDNY"
"Section 76","Suspension","Housing Authority - NYCHA","Closed","2018-04-04T00:00:00.000","2018-07-24T00:00:00.000",,,,,"NYCHA"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2018-07-17T00:00:00.000","2018-09-05T00:00:00.000","7032","Steam Fitter",,,"DCAS"
"Section 50","Psych","Police Department - NYPD","Closed","2018-07-16T00:00:00.000","2018-10-30T00:00:00.000","7502","Police Officer","2021-07-26T00:00:00.000",,"NYPD"
"Section 50","Psych","Police Department - NYPD","Closed","2018-07-16T00:00:00.000","2018-11-15T00:00:00.000","5320","Police Officer","2021-06-30T00:00:00.000",,"NYPD"
"Section 50","Psych","Police Department - NYPD","Closed","2018-07-16T00:00:00.000","2018-08-24T00:00:00.000","5327","School Safety Agent","2020-10-06T00:00:00.000",,"NYPD"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2018-07-16T00:00:00.000","2018-09-20T00:00:00.000","7005","Computer Specialist (Software)","2022-05-16T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2018-07-16T00:00:00.000","2018-08-29T00:00:00.000","7613","Transit Electro-Mechanical Mtr",,,"DCAS"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2018-07-16T00:00:00.000","2018-10-11T00:00:00.000","3056","Supervising Computer Service Technician","2019-07-22T00:00:00.000",,"DCAS"
"Section 50","Medical","Department of Sanitation - DSNY","Closed","2018-07-14T00:00:00.000","2018-11-19T00:00:00.000","5001","Sanitation Worker","2020-03-16T00:00:00.000",,"DSNY"
"Section 50","Character","Department of Correction - DOC","Closed","2018-07-13T00:00:00.000","2018-10-25T00:00:00.000","7320","Correction Officer","2021-01-11T00:00:00.000",,"DOC"
"Section 76","Termination","Housing Authority - NYCHA","Closed","2018-07-12T00:00:00.000","2018-09-25T00:00:00.000",,,,,"NYCHA"
"Section 76","Demotion","Housing Authority - NYCHA","Closed","2018-07-12T00:00:00.000","2018-10-09T00:00:00.000",,,,,"NYCHA"
"Section 50","Score","Transit Authority - NYCTA","Closed","2018-07-12T00:00:00.000","2018-10-16T00:00:00.000","6718","Maintenance Supervisor","2022-09-12T00:00:00.000",,"NYCTA"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2018-07-11T00:00:00.000","2018-07-30T00:00:00.000","7005","Computer Specialist","2022-05-16T00:00:00.000",,"DCAS"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2018-07-11T00:00:00.000","2018-09-11T00:00:00.000","7002","Computer Associate (Software)","2021-10-25T00:00:00.000",,"DCAS"
"Section 50","Psych","Police Department - NYPD","Closed","2018-07-11T00:00:00.000","2018-08-03T00:00:00.000","3319","Police Officer","2019-12-21T00:00:00.000",,"NYPD"
"Section 50","Character","Police Department - NYPD","Closed","2018-07-10T00:00:00.000","2018-10-01T00:00:00.000","4328","Police Officer","2020-11-23T00:00:00.000",,"NYPD"
"Section 50","Psych","Police Department - NYPD","Closed","2018-07-10T00:00:00.000","2018-10-01T00:00:00.000","5320","Police Officer","2021-06-30T00:00:00.000",,"NYPD"
"Section 50","Psych","Police Department - NYPD","Closed","2018-07-09T00:00:00.000","2018-07-24T00:00:00.000","4301","School Safety Agent","2020-01-06T00:00:00.000",,"NYPD"
"Section 50","Unauthorized Substance","Police Department - NYPD","Closed","2018-07-09T00:00:00.000","2018-09-04T00:00:00.000","7305","Traffic Enforcement Agent","2021-03-09T00:00:00.000",,"NYPD"
"Waiting for DQ",,"Department of Citywide Administrative Services - DCAS","Closed","2018-07-06T00:00:00.000","2018-08-23T00:00:00.000",,,,,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2018-07-06T00:00:00.000","2018-11-29T00:00:00.000","7023","Fire Protection Inspector","2022-03-07T00:00:00.000",,"DCAS"
"Section 50","Psych","Police Department - NYPD","Closed","2018-07-05T00:00:00.000","2018-10-19T00:00:00.000","5321","Police Officer","2021-07-03T00:00:00.000",,"NYPD"
"Other",,"Police Department - NYPD","Closed","2018-07-05T00:00:00.000","2018-07-06T00:00:00.000",,,,,"NYPD"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2018-07-05T00:00:00.000","2018-08-24T00:00:00.000","8001","Probation Officer",,,"DCAS"
"Section 50","Psych","Police Department - NYPD","Closed","2018-07-05T00:00:00.000","2018-08-24T00:00:00.000","6319","Traffic Enforcement Agent","2020-10-19T00:00:00.000",,"NYPD"
"Section 50","Psych","Police Department - NYPD","Closed","2018-07-05T00:00:00.000","2018-08-03T00:00:00.000","4330","School Safety Agent","2020-04-29T00:00:00.000",,"NYPD"
"Section 50","Medical","Department of Correction - DOC","Closed","2018-07-05T00:00:00.000","2018-12-07T00:00:00.000","4311","Correction Officer","2019-09-24T00:00:00.000",,"DOC"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2018-07-05T00:00:00.000","2018-11-14T00:00:00.000","7005","Computer Specialist (Software)","2022-05-16T00:00:00.000",,"DCAS"
"Section 50","Psych","Department of Correction - DOC","Closed","2018-07-03T00:00:00.000","2018-11-14T00:00:00.000","7324","Correction Officer","2021-09-20T00:00:00.000",,"DOC"
"Section 50","Psych","Police Department - NYPD","Closed","2018-07-02T00:00:00.000","2018-10-04T00:00:00.000","5314","Police Officer","2021-06-28T00:00:00.000",,"NYPD"
"Section 50","Character","Police Department - NYPD","Closed","2018-07-02T00:00:00.000","2018-09-25T00:00:00.000","5317","Police Officer","2021-06-29T00:00:00.000",,"NYPD"
"Section 50","Character","Police Department - NYPD","Closed","2018-07-02T00:00:00.000","2018-08-03T00:00:00.000","6012","Auto Mechanic","2021-09-06T00:00:00.000",,"NYPD"
"Waiting for DQ",,"Department of Citywide Administrative Services - DCAS","Closed","2018-06-30T00:00:00.000","2018-07-25T00:00:00.000",,,,,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2018-06-28T00:00:00.000","2018-09-26T00:00:00.000","8004","Maintenance Worker",,,"DCAS"
"Waiting for DQ",,"Department of Citywide Administrative Services - DCAS","Closed","2018-06-27T00:00:00.000","2018-07-18T00:00:00.000",,,,,"DCAS"
"Section 76","Suspension","Housing Authority - NYCHA","Closed","2018-06-27T00:00:00.000","2018-10-26T00:00:00.000",,,,,"NYCHA"
"Section 50","Psych","Police Department - NYPD","Closed","2018-06-27T00:00:00.000","2018-10-19T00:00:00.000","6502","Promotional Police Officer","2020-06-22T00:00:00.000",,"NYPD"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2018-06-27T00:00:00.000","2018-08-06T00:00:00.000","7005","Computer Specialist (Software)","2022-05-16T00:00:00.000",,"DCAS"
"Section 50","Psych","Police Department - NYPD","Closed","2018-06-27T00:00:00.000","2018-10-01T00:00:00.000","3309","Police Officer","2019-06-23T00:00:00.000",,"NYPD"
"Waiting for DQ",,"Department of Citywide Administrative Services - DCAS","Closed","2018-06-27T00:00:00.000","2018-08-21T00:00:00.000",,,,,"DCAS"
"Waiting for DQ",,"Department of Citywide Administrative Services - DCAS","Closed","2018-06-27T00:00:00.000","2018-08-21T00:00:00.000",,,,,"DCAS"
"Section 50","Character","Police Department - NYPD","Closed","2018-06-27T00:00:00.000","2018-08-08T00:00:00.000","5329","Police Officer","2021-07-07T00:00:00.000",,"NYPD"
"Section 50","Character","Police Department - NYPD","Closed","2018-06-26T00:00:00.000","2018-09-05T00:00:00.000","7306","School Safety Agent","2021-11-22T00:00:00.000",,"NYPD"
"Section 50","Psych","Police Department - NYPD","Closed","2018-06-25T00:00:00.000","2018-11-01T00:00:00.000","4306","Police Officer","2019-12-23T00:00:00.000",,"NYPD"
"Section 50","Psych","Police Department - NYPD","Closed","2018-06-25T00:00:00.000","2018-09-13T00:00:00.000","4320","Police Officer","2020-08-25T00:00:00.000",,"NYPD"
"Section 50","Score","Transit Authority - NYCTA","Closed","2018-06-25T00:00:00.000","2018-10-16T00:00:00.000","6719","Supervisor (Stations)","2022-03-21T00:00:00.000",,"NYCTA"
"Section 50","Psych","Police Department - NYPD","Closed","2018-06-25T00:00:00.000","2018-10-12T00:00:00.000","5325","Police Officer","2021-07-05T00:00:00.000",,"NYPD"
"Waiting for DQ",,"Department of Citywide Administrative Services - DCAS","Closed","2018-06-25T00:00:00.000","2018-07-12T00:00:00.000",,,,,"DCAS"
"Section 50","Character","Department of Correction - DOC","Closed","2018-06-22T00:00:00.000","2018-10-19T00:00:00.000","7331","Correction Officer","2021-09-21T00:00:00.000",,"DOC"
"Section 76","Suspension","Fire Department - FDNY","Closed","2018-06-22T00:00:00.000","2018-11-23T00:00:00.000",,,,,"FDNY"
"Section 50","Psych","Police Department - NYPD","Closed","2018-06-22T00:00:00.000","2018-09-17T00:00:00.000","4328","Police Officer","2020-11-23T00:00:00.000",,"NYPD"
"Section 50","Psych","Police Department - NYPD","Closed","2018-06-22T00:00:00.000","2018-09-07T00:00:00.000","3317","Police Officer","2019-12-16T00:00:00.000",,"NYPD"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2018-06-22T00:00:00.000","2018-07-25T00:00:00.000","8003","Clerical Associate",,,"DCAS"
"Section 76","Suspension","Department of Sanitation - DSNY","Closed","2018-06-21T00:00:00.000","2018-11-21T00:00:00.000",,,,,"DSNY"
"Section 50","Psych","Police Department - NYPD","Closed","2018-06-20T00:00:00.000","2018-07-24T00:00:00.000","7304","School Safety Agent","2021-07-20T00:00:00.000",,"NYPD"
"Section 50","Medical","Fire Department - FDNY","Closed","2018-06-20T00:00:00.000","2018-10-01T00:00:00.000","7501","Firefighter","2021-10-11T00:00:00.000",,"FDNY"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2018-06-20T00:00:00.000","2018-09-07T00:00:00.000","7005","Computer Specialist (Software)","2022-05-16T00:00:00.000",,"DCAS"
"Section 50","Medical","Fire Department - FDNY","Closed","2018-06-20T00:00:00.000","2018-10-19T00:00:00.000","7501","Firefighter","2021-10-11T00:00:00.000",,"FDNY"
"Other",,"Department of Citywide Administrative Services - DCAS","Closed","2018-06-19T00:00:00.000","2018-06-19T00:00:00.000",,,,,"DCAS"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2018-06-19T00:00:00.000","2018-08-20T00:00:00.000","7030","City Tax Auditor","2022-05-23T00:00:00.000",,"DCAS"
"Other",,"Department of Citywide Administrative Services - DCAS","Closed","2018-06-18T00:00:00.000","2018-06-20T00:00:00.000",,,,,"DCAS"
"Section 50","Psych","Police Department - NYPD","Closed","2018-06-18T00:00:00.000","2018-09-27T00:00:00.000","3314","Police Officer","2019-12-09T00:00:00.000",,"NYPD"
"Section 50","Psych","Department of Correction - DOC","Closed","2018-06-18T00:00:00.000","2018-10-11T00:00:00.000","7320","Correction Officer","2021-01-11T00:00:00.000",,"DOC"
"Section 50","Psych","Police Department - NYPD","Closed","2018-06-15T00:00:00.000","2018-12-11T00:00:00.000","4316","Police Officer","2020-08-24T00:00:00.000",,"NYPD"
"Section 50","Psych","Police Department - NYPD","Closed","2018-06-15T00:00:00.000","2018-09-17T00:00:00.000","4329","Police Officer","2020-11-25T00:00:00.000",,"NYPD"
"Section 50","Character","Police Department - NYPD","Closed","2018-06-15T00:00:00.000","2018-09-25T00:00:00.000","5320","Police Officer","2021-06-30T00:00:00.000",,"NYPD"
"Section 50","Eligibility","Department of Citywide Administrative Services - DCAS","Closed","2018-06-14T00:00:00.000","2018-12-14T00:00:00.000","8270","Public Records Officer","2019-03-28T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2018-06-13T00:00:00.000","2018-09-06T00:00:00.000","7005","Computer Specialist (Software)","2022-05-16T00:00:00.000",,"DCAS"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2018-06-13T00:00:00.000","2018-07-12T00:00:00.000","8031","Staff Analyst Trainee",,,"DCAS"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2018-06-13T00:00:00.000","2018-08-08T00:00:00.000","8031","Staff Analyst Trainee",,,"DCAS"
"Section 50","Psych","Police Department - NYPD","Closed","2018-06-12T00:00:00.000","2018-09-17T00:00:00.000","4329","Police Officer","2020-11-25T00:00:00.000",,"NYPD"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2018-06-11T00:00:00.000","2018-09-10T00:00:00.000","7005","Computer Specialist (Software)","2022-05-16T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2018-06-11T00:00:00.000","2018-09-14T00:00:00.000","7005","Computer Specialist (Software)","2022-05-16T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2018-06-11T00:00:00.000","2018-10-18T00:00:00.000","7005","Computer Specialist (Software)","2022-05-16T00:00:00.000",,"DCAS"
"Other",,"Department of Citywide Administrative Services - DCAS","Closed","2018-06-09T00:00:00.000","2018-06-12T00:00:00.000",,,,,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2018-06-08T00:00:00.000","2018-09-27T00:00:00.000","7005","Computer Specialist (Software)","2022-05-16T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2018-06-08T00:00:00.000","2018-09-27T00:00:00.000","7005","Computer Specialist (Software)","2022-05-16T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2018-06-08T00:00:00.000","2018-09-04T00:00:00.000","7005","Computer Specialist (Software)","2022-05-16T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2018-06-08T00:00:00.000","2018-08-28T00:00:00.000","7005","Computer Specialist (Software)","2022-05-16T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2018-06-08T00:00:00.000","2018-09-06T00:00:00.000","7005","Computer Specialist (Software)","2022-05-16T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2018-06-08T00:00:00.000","2018-09-21T00:00:00.000","7005","Computer Specialist (Software)","2022-05-16T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2018-06-08T00:00:00.000","2018-08-22T00:00:00.000","7005","Computer Specialist (Software)","2022-05-16T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2018-06-08T00:00:00.000","2018-09-28T00:00:00.000","7005","Computer Specialist (Software)","2022-05-16T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2018-06-08T00:00:00.000","2018-09-26T00:00:00.000","7005","Computer Specialist (Software)","2022-05-16T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2018-06-08T00:00:00.000","2018-10-04T00:00:00.000","7005","Computer Specialist (Software)","2022-05-16T00:00:00.000",,"DCAS"
