"facility_pk","facilityname","service_category","service_type","buildingnumber","partnertype","partner_type_detailed","address","address_2","borough","zipcode","latitude","longitude","phone","additionalinfo","startdate","enddate","monday","tuesday","wednesday","thursday","friday","saturday","sunday","condoms_male","fc2_female_insertive_condoms","lubricant","facility_type","website","community_board","council_district","census_tract","bin","bbl","nta"
"188861723","BFCC Pennsylvania","Free Safer Sex Products","Condoms and Lubricant",,"Hospital","Clinical Facility","1110 Pennsylvania  Avenue,1st floor",,"Brooklyn","11207","40.653439806946","-73.88680766189","718 240-8640","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a basket located by the front door and waiting room and exam rooms at this clinical facility. Last Updated: 6/21/2022 <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a","19000101000000.000000000","19000101000000.000000000","8:30 AM - 4:30 PM","8:30 AM - 4:30 PM","8:30 AM - 4:30 PM","8:30 AM - 4:30 PM","8:30 AM - 4:30 PM",,,"true","false","true",,"""http://www.brookdale.ny.org""","305","42","110400","3348650","3044120001","BK82"
"188862257","The Blue Chelsea","Free Safer Sex Products","Condoms and Lubricant",,"Business","Sex Store","208 8 Avenue",,"Manhattan","10011","40.743754788158","-73.999584983787",,"This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a fishbowl located at the cash register at this sex store. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000",,,,,,,,"true","true","true",,,"104","3","8700","1014059","1007700076","MN13"
"188861852","D'Master Barber Shop (Formerly Magical Touch/Mi Bandera)","Free Safer Sex Products","Condoms and Lubricant",,"Business","Barbershop","37-66 103 Street",,"Queens","11368","40.752756844919","-73.864199046706",,"This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a dispenser located in the front next to the door at this barbershop. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook","19000101000000.000000000","19000101000000.000000000",,,,,,,,"true","false","false",,,"403","21","40500","4044238","4017680043","QN26"
"188861742","Boriken Neighborhood Health Center","Free Safer Sex Products","Condoms and Lubricant",,"Community Health Center","Clinical Facility","2265 3 Avenue,Basement",,"Manhattan","10035","40.80248058481","-73.936688283957","(212) 289-6650","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a dispenser/ fishbowl located all around the center at this clinical facility. Last Updated: 6/11/2020 <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www","19000101000000.000000000","19000101000000.000000000",,,,,,,,"true","true","true",,"""http://www.boriken.org""","111","8","19400","1054630","1017880001","MN34"
"188861907","Fanta Professional Hair Braiding","Free Safer Sex Products","Condoms and Lubricant",,"Community-Based Organization/Non-Profit","Other","426 Mother Gaston Blvd",,"Brooklyn","11212","40.668545687169","-73.906575632956","(347) 265-8418","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000",,,,,,,,"true","true","true",,,"316","41","90600","3081151","3035260319","BK81"
"188862203","Rose African Hair Braiding","Free Safer Sex Products","Condoms and Lubricant",,"Community-Based Organization/Non-Profit","Other","708 Ralph Avenue",,"Brooklyn","11212","40.665475084461","-73.922364435997","(718) 953-3037","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","true","true","true",,,"316","41","90000","3080769","3035080001","BK81"
"188861702","Bar Nine","Free Safer Sex Products","Condoms and Lubricant",,"Business","Bar/Lounge","807 9 Avenue",,"Manhattan","10019","40.765673744394","-73.987361288746","718-230-3805","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a dispenser located inside to the left at this bar/lounge. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000","4:00 PM - 2:00 AM","4:00 PM - 2:00 AM","4:00 PM - 2:00 AM","4:00 PM - 2:00 AM","4:00 PM - 2:00 AM","4:00 PM - 2:00 AM","1:00 PM - 2:00 AM","true","true","true",,,"104","3","13300","1026767","1010630032","MN15"
"188861873","East Harlem District Office","Free Safer Sex Products","Condoms and Lubricant",,"Government","NYC Council Member Office","105 East 116 Street,Council Office",,"Manhattan","10029","40.799074756125","-73.942683591726","212-828-9800","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a fishbowl located in the office lobby at this nyc council member office. Last Updated: 6/10/2022 <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.face","19000101000000.000000000","19000101000000.000000000","9:00 AM - 4:30 PM","9:00 AM - 4:30 PM","9:00 AM - 4:30 PM","9:00 AM - 4:30 PM","9:00 AM - 4:30 PM",,,"true","true","true",,,"111","8","18200","1052282","1016440005","MN34"
"188862232","Stonewall Inn","Free Safer Sex Products","Condoms and Lubricant",,"Business","Bar/Lounge","53 Christopher Street",,"Manhattan","10014","40.73371991395","-74.002125283435",,"This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a fishbowl located in the back near the restroom at this bar/lounge. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook c","19000101000000.000000000","19000101000000.000000000","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM",,,"true","false","true",,,"102","3","7300","1082221","1006100001","MN23"
"188862093","Mishkins Pharmacy","Free Safer Sex Products","Condoms and Lubricant",,"Community-Based Organization/Non-Profit","Other","1714 Amsterdam Avenue",,"Manhattan","10031","40.825026000102","-73.947763078074","(212) 926-2801","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","true","true","true",,,"109","7","22900","1061914","1020760036","MN04"
"188861678","Alcedo Barber Shop","Free Safer Sex Products","Condoms and Lubricant",,"Hospital","Other","116 E. 183rd Street",,"Bronx","10453","40.857951748981","-73.901543901699","(718) 364-8678","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000",,,,,,,,"true","true","true",,,"205","14","23704","2013867","2031710023","BX40"
"188862154","Parsons Medical Center","Free Safer Sex Products","Condoms and Lubricant",,"Community Health Center","Clinical Facility","88-01 Parsons Boulevard",,"Queens","11432","40.706595593399","-73.802129839508",,"This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a dispenser located across from the reception area at this clinical facility. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom F","19000101000000.000000000","19000101000000.000000000","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","true","false","false",,,"412","24","44602","4208941","4097640015","QN61"
"188862277","The Woods","Free Safer Sex Products","Condoms and Lubricant",,"Business","Bar/Lounge","48 South 5 Street",,"Brooklyn","11249","40.71230323552","-73.966919035403",,"This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a fishbowl located on the right side by the bar at this bar/lounge. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook co","19000101000000.000000000","19000101000000.000000000","4:00 PM - 4:00 AM","4:00 PM - 4:00 AM","4:00 PM - 4:00 AM","4:00 PM - 4:00 AM","2:00 PM - 4:00 AM","12:00 PM - 4:00 AM","12:00 PM - 4:00 AM","true","false","false",,,"301","33","54900",,"3","BK73"
"188862275","The Rosemont","Free Safer Sex Products","Condoms and Lubricant",,"Business","Bar/Lounge","63 Montrose Avenue",,"Brooklyn","11206","40.706924443973","-73.947433982809","212-925-8219","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a fishbowl located on the right side at the end of the bar at this bar/lounge. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom","19000101000000.000000000","19000101000000.000000000","5:00 PM - 4:00 AM","5:00 PM - 4:00 AM","5:00 PM - 4:00 AM","5:00 PM - 4:00 AM","5:00 PM - 4:00 AM","3:00 PM - 4:00 AM","3:00 PM - 4:00 AM","true","false","false",,,"301","34","51100","3071073","3030500034","BK90"
