Category,Type of Business,Business,Address,City/State,Zip Code,Phone Number,Borough,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location 1,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts
Retail,Books and News,Strand Bookstore,828 Broadway,"New York, NY",10003,212-473-1452,MANHATTAN,40.733403,-73.991059,2,2,61,1009208,1005640034,West Village                                                               ,"(40.733403, -73.991059)",11724,57,4,50,5
Retail,Apparel and Footwear,H & M,111 5th Avenue,"New York, NY",10003,212-539-1741,MANHATTAN,40.738692,-73.99165,5,2,52,1016145,1008470001,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.738692, -73.99165)",11724,11,4,50,7
Food and Drink,Casual Eateries,Popeye's,47 West 14th Street,"New York, NY",10011,212-206-8405,MANHATTAN,40.736661,-73.995154,5,3,54,1015285,1008160013,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.736661, -73.995154)",12074,11,4,10,7
Services,Spas and Salons,Besu,234 3rd Avenue,"New York, NY",10003,,MANHATTAN,40.736696,-73.984715,6,2,50,1017928,1008750047,Gramercy                                                                   ,"(40.736696, -73.984715)",11724,71,4,50,7
Retail,Electronics and Video,Metro PCS,237 1st Avenue,"New York, NY",10003,212-505-5400,MANHATTAN,40.731247,-73.982645,3,2,40,1006522,1004550033,East Village                                                               ,"(40.731247, -73.982645)",11724,70,4,50,5
Retail,Home Furnishings,Sleepy's ,22 West 14th Street,"New York, NY",10011,212-645-9891,MANHATTAN,40.7364,-73.994577,2,3,63,1083516,1005770024,West Village                                                               ,"(40.7364, -73.994577)",12074,57,4,10,3
Services,Spas and Salons,Pangea Spa and Salon,13 West 17th Street,"New York, NY",10011,212-337-9600,MANHATTAN,40.738245,-73.992978,5,3,54,1015417,1008190030,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.738245, -73.992978)",12074,11,4,10,7
Food and Drink,Casual Eateries,Subway,245 East 14th Street,"New York, NY",10003,212-677-1129,MANHATTAN,40.732862,-73.986137,6,2,48,1019514,1008960023,Gramercy                                                                   ,"(40.732862, -73.986137)",11724,71,4,50,7
Food and Drink,Bars and Lounges,No Idea Bar,30 East 20th Street,"New York, NY",10003,212-777-0100,MANHATTAN,40.738936,-73.989221,5,2,52,1016181,1008480053,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.738936, -73.989221)",11724,11,4,50,7
Retail,Apparel and Footwear,American Apparel,142 5th Avenue,"New York, NY",10011,212-620-4960,MANHATTAN,40.739178,-73.991321,5,3,54,1015475,1008210038,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.739178, -73.991321)",12074,11,4,10,7
Services,Spas and Salons,Stella Nail and Spa,209 1st Avenue,"New York, NY",10003,,MANHATTAN,40.73038,-73.98328,3,2,40,1006492,1004540039,East Village                                                               ,"(40.73038, -73.98328)",11724,70,4,50,5
Food and Drink,Casual Eateries,Bagel Boss,263 1st Avenue,"New York, NY",10003,,MANHATTAN,40.732178,-73.981836,6,2,48,1020422,1009220021,Gramercy                                                                   ,"(40.732178, -73.981836)",11729,71,4,50,7
Food and Drink,Casual Eateries,Dos Toros Taqueria,137 4th Avenue,"New York, NY",10003,212-677-7300,MANHATTAN,40.733663,-73.989864,3,2,42,1077569,1005590009,East Village                                                               ,"(40.733663, -73.989864)",11724,70,4,50,5
Retail,Home Furnishings,Environment Furniture,876 Broadway,"New York, NY",10003,212-780-0051,MANHATTAN,40.73797,-73.990069,5,2,52,1016146,1008470022,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.73797, -73.990069)",11724,11,4,50,7
Food and Drink,Restaurants,Gramercy Tavern,42 East 20th Street,"New York, NY",10003,212-477-0777,MANHATTAN,40.738851,-73.989026,5,2,52,1016177,1008487503,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.738851, -73.989026)",11724,11,4,50,7
Services,Health and Fitness,Kundalini Yoga East,873 Broadway,"New York, NY",10003,212-982-5959,MANHATTAN,40.737901,-73.990109,5,2,52,1080750,1008470016,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.737901, -73.990109)",11724,11,4,50,7
Points of Interest,Theatres and Cinemas,Uniter Artists Cinema,1 Union Square South,"New York, NY",10003,212-253-6266,MANHATTAN,40.733982,-73.989875,3,2,42,1087083,1005659021,East Village                                                               ,"(40.733982, -73.989875)",11724,70,4,50,5
Food and Drink,Restaurants,Ponty Bistro,218 3rd Avenue,"New York, NY",10003,212-777-1616,MANHATTAN,40.736191,-73.985083,6,2,50,1017885,1008740043,Gramercy                                                                   ,"(40.736191, -73.985083)",11724,71,4,50,7
Food and Drink,Casual Eateries,Pie,124 4th Avenue,"New York, NY",10003,212-475-4977,MANHATTAN,40.732994,-73.989987,2,2,61,1009212,1005640054,West Village                                                               ,"(40.732994, -73.989987)",11724,57,4,50,5
Food and Drink,Groceries and Liquors,Green Gourmet Market,214 3rd Avenue,"New York, NY",10003,,MANHATTAN,40.736087,-73.985159,6,2,50,1017883,1008740041,Gramercy                                                                   ,"(40.736087, -73.985159)",11724,71,4,50,7
Food and Drink,Restaurants,Japonica,100 University Place,"New York, NY",10003,212-243-7752,MANHATTAN,40.734018,-73.992726,2,2,61,1009386,1005707503,West Village                                                               ,"(40.734018, -73.992726)",11724,57,4,50,3
Retail,Apparel and Footwear,Express,130 5th Avenue,"New York, NY",10011,212-633-9414,MANHATTAN,40.738596,-73.991744,5,3,54,1015451,1008200038,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.738596, -73.991744)",12074,11,4,10,7
Food and Drink,Casual Eateries,Blue Valley Deli and Grocery,570 6th Avenue,"New York, NY",10011,212-242-9118,MANHATTAN,40.738588,-73.995933,5,3,54,1015317,1008170085,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.738588, -73.995933)",12074,11,4,10,7
Food and Drink,Restaurants,NGAM,99 3rd Avenue,"New York, NY",10003,212-777-8424,MANHATTAN,40.732354,-73.987855,3,2,40,1079847,1004680007,East Village                                                               ,"(40.732354, -73.987855)",11724,70,4,50,5
Food and Drink,Casual Eateries,City Gourmet,238 East 14th Street,"New York, NY",10003,212-260-6040,MANHATTAN,40.732889,-73.986242,3,2,40,1006905,1004690027,East Village                                                               ,"(40.732889, -73.986242)",11724,70,4,50,5
Food and Drink,Restaurants,BLT Fish,21 West 17th Street,"New York, NY",10011,212-691-8888,MANHATTAN,40.738322,-73.993162,5,3,54,1015414,1008190026,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.738322, -73.993162)",12074,11,4,10,7
Food and Drink,Bars and Lounges,Shades of Green,125 East 15th Street,"New York, NY",10003,212-674-1394,MANHATTAN,40.734553,-73.98801,6,2,50,1017796,1008710026,Gramercy                                                                   ,"(40.734553, -73.98801)",11724,71,4,50,7
Food and Drink,Groceries and Liquors,14 Street Food Market,67 West 14th Street,"New York, NY",10011,212-255-4956,MANHATTAN,40.736856,-73.995616,5,3,54,1015283,1008160001,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.736856, -73.995616)",12074,11,4,10,7
Retail,Apparel and Footwear,Lululemon Athletica,15 Union Square West,"New York, NY",10011,212-362-1559,MANHATTAN,40.735791,-73.991297,5,2,52,1016065,1008427502,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.735791, -73.991297)",11724,11,4,50,7
Retail,Apparel and Footwear,Peoria Emporium,25 East 20th Street,"New York, NY",10003,212-777-3140,MANHATTAN,40.738991,-73.989308,5,2,52,1016203,1008490021,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.738991, -73.989308)",12073,11,4,50,7
Food and Drink,Casual Eateries,Red Mango,63 West 14th Street,"New York, NY",10011,212-414-3009,MANHATTAN,40.736818,-73.995522,5,3,54,1015283,1008160001,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.736818, -73.995522)",12074,11,4,10,7
Services,Cleaners and Shoe Repair,Victor's Cleaners,495 6th Avenue,"New York, NY",10011,212-243-5370,MANHATTAN,40.736332,-73.9976,2,3,71,1010619,1006080039,West Village                                                               ,"(40.736332, -73.9976)",12074,57,4,10,3
Services,Health and Fitness,The Shala House,815 Broadway,"New York, NY",10003,212-979-9988,MANHATTAN,40.732983,-73.991174,2,2,61,1009135,1005630033,West Village                                                               ,"(40.732983, -73.991174)",11724,57,4,50,3
Food and Drink,Casual Eateries,Starbucks,141 3rd Avenue,"New York, NY",10003,212-677-7248,MANHATTAN,40.733776,-73.986815,6,2,48,1019522,1008960048,Gramercy                                                                   ,"(40.733776, -73.986815)",11724,71,4,50,7
Retail,Home Furnishings,ACE Moving and Storage,227 East 14th Street,"New York, NY",10003,212-316-5300,MANHATTAN,40.732982,-73.986426,6,2,48,1019506,1008960013,Gramercy                                                                   ,"(40.732982, -73.986426)",11724,71,4,50,7
Retail,Apparel and Footwear,David Z,821-823 Broadway,"New York, NY",10003,212-253-5511,MANHATTAN,40.733441,-73.991387,2,2,61,1009203,1005640022,West Village                                                               ,"(40.733441, -73.991387)",11724,57,4,50,3
Food and Drink,Restaurants,Pete's Tavern,66 Irving Place,"New York, NY",10003,212-473-7676,MANHATTAN,40.736548,-73.986891,6,2,50,1080800,1008740023,Gramercy                                                                   ,"(40.736548, -73.986891)",11724,71,4,50,7
Points of Interest,Arts and Leisure,Manhattan Art Gallery,568 6th Avenue,"New York, NY",10011,212-366-6290,MANHATTAN,40.738536,-73.995969,5,3,54,1015317,1008170085,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.738536, -73.995969)",12074,11,4,10,7
Retail,Home Furnishings,Manhattan Kitchen and Bath,29 East 19th Street,"New York, NY",10003,212-995-0500,MANHATTAN,40.738324,-73.989542,5,2,52,1016164,1008480023,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.738324, -73.989542)",11724,11,4,50,7
Food and Drink,Casual Eateries,Vive La Crêpe,114 University Place,"New York, NY",10003,212-242-8483,MANHATTAN,40.734391,-73.992401,2,2,61,1009386,1005707503,West Village                                                               ,"(40.734391, -73.992401)",11724,57,4,50,3
Retail,Office Supplies and Stationary,Container Store,629 6th Avenue,"New York, NY",10011,212-366-4200,MANHATTAN,40.740312,-73.994703,4,3,87,1014718,1007940030,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.740312, -73.994703)",12074,12,4,10,7
Food and Drink,Restaurants,Angelo & Maxie's Steakhouse,233 Park Avenue South,"New York, NY",10003,212-220-9200,MANHATTAN,40.73764,-73.988233,5,2,50,1017862,1008740004,Gramercy                                                                   ,"(40.73764, -73.988233)",11724,11,4,50,7
Retail,Apparel and Footwear,Nordstrom Rack,60 East 14th Street,"New York, NY",10003,212.220.2080,MANHATTAN,40.734701,-73.990485,2,2,61,1087083,1005659021,West Village                                                               ,"(40.734701, -73.990485)",11724,57,4,50,5
Services,Spas and Salons,Hairmates,23 East 17th Street,"New York, NY",10003,646-692-4750,MANHATTAN,40.737303,-73.990719,5,2,52,1016121,1008460017,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.737303, -73.990719)",11724,11,4,50,7
Food and Drink,Casual Eateries,Gramercy Café,184 3rd Avenue,"New York, NY",10003,212-982-2121,MANHATTAN,40.73512,-73.985859,6,2,50,1017823,1008720044,Gramercy                                                                   ,"(40.73512, -73.985859)",11724,71,4,50,7
Food and Drink,Groceries and Liquors,Punjab on Third,220 3rd Avenue,"New York, NY",10003,,MANHATTAN,40.73624,-73.985047,6,2,50,1088759,1008747504,Gramercy                                                                   ,"(40.73624, -73.985047)",11724,71,4,50,7
Food and Drink,Casual Eateries,Krust Pizzeria,226 East 14th Street,"New York, NY",10003,212-510-8869,MANHATTAN,40.732969,-73.986437,3,2,40,1006902,1004690021,East Village                                                               ,"(40.732969, -73.986437)",11724,70,4,50,5
Retail,Apparel and Footwear,Wet Seal,42B West 14th Street,"New York, NY",10011,646-336-6914,MANHATTAN,40.736598,-73.995046,2,3,63,1009713,1005770019,West Village                                                               ,"(40.736598, -73.995046)",12074,57,4,10,3
Food and Drink,Restaurants,The Loop,173 3rd Avenue,"New York, NY",10003,212-598-1200,MANHATTAN,40.734838,-73.986039,6,2,48,1019535,1008970044,Gramercy                                                                   ,"(40.734838, -73.986039)",11724,71,4,50,7
Retail,"Entertainment, Music & Games",Gamestop,32 East 14th Street,"New York, NY",10003,212-242-2567,MANHATTAN,40.73539,-73.992163,2,2,61,1009396,1005710018,West Village                                                               ,"(40.73539, -73.992163)",11724,57,4,50,3
Services,Medical and Veterinary,New York Foundling Hospital,590 6th Avenue,"New York, NY",10011,212-633-9300,MANHATTAN,40.739178,-73.9955,5,3,54,1068261,1008187501,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.739178, -73.9955)",12074,11,4,10,7
Food and Drink,Casual Eateries,Cupcake Café,18 West 18th Street,"New York, NY",10003,212-465-1530,MANHATTAN,40.738859,-73.99266,5,3,54,1015426,1008190056,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.738859, -73.99266)",12074,11,4,10,7
Food and Drink,Restaurants,'wichcraft,11 East 20th Street,"New York, NY",10003,212-780-0577,MANHATTAN,40.739318,-73.990076,5,2,52,1016200,1008490009,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.739318, -73.990076)",12073,11,4,50,7
Services,Spas and Salons,Buddha Nails and Spa,517 6th Avenue,"New York, NY",10011,646-669-9717,MANHATTAN,40.737021,-73.997099,2,3,71,1010650,1006090043,West Village                                                               ,"(40.737021, -73.997099)",12074,57,4,10,3
Retail,Apparel and Footwear,Men's Warehouse,650 6th Avenue,"New York, NY",10011,212-243-3517,MANHATTAN,40.740855,-73.994277,5,3,54,1015487,1008217503,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.740855, -73.994277)",12074,11,4,10,7
Retail,Home Furnishings,Country Floor,15 East 16th Street,"New York, NY",10003,212-627-8300,MANHATTAN,40.737138,-73.992173,5,2,52,1016084,1008440011,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.737138, -73.992173)",11724,11,4,50,7
Services,Health and Fitness,Equinox,897 Broadway,"New York, NY",10003,212-774-6363,MANHATTAN,40.738914,-73.989849,5,2,52,1080760,1008480015,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.738914, -73.989849)",11724,11,4,50,7
