"sitekey","sitestatus","providername","sitename","building","street","unit","borough","city","postcode","mappedaddress","phone","extension","show311","showonmap","website","ada_accessible","incomelimit","l1","itin","s1","amendedreturn","prioryear","aarp","selfemployed","opendatestr","opendateiso","closedatestr","closedateiso","apptorwalkin","mondayopen","imondayopen","mondayclose","imondayclose","tuesdayopen","ituesdayopen","tuesdayclose","ituesdayclose","wednesdayopen","iwednesdayopen","wednesdayclose","iwednesdayclose","thursdayopen","ithursdayopen","thursdayclose","ithursdayclose","fridayopen","ifridayopen","fridayclose","ifridayclose","saturdayopen","isaturdayopen","saturdayclose","isaturdayclose","sundayopen","isundayopen","sundayclose","isundayclose","ianydayopen","ianydayclose","scheduleexceptions","notes","citycouncildistrict","communitydistrict","bbl","nta","xcoordinate","ycoordinate","latitude","longitude","icon","geocoded_column"
"GB - 10","Active","Food Bank For New York City","Bed-Stuy Campaingn against Hunger Coney Island","2010","Fulton Street",,"Brooklyn",,,"""2012 Fulton Street, Brooklyn NY, 11233""","(718) 773-3551",,"No","No","http://www.foodbanknyc.org/taxhelp",,"""For all filers: Income below $55,000.""","English","None","Assisted Self-Preparation","No","No","No","Yes","Jan 28","2019-01-28T00:00:00.000","Apr 15","2019-04-15T00:00:00.000","Walk-in Only","9:00 AM","9","5:00 PM","17","9:00 AM","9","5:00 PM","17","9:00 AM","9","5:00 PM","17","9:00 AM","9","5:00 PM","17","9:00 AM","9","5:00 PM","17",,,,,,,,,"9","17",,,"41","303","3015490016","BK79","1007084","0186535","40.67864275529949","-73.91767663515068",,"(40.678642755299, -73.917676635151)"
"ARIVA - 22","Active","Ariva","Ariva at West Farms Housing","1000","East 178th Street","Bldg 1","Bronx",,,"""1000 East 178th Street , Bronx NY, 10460""",,,"Yes","Yes","https://ariva.org",,"""Individuals without dependents: $30,000, Families with dependents: $55,000""","""English, Spanish""","Non-CAA ITIN","In Person","Yes","Yes","No","Yes","Jan 31","2019-01-31T00:00:00.000","Apr 11","2019-04-11T00:00:00.000","Walk-in Only",,,,,,,,,,,,,"12:00 PM","12","7:00 PM","19",,,,,,,,,,,,,"12","19",,,"15","206",,"BX17","1017262","0245885","40.84151098118713","-73.88069051672501",,"(40.841510981187, -73.880690516725)"
"AARPMN - 9","Active","AARP Tax Aide","Our Lady of Pompeii Sr. Center","238","Bleecker Street","Lower Level","Manhattan",,,"""238 Bleecker Street, Manhattan NY, 10014""","(212) 989-3620",,"Yes","Yes",,,"""Open to all taxpayers, with special attention to those 60 and older.""","""English, Spanish""","None","In Person","Yes","Yes","Yes","Yes","Jan 29","2019-01-29T00:00:00.000","Apr 9","2019-04-09T00:00:00.000","Walk-in Only",,,,,"10:00 AM","10","2:00 PM","14",,,,,,,,,,,,,,,,,,,,,"10","14",,"""First come, first served.  We will stop accepting taxpayers when we have reached capacity""","03","102","1005860020","MN23","0983526","0205434","40.73054548227934","-74.00261226813663",,"(40.730545482279, -74.002612268137)"
"ARIVA - 2","Active","Ariva","Ariva at Springbank","69","East 167th Street","2nf Floor","Bronx","Jason1204",,"""69 East 167th Street , Bronx NY, 10452""",,,"Yes","Yes","https://ariva.org",,"""Individuals without dependents: $30,000, Families with dependents: $55,000""","""English, Spanish""","Certified Acceptance Agent","In Person","Yes","Yes","No","Yes","Jan 23","2019-01-23T00:00:00.000","Apr 15","2019-04-15T00:00:00.000","Walk-in Only","4:00 PM","16","7:30 PM","19.5","4:00 PM","16","7:30 PM","19.5","12:00 PM","12","7:30 PM","19.5","4:00 PM","16","7:30 PM","19.5",,,,,"10:00 AM","10","4:00 PM","16",,,,,"10","19.5","tentavely closed 2/18/19 pending approval",,"16","204","2024890071","BX63","1006264","0243666","40.835454738970284","-73.92044591578816",,"(40.83545473897, -73.920445915788)"
"PREP-MH","Active","NYC Free Tax Prep-A-Thon","Manhattan","2987","Frederick Douglass Boulevard",,"Manhattan",,,"""2987 Frederick Douglass Boulevard, Manhattan NY, 10039""",,,"Yes","Yes","http://www.nyc.gov/taxprep",,"""For all filers: income below $54,000.""","""English, Spanish""","No","In Person","No","No","No","Yes","Feb 9","2019-02-09T00:00:00.000","Feb 9","2019-02-09T00:00:00.000","Walk-in Only",,,,,,,,,,,,,,,,,,,,,"10:00 AM","10","4:00 PM","16",,,,,"10","16",,,"09","110","1021060050","MN03","1001924","0241941","40.83072986379394","-73.93613432501654",,"(40.830729863794, -73.936134325017)"
"AARPMN - 6","Active","AARP Tax Aide","Community Church of New York","40","East 35th Street","lower level","Manhattan",,,"""40 East 35th Street, Manhattan NY, 10016""","(212) 683-4988",,"Yes","Yes",,,"""Open to all taxpayers, with special attention to those 60 and older.""","""English, Spanish""","None","In Person","Yes","Yes","Yes","Yes","Jan 31","2019-01-31T00:00:00.000","Apr 11","2019-04-11T00:00:00.000","Walk-in Only",,,,,,,,,,,,,"9:30 AM","9.5","1:30 PM","13.5",,,,,,,,,,,,,"9.5","13.5","CLOSED APRIL 4","""First come, first served.  We will stop accepting taxpayers when we have reached capacity""","02","106","1008640047","MN17","0989245","0211871","40.7482120685223","-73.98197273525273",,"(40.748212068522, -73.981972735253)"
"AARPMN - 25","Active","AARP Tax Aide","Stanley Isaacs Neighborhood Center","415","East 93rd Street","Ground Floor","Manhattan",,,"""415 East 93rd Street, Manhattan NY, 10128""","(212) 360-7620",,"Yes","Yes",,,"""Open to all taxpayers, with special attention to those 60 and older.""","""English, Spanish""","None","In Person","Yes","Yes","Yes","Yes","Feb 1","2019-02-01T00:00:00.000","Apr 12","2019-04-12T00:00:00.000","Walk-in Only",,,,,,,,,,,,,,,,,"9:30 AM","9.5","2:00 PM","14",,,,,,,,,"9.5","14",,"""First come, first served.  We will stop accepting taxpayers when we have reached capacity""","05","108","1015730001","MN32","0999451","0223786","40.78090400630853","-73.9451117097979",,"(40.780904006309, -73.945111709798)"
"FBNYC - 28","Active","Food Bank For New York City","NYCHA Woodside on the Move","39-42","59th. Street",,"Woodside","Woodside",,"""39-42 59th. Street, Woodside NY, 11377""",,,"Yes","Yes","http://www.foodbanknyc.org/taxhelp",,"""For all filers: Income below $55,000.""","""English, Spanish""","Non-CAA ITIN","Drop Off","Yes","Yes","No","Yes","Jan 28","2019-01-28T00:00:00.000","Apr 10","2019-04-10T00:00:00.000","Appointment Only",,,,,"9:00 AM","9","12:00 PM","12","9:00 AM","9","12:00 PM","12","9:00 AM","9","12:00 PM","12",,,,,,,,,,,,,"9","12",,,"40","314","3052060062","BK42","0995663","0172044","40.638890244516816","-73.95887725593367",,"(40.638890244517, -73.958877255934)"
"FBNYC - 9","Active","Food Bank For New York City","""NYCHA Armstrong I & II, Marcy & Lafayette Houses - Bedford Stuyvesant Restoration Corporation- Flushing ""","630","Flushing Avenue","1st Floor","Brooklyn",,,"""632 Flushing Avenue, Brooklyn NY, 11206""","(917) 267-5575",,"No","No","http://www.foodbanknyc.org/taxhelp",,"""For all filers: Income below $55,000.""","English","Non-CAA ITIN","Drop Off","Yes","Yes","No","Yes","Jan 28","2019-01-28T00:00:00.000","Apr 10","2019-04-10T00:00:00.000","Appointment Only","9:30 AM","9.5","5:00 PM","17","9:30 AM","9.5","5:00 PM","17","9:30 AM","9.5","7:30 PM","19.5",,,,,"9:30 AM","9.5","5:00 PM","17",,,,,,,,,"9.5","19.5",,,"36","303","3017200001","BK75","0998544","0194296","40.699962821425096","-73.94844940068975",,"(40.699962821425, -73.94844940069)"
"FBNYC - 29","Active","Food Bank For New York City","Per Scholas","630","Flushing Avenue","6th. Floor","Brooklyn",,,"""630 Flushing Avenue, Brooklyn NY, 11206""","(646) 981-6111",,"Yes","Yes","http://www.foodbanknyc.org/taxhelp",,"""For all filers: Income below $55,000.""","English","Non-CAA ITIN","Drop Off","Yes","Yes","No","Yes","Jan 28","2019-01-28T00:00:00.000","Apr 10","2019-04-10T00:00:00.000","Appointment Only","9:00 AM","9","5:00 PM","17","9:00 AM","9","5:00 PM","17","9:00 AM","9","5:00 PM","17","9:00 AM","9","5:00 PM","17","9:00 AM","9","5:00 PM","17",,,,,,,,,"9","17",,,"36","303","3017200001","BK75","0998544","0194296","40.699962821425096","-73.94844940068975",,"(40.699962821425, -73.94844940069)"
"FBNYC - 42","Active","Food Bank For New York City","Together We Can","91-08","Roosevelt Avenue",,"Queens","Jackson Heights",,"""91-08  Roosevelt Avenue, Queens NY, 11372""","(917) 514-3291",,"Yes","Yes","http://www.foodbanknyc.org/taxhelp",,"""For all filers: Income below $55,000.""","""English, Spanish, Urdu""","Non-CAA ITIN","Drop Off","Yes","Yes","No","Yes","Jan 28","2019-01-28T00:00:00.000","Apr 10","2019-04-10T00:00:00.000","Both","10:00 AM","10","12:00 PM","12",,,,,"10:00 AM","10","12:00 PM","12",,,,,"10:00 AM","10","12:00 PM","12",,,,,,,,,"10","12",,,"21","404","4015500010","QN29","1018812","0212014","40.74853843585928","-73.87526294639711",,"(40.748538435859, -73.875262946397)"
"ARIVA - 4","Active","AARP Tax Aide","Visions at Selis Manor","135","West 23rd Street","Main floor","Manhattan",,,"""135 West 23rd Street, Manhattan NY, 10011""","(646) 486-4444",,"Yes","Yes",,,"""Open to all taxpayers, with special attention to those 60 and older.""","""English, Spanish""","None","In Person","Yes","Yes","Yes","Yes","Feb 1","2019-02-01T00:00:00.000","Apr 12","2019-04-12T00:00:00.000","Walk-in Only",,,,,,,,,,,,,,,,,"10:00 AM","10","2:00 PM","14",,,,,,,,,"10","14",,"""First come, first served.  We will stop accepting taxpayers when we have reached capacity""","03","104","1007990021","MN13","0985936","0210112","40.74338530448636","-73.99391556232348",,"(40.743385304486, -73.993915562323)"
"AARPMN - 8","Active","AARP Tax Aide","Epiphany Branch Library","228","East 23rd Street","Community Room","Manhattan",,,"""228 East 23rd Street, Manhattan NY, 10010""","(212) 679-2645",,"Yes","Yes",,,"""Open to all taxpayers, with special attention to those 60 and older.""","""English, Spanish""","None","In Person","Yes","Yes","Yes","Yes","Jan 31","2019-01-31T00:00:00.000","Apr 11","2019-04-11T00:00:00.000","Walk-in Only",,,,,,,,,,,,,"10:00 AM","10","2:00 PM","14",,,,,,,,,,,,,"10","14",,"""First come, first served.  We will stop accepting taxpayers when we have reached capacity""","02","106","1009030046","MN21","0989136","0208330","40.73849296889631","-73.98236869525815",,"(40.738492968896, -73.982368695258)"
"ARIVA - 12","Active","AARP Tax Aide","West Side Campaign Against Hunger","263","West 86th Street","Basement","Manhattan",,,"""263 West 86th Street, Manhattan NY, 10024""","(212) 362-3662",,"Yes","Yes",,,"""Open to all taxpayers, with special attention to those 60 and older.""","""English, Spanish""","None","In Person","Yes","Yes","Yes","Yes","Jan 29","2019-01-29T00:00:00.000","Apr 9","2019-04-09T00:00:00.000","Walk-in Only",,,,,"10:00 AM","10","2:00 PM","14",,,,,,,,,,,,,,,,,,,,,"10","14",,"""First come, first served.  We will stop accepting taxpayers when we have reached capacity""","06","107","1012347502","MN12","0990527","0226612","40.78867146562071","-73.97733215087891",,"(40.788671465621, -73.977332150879)"
"AARPMN - 21","Active","AARP Tax Aide","Project Find - Hamilton Senior Center","141","West 73rd Street","Ground Floor","Manhattan",,,"""141 West 73rd Street, Manhattan NY, 10023""","(212) 787-7710",,"Yes","Yes",,,"""Open to all taxpayers, with special attention to those 60 and older.""","""English, Spanish""","None","In Person","Yes","Yes","Yes","Yes","Jan 29","2019-01-29T00:00:00.000","Apr 9","2019-04-09T00:00:00.000","Walk-in Only",,,,,"10:00 AM","10","2:00 PM","14",,,,,,,,,,,,,,,,,,,,,"10","14",,"""First come, first served.  We will stop accepting taxpayers when we have reached capacity""","06","107","1011450012","MN14","0989920","0222951","40.77862340518477","-73.97952727261506",,"(40.778623405185, -73.979527272615)"
"FBNYC - 55","Active","Grow Brooklyn","St. Nicks Alliance-Greenpoint Beacon Center","424","""Leonard St,""",,"Brooklyn",,,"""424 Leonard St,, Brooklyn NY, 11222""","(347) 682-5606",,"Yes","Yes","http://www.growbrooklyn.org/taxes",,"""Individuals without dependents: $35,000, Families with dependents: $62,000""","English","None","""In Person, Drop Off""","Yes","Yes","No","Yes","Jan 22","2019-01-22T00:00:00.000","Apr 15","2019-04-15T00:00:00.000","Appointment Only",,,,,"6:00 PM","18","8:00 PM","20","6:00 PM","18","8:00 PM","20","6:00 PM","18","8:00 PM","20",,,,,,,,,,,,,"18","20",,"""www.growbrooklyn.org/taxes- By Appointment Only -  no walk-ins --- Only 2018 returns in February; prior years will be done  in March and April*  Due to space limitations, please do not arrrive more than 15 minutes before your appointment ""","33","301","3027120001","BK76","0998491","0201530","40.719818517481144","-73.94862524157752",,"(40.719818517481, -73.948625241578)"
"FBNYC - 65","Active","The Bronx NHS","The Bronx NHS CDC Inc.","1451","East Gun Hill Road","2nd Floor","Bronx",,,"""1451 East Gun Hill Road, Bronx NY, 10469""","(718) 881-1180","3013","Yes","Yes",,,"""Individuals without dependents: $30,000, Families with dependents: $54,000""","""English, Spanish""","None","""In Person, Drop Off""","Yes","Yes","No","Yes","Jan 22","2019-01-22T00:00:00.000","Apr 19","2019-04-19T00:00:00.000","Walk-in Only",,,,,"10:00 AM","10","6:00 PM","18","10:00 AM","10","6:00 PM","18","10:00 AM","10","6:00 PM","18","10:00 AM","10","6:00 PM","18","10:00 AM","10","6:00 PM","18",,,,,"10","18","Closed 2/14/19 Valentine's Day",,"12","212","2047620098","BX03","1027452","0255992","40.869207662387154","-73.84379751906323",,"(40.869207662387, -73.843797519063)"
"ARIVA - 8","Active","Ariva","Hunts Point Library","877","Southern Boulevard",,"Bronx",,,"""877 Southern Boulevard, Bronx NY, 10459""","(718) 617-0338",,"Yes","Yes","https://ariva.org",,"""Individuals without dependents: $30,000, Families with dependents: $55,000""","""English, Spanish""","None","In Person","No","No","No","Yes","Feb 16","2019-02-16T00:00:00.000","Feb 16","2019-02-16T00:00:00.000","Appointment Only",,,,,,,,,,,,,,,,,,,,,,,,,"10:00 AM","10","4:00 PM","16","10","16",,,"17","202","2027220063","BX27","1013642","0237554","40.81865758116965","-73.89381013437267",,"(40.81865758117, -73.893810134373)"
"FBNYC - 71","Active","Urban Upbound","Elmhurst Library","86-07","Broadway",,"Queens","Elmhurst",,"""86-07 Broadway, Queens NY, 11373""",,,"Yes","Yes","http://www.urbanupbound.org",,"""For all filers: Income below $66,000.""","""English, Spanish""","None","""In Person, Assisted Self-Preparation""","Yes","No","No","Yes","Jan 31","2019-01-31T00:00:00.000","Apr 11","2019-04-11T00:00:00.000","Walk-in Only",,,,,,,,,,,,,"12:00 PM","12","7:00 PM","19",,,,,,,,,,,,,"12","19",,,"25","404","4018370001","QN29","1018243","0208311","40.73837684133101","-73.87733522527043",,"(40.738376841331, -73.87733522527)"
"AARPMN - 16","Active","AARP Tax Aide","Columbus Branch Library","742","Tenth Avenue","Lower Level","Manhattan",,,"""742 Tenth Avenue, Manhattan NY, 10019""","(212) 586-5098",,"Yes","Yes",,,"""Open to all taxpayers, with special attention to those 60 and older.""","""English, Spanish""","None","In Person","Yes","Yes","Yes","Yes","Feb 2","2019-02-02T00:00:00.000","Apr 13","2019-04-13T00:00:00.000","Walk-in Only",,,,,,,,,,,,,,,,,,,,,"10:00 AM","10","2:00 PM","14",,,,,"10","14",,"""First come, first served.  We will stop accepting taxpayers when we have reached capacity""","03","104","1010600063","MN15","0986597","0217996","40.76502473111499","-73.99152739327033",,"(40.765024731115, -73.99152739327)"
"ARIVA - 19","Active","Ariva","Thurgood Marshall Academy","200","West 135th Street",,"Manhattan",,,"""200 West 135th Street, Manhattan NY, 10030""","(212) 283-8055","3152","Yes","Yes","https://ariva.org",,"""Individuals without dependents: $30,000, Families with dependents: $55,000""","""English, Spanish""","None","In Person","No","No","No","Yes","Feb 16","2019-02-16T00:00:00.000","Feb 16","2019-02-16T00:00:00.000","Appointment Only",,,,,,,,,,,,,,,,,,,,,,,,,"10:00 AM","10","4:00 PM","16","10","16",,,"09","110","1019400035","MN03","0999734","0236372","40.81544865079791","-73.94406082243243",,"(40.815448650798, -73.944060822432)"
"FBNYC - 43","Active","Food Bank For New York City","Tremont Library","1866","Washington Avenue",,"Bronx",,,"""1866 Washington Avenue, Bronx NY, 10457""","(718) 299-5177",,"Yes","Yes","http://www.foodbanknyc.org/taxhelp",,"""For all filers: Income below $55,000.""","English","Non-CAA ITIN","Assisted Self-Preparation","No","No","No","Yes","Jan 28","2019-01-28T00:00:00.000","Apr 15","2019-04-15T00:00:00.000","Walk-in Only","10:00 AM","10","1:00 PM","13","10:00 AM","10","1:00 PM","13",,,,,"10:00 AM","10","1:00 PM","13","10:00 AM","10","1:00 PM","13",,,,,,,,,"10","13",,,"15","206","2029180001","BX01","1012335","0247597","40.84622696084992","-73.8984901214957",,"(40.84622696085, -73.898490121496)"
"UU - 11","Active","Food Bank For New York City","Good Shepherd Services-Sutter","876","Schenck Avenue","2nd Floor","Brooklyn",,,"""876 Schenck Avenue, Brooklyn NY, 11207""","(718) 346-2200","100","No","No","http://www.foodbanknyc.org/taxhelp",,"""For all filers: Income below $55,000.""","English","Non-CAA ITIN","Drop Off","Yes","Yes","No","Yes","Jan 28","2019-01-28T00:00:00.000","Apr 10","2019-04-10T00:00:00.000","Appointment Only","10:00 AM","10","5:00 PM","17",,,,,"10:30 AM","10.5","5:00 PM","17","10:30 AM","10.5","5:00 PM","17",,,,,,,,,,,,,"10","17",,,"42","305","3043750060","BK82","1016911","0179357","40.658909960825675","-73.88228218944083",,"(40.658909960826, -73.882282189441)"
"FBNYC - 3","Active","Food Bank For New York City","Neighbors Together","2094","Fulton Street",,"Brooklyn",,,"""2094 Fulton Street, Brooklyn NY, 11233""","(718) 498-7256",,"Yes","Yes","http://www.foodbanknyc.org/taxhelp",,"""For all filers: Income below $55,000.""","English","Non-CAA ITIN","Drop Off","Yes","Yes","No","Yes","Jan 28","2019-01-28T00:00:00.000","Apr 10","2019-04-10T00:00:00.000","Both",,,,,"9:30 AM","9.5","3:30 PM","15.5",,,,,"9:30 AM","9.5","3:30 PM","15.5",,,,,,,,,,,,,"9.5","15.5",,,"41","316","3015500031","BK79","1008091","0186464","40.67844522160502","-73.91404635394603",,"(40.678445221605, -73.914046353946)"
"AARPMN - 26","Active","AARP Tax Aide","Aguilar Branch Library","174","East 110th Street","2nd Floor","Manhattan",,,"""174 East 110th Street, Manhattan NY, 10029""","(212) 534-2930",,"Yes","Yes",,,"""Open to all taxpayers, with special attention to those 60 and older.""","""English, Spanish""","None","In Person","Yes","Yes","Yes","Yes","Jan 29","2019-01-29T00:00:00.000","Apr 10","2019-04-10T00:00:00.000","Walk-in Only","11:00 AM","11","3:00 PM","15",,,,,"10:00 AM","10","2:00 PM","14",,,,,,,,,,,,,,,,,"10","15",,"""First come, first served.  We will stop accepting taxpayers when we have reached capacity""","08","111","1016370141","MN33","0999958","0228673","40.79431662359697","-73.9432695892424",,"(40.794316623597, -73.943269589242)"
"UU - 19","Active","Food Bank For New York City","Crossover Baptist Church Communty Outreach Center","85-12","101st Avenue",,"Queens","Ozone Park",,"""85-12  101st Avenue, Queens NY, 11416""","(718) 322-1200",,"Yes","Yes","http://www.foodbanknyc.org/taxhelp",,"""For all filers: Income below $55,000.""","English","Non-CAA ITIN","Drop Off","Yes","Yes","No","Yes","Jan 28","2019-01-28T00:00:00.000","Apr 10","2019-04-10T00:00:00.000","Appointment Only",,,,,"11:00 AM","11","3:00 PM","15","3:00 PM","15","8:00 PM","20","11:00 AM","11","3:00 PM","15","9:00 AM","9","1:00 PM","13",,,,,,,,,"9","20",,,"32","409","4090840027","QN53","1024662","0187744","40.681898385766395","-73.85429555563475",,"(40.681898385766, -73.854295555635)"
"FBNYC - 49","Active","Grow Brooklyn","Community Solutions-Brownsville Partnership","519","""Rockaway Ave,""",,"Brooklyn",,,"""519 Rockaway Ave,, Brooklyn NY, 11212""","(347) 682-5606",,"Yes","Yes","http://www.growbrooklyn.org/taxes",,"""Individuals without dependents: $35,000, Families with dependents: $62,000""","""English, Chinese - Cantonese""","None","""In Person, Drop Off""","Yes","Yes","No","Yes","Jan 22","2019-01-22T00:00:00.000","Apr 15","2019-04-15T00:00:00.000","Appointment Only",,,,,"11:00 AM","11","6:00 PM","18",,,,,"11:00 AM","11","6:00 PM","18",,,,,"11:00 AM","11","3:00 PM","15",,,,,"11","18",,"""www.growbrooklyn.org/taxes- By Appointment Only -  no walk-ins --- Only 2018 returns in February; prior years will be done  in March and April*  Due to space limitations, please do not arrrive more than 15 minutes before your appointment ""","41","316","3035260002","BK81","1009174","0182461","40.66745490782121","-73.91015663288158",,"(40.667454907821, -73.910156632882)"
"FBNYC - 30","Active","Food Bank For New York City","Per Scholas","804","East 138th Street","2nd Floor","Bronx",,,"""804 East 138th Street, Bronx NY, 10454""","(718) 772-0662",,"Yes","Yes","http://www.foodbanknyc.org/taxhelp",,"""For all filers: Income below $55,000.""","English","Non-CAA ITIN","Drop Off","Yes","Yes","No","Yes","Jan 28","2019-01-28T00:00:00.000","Apr 10","2019-04-10T00:00:00.000","Appointment Only","9:00 AM","9","5:00 PM","17","9:00 AM","9","5:00 PM","17","9:00 AM","9","5:00 PM","17","9:00 AM","9","5:00 PM","17","9:00 AM","9","5:00 PM","17",,,,,,,,,"9","17",,,"17","201","2025890016","BX39","1009093","0232117","40.80374850002857","-73.91026525046803",,"(40.803748500029, -73.910265250468)"
"AARPMN - 3","Active","AARP Tax Aide","Holy Name of Jesus School","207","West 96th Street","enter on Amsterdam Avenue","Manhattan",,,"""207 West 96th Street, Manhattan NY, 10025""","(212) 749-0276",,"Yes","Yes",,,"""Open to all taxpayers, with special attention to those 60 and older.""","""English, Spanish""","None","In Person","Yes","Yes","Yes","Yes","Feb 1","2019-02-01T00:00:00.000","Apr 13","2019-04-13T00:00:00.000","Walk-in Only",,,,,,,,,,,,,,,,,"10:00 AM","10","2:00 PM","14","10:00 AM","10","2:00 PM","14",,,,,"10","14",,"""First come, first served.  We will stop accepting taxpayers when we have reached capacity""","07","107","1018680124","MN12","0992361","0228628","40.79420334936258","-73.97070667461608",,"(40.794203349363, -73.970706674616)"
"FBNYC - 83","Active","Urban Upbound","Senator Sanders","142-01","Rockaway Boulevard",,"Queens","Jamaica",,"""142-01 Rockaway Boulevard, Queens NY, 11436""","(718) 784-0877","7","Yes","Yes","http://www.urbanupbound.org",,"""For all filers: Income below $66,000.""","English","None","In Person","No","No","No","Yes","Feb 23","2019-02-23T00:00:00.000","Apr 13","2019-04-13T00:00:00.000","Appointment Only",,,,,,,,,,,,,,,,,,,,,"10:00 AM","10","4:00 PM","16",,,,,"10","16","""Dates open for tax 2/23, 3/2, 3/16, 3/30, 4/13""",,"28","412","4120360002","QN76","1040048","0184948","40.67414040136949","-73.798845039124",,"(40.674140401369, -73.798845039124)"
"UU - 10","Active","Food Bank For New York City","Grand Street Settlement","80","Pitt Street","Room 118","Manhattan",,,"""80 Pitt Street, Manhattan NY, 10002""","(646) 201-4289",,"Yes","Yes","http://www.foodbanknyc.org/taxhelp",,"""For all filers: Income below $55,000.""","""English, Spanish, Bengali""","Non-CAA ITIN","Drop Off","Yes","Yes","No","Yes","Jan 28","2019-01-28T00:00:00.000","Apr 10","2019-04-10T00:00:00.000","Both",,,,,,,,,,,,,"10:30 AM","10.5","4:00 PM","16",,,,,,,,,,,,,"10.5","16",,,"02","103","1003380001","MN28","0989115","0200983","40.71832725875099","-73.98244978619704",,"(40.718327258751, -73.982449786197)"
"NH - 1","Active","Food Bank For New York City","Central Library","10","Grand Army Plaza",,"Brooklyn",,,"""10 Grand Army Plaza, Brooklyn NY, 11238""","(646) 981-6111",,"Yes","Yes","http://www.foodbanknyc.org/taxhelp",,"""For all filers: Income below $55,000.""","English","None","Assisted Self-Preparation","No","No","No","Yes","Jan 28","2019-01-28T00:00:00.000","Apr 15","2019-04-15T00:00:00.000","Walk-in Only",,,,,"1:00 PM","13","8:00 PM","20",,,,,,,,,"10:00 AM","10","2:30 PM","14.5",,,,,"1:00 PM","13","4:30 PM","16.5","10","20",,,"02","103","1003990011","MN22","0988684","0203013","40.72389934534457","-73.98400325708894",,"(40.723899345345, -73.984003257089)"
"FBNYC - 78","Active","Urban Upbound","Jamaica Bay Library","9727","Seaview Avenue",,"Brooklyn",,,"""9727 Seaview Avenue, Brooklyn NY, 11236""",,,"Yes","Yes","http://www.urbanupbound.org",,"""For all filers: Income below $66,000.""","English","None","In Person","No","No","No","Yes","Jan 28","2019-01-28T00:00:00.000","Apr 15","2019-04-15T00:00:00.000","Walk-in Only","10:00 AM","10","5:00 PM","17",,,,,"1:00 PM","13","7:00 PM","19",,,,,,,,,,,,,,,,,"10","19","Closed 2/18/19 for President's Day",,"46","318","3083000001","BK50","1014956","0170288","40.63402453030016","-73.8893697361183",,"(40.6340245303, -73.889369736118)"
"ARIVA - 18","Active","Ariva","Children's Aid Society","1522","Southern Boulevard",,"Bronx",,,"""1522 Southern Boulevard, Bronx NY, 10460""",,,"Yes","Yes","https://ariva.org",,"""Individuals without dependents: $30,000, Families with dependents: $55,000""","English","Non-CAA ITIN","In Person","Yes","Yes","No","Yes","Feb 1","2019-02-01T00:00:00.000","Apr 12","2019-04-12T00:00:00.000","Walk-in Only",,,,,,,,,,,,,,,,,"10:00 AM","10","3:00 PM","15",,,,,,,,,"10","15",,,"17","203","2029820001","BX75","1014811","0243261","40.834317690890245","-73.88956068289208",,"(40.83431769089, -73.889560682892)"
"FBNYC - 19","Active","Food Bank For New York City","NYCHA Grand Street Settlement","50","Humboldt Street",,"Brooklyn",,,"""50 Humboldt Street, Brooklyn NY, 11206""","(718) 453-8116",,"No","No","http://www.foodbanknyc.org/taxhelp",,"""For all filers: Income below $55,000.""","""English, Spanish""","Non-CAA ITIN","Drop Off","Yes","Yes","No","Yes","Jan 28","2019-01-28T00:00:00.000","Apr 15","2019-04-15T00:00:00.000","Appointment",,,,,,,,,,,,,,,,,,,,,"12:00 PM","12","3:00 PM","15",,,,,"12","15",,,"34","301","3031290001","BK78","1000675","0195469","40.703178732186544","-73.94076119664058",,"(40.703178732187, -73.940761196641)"
"FBNYC - 14","Active","Food Bank For New York City","NYCHA Brooklyn Community Service Farragut Cornerstone","228","York Street","Community Center","Brooklyn",,,"""228 York Street, Brooklyn NY, 11201""","(347) 529-6216",,"Yes","Yes","http://www.foodbanknyc.org/taxhelp",,"""For all filers: Income below $55,000.""","English","Non-CAA ITIN","Drop Off","Yes","Yes","No","Yes","Jan 28","2019-01-28T00:00:00.000","Apr 10","2019-04-10T00:00:00.000","Appointment Only",,,,,"11:00 AM","11","2:00 PM","14","11:00 AM","11","2:00 PM","14","11:00 AM","11","2:00 PM","14","11:00 AM","11","2:00 PM","14",,,,,,,,,"11","14",,,"35","302","3000710001","BK38","0989307","0194781","40.70130413244252","-73.98176181526577",,"(40.701304132443, -73.981761815266)"
"FBNYC - 34","Active","Food Bank For New York City","ResCare Youth Pathways","630","Flushing Avenue","6th Floor","Brooklyn",,,"""628 Flushing Avenue, Brooklyn NY, 11206""","(718) 619-4197",,"No","No","http://www.foodbanknyc.org/taxhelp",,"""For all filers: Income below $55,000.""","""English, Spanish""","Non-CAA ITIN","Drop Off","Yes","Yes","No","Yes","Jan 28","2019-01-28T00:00:00.000","Apr 15","2019-04-15T00:00:00.000","Appointments","9:00 AM","9","5:00 PM","17","9:00 AM","9","5:00 PM","17","9:00 AM","9","5:00 PM","17","9:00 AM","9","5:00 PM","17","9:00 AM","9","5:00 PM","17",,,,,,,,,"9","17",,,"36","303","3017200001","BK75","0998544","0194296","40.699962821425096","-73.94844940068975",,"(40.699962821425, -73.94844940069)"
