BOROUGH,SITE_STATUS,SITE_NAME,SITE_NUMBER,STREET_NUMBER,STREET_SUFFIX,STREET_NAME,POSTCODE,CITY,VOTER_ENTRANCE,HANDICAP_ENTRANCE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts
MANHATTAN,A,River Place 1,10726,650,,West 42 Street,10036,New York,650 WEST 42ND STREET,650 WEST 42ND STREET,40.761536,-74.000193,4,3,117,1085803,1010890001,Hudson Yards-Chelsea-Flatiron-Union Square,"(40.761536, -74.000193)",13094,12,4,10,6
QUEENS,A,High School for Construction Trades,11597,94-06,,104 Street,11416,Ozone Park,94-06 104 Street,94-06 104 Street,,,9,28,114,4438609,4093810044,Richmond Hill,,,,,,
QUEENS,A,PS 40-Samuel Huntington,Q0013,109-20,,Union Hall Street,11433,Jamaica,109-20 Union Hall Street,Side Entrance on 109th Avenue,40.694199,-73.790812,12,28,260,4263341,4121510001,South Jamaica,"(40.694199, -73.790812)",24668,41,3,46,61
MANHATTAN,A,JASA Community Center,00016,200,,East 5 Street,10003,New York,200 East 5 Street,200 East 5 Street,40.727659,-73.991179,3,2,38,1006580,1004600001,East Village,"(40.727659, -73.991179)",11724,70,4,50,5
BROOKLYN,A,Park Slope Public Library,11411,431,,6 Avenue,11215,Brooklyn,431 6th Avenue,To right of Main Entrance on 9th Street,40.668392,-73.983527,6,39,153,3022144,3010060001,Park Slope-Gowanus,"(40.668392, -73.983527)",17617,14,2,27,50
MANHATTAN,A,Church of the Holy Trinity,11683,316,,East 88 Street,10128,New York,316 East 88 Street,316 East 88 Street,,,8,5,14602,1050057,1015500035,Yorkville,,,,,,
QUEENS,A,International Tower Senior Center,00055,90-20,,170 Street,11432,Jamaica,90-20 170 Street,90-20 170 Street,40.708346,-73.790527,12,27,460,4209721,4098020041,Jamaica,"(40.708346, -73.790527)",24340,41,3,6,61
STATEN IS,A,PS 16 John J. Driscoll,S0058,80,,Monroe Avenue,10301,Staten Island,190 Daniel Low Terrace,190 Daniel Low Terrace,40.639783,-74.079242,1,49,11,5000291,5000180015,West New Brighton-New Brighton-St. George,"(40.639783, -74.079242)",10369,4,1,13,74
MANHATTAN,A,Inwood Tower,10275,11,,Fort George Hill,10040,New York,11 Fort George Hill,11 Fort George Hill,40.85734,-73.92818,12,10,283,1064066,1021700129,Washington Heights North,"(40.85734, -73.92818)",13098,47,4,39,22
QUEENS,A,PS 111 - Jacob Blackwell,11637,37-15,,13 Street,11101,Long Island City,37-15 13 Street,Schoolyard on 14 STREET between 37 AVE and 21 STREET,,,1,26,43,4004419,4003630001,Queensbridge-Ravenswood-Long Island City,,,,,,
BRONX,A,PS 89 Bronx,X0214,980,,Mace Avenue,10469,Bronx,Entrance left of Main Entrance,Entrance left of Main Entrance,40.862994,-73.859402,11,13,324,2051571,2044440016,Bronxdale,"(40.862994, -73.859402)",11607,59,5,12,32
BROOKLYN,A,Warbasse Bldg 2A,B0240,425,,Neptune Avenue,11224,Brooklyn,425 Neptune Avenue,425 Neptune Avenue,40.580193,-73.969137,13,47,35601,3320734,3072530001,West Brighton,"(40.580193, -73.969137)",18184,21,2,45,35
BROOKLYN,A,Buena Vida Residence,10842,48,,Cedar Street,11221,Brooklyn,48 Cedar Street,48 Cedar Street,40.696898,-73.9277,4,34,423,3387647,3032320001,Bushwick South,"(40.696898, -73.9277)",18181,42,2,30,53
BROOKLYN,A,PS 192,B0253,4715,,18 Avenue,11204,Brooklyn,4715 18 Avenue,4715 18 Avenue,40.62927,-73.979917,12,44,476,3128909,3054450001,Borough Park,"(40.62927, -73.979917)",16867,2,2,18,39
BRONX,A,MS/HS 141 Riverdale/Kingsbridge Academy,X0179,660,,West 237 Street,10463,Bronx,Entrance is on Independence Avenue closer to 237th St,Entrance is on Independence Avenue closer to 237th St,40.888298,-73.913706,8,11,309,2085870,2059180376,North Riverdale-Fieldston-Riverdale,"(40.888298, -73.913706)",11272,48,5,40,33
STATEN IS,A,PS 35 The Clove Valley School,S0052,60,,Foote Avenue,10301,Staten Island,60 Foote Avenue,Along Martha St.,40.613744,-74.099338,1,49,47,5015603,5006100127,Grymes Hill-Clifton-Fox Hills,"(40.613744, -74.099338)",10369,4,1,13,74
BROOKLYN,A,PS 97,B0094,1855,,Stillwell Avenue,11223,Brooklyn,1855 Stillwell Avenue,Stillwell Avenue enter on right side of the main entrance,40.601499,-73.986055,11,47,404,3177680,3066670024,Bensonhurst East,"(40.601499, -73.986055)",18183,1,2,45,37
BROOKLYN,A,Bay Ridge Air Rights,B0149,260,,65 Street,11220,Brooklyn,260 65 Street,260 65 Street,40.639448,-74.023927,10,38,22,3144193,3058250001,Sunset Park West,"(40.639448, -74.023927)",18180,10,2,7,41
BRONX,A,PS 73 Bronx,X0008,1020,,Anderson Avenue,10452,Bronx,1020 Anderson Avenue,main ent from ramp at the right of the main entrance,40.83277,-73.926697,4,8,189,2003051,2025040082,Highbridge,"(40.83277, -73.926697)",10930,50,5,35,27
BRONX,A,PS 53 Annex Basheer Quisim,X0141,360,,East 168 Street,10456,Bronx,In Annex Building across from Main School Building,In Annex Building across from Main School Building,40.832543,-73.911209,4,16,175,2002299,2024350075,East Concourse-Concourse Village,"(40.832543, -73.911209)",10934,50,5,42,27
QUEENS,A,Elmhurst Campus HS,11159,45-10,,94 Street,11373,Elmhurst,45-10 94 Street,Through Courtyard on 94th Street,40.743728,-73.87072,4,25,463,4437166,4016000061,Elmhurst,"(40.743728, -73.87072)",14784,66,3,5,68
BROOKLYN,A,PS 22,10450,443,,St Marks Avenue,11238,Brooklyn,443 St Marks Avenue,Enter on left side of main entrance,40.676754,-73.959736,8,35,305,3028281,3011480050,Crown Heights North,"(40.676754, -73.959736)",13829,16,2,48,49
QUEENS,A,PS 89-Elmhurst,Q0272,85-28,,Britton Avenue,11373,Elmhurst,85-28 Britton Avenue,Corner Entrance on Hampton Street near Britton Avenue,40.745867,-73.880148,4,25,271,4037370,4015140001,Elmhurst,"(40.745867, -73.880148)",14784,66,3,5,68
MANHATTAN,A,Holy Trinity Cathedral,10837,337,,East 74 Street,10021,New York,337 East 74 Street,337 East 74 Street,40.769801,-73.956463,8,5,134,1044929,1014490011,Lenox Hill-Roosevelt Island,"(40.769801, -73.956463)",12083,23,4,1,11
MANHATTAN,A,PS 89,10577,201,,Warren Street,10282,New York,201 Warren Street,Chambers Street,40.716542,-74.013468,1,1,31703,1085568,1000160220,Battery Park City-Lower Manhattan,"(40.716542, -74.013468)",10368,56,4,32,1
BROOKLYN,A,Bay Academy-IS 98,B0060,1401,,Emmons Avenue,11235,Brooklyn,1401 Emmons Avenue,1401 Emmons Avenue,40.583232,-73.953593,15,48,608,3246958,3087670026,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,"(40.583232, -73.953593)",13826,32,2,15,36
MANHATTAN,A,PS 20,M0073,166,,Essex Street,10002,New York,166 Essex Street,Essex Street (Through Walkway / Parking Lot),40.721191,-73.986743,3,1,3001,1004325,1003550001,Chinatown,"(40.721191, -73.986743)",11723,70,4,32,4
MANHATTAN,A,The River School/PS 281,11485,425,,East 35 Street,10016,New York,425 East 35 Street,425 East 35 Street,,,6,4,8601,1089385,1009670002,Turtle Bay-East Midtown,,,,,,
BROOKLYN,A,PS 190,B0284,590,,Sheffield Avenue,11207,Brooklyn,590 Sheffield Avenue,590 Sheffield Avenue,40.662355,-73.894522,5,42,1128,3085491,3038380018,East New York (Pennsylvania Ave),"(40.662355, -73.894522)",17214,45,2,25,47
MANHATTAN,A,The Mirabal Sisters School,11508,21,,Jumel Place,10032,New York,21 Jumel Place,21 Jumel Place,,,12,10,249,1076741,1021120058,Washington Heights South,,,,,,
BROOKLYN,A,Sr Center,10172,196,,Albany Avenue,11213,Brooklyn,196 Albany Avenue,196 Albany Avenue,40.673847,-73.939078,8,36,343,3031082,3012300044,Crown Heights North,"(40.673847, -73.939078)",17615,16,2,49,49
BROOKLYN,A,PS 320/PS 375,B0250,46,,McKeever Place,11225,Brooklyn,46 McKeever Place,46 McKeever Place,40.664736,-73.959385,9,35,325,3034356,3013010001,Crown Heights South,"(40.664736, -73.959385)",13509,17,2,48,44
MANHATTAN,A,Yeshiva University-Cardozo School of Law,10524,55,,5 Avenue,10003,New York,55 5 Avenue,55 5 Avenue,40.734831,-73.994364,2,2,61,1009373,1005707501,West Village,"(40.734831, -73.994364)",11724,57,4,50,3
BRONX,A,PS 333 The Museum School (PS 60),X0204,888,,Rev James A Polite Ave,10459,Bronx,888 Rev. James A.Polite Ave,Entrance thru Stebbins Ave.,40.820289,-73.898856,2,17,87,2005348,2026960085,Longwood,"(40.820289, -73.898856)",10937,8,5,43,24
STATEN IS,A,PS 60 Alice Austen,S0074,55,,Merrill Avenue,10314,Staten Island,55 Merrill Avenue,47 Merrill Ave (to the right of Main Entrance),40.610118,-74.161987,2,50,29104,5031151,5015800044,New Springville-Bloomfield-Travis,"(40.610118, -74.161987)",10700,30,1,14,75
MANHATTAN,A,Seward Park II,10306,210,,East Broadway,10002,New York,210 East Broadway,210 East Broadway,40.714322,-73.987745,3,1,1401,1077607,1003110013,Lower East Side,"(40.714322, -73.987745)",11723,70,4,32,4
MANHATTAN,A,Alfred E. Smith Recreation Center,11692,80,,Catherine St.,10038,New York,Off of Catherine Slip behind the Public School,Off of Catherine Slip behind the Public School,,,3,1,25,1083357,1001110160,Chinatown,,,,,,
MANHATTAN,A,HCCI (The David & Joyce Dinkins Gardens),11747,263,,West 153 Street,10039,New York,263 West 153 Street,263 West 153 Street,,,10,9,236,1087790,1020390010,Central Harlem North-Polo Grounds,,,,,,
BROOKLYN,A,PS 189,B0030,1100,,East New York Avenue,11212,Brooklyn,1100 East New York Avenue,1100 East New York Avenue,40.665508,-73.926179,17,41,892,3099537,3045990001,Brownsville,"(40.665508, -73.926179)",17614,61,2,17,40
BRONX,A,"PS 79 Elem School for Math, Science, and Technology",X0023,125,,East 181 Street,10453,Bronx,125 East 181 Street,Through Creston Avenue courtyard gate,40.854922,-73.903427,5,14,23704,2013849,2031700001,Fordham South,"(40.854922, -73.903427)",10931,6,5,29,29
BRONX,A,PS 66 School of Higher Expectations,X0005,1001,,Jennings Street,10460,Bronx,1001 Jennings Street,School entrance on Longfellow Avenue,40.831227,-73.887093,3,17,157,2010916,2030080001,Crotona Park East,"(40.831227, -73.887093)",11269,34,5,43,25
MANHATTAN,A,PS 116,M0111,210,,East 33 Street,10016,New York,210 East 33 Street,East 32nd Street (Through Schoolyard),40.74487,-73.97834,6,2,70,1020080,1009130007,Murray Hill-Kips Bay,"(40.74487, -73.97834)",12078,71,4,50,9
BROOKLYN,A,PS 184,B0157,273,,Newport Street,11212,Brooklyn,273 Newport Street,In back on Mother Gaston Boulevard,40.660036,-73.904916,16,42,918,3082391,3036060001,Brownsville,"(40.660036, -73.904916)",17614,55,2,25,46
BRONX,A,Parkchester South Condominum 18 Metropolitan,11466,18,,Metropolitan Oval,10462,Bronx,18 Metropolitan Oval,18 Metropolitan Oval,40.838122,-73.858838,9,18,21002,2096696,2039437501,Parkchester,"(40.838122, -73.858838)",11271,58,5,31,26
BRONX,A,PS 71 Rose E. Scala School,00030,3040,,Roberts Avenue,10461,Bronx,Thru Jarvis Ave playground entrance,Thru Jarvis Ave playground entrance,40.845703,-73.829888,10,13,26602,2046140,2041710001,Pelham Bay-Country Club-City Island,"(40.845703, -73.829888)",11270,43,5,12,28
BROOKLYN,A,Hugh Gilroy Sr Ctr,B0246,447,,Kingsborough 4 Walk,11233,Brooklyn,447 Kingsborough 4 Walk (Entrance On Bergen Street),447 Kingsborough 4 Walk (Entrance On Bergen Street),40.675908,-73.924664,8,41,307,3035751,3013440175,Crown Heights North,"(40.675908, -73.924664)",13516,16,2,17,49
BRONX,A,Bronx County Supreme Court House,X0201,851,,Grand Concourse,10451,Bronx,851 Grand Concourse,851 Grand Concourse,40.826044,-73.923167,4,8,63,2002869,2024680001,West Concourse,"(40.826044, -73.923167)",10929,50,5,35,27
MANHATTAN,A,PS 751,00007,113,,East 4 Street,10003,New York,113 East 4 Street,113 East 4 Street,40.725725,-73.988146,3,2,38,1006208,1004460020,East Village,"(40.725725, -73.988146)",11724,70,4,50,5
MANHATTAN,A,Liberty High School,10537,250,,West 18 Street,10011,New York,250 West 18 Street,250 West 18 Street,40.741605,-73.99935,4,3,81,1013858,1007670068,Hudson Yards-Chelsea-Flatiron-Union Square,"(40.741605, -73.99935)",12074,12,4,10,6
BRONX,A,Mt. Hebron Baptist Church,10354,732,,East 233 Street,10466,Bronx,732 East 233 Street,On 233 Street to the right of the Main Entrance,40.892984,-73.856287,12,12,422,2063714,2048460059,Williamsbridge-Olinville,"(40.892984, -73.856287)",11275,29,5,2,30
BRONX,A,Holy Rosary Church,11151,2950,,Eastchester Road,10469,Bronx,2950 Eastchester Road,Enter near corner of Adee & Eastchester; take elevator,40.868774,-73.842136,12,12,356,2062368,2047830015,Eastchester-Edenwald-Baychester,"(40.868774, -73.842136)",11607,29,5,2,30
BRONX,A,PS 357 Young Voices Academy,11737,800,,Lydig Avenue,10462,Bronx,800 Lydig Avenue,thru gate on Barnes Ave,,,11,13,228,2048831,2042930031,Pelham Parkway,,,,,,
QUEENS,A,PS 78,10561,48-09,,Center Boulevard,11109,Long Island City,48-09 Center Boulevard,Side entrance on 48th Avenue,40.744828,-73.957994,2,26,1,4000019,4000180001,Hunters Point-Sunnyside-West Maspeth,"(40.744828, -73.957994)",16864,53,3,33,66
BRONX,A,Holy Family Church,10077,2158,,Watson Avenue,10472,Bronx,2158 Watson Ave - Across from Rectory front door,2158 Watson Ave - Across from Rectory front door,40.829521,-73.851776,9,18,78,2087033,2038080035,Westchester-Unionport,"(40.829521, -73.851776)",11610,58,5,31,26
MANHATTAN,A,NYU Wash Square Village 3,10548,3,,Washington Square Village,10012,New York,3 Washington Square Village,3 Washington Square Village,40.727945,-73.99843,2,1,5501,1077835,1005330001,West Village,"(40.727945, -73.99843)",12075,57,4,32,3
MANHATTAN,A,East Midtown Plaza,M0178,319,,East 24 Street,10010,New York,319 East 24 Street,319 East 24 Street,40.738256,-73.979539,6,2,66,1078830,1009300012,Murray Hill-Kips Bay,"(40.738256, -73.979539)",12073,71,4,50,7
BROOKLYN,A,PS 19,B0191,325,,South 3 Street,11211,Brooklyn,On left side of main entrance.,On left side of main entrance.,40.709676,-73.954551,1,34,527,3063188,3024230001,North Side-South Side,"(40.709676, -73.954551)",17613,36,2,30,56
MANHATTAN,A,PS 132,M0093,185,,Wadsworth Avenue,10033,New York,185 Wadsworth Avenue,West 182nd Street (Through Schoolyard),40.850562,-73.934333,12,10,271,1063947,1021650026,Washington Heights North,"(40.850562, -73.934333)",13091,47,4,39,22
BROOKLYN,A,PS 252 JHS,00038,1064,,Lenox Road,11212,Brooklyn,1064 Lenox Road,In back of building on East 95 St,40.657938,-73.92054,17,41,886,3101840,3046690037,Rugby-Remsen Village,"(40.657938, -73.92054)",17614,61,2,17,40
STATEN IS,A,Staten Island Academy,S0055,715,,Todt Hill Road,10304,Staten Island,715 Todt Hill Road,140 Buttonwood Road,40.593322,-74.110515,2,50,177,5130212,5008730027,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,"(40.593322, -74.110515)",10691,30,1,14,76
BROOKLYN,A,Central Brooklyn Public Library,11630,10,,Grand Army Plaza,11238,Brooklyn,10 Grand Army Plaza,10 Grand Army Plaza,,,55,35,177,3029665,3011830002,park-cemetery-etc-Brooklyn,,,,,,
BROOKLYN,A,F.Bennett American Leg. Post,B0278,5601,,Avenue N,11234,Brooklyn,5601 Avenue N,On Avenue N to right of main entrance.,40.619509,-73.920365,18,46,690,3220323,3078810003,Flatlands,"(40.619509, -73.920365)",13825,5,2,8,38
BRONX,A,JHS 123 James M. Kieran,X0009,1025,,Morrison Avenue,10472,Bronx,Via Yard Gate on Morrison Ave to Annex Building,Via Yard Gate on Morrison Ave to Annex Building,40.825328,-73.873689,9,18,48,2087014,2037180001,Soundview-Bruckner,"(40.825328, -73.873689)",11610,58,5,31,26
BRONX,A,PS 70 Max Schoenfeld,X0052,1691,,Weeks Avenue,10457,Bronx,1691 Weeks Avenue School Entrance,To the left of the school main entrance : right side of room,40.844218,-73.907704,4,15,22902,2007387,2027930028,Mount Hope,"(40.844218, -73.907704)",10935,50,5,22,27
QUEENS,A,IS 237,Q0185,46-21,,Colden Street,11355,Flushing,46-21 Colden Street,Side Entrance on Juniper Avenue,40.749636,-73.822059,7,20,845,4116436,4051470001,Flushing,"(40.749636, -73.822059)",14190,22,3,3,67
QUEENS,A,JHS 202-Robert H. Goddard,Q0044,138-30,,Lafayette Street,11417,Ozone Park,138-30 Lafayette Street,138-30 Lafayette Street,40.67178,-73.845032,10,32,58,4245993,4114030001,Ozone Park,"(40.67178, -73.845032)",24013,62,3,41,64
STATEN IS,A,PS 31 William T. Davis,S0050,55,,Layton Avenue,10301,Staten Island,55 Layton Avenue,Entrance on left side of Main Entrance,40.641632,-74.085269,1,49,9,5001150,5000490182,West New Brighton-New Brighton-St. George,"(40.641632, -74.085269)",10369,4,1,13,74
,A,PS 64 Pura Belpre,X0035,1425.,,Walton Avenue,10452,Bronx,1425 Walton Avenue,1425 Walton Avenue,40.840127,-73.915643,,,,,,,"(40.840127, -73.915643)",10930,50,5,42,27
MANHATTAN,A,Gen Grant Houses IV,M0175,3150,,Broadway,10027,New York,3150 Broadway,3150 Broadway,40.814085,-73.959206,9,7,211,1084117,1019800001,Morningside Heights,"(40.814085, -73.959206)",12424,37,4,23,17
QUEENS,A,Church of the Nazarene,11498,99-15,,Springfield Boulevard,11429,Queens Village,99-15 Springfield Boulevard,99-15 Springfield Boulevard,,,13,27,568,4231038,4107820001,Queens Village,,,,,,
BROOKLYN,A,Boro Park YM-YWHA,10123,4912,,14 Avenue,11219,Brooklyn,4912 14 Avenue,4912 14 Avenue,40.633606,-73.99011,12,44,236,3328617,3056420042,Borough Park,"(40.633606, -73.99011)",17621,2,2,18,39
QUEENS,A,PS 316 - Queens Explorers Elementary,11654,90-07,,101 Avenue,11416,Ozone Park,90-07 101 Avenue,90-07 101 Avenue,,,9,32,38,4541381,4090640031,Woodhaven,,,,,,
BROOKLYN,A,Seth Low Senior Center,11450,137,,Belmont Avenue,11212,Brooklyn,137 Belmont Avenue,137 Belmont Avenue,40.669339,-73.905239,16,41,908,3327015,3037270001,Brownsville,"(40.669339, -73.905239)",17614,55,2,17,46
QUEENS,A,Bayside HS,Q0144,32-24,,Corporal Kennedy Street,11361,Bayside,32-24 Corporal Kennedy Street,32-24 Corporal Kennedy Street,40.771814,-73.78042,11,19,1097,4134578,4060440001,Bayside-Bayside Hills,"(40.771814, -73.78042)",14196,26,3,20,69
BROOKLYN,A,Cornerstone Sr Hsng,10785,550,,Greene Avenue,11216,Brooklyn,550 Greene Avenue,550 Greene Avenue,40.688619,-73.948576,3,36,251,3050417,3017980040,Bedford,"(40.688619, -73.948576)",17618,69,2,49,51
BROOKLYN,A,Brooklyn Borough Hall,11188,209,,Joralemon Street,11201,Brooklyn,209 Joralemon Street,Enter on right side of main entrance,40.692554,-73.990598,2,33,11,3000256,3001390001,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,"(40.692554, -73.990598)",16865,68,2,38,54
STATEN IS,A,PS 69 Daniel D. Tompkins,S0011,144,,Keating Place,10314,Staten Island,144 Keating Place,144 Keating Place,40.59171,-74.156563,2,51,27705,5037541,5023660073,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,"(40.59171, -74.156563)",10700,30,1,9,75
QUEENS,A,St. Albans Congregational Church,10738,172-17,,Linden Boulevard,11434,Jamaica,172-17 Linden Boulevard,172-17 Linden Boulevard,40.692009,-73.778024,12,27,432,4448875,4102870062,St. Albans,"(40.692009, -73.778024)",24669,41,3,6,71
BROOKLYN,A,Trump Village Bldg 6A,B0170,2928,,West 5th Street,11224,Brooklyn,2928 West 5th Street,2928 West 5th Street,40.577997,-73.972775,13,48,354,3196576,3072730025,West Brighton,"(40.577997, -73.972775)",18184,21,2,15,35
BROOKLYN,A,MS 678 (PS 72),B0293,605,,Shepherd Avenue,11208,Brooklyn,605 Shepherd Avenue,605 Shepherd Avenue,40.669427,-73.879549,5,42,1164,3090219,3040690001,East New York,"(40.669427, -73.879549)",17215,45,2,25,47
BROOKLYN,A,PS 220 JHS,B0256,4812,,9th Avenue,11220,Brooklyn,Enter on 49th Street,Enter on 49th Street,40.640806,-74.000531,12,38,108,3012824,3007780023,Sunset Park East,"(40.640806, -74.000531)",18180,2,2,7,39
STATEN IS,A,Saint Christophers Church,10013,136,,Midland Avenue,10306,Staten Island,136 Midland Avenue,136 Midland Avenue,40.579791,-74.10597,2,50,11402,5051625,5035840047,New Dorp-Midland Beach,"(40.579791, -74.10597)",10693,30,1,14,76
MANHATTAN,A,National Council of Jewish Women New York Section,10428,241,,West 72 Street,10023,New York,241 West 72 Street,241 West 72 Street,40.779267,-73.983014,7,6,159,1030512,1011640015,Lincoln Square,"(40.779267, -73.983014)",12420,20,4,19,12
QUEENS,A,PS 55-Maure,Q0036,131-10,,97 Avenue,11419,South Richmond Hill,131-10 97 Avenue,Entrance through Schoolyard on 132nd Street,40.693942,-73.816611,9,28,154,4200233,4094770001,Richmond Hill,"(40.693942, -73.816611)",24015,46,3,46,60
MANHATTAN,A,Village View Housing,M0080,175,,East 4 Street,10009,New York,175 East 4 Street,175 East 4 Street,40.72449,-73.985143,3,2,32,1077559,1004320001,East Village,"(40.72449, -73.985143)",11729,70,4,50,5
BRONX,A,PS 6 West Farms,X0003,1000,,East Tremont Avenue,10460,Bronx,1000 East Tremont Avenue,Schoolyard entrance on Vyse Avenue,40.840548,-73.88146,6,17,359,2010892,2030050010,East Tremont,"(40.840548, -73.88146)",11269,35,5,43,31
QUEENS,A,PS 97-Forest Park,Q0273,85-52,,85 Street,11421,Woodhaven,85-52 85 Street,Side Entrance on 85th Drive near 85th Street,40.69491,-73.859851,9,32,12,4181565,4088550020,Woodhaven,"(40.69491, -73.859851)",24017,46,3,41,60
QUEENS,A,PS 361 - The Woodside Community School,11653,39-07,,57 Street,11377,Woodside,39-07 57 Street,39-07 57 Street,,,2,26,257,4543408,4012280048,Woodside,,,,,,
BROOKLYN,A,PS 286,B0146,2525,,Haring Street,11235,Brooklyn,2525 Haring Street,In back of building on Avenue Y,40.591227,-73.93903,15,48,596,3204767,3074470001,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,"(40.591227, -73.93903)",13826,32,2,15,36
STATEN IS,A,PS 62,11647,644,,Bloomingdale Road,10309,Staten Island,644 Bloomingdale Road,644 Bloomingdale Road,,,3,51,226,5158758,5070920039,Charleston-Richmond Valley-Tottenville,,,,,,
BROOKLYN,A,St. Therese Of Lisieux,B0380,1281,,Troy Avenue,11203,Brooklyn,1281 Troy Avenue,Enter on East 45th Street,40.641222,-73.934987,17,45,838,3112994,3049780077,East Flatbush-Farragut,"(40.641222, -73.934987)",16866,61,2,26,40
