"bronx_cooperatives_comparable_properties_boro_block_lot","bronx_cooperatives_comparable_properties_address","borough","postcode","latitude","longitude","community_board","community_council","census_tract","bin","bbl","nta","bronx_cooperatives_comparable_properties_neighborhood","bronx_cooperatives_comparable_properties_building_classification","bronx_cooperatives_comparable_properties_total_units","bronx_cooperatives_comparable_properties_year_built","bronx_cooperatives_comparable_properties_gross_sqft","bronx_cooperatives_comparable_properties_est_gross_income","bronx_cooperatives_comparable_properties_gross_income_per_sqft","bronx_cooperatives_comparable_properties_full_market_value","bronx_cooperatives_comparable_properties_market_value_per_sqft","comparable_rental_1_boro_block_lot","comparable_rental_1_address","comparable_rental_1_neighborhood","comparable_rental_1_building_classification","comparable_rental_1_total_units","comparable_rental_1_year_built","comparable_rental_1_gross_sqft","comparable_rental_1_est_gross_income","comparable_rental_1_gross_income_per_sqft","comparable_rental_1_full_market_value","comparable_rental_1_market_value_per_sqft","comparable_rental_1_dist_from_coop_in_miles","comparable_rental_2_boro_block_lot","comparable_rental_2_address","comparable_rental_2_neighborhood","comparable_rental_2_building_classification","comparable_rental_2_total_units","comparable_rental_2_year_built","comparable_rental_2_gross_sqft","comparable_rental_2_est_gross_income","comparable_rental_2_gross_income_per_sqft","comparable_rental_2_full_market_value","comparable_rental_2_market_value_per_sqft","comparable_rental_2_dist_from_coop_in_miles"
"2-05723-0042","60 KNOLLS CRESCENT
Bronx, NY 
(40.878673153128, -73.918193455082)","2","10463","40.878891","-73.918231","8","11","29302","2091864","2057230042","Spuyten Duyvil-Kingsbridge                                                 ",,,,,"237800","3091400","13","9630000","40.5","2-03230-0016","1981 SEDGWICK AVENUE
Bronx, NY 
(40.857257370768, -73.916078888922)","KINGSBRIDGE HTS/UNIV HTS","D1-ELEVATOR","225","1952","202600","2777516","13.71","8650000","42.7","1.5","2-05909-0163","3950 BLACKSTONE AVENUE
Bronx, NY 
(40.890261642548, -73.911362719053)","RIVERDALE","D1-ELEVATOR","176","1959","237000","3082644","13.01","9600000","40.5","1"
"2-03311-0138","190 MOSHOLU PARKWAY
Bronx, NY 
(40.875084727253, -73.881541766986)","2",,,,,,,,,,,,,,"63763","729448","11.44","2050000","32.2","2-03320-0044","222 BEDFORD PARK
Bronx, NY 
(40.825576999979, -73.918448999722)","BEDFORD PARK/NORWOOD","D1-ELEVATOR","63","1939","71250","732435","10.28","1740000","24.42","0.25","2-03297-0001","2929 BAINBRIDGE AVENUE
Bronx, NY 
(40.870190987252, -73.885584709637)","BEDFORD PARK/NORWOOD","D1-ELEVATOR","55","1955","59085","743992","12.59","2090000","35.4","0.3"
"2-02809-0022","240 ECHO PLACE
Bronx, NY 
(40.849661699861, -73.904448772928)","2","10457","40.849666","-73.904384","5","15","23502","2007706","2028090022","Mount Hope                                                                 ",,,,,"45700","563024","12.32","1580000","34.6","2-02797-0025","1790 WEEKS AVENUE
Bronx, NY 
(40.846607609863, -73.907384664864)","MOUNT HOPE/MOUNT EDEN","D1-ELEVATOR","45","1936","40000","460177","11.5","1290000","32.3","0.25","2-02814-0065","2000 ANTHONY AVENUE
Bronx, NY 
(40.851411841999, -73.902838253814)","MOUNT HOPE/MOUNT EDEN","D7-ELEVATOR","55","1939","48600","598844","12.32","1680000","34.6","0.15"
"2-04162-0002","1720 MAYFLOWER AVENUE
Bronx, NY 
(40.845309172067, -73.834490460713)","2","10461","40.845892","-73.83443","10","13","26601","2045913","2041620002","Pelham Bay-Country Club-City Island                                        ",,,,,"127000","1490980","11.74","3160000","24.88","2-04178-0010","3555 BRUCKNER BOULEVARD
Bronx, NY 
(40.825576999979, -73.918448999722)","SCHUYLERVILLE/PELHAM BAY","D3-ELEVATOR","142","1960","112000","1426482","12.74","4010000","35.8","0.3",,,,,,,,,,,,
"2-03199-0062","2400 DAVIDSON AVENUE
Bronx, NY 
(40.861516778278, -73.903091481949)","2","10468","40.861645","-73.903062","7","14","253","2014321","2031990062","Kingsbridge Heights                                                        ",,,,,"40000","438000","10.95","1140000","28.5","2-03193-0001","2042 GRAND AVENUE
Bronx, NY 
(40.825576999979, -73.918448999722)","KINGSBRIDGE HTS/UNIV HTS","C7-WALK-UP","55","1923","54723","579108","10.58","1380000","25.2","0.6","2-03214-0013","2532 UNIVERSITY AVENUE
Bronx, NY 
(40.825576999979, -73.918448999722)","KINGSBRIDGE HTS/UNIV HTS","C7-WALK-UP","57","1922","42730","568738","13.31","1470000","34.4","0.3"
"2-03252-0287","92 VAN CORTLANDT PARK
Bronx, NY 
(40.884893707914, -73.891068452675)","2","10471","40.895865","-73.892294","26","11","435",,,"park-cemetery-etc-Bronx                                                    ",,,,,"150500","1637440","10.88","3470000","23.06","2-03778-0010","1240 MORRISON AVENUE
Bronx, NY 
(40.830459691351, -73.874795290367)","SOUNDVIEW","D3-ELEVATOR","154","1968","147727","1664181","11.27","3960000","26.8","3.75","2-04178-0010","3555 BRUCKNER BOULEVARD
Bronx, NY 
(40.825576999979, -73.918448999722)","SCHUYLERVILLE/PELHAM BAY","D3-ELEVATOR","142","1960","112000","1426482","12.74","4010000","35.8","4.15"
"2-02740-0071","874 MANIDA STREET
Bronx, NY 
(40.818208731316, -73.889990566032)","2","10474","40.818053","-73.889945","2","17","93","2005981","2027400071","Hunts Point                                                                ",,,,,"14880","173160","11.64","487000","32.7","2-02762-0049","1216 SENECA AVENUE
Bronx, NY 
(40.818697363291, -73.888472786965)","HUNTS POINT","C1-WALK-UP","26","1910","18470","160587","8.69","340000","18.41","0.05","2-02740-0073","1002 GARRISON AVENUE
Bronx, NY 
(40.818778317535, -73.890305881921)","HUNTS POINT","C1-WALK-UP","21","1910","15915","196774","12.36","553000","34.7","0"
"2-05901-0001","3333 HENRY HUDSON PARKWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","2","10463","40.885555","-73.91375","8","11","30701","2085773","2059010001","North Riverdale-Fieldston-Riverdale                                        ",,,,,"718399","9339187","13","29100000","40.5","2-04342-0010","2280 OLINVILLE AVENUE
Bronx, NY 
(40.859362051632, -73.868536757872)","BRONXDALE","D1-ELEVATOR","256","1965","255000","3151521","12.36","8860000","34.7","3","2-05722-0475","2600 NETHERLAND AVENUE
Bronx, NY 
(40.87884073942, -73.916759477415)","RIVERDALE","D7-ELEVATOR","608","1975","844578","15587450","18.46","58300000","69","0.5"
"2-05725-0776","629 KAPPOCK STREET
Bronx, NY 
(40.879560248533, -73.916760987196)","2","10463","40.880145","-73.917398","8","11","29302","2083276","2057250776","Spuyten Duyvil-Kingsbridge                                                 ",,,,,"130570","1566840","12","4400000","33.7","2-05904-0267","600 239 STREET
Bronx, NY 
(40.889579457198, -73.911174785847)","RIVERDALE","D1-ELEVATOR","90","1956","98681","1338816","13.57","4170000","42.3","0.65","2-05787-0137","3220 NETHERLAND AVENUE
Bronx, NY 
(40.883961568175, -73.911511205264)","RIVERDALE","D1-ELEVATOR","85","1954","100498","1228776","12.23","3450000","34.3","0.4"
"2-05738-0353","3015 RIVERDALE AVENUE
Bronx, NY 
(40.881329624031, -73.909604052262)","2","10463","40.880475","-73.910632","8","11","295","2093895","2057380353","Spuyten Duyvil-Kingsbridge                                                 ",,,,,"125148","1376628","11","3570000","28.5","2-05780-0940","3900 GREYSTONE AVENUE
Bronx, NY 
(40.88950389842, -73.904451506606)","RIVERDALE","D1-ELEVATOR","127","1928","134703","1542298","11.45","4330000","32.1","0.55","2-05789-0024","3240 HENRY HUDSON PARKWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","RIVERDALE","D1-ELEVATOR","108","1938","163197","2119976","12.99","6600000","40.4","0.25"
"2-03277-0002","389 194 STREET
Bronx, NY 
(40.863329163633, -73.889816467632)","2",,,,,,,,,,,,,,"13475","154558","11.47","328000","24.34","2-03278-0018","2726 DECATUR AVENUE
Bronx, NY 
(40.865475149577, -73.888059019446)","BEDFORD PARK/NORWOOD","C1-WALK-UP","31","1915","24080","262087","10.88","679000","28.2","0.1","2-03277-0014","2656 DECATUR AVENUE
Bronx, NY 
(40.864044879438, -73.889596273764)","BEDFORD PARK/NORWOOD","C1-WALK-UP","23","1910","22000","289429","13.16","614000","27.9","0"
"2-02721-0043","1015 LONGWOOD AVENUE
Bronx, NY 
(40.816708671888, -73.896825951163)","2","10459","40.816635","-73.896736","2","17","89","2005746","2027210043","Hunts Point                                                                ",,,,,"20580","0","0","494000","24","2-04839-0017","765 225 STREET
Bronx, NY 
(40.887589939697, -73.859673337278)","WILLIAMSBRIDGE","C1-WALK-UP","23","1927","19080","233234","12.22","655000","34.3","5.2","2-02522-0124","1345 PLIMPTON AVENUE
Bronx, NY 
(40.84125909419, -73.923942663599)","HIGHBRIDGE/MORRIS HEIGHTS","C1-WALK-UP","23","1917","20800","292865","14.08","621000","29.9","2.25"
"2-03295-0033","2830 BRIGGS AVENUE
Bronx, NY 
(40.868821027506, -73.889321886789)","2","10458","40.8688","-73.88937","7","15","40501","2016875","2032950033","Bedford Park-Fordham North                                                 ",,,,,"51060","609656","11.94","1710000","33.5","2-03281-0040","357 201 STREET
Bronx, NY 
(40.869629220121, -73.882636638825)","BEDFORD PARK/NORWOOD","D1-ELEVATOR","60","1948","64824","731059","11.28","1890000","29.2","0.35","2-03297-0001","2929 BAINBRIDGE AVENUE
Bronx, NY 
(40.870190987252, -73.885584709637)","BEDFORD PARK/NORWOOD","D1-ELEVATOR","55","1955","59085","743992","12.59","2090000","35.4","0.2"
"2-05845-1825","5500 FIELDSTON ROAD
Bronx, NY 
(40.902813610491, -73.901326684701)","2","10471","40.903245","-73.901058","8","11","345","2112632","2058451825","North Riverdale-Fieldston-Riverdale                                        ",,,,,"263206","3250594","12.35","9130000","34.7","2-05909-0163","3950 BLACKSTONE AVENUE
Bronx, NY 
(40.890261642548, -73.911362719053)","RIVERDALE","D1-ELEVATOR","176","1959","237000","3082644","13.01","9600000","40.5","0.9","2-05920-0670","3801 HUDSON MANOR TERRACE
Bronx, NY 
(40.888545076654, -73.915673378076)","RIVERDALE","D1-ELEVATOR","135","1960","152400","2071191","13.59","6450000","42.3","1.1"
"2-05726-0673","2750 JOHNSON AVENUE
Bronx, NY 
(40.879603218091, -73.912411560798)","2","10463","40.879943","-73.912213","8","11","295","2083312","2057260673","Spuyten Duyvil-Kingsbridge                                                 ",,,,,"93060","1139985","12.25","3200000","34.4","2-05904-0267","600 239 STREET
Bronx, NY 
(40.889579457198, -73.911174785847)","RIVERDALE","D1-ELEVATOR","90","1956","98681","1338816","13.57","4170000","42.3","0.6","2-05746-0567","2675 HENRY HUDSON PARKWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","RIVERDALE","D1-ELEVATOR","78","1951","92782","1170220","12.61","3290000","35.5","0.35"
"2-03716-0001","1569 BRUCKNER BOULEVARD
Bronx, NY 
(40.825576999979, -73.918448999722)","2","10472","40.824151","-73.875786","9","18","5001","2023511","2037160001","Soundview-Bruckner                                                         ",,,,,"124778","1247780","10","2970000","23.8","2-03682-0001","2010 BRUCKNER BOULEVARD
Bronx, NY 
(40.825576999979, -73.918448999722)","CASTLE HILL/UNIONPORT","D3-ELEVATOR","330","1966","359556","2995688","8.33","6350000","17.66","1.1","2-03778-0010","1240 MORRISON AVENUE
Bronx, NY 
(40.830459691351, -73.874795290367)","SOUNDVIEW","D3-ELEVATOR","154","1968","147727","1664181","11.27","3960000","26.8","0.4"
"2-03347-0043","3279 HULL AVENUE
Bronx, NY 
(40.876261399995, -73.874897510146)","2","10467","40.876193","-73.874904","7","11","42902","2018362","2033470043","Norwood                                                                    ",,,,,"44950","373085","8.3","791000","17.6","2-02466-0040","155 168 STREET
Bronx, NY 
(40.836065414067, -73.917229848916)","MELROSE/CONCOURSE","C1-WALK-UP","51","1924","45500","403066","8.86","855000","18.79","3.5","2-03197-0005","2284 GRAND AVENUE
Bronx, NY 
(40.825576999979, -73.918448999722)","KINGSBRIDGE HTS/UNIV HTS","C1-WALK-UP","51","1924","46285","411712","8.9","873000","18.86","1.9"
"2-04317-0037","2191 BOLTON STREET
Bronx, NY 
(40.856384615706, -73.868679391149)","2","10462","40.856062","-73.868659","11","13","22401","2049374","2043170037","Pelham Parkway                                                             ",,,,,"44270","467491","10.56","1210000","27.3","2-04317-0040","2185 BOLTON STREET
Bronx, NY 
(40.856254677536, -73.868683134224)","PELHAM PARKWAY SOUTH","D1-ELEVATOR","67","1935","70704","716211","10.13","1520000","21.5","0","2-04317-0046","2165 BOLTON STREET
Bronx, NY 
(40.855821549924, -73.868695611151)","PELHAM PARKWAY SOUTH","D1-ELEVATOR","67","1935","70230","741783","10.56","1920000","27.3","0"
"2-05799-0073","3601 JOHNSON AVENUE
Bronx, NY 
(40.886696758224, -73.909690411599)","2","10463","40.886839","-73.909625","8","11","297","2084204","2057990073","Spuyten Duyvil-Kingsbridge                                                 ",,,,,"115597","1369824","11.85","3850000","33.3","2-05874-1028","6629 BROADWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","RIVERDALE","D1-ELEVATOR","84","1962","76009","1028922","13.54","3200000","42.1","1.6","2-05787-0137","3220 NETHERLAND AVENUE
Bronx, NY 
(40.883961568175, -73.911511205264)","RIVERDALE","D1-ELEVATOR","85","1954","100498","1228776","12.23","3450000","34.3","0.2"
"2-03251-0420","3400 PAUL AVENUE
Bronx, NY 
(40.877088902777, -73.88957359898)","2","10468","40.87719","-73.889569","7","11","409","2015444","2032510420","Van Cortlandt Village                                                      ",,,,,"381213","4287758","11.25","9090000","23.84","2-03668-0001","920 THIERIOT AVENUE
Bronx, NY 
(40.82404871944, -73.862582938457)","SOUNDVIEW","D3-ELEVATOR","459","1965","490000","4789336","9.77","11400000","23.27","3.95","2-03672-0001","1965 LAFAYETTE AVENUE
Bronx, NY 
(40.82229539387, -73.85643000838)","CASTLE HILL/UNIONPORT","D3-ELEVATOR","353","1969","400932","2882677","7.19","6110000","15.24","4.15"
"2-02723-0028","906 SIMPSON STREET
Bronx, NY 
(40.820034697964, -73.893652413355)","2","10459","40.820123","-73.893605","2","17","89","2005761","2027230028","Hunts Point                                                                ",,,,,"34875","367931","10.55","780000","22.37","2-04833-0058","636 231 STREET
Bronx, NY 
(40.883224074985, -73.914535548986)","WILLIAMSBRIDGE","C1-WALK-UP","31","1929","32710","314822","9.62","749000","22.9","5.2","2-03301-0066","2821 BRIGGS AVENUE
Bronx, NY 
(40.868564581596, -73.88967303563)","BEDFORD PARK/NORWOOD","C1-WALK-UP","31","1916","30780","386206","12.55","1090000","35.4","3.35"
"2-04573-0005","829 ADEE AVENUE
Bronx, NY 
(40.86965428991, -73.862368477898)","2","10467","40.869627","-73.862254","12","12","340","2055700","2045730005","Bronxdale                                                                  ",,,,,"48944","540341","11.04","1150000","23.5","2-04550-0027","808 ADEE AVENUE
Bronx, NY 
(40.869607440239, -73.863036877268)","BRONXDALE","D1-ELEVATOR","78","1927","82320","908769","11.04","2360000","28.7","0.1","2-04424-0012","2420 BRONX PARK
Bronx, NY 
(40.861809227602, -73.870502897542)","BRONXDALE","D1-ELEVATOR","66","1928","79366","736132","9.28","1750000","22.05","0.7"
"2-03285-0052","2965 DECATUR AVENUE
Bronx, NY 
(40.868381693765, -73.883701768259)","2","10458","40.868418","-73.883589","7","11","415","2016582","2032850052","Bedford Park-Fordham North                                                 ",,,,,"39550","405387","10.25","964000","24.37","2-03281-0040","357 201 STREET
Bronx, NY 
(40.869629220121, -73.882636638825)","BEDFORD PARK/NORWOOD","D1-ELEVATOR","60","1948","64824","731059","11.28","1890000","29.2","0.1","2-03281-0050","366 MOSHOLU PARKWAY
Bronx, NY 
(40.870761307095, -73.880117847814)","BEDFORD PARK/NORWOOD","C1-WALK-UP","37","1934","26750","290460","10.86","753000","28.1","0.1"
"2-03117-0023","855 178 STREET
Bronx, NY 
(40.843972015318, -73.885788968341)","2",,,,,,,,,,,,,,"90600","906000","10","1920000","21.19","2-03110-0063","786 182 STREET
Bronx, NY 
(40.848859323997, -73.884126377915)","EAST TREMONT","C1-WALK-UP","52","1924","41550","495320","11.92","1390000","33.5","0.3","2-03134-0035","975 181 STREET
Bronx, NY 
(40.825576999979, -73.918448999722)","EAST TREMONT","C1-WALK-UP","49","1926","40880","424626","10.39","1100000","26.9","0.35"
"2-05856-0378","6485 BROADWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","2","10471","40.905352","-73.896457","8","11","345","2091886","2058560378","North Riverdale-Fieldston-Riverdale                                        ",,,,,"127000","1498600","11.8","4210000","33.1","2-05904-0267","600 239 STREET
Bronx, NY 
(40.889579457198, -73.911174785847)","RIVERDALE","D1-ELEVATOR","90","1956","98681","1338816","13.57","4170000","42.3","1.35","2-05787-0137","3220 NETHERLAND AVENUE
Bronx, NY 
(40.883961568175, -73.911511205264)","RIVERDALE","D1-ELEVATOR","85","1954","100498","1228776","12.23","3450000","34.3","1.6"
"2-05745-0305","2575 PALISADE AVENUE
Bronx, NY 
(40.881377372515, -73.921864149731)","2","10463","40.881594","-73.921631","8","11","29301","2083479","2057450305","Spuyten Duyvil-Kingsbridge                                                 ",,,,,"168962","2112025","12.5","5930000","35.1","2-05903-0283","3611 HENRY HUDSON PARKWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","RIVERDALE","D3-ELEVATOR","123","1951","134000","1961368","14.64","6630000","49.5","0.6","2-05796-0129","3660 OXFORD AVENUE
Bronx, NY 
(40.887600254178, -73.90868609313)","RIVERDALE","D3-ELEVATOR","77","1967","106934","1346616","12.59","3780000","35.3","0.75"
"2-02471-0050","1001 GRAND
Bronx, NY 
(40.825576999979, -73.918448999722)","2",,,,,,,,,,,,,,"92417","802613","8.68","1910000","20.67","2-02846-0041","1565 TOWNSEND AVENUE
Bronx, NY 
(40.843589652407, -73.914182743933)","MOUNT HOPE/MOUNT EDEN","D1-ELEVATOR","61","1941","68400","541565","7.92","1150000","16.81","0.95","2-02435-0007","1200 COLLEGE AVENUE
Bronx, NY 
(40.832917235403, -73.91323277979)","MELROSE/CONCOURSE","D1-ELEVATOR","72","1941","82600","666400","8.07","1410000","17.07","0.45"
"2-05743-0203","2550 INDEPENDENCE AVENUE
Bronx, NY 
(40.880352956203, -73.920833635135)","2","10463","40.880369","-73.919741","8","11","29301","2083470","2057430203","Spuyten Duyvil-Kingsbridge                                                 ",,,,,"200314","2503925","12.5","7040000","35.1","2-05920-0670","3801 HUDSON MANOR TERRACE
Bronx, NY 
(40.888545076654, -73.915673378076)","RIVERDALE","D1-ELEVATOR","135","1960","152400","2071191","13.59","6450000","42.3","0.8","2-05909-0163","3950 BLACKSTONE AVENUE
Bronx, NY 
(40.890261642548, -73.911362719053)","RIVERDALE","D1-ELEVATOR","176","1959","237000","3082644","13.01","9600000","40.5","0.9"
"2-03281-0001","325 201 STREET
Bronx, NY 
(40.870477494828, -73.883145603291)","2",,,,,,,,,,,,,,"96250","1032762","10.73","2680000","27.8","2-03308-0051","253 202 STREET
Bronx, NY 
(40.872917301805, -73.88514514725)","BEDFORD PARK/NORWOOD","D1-ELEVATOR","101","1965","101050","1129955","11.18","2930000","29","0.2","2-03320-0044","222 BEDFORD PARK
Bronx, NY 
(40.825576999979, -73.918448999722)","BEDFORD PARK/NORWOOD","D1-ELEVATOR","63","1939","71250","732435","10.28","1740000","24.42","0.25"
"2-05785-0284","5620 SYLVAN AVENUE
Bronx, NY 
(40.903854199732, -73.898308862437)","2","10471","40.903959","-73.898333","8","11","345","2084836","2058522124","North Riverdale-Fieldston-Riverdale                                        ",,,,,"80120","961440","12","2700000","33.7","2-05746-0567","2675 HENRY HUDSON PARKWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","RIVERDALE","D1-ELEVATOR","78","1951","92782","1170220","12.61","3290000","35.5","0.55","2-05787-0137","3220 NETHERLAND AVENUE
Bronx, NY 
(40.883961568175, -73.911511205264)","RIVERDALE","D1-ELEVATOR","85","1954","100498","1228776","12.23","3450000","34.3","0.1"
"2-03175-0010","55 190 STREET
Bronx, NY 
(40.86302792518, -73.898419606109)","2",,,,,,,,,,,,,,"55440","645876","11.65","1810000","32.6","2-03147-0026","2395 TIEBOUT AVENUE
Bronx, NY 
(40.859070385559, -73.896127093602)","FORDHAM","D1-ELEVATOR","54","1936","51240","616342","12.03","1730000","33.8","0.3","2-03157-0020","2186 GRAND
Bronx, NY 
(40.825576999979, -73.918448999722)","FORDHAM","D1-ELEVATOR","54","1940","46495","542459","11.67","1520000","32.7","0.6"
"2-03105-0005","2420 BEAUMONT AVENUE
Bronx, NY 
(40.854741382788, -73.884114476924)","2","10458","40.854709","-73.884166","6","15","389","2012903","2031050005","Belmont                                                                    ",,,,,"11580","131433","11.35","279000","24.09","2-03090-0036","691 188 STREET
Bronx, NY 
(40.855379579765, -73.88458475011)","BELMONT","C1-WALK-UP","20","1913","17845","227045","12.72","707000","39.6","0.05","2-03114-0075","775 185 STREET
Bronx, NY 
(40.852444165118, -73.882778161138)","BELMONT","C1-WALK-UP","20","1931","17200","185400","10.78","481000","28","0.15"
