"date_and_time_of_initial","date_and_time_of_ranger","borough","property","location","species_description","call_source","species_status","animal_condition","duration_of_response","age","animal_class","_311sr_number","final_ranger_action","of_animals","pep_response","animal_monitored","rehabilitator","hours_spent_monitoring","police_response","esu_response","acc_intake_number"
"2021-05-26T09:20:00.000","2021-05-26T09:22:00.000","Bronx","Van Cortlandt Park","Meadow behind VC House","Bearded Dragon","Employee","Exotic","Healthy","1","Adult","Terrestrial Reptile or Amphibian","311-06391739","ACC","1","false","false",,,"false","false","160466"
"2021-05-25T16:45:00.000","2021-05-25T17:00:00.000","Brooklyn","Purple Playground","Entrance on 17th St between 5th Ave and 6th Ave","Mouse (Unknown)","Central","N/A","N/A","1","Infant","Small Mammals-non RVS",,"Unfounded","0","false","false",,,"false","false",
"2021-05-25T10:30:00.000","2021-05-25T10:30:00.000","Brooklyn","Prospect Park","South Drive","Turtle (Unknown)","Public","N/A","N/A","0.5","Adult","Terrestrial Reptile or Amphibian",,"Unfounded","0","false","false",,,"false","false",
"2021-05-25T10:00:00.000","2021-05-25T11:45:00.000","Manhattan","Central Park","Strawberry Fields, East of John Lennon Memorial on the grass","Red-Eared Slider","Central","Invasive","Healthy","1","Adult","Terrestrial Reptile or Amphibian","311-063-81368","Relocated/Condition Corrected","1","false","true",,"1","false","false",
"2021-05-25T10:56:00.000","2021-05-25T10:58:00.000","Bronx","Pelham Bay Park","Orchard Beach Drop-off Road","Canada Goose","Central","Native","Healthy","3.25","Infant","Birds","311-06381444","Rehabilitator","3","false","false","Wild Bird Fund",,"false","false",
"2021-05-25T10:45:00.000","2021-05-25T11:15:00.000","Staten Island","Blue Heron Park","Blue Heron Park Nature Center entrance","Mallard Duck","Public","Native","Healthy","1","Infant","Birds","311-06381878","ACC","1","false","false",,,"false","false","117595"
"2021-05-24T12:00:00.000","2021-05-24T12:05:00.000","Bronx","Fort Independence Playground","In the bushes right in front of the dog run","Mallard Duck","Employee","Native","Healthy","3","Infant","Birds","311-063-750-40","Rehabilitator","7","false","false","Wild Bird Fund",,"false","false",
"2021-05-24T16:00:00.000","2021-05-24T16:00:00.000","Brooklyn","Prospect Park","By Boat House","House Sparrow","Public","Native","Healthy","0.25","Infant","Birds",,"Relocated/Condition Corrected","1","false","false",,,"false","false",
"2021-05-24T08:05:00.000","2021-05-24T10:00:00.000","Manhattan","Riverside Park","85th St by Dog Run and Soldiers and Sailors Memorial","Raccoon","Public","Native","Unhealthy","1","Adult","Small Mammals-RVS","311-06369671","Unfounded","0","false","false",,,"false","false",
"2021-05-24T14:30:00.000","2021-05-24T14:40:00.000","Staten Island","Wolfe's Pond Park","Back parking lot by trails","Common Snapping Turtle","Employee","Native","Healthy","0.25","Adult","Terrestrial Reptile or Amphibian",,"Relocated/Condition Corrected","1","false","false",,,"false","false",
"2021-05-24T10:00:00.000","2021-05-24T11:00:00.000","Manhattan","Central Park","Strawberry Fields, W 72nd btwn Central Park West and West Dr","Common Snapping Turtle","Conservancies/""Friends of"" Groups","Native","Healthy","1.5","Adult","Terrestrial Reptile or Amphibian","311-06369994","Relocated/Condition Corrected","1","false","true",,"0.5","false","false",
"2021-05-24T10:00:00.000","2021-05-24T10:32:00.000","Staten Island","Conference House Park","Next to sidewalk along Statterlee St., between Conference House and Ward House","White-tailed Deer","Employee","Native","DOA","1","Adult","Deer",,"Advised/Educated others","1","false","false",,,"false","false",
"2021-05-24T09:15:00.000","2021-05-24T09:15:00.000","Brooklyn","Coney Island Beach &amp; Boardwalk","Brighton 2, near the lifeguard stand","American Oystercatcher","Public","Native","N/A","1","Infant","Birds",,"Unfounded","0","false","false",,,"false","false",
"2021-05-23T09:30:00.000","2021-05-23T09:35:00.000","Bronx","Van Cortlandt Park","Broadway & Mosholu Ave","Raccoon","Central","Native","Unhealthy","0.5","Juvenile","Small Mammals-RVS",,"Unfounded","0","false","false",,,"false","false",
"2021-05-23T11:35:00.000","2021-05-23T11:37:00.000","Queens","Kissena Park","Kissena Lake","Python (Unknown)","Employee","Exotic","Healthy","0.75","Adult","Terrestrial Reptile or Amphibian",,"Unfounded","0","false","false",,,"false","false",
"2021-05-23T10:30:00.000","2021-05-23T11:00:00.000","Brooklyn","Prospect Park","Lafayette Memorial","Bird (Unknown)","Conservancies/""Friends of"" Groups","Native","Healthy","0.5","Infant","Birds",,"Relocated/Condition Corrected","1","false","false",,,"false","false",
"2021-05-23T11:30:00.000","2021-05-23T11:30:00.000","Brooklyn","Brooklyn Bridge Park","Pier 2","Common Grackle","Central","Native","Healthy","0.5","Infant","Birds",,"Relocated/Condition Corrected","1","true","false",,,"false","false",
"2021-05-22T12:00:00.000","2021-05-22T12:50:00.000","Staten Island","Goodhue Park","Playground and Ballfields","Dog","Central","Domestic","Unhealthy","2","Adult","Domestic","311-06347365","ACC","2","false","false",,,"false","false","117417"
"2021-05-21T18:00:00.000","2021-05-21T18:03:00.000","Manhattan","Central Park","The Loch 40.794612, -73.958591","Red-tailed Hawk","Employee","Native","Unhealthy","2","Adult","Raptors",,"Monitored Animal","1","false","true",,"1.75","false","false",
"2021-05-21T12:00:00.000","2021-05-21T12:00:00.000","Manhattan","Central Park","Westdrive at West 103rd","Red-tailed Hawk","Public","Native","Unhealthy","1","Adult","Raptors",,"Monitored Animal","1","false","false",,,"false","false",
"2021-05-21T18:00:00.000","2021-05-22T06:45:00.000","Manhattan","Central Park","Westdrive at West 103rd","Red-tailed Hawk","Public","Native","Unhealthy","2","Adult","Raptors","311-06346130","Rehabilitator","1","false","false","Bobby Horvath",,"false","false",
"2021-05-21T10:30:00.000","2021-05-21T10:35:00.000","Queens","Oak Grove Park","Oak Grove Park","Red-tailed Hawk","Employee","Native","Healthy","0.5","Juvenile","Raptors",,"Monitored Animal","1","false","true",,"0.5","false","false",
"2021-05-21T13:00:00.000","2021-05-21T13:30:00.000","Manhattan","Central Park","Lightpost 7232A near Bethesda Terrace","Turtle (Unknown)","Public","Native","N/A","1","Adult","Terrestrial Reptile or Amphibian",,"Unfounded","0","false","false",,,"false","false",
"2021-05-21T14:30:00.000","2021-05-21T14:30:00.000","Manhattan","Central Park","Just West of Conservatory Garden","Blue Jay","Employee","Native","Healthy","0.5","Infant","Birds",,"Advised/Educated others","1","false","false",,,"false","false",
"2021-05-21T14:00:00.000","2021-05-21T14:20:00.000","Staten Island","Willowbrook Park","Ballfields","Canada Goose","Employee","Native","Injured","0.5","Adult","Birds",,"Unfounded","0","false","false",,,"false","false",
"2021-05-21T13:50:00.000","2021-05-21T13:55:00.000","Queens","Forest Park","Forest Park Dr on Myrtle Ave Bridge 40.702206184611015, -73.85073833150923","Raccoon","Employee","Native","Unhealthy","2.5","Juvenile","Small Mammals-RVS","311-06337387","ACC","1","false","false",,,"false","false","160063"
"2021-05-21T08:00:00.000","2021-05-21T09:00:00.000","Manhattan","Fort Tryon Park","Lawn near Cloisters","Mallard Duck","Central","Native","Injured","1","Adult","Birds",,"Unfounded","0","false","false",,,"false","false",
"2021-05-21T08:45:00.000","2021-05-21T08:45:00.000","Queens","Forest Park","Forest Park Shops, gated playground equipment area in front","Cat","Public","Domestic","Unhealthy","0.75","Adult","Domestic",,"Monitored Animal","1","false","false",,,"false","false",
"2021-05-20T12:30:00.000","2021-05-20T12:30:00.000","Queens","Kissena Park","Kissena Lake","Python (Unknown)","Employee","Exotic","Healthy","2.5","Adult","Terrestrial Reptile or Amphibian",,"Unfounded","0","false","false",,,"false","false",
"2021-05-19T14:50:00.000","2021-05-19T14:50:00.000","Staten Island","Blue Heron Park","Orange trail","Painted Turtle","Public","Native","Healthy","0.5","Adult","Terrestrial Reptile or Amphibian",,"Relocated/Condition Corrected","1","false","false",,,"false","false",
"2021-05-20T11:00:00.000","2021-05-20T12:30:00.000","Staten Island","Wolfe's Pond Park","Near Wolfe's Pond","Canada Goose","Employee","Native","Injured","0.5","Infant","Birds","311-06325185","ACC","1","false","false",,,"false","false","117261"
"2021-05-19T09:30:00.000","2021-05-19T09:30:00.000","Manhattan","Hudson River Park","Hudson River at West 26th Street","Canada Goose","Other","Native","Injured","0.5","Adult","Birds",,"Advised/Educated others","1","false","false",,,"false","false",
"2021-05-19T10:30:00.000","2021-05-19T10:30:00.000","Queens","Kissena Park","Rose and Oak Avenue","Mallard Duck","Central","Native","Healthy","0.5","Adult;#Infant","Birds",,"Advised/Educated others","5","false","false",,,"false","false",
"2021-05-19T16:30:00.000","2021-05-19T16:30:00.000","Bronx","Pelham Bay Park","Turtle Cove","White-tailed Deer","Employee","Native","Injured","3","Adult","Deer",,"Unfounded","0","false","false",,,"false","false",
"2021-05-19T11:33:00.000","2021-05-19T11:33:00.000","Queens","Alley Pond Park","Oakland Lake","Canada Goose","Observed by Ranger","Native","Injured","0.5","Adult","Birds",,"Monitored Animal","1","false","false",,,"false","false",
"2021-05-19T10:25:00.000","2021-05-19T10:25:00.000","Bronx","Van Cortlandt Park","Womens Comfort Station at Maintenance and Operations headquarters","Raccoon","Employee","Native","Healthy","0.5","Juvenile","Small Mammals-RVS",,"Relocated/Condition Corrected","2","false","false",,,"false","false",
"2021-05-18T13:00:00.000","2021-05-18T13:00:00.000","Bronx","Van Cortlandt Park","Trail by Nature Center","Corn Snake","Public","Exotic","Healthy","1","Adult","Terrestrial Reptile or Amphibian","311-06304543","ACC","1","false","false",,,"false","false","117150"
"2021-05-18T09:30:00.000","2021-05-18T14:00:00.000","Brooklyn","Prospect Park","Under Terrace Bridge","Raccoon","Public","Native","DOA","1","Adult","Small Mammals-RVS",,"Relocated/Condition Corrected","1","false","false",,,"false","false",
"2021-05-16T14:15:00.000","2021-05-16T14:45:00.000","Staten Island","Wolfe's Pond Park","Behind Acme Pond by Tottenville H.S Eyelandt and Luden","Raccoon","Employee","Native","Healthy","0.5","Infant","Small Mammals-RVS",,"Unfounded","0","false","false",,,"false","false",
"2021-05-17T12:30:00.000","2021-05-17T12:50:00.000","Manhattan","Fort Washington Park","151 Street and Riverside Drive","Muskrat","Central","Native","Injured","0.45","Adult","Small Mammals-non RVS",,"Unfounded","0","false","false",,,"false","false",
"2021-05-15T17:00:00.000","2021-05-15T17:00:00.000","Bronx","Pelham Bay Park","Ohm and Middletown","Rock Dove","Public","Native","Healthy","0.5","Adult","Birds",,"Relocated/Condition Corrected","1","false","false",,,"false","false",
"2021-05-15T11:30:00.000","2021-05-15T11:40:00.000","Bronx","Van Cortlandt Park","John Kieran Trail","Bat (Unknown)","Employee","Native","Healthy","1","Adult","Small Mammals-RVS",,"Relocated/Condition Corrected","1","false","true",,"0.25","false","false",
"2021-05-12T16:04:00.000","2021-05-14T08:45:00.000","Queens","Socrates Sculpture Park","Hallets Cove Beach","Mute Swan","Public","Invasive","Injured","3.5","Adult","Birds","311-06256970","Rehabilitator","1","false","true","Wild Bird Fund","2","false","false",
"2021-05-14T09:55:00.000","2021-05-14T09:55:00.000","Staten Island","Clove Lakes Park","Barbecue Area","Domestic Turkey","Employee","Domestic","Healthy","2.5","Adult","Domestic;#Birds","311-06257788","ACC","1","true","false",,,"false","false","116865"
"2021-05-13T16:30:00.000","2021-05-13T16:40:00.000","Manhattan","Fort Tryon Park","Anne Loftus Playground","Virginia Opossum","Public","Native","Unhealthy","1","Juvenile","Small Mammals-non RVS",,"Rehabilitator","1","false","false","Arina Hinzen",,"false","false",
"2021-05-13T13:00:00.000","2021-05-13T13:00:00.000","Staten Island","Clove Lakes Park","bridge near the Stonehouse restaurant","Common Grackle","Employee","Native","Injured","0.5","Adult","Birds",,"Advised/Educated others","1","true","false",,,"false","false",
"2021-05-13T11:30:00.000","2021-05-13T12:30:00.000","Brooklyn","Brooklyn Bridge Park","Pier 2 Basketball courts","European Starling","Employee","Native","Healthy","1","Juvenile","Birds",,"Relocated/Condition Corrected","1","false","true",,"0.5","false","false",
"2021-05-13T10:00:00.000","2021-05-13T10:30:00.000","Brooklyn","Prospect Park","Bandshell","Ovenbird","Employee","Native","Healthy","0.5","Adult","Birds",,"Relocated/Condition Corrected","1","false","false",,,"false","false",
"2021-05-13T11:15:00.000","2021-05-13T11:16:00.000","Queens","Kissena Park","Kissena Pond trail to the right of Rose Avenue and Oak Avenue","Mute Swan","Employee","Invasive","Healthy","0.75","Adult","Birds",,"Advised/Educated others","2","false","false",,,"false","false",
"2021-05-12T16:04:00.000","2021-05-13T09:00:00.000","Queens","Socrates Sculpture Park","Hallet's Cove Beach","Mute Swan","Public","Invasive","Injured","2","Adult","Birds",,"Monitored Animal","1","false","true",,"1.5","false","false",
"2021-05-12T16:04:00.000","2021-05-12T16:34:00.000","Queens","Socrates Sculpture Park","Hallet's Cove Beach","Mute Swan","Public","Invasive","Injured","2.5","Adult","Birds",,"Monitored Animal","1","false","true",,"1.25","false","false",
"2021-05-10T17:00:00.000","2021-05-11T09:30:00.000","Manhattan","Central Park","Conservatory Water","Mallard Duck","Public","Native","Healthy","0.25","Adult","Birds",,"Advised/Educated others","2","false","false",,,"false","false",
"2021-05-12T08:45:00.000","2021-05-12T09:00:00.000","Queens","Rockaway Beach and Boardwalk","Between Beach 32-45","Dog","Employee","Domestic","Healthy","1.5","Adult","Domestic",,"Unfounded","0","false","false",,,"false","false",
"2021-05-11T17:50:00.000","2021-05-11T17:51:00.000","Staten Island","Blue Heron Park","Blue Heron Nature Center","House Sparrow","Observed by Ranger","Native","Healthy","0.5","Juvenile","Birds",,"Relocated/Condition Corrected","1","false","false",,,"false","false",
"2021-05-11T14:15:00.000","2021-05-11T14:16:00.000","Staten Island","Bradys Pond Park","Hylan Blvd.","Mallard Duck","Employee","Native","Healthy","1","Adult;#Infant","Birds",,"Unfounded","0","false","false",,,"false","false",
"2021-05-11T12:00:00.000","2021-05-11T12:00:00.000","Brooklyn","Prospect Park","Vicinity of Prospect Park Garage","Raccoon","Central","Native","Healthy","1.5","Juvenile","Small Mammals-RVS",,"Relocated/Condition Corrected","1","false","false",,,"false","false",
"2020-08-12T12:15:00.000","2020-08-12T12:30:00.000","Queens","Baisley Pond Park","111th Ave","Duck (Unknown)","Central","Native","Injured","0.5","Adult","Birds",,"Unfounded","0","false","false",,,"false","false",
"2021-05-11T14:00:00.000","2021-05-11T14:00:00.000","Bronx","Barretto Point Park","Restrooms","Eastern Gray Squirrel","Public","Native","DOA","2","Juvenile","Small Mammals-non RVS",,"Relocated/Condition Corrected","1","false","false",,,"false","false",
"2021-05-11T11:00:00.000","2021-05-11T11:25:00.000","Bronx","St. James Recreation Center","Rec Center","Ovenbird","Central","Native","Healthy","0.5","Adult","Birds",,"Monitored Animal","1","false","false",,,"false","false",
"2021-05-11T11:10:00.000","2021-05-11T11:10:00.000","Queens","Alley Pond Park","Oakland Lake near Cloverdale Blvd and 46 Ave","Canada Goose","Observed by Ranger","Native","Unhealthy","0.5","Adult","Birds",,"Monitored Animal","1","false","false",,,"false","false",
"2021-05-10T10:15:00.000","2021-05-10T10:15:00.000","Brooklyn","Henry Chapin Playgorund","Playground","Budgerigar Parakeet","Central","Domestic","Injured","1","Adult","Birds;#Domestic",,"Unfounded","0","false","false",,,"false","false",
"2021-05-10T13:00:00.000","2021-05-10T14:00:00.000","Manhattan","Playground Eighty Nine LXXXIX","In the Horticulture area of the Playground","Eastern Gray Squirrel","Employee","Native","Injured","0.5","Juvenile","Small Mammals-non RVS","311-06218645","Rehabilitator","1","false","false","Wild Bird Fund",,"false","false",
"2021-05-10T10:15:00.000","2021-05-10T10:15:00.000","Bronx","Crotona Park","1700 Fulton Ave","Cat","Central","Domestic","Healthy","2","Adult","Domestic","311-06215569","ACC","1","false","false",,,"false","false",
