objectid;zaaknummer;omschrijving;zaaktype_oms;zaakproduct_oms;zaaksubproduct_oms;status_oms;adres;postcode;ddindiening;ddbeschikking;geo_shape;geo_point_2d
174109;V21/45129-OVR-45129;bouwen van 72 woningen het Plateau fase 2 BBU;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Handelen in strijd met Ruimtelijke Ordening, Bouwen;Beschikking vastgesteld;Panorama 75;5629TT;2021-06-02T02:00:00+00:00;2021-09-17T02:00:00+00:00;"{""coordinates"": [5.475439826647475, 51.496344518633265], ""type"": ""Point""}";51.496344518633265, 5.475439826647475
174110;V20/40222-OVR-40222;"realiseren van 3 appartementen; twee in het bestaande gebouw, één in een nieuwe dakopbouw";Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Handelen in strijd met Ruimtelijke Ordening, Bouwen;Zaak afgerond;Jan van Hooffstraat 14;5611ED;2020-04-10T02:00:00+00:00;2020-07-10T02:00:00+00:00;"{""coordinates"": [5.47822946261302, 51.438703670336686], ""type"": ""Point""}";51.438703670336686, 5.47822946261302
174114;V21/45497-OVU-45497;realiseren van een complex voor 51 appartementen ''de Vlinder'';Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Uitweg, Handelen in strijd met Ruimtelijke Ordening, Vellen van houtopstanden (kappen), Bouwen;Beschikking vastgesteld;Vitruviusweg 43;5624AD;2021-06-30T02:00:00+00:00;2022-06-02T02:00:00+00:00;"{""coordinates"": [5.45459304928639, 51.46781121195726], ""type"": ""Point""}";51.46781121195726, 5.45459304928639
174117;V21/45886-OVR-45886;optoppen van bestaand kantoor Fashion Tech Farm met één laag;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Bouwen;Beschikking vastgesteld;Zeelsterstraat 80;5652EL;2021-07-30T02:00:00+00:00;2022-03-16T01:00:00+00:00;"{""coordinates"": [5.443675135516197, 51.43826973990786], ""type"": ""Point""}";51.43826973990786, 5.443675135516197
174118;V17/29312-OVR-29312;verzoek om verlengen tijdelijke omgevingsvergunning voor kinderdagverblijf met maximaal 6 jaar;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Bouwen;Zaak afgerond;Turfveldenstraat 2A;5632XJ;2017-04-10T02:00:00+00:00;2017-06-30T02:00:00+00:00;"{""coordinates"": [5.502594112563044, 51.47733319853635], ""type"": ""Point""}";51.47733319853635, 5.502594112563044
174119;V19/35675-OVR-35675;legaliseren van 2 appartementen;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Handelen in strijd met Ruimtelijke Ordening, Bouwen;Beschikking vastgesteld;van Blankenburgstraat 35A;5654HC;2019-01-24T01:00:00+00:00;2019-05-10T02:00:00+00:00;"{""coordinates"": [5.457033631753537, 51.41800771583822], ""type"": ""Point""}";51.41800771583822, 5.457033631753537
174122;H22/48544-DHV-135750;horecabedrijf Mo-Jo Eindhoven B.V.;Aanvraag beschikking regulier behandelen;Alcoholwet;;Beschikking vastgesteld;Vestdijk 34;5611CC;2022-03-09T01:00:00+00:00;2022-05-20T02:00:00+00:00;"{""coordinates"": [5.481171512394516, 51.43900569805387], ""type"": ""Point""}";51.43900569805387, 5.481171512394516
174123;V19/37368;intern verbouwen van de woning naar 2 appartementen;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Binnenplanse afwijking, Bouwen;Beschikking vastgesteld;St Trudostraat 25;5616GA;2022-08-01T02:00:00+00:00;2022-08-03T02:00:00+00:00;"{""coordinates"": [5.4553267122123605, 51.43834609508263], ""type"": ""Point""}";51.43834609508263, 5.4553267122123605
174127;V21/46399-OVR-46399;transformeren van het leegstaande gedeelte van de Fatimakerk tot appartementencomplex en realiseren nieuwbouw woningen op naastgelegen perceel;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Bouwen;Beschikking vastgesteld;Fatimahof 37;;2021-09-23T02:00:00+00:00;2022-02-09T01:00:00+00:00;"{""coordinates"": [5.495421789996813, 51.427381374000554], ""type"": ""Point""}";51.427381374000554, 5.495421789996813
174135;EHV-ZP2022-002872;plaatsen van een schaftkeet;Aanvraag beschikking regulier behandelen;Gebruik openbare ruimte;Flitsvergunning gebruik openbare ruimte (container, steiger, etc.);Zaak afgerond;Kardinaal de Jongweg 69;5645EN;2022-12-20T01:00:00+00:00;2022-12-27T01:00:00+00:00;"{""coordinates"": [5.509965595754339, 51.42782877735257], ""type"": ""Point""}";51.42782877735257, 5.509965595754339
174137;EHV-ZP2022-002620;verbouwen en verduurzamen van de villa;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Buitenplanse kleine afwijking, Bouwen;Beschikking vastgesteld;Rendierveld 1;5646AS;2022-12-01T01:00:00+00:00;2023-01-30T01:00:00+00:00;"{""coordinates"": [5.504333033219338, 51.41494691947601], ""type"": ""Point""}";51.41494691947601, 5.504333033219338
174140;V21/44760-OVR-44760;transformeren van magazijn naar 8 wooneenheden;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Handelen in strijd met Ruimtelijke Ordening, Bouwen;Beschikking vastgesteld;Hoogstraat 329C;5654NB;2021-05-04T02:00:00+00:00;2021-08-05T02:00:00+00:00;"{""coordinates"": [5.4610970854884044, 51.42350612100796], ""type"": ""Point""}";51.42350612100796, 5.4610970854884044
174141;V17/31928-OVU-31928;realiseren van een woontoren , kantoren en een grand cafe;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Uitweg, Aanleg, Vellen van houtopstanden (kappen), Bouwen;Beschikking vastgesteld;Vincent van den Heuvellaan 55;5612MZ;2017-12-21T01:00:00+00:00;2018-12-17T01:00:00+00:00;"{""coordinates"": [5.479574831803837, 51.447187159369804], ""type"": ""Point""}";51.447187159369804, 5.479574831803837
174142;V22/47833-OVR-47833;koppelen van de winkels en realiseren van een constructieve doorbraak;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Bouwen;Beschikking vastgesteld;Kruisstraat 74;5612CJ;2022-01-17T01:00:00+00:00;2022-04-26T02:00:00+00:00;"{""coordinates"": [5.475487090944124, 51.4467109654829], ""type"": ""Point""}";51.4467109654829, 5.475487090944124
174143;V21/47138-OVR-47138;aanvullende werkzaamheden behorende bij eerder verleende vergunning met zaaknummer V17_31928, de BunkerToren;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Bouwen;Beschikking vastgesteld;Vincent van den Heuvellaan 77;5612MZ;2021-11-21T01:00:00+00:00;2022-06-20T02:00:00+00:00;"{""coordinates"": [5.479570043750555, 51.447174012749585], ""type"": ""Point""}";51.447174012749585, 5.479570043750555
174144;V22/47983-OVR-47983;plaatsen hekwerk op dakterras;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Bouwen;Beschikking vastgesteld;Balsemienplein 11;5644LE;2022-01-30T01:00:00+00:00;2022-03-23T01:00:00+00:00;"{""coordinates"": [5.486115517859987, 51.419326819272854], ""type"": ""Point""}";51.419326819272854, 5.486115517859987
174145;V21/46399-OVR-46399;transformeren van het leegstaande gedeelte van de Fatimakerk tot appartementencomplex en realiseren nieuwbouw woningen op naastgelegen perceel;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Bouwen;Beschikking vastgesteld;Fatimahof 26;;2021-09-23T02:00:00+00:00;2022-02-09T01:00:00+00:00;"{""coordinates"": [5.495395883278213, 51.42750416550259], ""type"": ""Point""}";51.42750416550259, 5.495395883278213
174146;V21/45727-OVR-45727;wijzigen 10 onzelfstandige woonruimten naar 7 zelfstandige woonruimten;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Handelen in strijd met Ruimtelijke Ordening, Bouwen;Beschikking vastgesteld;Generaal Horrocksstraat 21D;5623GA;2021-07-19T02:00:00+00:00;2021-12-06T01:00:00+00:00;"{""coordinates"": [5.476938338539837, 51.46592026017689], ""type"": ""Point""}";51.46592026017689, 5.476938338539837
174148;H19/38917-EXP-121869;horecabedrijf Gamestate Eindhoven BV;Aanvraag beschikking regulier behandelen;APV Exploitatievergunning;Exploitatievergunning openbare inrichting;Beschikking vastgesteld;Stationsplein 31;5611BC;2019-12-09T01:00:00+00:00;2020-02-20T01:00:00+00:00;"{""coordinates"": [5.48103123626259, 51.44135275350184], ""type"": ""Point""}";51.44135275350184, 5.48103123626259
174149;057304-DHV-32731;"Horecavergunning, Grand Cafe ""Place Du Nord""";Aanvraag beschikking regulier behandelen;Alcoholwet;;Beschikking vastgesteld;Lardinoisstraat 2;5611ZZ;2005-01-17T01:00:00+00:00;2005-09-06T02:00:00+00:00;"{""coordinates"": [5.4761794774222174, 51.44270670603952], ""type"": ""Point""}";51.44270670603952, 5.4761794774222174
174155;V21/43960-OVR-43960;aanleggen van padelbanen op locatie Frits Philips sportbos cq buitensportterrein High Tech Campus Eindhoven;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Bouwen;Beschikking vastgesteld;High Tech Campus 8;5656AE;2021-03-08T01:00:00+00:00;2022-04-06T02:00:00+00:00;"{""coordinates"": [5.449397396164307, 51.40902638442246], ""type"": ""Point""}";51.40902638442246, 5.449397396164307
174160;EHV-ZP2022-000953;verbouwen en herbestemming van een bestaand kantoorgebouw naar wonen;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Binnenplanse afwijking, Bouwen;Intake afgerond;Keizersgracht 14;5611GD;2022-08-02T02:00:00+00:00;2022-08-03T02:00:00+00:00;"{""coordinates"": [5.477165977653583, 51.436997682841415], ""type"": ""Point""}";51.436997682841415, 5.477165977653583
174169;EHV-ZP2022-000340;realiseren van 23 grondgebonden woningen Kamer K en 11 appartementen;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Bouwen;Beschikking vastgesteld;Langlaar 30;5629CS;2022-06-23T02:00:00+00:00;2022-09-22T02:00:00+00:00;"{""coordinates"": [5.4598352640208105, 51.493817994261505], ""type"": ""Point""}";51.493817994261505, 5.4598352640208105
174170;V21/44316-VGW-44316;legaliseren van 3 tal appartementen;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Buitenplanse afwijking;Zaak afgerond;Edelweisstraat 51B;5643GN;2021-04-01T02:00:00+00:00;2022-10-20T02:00:00+00:00;"{""coordinates"": [5.501515448306607, 51.41890987841353], ""type"": ""Point""}";51.41890987841353, 5.501515448306607
174173;V21/45129-OVR-45129;bouwen van 72 woningen het Plateau fase 2 BBU;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Handelen in strijd met Ruimtelijke Ordening, Bouwen;Beschikking vastgesteld;Stijging 20;5629TZ;2021-06-02T02:00:00+00:00;2021-09-17T02:00:00+00:00;"{""coordinates"": [5.475573422083402, 51.49613809208239], ""type"": ""Point""}";51.49613809208239, 5.475573422083402
174174;V18/32007-OVR-32007;uitbreiden van de klimhal Neoliet Noord;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Handelen in strijd met Ruimtelijke Ordening, Bouwen;Beschikking vastgesteld;Vijfkamplaan 14;5624EB;2018-01-03T01:00:00+00:00;2018-06-20T02:00:00+00:00;"{""coordinates"": [5.457114789557294, 51.47508441020852], ""type"": ""Point""}";51.47508441020852, 5.457114789557294
174180;V21/46262-OVR-46262;plaatsen van een dakkapel aan de achterzijde van de woning;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Bouwen;Beschikking vastgesteld;van Swietenlaan 12;5644HG;2021-09-12T02:00:00+00:00;2021-11-23T01:00:00+00:00;"{""coordinates"": [5.489988355850091, 51.41296142861331], ""type"": ""Point""}";51.41296142861331, 5.489988355850091
174184;H17/28414-DHV-105568;horecabedrijf Rohit Kumar;Aanvraag beschikking regulier behandelen;Alcoholwet;;Beschikking vastgesteld;Glorieuxlaan 8;5613LN;2017-01-19T01:00:00+00:00;2017-05-16T02:00:00+00:00;"{""coordinates"": [5.4976349087489975, 51.42975001614741], ""type"": ""Point""}";51.42975001614741, 5.4976349087489975
174185;V21/47138-OVR-47138;aanvullende werkzaamheden behorende bij eerder verleende vergunning met zaaknummer V17_31928, de BunkerToren;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Bouwen;Beschikking vastgesteld;Vincent van den Heuvellaan 289;5612MZ;2021-11-21T01:00:00+00:00;2022-06-20T02:00:00+00:00;"{""coordinates"": [5.479648383662606, 51.44702459488672], ""type"": ""Point""}";51.44702459488672, 5.479648383662606
174189;H17/31560-EXP-110042;horecabedrijf Miss Temaki;Aanvraag beschikking regulier behandelen;APV Exploitatievergunning;Exploitatievergunning openbare inrichting;Beschikking vastgesteld;Smalle Haven 2;5611EJ;2017-11-16T01:00:00+00:00;2017-12-14T01:00:00+00:00;"{""coordinates"": [5.481109701996899, 51.43716405854403], ""type"": ""Point""}";51.43716405854403, 5.481109701996899
174190;10/3796-EXP-70733;horecabedrijf Happy Eater;Aanvraag beschikking regulier behandelen;APV Exploitatievergunning;Exploitatievergunning openbare inrichting;Beschikking vastgesteld;Dr Cuyperslaan 150;5623BD;2010-11-15T01:00:00+00:00;2011-02-08T01:00:00+00:00;"{""coordinates"": [5.468609991444355, 51.466825165477374], ""type"": ""Point""}";51.466825165477374, 5.468609991444355
174195;V20/42110-OVR-42110;realiseren plan Nieuw Bergen iz bestaande uit 7 gebouwen, één tweelaagse ondergrondse parkeergarage en 1850 m2 commercieel programma verdeelt over 5 g;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Uitweg, Handelen in strijd met Ruimtelijke Ordening, Sloop in beschermd stads/dorpsgezicht, Bouwen;Beschikking vastgesteld;Deken van Somerenstraat 270;5611KX;2020-10-01T02:00:00+00:00;2021-07-08T02:00:00+00:00;"{""coordinates"": [5.474919778205628, 51.435137132722716], ""type"": ""Point""}";51.435137132722716, 5.474919778205628
174197;V20/42709-OVR-42709;transformeren bestaande restaurant (pizzeria) naar 3 appartementen;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Handelen in strijd met Ruimtelijke Ordening, Bouwen;Beschikking vastgesteld;Tinelstraat 2;5654LT;2020-11-19T01:00:00+00:00;2021-03-10T01:00:00+00:00;"{""coordinates"": [5.457178738139334, 51.42023570883291], ""type"": ""Point""}";51.42023570883291, 5.457178738139334
174204;V19/39023-OVU-39023;"realiseren van nieuwbouw 6 grondgebonden woningen en 59 appartementen; plan Kronehoef";Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Handelen in strijd met Ruimtelijke Ordening, Bouwen;Zaak afgerond;Otterstraat 37;5622AL;2019-12-19T01:00:00+00:00;2020-11-25T01:00:00+00:00;"{""coordinates"": [5.467544863680735, 51.45303555177018], ""type"": ""Point""}";51.45303555177018, 5.467544863680735
174216;13/1320-DHV-85427;horecabedrijf Stichting Aquamarijn, Centrum voor de Nieuwe Tijd;Aanvraag beschikking regulier behandelen;Alcoholwet;Alcoholwetvergunning (paracommercieel);Beschikking vastgesteld;Stratumsedijk 57;5611NC;2013-04-25T02:00:00+00:00;2013-08-16T02:00:00+00:00;"{""coordinates"": [5.485851227603159, 51.431343753666944], ""type"": ""Point""}";51.431343753666944, 5.485851227603159
174219;V20/43030-OVU-43030;realiseren van een appartementengebouw van 59 appartementen De Majoor;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Handelen in strijd met Ruimtelijke Ordening, Bouwen;Beschikking vastgesteld;Generaal Taylorpad 109;5623KN;2020-12-17T01:00:00+00:00;2021-12-02T01:00:00+00:00;"{""coordinates"": [5.476063951372985, 51.465974512078475], ""type"": ""Point""}";51.465974512078475, 5.476063951372985
174220;V21/46418-OVR-46418;realiseren van 12 nieuwbouwwoningen en 3 nieuwbouwappartementen met onderliggende parkeergarage terrein Fatima kerk;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Uitweg, Handelen in strijd met Ruimtelijke Ordening, Bouwen;Beschikking vastgesteld;Fatimahof 3;5614CN;2021-09-24T02:00:00+00:00;2022-02-02T01:00:00+00:00;"{""coordinates"": [5.496054747267047, 51.427311148653764], ""type"": ""Point""}";51.427311148653764, 5.496054747267047
174223;EHV-ZP2022-002519;vervangen van het complete dakpakket;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Bouwen;Beschikking vastgesteld;Generaal van Welderenstraat 18;5623GT;2022-11-24T01:00:00+00:00;2022-12-28T01:00:00+00:00;"{""coordinates"": [5.4837933836332855, 51.46374868974333], ""type"": ""Point""}";51.46374868974333, 5.4837933836332855
174230;EHV-ZP2022-002168;groot onderhoud aan 12 woningen;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Bouwen;Beschikking vastgesteld;Baffinlaan 42;5623PZ;2022-11-01T01:00:00+00:00;2023-01-20T01:00:00+00:00;"{""coordinates"": [5.482824674158988, 51.45568078299842], ""type"": ""Point""}";51.45568078299842, 5.482824674158988
174231;EHV-ZP2022-002219;verbouwen van het pand;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Bouwen;Beschikking vastgesteld;Wielantstraat 12;5652LS;2022-11-04T01:00:00+00:00;2022-11-24T01:00:00+00:00;"{""coordinates"": [5.438762228178717, 51.44031395352177], ""type"": ""Point""}";51.44031395352177, 5.438762228178717
174234;V21/47276-OVR-47276;bouwen van 38 woningen Het Plateau fase III Blixembosch Buiten;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Bouwen;Beschikking vastgesteld;Panorama 62;5629TT;2021-12-02T01:00:00+00:00;2022-03-10T01:00:00+00:00;"{""coordinates"": [5.4737596103974715, 51.49545724335619], ""type"": ""Point""}";51.49545724335619, 5.4737596103974715
174235;V21/46782-VGW-46782;intern verbouwen van 1ste verdieping;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Bouwen;Beschikking vastgesteld;Franklinplein 2A;5621GA;2021-10-25T02:00:00+00:00;2022-02-03T01:00:00+00:00;"{""coordinates"": [5.459796469801372, 51.453430185443196], ""type"": ""Point""}";51.453430185443196, 5.459796469801372
174236;V20/43045-OVR-43045;bouwen van 69 woningen Het Plateau fase 1 BlixemBosch Buiten;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Handelen in strijd met Ruimtelijke Ordening, Bouwen;Beschikking vastgesteld;Panorama 67;5629TT;2020-12-17T01:00:00+00:00;2021-03-24T01:00:00+00:00;"{""coordinates"": [5.4794354382119, 51.49481048679984], ""type"": ""Point""}";51.49481048679984, 5.4794354382119
174237;V20/42999-OVU-42999;bouwen van 16 nieuwbouw seniorenwoningen en 57 gezinswoningen, verdeeld over 12 bouwblokken;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Handelen in strijd met Ruimtelijke Ordening, Bouwen;Beschikking vastgesteld;Sportlaan 29;5652CP;2020-12-15T01:00:00+00:00;2021-09-02T02:00:00+00:00;"{""coordinates"": [5.450494570292853, 51.43638590517289], ""type"": ""Point""}";51.43638590517289, 5.450494570292853
174238;V17/31928-OVU-31928;realiseren van een woontoren , kantoren en een grand cafe;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Uitweg, Aanleg, Vellen van houtopstanden (kappen), Bouwen;Beschikking vastgesteld;Vincent van den Heuvellaan 415;5612MZ;2017-12-21T01:00:00+00:00;2018-12-17T01:00:00+00:00;"{""coordinates"": [5.479556523752169, 51.44695469102279], ""type"": ""Point""}";51.44695469102279, 5.479556523752169
174241;H15/23969-DHV-98723;horecabedrijf Zalencentrum Eindhoven;Aanvraag beschikking regulier behandelen;Alcoholwet;;Beschikking vastgesteld;Hoogstraat 297A;5654NA;2015-09-16T02:00:00+00:00;2015-11-03T01:00:00+00:00;"{""coordinates"": [5.464027877266807, 51.42553401138539], ""type"": ""Point""}";51.42553401138539, 5.464027877266807
174242;V21/45727-OVR-45727;wijzigen 10 onzelfstandige woonruimten naar 7 zelfstandige woonruimten;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Handelen in strijd met Ruimtelijke Ordening, Bouwen;Beschikking vastgesteld;Generaal Horrocksstraat 19;5623GA;2021-07-19T02:00:00+00:00;2021-12-06T01:00:00+00:00;"{""coordinates"": [5.477344126997584, 51.465989626826165], ""type"": ""Point""}";51.465989626826165, 5.477344126997584
