FID,omschr,kantcode,wvk_id,wvk_begdat,begafstand,endafstand,begintijd,eindtijd,fk_veld1,fk_veld4,izi_side,ibn,gdb_geomattr_data,shape
maximum_snelheden_wegvak_overdag.155,100,H,190191025,2014-11-01T00:00:00,7,57,6,19,019019102520141101,KLK0009846212,L,I,,"LINESTRING (95217.12009999901 395723.9488000013, 95267 395731)"
maximum_snelheden_wegvak_overdag.157,30,H,362277011,2014-11-01T00:00:00,0,117,0,0,036227701120141101,KLK0008309038,L,I,,"LINESTRING (181152.77699999884 438516.18499999866, 181142.72100000083 438469.9290000014, 181144.73200000077 438427.6950000003, 181136.18499999866 438409.0920000002, 181131.72199999914 438404.01000000164)"
maximum_snelheden_wegvak_overdag.158,30,H,236205007,2014-11-01T00:00:00,1,132,0,0,023620500720141101,KLK0008481956,R,I,,"LINESTRING (118191.05420000106 402615.67810000107, 118207.6400000006 402640.6559999995, 118216.03400000185 402645.8740000017, 118220.79800000042 402650.18400000036, 118221.47899999842 402655.62900000066, 118217.39600000158 402664.3729999997, 118244.1649999991 402708.71599999815, 118260.56300000101 402716.5320000015)"
maximum_snelheden_wegvak_overdag.159,30,H,236205027,2014-11-01T00:00:00,0,178,0,0,023620502720141101,KLK0008481956,R,I,,"LINESTRING (118260.56300000101 402716.5320000015, 118260.85799999908 402736.3520000018, 118264 402742, 118307 402817, 118325 402846, 118338.74100000039 402874.1499999985)"
maximum_snelheden_wegvak_overdag.160,100,H,236205030,2014-11-01T00:00:00,3,34,6,19,023620503020141101,KLK0008481961,R,I,,"LINESTRING (118340.25919999927 402876.73750000075, 118341 402878, 118354.60099999979 402904.01900000125)"
maximum_snelheden_wegvak_overdag.162,30,H,236205030,2014-11-01T00:00:00,0,3,0,0,023620503020141101,KLK0008481956,R,I,,"LINESTRING (118338.74100000039 402874.1499999985, 118340.25919999927 402876.73750000075)"
maximum_snelheden_wegvak_overdag.163,100,H,255332026,2014-11-01T00:00:00,0,5,6,19,025533202620141101,KLK0008189682,L,I,,"LINESTRING (127621.86400000006 466046.58199999854, 127622.29960000142 466051.563000001)"
maximum_snelheden_wegvak_overdag.165,50,H,255332026,2014-11-01T00:00:00,5,66,0,0,025533202620141101,KLK0008189677,L,I,,"LINESTRING (127622.29960000142 466051.563000001, 127625.16600000113 466084.33900000155, 127631.47899999842 466105.1099999994, 127634.35550000146 466110.8156000003)"
maximum_snelheden_wegvak_overdag.166,30,H,255332026,2014-11-01T00:00:00,66,127,0,0,025533202620141101,KLK0008189676,L,I,,"LINESTRING (127634.35550000146 466110.8156000003, 127641.25699999928 466124.50499999896, 127656.1640000008 466140.85500000045, 127674.11699999869 466155.76199999824)"
maximum_snelheden_wegvak_overdag.168,100,H,332356016,2014-11-01T00:00:00,0,413,6,19,033235601620141101,KLK0008569056,R,I,,"LINESTRING (166172.98299999908 478304.6220000014, 166178 478316, 166233 478444, 166257 478505, 166266 478548, 166267 478552, 166269 478561, 166288 478660, 166296.23299999908 478696.7749999985)"
maximum_snelheden_wegvak_overdag.169,100,H,352273015,2014-11-01T00:00:00,0,22,6,19,035227301520141101,KLK0008480741,R,I,,"LINESTRING (176310.69299999997 436511.05000000075, 176318 436509, 176331.55420000106 436504.10539999977)"
maximum_snelheden_wegvak_overdag.170,30,H,352273015,2014-11-01T00:00:00,22,375,0,0,035227301520141101,KLK0008480737,R,I,,"LINESTRING (176331.55420000106 436504.10539999977, 176354 436496, 176374 436490, 176389 436488, 176438 436480, 176493 436475, 176556 436472, 176619 436473, 176633 436475, 176680.25400000066 436481.1739999987)"
maximum_snelheden_wegvak_overdag.172,30,H,371081019,2014-11-01T00:00:00,0,36,0,0,037108101920141101,KLK0008191566,R,I,,"LINESTRING (185784 340782, 185792.28599999845 340747.34899999946)"
maximum_snelheden_wegvak_overdag.173,100,H,319302026,2014-11-01T00:00:00,0,90,6,19,031930202620141101,KLK0008306465,R,I,,"LINESTRING (159970.58399999887 451367.20800000057, 159985.49700000137 451366.1339999996, 160007.73900000006 451360.4549999982, 160033.29399999976 451350.04300000146, 160047.4919999987 451344.36499999836, 160056.68290000036 451343.8240999989)"
maximum_snelheden_wegvak_overdag.174,30,H,319302026,2014-11-01T00:00:00,90,217,0,0,031930202620141101,KLK0008306461,R,I,,"LINESTRING (160056.68290000036 451343.8240999989, 160063.58199999854 451343.41800000146, 160086.76999999955 451353.8289999999, 160180.9450000003 451349.09699999914)"
maximum_snelheden_wegvak_overdag.176,50,H,249491025,2014-11-01T00:00:00,0,28,0,0,024949102520141101,KLK0008149354,R,I,,"LINESTRING (124724.59200000018 545715.4329999983, 124730.16699999943 545707.0329999998, 124739.05700000003 545702.7729999982, 124747.57699999958 545702.9580000006)"
maximum_snelheden_wegvak_overdag.177,80,H,345366022,2014-11-01T00:00:00,0,30,0,0,034536602220141101,KLK0008112851,R,I,,"LINESTRING (172538 483207, 172549 483205, 172557 483202, 172566 483197)"
maximum_snelheden_wegvak_overdag.179,100,H,239193006,2014-11-01T00:00:00,0,399,6,19,023919300620141101,KLK0009934471,L,I,,"LINESTRING (119636.94900000095 396778.3260000013, 119645 396778, 119676 396774, 119701 396768, 119709 396766, 119725 396761, 119773 396742, 119787 396738, 119812 396738, 119868 396739, 119894 396746, 119913 396753, 119951 396765, 120000 396774, 120024.56700000167 396775.63800000027)"
maximum_snelheden_wegvak_overdag.180,50,H,260481048,2014-11-01T00:00:00,0,62,0,0,026048104820141101,KLK0008779130,R,I,,"LINESTRING (130314.9299999997 540950.2109999992, 130316 540956, 130318 540962, 130335 541009)"
maximum_snelheden_wegvak_overdag.181,30,H,358021001,2014-11-01T00:00:00,0,346,0,0,035802100120141101,KLK0008191945,R,I,,"LINESTRING (179037 310783, 179047 310775, 179062 310761, 179066 310748, 179077 310690, 179083 310657, 179093 310597, 179108 310504, 179115 310464, 179116 310453)"
maximum_snelheden_wegvak_overdag.182,30,H,286140026,2014-11-01T00:00:00,18,21,0,0,028614002620141101,KLK0008312730,R,I,,"LINESTRING (143062.20850000158 370204.3352999985, 143065 370205)"
maximum_snelheden_wegvak_overdag.184,100,H,286140026,2014-11-01T00:00:00,0,18,6,19,028614002620141101,KLK0008312734,R,I,,"LINESTRING (143044.69799999893 370200.16600000113, 143062.20850000158 370204.3352999985)"
maximum_snelheden_wegvak_overdag.185,30,H,338140002,2014-11-01T00:00:00,0,302,0,0,033814000220141101,KLK0008191287,R,I,,"LINESTRING (169345.5859999992 370443.9279999994, 169378 370413, 169403.16299999878 370383.5729999989, 169417.0549999997 370365.3579999991, 169421.6860000007 370352.08300000057, 169425.69999999925 370346.8350000009, 169437.07699999958 370339.6559999995, 169453.63899999857 370320.7479999997, 169520.0150000006 370233.688000001, 169536.5309999995 370212.23099999875)"
maximum_snelheden_wegvak_overdag.186,100,H,358473004,2014-11-01T00:00:00,0,246,6,19,035847300420141101,KLK0008564056,L,I,,"LINESTRING (179003 536762, 179009 536748, 179015 536725, 179019 536710, 179022 536702, 179055 536636, 179069 536580, 179083 536531)"
maximum_snelheden_wegvak_overdag.187,30,H,278189008,2017-11-01T00:00:00,11,157,0,0,027818900820171101,KLK0009792272,L,I,,"LINESTRING (139063.97069999948 394906.44029999897, 139086 394881, 139133.66099999845 394855.6799999997, 139159.71400000155 394841.24599999934, 139166.66000000015 394839.08999999985, 139187.4990000017 394835.0179999992)"
maximum_snelheden_wegvak_overdag.188,100,H,278189008,2017-11-01T00:00:00,0,11,6,19,027818900820171101,KLK0009792278,L,I,,"LINESTRING (139056.76999999955 394914.756000001, 139063.97069999948 394906.44029999897)"
maximum_snelheden_wegvak_overdag.190,50,H,145273010,2016-04-01T00:00:00,0,235,0,0,014527301020160401,KLK0008535928,R,I,,"LINESTRING (72700.7490000017 436763.77699999884, 72881.40199999884 436612.81700000167)"
maximum_snelheden_wegvak_overdag.191,50,H,198266023,2016-04-01T00:00:00,0,21,0,0,019826602320160401,KLK0008124426,L,I,,"LINESTRING (99482 433343, 99488 433363)"
maximum_snelheden_wegvak_overdag.192,80,H,208246062,2016-04-01T00:00:00,0,86,0,0,020824606220160401,KLK0008695461,R,I,,"LINESTRING (104316.30600000173 423449.5300000012, 104388.69000000134 423496.68200000003)"
maximum_snelheden_wegvak_overdag.193,50,H,145273007,2016-04-01T00:00:00,70,87,0,0,014527300720160401,KLK0008535928,R,I,,"LINESTRING (72586.61180000007 436859.0802000016, 72599.11100000143 436848.1469999999)"
maximum_snelheden_wegvak_overdag.194,70,H,145273007,2016-04-01T00:00:00,0,70,0,0,014527300720160401,KLK0008535927,R,I,,"LINESTRING (72533.92399999872 436905.16699999943, 72586.61180000007 436859.0802000016)"
maximum_snelheden_wegvak_overdag.195,50,H,145273009,2016-04-01T00:00:00,0,65,0,0,014527300920160401,KLK0008535928,R,I,,"LINESTRING (72881.40199999884 436612.81700000167, 72913.03799999878 436588.1770000011, 72932.27600000054 436571.82499999925)"
maximum_snelheden_wegvak_overdag.196,30,H,267362002,2016-11-01T00:00:00,0,10,0,0,026736200220161101,KLK0008629862,R,I,,"LINESTRING (133976.58300000057 481463.77800000086, 133986.29100000113 481461.8979999982)"
maximum_snelheden_wegvak_overdag.197,100,H,259433011,2016-03-01T00:00:00,7,140,6,19,025943301120160301,KLK0008566043,R,I,,"LINESTRING (129678.48050000146 516744.27519999817, 129683.48900000006 516744.59800000116, 129737.0399999991 516778.34899999946, 129776.81799999997 516800.11400000006, 129794.83100000024 516808.37000000104)"
maximum_snelheden_wegvak_overdag.200,100,H,259433010,2016-03-01T00:00:00,0,460,6,19,025943301020160301,KLK0008566043,R,I,,"LINESTRING (129794.83100000024 516808.37000000104, 129811.09200000018 516814.3740000017, 129832.60700000077 516818.3770000003, 129860.87700000033 516820.6279999986, 129883.90799999982 516824.3280000016, 129900 516829, 129908 516833, 129928 516841, 130000 516876, 130119.54399999976 516943.61400000006, 130142.58900000155 516961.31599999964, 130172.64900000021 516993.37999999896, 130198.03299999982 517012.7509999983)"
maximum_snelheden_wegvak_overdag.201,50,H,214459027,2016-12-01T00:00:00,0,44,0,0,021445902720161201,KLK0008079090,L,I,,"LINESTRING (107356.01099999994 529897.0650000013, 107353.94900000095 529890.318, 107353.94900000095 529878.699000001, 107353.94900000095 529866.5170000009, 107355.24100000039 529853.4090000018)"
maximum_snelheden_wegvak_overdag.202,100,H,237390045,2017-03-01T00:00:00,0,30,0,0,023739004520170301,KLK0008247460,L,I,,"LINESTRING (118884 495053, 118900 495038, 118905.20800000057 495032.48600000143)"
maximum_snelheden_wegvak_overdag.203,100,H,237390031,2017-03-01T00:00:00,0,130,0,0,023739003120170301,KLK0008247460,L,I,,"LINESTRING (118783 495194, 118787.95300000161 495178.18200000003, 118794.88599999994 495160.3990000002, 118813.8740000017 495130.55999999866, 118833.46599999815 495104.3370000012, 118849 495083)"
maximum_snelheden_wegvak_overdag.204,100,H,237390039,2017-03-01T00:00:00,0,27,0,0,023739003920170301,KLK0008247460,L,I,,"LINESTRING (118778.94399999827 495220.41699999943, 118780.6240000017 495211.8839999996, 118781.57800000161 495208.11199999973, 118782.20399999991 495204.98099999875, 118783 495200.4699999988, 118783 495194)"
maximum_snelheden_wegvak_overdag.205,130,H,210397105,2017-04-01T00:00:00,0,34,0,0,021039710520170401,KLK0008251354,R,I,,"LINESTRING (105196.6790000014 498665.0700000003, 105221.19099999964 498646.5879999995, 105223.70800000057 498644.1710000001)"
maximum_snelheden_wegvak_overdag.206,50,H,305193008,2016-05-01T00:00:00,0,141,0,0,030519300820160501,KLK0010217349,R,I,,"LINESTRING (152881.24500000104 396968.16099999845, 152886.66200000048 396936.15100000054, 152896 396853, 152903.15900000185 396828.7960000001)"
maximum_snelheden_wegvak_overdag.207,50,H,305193012,2016-05-01T00:00:00,0,233,0,0,030519301220160501,KLK0010217349,R,I,,"LINESTRING (152903.15900000185 396828.7960000001, 152913.0080000013 396816.9770000018, 152933.4450000003 396742.61499999836, 152959.66899999976 396664.9299999997, 152975.05799999833 396622.9479999989, 152978.99799999967 396609.4059999995)"
maximum_snelheden_wegvak_overdag.208,100,H,306192036,2016-05-01T00:00:00,0,65,6,19,030619203620160501,KLK0010217500,L,I,,"LINESTRING (153324.99599999934 396080.61199999973, 153306.13899999857 396115.25, 153295.04659999907 396138.2795000002)"
maximum_snelheden_wegvak_overdag.210,50,H,306192036,2016-05-01T00:00:00,65,88,0,0,030619203620160501,KLK0010217480,L,I,,"LINESTRING (153295.04659999907 396138.2795000002, 153291.45699999854 396145.7320000008, 153287.12799999863 396159.69099999964)"
maximum_snelheden_wegvak_overdag.211,80,H,210397101,2017-04-01T00:00:00,0,35,0,0,021039710120170401,KLK0008104150,R,I,,"LINESTRING (105304.94700000063 498652.5, 105315.46999999881 498663.7719999999, 105323.5309999995 498676.81599999964, 105324.65900000185 498680.44000000134)"
maximum_snelheden_wegvak_overdag.213,50,H,305193018,2016-05-01T00:00:00,0,31,0,0,030519301820160501,KLK0010217349,R,I,,"LINESTRING (152978.99799999967 396609.4059999995, 152986.5549999997 396597.38500000164, 152994.76330000162 396582.72569999844)"
maximum_snelheden_wegvak_overdag.214,100,H,305193018,2016-05-01T00:00:00,31,68,6,19,030519301820160501,KLK0010217478,R,I,,"LINESTRING (152994.76330000162 396582.72569999844, 153012.82400000095 396550.47100000083)"
maximum_snelheden_wegvak_overdag.215,80,H,293354085,2017-04-01T00:00:00,0,19,0,0,029335408520170401,KLK0008194994,L,I,,"LINESTRING (146765 477052, 146773 477069)"
maximum_snelheden_wegvak_overdag.216,100,H,360489030,2016-02-01T00:00:00,0,216,6,19,036048903020160201,KLK0008564127,R,I,,"LINESTRING (180271 544850, 180274 544881, 180283 545058, 180284.38599999994 545065.6629999988)"
maximum_snelheden_wegvak_overdag.220,100,H,390392010,2014-11-01T00:00:00,0,159,6,19,039039201020141101,KLK0009692717,R,I,,"LINESTRING (195123 496111, 195145.36400000006 496168.6939999983, 195154.1959999986 496210.95699999854, 195159.29899999872 496264.62900000066)"
maximum_snelheden_wegvak_overdag.222,100,H,390392031,2014-11-01T00:00:00,0,55,6,19,039039203120141101,KLK0009692717,R,I,,"LINESTRING (195159.29899999872 496264.62900000066, 195160.81899999827 496292.3289999999, 195166.49599999934 496319.4530000016)"
maximum_snelheden_wegvak_overdag.223,30,H,240254040,2014-11-01T00:00:00,0,32,0,0,024025404020141101,KLK0008480189,R,I,,"LINESTRING (120323.64900000021 427210.8299999982, 120339.74399999902 427221.55999999866, 120351.11800000072 427228.15399999917)"
maximum_snelheden_wegvak_overdag.224,30,H,339274019,2014-11-01T00:00:00,0,122,0,0,033927401920141101,KLK0010232732,R,I,,"LINESTRING (169680 437053, 169693.63899999857 437055.8220000006, 169730 437059, 169781.18499999866 437068.50400000066, 169796.08300000057 437080.9629999995)"
maximum_snelheden_wegvak_overdag.225,30,H,340305008,2014-11-01T00:00:00,0,190,0,0,034030500820141101,KLK0008446592,L,I,,"LINESTRING (170254.72700000182 452791.8269999996, 170277.5240000002 452744.05099999905, 170297.23699999973 452709.4120000005, 170313.91600000113 452681.5460000001, 170324.01099999994 452670.8740000017, 170336.99500000104 452666.86300000176, 170373.5159999989 452667.3350000009)"
maximum_snelheden_wegvak_overdag.226,100,H,330158002,2014-11-01T00:00:00,0,143,6,19,033015800220141101,KLK0009937847,R,I,,"LINESTRING (165400.3280000016 379495.58999999985, 165420 379491, 165449.13699999824 379479.36300000176, 165484.92700000107 379478.59600000083, 165533.24399999902 379506.97300000116)"
maximum_snelheden_wegvak_overdag.228,100,H,330159010,2014-11-01T00:00:00,0,82,6,19,033015901020141101,KLK0009937847,R,I,,"LINESTRING (165325.78799999878 379527.6799999997, 165348.28500000015 379523.0789999999, 165369.24799999967 379514.131000001, 165400.3280000016 379495.58999999985)"
maximum_snelheden_wegvak_overdag.230,70,H,96138013,2015-02-01T00:00:00,0,18,0,0,009613801320150201,KLK0010310410,R,I,,"LINESTRING (48315 369413, 48328 369425)"
maximum_snelheden_wegvak_overdag.231,130,H,353162050,2015-06-01T00:00:00,0,60,0,0,035316205020150601,KLK0008822338,R,I,,"LINESTRING (176756.11400000006 381478.83999999985, 176770.49799999967 381477.0689999983, 176815.94900000095 381471.9549999982)"
maximum_snelheden_wegvak_overdag.232,30,H,205260041,2014-11-01T00:00:00,0,56,0,0,020526004120141101,KLK0008479900,R,I,,"LINESTRING (102816 430013, 102872 430015)"
maximum_snelheden_wegvak_overdag.233,30,H,216300048,2014-11-01T00:00:00,0,160,0,0,021630004820141101,KLK0008693563,R,I,,"LINESTRING (108263.57400000095 450417.33900000155, 108329 450473, 108356 450498, 108369 450511, 108378 450523, 108380 450526)"
maximum_snelheden_wegvak_overdag.234,30,H,60142012,2015-07-01T00:00:00,0,22,0,0,006014201220150701,KLK0008253572,R,I,,"LINESTRING (30449.186999998987 371330.07400000095, 30465.534000001848 371315.5229999982)"
maximum_snelheden_wegvak_overdag.235,30,H,60142011,2015-07-01T00:00:00,0,71,0,0,006014201120150701,KLK0008253572,R,I,,"LINESTRING (30465.534000001848 371315.5229999982, 30522.232000000775 371273.0769999996)"
maximum_snelheden_wegvak_overdag.236,130,H,396488014,2015-07-01T00:00:00,0,17,0,0,039648801420150701,KLK0008572153,R,I,,"LINESTRING (198003.13699999824 544143.2340000011, 198009.65799999982 544127.6649999991)"
maximum_snelheden_wegvak_overdag.237,80,H,460373057,2015-08-01T00:00:00,0,13,0,0,046037305720150801,KLK0010140534,L,I,,"LINESTRING (230177.9389999993 486845.3420000002, 230164.87000000104 486846.6270000003)"
maximum_snelheden_wegvak_overdag.238,80,H,460373064,2015-08-01T00:00:00,0,13,0,0,046037306420150801,KLK0010140533,R,I,,"LINESTRING (230165.42399999872 486829.1479999982, 230178.32600000128 486827.86300000176)"
maximum_snelheden_wegvak_overdag.239,30,H,61142006,2015-07-01T00:00:00,0,68,0,0,006114200620150701,KLK0008253572,R,I,,"LINESTRING (30522.232000000775 371273.0769999996, 30565.14900000021 371245.6730000004, 30580.791000001132 371239.2120000012)"
maximum_snelheden_wegvak_overdag.240,30,H,221309081,2016-12-01T00:00:00,0,189,0,0,022130908120161201,KLK0008692229,R,I,,"LINESTRING (110542.39499999955 454726.186999999, 110540.89499999955 454718.3530000001, 110524.29300000146 454681, 110518.06799999997 454646.76000000164, 110513.45499999821 454640.6710000001, 110515.04300000146 454581.53599999845, 110540.04600000009 454563.2800000012, 110542.29879999906 454556.02980000153)"
maximum_snelheden_wegvak_overdag.241,100,H,221309081,2016-12-01T00:00:00,189,215,0,0,022130908120161201,KLK0008692230,R,I,,"LINESTRING (110542.29879999906 454556.02980000153, 110549.90799999982 454531.54100000113)"
maximum_snelheden_wegvak_overdag.242,50,H,214459025,2016-12-01T00:00:00,0,39,0,0,021445902520161201,KLK0008079090,L,I,,"LINESTRING (107355.24100000039 529853.4090000018, 107356.76000000164 529844.5890000015, 107359.9459999986 529832.7820000015, 107368.3900000006 529817.3720000014)"
maximum_snelheden_wegvak_overdag.243,30,H,204255042,2016-07-01T00:00:00,0,104,0,0,020425504220160701,KLK0008695281,R,I,,"LINESTRING (102058 427530, 102072 427489, 102090 427445, 102095.95899999887 427433.65900000185)"
maximum_snelheden_wegvak_overdag.244,80,H,302369007,2016-09-01T00:00:00,0,21,0,0,030236900720160901,KLK0008195078,L,I,,"LINESTRING (151486.2809999995 484646.97100000083, 151498.37999999896 484629.9930000007)"
