FID,omschr,afst_glg,hgte_glg,kantcode,wvk_id,wvk_begdat,begafstand,endafstand,fk_veld1,fk_veld4,izi_side,ibn,gdb_geomattr_data,shape
geluids_beperkingen_wegvak.76,Geluidswal,4.5 -> 4.5,3 -> 3,H,600114559,2021-04-01T00:00:00,274,312,060011455920210401,KLK0009662385,R,I,,"LINESTRING (104614.47370000184 397721.75890000165, 104612.1662000008 397714.60929999873, 104607.40370000154 397701.5124000013, 104601.60929999873 397686.11360000074)"
geluids_beperkingen_wegvak.77,Doorzichtig geluidsscherm,5.5 -> 6.5,3 -> 3,H,600449034,2021-05-01T00:00:00,0,101,060044903420210501,KLK0007728530,L,I,,"LINESTRING (128320.76260000095 481055.5890999995, 128402.50569999963 481115.70899999887)"
geluids_beperkingen_wegvak.78,Geluidswal,5.5 -> 5.5,1 -> 3,H,256362014,2021-05-01T00:00:00,150,553,025636201420210501,KLK0007728525,L,I,,"LINESTRING (128512.90049999952 481217.20710000023, 128526.66699999943 481230.17159999907, 128656.66910000145 481363.76309999824, 128705.7228000015 481422.69680000097, 128772.39799999818 481514.5603, 128776.22949999943 481521.0034000017)"
geluids_beperkingen_wegvak.79,Doorzichtig geluidsscherm,5.5 -> 6.5,3 -> 3,H,256362014,2021-05-01T00:00:00,0,150,025636201420210501,KLK0007728530,L,I,,"LINESTRING (128402.50569999963 481115.70899999887, 128430.68699999899 481139.6656999998, 128470.28330000117 481177.07239999995, 128512.90049999952 481217.20710000023)"
geluids_beperkingen_wegvak.80,Geluidswal,5.5 -> 5.5,1 -> 1,H,256362014,2021-05-01T00:00:00,572,712,025636201420210501,KLK0007728518,L,I,,"LINESTRING (128785.94099999964 481537.33399999887, 128844.56709999964 481635.91849999875, 128857.64699999988 481657.1259999983)"
geluids_beperkingen_wegvak.81,Geluidswal,5.5 -> 5.5,3 -> 3,H,202192014,2021-04-01T00:00:00,48,278,020219201420210401,KLK0009846114,L,I,,"LINESTRING (101071.16440000013 396419.53069999814, 101047.74159999937 396433.3539999984, 101035.21680000052 396441.6405999996, 101026.36080000177 396450.05380000174, 101020.60449999943 396458.5934000015, 101014.78480000049 396471.43459999934, 101013.89919999987 396481.61890000105, 101014.4684999995 396494.01729999855, 101017.19379999861 396502.1834000014, 101024.17480000108 396515.0069999993, 101033.76190000027 396524.25400000066, 101046.85599999875 396531.08579999954, 101057.4199000001 396534.311900001, 101061.40509999916 396534.6281999983, 101067.41450000182 396534.75470000133, 101076.4646999985 396533.63379999995, 101087.65670000017 396530.5797000006, 101097.96759999916 396525.6457000002, 101119.66470000148 396515.01850000024)"
geluids_beperkingen_wegvak.82,Doorzichtig geluidsscherm,1.5 -> 1.5,1 -> 1,H,600146392,2021-05-01T00:00:00,77,127,060014639220210501,KLK0007730787,L,I,,"LINESTRING (195764.35449999943 443986.7391999997, 195758 443995, 195729.35599999875 444022.31170000136)"
geluids_beperkingen_wegvak.83,Doorzichtig geluidsscherm,5.5 -> 5.5,6 -> 6,H,600146660,2021-05-01T00:00:00,42,53,060014666020210501,KLK0008088761,L,I,,"LINESTRING (195513.90069999918 444023, 195502.6330000013 444023)"
geluids_beperkingen_wegvak.84,Geluidswal,6.5 -> 8.5,5 -> 3,H,209195020,2021-04-01T00:00:00,143,204,020919502020210401,KLK0009846071,L,I,,"LINESTRING (104742.08509999886 397827.7265000008, 104741.7100000009 397829.11300000176, 104740.19999999925 397838.32499999925, 104739.59600000083 397849.1979999989, 104740.8040000014 397859.31599999964, 104750.99799999967 397886.1970000006)"
geluids_beperkingen_wegvak.85,Geluidswal,8.5 -> 8.5,3 -> 3,H,209195020,2021-04-01T00:00:00,54,143,020919502020210401,KLK0009846072,L,I,,"LINESTRING (104805.58069999889 397774.0841999985, 104802.34299999848 397774.29300000146, 104795.09499999881 397775.65300000086, 104787.99700000137 397777.6160000004, 104778.63399999961 397781.54199999943, 104769.57299999893 397786.9789999984, 104761.87099999934 397793.3220000006, 104754.16899999976 397801.6279999986, 104748.58100000024 397810.0850000009, 104744.20199999958 397819.90100000054, 104742.08509999886 397827.7265000008)"
geluids_beperkingen_wegvak.86,Geluidswal,6.5 -> 6.5,3 -> 3,H,201193007,2021-04-01T00:00:00,0,433,020119300720210401,KLK0009846100,L,I,,"LINESTRING (100829.92220000178 396712.85390000045, 100852.82070000097 396691.24390000105, 100870.15089999884 396674.97199999914, 100882.85090000182 396661.2135999985, 100894.09580000117 396646.66149999946, 100906.2666000016 396628.40520000085, 100914.86560000107 396613.7208000012, 100923.59690000117 396595.46449999884, 100931.93129999936 396574.29780000076, 100944.89589999989 396541.8863000013, 100957.33130000159 396509.47480000183, 100962.22610000148 396498.49450000003, 100970.69280000031 396482.0903000012, 100977.83659999818 396471.9039000012, 100986.70010000095 396460.129900001, 100995.96049999818 396450.20800000057, 101008.1314000003 396439.88919999823, 101019.79500000179 396428.93719999865, 101043.04720000178 396416.7811000012, 101083.53779999912 396399.6724999994, 101098.01880000159 396393.6662000008)"
geluids_beperkingen_wegvak.87,Geluidswal,10 -> 10,3 -> 3,H,231494007,2021-04-01T00:00:00,0,168,023149400720210401,KLK0008825223,M,I,,"LINESTRING (115675.26799999923 547315.0040000007, 115722 547289, 115819.60750000179 547229.429299999)"
geluids_beperkingen_wegvak.88,Niet doorzichtig geluidsscherm,3.5 -> 3.5,3 -> 3,H,600448121,2021-05-01T00:00:00,318,443,060044812120210501,KLK0007730648,R,I,,"LINESTRING (172941.97850000113 447275.758200001, 172946.5410999991 447270.78079999983, 172962.71049999818 447258.94959999993, 172986.76729999855 447246.5267999992, 173019.30310000107 447235.08999999985, 173055.44949999824 447229.0366999991)"
geluids_beperkingen_wegvak.89,Niet doorzichtig geluidsscherm,6.5 -> 3.5,3 -> 3,H,600448121,2021-05-01T00:00:00,268,318,060044812120210501,KLK0007730647,R,I,,"LINESTRING (172909.47819999978 447313.71559999883, 172910.85020000115 447311.992899999, 172920.5124000013 447299.57009999827, 172935.69579999894 447282.61199999973, 172941.97850000113 447275.758200001)"
geluids_beperkingen_wegvak.90,Niet doorzichtig geluidsscherm,6.5 -> 6.5,3 -> 3,H,600448121,2021-05-01T00:00:00,198,268,060044812120210501,KLK0007730646,R,I,,"LINESTRING (172864.15850000083 447367.00869999826, 172874.96220000088 447355.76839999855, 172893.10339999944 447334.2751000002, 172909.47819999978 447313.71559999883)"
geluids_beperkingen_wegvak.91,Geluidswal,5.5 -> 10,3 -> 3,H,170305016,2021-04-01T00:00:00,0,93,017030501620210401,KLK0009963575,R,I,,"LINESTRING (85417.52299999818 452976.61199999973, 85396.38360000029 452938.6308000013, 85381.10590000078 452910.5511999987, 85376.09299999848 452893.4140000008)"
geluids_beperkingen_wegvak.92,Geluidswal,6.5 -> 6.5,3 -> 3,H,600455067,2021-07-01T00:00:00,389,512,060045506720210701,KLK0009966160,L,I,,"LINESTRING (241128.46020000055 460167.94750000164, 241085.2809999995 460137.8669999987, 241027.86930000037 460096.8729999997)"
geluids_beperkingen_wegvak.93,Doorzichtig geluidsscherm,8.5 -> 8.5,1 -> 1,H,600457131,2021-07-01T00:00:00,480,490,060045713120210701,KLK0008783837,L,I,,"LINESTRING (229687.32349999994 486894.9444000013, 229677.36300000176 486895.83300000057)"
geluids_beperkingen_wegvak.94,Niet doorzichtig geluidsscherm,7.5 -> 7.5,3 -> 3,H,600119484,2022-02-01T00:00:00,466,641,060011948420220201,KLK0008522940,L,I,,"LINESTRING (107990.07820000127 426758.85720000044, 107987.32530000061 426790.88069999963, 107986.39930000156 426811.78280000016, 107986.9283999987 426832.15579999983, 107987.32530000061 426849.0892000012, 107991.558699999 426894.2006999999, 107999.496199999 426932.6977000013)"
geluids_beperkingen_wegvak.95,Geluidswand,7.5 -> 7.5,3 -> 3,H,600129173,2021-12-01T00:00:00,50,115,060012917320211201,KLK0008257973,L,I,,"LINESTRING (142719.74340000004 432262.1955000013, 142706.00239999965 432286.7829999998, 142681.23530000076 432313.9519999996)"
geluids_beperkingen_wegvak.96,Geluidswand,1.5 -> 1.5,5 -> 5,H,600106763,2021-12-01T00:00:00,0,73,060010676320211201,KLK0009566288,L,I,,"LINESTRING (83099.4626000002 454652.2853000015, 83082.1239 454677.16259999946, 83072.27459999919 454690.3387000002, 83060.21279999986 454708.0379999988, 83057.30420000106 454711.8658999987)"
geluids_beperkingen_wegvak.97,Geluidswal,10 -> 8.5,3 -> 3,H,600149478,2022-01-01T00:00:00,539,811,060014947820220101,KLK0008146340,R,I,,"LINESTRING (206465.9732999988 379584.3352999985, 206465.22549999878 379587.9259000011, 206456.7098999992 379632.1141999997, 206446.73900000006 379687.3295999989, 206440.89829999954 379721.8520999998, 206435.99709999934 379752.1479000002, 206430.6587000005 379786.74980000034, 206426.3739 379816.44310000166, 206423.26700000092 379843.1479000002, 206423.3995999992 379852.7696999982)"
geluids_beperkingen_wegvak.98,Geluidswal,10 -> 10,1 -> 1,H,600149478,2022-01-01T00:00:00,0,253,060014947820220101,KLK0008146339,R,I,,"LINESTRING (206578.1864 379057.4211000018, 206573.15549999848 379093.6196000017, 206566.81920000166 379133.5769999996, 206560.65450000018 379168.03130000085, 206551.97150000185 379212.18719999865, 206541.8874000013 379258.8169, 206532.84629999846 379297.78180000186, 206531.07970000058 379305.87750000134)"
geluids_beperkingen_wegvak.99,Geluidswal,10 -> 10,3 -> 3,H,600093567,2022-01-01T00:00:00,1239,1498,060009356720220101,KLK0008135485,R,I,,"LINESTRING (41274.14169999957 391383.30999999866, 41169.26940000057 391392.5753000006, 41016.12959999964 391405.9087000005)"
geluids_beperkingen_wegvak.100,Geluidswal,10 -> 10,6 -> 6,H,318178093,2022-01-01T00:00:00,317,738,031817809320220101,KLK0008126189,R,I,,"LINESTRING (159456.4690000005 389544.435800001, 159477.5410999991 389549.2747000009, 159536.06899999827 389562.57649999857, 159594.72529999912 389575.23640000075, 159633.9129000008 389583.25879999995, 159667.4215000011 389589.86389999837, 159706.72419999912 389597.2923000008, 159746.0859999992 389604.4589000009, 159785.5139000006 389611.30209999904, 159817.46930000186 389616.5945999995, 159837.21759999916 389619.7265999988, 159870.0738000013 389624.45800000057)"
geluids_beperkingen_wegvak.101,Geluidswal,25 -> 25,6 -> 6,H,319179008,2022-01-01T00:00:00,0,46,031917900820220101,KLK0008308602,R,I,,"LINESTRING (159870.0738000013 389624.45800000057, 159886.86039999872 389621.85080000013, 159902.01460000128 389622.4750000015, 159915.70219999924 389622.7250000015)"
geluids_beperkingen_wegvak.102,Geluidswal,10 -> 10,6 -> 6,H,320179017,2022-01-01T00:00:00,0,27,032017901720220101,KLK0009931190,R,I,,"LINESTRING (160186.9235999994 389623.6770000011, 160213.5960999988 389619.1361999996)"
geluids_beperkingen_wegvak.103,Geluidswal,25 -> 25,6 -> 6,H,319179006,2022-01-01T00:00:00,0,271,031917900620220101,KLK0008308602,R,I,,"LINESTRING (159915.70219999924 389622.7250000015, 159945.70080000162 389623.1149000004, 159995.7003000006 389623.32719999924, 160060.70309999958 389622.8568999991, 160125.70039999858 389623.6037000008, 160186.9235999994 389623.6770000011)"
geluids_beperkingen_wegvak.104,Geluidswal,4.5 -> 4.5,5 -> 5,H,498454019,2022-01-01T00:00:00,783,873,049845401920220101,KLK0008448324,R,I,,"LINESTRING (250104.76139999926 527449.693599999, 250168.58989999816 527439.1438000016, 250193.5062999986 527434.7232000008)"
geluids_beperkingen_wegvak.105,Geluidswand,5.5 -> 5.5,3 -> 3,H,600128993,2022-01-01T00:00:00,0,120,060012899320220101,KLK0008088218,L,I,,"LINESTRING (143259.78649999946 452399.6180000007, 143233.02800000086 452410.4855000004, 143218.13969999924 452412.1711000018, 143193.33190000057 452415.26779999956, 143142.83139999956 452421.97740000114)"
geluids_beperkingen_wegvak.106,Geluidswand,5.5 -> 5.5,3 -> 3,H,600128741,2022-01-01T00:00:00,1968,2052,060012874120220101,KLK0008085399,L,I,,"LINESTRING (143456.87330000103 452384.81709999964, 143380.97690000013 452390.58399999887, 143373.11389999837 452391.17009999976)"
geluids_beperkingen_wegvak.107,Doorzichtig geluidsscherm,5.5 -> 5.5,3 -> 3,H,600128741,2022-01-01T00:00:00,2052,2166,060012874120220101,KLK0008085398,L,I,,"LINESTRING (143373.11389999837 452391.17009999976, 143259.78649999946 452399.6180000007)"
geluids_beperkingen_wegvak.108,Geluidswand,5.5 -> 5.5,3 -> 3,H,600129828,2022-01-01T00:00:00,0,60,060012982820220101,KLK0008088218,L,I,,"LINESTRING (143142.83139999956 452421.97740000114, 143113.12099999934 452426.14979999885, 143106.4138999991 452427.31709999964, 143096.41910000145 452429.8093000017, 143087.03200000152 452433.0496000014, 143084.30090000108 452434.1876000017)"
geluids_beperkingen_wegvak.109,Doorzichtig geluidsscherm,5.5 -> 5.5,6 -> 6,H,384294003,2022-01-01T00:00:00,2725,4120,038429400320220101,KLK0008435964,R,I,,"LINESTRING (193940.33210000023 445173.33960000053, 193947.90289999917 445158.1420999989, 193966.1598000005 445122.5507999994, 193981.37269999832 445094.20120000094, 193991.1024999991 445076.6634999998, 194010.99929999933 445041.95980000123, 194021.22100000083 445024.76900000125, 194038.89330000058 444995.91330000013, 194049.58289999887 444978.97569999844, 194071.4338000007 444945.4662999995, 194083.4316000007 444927.6152999997, 194094.78319999948 444911.1154000014, 194106.28920000046 444894.7542000003, 194124.8350000009 444869.1352000013, 194148.84090000018 444837.116799999, 194172.14240000024 444807.26410000026, 194197.3957999982 444776.2424999997, 194211.3548000008 444759.61349999905, 194224.371199999 444744.3997000009, 194248.70439999923 444716.8557999991, 194262.13659999892 444702.00769999996, 194277.90680000186 444684.9780000001, 194291.67280000076 444670.4364, 194304.82059999928 444656.8418000005, 194333.02919999883 444628.4605999999, 194353.04710000008 444608.9957000017, 194382.46620000154 444581.3834999986, 194405.69260000065 444560.33949999884, 194420.67170000076 444547.08249999955, 194439.72410000116 444530.67969999835, 194455.01630000025 444517.76249999925, 194470.42830000073 444505.01419999823, 194501.620099999 444479.97239999846, 194523.26220000163 444463.03069999814, 194539.1838000007 444450.9268999994, 194570.89070000127 444427.8471999988, 194587.18989999965 444416.23270000145, 194603.61059999838 444404.809799999, 194620.14799999818 444393.56109999865, 194636.78449999914 444382.4602999985, 194667.6649999991 444362.4693999998, 194699.3238000013 444342.85009999946, 194733.67920000106 444322.34789999947, 194779.0315000005 444294.2818999998, 194796.62269999832 444284.5647, 194814.23310000077 444275.07510000095, 194844.7809999995 444259.19480000064, 194880.64079999924 444241.32459999993, 194923.2888999991 444222.5762999989)"
geluids_beperkingen_wegvak.110,Doorzichtig geluidsscherm,5.5 -> 5.5,6 -> 6,H,384294003,2022-01-01T00:00:00,2582,2644,038429400320220101,KLK0008435961,R,I,,"LINESTRING (193881.93250000104 445303.83779999986, 193887.0075000003 445291.3398000002, 193898.7362000011 445263.54239999875, 193906.17009999976 445246.7760999985)"
geluids_beperkingen_wegvak.111,Geluidswal,10 -> 10,3 -> 3,H,600120224,2022-01-01T00:00:00,1741,2199,060012022420220101,KLK0008248396,L,I,,"LINESTRING (109961.32079999894 511711.49859999865, 109958.52679999918 511702.31159999967, 109947.29529999942 511663.92069999874, 109941.91459999979 511644.6570000015, 109932.46700000018 511609.3438999988, 109927.60130000114 511589.94260000065, 109913.48930000141 511531.6246000007, 109850.7712999992 511267.1206)"
geluids_beperkingen_wegvak.112,Geluidswal,10 -> 25,3 -> 3,H,600120224,2022-01-01T00:00:00,2286,2433,060012022420220101,KLK0008078497,L,I,,"LINESTRING (109830.73209999874 511182.4598999992, 109796.87629999965 511039.4116999991)"
geluids_beperkingen_wegvak.113,Geluidswal,10 -> 10,3 -> 3,H,600120224,2022-01-01T00:00:00,2433,2766,060012022420220101,KLK0008078496,L,I,,"LINESTRING (109796.87629999965 511039.4116999991, 109761.42810000107 510889.6354999989, 109720.28269999847 510715.34010000154)"
geluids_beperkingen_wegvak.114,Geluidswand,6.5 -> 6.5,5 -> 5,H,600120412,2022-01-01T00:00:00,0,25,060012041220220101,KLK0008433861,L,I,,"LINESTRING (108912.56329999864 502711.9897999987, 108897.67199999839 502692.4345000014)"
geluids_beperkingen_wegvak.115,Geluidswand,6.5 -> 6.5,5 -> 5,H,600120411,2022-01-01T00:00:00,0,126,060012041120220101,KLK0008433861,L,I,,"LINESTRING (108897.67199999839 502692.4345000014, 108894.54250000045 502688.52589999884, 108888.03920000046 502680.92639999837, 108881.26999999955 502673.56439999864, 108874.66930000111 502666.84479999915, 108871.05559999868 502663.38910000026, 108864.35590000078 502657.44619999826, 108856.56489999965 502651.2067000009, 108847.12559999898 502644.4726999998, 108838.66640000045 502639.1374000013, 108831.30200000107 502634.9252999984, 108826.89290000126 502632.6057999991, 108817.17880000174 502628.0311000012, 108807.92410000041 502624.2395000011, 108801.04610000178 502621.7936999984, 108796.72619999945 502620.42269999906)"
geluids_beperkingen_wegvak.116,Doorzichtig geluidsscherm,6.5 -> 6.5,5 -> 5,H,390288038,2022-01-01T00:00:00,322,902,039028803820220101,KLK0008435984,R,I,,"LINESTRING (195215.9908999987 444088.6928000003, 195325.03029999882 444038.78869999945, 195376.07229999825 444015.64240000024, 195412.30909999833 443998.68129999936, 195430.34710000083 443990.03830000013, 195464.18519999832 443973.373300001, 195499.73409999907 443955.0340999998, 195517.33929999918 443945.5405000001, 195533.9844999984 443936.16120000184, 195568.39400000125 443915.7991000004, 195602.52299999818 443894.935899999, 195636.21049999818 443873.3605000004, 195659.73860000074 443857.7558999993, 195676.25200000033 443846.4721999988, 195708.9624999985 443823.4477000013, 195724.30550000072 443812.27969999984)"
geluids_beperkingen_wegvak.117,Doorzichtig geluidsscherm,5.5 -> 5.5,6 -> 6,H,390288046,2022-01-01T00:00:00,0,282,039028804620220101,KLK0008437390,R,I,,"LINESTRING (194923.2888999991 444222.5762999989, 194927.00250000134 444212.8027999997, 195169.0687999986 444090.13540000096)"
geluids_beperkingen_wegvak.118,Geluidswal,9.5 -> 7.5,1 -> 1,H,600101216,2022-02-01T00:00:00,765,911,060010121620220201,KLK0009789620,R,I,,"LINESTRING (73392.58249999955 434813.43780000135, 73387.59360000119 434807.97619999945, 73374.26740000024 434793.05779999867, 73360.03119999915 434776.4202999994, 73347.36740000173 434760.9754000008, 73332.87409999967 434742.38430000097, 73320.97769999877 434726.3742999993, 73301.6735999994 434698.84980000183)"
geluids_beperkingen_wegvak.119,Geluidswal,1.5 -> 1.5,1 -> 1,T,359043016,2021-12-01T00:00:00,178,220,035904301620211201,KLK0008257033,L,I,,"LINESTRING (179906.84919999912 322204.2384000011, 179917.11070000008 322219.3216000013, 179930.7831000015 322238.75019999966)"
geluids_beperkingen_wegvak.120,Geluidswand,1.5 -> 1.5,1 -> 1,T,359043016,2021-12-01T00:00:00,220,241,035904301620211201,KLK0008257016,L,I,,"LINESTRING (179930.7831000015 322238.75019999966, 179930.85489999875 322238.85229999945, 179942.7360999994 322254.92880000174, 179943.27210000157 322255.63269999996)"
